game,2015,11,20151122,201511220mia,dal,"Dallas Cowboys",24,mia,"Miami Dolphins",14
player,201511220mia,dal,WittJa00,rec_long,15,,,,,
player,201511220mia,dal,WittJa00,fumbles,0,,,,,
player,201511220mia,dal,WittJa00,fumbles_lost,0,,,,,
player,201511220mia,dal,EscoGa00,pass_cmp,0,,,,,
player,201511220mia,dal,EscoGa00,pass_att,0,,,,,
player,201511220mia,dal,EscoGa00,pass_yds,0,,,,,
player,201511220mia,dal,EscoGa00,pass_td,0,,,,,
player,201511220mia,dal,EscoGa00,pass_int,0,,,,,
player,201511220mia,dal,EscoGa00,pass_sacked,0,,,,,
player,201511220mia,dal,EscoGa00,pass_sacked_yds,0,,,,,
player,201511220mia,dal,EscoGa00,pass_long,0,,,,,
player,201511220mia,dal,EscoGa00,pass_rating,,,,,,
player,201511220mia,dal,EscoGa00,rush_att,0,,,,,
player,201511220mia,dal,EscoGa00,rush_yds,0,,,,,
player,201511220mia,dal,EscoGa00,rush_td,0,,,,,
player,201511220mia,dal,EscoGa00,rush_long,0,,,,,
player,201511220mia,dal,EscoGa00,targets,3,,,,,
player,201511220mia,dal,EscoGa00,rec,2,,,,,
player,201511220mia,dal,EscoGa00,rec_yds,20,,,,,
player,201511220mia,dal,EscoGa00,rec_td,0,,,,,
player,201511220mia,dal,EscoGa00,rec_long,15,,,,,
player,201511220mia,dal,EscoGa00,fumbles,0,,,,,
player,201511220mia,dal,EscoGa00,fumbles_lost,0,,,,,
player,201511220mia,dal,StreDe00,pass_cmp,0,,,,,
player,201511220mia,dal,StreDe00,pass_att,0,,,,,
player,201511220mia,dal,StreDe00,pass_yds,0,,,,,
player,201511220mia,dal,StreDe00,pass_td,0,,,,,
player,201511220mia,dal,StreDe00,pass_int,0,,,,,
player,201511220mia,dal,StreDe00,pass_sacked,0,,,,,
player,201511220mia,dal,StreDe00,pass_sacked_yds,0,,,,,
player,201511220mia,dal,StreDe00,pass_long,0,,,,,
player,201511220mia,dal,StreDe00,pass_rating,,,,,,
player,201511220mia,dal,StreDe00,rush_att,0,,,,,
player,201511220mia,dal,StreDe00,rush_yds,0,,,,,
player,201511220mia,dal,StreDe00,rush_td,0,,,,,
player,201511220mia,dal,StreDe00,rush_long,0,,,,,
player,201511220mia,dal,StreDe00,targets,1,,,,,
player,201511220mia,dal,StreDe00,rec,1,,,,,
player,201511220mia,dal,StreDe00,rec_yds,19,,,,,
player,201511220mia,dal,StreDe00,rec_td,0,,,,,
player,201511220mia,dal,StreDe00,rec_long,19,,,,,
player,201511220mia,dal,StreDe00,fumbles,0,,,,,
player,201511220mia,dal,StreDe00,fumbles_lost,0,,,,,
player,201511220mia,dal,BeasCo00,pass_cmp,0,,,,,
player,201511220mia,dal,BeasCo00,pass_att,0,,,,,
player,201511220mia,dal,BeasCo00,pass_yds,0,,,,,
player,201511220mia,dal,BeasCo00,pass_td,0,,,,,
player,201511220mia,dal,BeasCo00,pass_int,0,,,,,
player,201511220mia,dal,BeasCo00,pass_sacked,0,,,,,
player,201511220mia,dal,BeasCo00,pass_sacked_yds,0,,,,,
player,201511220mia,dal,BeasCo00,pass_long,0,,,,,
player,201511220mia,dal,BeasCo00,pass_rating,,,,,,
player,201511220mia,dal,BeasCo00,rush_att,0,,,,,
player,201511220mia,dal,BeasCo00,rush_yds,0,,,,,
player,201511220mia,dal,BeasCo00,rush_td,0,,,,,
player,201511220mia,dal,BeasCo00,rush_long,0,,,,,
player,201511220mia,dal,BeasCo00,targets,3,,,,,
player,201511220mia,dal,BeasCo00,rec,1,,,,,
player,201511220mia,dal,BeasCo00,rec_yds,14,,,,,
player,201511220mia,dal,BeasCo00,rec_td,0,,,,,
player,201511220mia,dal,BeasCo00,rec_long,14,,,,,
player,201511220mia,dal,BeasCo00,fumbles,0,,,,,
player,201511220mia,dal,BeasCo00,fumbles_lost,0,,,,,
player,201511220mia,mia,TannRy00,pass_cmp,13,,,,,
player,201511220mia,mia,TannRy00,pass_att,24,,,,,
player,201511220mia,mia,TannRy00,pass_yds,188,,,,,
player,201511220mia,mia,TannRy00,pass_td,2,,,,,
player,201511220mia,mia,TannRy00,pass_int,1,,,,,
player,201511220mia,mia,TannRy00,pass_sacked,3,,,,,
player,201511220mia,mia,TannRy00,pass_sacked_yds,48,,,,,
player,201511220mia,mia,TannRy00,pass_long,47,,,,,
player,201511220mia,mia,TannRy00,pass_rating,90.3,,,,,
player,201511220mia,mia,TannRy00,rush_att,3,,,,,
player,201511220mia,mia,TannRy00,rush_yds,13,,,,,
player,201511220mia,mia,TannRy00,rush_td,0,,,,,
player,201511220mia,mia,TannRy00,rush_long,7,,,,,
player,201511220mia,mia,TannRy00,targets,0,,,,,
player,201511220mia,mia,TannRy00,rec,0,,,,,
player,201511220mia,mia,TannRy00,rec_yds,0,,,,,
player,201511220mia,mia,TannRy00,rec_td,0,,,,,
player,201511220mia,mia,TannRy00,rec_long,0,,,,,
player,201511220mia,mia,TannRy00,fumbles,0,,,,,
player,201511220mia,mia,TannRy00,fumbles_lost,0,,,,,
player,201511220mia,mia,MillLa01,pass_cmp,0,,,,,
player,201511220mia,mia,MillLa01,pass_att,0,,,,,
player,201511220mia,mia,MillLa01,pass_yds,0,,,,,
player,201511220mia,mia,MillLa01,pass_td,0,,,,,
player,201511220mia,mia,MillLa01,pass_int,0,,,,,
player,201511220mia,mia,MillLa01,pass_sacked,0,,,,,
player,201511220mia,mia,MillLa01,pass_sacked_yds,0,,,,,
player,201511220mia,mia,MillLa01,pass_long,0,,,,,
player,201511220mia,mia,MillLa01,pass_rating,,,,,,
player,201511220mia,mia,MillLa01,rush_att,7,,,,,
player,201511220mia,mia,MillLa01,rush_yds,44,,,,,
player,201511220mia,mia,MillLa01,rush_td,0,,,,,
player,201511220mia,mia,MillLa01,rush_long,16,,,,,
player,201511220mia,mia,MillLa01,targets,3,,,,,
player,201511220mia,mia,MillLa01,rec,2,,,,,
player,201511220mia,mia,MillLa01,rec_yds,11,,,,,
player,201511220mia,mia,MillLa01,rec_td,0,,,,,
player,201511220mia,mia,MillLa01,rec_long,11,,,,,
player,201511220mia,mia,MillLa01,fumbles,0,,,,,
player,201511220mia,mia,MillLa01,fumbles_lost,0,,,,,
player,201511220mia,mia,AjayJa00,pass_cmp,0,,,,,
player,201511220mia,mia,AjayJa00,pass_att,0,,,,,
player,201511220mia,mia,AjayJa00,pass_yds,0,,,,,
player,201511220mia,mia,AjayJa00,pass_td,0,,,,,
player,201511220mia,mia,AjayJa00,pass_int,0,,,,,
player,201511220mia,mia,AjayJa00,pass_sacked,0,,,,,
player,201511220mia,mia,AjayJa00,pass_sacked_yds,0,,,,,
player,201511220mia,mia,AjayJa00,pass_long,0,,,,,
player,201511220mia,mia,AjayJa00,pass_rating,,,,,,
player,201511220mia,mia,AjayJa00,rush_att,4,,,,,
player,201511220mia,mia,AjayJa00,rush_yds,13,,,,,
player,201511220mia,mia,AjayJa00,rush_td,0,,,,,
player,201511220mia,mia,AjayJa00,rush_long,5,,,,,
player,201511220mia,mia,AjayJa00,targets,2,,,,,
player,201511220mia,mia,AjayJa00,rec,2,,,,,
player,201511220mia,mia,AjayJa00,rec_yds,23,,,,,
player,201511220mia,mia,AjayJa00,rec_td,0,,,,,
player,201511220mia,mia,AjayJa00,rec_long,20,,,,,
player,201511220mia,mia,AjayJa00,fumbles,0,,,,,
player,201511220mia,mia,AjayJa00,fumbles_lost,0,,,,,
player,201511220mia,mia,LandJa00,pass_cmp,0,,,,,
player,201511220mia,mia,LandJa00,pass_att,0,,,,,
player,201511220mia,mia,LandJa00,pass_yds,0,,,,,
player,201511220mia,mia,LandJa00,pass_td,0,,,,,
player,201511220mia,mia,LandJa00,pass_int,0,,,,,
player,201511220mia,mia,LandJa00,pass_sacked,0,,,,,
player,201511220mia,mia,LandJa00,pass_sacked_yds,0,,,,,
player,201511220mia,mia,LandJa00,pass_long,0,,,,,
player,201511220mia,mia,LandJa00,pass_rating,,,,,,
player,201511220mia,mia,LandJa00,rush_att,0,,,,,
player,201511220mia,mia,LandJa00,rush_yds,0,,,,,
player,201511220mia,mia,LandJa00,rush_td,0,,,,,
player,201511220mia,mia,LandJa00,rush_long,0,,,,,
player,201511220mia,mia,LandJa00,targets,7,,,,,
player,201511220mia,mia,LandJa00,rec,4,,,,,
player,201511220mia,mia,LandJa00,rec_yds,66,,,,,
player,201511220mia,mia,LandJa00,rec_td,0,,,,,
player,201511220mia,mia,LandJa00,rec_long,47,,,,,
player,201511220mia,mia,LandJa00,fumbles,0,,,,,
player,201511220mia,mia,LandJa00,fumbles_lost,0,,,,,
player,201511220mia,mia,StilKe00,pass_cmp,0,,,,,
player,201511220mia,mia,StilKe00,pass_att,0,,,,,
player,201511220mia,mia,StilKe00,pass_yds,0,,,,,
player,201511220mia,mia,StilKe00,pass_td,0,,,,,
player,201511220mia,mia,StilKe00,pass_int,0,,,,,
player,201511220mia,mia,StilKe00,pass_sacked,0,,,,,
player,201511220mia,mia,StilKe00,pass_sacked_yds,0,,,,,
player,201511220mia,mia,StilKe00,pass_long,0,,,,,
player,201511220mia,mia,StilKe00,pass_rating,,,,,,
player,201511220mia,mia,StilKe00,rush_att,0,,,,,
player,201511220mia,mia,StilKe00,rush_yds,0,,,,,
player,201511220mia,mia,StilKe00,rush_td,0,,,,,
player,201511220mia,mia,StilKe00,rush_long,0,,,,,
player,201511220mia,mia,StilKe00,targets,2,,,,,
player,201511220mia,mia,StilKe00,rec,2,,,,,
player,201511220mia,mia,StilKe00,rec_yds,52,,,,,
player,201511220mia,mia,StilKe00,rec_td,1,,,,,
player,201511220mia,mia,StilKe00,rec_long,29,,,,,
player,201511220mia,mia,StilKe00,fumbles,0,,,,,
player,201511220mia,mia,StilKe00,fumbles_lost,0,,,,,
player,201511220mia,mia,CameJo00,pass_cmp,0,,,,,
player,201511220mia,mia,CameJo00,pass_att,0,,,,,
player,201511220mia,mia,CameJo00,pass_yds,0,,,,,
player,201511220mia,mia,CameJo00,pass_td,0,,,,,
player,201511220mia,mia,CameJo00,pass_int,0,,,,,
player,201511220mia,mia,CameJo00,pass_sacked,0,,,,,
player,201511220mia,mia,CameJo00,pass_sacked_yds,0,,,,,
player,201511220mia,mia,CameJo00,pass_long,0,,,,,
player,201511220mia,mia,CameJo00,pass_rating,,,,,,
player,201511220mia,mia,CameJo00,rush_att,0,,,,,
player,201511220mia,mia,CameJo00,rush_yds,0,,,,,
player,201511220mia,mia,CameJo00,rush_td,0,,,,,
player,201511220mia,mia,CameJo00,rush_long,0,,,,,
player,201511220mia,mia,CameJo00,targets,5,,,,,
player,201511220mia,mia,CameJo00,rec,2,,,,,
player,201511220mia,mia,CameJo00,rec_yds,21,,,,,
player,201511220mia,mia,CameJo00,rec_td,1,,,,,
player,201511220mia,mia,CameJo00,rec_long,12,,,,,
player,201511220mia,mia,CameJo00,fumbles,0,,,,,
player,201511220mia,mia,CameJo00,fumbles_lost,0,,,,,
player,201511220mia,mia,MattRi00,pass_cmp,0,,,,,
player,201511220mia,mia,MattRi00,pass_att,0,,,,,
player,201511220mia,mia,MattRi00,pass_yds,0,,,,,
player,201511220mia,mia,MattRi00,pass_td,0,,,,,
player,201511220mia,mia,MattRi00,pass_int,0,,,,,
player,201511220mia,mia,MattRi00,pass_sacked,0,,,,,
player,201511220mia,mia,MattRi00,pass_sacked_yds,0,,,,,
player,201511220mia,mia,MattRi00,pass_long,0,,,,,
player,201511220mia,mia,MattRi00,pass_rating,,,,,,
player,201511220mia,mia,MattRi00,rush_att,0,,,,,
player,201511220mia,mia,MattRi00,rush_yds,0,,,,,
player,201511220mia,mia,MattRi00,rush_td,0,,,,,
player,201511220mia,mia,MattRi00,rush_long,0,,,,,
player,201511220mia,mia,MattRi00,targets,3,,,,,
player,201511220mia,mia,MattRi00,rec,1,,,,,
player,201511220mia,mia,MattRi00,rec_yds,15,,,,,
player,201511220mia,mia,MattRi00,rec_td,0,,,,,
player,201511220mia,mia,MattRi00,rec_long,15,,,,,
player,201511220mia,mia,MattRi00,fumbles,0,,,,,
player,201511220mia,mia,MattRi00,fumbles_lost,0,,,,,
player,201511220mia,mia,JennGr00,pass_cmp,0,,,,,
player,201511220mia,mia,JennGr00,pass_att,0,,,,,
player,201511220mia,mia,JennGr00,pass_yds,0,,,,,
player,201511220mia,mia,JennGr00,pass_td,0,,,,,
player,201511220mia,mia,JennGr00,pass_int,0,,,,,
player,201511220mia,mia,JennGr00,pass_sacked,0,,,,,
player,201511220mia,mia,JennGr00,pass_sacked_yds,0,,,,,
player,201511220mia,mia,JennGr00,pass_long,0,,,,,
player,201511220mia,mia,JennGr00,pass_rating,,,,,,
player,201511220mia,mia,JennGr00,rush_att,0,,,,,
player,201511220mia,mia,JennGr00,rush_yds,0,,,,,
player,201511220mia,mia,JennGr00,rush_td,0,,,,,
player,201511220mia,mia,JennGr00,rush_long,0,,,,,
player,201511220mia,mia,JennGr00,targets,1,,,,,
player,201511220mia,mia,JennGr00,rec,0,,,,,
player,201511220mia,mia,JennGr00,rec_yds,0,,,,,
player,201511220mia,mia,JennGr00,rec_td,0,,,,,
player,201511220mia,mia,JennGr00,rec_long,0,,,,,
player,201511220mia,mia,JennGr00,fumbles,0,,,,,
player,201511220mia,mia,JennGr00,fumbles_lost,0,,,,,
player,201511220mia,dal,McClRo00,def_int,1,,,,,
player,201511220mia,dal,McClRo00,def_int_yds,12,,,,,
player,201511220mia,dal,McClRo00,def_int_td,1,,,,,
player,201511220mia,dal,McClRo00,def_int_long,12,,,,,
player,201511220mia,dal,McClRo00,pass_defended,1,,,,,
player,201511220mia,dal,McClRo00,sacks,0.0,,,,,
player,201511220mia,dal,McClRo00,tackles_combined,3,,,,,
player,201511220mia,dal,McClRo00,tackles_solo,3,,,,,
player,201511220mia,dal,McClRo00,tackles_assists,0,,,,,
player,201511220mia,dal,McClRo00,tackles_loss,1,,,,,
player,201511220mia,dal,McClRo00,qb_hits,0,,,,,
player,201511220mia,dal,McClRo00,fumbles_rec,0,,,,,
player,201511220mia,dal,McClRo00,fumbles_rec_yds,0,,,,,
player,201511220mia,dal,McClRo00,fumbles_rec_td,0,,,,,
player,201511220mia,dal,McClRo00,fumbles_forced,0,,,,,
player,201511220mia,dal,CrawJa00,def_int,0,,,,,
player,201511220mia,dal,CrawJa00,def_int_yds,0,,,,,
player,201511220mia,dal,CrawJa00,def_int_td,0,,,,,
player,201511220mia,dal,CrawJa00,def_int_long,0,,,,,
player,201511220mia,dal,CrawJa00,pass_defended,0,,,,,
player,201511220mia,dal,CrawJa00,sacks,1.0,,,,,
player,201511220mia,dal,CrawJa00,tackles_combined,3,,,,,
player,201511220mia,dal,CrawJa00,tackles_solo,3,,,,,
player,201511220mia,dal,CrawJa00,tackles_assists,0,,,,,
player,201511220mia,dal,CrawJa00,tackles_loss,1,,,,,
player,201511220mia,dal,CrawJa00,qb_hits,1,,,,,
player,201511220mia,dal,CrawJa00,fumbles_rec,0,,,,,
player,201511220mia,dal,CrawJa00,fumbles_rec_yds,0,,,,,
player,201511220mia,dal,CrawJa00,fumbles_rec_td,0,,,,,
player,201511220mia,dal,CrawJa00,fumbles_forced,0,,,,,
player,201511220mia,dal,LawrDe00,def_int,0,,,,,
player,201511220mia,dal,LawrDe00,def_int_yds,0,,,,,
player,201511220mia,dal,LawrDe00,def_int_td,0,,,,,
player,201511220mia,dal,LawrDe00,def_int_long,0,,,,,
player,201511220mia,dal,LawrDe00,pass_defended,0,,,,,
player,201511220mia,dal,LawrDe00,sacks,1.0,,,,,
player,201511220mia,dal,LawrDe00,tackles_combined,1,,,,,
player,201511220mia,dal,LawrDe00,tackles_solo,1,,,,,
player,201511220mia,dal,LawrDe00,tackles_assists,0,,,,,
player,201511220mia,dal,LawrDe00,tackles_loss,1,,,,,
player,201511220mia,dal,LawrDe00,qb_hits,1,,,,,
player,201511220mia,dal,LawrDe00,fumbles_rec,0,,,,,
player,201511220mia,dal,LawrDe00,fumbles_rec_yds,0,,,,,
player,201511220mia,dal,LawrDe00,fumbles_rec_td,0,,,,,
player,201511220mia,dal,LawrDe00,fumbles_forced,0,,,,,
player,201511220mia,dal,HardGr99,def_int,0,,,,,
player,201511220mia,dal,HardGr99,def_int_yds,0,,,,,
player,201511220mia,dal,HardGr99,def_int_td,0,,,,,
player,201511220mia,dal,HardGr99,def_int_long,0,,,,,
player,201511220mia,dal,HardGr99,pass_defended,0,,,,,
player,201511220mia,dal,HardGr99,sacks,0.5,,,,,
player,201511220mia,dal,HardGr99,tackles_combined,2,,,,,
player,201511220mia,dal,HardGr99,tackles_solo,1,,,,,
player,201511220mia,dal,HardGr99,tackles_assists,1,,,,,
player,201511220mia,dal,HardGr99,tackles_loss,0,,,,,
player,201511220mia,dal,HardGr99,qb_hits,3,,,,,
player,201511220mia,dal,HardGr99,fumbles_rec,0,,,,,
player,201511220mia,dal,HardGr99,fumbles_rec_yds,0,,,,,
player,201511220mia,dal,HardGr99,fumbles_rec_td,0,,,,,
player,201511220mia,dal,HardGr99,fumbles_forced,0,,,,,
player,201511220mia,dal,IrviDa00,def_int,0,,,,,
player,201511220mia,dal,IrviDa00,def_int_yds,0,,,,,
player,201511220mia,dal,IrviDa00,def_int_td,0,,,,,
player,201511220mia,dal,IrviDa00,def_int_long,0,,,,,
player,201511220mia,dal,IrviDa00,pass_defended,0,,,,,
player,201511220mia,dal,IrviDa00,sacks,0.5,,,,,
player,201511220mia,dal,IrviDa00,tackles_combined,2,,,,,
player,201511220mia,dal,IrviDa00,tackles_solo,1,,,,,
player,201511220mia,dal,IrviDa00,tackles_assists,1,,,,,
player,201511220mia,dal,IrviDa00,tackles_loss,0,,,,,
player,201511220mia,dal,IrviDa00,qb_hits,1,,,,,
player,201511220mia,dal,IrviDa00,fumbles_rec,0,,,,,
player,201511220mia,dal,IrviDa00,fumbles_rec_yds,0,,,,,
player,201511220mia,dal,IrviDa00,fumbles_rec_td,0,,,,,
player,201511220mia,dal,IrviDa00,fumbles_forced,0,,,,,
player,201511220mia,dal,ChurBa99,def_int,0,,,,,
player,201511220mia,dal,ChurBa99,def_int_yds,0,,,,,
player,201511220mia,dal,ChurBa99,def_int_td,0,,,,,
player,201511220mia,dal,ChurBa99,def_int_long,0,,,,,
player,201511220mia,dal,ChurBa99,pass_defended,0,,,,,
player,201511220mia,dal,ChurBa99,sacks,0.0,,,,,
player,201511220mia,dal,ChurBa99,tackles_combined,4,,,,,
player,201511220mia,dal,ChurBa99,tackles_solo,3,,,,,
player,201511220mia,dal,ChurBa99,tackles_assists,1,,,,,
player,201511220mia,dal,ChurBa99,tackles_loss,0,,,,,
player,201511220mia,dal,ChurBa99,qb_hits,0,,,,,
player,201511220mia,dal,ChurBa99,fumbles_rec,0,,,,,
player,201511220mia,dal,ChurBa99,fumbles_rec_yds,0,,,,,
player,201511220mia,dal,ChurBa99,fumbles_rec_td,0,,,,,
player,201511220mia,dal,ChurBa99,fumbles_forced,0,,,,,
player,201511220mia,dal,HeatJe00,def_int,0,,,,,
player,201511220mia,dal,HeatJe00,def_int_yds,0,,,,,
player,201511220mia,dal,HeatJe00,def_int_td,0,,,,,
player,201511220mia,dal,HeatJe00,def_int_long,0,,,,,
