game,2015,13,20151206,201512060rai,kan,"Kansas City Chiefs",34,rai,"Oakland Raiders",20
team,201512060rai,kan,First Downs,15,,,,,,
team,201512060rai,rai,First Downs,27,,,,,,
team,201512060rai,kan,Rush-Yds-TDs,22-89-2,,,,,,
team,201512060rai,rai,Rush-Yds-TDs,24-99-1,,,,,,
team,201512060rai,kan,Cmp-Att-Yd-TD-INT,16-22-162-2-0,,,,,,
team,201512060rai,rai,Cmp-Att-Yd-TD-INT,31-48-283-2-3,,,,,,
team,201512060rai,kan,Sacked-Yards,4-19,,,,,,
team,201512060rai,rai,Sacked-Yards,4-21,,,,,,
team,201512060rai,kan,Net Pass Yards,143,,,,,,
team,201512060rai,rai,Net Pass Yards,262,,,,,,
team,201512060rai,kan,Total Yards,232,,,,,,
team,201512060rai,rai,Total Yards,361,,,,,,
team,201512060rai,kan,Fumbles-Lost,3-2,,,,,,
team,201512060rai,rai,Fumbles-Lost,3-0,,,,,,
team,201512060rai,kan,Turnovers,2,,,,,,
team,201512060rai,rai,Turnovers,3,,,,,,
team,201512060rai,kan,Penalties-Yards,11-88,,,,,,
team,201512060rai,rai,Penalties-Yards,4-21,,,,,,
team,201512060rai,kan,Third Down Conv.,3-8,,,,,,
team,201512060rai,rai,Third Down Conv.,6-14,,,,,,
team,201512060rai,kan,Fourth Down Conv.,0-0,,,,,,
team,201512060rai,rai,Fourth Down Conv.,0-2,,,,,,
team,201512060rai,kan,Time of Possession,25:32,,,,,,
team,201512060rai,rai,Time of Possession,34:28,,,,,,
player,201512060rai,kan,SmitAl03,pass_cmp,16,,,,,
player,201512060rai,kan,SmitAl03,pass_att,22,,,,,
player,201512060rai,kan,SmitAl03,pass_yds,162,,,,,
player,201512060rai,kan,SmitAl03,pass_td,2,,,,,
player,201512060rai,kan,SmitAl03,pass_int,0,,,,,
player,201512060rai,kan,SmitAl03,pass_sacked,4,,,,,
player,201512060rai,kan,SmitAl03,pass_sacked_yds,19,,,,,
player,201512060rai,kan,SmitAl03,pass_long,26,,,,,
player,201512060rai,kan,SmitAl03,pass_rating,123.7,,,,,
player,201512060rai,kan,SmitAl03,rush_att,5,,,,,
player,201512060rai,kan,SmitAl03,rush_yds,23,,,,,
player,201512060rai,kan,SmitAl03,rush_td,1,,,,,
player,201512060rai,kan,SmitAl03,rush_long,19,,,,,
player,201512060rai,kan,SmitAl03,targets,0,,,,,
player,201512060rai,kan,SmitAl03,rec,0,,,,,
player,201512060rai,kan,SmitAl03,rec_yds,0,,,,,
player,201512060rai,kan,SmitAl03,rec_td,0,,,,,
player,201512060rai,kan,SmitAl03,rec_long,0,,,,,
player,201512060rai,kan,SmitAl03,fumbles,0,,,,,
player,201512060rai,kan,SmitAl03,fumbles_lost,0,,,,,
player,201512060rai,kan,WestCh01,pass_cmp,0,,,,,
player,201512060rai,kan,WestCh01,pass_att,0,,,,,
player,201512060rai,kan,WestCh01,pass_yds,0,,,,,
player,201512060rai,kan,WestCh01,pass_td,0,,,,,
player,201512060rai,kan,WestCh01,pass_int,0,,,,,
player,201512060rai,kan,WestCh01,pass_sacked,0,,,,,
player,201512060rai,kan,WestCh01,pass_sacked_yds,0,,,,,
player,201512060rai,kan,WestCh01,pass_long,0,,,,,
player,201512060rai,kan,WestCh01,pass_rating,,,,,,
player,201512060rai,kan,WestCh01,rush_att,9,,,,,
player,201512060rai,kan,WestCh01,rush_yds,35,,,,,
player,201512060rai,kan,WestCh01,rush_td,0,,,,,
player,201512060rai,kan,WestCh01,rush_long,18,,,,,
player,201512060rai,kan,WestCh01,targets,3,,,,,
player,201512060rai,kan,WestCh01,rec,2,,,,,
player,201512060rai,kan,WestCh01,rec_yds,9,,,,,
player,201512060rai,kan,WestCh01,rec_td,0,,,,,
player,201512060rai,kan,WestCh01,rec_long,7,,,,,
player,201512060rai,kan,WestCh01,fumbles,0,,,,,
player,201512060rai,kan,WestCh01,fumbles_lost,0,,,,,
player,201512060rai,kan,WareSp00,pass_cmp,0,,,,,
player,201512060rai,kan,WareSp00,pass_att,0,,,,,
player,201512060rai,kan,WareSp00,pass_yds,0,,,,,
player,201512060rai,kan,WareSp00,pass_td,0,,,,,
player,201512060rai,kan,WareSp00,pass_int,0,,,,,
player,201512060rai,kan,WareSp00,pass_sacked,0,,,,,
player,201512060rai,kan,WareSp00,pass_sacked_yds,0,,,,,
player,201512060rai,kan,WareSp00,pass_long,0,,,,,
player,201512060rai,kan,WareSp00,pass_rating,,,,,,
player,201512060rai,kan,WareSp00,rush_att,7,,,,,
player,201512060rai,kan,WareSp00,rush_yds,26,,,,,
player,201512060rai,kan,WareSp00,rush_td,1,,,,,
player,201512060rai,kan,WareSp00,rush_long,10,,,,,
player,201512060rai,kan,WareSp00,targets,2,,,,,
player,201512060rai,kan,WareSp00,rec,2,,,,,
player,201512060rai,kan,WareSp00,rec_yds,-1,,,,,
player,201512060rai,kan,WareSp00,rec_td,0,,,,,
player,201512060rai,kan,WareSp00,rec_long,3,,,,,
player,201512060rai,kan,WareSp00,fumbles,0,,,,,
player,201512060rai,kan,WareSp00,fumbles_lost,0,,,,,
player,201512060rai,kan,WilsAl02,pass_cmp,0,,,,,
player,201512060rai,kan,WilsAl02,pass_att,0,,,,,
player,201512060rai,kan,WilsAl02,pass_yds,0,,,,,
player,201512060rai,kan,WilsAl02,pass_td,0,,,,,
player,201512060rai,kan,WilsAl02,pass_int,0,,,,,
player,201512060rai,kan,WilsAl02,pass_sacked,0,,,,,
player,201512060rai,kan,WilsAl02,pass_sacked_yds,0,,,,,
player,201512060rai,kan,WilsAl02,pass_long,0,,,,,
player,201512060rai,kan,WilsAl02,pass_rating,,,,,,
player,201512060rai,kan,WilsAl02,rush_att,1,,,,,
player,201512060rai,kan,WilsAl02,rush_yds,5,,,,,
player,201512060rai,kan,WilsAl02,rush_td,0,,,,,
player,201512060rai,kan,WilsAl02,rush_long,5,,,,,
player,201512060rai,kan,WilsAl02,targets,3,,,,,
player,201512060rai,kan,WilsAl02,rec,1,,,,,
player,201512060rai,kan,WilsAl02,rec_yds,17,,,,,
player,201512060rai,kan,WilsAl02,rec_td,0,,,,,
player,201512060rai,kan,WilsAl02,rec_long,17,,,,,
player,201512060rai,kan,WilsAl02,fumbles,0,,,,,
player,201512060rai,kan,WilsAl02,fumbles_lost,0,,,,,
player,201512060rai,kan,MaclJe00,pass_cmp,0,,,,,
player,201512060rai,kan,MaclJe00,pass_att,0,,,,,
player,201512060rai,kan,MaclJe00,pass_yds,0,,,,,
player,201512060rai,kan,MaclJe00,pass_td,0,,,,,
player,201512060rai,kan,MaclJe00,pass_int,0,,,,,
player,201512060rai,kan,MaclJe00,pass_sacked,0,,,,,
player,201512060rai,kan,MaclJe00,pass_sacked_yds,0,,,,,
player,201512060rai,kan,MaclJe00,pass_long,0,,,,,
player,201512060rai,kan,MaclJe00,pass_rating,,,,,,
player,201512060rai,kan,MaclJe00,rush_att,0,,,,,
player,201512060rai,kan,MaclJe00,rush_yds,0,,,,,
player,201512060rai,kan,MaclJe00,rush_td,0,,,,,
player,201512060rai,kan,MaclJe00,rush_long,0,,,,,
