game,2015,12,20151129,201511290htx,nor,"New Orleans Saints",6,htx,"Houston Texans",24
player,201511290htx,htx,McKiBe00,offense,0,,,,,
player,201511290htx,htx,McKiBe00,off_pct,0%,,,,,
player,201511290htx,htx,McKiBe00,defense,26,,,,,
player,201511290htx,htx,McKiBe00,def_pct,45%,,,,,
player,201511290htx,htx,McKiBe00,special_teams,0,,,,,
player,201511290htx,htx,McKiBe00,st_pct,0%,,,,,
player,201511290htx,htx,WilfVi20,pos,NT,,,,,
player,201511290htx,htx,WilfVi20,offense,0,,,,,
player,201511290htx,htx,WilfVi20,off_pct,0%,,,,,
player,201511290htx,htx,WilfVi20,defense,21,,,,,
player,201511290htx,htx,WilfVi20,def_pct,36%,,,,,
player,201511290htx,htx,WilfVi20,special_teams,2,,,,,
player,201511290htx,htx,WilfVi20,st_pct,8%,,,,,
player,201511290htx,htx,CoviCh00,pos,NT,,,,,
player,201511290htx,htx,CoviCh00,offense,0,,,,,
player,201511290htx,htx,CoviCh00,off_pct,0%,,,,,
player,201511290htx,htx,CoviCh00,defense,9,,,,,
player,201511290htx,htx,CoviCh00,def_pct,16%,,,,,
player,201511290htx,htx,CoviCh00,special_teams,2,,,,,
player,201511290htx,htx,CoviCh00,st_pct,8%,,,,,
player,201511290htx,htx,JameCh00,pos,DB,,,,,
player,201511290htx,htx,JameCh00,offense,0,,,,,
player,201511290htx,htx,JameCh00,off_pct,0%,,,,,
player,201511290htx,htx,JameCh00,defense,3,,,,,
player,201511290htx,htx,JameCh00,def_pct,5%,,,,,
player,201511290htx,htx,JameCh00,special_teams,15,,,,,
player,201511290htx,htx,JameCh00,st_pct,62%,,,,,
player,201511290htx,htx,DunnBr00,pos,DT,,,,,
player,201511290htx,htx,DunnBr00,offense,0,,,,,
player,201511290htx,htx,DunnBr00,off_pct,0%,,,,,
player,201511290htx,htx,DunnBr00,defense,2,,,,,
player,201511290htx,htx,DunnBr00,def_pct,3%,,,,,
player,201511290htx,htx,DunnBr00,special_teams,0,,,,,
player,201511290htx,htx,DunnBr00,st_pct,0%,,,,,
player,201511290htx,htx,BullMa00,pos,LB,,,,,
player,201511290htx,htx,BullMa00,offense,0,,,,,
player,201511290htx,htx,BullMa00,off_pct,0%,,,,,
player,201511290htx,htx,BullMa00,defense,0,,,,,
player,201511290htx,htx,BullMa00,def_pct,0%,,,,,
player,201511290htx,htx,BullMa00,special_teams,18,,,,,
player,201511290htx,htx,BullMa00,st_pct,75%,,,,,
player,201511290htx,htx,TuggJu00,pos,LB,,,,,
player,201511290htx,htx,TuggJu00,offense,0,,,,,
player,201511290htx,htx,TuggJu00,off_pct,0%,,,,,
player,201511290htx,htx,TuggJu00,defense,0,,,,,
player,201511290htx,htx,TuggJu00,def_pct,0%,,,,,
player,201511290htx,htx,TuggJu00,special_teams,18,,,,,
player,201511290htx,htx,TuggJu00,st_pct,75%,,,,,
player,201511290htx,htx,DentAk00,pos,LB,,,,,
player,201511290htx,htx,DentAk00,offense,0,,,,,
player,201511290htx,htx,DentAk00,off_pct,0%,,,,,
player,201511290htx,htx,DentAk00,defense,0,,,,,
player,201511290htx,htx,DentAk00,def_pct,0%,,,,,
player,201511290htx,htx,DentAk00,special_teams,18,,,,,
player,201511290htx,htx,DentAk00,st_pct,75%,,,,,
player,201511290htx,htx,DrumKu01,pos,S,,,,,
player,201511290htx,htx,DrumKu01,offense,0,,,,,
player,201511290htx,htx,DrumKu01,off_pct,0%,,,,,
player,201511290htx,htx,DrumKu01,defense,0,,,,,
player,201511290htx,htx,DrumKu01,def_pct,0%,,,,,
player,201511290htx,htx,DrumKu01,special_teams,18,,,,,
player,201511290htx,htx,DrumKu01,st_pct,75%,,,,,
player,201511290htx,htx,PeteBr00,pos,LB,,,,,
player,201511290htx,htx,PeteBr00,offense,0,,,,,
player,201511290htx,htx,PeteBr00,off_pct,0%,,,,,
player,201511290htx,htx,PeteBr00,defense,0,,,,,
player,201511290htx,htx,PeteBr00,def_pct,0%,,,,,
player,201511290htx,htx,PeteBr00,special_teams,18,,,,,
player,201511290htx,htx,PeteBr00,st_pct,75%,,,,,
player,201511290htx,htx,MorrDa01,pos,CB,,,,,
player,201511290htx,htx,MorrDa01,offense,0,,,,,
player,201511290htx,htx,MorrDa01,off_pct,0%,,,,,
player,201511290htx,htx,MorrDa01,defense,0,,,,,
player,201511290htx,htx,MorrDa01,def_pct,0%,,,,,
player,201511290htx,htx,MorrDa01,special_teams,16,,,,,
player,201511290htx,htx,MorrDa01,st_pct,67%,,,,,
player,201511290htx,htx,novaknic01,pos,K,,,,,
player,201511290htx,htx,novaknic01,offense,0,,,,,
player,201511290htx,htx,novaknic01,off_pct,0%,,,,,
player,201511290htx,htx,novaknic01,defense,0,,,,,
player,201511290htx,htx,novaknic01,def_pct,0%,,,,,
player,201511290htx,htx,novaknic01,special_teams,9,,,,,
player,201511290htx,htx,novaknic01,st_pct,38%,,,,,
player,201511290htx,htx,LechSh20,pos,P,,,,,
player,201511290htx,htx,LechSh20,offense,0,,,,,
player,201511290htx,htx,LechSh20,off_pct,0%,,,,,
player,201511290htx,htx,LechSh20,defense,0,,,,,
player,201511290htx,htx,LechSh20,def_pct,0%,,,,,
player,201511290htx,htx,LechSh20,special_teams,8,,,,,
player,201511290htx,htx,LechSh20,st_pct,33%,,,,,
player,201511290htx,htx,WeekJo00,pos,LS,,,,,
player,201511290htx,htx,WeekJo00,offense,0,,,,,
player,201511290htx,htx,WeekJo00,off_pct,0%,,,,,
player,201511290htx,htx,WeekJo00,defense,0,,,,,
player,201511290htx,htx,WeekJo00,def_pct,0%,,,,,
player,201511290htx,htx,WeekJo00,special_teams,8,,,,,
player,201511290htx,htx,WeekJo00,st_pct,33%,,,,,
player,201511290htx,nor,PeatAn00,pos,T,,,,,
player,201511290htx,nor,PeatAn00,offense,58,,,,,
player,201511290htx,nor,PeatAn00,off_pct,100%,,,,,
player,201511290htx,nor,PeatAn00,defense,0,,,,,
player,201511290htx,nor,PeatAn00,def_pct,0%,,,,,
player,201511290htx,nor,PeatAn00,special_teams,2,,,,,
player,201511290htx,nor,PeatAn00,st_pct,8%,,,,,
player,201511290htx,nor,StriZa20,pos,T,,,,,
player,201511290htx,nor,StriZa20,offense,58,,,,,
player,201511290htx,nor,StriZa20,off_pct,100%,,,,,
player,201511290htx,nor,StriZa20,defense,0,,,,,
player,201511290htx,nor,StriZa20,def_pct,0%,,,,,
player,201511290htx,nor,StriZa20,special_teams,2,,,,,
player,201511290htx,nor,StriZa20,st_pct,8%,,,,,
player,201511290htx,nor,EvanJa21,pos,G,,,,,
player,201511290htx,nor,EvanJa21,offense,58,,,,,
player,201511290htx,nor,EvanJa21,off_pct,100%,,,,,
player,201511290htx,nor,EvanJa21,defense,0,,,,,
player,201511290htx,nor,EvanJa21,def_pct,0%,,,,,
player,201511290htx,nor,EvanJa21,special_teams,2,,,,,
player,201511290htx,nor,EvanJa21,st_pct,8%,,,,,
player,201511290htx,nor,BreeDr00,pos,QB,,,,,
player,201511290htx,nor,BreeDr00,offense,58,,,,,
player,201511290htx,nor,BreeDr00,off_pct,100%,,,,,
player,201511290htx,nor,BreeDr00,defense,0,,,,,
player,201511290htx,nor,BreeDr00,def_pct,0%,,,,,
player,201511290htx,nor,BreeDr00,special_teams,0,,,,,
player,201511290htx,nor,BreeDr00,st_pct,0%,,,,,
player,201511290htx,nor,ArmsTe00,pos,T,,,,,
player,201511290htx,nor,ArmsTe00,offense,58,,,,,
player,201511290htx,nor,ArmsTe00,off_pct,100%,,,,,
player,201511290htx,nor,ArmsTe00,defense,0,,,,,
player,201511290htx,nor,ArmsTe00,def_pct,0%,,,,,
player,201511290htx,nor,ArmsTe00,special_teams,0,,,,,
player,201511290htx,nor,ArmsTe00,st_pct,0%,,,,,
player,201511290htx,nor,UngeMa20,pos,C,,,,,
player,201511290htx,nor,UngeMa20,offense,58,,,,,
player,201511290htx,nor,UngeMa20,off_pct,100%,,,,,
player,201511290htx,nor,UngeMa20,defense,0,,,,,
player,201511290htx,nor,UngeMa20,def_pct,0%,,,,,
player,201511290htx,nor,UngeMa20,special_teams,0,,,,,
player,201511290htx,nor,UngeMa20,st_pct,0%,,,,,
player,201511290htx,nor,WatsBe00,pos,TE,,,,,
player,201511290htx,nor,WatsBe00,offense,52,,,,,
player,201511290htx,nor,WatsBe00,off_pct,90%,,,,,
player,201511290htx,nor,WatsBe00,defense,0,,,,,
player,201511290htx,nor,WatsBe00,def_pct,0%,,,,,
player,201511290htx,nor,WatsBe00,special_teams,2,,,,,
player,201511290htx,nor,WatsBe00,st_pct,8%,,,,,
player,201511290htx,nor,CookBr00,pos,WR,,,,,
player,201511290htx,nor,CookBr00,offense,51,,,,,
player,201511290htx,nor,CookBr00,off_pct,88%,,,,,
player,201511290htx,nor,CookBr00,defense,0,,,,,
player,201511290htx,nor,CookBr00,def_pct,0%,,,,,
player,201511290htx,nor,CookBr00,special_teams,0,,,,,
player,201511290htx,nor,CookBr00,st_pct,0%,,,,,
player,201511290htx,nor,IngrMa01,pos,RB,,,,,
player,201511290htx,nor,IngrMa01,offense,45,,,,,
player,201511290htx,nor,IngrMa01,off_pct,78%,,,,,
player,201511290htx,nor,IngrMa01,defense,0,,,,,
player,201511290htx,nor,IngrMa01,def_pct,0%,,,,,
player,201511290htx,nor,IngrMa01,special_teams,0,,,,,
player,201511290htx,nor,IngrMa01,st_pct,0%,,,,,
player,201511290htx,nor,SneaWi00,pos,WR,,,,,
player,201511290htx,nor,SneaWi00,offense,43,,,,,
player,201511290htx,nor,SneaWi00,off_pct,74%,,,,,
player,201511290htx,nor,SneaWi00,defense,0,,,,,
player,201511290htx,nor,SneaWi00,def_pct,0%,,,,,
player,201511290htx,nor,SneaWi00,special_teams,4,,,,,
player,201511290htx,nor,SneaWi00,st_pct,17%,,,,,
player,201511290htx,nor,ColsMa00,pos,WR,,,,,
player,201511290htx,nor,ColsMa00,offense,43,,,,,
player,201511290htx,nor,ColsMa00,off_pct,74%,,,,,
player,201511290htx,nor,ColsMa00,defense,0,,,,,
player,201511290htx,nor,ColsMa00,def_pct,0%,,,,,
player,201511290htx,nor,ColsMa00,special_teams,0,,,,,
player,201511290htx,nor,ColsMa00,st_pct,0%,,,,,
player,201511290htx,nor,HillJo02,pos,TE,,,,,
player,201511290htx,nor,HillJo02,offense,15,,,,,
player,201511290htx,nor,HillJo02,off_pct,26%,,,,,
player,201511290htx,nor,HillJo02,defense,0,,,,,
player,201511290htx,nor,HillJo02,def_pct,0%,,,,,
player,201511290htx,nor,HillJo02,special_teams,18,,,,,
player,201511290htx,nor,HillJo02,st_pct,75%,,,,,
player,201511290htx,nor,HoomMi00,pos,TE,,,,,
player,201511290htx,nor,HoomMi00,offense,14,,,,,
player,201511290htx,nor,HoomMi00,off_pct,24%,,,,,
player,201511290htx,nor,HoomMi00,defense,0,,,,,
player,201511290htx,nor,HoomMi00,def_pct,0%,,,,,
player,201511290htx,nor,HoomMi00,special_teams,7,,,,,
player,201511290htx,nor,HoomMi00,st_pct,29%,,,,,
player,201511290htx,nor,SpilC.00,pos,RB,,,,,
player,201511290htx,nor,SpilC.00,offense,12,,,,,
player,201511290htx,nor,SpilC.00,off_pct,21%,,,,,
player,201511290htx,nor,SpilC.00,defense,0,,,,,
player,201511290htx,nor,SpilC.00,def_pct,0%,,,,,
player,201511290htx,nor,SpilC.00,special_teams,5,,,,,
player,201511290htx,nor,SpilC.00,st_pct,21%,,,,,
player,201511290htx,nor,GrahT.00,pos,WR,,,,,
player,201511290htx,nor,GrahT.00,offense,8,,,,,
player,201511290htx,nor,GrahT.00,off_pct,14%,,,,,
player,201511290htx,nor,GrahT.00,defense,0,,,,,
player,201511290htx,nor,GrahT.00,def_pct,0%,,,,,
player,201511290htx,nor,GrahT.00,special_teams,9,,,,,
player,201511290htx,nor,GrahT.00,st_pct,38%,,,,,
player,201511290htx,nor,ColeBr00,pos,WR,,,,,
player,201511290htx,nor,ColeBr00,offense,6,,,,,
player,201511290htx,nor,ColeBr00,off_pct,10%,,,,,
player,201511290htx,nor,ColeBr00,defense,0,,,,,
player,201511290htx,nor,ColeBr00,def_pct,0%,,,,,
player,201511290htx,nor,ColeBr00,special_teams,11,,,,,
player,201511290htx,nor,ColeBr00,st_pct,46%,,,,,
player,201511290htx,nor,KeleSe00,pos,C,,,,,
player,201511290htx,nor,KeleSe00,offense,1,,,,,
player,201511290htx,nor,KeleSe00,off_pct,2%,,,,,
player,201511290htx,nor,KeleSe00,defense,0,,,,,
player,201511290htx,nor,KeleSe00,def_pct,0%,,,,,
player,201511290htx,nor,KeleSe00,special_teams,7,,,,,
player,201511290htx,nor,KeleSe00,st_pct,29%,,,,,
player,201511290htx,nor,VaccKe00,pos,SS,,,,,
player,201511290htx,nor,VaccKe00,offense,0,,,,,
player,201511290htx,nor,VaccKe00,off_pct,0%,,,,,
player,201511290htx,nor,VaccKe00,defense,70,,,,,
player,201511290htx,nor,VaccKe00,def_pct,100%,,,,,
player,201511290htx,nor,VaccKe00,special_teams,7,,,,,
player,201511290htx,nor,VaccKe00,st_pct,29%,,,,,
player,201511290htx,nor,AnthSt00,pos,LB,,,,,
player,201511290htx,nor,AnthSt00,offense,0,,,,,
player,201511290htx,nor,AnthSt00,off_pct,0%,,,,,
player,201511290htx,nor,AnthSt00,defense,70,,,,,
player,201511290htx,nor,AnthSt00,def_pct,100%,,,,,
player,201511290htx,nor,AnthSt00,special_teams,4,,,,,
player,201511290htx,nor,AnthSt00,st_pct,17%,,,,,
player,201511290htx,nor,ByrdJa99,pos,FS,,,,,
player,201511290htx,nor,ByrdJa99,offense,0,,,,,
player,201511290htx,nor,ByrdJa99,off_pct,0%,,,,,
player,201511290htx,nor,ByrdJa99,defense,70,,,,,
player,201511290htx,nor,ByrdJa99,def_pct,100%,,,,,
player,201511290htx,nor,ByrdJa99,special_teams,1,,,,,
player,201511290htx,nor,ByrdJa99,st_pct,4%,,,,,
player,201511290htx,nor,BreaDe00,pos,CB,,,,,
player,201511290htx,nor,BreaDe00,offense,0,,,,,
player,201511290htx,nor,BreaDe00,off_pct,0%,,,,,
player,201511290htx,nor,BreaDe00,defense,69,,,,,
player,201511290htx,nor,BreaDe00,def_pct,99%,,,,,
player,201511290htx,nor,BreaDe00,special_teams,4,,,,,
player,201511290htx,nor,BreaDe00,st_pct,17%,,,,,
player,201511290htx,nor,BrowBr00,pos,CB,,,,,
player,201511290htx,nor,BrowBr00,offense,0,,,,,
player,201511290htx,nor,BrowBr00,off_pct,0%,,,,,
player,201511290htx,nor,BrowBr00,defense,67,,,,,
player,201511290htx,nor,BrowBr00,def_pct,96%,,,,,
player,201511290htx,nor,BrowBr00,special_teams,0,,,,,
player,201511290htx,nor,BrowBr00,st_pct,0%,,,,,
player,201511290htx,nor,JordCa00,pos,DE,,,,,
player,201511290htx,nor,JordCa00,offense,0,,,,,
player,201511290htx,nor,JordCa00,off_pct,0%,,,,,
player,201511290htx,nor,JordCa00,defense,63,,,,,
player,201511290htx,nor,JordCa00,def_pct,90%,,,,,
player,201511290htx,nor,JordCa00,special_teams,4,,,,,
player,201511290htx,nor,JordCa00,st_pct,17%,,,,,
player,201511290htx,nor,JenkJo00,pos,DT,,,,,
player,201511290htx,nor,JenkJo00,offense,0,,,,,
player,201511290htx,nor,JenkJo00,off_pct,0%,,,,,
player,201511290htx,nor,JenkJo00,defense,49,,,,,
player,201511290htx,nor,JenkJo00,def_pct,70%,,,,,
player,201511290htx,nor,JenkJo00,special_teams,4,,,,,
player,201511290htx,nor,JenkJo00,st_pct,17%,,,,,
player,201511290htx,nor,HumbRa00,pos,LB,,,,,
player,201511290htx,nor,HumbRa00,offense,0,,,,,
player,201511290htx,nor,HumbRa00,off_pct,0%,,,,,
player,201511290htx,nor,HumbRa00,defense,45,,,,,
player,201511290htx,nor,HumbRa00,def_pct,64%,,,,,
player,201511290htx,nor,HumbRa00,special_teams,13,,,,,
player,201511290htx,nor,HumbRa00,st_pct,54%,,,,,
player,201511290htx,nor,RichBo00,pos,DE,,,,,
player,201511290htx,nor,RichBo00,offense,0,,,,,
player,201511290htx,nor,RichBo00,off_pct,0%,,,,,
player,201511290htx,nor,RichBo00,defense,45,,,,,
player,201511290htx,nor,RichBo00,def_pct,64%,,,,,
player,201511290htx,nor,RichBo00,special_teams,4,,,,,
player,201511290htx,nor,RichBo00,st_pct,17%,,,,,
player,201511290htx,nor,WillKe98,pos,DT,,,,,
player,201511290htx,nor,WillKe98,offense,0,,,,,
player,201511290htx,nor,WillKe98,off_pct,0%,,,,,
player,201511290htx,nor,WillKe98,defense,42,,,,,
player,201511290htx,nor,WillKe98,def_pct,60%,,,,,
player,201511290htx,nor,WillKe98,special_teams,4,,,,,
player,201511290htx,nor,WillKe98,st_pct,17%,,,,,
player,201511290htx,nor,WilsKy99,pos,CB,,,,,
player,201511290htx,nor,WilsKy99,offense,0,,,,,
player,201511290htx,nor,WilsKy99,off_pct,0%,,,,,
player,201511290htx,nor,WilsKy99,defense,41,,,,,
player,201511290htx,nor,WilsKy99,def_pct,59%,,,,,
player,201511290htx,nor,WilsKy99,special_teams,11,,,,,
player,201511290htx,nor,WilsKy99,st_pct,46%,,,,,
player,201511290htx,nor,DaviTy01,pos,DT,,,,,
player,201511290htx,nor,DaviTy01,offense,0,,,,,
player,201511290htx,nor,DaviTy01,off_pct,0%,,,,,
player,201511290htx,nor,DaviTy01,defense,39,,,,,
player,201511290htx,nor,DaviTy01,def_pct,56%,,,,,
player,201511290htx,nor,DaviTy01,special_teams,9,,,,,
player,201511290htx,nor,DaviTy01,st_pct,38%,,,,,
player,201511290htx,nor,KikaHa00,pos,LB,,,,,
player,201511290htx,nor,KikaHa00,offense,0,,,,,
player,201511290htx,nor,KikaHa00,off_pct,0%,,,,,
player,201511290htx,nor,KikaHa00,defense,39,,,,,
player,201511290htx,nor,KikaHa00,def_pct,56%,,,,,
player,201511290htx,nor,KikaHa00,special_teams,0,,,,,
player,201511290htx,nor,KikaHa00,st_pct,0%,,,,,
player,201511290htx,nor,MautMi00,pos,LB,,,,,
player,201511290htx,nor,MautMi00,offense,0,,,,,
player,201511290htx,nor,MautMi00,off_pct,0%,,,,,
player,201511290htx,nor,MautMi00,defense,29,,,,,
player,201511290htx,nor,MautMi00,def_pct,41%,,,,,
player,201511290htx,nor,MautMi00,special_teams,14,,,,,
player,201511290htx,nor,MautMi00,st_pct,58%,,,,,
player,201511290htx,nor,BarnTa00,pos,DE,,,,,
player,201511290htx,nor,BarnTa00,offense,0,,,,,
player,201511290htx,nor,BarnTa00,off_pct,0%,,,,,
player,201511290htx,nor,BarnTa00,defense,18,,,,,
player,201511290htx,nor,BarnTa00,def_pct,26%,,,,,
player,201511290htx,nor,BarnTa00,special_teams,0,,,,,
player,201511290htx,nor,BarnTa00,st_pct,0%,,,,,
player,201511290htx,nor,EdebKa00,pos,LB,,,,,
player,201511290htx,nor,EdebKa00,offense,0,,,,,
player,201511290htx,nor,EdebKa00,off_pct,0%,,,,,
player,201511290htx,nor,EdebKa00,defense,14,,,,,
player,201511290htx,nor,EdebKa00,def_pct,20%,,,,,
player,201511290htx,nor,EdebKa00,special_teams,17,,,,,
player,201511290htx,nor,EdebKa00,st_pct,71%,,,,,
player,201511290htx,nor,SanfJa99,pos,SS,,,,,
player,201511290htx,nor,SanfJa99,offense,0,,,,,
player,201511290htx,nor,SanfJa99,off_pct,0%,,,,,
player,201511290htx,nor,SanfJa99,defense,0,,,,,
player,201511290htx,nor,SanfJa99,def_pct,0%,,,,,
player,201511290htx,nor,SanfJa99,special_teams,22,,,,,
player,201511290htx,nor,SanfJa99,st_pct,92%,,,,,
player,201511290htx,nor,GwacOb00,pos,DE,,,,,
player,201511290htx,nor,GwacOb00,offense,0,,,,,
player,201511290htx,nor,GwacOb00,off_pct,0%,,,,,
player,201511290htx,nor,GwacOb00,defense,0,,,,,
player,201511290htx,nor,GwacOb00,def_pct,0%,,,,,
player,201511290htx,nor,GwacOb00,special_teams,18,,,,,
player,201511290htx,nor,GwacOb00,st_pct,75%,,,,,
player,201511290htx,nor,DixoBr01,pos,CB,,,,,
player,201511290htx,nor,DixoBr01,offense,0,,,,,
player,201511290htx,nor,DixoBr01,off_pct,0%,,,,,
player,201511290htx,nor,DixoBr01,defense,0,,,,,
player,201511290htx,nor,DixoBr01,def_pct,0%,,,,,
player,201511290htx,nor,DixoBr01,special_teams,13,,,,,
player,201511290htx,nor,DixoBr01,st_pct,54%,,,,,
player,201511290htx,nor,AndeJa21,pos,LB,,,,,
player,201511290htx,nor,AndeJa21,offense,0,,,,,
player,201511290htx,nor,AndeJa21,off_pct,0%,,,,,
player,201511290htx,nor,AndeJa21,defense,0,,,,,
player,201511290htx,nor,AndeJa21,def_pct,0%,,,,,
player,201511290htx,nor,AndeJa21,special_teams,9,,,,,
player,201511290htx,nor,AndeJa21,st_pct,38%,,,,,
player,201511290htx,nor,MurpMa03,pos,RB,,,,,
player,201511290htx,nor,MurpMa03,offense,0,,,,,
player,201511290htx,nor,MurpMa03,off_pct,0%,,,,,
player,201511290htx,nor,MurpMa03,defense,0,,,,,
player,201511290htx,nor,MurpMa03,def_pct,0%,,,,,
player,201511290htx,nor,MurpMa03,special_teams,8,,,,,
player,201511290htx,nor,MurpMa03,st_pct,33%,,,,,
player,201511290htx,nor,DresJu20,pos,LS,,,,,
player,201511290htx,nor,DresJu20,offense,0,,,,,
player,201511290htx,nor,DresJu20,off_pct,0%,,,,,
player,201511290htx,nor,DresJu20,defense,0,,,,,
player,201511290htx,nor,DresJu20,def_pct,0%,,,,,
player,201511290htx,nor,DresJu20,special_teams,8,,,,,
player,201511290htx,nor,DresJu20,st_pct,33%,,,,,
player,201511290htx,nor,MorsTh00,pos,P,,,,,
player,201511290htx,nor,MorsTh00,offense,0,,,,,
player,201511290htx,nor,MorsTh00,off_pct,0%,,,,,
player,201511290htx,nor,MorsTh00,defense,0,,,,,
player,201511290htx,nor,MorsTh00,def_pct,0%,,,,,
player,201511290htx,nor,MorsTh00,special_teams,8,,,,,
player,201511290htx,nor,MorsTh00,st_pct,33%,,,,,
player,201511290htx,nor,ForbKa00,pos,K,,,,,
player,201511290htx,nor,ForbKa00,offense,0,,,,,
player,201511290htx,nor,ForbKa00,off_pct,0%,,,,,
player,201511290htx,nor,ForbKa00,defense,0,,,,,
player,201511290htx,nor,ForbKa00,def_pct,0%,,,,,
player,201511290htx,nor,ForbKa00,special_teams,5,,,,,
player,201511290htx,nor,ForbKa00,st_pct,21%,,,,,
player,201511290htx,nor,HighTi00,pos,RB,,,,,
player,201511290htx,nor,HighTi00,offense,0,,,,,
player,201511290htx,nor,HighTi00,off_pct,0%,,,,,
player,201511290htx,nor,HighTi00,defense,0,,,,,
player,201511290htx,nor,HighTi00,def_pct,0%,,,,,
player,201511290htx,nor,HighTi00,special_teams,4,,,,,
player,201511290htx,nor,HighTi00,st_pct,17%,,,,,
player,201511290htx,nor,LeliTi00,pos,G,,,,,
player,201511290htx,nor,LeliTi00,offense,0,,,,,
player,201511290htx,nor,LeliTi00,off_pct,0%,,,,,
player,201511290htx,nor,LeliTi00,defense,0,,,,,
player,201511290htx,nor,LeliTi00,def_pct,0%,,,,,
player,201511290htx,nor,LeliTi00,special_teams,2,,,,,
player,201511290htx,nor,LeliTi00,st_pct,8%,,,,,
player,201511290htx,nor,HillTo21,pos,T,,,,,
player,201511290htx,nor,HillTo21,offense,0,,,,,
player,201511290htx,nor,HillTo21,off_pct,0%,,,,,
player,201511290htx,nor,HillTo21,defense,0,,,,,
player,201511290htx,nor,HillTo21,def_pct,0%,,,,,
player,201511290htx,nor,HillTo21,special_teams,2,,,,,
player,201511290htx,nor,HillTo21,st_pct,8%,,,,,
