game,2015,16,20151227,201512270atl,car,"Carolina Panthers",13,atl,"Atlanta Falcons",20
team,201512270atl,car,First Downs,18,,,,,,
team,201512270atl,atl,First Downs,21,,,,,,
team,201512270atl,car,Rush-Yds-TDs,20-155-1,,,,,,
team,201512270atl,atl,Rush-Yds-TDs,30-77-1,,,,,,
team,201512270atl,car,Cmp-Att-Yd-TD-INT,17-30-142-0-0,,,,,,
team,201512270atl,atl,Cmp-Att-Yd-TD-INT,23-30-306-1-0,,,,,,
team,201512270atl,car,Sacked-Yards,2-29,,,,,,
team,201512270atl,atl,Sacked-Yards,2-10,,,,,,
team,201512270atl,car,Net Pass Yards,113,,,,,,
team,201512270atl,atl,Net Pass Yards,296,,,,,,
team,201512270atl,car,Total Yards,268,,,,,,
team,201512270atl,atl,Total Yards,373,,,,,,
team,201512270atl,car,Fumbles-Lost,1-1,,,,,,
team,201512270atl,atl,Fumbles-Lost,2-1,,,,,,
team,201512270atl,car,Turnovers,1,,,,,,
team,201512270atl,atl,Turnovers,1,,,,,,
team,201512270atl,car,Penalties-Yards,4-40,,,,,,
team,201512270atl,atl,Penalties-Yards,3-20,,,,,,
team,201512270atl,car,Third Down Conv.,4-10,,,,,,
team,201512270atl,atl,Third Down Conv.,9-15,,,,,,
team,201512270atl,car,Fourth Down Conv.,0-1,,,,,,
team,201512270atl,atl,Fourth Down Conv.,0-0,,,,,,
team,201512270atl,car,Time of Possession,24:22,,,,,,
team,201512270atl,atl,Time of Possession,35:38,,,,,,
player,201512270atl,car,NewtCa00,pass_cmp,17,,,,,
player,201512270atl,car,NewtCa00,pass_att,30,,,,,
player,201512270atl,car,NewtCa00,pass_yds,142,,,,,
player,201512270atl,car,NewtCa00,pass_td,0,,,,,
player,201512270atl,car,NewtCa00,pass_int,0,,,,,
player,201512270atl,car,NewtCa00,pass_sacked,2,,,,,
player,201512270atl,car,NewtCa00,pass_sacked_yds,29,,,,,
player,201512270atl,car,NewtCa00,pass_long,19,,,,,
player,201512270atl,car,NewtCa00,pass_rating,69.0,,,,,
player,201512270atl,car,NewtCa00,rush_att,7,,,,,
player,201512270atl,car,NewtCa00,rush_yds,46,,,,,
