game,2015,13,20151203,201512030det,gnb,"Green Bay Packers",27,det,"Detroit Lions",23
team,201512030det,gnb,First Downs,19,,,,,,
team,201512030det,det,First Downs,17,,,,,,
team,201512030det,gnb,Rush-Yds-TDs,24-67-1,,,,,,
team,201512030det,det,Rush-Yds-TDs,25-101-0,,,,,,
team,201512030det,gnb,Cmp-Att-Yd-TD-INT,24-36-273-2-1,,,,,,
team,201512030det,det,Cmp-Att-Yd-TD-INT,23-35-220-2-0,,,,,,
team,201512030det,gnb,Sacked-Yards,3-27,,,,,,
team,201512030det,det,Sacked-Yards,3-15,,,,,,
team,201512030det,gnb,Net Pass Yards,246,,,,,,
team,201512030det,det,Net Pass Yards,205,,,,,,
team,201512030det,gnb,Total Yards,313,,,,,,
team,201512030det,det,Total Yards,306,,,,,,
team,201512030det,gnb,Fumbles-Lost,3-0,,,,,,
team,201512030det,det,Fumbles-Lost,1-1,,,,,,
team,201512030det,gnb,Turnovers,1,,,,,,
team,201512030det,det,Turnovers,1,,,,,,
team,201512030det,gnb,Penalties-Yards,7-55,,,,,,
team,201512030det,det,Penalties-Yards,9-108,,,,,,
team,201512030det,gnb,Third Down Conv.,3-12,,,,,,
team,201512030det,det,Third Down Conv.,6-16,,,,,,
team,201512030det,gnb,Fourth Down Conv.,1-1,,,,,,
team,201512030det,det,Fourth Down Conv.,1-1,,,,,,
team,201512030det,gnb,Time of Possession,26:56,,,,,,
team,201512030det,det,Time of Possession,33:04,,,,,,
player,201512030det,gnb,RodgAa00,pass_cmp,24,,,,,
player,201512030det,gnb,RodgAa00,pass_att,36,,,,,
player,201512030det,gnb,RodgAa00,pass_yds,273,,,,,
player,201512030det,gnb,RodgAa00,pass_td,2,,,,,
player,201512030det,gnb,RodgAa00,pass_int,1,,,,,
player,201512030det,gnb,RodgAa00,pass_sacked,3,,,,,
player,201512030det,gnb,RodgAa00,pass_sacked_yds,27,,,,,
player,201512030det,gnb,RodgAa00,pass_long,61,,,,,
player,201512030det,gnb,RodgAa00,pass_rating,96.2,,,,,
player,201512030det,gnb,RodgAa00,rush_att,4,,,,,
player,201512030det,gnb,RodgAa00,rush_yds,27,,,,,
player,201512030det,gnb,RodgAa00,rush_td,1,,,,,
player,201512030det,gnb,RodgAa00,rush_long,17,,,,,
player,201512030det,gnb,RodgAa00,targets,0,,,,,
player,201512030det,gnb,RodgAa00,rec,0,,,,,
player,201512030det,gnb,RodgAa00,rec_yds,0,,,,,
player,201512030det,gnb,RodgAa00,rec_td,0,,,,,
player,201512030det,gnb,RodgAa00,rec_long,0,,,,,
player,201512030det,gnb,RodgAa00,fumbles,1,,,,,
player,201512030det,gnb,RodgAa00,fumbles_lost,0,,,,,
player,201512030det,gnb,CrocJo00,pass_cmp,0,,,,,
player,201512030det,gnb,CrocJo00,pass_att,0,,,,,
player,201512030det,gnb,CrocJo00,pass_yds,0,,,,,
player,201512030det,gnb,CrocJo00,pass_td,0,,,,,
player,201512030det,gnb,CrocJo00,pass_int,0,,,,,
player,201512030det,gnb,CrocJo00,pass_sacked,0,,,,,
player,201512030det,gnb,CrocJo00,pass_sacked_yds,0,,,,,
player,201512030det,gnb,CrocJo00,pass_long,0,,,,,
player,201512030det,gnb,CrocJo00,pass_rating,,,,,,
player,201512030det,gnb,CrocJo00,rush_att,5,,,,,
player,201512030det,gnb,CrocJo00,rush_yds,22,,,,,
player,201512030det,gnb,CrocJo00,rush_td,0,,,,,
player,201512030det,gnb,CrocJo00,rush_long,12,,,,,
player,201512030det,gnb,CrocJo00,targets,0,,,,,
player,201512030det,gnb,CrocJo00,rec,0,,,,,
player,201512030det,gnb,CrocJo00,rec_yds,0,,,,,
player,201512030det,gnb,CrocJo00,rec_td,0,,,,,
player,201512030det,gnb,CrocJo00,rec_long,0,,,,,
player,201512030det,gnb,CrocJo00,fumbles,0,,,,,
player,201512030det,gnb,CrocJo00,fumbles_lost,0,,,,,
player,201512030det,gnb,StarJa00,pass_cmp,0,,,,,
