game,2015,3,20150927,201509270min,sdg,"San Diego Chargers",14,min,"Minnesota Vikings",31
player,201509270min,min,BarrAn00,fumbles_rec,0,,,,,
player,201509270min,min,BarrAn00,fumbles_rec_yds,0,,,,,
player,201509270min,min,BarrAn00,fumbles_rec_td,0,,,,,
player,201509270min,min,BarrAn00,fumbles_forced,1,,,,,
player,201509270min,min,JohnTo01,def_int,0,,,,,
player,201509270min,min,JohnTo01,def_int_yds,0,,,,,
player,201509270min,min,JohnTo01,def_int_td,0,,,,,
player,201509270min,min,JohnTo01,def_int_long,0,,,,,
player,201509270min,min,JohnTo01,pass_defended,0,,,,,
player,201509270min,min,JohnTo01,sacks,1.0,,,,,
player,201509270min,min,JohnTo01,tackles_combined,2,,,,,
player,201509270min,min,JohnTo01,tackles_solo,1,,,,,
player,201509270min,min,JohnTo01,tackles_assists,1,,,,,
player,201509270min,min,JohnTo01,tackles_loss,1,,,,,
player,201509270min,min,JohnTo01,qb_hits,1,,,,,
player,201509270min,min,JohnTo01,fumbles_rec,0,,,,,
player,201509270min,min,JohnTo01,fumbles_rec_yds,0,,,,,
player,201509270min,min,JohnTo01,fumbles_rec_td,0,,,,,
player,201509270min,min,JohnTo01,fumbles_forced,0,,,,,
player,201509270min,min,FloySh00,def_int,0,,,,,
player,201509270min,min,FloySh00,def_int_yds,0,,,,,
player,201509270min,min,FloySh00,def_int_td,0,,,,,
player,201509270min,min,FloySh00,def_int_long,0,,,,,
player,201509270min,min,FloySh00,pass_defended,0,,,,,
player,201509270min,min,FloySh00,sacks,0.5,,,,,
player,201509270min,min,FloySh00,tackles_combined,3,,,,,
player,201509270min,min,FloySh00,tackles_solo,1,,,,,
player,201509270min,min,FloySh00,tackles_assists,2,,,,,
player,201509270min,min,FloySh00,tackles_loss,0,,,,,
player,201509270min,min,FloySh00,qb_hits,2,,,,,
player,201509270min,min,FloySh00,fumbles_rec,0,,,,,
player,201509270min,min,FloySh00,fumbles_rec_yds,0,,,,,
player,201509270min,min,FloySh00,fumbles_rec_td,0,,,,,
player,201509270min,min,FloySh00,fumbles_forced,0,,,,,
player,201509270min,min,KendEr00,def_int,0,,,,,
player,201509270min,min,KendEr00,def_int_yds,0,,,,,
player,201509270min,min,KendEr00,def_int_td,0,,,,,
player,201509270min,min,KendEr00,def_int_long,0,,,,,
player,201509270min,min,KendEr00,pass_defended,0,,,,,
player,201509270min,min,KendEr00,sacks,0.0,,,,,
player,201509270min,min,KendEr00,tackles_combined,9,,,,,
player,201509270min,min,KendEr00,tackles_solo,9,,,,,
player,201509270min,min,KendEr00,tackles_assists,0,,,,,
player,201509270min,min,KendEr00,tackles_loss,0,,,,,
player,201509270min,min,KendEr00,qb_hits,0,,,,,
player,201509270min,min,KendEr00,fumbles_rec,0,,,,,
player,201509270min,min,KendEr00,fumbles_rec_yds,0,,,,,
player,201509270min,min,KendEr00,fumbles_rec_td,0,,,,,
player,201509270min,min,KendEr00,fumbles_forced,0,,,,,
player,201509270min,min,SmitHa00,def_int,0,,,,,
player,201509270min,min,SmitHa00,def_int_yds,0,,,,,
player,201509270min,min,SmitHa00,def_int_td,0,,,,,
player,201509270min,min,SmitHa00,def_int_long,0,,,,,
player,201509270min,min,SmitHa00,pass_defended,1,,,,,
player,201509270min,min,SmitHa00,sacks,0.0,,,,,
player,201509270min,min,SmitHa00,tackles_combined,8,,,,,
player,201509270min,min,SmitHa00,tackles_solo,5,,,,,
player,201509270min,min,SmitHa00,tackles_assists,3,,,,,
player,201509270min,min,SmitHa00,tackles_loss,1,,,,,
player,201509270min,min,SmitHa00,qb_hits,0,,,,,
player,201509270min,min,SmitHa00,fumbles_rec,0,,,,,
player,201509270min,min,SmitHa00,fumbles_rec_yds,0,,,,,
player,201509270min,min,SmitHa00,fumbles_rec_td,0,,,,,
player,201509270min,min,SmitHa00,fumbles_forced,0,,,,,
player,201509270min,min,WaynTr00,def_int,0,,,,,
player,201509270min,min,WaynTr00,def_int_yds,0,,,,,
player,201509270min,min,WaynTr00,def_int_td,0,,,,,
player,201509270min,min,WaynTr00,def_int_long,0,,,,,
player,201509270min,min,WaynTr00,pass_defended,1,,,,,
player,201509270min,min,WaynTr00,sacks,0.0,,,,,
player,201509270min,min,WaynTr00,tackles_combined,5,,,,,
player,201509270min,min,WaynTr00,tackles_solo,4,,,,,
player,201509270min,min,WaynTr00,tackles_assists,1,,,,,
player,201509270min,min,WaynTr00,tackles_loss,0,,,,,
player,201509270min,min,WaynTr00,qb_hits,0,,,,,
player,201509270min,min,WaynTr00,fumbles_rec,0,,,,,
player,201509270min,min,WaynTr00,fumbles_rec_yds,0,,,,,
player,201509270min,min,WaynTr00,fumbles_rec_td,0,,,,,
player,201509270min,min,WaynTr00,fumbles_forced,0,,,,,
player,201509270min,min,HodgGe00,def_int,0,,,,,
player,201509270min,min,HodgGe00,def_int_yds,0,,,,,
player,201509270min,min,HodgGe00,def_int_td,0,,,,,
player,201509270min,min,HodgGe00,def_int_long,0,,,,,
player,201509270min,min,HodgGe00,pass_defended,0,,,,,
player,201509270min,min,HodgGe00,sacks,0.0,,,,,
player,201509270min,min,HodgGe00,tackles_combined,4,,,,,
player,201509270min,min,HodgGe00,tackles_solo,3,,,,,
player,201509270min,min,HodgGe00,tackles_assists,1,,,,,
player,201509270min,min,HodgGe00,tackles_loss,0,,,,,
player,201509270min,min,HodgGe00,qb_hits,1,,,,,
player,201509270min,min,HodgGe00,fumbles_rec,0,,,,,
player,201509270min,min,HodgGe00,fumbles_rec_yds,0,,,,,
player,201509270min,min,HodgGe00,fumbles_rec_td,0,,,,,
player,201509270min,min,HodgGe00,fumbles_forced,0,,,,,
player,201509270min,min,NewmTe20,def_int,0,,,,,
player,201509270min,min,NewmTe20,def_int_yds,0,,,,,
player,201509270min,min,NewmTe20,def_int_td,0,,,,,
player,201509270min,min,NewmTe20,def_int_long,0,,,,,
player,201509270min,min,NewmTe20,pass_defended,0,,,,,
player,201509270min,min,NewmTe20,sacks,0.0,,,,,
player,201509270min,min,NewmTe20,tackles_combined,4,,,,,
player,201509270min,min,NewmTe20,tackles_solo,4,,,,,
player,201509270min,min,NewmTe20,tackles_assists,0,,,,,
player,201509270min,min,NewmTe20,tackles_loss,0,,,,,
player,201509270min,min,NewmTe20,qb_hits,0,,,,,
player,201509270min,min,NewmTe20,fumbles_rec,0,,,,,
player,201509270min,min,NewmTe20,fumbles_rec_yds,0,,,,,
player,201509270min,min,NewmTe20,fumbles_rec_td,0,,,,,
player,201509270min,min,NewmTe20,fumbles_forced,0,,,,,
player,201509270min,min,SendAn00,def_int,0,,,,,
player,201509270min,min,SendAn00,def_int_yds,0,,,,,
player,201509270min,min,SendAn00,def_int_td,0,,,,,
player,201509270min,min,SendAn00,def_int_long,0,,,,,
player,201509270min,min,SendAn00,pass_defended,0,,,,,
player,201509270min,min,SendAn00,sacks,0.0,,,,,
player,201509270min,min,SendAn00,tackles_combined,4,,,,,
player,201509270min,min,SendAn00,tackles_solo,3,,,,,
player,201509270min,min,SendAn00,tackles_assists,1,,,,,
player,201509270min,min,SendAn00,tackles_loss,0,,,,,
player,201509270min,min,SendAn00,qb_hits,0,,,,,
player,201509270min,min,SendAn00,fumbles_rec,0,,,,,
player,201509270min,min,SendAn00,fumbles_rec_yds,0,,,,,
player,201509270min,min,SendAn00,fumbles_rec_td,0,,,,,
player,201509270min,min,SendAn00,fumbles_forced,0,,,,,
player,201509270min,min,RhodXa00,def_int,0,,,,,
player,201509270min,min,RhodXa00,def_int_yds,0,,,,,
player,201509270min,min,RhodXa00,def_int_td,0,,,,,
player,201509270min,min,RhodXa00,def_int_long,0,,,,,
player,201509270min,min,RhodXa00,pass_defended,1,,,,,
player,201509270min,min,RhodXa00,sacks,0.0,,,,,
player,201509270min,min,RhodXa00,tackles_combined,3,,,,,
player,201509270min,min,RhodXa00,tackles_solo,3,,,,,
player,201509270min,min,RhodXa00,tackles_assists,0,,,,,
player,201509270min,min,RhodXa00,tackles_loss,0,,,,,
player,201509270min,min,RhodXa00,qb_hits,0,,,,,
player,201509270min,min,RhodXa00,fumbles_rec,0,,,,,
player,201509270min,min,RhodXa00,fumbles_rec_yds,0,,,,,
player,201509270min,min,RhodXa00,fumbles_rec_td,0,,,,,
player,201509270min,min,RhodXa00,fumbles_forced,0,,,,,
player,201509270min,min,CricSc00,def_int,0,,,,,
player,201509270min,min,CricSc00,def_int_yds,0,,,,,
player,201509270min,min,CricSc00,def_int_td,0,,,,,
player,201509270min,min,CricSc00,def_int_long,0,,,,,
player,201509270min,min,CricSc00,pass_defended,0,,,,,
player,201509270min,min,CricSc00,sacks,0.0,,,,,
player,201509270min,min,CricSc00,tackles_combined,2,,,,,
player,201509270min,min,CricSc00,tackles_solo,2,,,,,
player,201509270min,min,CricSc00,tackles_assists,0,,,,,
player,201509270min,min,CricSc00,tackles_loss,0,,,,,
player,201509270min,min,CricSc00,qb_hits,0,,,,,
player,201509270min,min,CricSc00,fumbles_rec,0,,,,,
player,201509270min,min,CricSc00,fumbles_rec_yds,0,,,,,
player,201509270min,min,CricSc00,fumbles_rec_td,0,,,,,
player,201509270min,min,CricSc00,fumbles_forced,0,,,,,
player,201509270min,min,JoseLi99,def_int,0,,,,,
player,201509270min,min,JoseLi99,def_int_yds,0,,,,,
player,201509270min,min,JoseLi99,def_int_td,0,,,,,
player,201509270min,min,JoseLi99,def_int_long,0,,,,,
player,201509270min,min,JoseLi99,pass_defended,0,,,,,
player,201509270min,min,JoseLi99,sacks,0.0,,,,,
player,201509270min,min,JoseLi99,tackles_combined,2,,,,,
player,201509270min,min,JoseLi99,tackles_solo,2,,,,,
player,201509270min,min,JoseLi99,tackles_assists,0,,,,,
player,201509270min,min,JoseLi99,tackles_loss,0,,,,,
player,201509270min,min,JoseLi99,qb_hits,1,,,,,
player,201509270min,min,JoseLi99,fumbles_rec,0,,,,,
player,201509270min,min,JoseLi99,fumbles_rec_yds,0,,,,,
player,201509270min,min,JoseLi99,fumbles_rec_td,0,,,,,
player,201509270min,min,JoseLi99,fumbles_forced,0,,,,,
player,201509270min,min,RobiBr98,def_int,0,,,,,
player,201509270min,min,RobiBr98,def_int_yds,0,,,,,
player,201509270min,min,RobiBr98,def_int_td,0,,,,,
player,201509270min,min,RobiBr98,def_int_long,0,,,,,
player,201509270min,min,RobiBr98,pass_defended,0,,,,,
player,201509270min,min,RobiBr98,sacks,0.0,,,,,
player,201509270min,min,RobiBr98,tackles_combined,2,,,,,
player,201509270min,min,RobiBr98,tackles_solo,2,,,,,
player,201509270min,min,RobiBr98,tackles_assists,0,,,,,
player,201509270min,min,RobiBr98,tackles_loss,0,,,,,
player,201509270min,min,RobiBr98,qb_hits,0,,,,,
player,201509270min,min,RobiBr98,fumbles_rec,0,,,,,
player,201509270min,min,RobiBr98,fumbles_rec_yds,0,,,,,
player,201509270min,min,RobiBr98,fumbles_rec_td,0,,,,,
player,201509270min,min,RobiBr98,fumbles_forced,0,,,,,
player,201509270min,min,StepSh00,def_int,0,,,,,
player,201509270min,min,StepSh00,def_int_yds,0,,,,,
player,201509270min,min,StepSh00,def_int_td,0,,,,,
player,201509270min,min,StepSh00,def_int_long,0,,,,,
player,201509270min,min,StepSh00,pass_defended,0,,,,,
player,201509270min,min,StepSh00,sacks,0.0,,,,,
player,201509270min,min,StepSh00,tackles_combined,2,,,,,
player,201509270min,min,StepSh00,tackles_solo,1,,,,,
player,201509270min,min,StepSh00,tackles_assists,1,,,,,
player,201509270min,min,StepSh00,tackles_loss,0,,,,,
player,201509270min,min,StepSh00,qb_hits,0,,,,,
player,201509270min,min,StepSh00,fumbles_rec,0,,,,,
player,201509270min,min,StepSh00,fumbles_rec_yds,0,,,,,
player,201509270min,min,StepSh00,fumbles_rec_td,0,,,,,
player,201509270min,min,StepSh00,fumbles_forced,0,,,,,
player,201509270min,min,BlanRo00,def_int,0,,,,,
player,201509270min,min,BlanRo00,def_int_yds,0,,,,,
player,201509270min,min,BlanRo00,def_int_td,0,,,,,
player,201509270min,min,BlanRo00,def_int_long,0,,,,,
player,201509270min,min,BlanRo00,pass_defended,0,,,,,
player,201509270min,min,BlanRo00,sacks,0.0,,,,,
player,201509270min,min,BlanRo00,tackles_combined,1,,,,,
player,201509270min,min,BlanRo00,tackles_solo,1,,,,,
player,201509270min,min,BlanRo00,tackles_assists,0,,,,,
player,201509270min,min,BlanRo00,tackles_loss,0,,,,,
player,201509270min,min,BlanRo00,qb_hits,0,,,,,
player,201509270min,min,BlanRo00,fumbles_rec,0,,,,,
player,201509270min,min,BlanRo00,fumbles_rec_yds,0,,,,,
player,201509270min,min,BlanRo00,fumbles_rec_td,0,,,,,
player,201509270min,min,BlanRo00,fumbles_forced,0,,,,,
player,201509270min,min,ElliRh00,def_int,0,,,,,
player,201509270min,min,ElliRh00,def_int_yds,0,,,,,
player,201509270min,min,ElliRh00,def_int_td,0,,,,,
player,201509270min,min,ElliRh00,def_int_long,0,,,,,
player,201509270min,min,ElliRh00,pass_defended,0,,,,,
player,201509270min,min,ElliRh00,sacks,0.0,,,,,
player,201509270min,min,ElliRh00,tackles_combined,1,,,,,
player,201509270min,min,ElliRh00,tackles_solo,1,,,,,
player,201509270min,min,ElliRh00,tackles_assists,0,,,,,
player,201509270min,min,ElliRh00,tackles_loss,0,,,,,
player,201509270min,min,ElliRh00,qb_hits,0,,,,,
player,201509270min,min,ElliRh00,fumbles_rec,0,,,,,
player,201509270min,min,ElliRh00,fumbles_rec_yds,0,,,,,
player,201509270min,min,ElliRh00,fumbles_rec_td,0,,,,,
player,201509270min,min,ElliRh00,fumbles_forced,0,,,,,
player,201509270min,min,ExumAn00,def_int,0,,,,,
player,201509270min,min,ExumAn00,def_int_yds,0,,,,,
player,201509270min,min,ExumAn00,def_int_td,0,,,,,
player,201509270min,min,ExumAn00,def_int_long,0,,,,,
player,201509270min,min,ExumAn00,pass_defended,0,,,,,
player,201509270min,min,ExumAn00,sacks,0.0,,,,,
player,201509270min,min,ExumAn00,tackles_combined,1,,,,,
player,201509270min,min,ExumAn00,tackles_solo,1,,,,,
player,201509270min,min,ExumAn00,tackles_assists,0,,,,,
player,201509270min,min,ExumAn00,tackles_loss,0,,,,,
player,201509270min,min,ExumAn00,qb_hits,0,,,,,
player,201509270min,min,ExumAn00,fumbles_rec,0,,,,,
player,201509270min,min,ExumAn00,fumbles_rec_yds,0,,,,,
player,201509270min,min,ExumAn00,fumbles_rec_td,0,,,,,
player,201509270min,min,ExumAn00,fumbles_forced,0,,,,,
player,201509270min,min,MunnCa99,def_int,0,,,,,
player,201509270min,min,MunnCa99,def_int_yds,0,,,,,
player,201509270min,min,MunnCa99,def_int_td,0,,,,,
player,201509270min,min,MunnCa99,def_int_long,0,,,,,
player,201509270min,min,MunnCa99,pass_defended,0,,,,,
player,201509270min,min,MunnCa99,sacks,0.0,,,,,
player,201509270min,min,MunnCa99,tackles_combined,1,,,,,
player,201509270min,min,MunnCa99,tackles_solo,1,,,,,
player,201509270min,min,MunnCa99,tackles_assists,0,,,,,
player,201509270min,min,MunnCa99,tackles_loss,0,,,,,
player,201509270min,min,MunnCa99,qb_hits,0,,,,,
player,201509270min,min,MunnCa99,fumbles_rec,1,,,,,
player,201509270min,min,MunnCa99,fumbles_rec_yds,0,,,,,
player,201509270min,min,MunnCa99,fumbles_rec_td,0,,,,,
player,201509270min,min,MunnCa99,fumbles_forced,0,,,,,
player,201509270min,min,SherMa20,def_int,0,,,,,
player,201509270min,min,SherMa20,def_int_yds,0,,,,,
player,201509270min,min,SherMa20,def_int_td,0,,,,,
player,201509270min,min,SherMa20,def_int_long,0,,,,,
player,201509270min,min,SherMa20,pass_defended,0,,,,,
player,201509270min,min,SherMa20,sacks,0.0,,,,,
player,201509270min,min,SherMa20,tackles_combined,1,,,,,
player,201509270min,min,SherMa20,tackles_solo,1,,,,,
player,201509270min,min,SherMa20,tackles_assists,0,,,,,
player,201509270min,min,SherMa20,tackles_loss,0,,,,,
player,201509270min,min,SherMa20,qb_hits,0,,,,,
player,201509270min,min,SherMa20,fumbles_rec,0,,,,,
player,201509270min,min,SherMa20,fumbles_rec_yds,0,,,,,
player,201509270min,min,SherMa20,fumbles_rec_td,0,,,,,
player,201509270min,min,SherMa20,fumbles_forced,0,,,,,
player,201509270min,sdg,AlleKe00,kick_ret,0,,,,,
player,201509270min,sdg,AlleKe00,kick_ret_yds,0,,,,,
player,201509270min,sdg,AlleKe00,kick_ret_yds_per_ret,,,,,,
player,201509270min,sdg,AlleKe00,kick_ret_td,0,,,,,
player,201509270min,sdg,AlleKe00,kick_ret_long,0,,,,,
player,201509270min,sdg,AlleKe00,punt_ret,1,,,,,
player,201509270min,sdg,AlleKe00,punt_ret_yds,0,,,,,
player,201509270min,sdg,AlleKe00,punt_ret_yds_per_ret,0.0,,,,,
player,201509270min,sdg,AlleKe00,punt_ret_td,0,,,,,
player,201509270min,sdg,AlleKe00,punt_ret_long,0,,,,,
player,201509270min,sdg,OlivBr01,kick_ret,1,,,,,
player,201509270min,sdg,OlivBr01,kick_ret_yds,19,,,,,
player,201509270min,sdg,OlivBr01,kick_ret_yds_per_ret,19.0,,,,,
player,201509270min,sdg,OlivBr01,kick_ret_td,0,,,,,
player,201509270min,sdg,OlivBr01,kick_ret_long,19,,,,,
player,201509270min,sdg,OlivBr01,punt_ret,0,,,,,
player,201509270min,sdg,OlivBr01,punt_ret_yds,0,,,,,
player,201509270min,sdg,OlivBr01,punt_ret_yds_per_ret,,,,,,
player,201509270min,sdg,OlivBr01,punt_ret_td,0,,,,,
player,201509270min,sdg,OlivBr01,punt_ret_long,0,,,,,
player,201509270min,min,SherMa20,kick_ret,0,,,,,
player,201509270min,min,SherMa20,kick_ret_yds,0,,,,,
player,201509270min,min,SherMa20,kick_ret_yds_per_ret,,,,,,
player,201509270min,min,SherMa20,kick_ret_td,0,,,,,
player,201509270min,min,SherMa20,kick_ret_long,0,,,,,
player,201509270min,min,SherMa20,punt_ret,3,,,,,
player,201509270min,min,SherMa20,punt_ret_yds,38,,,,,
player,201509270min,min,SherMa20,punt_ret_yds_per_ret,12.7,,,,,
player,201509270min,min,SherMa20,punt_ret_td,0,,,,,
player,201509270min,min,SherMa20,punt_ret_long,20,,,,,
player,201509270min,min,PattCo00,kick_ret,2,,,,,
player,201509270min,min,PattCo00,kick_ret_yds,53,,,,,
player,201509270min,min,PattCo00,kick_ret_yds_per_ret,26.5,,,,,
player,201509270min,min,PattCo00,kick_ret_td,0,,,,,
player,201509270min,min,PattCo00,kick_ret_long,32,,,,,
player,201509270min,min,PattCo00,punt_ret,0,,,,,
player,201509270min,min,PattCo00,punt_ret_yds,0,,,,,
player,201509270min,min,PattCo00,punt_ret_yds_per_ret,,,,,,
player,201509270min,min,PattCo00,punt_ret_td,0,,,,,
player,201509270min,min,PattCo00,punt_ret_long,0,,,,,
player,201509270min,sdg,LambJo00,xpm,2,,,,,
player,201509270min,sdg,LambJo00,xpa,2,,,,,
player,201509270min,sdg,LambJo00,fgm,,,,,,
player,201509270min,sdg,LambJo00,fga,,,,,,
player,201509270min,sdg,LambJo00,punt,0,,,,,
player,201509270min,sdg,LambJo00,punt_yds,0,,,,,
player,201509270min,sdg,LambJo00,punt_yds_per_punt,,,,,,
player,201509270min,sdg,LambJo00,punt_long,0,,,,,
player,201509270min,sdg,ScifMi20,xpm,,,,,,
player,201509270min,sdg,ScifMi20,xpa,,,,,,
player,201509270min,sdg,ScifMi20,fgm,,,,,,
player,201509270min,sdg,ScifMi20,fga,,,,,,
player,201509270min,sdg,ScifMi20,punt,6,,,,,
player,201509270min,sdg,ScifMi20,punt_yds,263,,,,,
player,201509270min,sdg,ScifMi20,punt_yds_per_punt,43.8,,,,,
player,201509270min,sdg,ScifMi20,punt_long,68,,,,,
player,201509270min,min,WalsBl00,xpm,4,,,,,
player,201509270min,min,WalsBl00,xpa,4,,,,,
player,201509270min,min,WalsBl00,fgm,1,,,,,
player,201509270min,min,WalsBl00,fga,1,,,,,
player,201509270min,min,WalsBl00,punt,0,,,,,
player,201509270min,min,WalsBl00,punt_yds,0,,,,,
player,201509270min,min,WalsBl00,punt_yds_per_punt,,,,,,
player,201509270min,min,WalsBl00,punt_long,0,,,,,
player,201509270min,min,LockJe00,xpm,,,,,,
player,201509270min,min,LockJe00,xpa,,,,,,
player,201509270min,min,LockJe00,fgm,,,,,,
player,201509270min,min,LockJe00,fga,,,,,,
player,201509270min,min,LockJe00,punt,4,,,,,
player,201509270min,min,LockJe00,punt_yds,165,,,,,
player,201509270min,min,LockJe00,punt_yds_per_punt,41.3,,,,,
player,201509270min,min,LockJe00,punt_long,60,,,,,
player,201509270min,min,ClemT.00,pos,T,,,,,
player,201509270min,min,ClemT.00,offense,56,,,,,
player,201509270min,min,ClemT.00,off_pct,100%,,,,,
player,201509270min,min,ClemT.00,defense,0,,,,,
player,201509270min,min,ClemT.00,def_pct,0%,,,,,
player,201509270min,min,ClemT.00,special_teams,6,,,,,
player,201509270min,min,ClemT.00,st_pct,22%,,,,,
player,201509270min,min,KaliMa00,pos,T,,,,,
player,201509270min,min,KaliMa00,offense,56,,,,,
player,201509270min,min,KaliMa00,off_pct,100%,,,,,
player,201509270min,min,KaliMa00,defense,0,,,,,
player,201509270min,min,KaliMa00,def_pct,0%,,,,,
player,201509270min,min,KaliMa00,special_teams,6,,,,,
player,201509270min,min,KaliMa00,st_pct,22%,,,,,
player,201509270min,min,FuscBr00,pos,G,,,,,
player,201509270min,min,FuscBr00,offense,56,,,,,
player,201509270min,min,FuscBr00,off_pct,100%,,,,,
player,201509270min,min,FuscBr00,defense,0,,,,,
player,201509270min,min,FuscBr00,def_pct,0%,,,,,
player,201509270min,min,FuscBr00,special_teams,6,,,,,
player,201509270min,min,FuscBr00,st_pct,22%,,,,,
player,201509270min,min,HarrMi01,pos,G,,,,,
player,201509270min,min,HarrMi01,offense,56,,,,,
player,201509270min,min,HarrMi01,off_pct,100%,,,,,
player,201509270min,min,HarrMi01,defense,0,,,,,
player,201509270min,min,HarrMi01,def_pct,0%,,,,,
player,201509270min,min,HarrMi01,special_teams,6,,,,,
player,201509270min,min,HarrMi01,st_pct,22%,,,,,
player,201509270min,min,BergJo20,pos,C,,,,,
player,201509270min,min,BergJo20,offense,56,,,,,
player,201509270min,min,BergJo20,off_pct,100%,,,,,
player,201509270min,min,BergJo20,defense,0,,,,,
player,201509270min,min,BergJo20,def_pct,0%,,,,,
player,201509270min,min,BergJo20,special_teams,6,,,,,
player,201509270min,min,BergJo20,st_pct,22%,,,,,
player,201509270min,min,BridTe00,pos,QB,,,,,
player,201509270min,min,BridTe00,offense,56,,,,,
player,201509270min,min,BridTe00,off_pct,100%,,,,,
player,201509270min,min,BridTe00,defense,0,,,,,
player,201509270min,min,BridTe00,def_pct,0%,,,,,
player,201509270min,min,BridTe00,special_teams,0,,,,,
player,201509270min,min,BridTe00,st_pct,0%,,,,,
player,201509270min,min,RudoKy00,pos,TE,,,,,
player,201509270min,min,RudoKy00,offense,49,,,,,
player,201509270min,min,RudoKy00,off_pct,88%,,,,,
player,201509270min,min,RudoKy00,defense,0,,,,,
player,201509270min,min,RudoKy00,def_pct,0%,,,,,
player,201509270min,min,RudoKy00,special_teams,6,,,,,
player,201509270min,min,RudoKy00,st_pct,22%,,,,,
player,201509270min,min,WallMi00,pos,WR,,,,,
player,201509270min,min,WallMi00,offense,35,,,,,
player,201509270min,min,WallMi00,off_pct,62%,,,,,
player,201509270min,min,WallMi00,defense,0,,,,,
player,201509270min,min,WallMi00,def_pct,0%,,,,,
player,201509270min,min,WallMi00,special_teams,0,,,,,
player,201509270min,min,WallMi00,st_pct,0%,,,,,
player,201509270min,min,PeteAd01,pos,RB,,,,,
player,201509270min,min,PeteAd01,offense,32,,,,,
player,201509270min,min,PeteAd01,off_pct,57%,,,,,
player,201509270min,min,PeteAd01,defense,0,,,,,
player,201509270min,min,PeteAd01,def_pct,0%,,,,,
player,201509270min,min,PeteAd01,special_teams,0,,,,,
player,201509270min,min,PeteAd01,st_pct,0%,,,,,
player,201509270min,min,ThieAd00,pos,WR,,,,,
player,201509270min,min,ThieAd00,offense,28,,,,,
player,201509270min,min,ThieAd00,off_pct,50%,,,,,
player,201509270min,min,ThieAd00,defense,0,,,,,
player,201509270min,min,ThieAd00,def_pct,0%,,,,,
player,201509270min,min,ThieAd00,special_teams,11,,,,,
player,201509270min,min,ThieAd00,st_pct,41%,,,,,
player,201509270min,min,ElliRh00,pos,TE,,,,,
player,201509270min,min,ElliRh00,offense,27,,,,,
player,201509270min,min,ElliRh00,off_pct,48%,,,,,
player,201509270min,min,ElliRh00,defense,0,,,,,
player,201509270min,min,ElliRh00,def_pct,0%,,,,,
player,201509270min,min,ElliRh00,special_teams,17,,,,,
player,201509270min,min,ElliRh00,st_pct,63%,,,,,
player,201509270min,min,WrigJa02,pos,WR,,,,,
player,201509270min,min,WrigJa02,offense,25,,,,,
player,201509270min,min,WrigJa02,off_pct,45%,,,,,
player,201509270min,min,WrigJa02,defense,0,,,,,
player,201509270min,min,WrigJa02,def_pct,0%,,,,,
player,201509270min,min,WrigJa02,special_teams,0,,,,,
player,201509270min,min,WrigJa02,st_pct,0%,,,,,
player,201509270min,min,PruiMy00,pos,TE,,,,,
player,201509270min,min,PruiMy00,offense,15,,,,,
player,201509270min,min,PruiMy00,off_pct,27%,,,,,
player,201509270min,min,PruiMy00,defense,0,,,,,
player,201509270min,min,PruiMy00,def_pct,0%,,,,,
player,201509270min,min,PruiMy00,special_teams,15,,,,,
player,201509270min,min,PruiMy00,st_pct,56%,,,,,
player,201509270min,min,LineZa01,pos,FB,,,,,
player,201509270min,min,LineZa01,offense,15,,,,,
player,201509270min,min,LineZa01,off_pct,27%,,,,,
player,201509270min,min,LineZa01,defense,0,,,,,
player,201509270min,min,LineZa01,def_pct,0%,,,,,
player,201509270min,min,LineZa01,special_teams,6,,,,,
player,201509270min,min,LineZa01,st_pct,22%,,,,,
player,201509270min,min,AsiaMa00,pos,RB,,,,,
player,201509270min,min,AsiaMa00,offense,14,,,,,
player,201509270min,min,AsiaMa00,off_pct,25%,,,,,
player,201509270min,min,AsiaMa00,defense,0,,,,,
player,201509270min,min,AsiaMa00,def_pct,0%,,,,,
player,201509270min,min,AsiaMa00,special_teams,17,,,,,
player,201509270min,min,AsiaMa00,st_pct,63%,,,,,
player,201509270min,min,PattCo00,pos,WR,,,,,
player,201509270min,min,PattCo00,offense,14,,,,,
player,201509270min,min,PattCo00,off_pct,25%,,,,,
player,201509270min,min,PattCo00,defense,0,,,,,
player,201509270min,min,PattCo00,def_pct,0%,,,,,
player,201509270min,min,PattCo00,special_teams,2,,,,,
player,201509270min,min,PattCo00,st_pct,7%,,,,,
player,201509270min,min,JohnCh08,pos,WR,,,,,
player,201509270min,min,JohnCh08,offense,14,,,,,
player,201509270min,min,JohnCh08,off_pct,25%,,,,,
player,201509270min,min,JohnCh08,defense,0,,,,,
player,201509270min,min,JohnCh08,def_pct,0%,,,,,
player,201509270min,min,JohnCh08,special_teams,0,,,,,
player,201509270min,min,JohnCh08,st_pct,0%,,,,,
player,201509270min,min,McKiJe00,pos,RB,,,,,
player,201509270min,min,McKiJe00,offense,10,,,,,
player,201509270min,min,McKiJe00,off_pct,18%,,,,,
player,201509270min,min,McKiJe00,defense,0,,,,,
player,201509270min,min,McKiJe00,def_pct,0%,,,,,
player,201509270min,min,McKiJe00,special_teams,6,,,,,
player,201509270min,min,McKiJe00,st_pct,22%,,,,,
player,201509270min,min,ShepAu00,pos,G,,,,,
player,201509270min,min,ShepAu00,offense,2,,,,,
player,201509270min,min,ShepAu00,off_pct,4%,,,,,
player,201509270min,min,ShepAu00,defense,0,,,,,
