game,2015,1,20150913,201509130ram,sea,"Seattle Seahawks",31,ram,"St. Louis Rams",34
team,201509130ram,sea,First Downs,21,,,,,,
team,201509130ram,ram,First Downs,19,,,,,,
team,201509130ram,sea,Rush-Yds-TDs,32-124-0,,,,,,
team,201509130ram,ram,Rush-Yds-TDs,26-76-2,,,,,,
team,201509130ram,sea,Cmp-Att-Yd-TD-INT,32-41-251-1-1,,,,,,
team,201509130ram,ram,Cmp-Att-Yd-TD-INT,18-27-297-1-0,,,,,,
team,201509130ram,sea,Sacked-Yards,6-32,,,,,,
team,201509130ram,ram,Sacked-Yards,2-21,,,,,,
team,201509130ram,sea,Net Pass Yards,219,,,,,,
team,201509130ram,ram,Net Pass Yards,276,,,,,,
team,201509130ram,sea,Total Yards,343,,,,,,
team,201509130ram,ram,Total Yards,352,,,,,,
team,201509130ram,sea,Fumbles-Lost,0-0,,,,,,
team,201509130ram,ram,Fumbles-Lost,3-3,,,,,,
team,201509130ram,sea,Turnovers,1,,,,,,
team,201509130ram,ram,Turnovers,3,,,,,,
team,201509130ram,sea,Penalties-Yards,7-46,,,,,,
team,201509130ram,ram,Penalties-Yards,4-30,,,,,,
team,201509130ram,sea,Third Down Conv.,8-19,,,,,,
team,201509130ram,ram,Third Down Conv.,6-11,,,,,,
team,201509130ram,sea,Fourth Down Conv.,1-2,,,,,,
team,201509130ram,ram,Fourth Down Conv.,0-0,,,,,,
team,201509130ram,sea,Time of Possession,37:28,,,,,,
team,201509130ram,ram,Time of Possession,28:32,,,,,,
player,201509130ram,sea,WilsRu00,pass_cmp,32,,,,,
player,201509130ram,sea,WilsRu00,pass_att,41,,,,,
player,201509130ram,sea,WilsRu00,pass_yds,251,,,,,
player,201509130ram,sea,WilsRu00,pass_td,1,,,,,
player,201509130ram,sea,WilsRu00,pass_int,1,,,,,
player,201509130ram,sea,WilsRu00,pass_sacked,6,,,,,
player,201509130ram,sea,WilsRu00,pass_sacked_yds,32,,,,,
player,201509130ram,sea,WilsRu00,pass_long,23,,,,,
player,201509130ram,sea,WilsRu00,pass_rating,90.1,,,,,
player,201509130ram,sea,WilsRu00,rush_att,8,,,,,
player,201509130ram,sea,WilsRu00,rush_yds,31,,,,,
player,201509130ram,sea,WilsRu00,rush_td,0,,,,,
player,201509130ram,sea,WilsRu00,rush_long,10,,,,,
player,201509130ram,sea,WilsRu00,targets,0,,,,,
player,201509130ram,sea,WilsRu00,rec,0,,,,,
