game,2015,2,20150920,201509200gnb,sea,"Seattle Seahawks",17,gnb,"Green Bay Packers",27
player,201509200gnb,sea,WillLu00,rush_att,0,,,,,
player,201509200gnb,sea,WillLu00,rush_yds,0,,,,,
player,201509200gnb,sea,WillLu00,rush_td,0,,,,,
player,201509200gnb,sea,WillLu00,rush_long,0,,,,,
player,201509200gnb,sea,WillLu00,targets,4,,,,,
player,201509200gnb,sea,WillLu00,rec,2,,,,,
player,201509200gnb,sea,WillLu00,rec_yds,36,,,,,
player,201509200gnb,sea,WillLu00,rec_td,0,,,,,
player,201509200gnb,sea,WillLu00,rec_long,24,,,,,
player,201509200gnb,sea,WillLu00,fumbles,0,,,,,
player,201509200gnb,sea,WillLu00,fumbles_lost,0,,,,,
player,201509200gnb,sea,LockTy00,pass_cmp,0,,,,,
player,201509200gnb,sea,LockTy00,pass_att,0,,,,,
player,201509200gnb,sea,LockTy00,pass_yds,0,,,,,
player,201509200gnb,sea,LockTy00,pass_td,0,,,,,
player,201509200gnb,sea,LockTy00,pass_int,0,,,,,
player,201509200gnb,sea,LockTy00,pass_sacked,0,,,,,
player,201509200gnb,sea,LockTy00,pass_sacked_yds,0,,,,,
player,201509200gnb,sea,LockTy00,pass_long,0,,,,,
player,201509200gnb,sea,LockTy00,pass_rating,,,,,,
player,201509200gnb,sea,LockTy00,rush_att,0,,,,,
player,201509200gnb,sea,LockTy00,rush_yds,0,,,,,
player,201509200gnb,sea,LockTy00,rush_td,0,,,,,
player,201509200gnb,sea,LockTy00,rush_long,0,,,,,
player,201509200gnb,sea,LockTy00,targets,2,,,,,
player,201509200gnb,sea,LockTy00,rec,2,,,,,
player,201509200gnb,sea,LockTy00,rec_yds,17,,,,,
player,201509200gnb,sea,LockTy00,rec_td,0,,,,,
player,201509200gnb,sea,LockTy00,rec_long,17,,,,,
player,201509200gnb,sea,LockTy00,fumbles,0,,,,,
player,201509200gnb,sea,LockTy00,fumbles_lost,0,,,,,
player,201509200gnb,sea,JackFr02,pass_cmp,0,,,,,
player,201509200gnb,sea,JackFr02,pass_att,0,,,,,
player,201509200gnb,sea,JackFr02,pass_yds,0,,,,,
player,201509200gnb,sea,JackFr02,pass_td,0,,,,,
player,201509200gnb,sea,JackFr02,pass_int,0,,,,,
player,201509200gnb,sea,JackFr02,pass_sacked,0,,,,,
player,201509200gnb,sea,JackFr02,pass_sacked_yds,0,,,,,
player,201509200gnb,sea,JackFr02,pass_long,0,,,,,
player,201509200gnb,sea,JackFr02,pass_rating,,,,,,
player,201509200gnb,sea,JackFr02,rush_att,0,,,,,
player,201509200gnb,sea,JackFr02,rush_yds,0,,,,,
player,201509200gnb,sea,JackFr02,rush_td,0,,,,,
player,201509200gnb,sea,JackFr02,rush_long,0,,,,,
player,201509200gnb,sea,JackFr02,targets,2,,,,,
player,201509200gnb,sea,JackFr02,rec,2,,,,,
player,201509200gnb,sea,JackFr02,rec_yds,16,,,,,
player,201509200gnb,sea,JackFr02,rec_td,1,,,,,
player,201509200gnb,sea,JackFr02,rec_long,11,,,,,
player,201509200gnb,sea,JackFr02,fumbles,1,,,,,
player,201509200gnb,sea,JackFr02,fumbles_lost,1,,,,,
player,201509200gnb,sea,MattCh00,pass_cmp,0,,,,,
player,201509200gnb,sea,MattCh00,pass_att,0,,,,,
player,201509200gnb,sea,MattCh00,pass_yds,0,,,,,
player,201509200gnb,sea,MattCh00,pass_td,0,,,,,
player,201509200gnb,sea,MattCh00,pass_int,0,,,,,
player,201509200gnb,sea,MattCh00,pass_sacked,0,,,,,
player,201509200gnb,sea,MattCh00,pass_sacked_yds,0,,,,,
player,201509200gnb,sea,MattCh00,pass_long,0,,,,,
player,201509200gnb,sea,MattCh00,pass_rating,,,,,,
player,201509200gnb,sea,MattCh00,rush_att,0,,,,,
player,201509200gnb,sea,MattCh00,rush_yds,0,,,,,
player,201509200gnb,sea,MattCh00,rush_td,0,,,,,
player,201509200gnb,sea,MattCh00,rush_long,0,,,,,
player,201509200gnb,sea,MattCh00,targets,2,,,,,
player,201509200gnb,sea,MattCh00,rec,1,,,,,
player,201509200gnb,sea,MattCh00,rec_yds,13,,,,,
player,201509200gnb,sea,MattCh00,rec_td,0,,,,,
player,201509200gnb,sea,MattCh00,rec_long,13,,,,,
player,201509200gnb,sea,MattCh00,fumbles,0,,,,,
player,201509200gnb,sea,MattCh00,fumbles_lost,0,,,,,
player,201509200gnb,sea,GrahJi00,pass_cmp,0,,,,,
player,201509200gnb,sea,GrahJi00,pass_att,0,,,,,
player,201509200gnb,sea,GrahJi00,pass_yds,0,,,,,
player,201509200gnb,sea,GrahJi00,pass_td,0,,,,,
player,201509200gnb,sea,GrahJi00,pass_int,0,,,,,
player,201509200gnb,sea,GrahJi00,pass_sacked,0,,,,,
player,201509200gnb,sea,GrahJi00,pass_sacked_yds,0,,,,,
player,201509200gnb,sea,GrahJi00,pass_long,0,,,,,
player,201509200gnb,sea,GrahJi00,pass_rating,,,,,,
player,201509200gnb,sea,GrahJi00,rush_att,0,,,,,
player,201509200gnb,sea,GrahJi00,rush_yds,0,,,,,
player,201509200gnb,sea,GrahJi00,rush_td,0,,,,,
player,201509200gnb,sea,GrahJi00,rush_long,0,,,,,
player,201509200gnb,sea,GrahJi00,targets,2,,,,,
player,201509200gnb,sea,GrahJi00,rec,1,,,,,
player,201509200gnb,sea,GrahJi00,rec_yds,11,,,,,
player,201509200gnb,sea,GrahJi00,rec_td,0,,,,,
player,201509200gnb,sea,GrahJi00,rec_long,11,,,,,
player,201509200gnb,sea,GrahJi00,fumbles,0,,,,,
player,201509200gnb,sea,GrahJi00,fumbles_lost,0,,,,,
player,201509200gnb,sea,KearJe01,pass_cmp,0,,,,,
player,201509200gnb,sea,KearJe01,pass_att,0,,,,,
player,201509200gnb,sea,KearJe01,pass_yds,0,,,,,
player,201509200gnb,sea,KearJe01,pass_td,0,,,,,
player,201509200gnb,sea,KearJe01,pass_int,0,,,,,
player,201509200gnb,sea,KearJe01,pass_sacked,0,,,,,
player,201509200gnb,sea,KearJe01,pass_sacked_yds,0,,,,,
player,201509200gnb,sea,KearJe01,pass_long,0,,,,,
player,201509200gnb,sea,KearJe01,pass_rating,,,,,,
player,201509200gnb,sea,KearJe01,rush_att,0,,,,,
player,201509200gnb,sea,KearJe01,rush_yds,0,,,,,
player,201509200gnb,sea,KearJe01,rush_td,0,,,,,
player,201509200gnb,sea,KearJe01,rush_long,0,,,,,
player,201509200gnb,sea,KearJe01,targets,2,,,,,
player,201509200gnb,sea,KearJe01,rec,0,,,,,
player,201509200gnb,sea,KearJe01,rec_yds,0,,,,,
player,201509200gnb,sea,KearJe01,rec_td,0,,,,,
player,201509200gnb,sea,KearJe01,rec_long,0,,,,,
player,201509200gnb,sea,KearJe01,fumbles,0,,,,,
player,201509200gnb,sea,KearJe01,fumbles_lost,0,,,,,
player,201509200gnb,sea,ColeDe00,pass_cmp,0,,,,,
player,201509200gnb,sea,ColeDe00,pass_att,0,,,,,
player,201509200gnb,sea,ColeDe00,pass_yds,0,,,,,
player,201509200gnb,sea,ColeDe00,pass_td,0,,,,,
player,201509200gnb,sea,ColeDe00,pass_int,0,,,,,
player,201509200gnb,sea,ColeDe00,pass_sacked,0,,,,,
player,201509200gnb,sea,ColeDe00,pass_sacked_yds,0,,,,,
player,201509200gnb,sea,ColeDe00,pass_long,0,,,,,
player,201509200gnb,sea,ColeDe00,pass_rating,,,,,,
player,201509200gnb,sea,ColeDe00,rush_att,0,,,,,
player,201509200gnb,sea,ColeDe00,rush_yds,0,,,,,
player,201509200gnb,sea,ColeDe00,rush_td,0,,,,,
player,201509200gnb,sea,ColeDe00,rush_long,0,,,,,
player,201509200gnb,sea,ColeDe00,targets,1,,,,,
player,201509200gnb,sea,ColeDe00,rec,1,,,,,
player,201509200gnb,sea,ColeDe00,rec_yds,0,,,,,
player,201509200gnb,sea,ColeDe00,rec_td,0,,,,,
player,201509200gnb,sea,ColeDe00,rec_long,0,,,,,
player,201509200gnb,sea,ColeDe00,fumbles,0,,,,,
player,201509200gnb,sea,ColeDe00,fumbles_lost,0,,,,,
player,201509200gnb,gnb,RodgAa00,pass_cmp,25,,,,,
player,201509200gnb,gnb,RodgAa00,pass_att,33,,,,,
player,201509200gnb,gnb,RodgAa00,pass_yds,249,,,,,
player,201509200gnb,gnb,RodgAa00,pass_td,2,,,,,
player,201509200gnb,gnb,RodgAa00,pass_int,0,,,,,
player,201509200gnb,gnb,RodgAa00,pass_sacked,2,,,,,
player,201509200gnb,gnb,RodgAa00,pass_sacked_yds,15,,,,,
player,201509200gnb,gnb,RodgAa00,pass_long,29,,,,,
player,201509200gnb,gnb,RodgAa00,pass_rating,116.9,,,,,
player,201509200gnb,gnb,RodgAa00,rush_att,6,,,,,
player,201509200gnb,gnb,RodgAa00,rush_yds,23,,,,,
player,201509200gnb,gnb,RodgAa00,rush_td,0,,,,,
player,201509200gnb,gnb,RodgAa00,rush_long,9,,,,,
player,201509200gnb,gnb,RodgAa00,targets,0,,,,,
player,201509200gnb,gnb,RodgAa00,rec,0,,,,,
player,201509200gnb,gnb,RodgAa00,rec_yds,0,,,,,
player,201509200gnb,gnb,RodgAa00,rec_td,0,,,,,
player,201509200gnb,gnb,RodgAa00,rec_long,0,,,,,
player,201509200gnb,gnb,RodgAa00,fumbles,0,,,,,
player,201509200gnb,gnb,RodgAa00,fumbles_lost,0,,,,,
player,201509200gnb,gnb,StarJa00,pass_cmp,0,,,,,
player,201509200gnb,gnb,StarJa00,pass_att,0,,,,,
player,201509200gnb,gnb,StarJa00,pass_yds,0,,,,,
player,201509200gnb,gnb,StarJa00,pass_td,0,,,,,
player,201509200gnb,gnb,StarJa00,pass_int,0,,,,,
player,201509200gnb,gnb,StarJa00,pass_sacked,0,,,,,
player,201509200gnb,gnb,StarJa00,pass_sacked_yds,0,,,,,
player,201509200gnb,gnb,StarJa00,pass_long,0,,,,,
player,201509200gnb,gnb,StarJa00,pass_rating,,,,,,
player,201509200gnb,gnb,StarJa00,rush_att,20,,,,,
player,201509200gnb,gnb,StarJa00,rush_yds,95,,,,,
player,201509200gnb,gnb,StarJa00,rush_td,0,,,,,
player,201509200gnb,gnb,StarJa00,rush_long,35,,,,,
player,201509200gnb,gnb,StarJa00,targets,4,,,,,
player,201509200gnb,gnb,StarJa00,rec,4,,,,,
player,201509200gnb,gnb,StarJa00,rec_yds,11,,,,,
player,201509200gnb,gnb,StarJa00,rec_td,0,,,,,
player,201509200gnb,gnb,StarJa00,rec_long,6,,,,,
player,201509200gnb,gnb,StarJa00,fumbles,1,,,,,
player,201509200gnb,gnb,StarJa00,fumbles_lost,1,,,,,
player,201509200gnb,gnb,LacyEd00,pass_cmp,0,,,,,
player,201509200gnb,gnb,LacyEd00,pass_att,0,,,,,
player,201509200gnb,gnb,LacyEd00,pass_yds,0,,,,,
player,201509200gnb,gnb,LacyEd00,pass_td,0,,,,,
player,201509200gnb,gnb,LacyEd00,pass_int,0,,,,,
player,201509200gnb,gnb,LacyEd00,pass_sacked,0,,,,,
player,201509200gnb,gnb,LacyEd00,pass_sacked_yds,0,,,,,
player,201509200gnb,gnb,LacyEd00,pass_long,0,,,,,
player,201509200gnb,gnb,LacyEd00,pass_rating,,,,,,
player,201509200gnb,gnb,LacyEd00,rush_att,3,,,,,
player,201509200gnb,gnb,LacyEd00,rush_yds,9,,,,,
player,201509200gnb,gnb,LacyEd00,rush_td,0,,,,,
player,201509200gnb,gnb,LacyEd00,rush_long,8,,,,,
player,201509200gnb,gnb,LacyEd00,targets,0,,,,,
player,201509200gnb,gnb,LacyEd00,rec,0,,,,,
player,201509200gnb,gnb,LacyEd00,rec_yds,0,,,,,
player,201509200gnb,gnb,LacyEd00,rec_td,0,,,,,
player,201509200gnb,gnb,LacyEd00,rec_long,0,,,,,
player,201509200gnb,gnb,LacyEd00,fumbles,0,,,,,
player,201509200gnb,gnb,LacyEd00,fumbles_lost,0,,,,,
player,201509200gnb,gnb,CobbRa00,pass_cmp,0,,,,,
player,201509200gnb,gnb,CobbRa00,pass_att,0,,,,,
player,201509200gnb,gnb,CobbRa00,pass_yds,0,,,,,
player,201509200gnb,gnb,CobbRa00,pass_td,0,,,,,
player,201509200gnb,gnb,CobbRa00,pass_int,0,,,,,
player,201509200gnb,gnb,CobbRa00,pass_sacked,0,,,,,
player,201509200gnb,gnb,CobbRa00,pass_sacked_yds,0,,,,,
player,201509200gnb,gnb,CobbRa00,pass_long,0,,,,,
player,201509200gnb,gnb,CobbRa00,pass_rating,,,,,,
player,201509200gnb,gnb,CobbRa00,rush_att,0,,,,,
player,201509200gnb,gnb,CobbRa00,rush_yds,0,,,,,
player,201509200gnb,gnb,CobbRa00,rush_td,0,,,,,
player,201509200gnb,gnb,CobbRa00,rush_long,0,,,,,
player,201509200gnb,gnb,CobbRa00,targets,11,,,,,
player,201509200gnb,gnb,CobbRa00,rec,8,,,,,
player,201509200gnb,gnb,CobbRa00,rec_yds,116,,,,,
player,201509200gnb,gnb,CobbRa00,rec_td,0,,,,,
player,201509200gnb,gnb,CobbRa00,rec_long,25,,,,,
player,201509200gnb,gnb,CobbRa00,fumbles,0,,,,,
player,201509200gnb,gnb,CobbRa00,fumbles_lost,0,,,,,
player,201509200gnb,gnb,MontTy01,pass_cmp,0,,,,,
player,201509200gnb,gnb,MontTy01,pass_att,0,,,,,
player,201509200gnb,gnb,MontTy01,pass_yds,0,,,,,
player,201509200gnb,gnb,MontTy01,pass_td,0,,,,,
player,201509200gnb,gnb,MontTy01,pass_int,0,,,,,
player,201509200gnb,gnb,MontTy01,pass_sacked,0,,,,,
player,201509200gnb,gnb,MontTy01,pass_sacked_yds,0,,,,,
player,201509200gnb,gnb,MontTy01,pass_long,0,,,,,
player,201509200gnb,gnb,MontTy01,pass_rating,,,,,,
player,201509200gnb,gnb,MontTy01,rush_att,0,,,,,
player,201509200gnb,gnb,MontTy01,rush_yds,0,,,,,
player,201509200gnb,gnb,MontTy01,rush_td,0,,,,,
player,201509200gnb,gnb,MontTy01,rush_long,0,,,,,
player,201509200gnb,gnb,MontTy01,targets,4,,,,,
player,201509200gnb,gnb,MontTy01,rec,4,,,,,
player,201509200gnb,gnb,MontTy01,rec_yds,37,,,,,
player,201509200gnb,gnb,MontTy01,rec_td,0,,,,,
player,201509200gnb,gnb,MontTy01,rec_long,17,,,,,
player,201509200gnb,gnb,MontTy01,fumbles,0,,,,,
player,201509200gnb,gnb,MontTy01,fumbles_lost,0,,,,,
player,201509200gnb,gnb,AdamDa01,pass_cmp,0,,,,,
player,201509200gnb,gnb,AdamDa01,pass_att,0,,,,,
player,201509200gnb,gnb,AdamDa01,pass_yds,0,,,,,
player,201509200gnb,gnb,AdamDa01,pass_td,0,,,,,
player,201509200gnb,gnb,AdamDa01,pass_int,0,,,,,
player,201509200gnb,gnb,AdamDa01,pass_sacked,0,,,,,
player,201509200gnb,gnb,AdamDa01,pass_sacked_yds,0,,,,,
player,201509200gnb,gnb,AdamDa01,pass_long,0,,,,,
player,201509200gnb,gnb,AdamDa01,pass_rating,,,,,,
player,201509200gnb,gnb,AdamDa01,rush_att,0,,,,,
player,201509200gnb,gnb,AdamDa01,rush_yds,0,,,,,
player,201509200gnb,gnb,AdamDa01,rush_td,0,,,,,
player,201509200gnb,gnb,AdamDa01,rush_long,0,,,,,
player,201509200gnb,gnb,AdamDa01,targets,5,,,,,
player,201509200gnb,gnb,AdamDa01,rec,5,,,,,
player,201509200gnb,gnb,AdamDa01,rec_yds,33,,,,,
player,201509200gnb,gnb,AdamDa01,rec_td,0,,,,,
player,201509200gnb,gnb,AdamDa01,rec_long,13,,,,,
player,201509200gnb,gnb,AdamDa01,fumbles,0,,,,,
player,201509200gnb,gnb,AdamDa01,fumbles_lost,0,,,,,
player,201509200gnb,gnb,JoneJa04,pass_cmp,0,,,,,
player,201509200gnb,gnb,JoneJa04,pass_att,0,,,,,
player,201509200gnb,gnb,JoneJa04,pass_yds,0,,,,,
player,201509200gnb,gnb,JoneJa04,pass_td,0,,,,,
player,201509200gnb,gnb,JoneJa04,pass_int,0,,,,,
player,201509200gnb,gnb,JoneJa04,pass_sacked,0,,,,,
player,201509200gnb,gnb,JoneJa04,pass_sacked_yds,0,,,,,
player,201509200gnb,gnb,JoneJa04,pass_long,0,,,,,
player,201509200gnb,gnb,JoneJa04,pass_rating,,,,,,
player,201509200gnb,gnb,JoneJa04,rush_att,0,,,,,
player,201509200gnb,gnb,JoneJa04,rush_yds,0,,,,,
player,201509200gnb,gnb,JoneJa04,rush_td,0,,,,,
player,201509200gnb,gnb,JoneJa04,rush_long,0,,,,,
player,201509200gnb,gnb,JoneJa04,targets,3,,,,,
player,201509200gnb,gnb,JoneJa04,rec,1,,,,,
player,201509200gnb,gnb,JoneJa04,rec_yds,29,,,,,
player,201509200gnb,gnb,JoneJa04,rec_td,1,,,,,
player,201509200gnb,gnb,JoneJa04,rec_long,29,,,,,
player,201509200gnb,gnb,JoneJa04,fumbles,0,,,,,
player,201509200gnb,gnb,JoneJa04,fumbles_lost,0,,,,,
player,201509200gnb,gnb,RodgRi00,pass_cmp,0,,,,,
player,201509200gnb,gnb,RodgRi00,pass_att,0,,,,,
player,201509200gnb,gnb,RodgRi00,pass_yds,0,,,,,
player,201509200gnb,gnb,RodgRi00,pass_td,0,,,,,
player,201509200gnb,gnb,RodgRi00,pass_int,0,,,,,
player,201509200gnb,gnb,RodgRi00,pass_sacked,0,,,,,
player,201509200gnb,gnb,RodgRi00,pass_sacked_yds,0,,,,,
player,201509200gnb,gnb,RodgRi00,pass_long,0,,,,,
player,201509200gnb,gnb,RodgRi00,pass_rating,,,,,,
player,201509200gnb,gnb,RodgRi00,rush_att,0,,,,,
player,201509200gnb,gnb,RodgRi00,rush_yds,0,,,,,
player,201509200gnb,gnb,RodgRi00,rush_td,0,,,,,
player,201509200gnb,gnb,RodgRi00,rush_long,0,,,,,
player,201509200gnb,gnb,RodgRi00,targets,4,,,,,
player,201509200gnb,gnb,RodgRi00,rec,3,,,,,
player,201509200gnb,gnb,RodgRi00,rec_yds,23,,,,,
player,201509200gnb,gnb,RodgRi00,rec_td,1,,,,,
player,201509200gnb,gnb,RodgRi00,rec_long,9,,,,,
player,201509200gnb,gnb,RodgRi00,fumbles,0,,,,,
player,201509200gnb,gnb,RodgRi00,fumbles_lost,0,,,,,
player,201509200gnb,sea,BennMi99,def_int,0,,,,,
player,201509200gnb,sea,BennMi99,def_int_yds,0,,,,,
player,201509200gnb,sea,BennMi99,def_int_td,0,,,,,
player,201509200gnb,sea,BennMi99,def_int_long,0,,,,,
player,201509200gnb,sea,BennMi99,pass_defended,0,,,,,
player,201509200gnb,sea,BennMi99,sacks,1.0,,,,,
player,201509200gnb,sea,BennMi99,tackles_combined,2,,,,,
player,201509200gnb,sea,BennMi99,tackles_solo,1,,,,,
player,201509200gnb,sea,BennMi99,tackles_assists,1,,,,,
player,201509200gnb,sea,BennMi99,tackles_loss,1,,,,,
player,201509200gnb,sea,BennMi99,qb_hits,1,,,,,
player,201509200gnb,sea,BennMi99,fumbles_rec,0,,,,,
player,201509200gnb,sea,BennMi99,fumbles_rec_yds,0,,,,,
player,201509200gnb,sea,BennMi99,fumbles_rec_td,0,,,,,
player,201509200gnb,sea,BennMi99,fumbles_forced,0,,,,,
player,201509200gnb,sea,IrviBr00,def_int,0,,,,,
player,201509200gnb,sea,IrviBr00,def_int_yds,0,,,,,
player,201509200gnb,sea,IrviBr00,def_int_td,0,,,,,
player,201509200gnb,sea,IrviBr00,def_int_long,0,,,,,
player,201509200gnb,sea,IrviBr00,pass_defended,0,,,,,
player,201509200gnb,sea,IrviBr00,sacks,1.0,,,,,
player,201509200gnb,sea,IrviBr00,tackles_combined,1,,,,,
player,201509200gnb,sea,IrviBr00,tackles_solo,1,,,,,
player,201509200gnb,sea,IrviBr00,tackles_assists,0,,,,,
player,201509200gnb,sea,IrviBr00,tackles_loss,1,,,,,
player,201509200gnb,sea,IrviBr00,qb_hits,2,,,,,
player,201509200gnb,sea,IrviBr00,fumbles_rec,0,,,,,
player,201509200gnb,sea,IrviBr00,fumbles_rec_yds,0,,,,,
player,201509200gnb,sea,IrviBr00,fumbles_rec_td,0,,,,,
player,201509200gnb,sea,IrviBr00,fumbles_forced,0,,,,,
player,201509200gnb,sea,WagnBo00,def_int,0,,,,,
player,201509200gnb,sea,WagnBo00,def_int_yds,0,,,,,
player,201509200gnb,sea,WagnBo00,def_int_td,0,,,,,
player,201509200gnb,sea,WagnBo00,def_int_long,0,,,,,
player,201509200gnb,sea,WagnBo00,pass_defended,1,,,,,
player,201509200gnb,sea,WagnBo00,sacks,0.0,,,,,
player,201509200gnb,sea,WagnBo00,tackles_combined,12,,,,,
player,201509200gnb,sea,WagnBo00,tackles_solo,6,,,,,
player,201509200gnb,sea,WagnBo00,tackles_assists,6,,,,,
player,201509200gnb,sea,WagnBo00,tackles_loss,0,,,,,
player,201509200gnb,sea,WagnBo00,qb_hits,0,,,,,
player,201509200gnb,sea,WagnBo00,fumbles_rec,0,,,,,
player,201509200gnb,sea,WagnBo00,fumbles_rec_yds,0,,,,,
player,201509200gnb,sea,WagnBo00,fumbles_rec_td,0,,,,,
player,201509200gnb,sea,WagnBo00,fumbles_forced,0,,,,,
player,201509200gnb,sea,WrigK.00,def_int,0,,,,,
player,201509200gnb,sea,WrigK.00,def_int_yds,0,,,,,
player,201509200gnb,sea,WrigK.00,def_int_td,0,,,,,
player,201509200gnb,sea,WrigK.00,def_int_long,0,,,,,
player,201509200gnb,sea,WrigK.00,pass_defended,0,,,,,
player,201509200gnb,sea,WrigK.00,sacks,0.0,,,,,
player,201509200gnb,sea,WrigK.00,tackles_combined,9,,,,,
player,201509200gnb,sea,WrigK.00,tackles_solo,6,,,,,
