game,2015,6,20151018,201510180det,chi,"Chicago Bears",34,det,"Detroit Lions",37
team,201510180det,chi,First Downs,24,,,,,,
team,201510180det,det,First Downs,26,,,,,,
team,201510180det,chi,Rush-Yds-TDs,31-91-2,,,,,,
team,201510180det,det,Rush-Yds-TDs,32-155-0,,,,,,
team,201510180det,chi,Cmp-Att-Yd-TD-INT,26-41-353-1-1,,,,,,
team,201510180det,det,Cmp-Att-Yd-TD-INT,27-42-405-4-1,,,,,,
team,201510180det,chi,Sacked-Yards,1-0,,,,,,
team,201510180det,det,Sacked-Yards,2-14,,,,,,
team,201510180det,chi,Net Pass Yards,353,,,,,,
team,201510180det,det,Net Pass Yards,391,,,,,,
team,201510180det,chi,Total Yards,444,,,,,,
team,201510180det,det,Total Yards,546,,,,,,
team,201510180det,chi,Fumbles-Lost,1-0,,,,,,
team,201510180det,det,Fumbles-Lost,3-2,,,,,,
team,201510180det,chi,Turnovers,1,,,,,,
team,201510180det,det,Turnovers,3,,,,,,
team,201510180det,chi,Penalties-Yards,9-76,,,,,,
team,201510180det,det,Penalties-Yards,10-98,,,,,,
team,201510180det,chi,Third Down Conv.,6-14,,,,,,
team,201510180det,det,Third Down Conv.,9-17,,,,,,
team,201510180det,chi,Fourth Down Conv.,0-0,,,,,,
team,201510180det,det,Fourth Down Conv.,1-1,,,,,,
team,201510180det,chi,Time of Possession,33:34,,,,,,
team,201510180det,det,Time of Possession,38:57,,,,,,
player,201510180det,chi,CutlJa00,pass_cmp,26,,,,,
player,201510180det,chi,CutlJa00,pass_att,41,,,,,
player,201510180det,chi,CutlJa00,pass_yds,353,,,,,
player,201510180det,chi,CutlJa00,pass_td,1,,,,,
player,201510180det,chi,CutlJa00,pass_int,1,,,,,
player,201510180det,chi,CutlJa00,pass_sacked,1,,,,,
player,201510180det,chi,CutlJa00,pass_sacked_yds,0,,,,,
player,201510180det,chi,CutlJa00,pass_long,46,,,,,
player,201510180det,chi,CutlJa00,pass_rating,88.8,,,,,
player,201510180det,chi,CutlJa00,rush_att,2,,,,,
player,201510180det,chi,CutlJa00,rush_yds,12,,,,,
player,201510180det,chi,CutlJa00,rush_td,0,,,,,
player,201510180det,chi,CutlJa00,rush_long,10,,,,,
player,201510180det,chi,CutlJa00,targets,0,,,,,
player,201510180det,chi,CutlJa00,rec,0,,,,,
player,201510180det,chi,CutlJa00,rec_yds,0,,,,,
player,201510180det,chi,CutlJa00,rec_td,0,,,,,
player,201510180det,chi,CutlJa00,rec_long,0,,,,,
player,201510180det,chi,CutlJa00,fumbles,0,,,,,
player,201510180det,chi,CutlJa00,fumbles_lost,0,,,,,
player,201510180det,chi,FortMa00,pass_cmp,0,,,,,
player,201510180det,chi,FortMa00,pass_att,0,,,,,
player,201510180det,chi,FortMa00,pass_yds,0,,,,,
player,201510180det,chi,FortMa00,pass_td,0,,,,,
player,201510180det,chi,FortMa00,pass_int,0,,,,,
player,201510180det,chi,FortMa00,pass_sacked,0,,,,,
player,201510180det,chi,FortMa00,pass_sacked_yds,0,,,,,
player,201510180det,chi,FortMa00,pass_long,0,,,,,
player,201510180det,chi,FortMa00,pass_rating,,,,,,
player,201510180det,chi,FortMa00,rush_att,24,,,,,
player,201510180det,chi,FortMa00,rush_yds,69,,,,,
player,201510180det,chi,FortMa00,rush_td,1,,,,,
player,201510180det,chi,FortMa00,rush_long,11,,,,,
player,201510180det,chi,FortMa00,targets,5,,,,,
player,201510180det,chi,FortMa00,rec,3,,,,,
player,201510180det,chi,FortMa00,rec_yds,20,,,,,
player,201510180det,chi,FortMa00,rec_td,0,,,,,
player,201510180det,chi,FortMa00,rec_long,8,,,,,
player,201510180det,chi,FortMa00,fumbles,1,,,,,
player,201510180det,chi,FortMa00,fumbles_lost,0,,,,,
player,201510180det,chi,LangJe00,pass_cmp,0,,,,,
player,201510180det,chi,LangJe00,pass_att,0,,,,,
player,201510180det,chi,LangJe00,pass_yds,0,,,,,
player,201510180det,chi,LangJe00,pass_td,0,,,,,
player,201510180det,chi,LangJe00,pass_int,0,,,,,
player,201510180det,chi,LangJe00,pass_sacked,0,,,,,
player,201510180det,chi,LangJe00,pass_sacked_yds,0,,,,,
player,201510180det,chi,LangJe00,pass_long,0,,,,,
