game,2015,1,20150914,201509140atl,phi,"Philadelphia Eagles",24,atl,"Atlanta Falcons",26
team,201509140atl,phi,First Downs,23,,,,,,
team,201509140atl,atl,First Downs,21,,,,,,
team,201509140atl,phi,Rush-Yds-TDs,16-63-2,,,,,,
team,201509140atl,atl,Rush-Yds-TDs,35-105-0,,,,,,
team,201509140atl,phi,Cmp-Att-Yd-TD-INT,36-52-336-1-2,,,,,,
team,201509140atl,atl,Cmp-Att-Yd-TD-INT,23-34-298-2-2,,,,,,
team,201509140atl,phi,Sacked-Yards,0-0,,,,,,
team,201509140atl,atl,Sacked-Yards,1-8,,,,,,
team,201509140atl,phi,Net Pass Yards,336,,,,,,
team,201509140atl,atl,Net Pass Yards,290,,,,,,
team,201509140atl,phi,Total Yards,399,,,,,,
team,201509140atl,atl,Total Yards,395,,,,,,
team,201509140atl,phi,Fumbles-Lost,0-0,,,,,,
team,201509140atl,atl,Fumbles-Lost,0-0,,,,,,
team,201509140atl,phi,Turnovers,2,,,,,,
team,201509140atl,atl,Turnovers,2,,,,,,
team,201509140atl,phi,Penalties-Yards,10-88,,,,,,
team,201509140atl,atl,Penalties-Yards,7-57,,,,,,
team,201509140atl,phi,Third Down Conv.,3-12,,,,,,
team,201509140atl,atl,Third Down Conv.,4-14,,,,,,
team,201509140atl,phi,Fourth Down Conv.,1-1,,,,,,
team,201509140atl,atl,Fourth Down Conv.,0-0,,,,,,
team,201509140atl,phi,Time of Possession,24:33,,,,,,
team,201509140atl,atl,Time of Possession,35:27,,,,,,
player,201509140atl,phi,BradSa00,pass_cmp,36,,,,,
player,201509140atl,phi,BradSa00,pass_att,52,,,,,
player,201509140atl,phi,BradSa00,pass_yds,336,,,,,
player,201509140atl,phi,BradSa00,pass_td,1,,,,,
player,201509140atl,phi,BradSa00,pass_int,2,,,,,
player,201509140atl,phi,BradSa00,pass_sacked,0,,,,,
player,201509140atl,phi,BradSa00,pass_sacked_yds,0,,,,,
player,201509140atl,phi,BradSa00,pass_long,25,,,,,
player,201509140atl,phi,BradSa00,pass_rating,77.1,,,,,
player,201509140atl,phi,BradSa00,rush_att,0,,,,,
player,201509140atl,phi,BradSa00,rush_yds,0,,,,,
player,201509140atl,phi,BradSa00,rush_td,0,,,,,
player,201509140atl,phi,BradSa00,rush_long,0,,,,,
player,201509140atl,phi,BradSa00,targets,0,,,,,
player,201509140atl,phi,BradSa00,rec,0,,,,,
player,201509140atl,phi,BradSa00,rec_yds,0,,,,,
player,201509140atl,phi,BradSa00,rec_td,0,,,,,
player,201509140atl,phi,BradSa00,rec_long,0,,,,,
player,201509140atl,phi,BradSa00,fumbles,0,,,,,
player,201509140atl,phi,BradSa00,fumbles_lost,0,,,,,
player,201509140atl,phi,SproDa00,pass_cmp,0,,,,,
player,201509140atl,phi,SproDa00,pass_att,0,,,,,
player,201509140atl,phi,SproDa00,pass_yds,0,,,,,
player,201509140atl,phi,SproDa00,pass_td,0,,,,,
player,201509140atl,phi,SproDa00,pass_int,0,,,,,
player,201509140atl,phi,SproDa00,pass_sacked,0,,,,,
player,201509140atl,phi,SproDa00,pass_sacked_yds,0,,,,,
player,201509140atl,phi,SproDa00,pass_long,0,,,,,
player,201509140atl,phi,SproDa00,pass_rating,,,,,,
player,201509140atl,phi,SproDa00,rush_att,5,,,,,
player,201509140atl,phi,SproDa00,rush_yds,50,,,,,
player,201509140atl,phi,SproDa00,rush_td,0,,,,,
player,201509140atl,phi,SproDa00,rush_long,27,,,,,
player,201509140atl,phi,SproDa00,targets,9,,,,,
player,201509140atl,phi,SproDa00,rec,7,,,,,
player,201509140atl,phi,SproDa00,rec_yds,76,,,,,
player,201509140atl,phi,SproDa00,rec_td,0,,,,,
player,201509140atl,phi,SproDa00,rec_long,24,,,,,
player,201509140atl,phi,SproDa00,fumbles,0,,,,,
player,201509140atl,phi,SproDa00,fumbles_lost,0,,,,,
player,201509140atl,phi,MurrDe00,pass_cmp,0,,,,,
player,201509140atl,phi,MurrDe00,pass_att,0,,,,,
player,201509140atl,phi,MurrDe00,pass_yds,0,,,,,
player,201509140atl,phi,MurrDe00,pass_td,0,,,,,
player,201509140atl,phi,MurrDe00,pass_int,0,,,,,
player,201509140atl,phi,MurrDe00,pass_sacked,0,,,,,
player,201509140atl,phi,MurrDe00,pass_sacked_yds,0,,,,,
player,201509140atl,phi,MurrDe00,pass_long,0,,,,,
player,201509140atl,phi,MurrDe00,pass_rating,,,,,,
player,201509140atl,phi,MurrDe00,rush_att,8,,,,,
player,201509140atl,phi,MurrDe00,rush_yds,9,,,,,
player,201509140atl,phi,MurrDe00,rush_td,1,,,,,
player,201509140atl,phi,MurrDe00,rush_long,8,,,,,
player,201509140atl,phi,MurrDe00,targets,5,,,,,
player,201509140atl,phi,MurrDe00,rec,4,,,,,
player,201509140atl,phi,MurrDe00,rec_yds,11,,,,,
player,201509140atl,phi,MurrDe00,rec_td,1,,,,,
player,201509140atl,phi,MurrDe00,rec_long,6,,,,,
player,201509140atl,phi,MurrDe00,fumbles,0,,,,,
player,201509140atl,phi,MurrDe00,fumbles_lost,0,,,,,
player,201509140atl,phi,MathRy00,pass_cmp,0,,,,,
player,201509140atl,phi,MathRy00,pass_att,0,,,,,
player,201509140atl,phi,MathRy00,pass_yds,0,,,,,
player,201509140atl,phi,MathRy00,pass_td,0,,,,,
player,201509140atl,phi,MathRy00,pass_int,0,,,,,
player,201509140atl,phi,MathRy00,pass_sacked,0,,,,,
player,201509140atl,phi,MathRy00,pass_sacked_yds,0,,,,,
player,201509140atl,phi,MathRy00,pass_long,0,,,,,
player,201509140atl,phi,MathRy00,pass_rating,,,,,,
player,201509140atl,phi,MathRy00,rush_att,3,,,,,
player,201509140atl,phi,MathRy00,rush_yds,4,,,,,
player,201509140atl,phi,MathRy00,rush_td,1,,,,,
player,201509140atl,phi,MathRy00,rush_long,3,,,,,
player,201509140atl,phi,MathRy00,targets,4,,,,,
player,201509140atl,phi,MathRy00,rec,3,,,,,
player,201509140atl,phi,MathRy00,rec_yds,24,,,,,
player,201509140atl,phi,MathRy00,rec_td,0,,,,,
player,201509140atl,phi,MathRy00,rec_long,12,,,,,
player,201509140atl,phi,MathRy00,fumbles,0,,,,,
player,201509140atl,phi,MathRy00,fumbles_lost,0,,,,,
player,201509140atl,phi,MattJo00,pass_cmp,0,,,,,
player,201509140atl,phi,MattJo00,pass_att,0,,,,,
player,201509140atl,phi,MattJo00,pass_yds,0,,,,,
player,201509140atl,phi,MattJo00,pass_td,0,,,,,
player,201509140atl,phi,MattJo00,pass_int,0,,,,,
player,201509140atl,phi,MattJo00,pass_sacked,0,,,,,
player,201509140atl,phi,MattJo00,pass_sacked_yds,0,,,,,
player,201509140atl,phi,MattJo00,pass_long,0,,,,,
player,201509140atl,phi,MattJo00,pass_rating,,,,,,
player,201509140atl,phi,MattJo00,rush_att,0,,,,,
player,201509140atl,phi,MattJo00,rush_yds,0,,,,,
player,201509140atl,phi,MattJo00,rush_td,0,,,,,
player,201509140atl,phi,MattJo00,rush_long,0,,,,,
player,201509140atl,phi,MattJo00,targets,13,,,,,
player,201509140atl,phi,MattJo00,rec,10,,,,,
player,201509140atl,phi,MattJo00,rec_yds,102,,,,,
player,201509140atl,phi,MattJo00,rec_td,0,,,,,
player,201509140atl,phi,MattJo00,rec_long,25,,,,,
player,201509140atl,phi,MattJo00,fumbles,0,,,,,
player,201509140atl,phi,MattJo00,fumbles_lost,0,,,,,
player,201509140atl,phi,ErtzZa00,pass_cmp,0,,,,,
player,201509140atl,phi,ErtzZa00,pass_att,0,,,,,
player,201509140atl,phi,ErtzZa00,pass_yds,0,,,,,
player,201509140atl,phi,ErtzZa00,pass_td,0,,,,,
player,201509140atl,phi,ErtzZa00,pass_int,0,,,,,
player,201509140atl,phi,ErtzZa00,pass_sacked,0,,,,,
player,201509140atl,phi,ErtzZa00,pass_sacked_yds,0,,,,,
player,201509140atl,phi,ErtzZa00,pass_long,0,,,,,
player,201509140atl,phi,ErtzZa00,pass_rating,,,,,,
player,201509140atl,phi,ErtzZa00,rush_att,0,,,,,
player,201509140atl,phi,ErtzZa00,rush_yds,0,,,,,
player,201509140atl,phi,ErtzZa00,rush_td,0,,,,,
player,201509140atl,phi,ErtzZa00,rush_long,0,,,,,
player,201509140atl,phi,ErtzZa00,targets,8,,,,,
player,201509140atl,phi,ErtzZa00,rec,3,,,,,
player,201509140atl,phi,ErtzZa00,rec_yds,46,,,,,
player,201509140atl,phi,ErtzZa00,rec_td,0,,,,,
player,201509140atl,phi,ErtzZa00,rec_long,21,,,,,
player,201509140atl,phi,ErtzZa00,fumbles,0,,,,,
player,201509140atl,phi,ErtzZa00,fumbles_lost,0,,,,,
