game,2015,3,20150927,201509270sea,chi,"Chicago Bears",0,sea,"Seattle Seahawks",26
player,201509270sea,chi,WilsMa02,fumbles_lost,0,,,,,
player,201509270sea,sea,WilsRu00,pass_cmp,20,,,,,
player,201509270sea,sea,WilsRu00,pass_att,30,,,,,
player,201509270sea,sea,WilsRu00,pass_yds,235,,,,,
player,201509270sea,sea,WilsRu00,pass_td,1,,,,,
player,201509270sea,sea,WilsRu00,pass_int,0,,,,,
player,201509270sea,sea,WilsRu00,pass_sacked,4,,,,,
player,201509270sea,sea,WilsRu00,pass_sacked_yds,23,,,,,
player,201509270sea,sea,WilsRu00,pass_long,30,,,,,
player,201509270sea,sea,WilsRu00,pass_rating,101.4,,,,,
player,201509270sea,sea,WilsRu00,rush_att,6,,,,,
player,201509270sea,sea,WilsRu00,rush_yds,28,,,,,
player,201509270sea,sea,WilsRu00,rush_td,0,,,,,
player,201509270sea,sea,WilsRu00,rush_long,13,,,,,
player,201509270sea,sea,WilsRu00,targets,0,,,,,
player,201509270sea,sea,WilsRu00,rec,0,,,,,
player,201509270sea,sea,WilsRu00,rec_yds,0,,,,,
player,201509270sea,sea,WilsRu00,rec_td,0,,,,,
player,201509270sea,sea,WilsRu00,rec_long,0,,,,,
player,201509270sea,sea,WilsRu00,fumbles,0,,,,,
player,201509270sea,sea,WilsRu00,fumbles_lost,0,,,,,
player,201509270sea,sea,RawlTh00,pass_cmp,0,,,,,
player,201509270sea,sea,RawlTh00,pass_att,0,,,,,
player,201509270sea,sea,RawlTh00,pass_yds,0,,,,,
player,201509270sea,sea,RawlTh00,pass_td,0,,,,,
player,201509270sea,sea,RawlTh00,pass_int,0,,,,,
player,201509270sea,sea,RawlTh00,pass_sacked,0,,,,,
player,201509270sea,sea,RawlTh00,pass_sacked_yds,0,,,,,
player,201509270sea,sea,RawlTh00,pass_long,0,,,,,
player,201509270sea,sea,RawlTh00,pass_rating,,,,,,
player,201509270sea,sea,RawlTh00,rush_att,16,,,,,
player,201509270sea,sea,RawlTh00,rush_yds,104,,,,,
player,201509270sea,sea,RawlTh00,rush_td,0,,,,,
player,201509270sea,sea,RawlTh00,rush_long,21,,,,,
player,201509270sea,sea,RawlTh00,targets,1,,,,,
player,201509270sea,sea,RawlTh00,rec,0,,,,,
player,201509270sea,sea,RawlTh00,rec_yds,0,,,,,
player,201509270sea,sea,RawlTh00,rec_td,0,,,,,
player,201509270sea,sea,RawlTh00,rec_long,0,,,,,
player,201509270sea,sea,RawlTh00,fumbles,0,,,,,
player,201509270sea,sea,RawlTh00,fumbles_lost,0,,,,,
player,201509270sea,sea,LyncMa00,pass_cmp,0,,,,,
player,201509270sea,sea,LyncMa00,pass_att,0,,,,,
player,201509270sea,sea,LyncMa00,pass_yds,0,,,,,
player,201509270sea,sea,LyncMa00,pass_td,0,,,,,
player,201509270sea,sea,LyncMa00,pass_int,0,,,,,
player,201509270sea,sea,LyncMa00,pass_sacked,0,,,,,
player,201509270sea,sea,LyncMa00,pass_sacked_yds,0,,,,,
player,201509270sea,sea,LyncMa00,pass_long,0,,,,,
player,201509270sea,sea,LyncMa00,pass_rating,,,,,,
player,201509270sea,sea,LyncMa00,rush_att,5,,,,,
player,201509270sea,sea,LyncMa00,rush_yds,14,,,,,
player,201509270sea,sea,LyncMa00,rush_td,0,,,,,
player,201509270sea,sea,LyncMa00,rush_long,8,,,,,
player,201509270sea,sea,LyncMa00,targets,1,,,,,
player,201509270sea,sea,LyncMa00,rec,1,,,,,
player,201509270sea,sea,LyncMa00,rec_yds,9,,,,,
player,201509270sea,sea,LyncMa00,rec_td,0,,,,,
player,201509270sea,sea,LyncMa00,rec_long,9,,,,,
player,201509270sea,sea,LyncMa00,fumbles,0,,,,,
player,201509270sea,sea,LyncMa00,fumbles_lost,0,,,,,
player,201509270sea,sea,JackFr02,pass_cmp,0,,,,,
player,201509270sea,sea,JackFr02,pass_att,0,,,,,
player,201509270sea,sea,JackFr02,pass_yds,0,,,,,
player,201509270sea,sea,JackFr02,pass_td,0,,,,,
player,201509270sea,sea,JackFr02,pass_int,0,,,,,
player,201509270sea,sea,JackFr02,pass_sacked,0,,,,,
player,201509270sea,sea,JackFr02,pass_sacked_yds,0,,,,,
player,201509270sea,sea,JackFr02,pass_long,0,,,,,
player,201509270sea,sea,JackFr02,pass_rating,,,,,,
player,201509270sea,sea,JackFr02,rush_att,2,,,,,
player,201509270sea,sea,JackFr02,rush_yds,13,,,,,
player,201509270sea,sea,JackFr02,rush_td,0,,,,,
player,201509270sea,sea,JackFr02,rush_long,8,,,,,
player,201509270sea,sea,JackFr02,targets,2,,,,,
player,201509270sea,sea,JackFr02,rec,2,,,,,
player,201509270sea,sea,JackFr02,rec_yds,9,,,,,
player,201509270sea,sea,JackFr02,rec_td,0,,,,,
player,201509270sea,sea,JackFr02,rec_long,5,,,,,
player,201509270sea,sea,JackFr02,fumbles,0,,,,,
player,201509270sea,sea,JackFr02,fumbles_lost,0,,,,,
player,201509270sea,sea,GrahJi00,pass_cmp,0,,,,,
player,201509270sea,sea,GrahJi00,pass_att,0,,,,,
player,201509270sea,sea,GrahJi00,pass_yds,0,,,,,
player,201509270sea,sea,GrahJi00,pass_td,0,,,,,
player,201509270sea,sea,GrahJi00,pass_int,0,,,,,
player,201509270sea,sea,GrahJi00,pass_sacked,0,,,,,
player,201509270sea,sea,GrahJi00,pass_sacked_yds,0,,,,,
player,201509270sea,sea,GrahJi00,pass_long,0,,,,,
player,201509270sea,sea,GrahJi00,pass_rating,,,,,,
player,201509270sea,sea,GrahJi00,rush_att,0,,,,,
player,201509270sea,sea,GrahJi00,rush_yds,0,,,,,
player,201509270sea,sea,GrahJi00,rush_td,0,,,,,
player,201509270sea,sea,GrahJi00,rush_long,0,,,,,
player,201509270sea,sea,GrahJi00,targets,8,,,,,
player,201509270sea,sea,GrahJi00,rec,7,,,,,
player,201509270sea,sea,GrahJi00,rec_yds,83,,,,,
player,201509270sea,sea,GrahJi00,rec_td,1,,,,,
player,201509270sea,sea,GrahJi00,rec_long,30,,,,,
player,201509270sea,sea,GrahJi00,fumbles,0,,,,,
player,201509270sea,sea,GrahJi00,fumbles_lost,0,,,,,
player,201509270sea,sea,KearJe01,pass_cmp,0,,,,,
player,201509270sea,sea,KearJe01,pass_att,0,,,,,
player,201509270sea,sea,KearJe01,pass_yds,0,,,,,
player,201509270sea,sea,KearJe01,pass_td,0,,,,,
player,201509270sea,sea,KearJe01,pass_int,0,,,,,
player,201509270sea,sea,KearJe01,pass_sacked,0,,,,,
player,201509270sea,sea,KearJe01,pass_sacked_yds,0,,,,,
player,201509270sea,sea,KearJe01,pass_long,0,,,,,
player,201509270sea,sea,KearJe01,pass_rating,,,,,,
player,201509270sea,sea,KearJe01,rush_att,0,,,,,
player,201509270sea,sea,KearJe01,rush_yds,0,,,,,
player,201509270sea,sea,KearJe01,rush_td,0,,,,,
player,201509270sea,sea,KearJe01,rush_long,0,,,,,
player,201509270sea,sea,KearJe01,targets,6,,,,,
player,201509270sea,sea,KearJe01,rec,6,,,,,
player,201509270sea,sea,KearJe01,rec_yds,76,,,,,
player,201509270sea,sea,KearJe01,rec_td,0,,,,,
player,201509270sea,sea,KearJe01,rec_long,22,,,,,
player,201509270sea,sea,KearJe01,fumbles,0,,,,,
player,201509270sea,sea,KearJe01,fumbles_lost,0,,,,,
player,201509270sea,sea,BaldDo00,pass_cmp,0,,,,,
player,201509270sea,sea,BaldDo00,pass_att,0,,,,,
player,201509270sea,sea,BaldDo00,pass_yds,0,,,,,
player,201509270sea,sea,BaldDo00,pass_td,0,,,,,
player,201509270sea,sea,BaldDo00,pass_int,0,,,,,
player,201509270sea,sea,BaldDo00,pass_sacked,0,,,,,
player,201509270sea,sea,BaldDo00,pass_sacked_yds,0,,,,,
player,201509270sea,sea,BaldDo00,pass_long,0,,,,,
player,201509270sea,sea,BaldDo00,pass_rating,,,,,,
player,201509270sea,sea,BaldDo00,rush_att,0,,,,,
player,201509270sea,sea,BaldDo00,rush_yds,0,,,,,
player,201509270sea,sea,BaldDo00,rush_td,0,,,,,
player,201509270sea,sea,BaldDo00,rush_long,0,,,,,
player,201509270sea,sea,BaldDo00,targets,3,,,,,
player,201509270sea,sea,BaldDo00,rec,3,,,,,
player,201509270sea,sea,BaldDo00,rec_yds,35,,,,,
player,201509270sea,sea,BaldDo00,rec_td,0,,,,,
player,201509270sea,sea,BaldDo00,rec_long,22,,,,,
player,201509270sea,sea,BaldDo00,fumbles,0,,,,,
player,201509270sea,sea,BaldDo00,fumbles_lost,0,,,,,
player,201509270sea,sea,LockRi00,pass_cmp,0,,,,,
player,201509270sea,sea,LockRi00,pass_att,0,,,,,
player,201509270sea,sea,LockRi00,pass_yds,0,,,,,
player,201509270sea,sea,LockRi00,pass_td,0,,,,,
player,201509270sea,sea,LockRi00,pass_int,0,,,,,
player,201509270sea,sea,LockRi00,pass_sacked,0,,,,,
player,201509270sea,sea,LockRi00,pass_sacked_yds,0,,,,,
player,201509270sea,sea,LockRi00,pass_long,0,,,,,
player,201509270sea,sea,LockRi00,pass_rating,,,,,,
player,201509270sea,sea,LockRi00,rush_att,0,,,,,
player,201509270sea,sea,LockRi00,rush_yds,0,,,,,
player,201509270sea,sea,LockRi00,rush_td,0,,,,,
player,201509270sea,sea,LockRi00,rush_long,0,,,,,
player,201509270sea,sea,LockRi00,targets,2,,,,,
player,201509270sea,sea,LockRi00,rec,1,,,,,
player,201509270sea,sea,LockRi00,rec_yds,23,,,,,
player,201509270sea,sea,LockRi00,rec_td,0,,,,,
player,201509270sea,sea,LockRi00,rec_long,23,,,,,
player,201509270sea,sea,LockRi00,fumbles,0,,,,,
player,201509270sea,sea,LockRi00,fumbles_lost,0,,,,,
player,201509270sea,sea,MattCh00,pass_cmp,0,,,,,
player,201509270sea,sea,MattCh00,pass_att,0,,,,,
player,201509270sea,sea,MattCh00,pass_yds,0,,,,,
player,201509270sea,sea,MattCh00,pass_td,0,,,,,
player,201509270sea,sea,MattCh00,pass_int,0,,,,,
player,201509270sea,sea,MattCh00,pass_sacked,0,,,,,
player,201509270sea,sea,MattCh00,pass_sacked_yds,0,,,,,
player,201509270sea,sea,MattCh00,pass_long,0,,,,,
player,201509270sea,sea,MattCh00,pass_rating,,,,,,
player,201509270sea,sea,MattCh00,rush_att,0,,,,,
player,201509270sea,sea,MattCh00,rush_yds,0,,,,,
player,201509270sea,sea,MattCh00,rush_td,0,,,,,
player,201509270sea,sea,MattCh00,rush_long,0,,,,,
player,201509270sea,sea,MattCh00,targets,1,,,,,
player,201509270sea,sea,MattCh00,rec,0,,,,,
player,201509270sea,sea,MattCh00,rec_yds,0,,,,,
player,201509270sea,sea,MattCh00,rec_td,0,,,,,
player,201509270sea,sea,MattCh00,rec_long,0,,,,,
player,201509270sea,sea,MattCh00,fumbles,0,,,,,
player,201509270sea,sea,MattCh00,fumbles_lost,0,,,,,
player,201509270sea,sea,LockTy00,pass_cmp,0,,,,,
player,201509270sea,sea,LockTy00,pass_att,0,,,,,
player,201509270sea,sea,LockTy00,pass_yds,0,,,,,
player,201509270sea,sea,LockTy00,pass_td,0,,,,,
player,201509270sea,sea,LockTy00,pass_int,0,,,,,
player,201509270sea,sea,LockTy00,pass_sacked,0,,,,,
player,201509270sea,sea,LockTy00,pass_sacked_yds,0,,,,,
player,201509270sea,sea,LockTy00,pass_long,0,,,,,
player,201509270sea,sea,LockTy00,pass_rating,,,,,,
player,201509270sea,sea,LockTy00,rush_att,0,,,,,
player,201509270sea,sea,LockTy00,rush_yds,0,,,,,
player,201509270sea,sea,LockTy00,rush_td,0,,,,,
player,201509270sea,sea,LockTy00,rush_long,0,,,,,
player,201509270sea,sea,LockTy00,targets,1,,,,,
player,201509270sea,sea,LockTy00,rec,0,,,,,
player,201509270sea,sea,LockTy00,rec_yds,0,,,,,
player,201509270sea,sea,LockTy00,rec_td,0,,,,,
player,201509270sea,sea,LockTy00,rec_long,0,,,,,
player,201509270sea,sea,LockTy00,fumbles,0,,,,,
player,201509270sea,sea,LockTy00,fumbles_lost,0,,,,,
player,201509270sea,sea,HelfCo00,pass_cmp,0,,,,,
player,201509270sea,sea,HelfCo00,pass_att,0,,,,,
player,201509270sea,sea,HelfCo00,pass_yds,0,,,,,
player,201509270sea,sea,HelfCo00,pass_td,0,,,,,
player,201509270sea,sea,HelfCo00,pass_int,0,,,,,
player,201509270sea,sea,HelfCo00,pass_sacked,0,,,,,
player,201509270sea,sea,HelfCo00,pass_sacked_yds,0,,,,,
player,201509270sea,sea,HelfCo00,pass_long,0,,,,,
player,201509270sea,sea,HelfCo00,pass_rating,,,,,,
player,201509270sea,sea,HelfCo00,rush_att,0,,,,,
player,201509270sea,sea,HelfCo00,rush_yds,0,,,,,
player,201509270sea,sea,HelfCo00,rush_td,0,,,,,
player,201509270sea,sea,HelfCo00,rush_long,0,,,,,
player,201509270sea,sea,HelfCo00,targets,1,,,,,
player,201509270sea,sea,HelfCo00,rec,0,,,,,
player,201509270sea,sea,HelfCo00,rec_yds,0,,,,,
player,201509270sea,sea,HelfCo00,rec_td,0,,,,,
player,201509270sea,sea,HelfCo00,rec_long,0,,,,,
player,201509270sea,sea,HelfCo00,fumbles,0,,,,,
player,201509270sea,sea,HelfCo00,fumbles_lost,0,,,,,
player,201509270sea,chi,JenkJa01,def_int,0,,,,,
player,201509270sea,chi,JenkJa01,def_int_yds,0,,,,,
player,201509270sea,chi,JenkJa01,def_int_td,0,,,,,
player,201509270sea,chi,JenkJa01,def_int_long,0,,,,,
player,201509270sea,chi,JenkJa01,pass_defended,0,,,,,
player,201509270sea,chi,JenkJa01,sacks,2.0,,,,,
player,201509270sea,chi,JenkJa01,tackles_combined,10,,,,,
player,201509270sea,chi,JenkJa01,tackles_solo,4,,,,,
player,201509270sea,chi,JenkJa01,tackles_assists,6,,,,,
player,201509270sea,chi,JenkJa01,tackles_loss,1,,,,,
player,201509270sea,chi,JenkJa01,qb_hits,2,,,,,
player,201509270sea,chi,JenkJa01,fumbles_rec,0,,,,,
player,201509270sea,chi,JenkJa01,fumbles_rec_yds,0,,,,,
player,201509270sea,chi,JenkJa01,fumbles_rec_td,0,,,,,
player,201509270sea,chi,JenkJa01,fumbles_forced,0,,,,,
player,201509270sea,chi,McPhPe00,def_int,0,,,,,
player,201509270sea,chi,McPhPe00,def_int_yds,0,,,,,
player,201509270sea,chi,McPhPe00,def_int_td,0,,,,,
player,201509270sea,chi,McPhPe00,def_int_long,0,,,,,
player,201509270sea,chi,McPhPe00,pass_defended,0,,,,,
player,201509270sea,chi,McPhPe00,sacks,2.0,,,,,
player,201509270sea,chi,McPhPe00,tackles_combined,7,,,,,
player,201509270sea,chi,McPhPe00,tackles_solo,6,,,,,
player,201509270sea,chi,McPhPe00,tackles_assists,1,,,,,
player,201509270sea,chi,McPhPe00,tackles_loss,2,,,,,
player,201509270sea,chi,McPhPe00,qb_hits,4,,,,,
player,201509270sea,chi,McPhPe00,fumbles_rec,0,,,,,
player,201509270sea,chi,McPhPe00,fumbles_rec_yds,0,,,,,
player,201509270sea,chi,McPhPe00,fumbles_rec_td,0,,,,,
player,201509270sea,chi,McPhPe00,fumbles_forced,0,,,,,
player,201509270sea,chi,RollAn20,def_int,0,,,,,
player,201509270sea,chi,RollAn20,def_int_yds,0,,,,,
player,201509270sea,chi,RollAn20,def_int_td,0,,,,,
player,201509270sea,chi,RollAn20,def_int_long,0,,,,,
player,201509270sea,chi,RollAn20,pass_defended,0,,,,,
player,201509270sea,chi,RollAn20,sacks,0.0,,,,,
player,201509270sea,chi,RollAn20,tackles_combined,10,,,,,
player,201509270sea,chi,RollAn20,tackles_solo,7,,,,,
player,201509270sea,chi,RollAn20,tackles_assists,3,,,,,
player,201509270sea,chi,RollAn20,tackles_loss,0,,,,,
player,201509270sea,chi,RollAn20,qb_hits,0,,,,,
player,201509270sea,chi,RollAn20,fumbles_rec,0,,,,,
player,201509270sea,chi,RollAn20,fumbles_rec_yds,0,,,,,
player,201509270sea,chi,RollAn20,fumbles_rec_td,0,,,,,
player,201509270sea,chi,RollAn20,fumbles_forced,0,,,,,
player,201509270sea,chi,BallAl99,def_int,0,,,,,
player,201509270sea,chi,BallAl99,def_int_yds,0,,,,,
player,201509270sea,chi,BallAl99,def_int_td,0,,,,,
player,201509270sea,chi,BallAl99,def_int_long,0,,,,,
player,201509270sea,chi,BallAl99,pass_defended,1,,,,,
player,201509270sea,chi,BallAl99,sacks,0.0,,,,,
player,201509270sea,chi,BallAl99,tackles_combined,9,,,,,
player,201509270sea,chi,BallAl99,tackles_solo,5,,,,,
player,201509270sea,chi,BallAl99,tackles_assists,4,,,,,
