game,2015,6,20151018,201510180sfo,rav,"Baltimore Ravens",20,sfo,"San Francisco 49ers",25
player,201510180sfo,sfo,DaviVe00,targets,1,,,,,
player,201510180sfo,sfo,DaviVe00,rec,0,,,,,
player,201510180sfo,sfo,DaviVe00,rec_yds,0,,,,,
player,201510180sfo,sfo,DaviVe00,rec_td,0,,,,,
player,201510180sfo,sfo,DaviVe00,rec_long,0,,,,,
player,201510180sfo,sfo,DaviVe00,fumbles,0,,,,,
player,201510180sfo,sfo,DaviVe00,fumbles_lost,0,,,,,
player,201510180sfo,rav,SmitDa24,def_int,0,,,,,
player,201510180sfo,rav,SmitDa24,def_int_yds,0,,,,,
player,201510180sfo,rav,SmitDa24,def_int_td,0,,,,,
player,201510180sfo,rav,SmitDa24,def_int_long,0,,,,,
player,201510180sfo,rav,SmitDa24,pass_defended,0,,,,,
player,201510180sfo,rav,SmitDa24,sacks,1.0,,,,,
player,201510180sfo,rav,SmitDa24,tackles_combined,8,,,,,
player,201510180sfo,rav,SmitDa24,tackles_solo,6,,,,,
player,201510180sfo,rav,SmitDa24,tackles_assists,2,,,,,
player,201510180sfo,rav,SmitDa24,tackles_loss,0,,,,,
player,201510180sfo,rav,SmitDa24,qb_hits,2,,,,,
player,201510180sfo,rav,SmitDa24,fumbles_rec,0,,,,,
player,201510180sfo,rav,SmitDa24,fumbles_rec_yds,0,,,,,
player,201510180sfo,rav,SmitDa24,fumbles_rec_td,0,,,,,
player,201510180sfo,rav,SmitDa24,fumbles_forced,0,,,,,
player,201510180sfo,rav,GuyxLa00,def_int,0,,,,,
player,201510180sfo,rav,GuyxLa00,def_int_yds,0,,,,,
player,201510180sfo,rav,GuyxLa00,def_int_td,0,,,,,
player,201510180sfo,rav,GuyxLa00,def_int_long,0,,,,,
player,201510180sfo,rav,GuyxLa00,pass_defended,0,,,,,
player,201510180sfo,rav,GuyxLa00,sacks,1.0,,,,,
player,201510180sfo,rav,GuyxLa00,tackles_combined,5,,,,,
player,201510180sfo,rav,GuyxLa00,tackles_solo,5,,,,,
player,201510180sfo,rav,GuyxLa00,tackles_assists,0,,,,,
player,201510180sfo,rav,GuyxLa00,tackles_loss,1,,,,,
player,201510180sfo,rav,GuyxLa00,qb_hits,1,,,,,
player,201510180sfo,rav,GuyxLa00,fumbles_rec,0,,,,,
player,201510180sfo,rav,GuyxLa00,fumbles_rec_yds,0,,,,,
player,201510180sfo,rav,GuyxLa00,fumbles_rec_td,0,,,,,
player,201510180sfo,rav,GuyxLa00,fumbles_forced,0,,,,,
player,201510180sfo,rav,DumeEl20,def_int,0,,,,,
player,201510180sfo,rav,DumeEl20,def_int_yds,0,,,,,
player,201510180sfo,rav,DumeEl20,def_int_td,0,,,,,
player,201510180sfo,rav,DumeEl20,def_int_long,0,,,,,
player,201510180sfo,rav,DumeEl20,pass_defended,0,,,,,
player,201510180sfo,rav,DumeEl20,sacks,0.5,,,,,
player,201510180sfo,rav,DumeEl20,tackles_combined,5,,,,,
player,201510180sfo,rav,DumeEl20,tackles_solo,3,,,,,
player,201510180sfo,rav,DumeEl20,tackles_assists,2,,,,,
player,201510180sfo,rav,DumeEl20,tackles_loss,1,,,,,
player,201510180sfo,rav,DumeEl20,qb_hits,1,,,,,
player,201510180sfo,rav,DumeEl20,fumbles_rec,0,,,,,
player,201510180sfo,rav,DumeEl20,fumbles_rec_yds,0,,,,,
player,201510180sfo,rav,DumeEl20,fumbles_rec_td,0,,,,,
player,201510180sfo,rav,DumeEl20,fumbles_forced,0,,,,,
player,201510180sfo,rav,JernTi00,def_int,0,,,,,
player,201510180sfo,rav,JernTi00,def_int_yds,0,,,,,
player,201510180sfo,rav,JernTi00,def_int_td,0,,,,,
player,201510180sfo,rav,JernTi00,def_int_long,0,,,,,
player,201510180sfo,rav,JernTi00,pass_defended,0,,,,,
player,201510180sfo,rav,JernTi00,sacks,0.5,,,,,
player,201510180sfo,rav,JernTi00,tackles_combined,3,,,,,
player,201510180sfo,rav,JernTi00,tackles_solo,1,,,,,
player,201510180sfo,rav,JernTi00,tackles_assists,2,,,,,
player,201510180sfo,rav,JernTi00,tackles_loss,1,,,,,
player,201510180sfo,rav,JernTi00,qb_hits,2,,,,,
player,201510180sfo,rav,JernTi00,fumbles_rec,0,,,,,
player,201510180sfo,rav,JernTi00,fumbles_rec_yds,0,,,,,
player,201510180sfo,rav,JernTi00,fumbles_rec_td,0,,,,,
player,201510180sfo,rav,JernTi00,fumbles_forced,0,,,,,
player,201510180sfo,rav,MoslC.00,def_int,0,,,,,
player,201510180sfo,rav,MoslC.00,def_int_yds,0,,,,,
player,201510180sfo,rav,MoslC.00,def_int_td,0,,,,,
player,201510180sfo,rav,MoslC.00,def_int_long,0,,,,,
player,201510180sfo,rav,MoslC.00,pass_defended,1,,,,,
player,201510180sfo,rav,MoslC.00,sacks,0.0,,,,,
player,201510180sfo,rav,MoslC.00,tackles_combined,6,,,,,
player,201510180sfo,rav,MoslC.00,tackles_solo,6,,,,,
player,201510180sfo,rav,MoslC.00,tackles_assists,0,,,,,
player,201510180sfo,rav,MoslC.00,tackles_loss,0,,,,,
player,201510180sfo,rav,MoslC.00,qb_hits,0,,,,,
player,201510180sfo,rav,MoslC.00,fumbles_rec,0,,,,,
player,201510180sfo,rav,MoslC.00,fumbles_rec_yds,0,,,,,
player,201510180sfo,rav,MoslC.00,fumbles_rec_td,0,,,,,
player,201510180sfo,rav,MoslC.00,fumbles_forced,0,,,,,
player,201510180sfo,rav,UpshCo00,def_int,0,,,,,
player,201510180sfo,rav,UpshCo00,def_int_yds,0,,,,,
player,201510180sfo,rav,UpshCo00,def_int_td,0,,,,,
player,201510180sfo,rav,UpshCo00,def_int_long,0,,,,,
player,201510180sfo,rav,UpshCo00,pass_defended,0,,,,,
player,201510180sfo,rav,UpshCo00,sacks,0.0,,,,,
player,201510180sfo,rav,UpshCo00,tackles_combined,5,,,,,
player,201510180sfo,rav,UpshCo00,tackles_solo,3,,,,,
player,201510180sfo,rav,UpshCo00,tackles_assists,2,,,,,
player,201510180sfo,rav,UpshCo00,tackles_loss,0,,,,,
player,201510180sfo,rav,UpshCo00,qb_hits,0,,,,,
player,201510180sfo,rav,UpshCo00,fumbles_rec,0,,,,,
player,201510180sfo,rav,UpshCo00,fumbles_rec_yds,0,,,,,
player,201510180sfo,rav,UpshCo00,fumbles_rec_td,0,,,,,
player,201510180sfo,rav,UpshCo00,fumbles_forced,0,,,,,
player,201510180sfo,rav,WrigSh00,def_int,0,,,,,
player,201510180sfo,rav,WrigSh00,def_int_yds,0,,,,,
player,201510180sfo,rav,WrigSh00,def_int_td,0,,,,,
player,201510180sfo,rav,WrigSh00,def_int_long,0,,,,,
player,201510180sfo,rav,WrigSh00,pass_defended,0,,,,,
player,201510180sfo,rav,WrigSh00,sacks,0.0,,,,,
player,201510180sfo,rav,WrigSh00,tackles_combined,4,,,,,
player,201510180sfo,rav,WrigSh00,tackles_solo,3,,,,,
player,201510180sfo,rav,WrigSh00,tackles_assists,1,,,,,
player,201510180sfo,rav,WrigSh00,tackles_loss,0,,,,,
player,201510180sfo,rav,WrigSh00,qb_hits,0,,,,,
player,201510180sfo,rav,WrigSh00,fumbles_rec,0,,,,,
player,201510180sfo,rav,WrigSh00,fumbles_rec_yds,0,,,,,
player,201510180sfo,rav,WrigSh00,fumbles_rec_td,0,,,,,
player,201510180sfo,rav,WrigSh00,fumbles_forced,0,,,,,
player,201510180sfo,rav,HillWi01,def_int,0,,,,,
player,201510180sfo,rav,HillWi01,def_int_yds,0,,,,,
player,201510180sfo,rav,HillWi01,def_int_td,0,,,,,
player,201510180sfo,rav,HillWi01,def_int_long,0,,,,,
player,201510180sfo,rav,HillWi01,pass_defended,0,,,,,
player,201510180sfo,rav,HillWi01,sacks,0.0,,,,,
player,201510180sfo,rav,HillWi01,tackles_combined,3,,,,,
player,201510180sfo,rav,HillWi01,tackles_solo,1,,,,,
player,201510180sfo,rav,HillWi01,tackles_assists,2,,,,,
player,201510180sfo,rav,HillWi01,tackles_loss,0,,,,,
player,201510180sfo,rav,HillWi01,qb_hits,0,,,,,
player,201510180sfo,rav,HillWi01,fumbles_rec,0,,,,,
player,201510180sfo,rav,HillWi01,fumbles_rec_yds,0,,,,,
player,201510180sfo,rav,HillWi01,fumbles_rec_td,0,,,,,
player,201510180sfo,rav,HillWi01,fumbles_forced,0,,,,,
player,201510180sfo,rav,SmitJi03,def_int,0,,,,,
player,201510180sfo,rav,SmitJi03,def_int_yds,0,,,,,
player,201510180sfo,rav,SmitJi03,def_int_td,0,,,,,
player,201510180sfo,rav,SmitJi03,def_int_long,0,,,,,
player,201510180sfo,rav,SmitJi03,pass_defended,1,,,,,
player,201510180sfo,rav,SmitJi03,sacks,0.0,,,,,
player,201510180sfo,rav,SmitJi03,tackles_combined,3,,,,,
player,201510180sfo,rav,SmitJi03,tackles_solo,3,,,,,
player,201510180sfo,rav,SmitJi03,tackles_assists,0,,,,,
player,201510180sfo,rav,SmitJi03,tackles_loss,0,,,,,
player,201510180sfo,rav,SmitJi03,qb_hits,0,,,,,
player,201510180sfo,rav,SmitJi03,fumbles_rec,0,,,,,
player,201510180sfo,rav,SmitJi03,fumbles_rec_yds,0,,,,,
player,201510180sfo,rav,SmitJi03,fumbles_rec_td,0,,,,,
player,201510180sfo,rav,SmitJi03,fumbles_forced,0,,,,,
player,201510180sfo,rav,ArriKy00,def_int,0,,,,,
player,201510180sfo,rav,ArriKy00,def_int_yds,0,,,,,
player,201510180sfo,rav,ArriKy00,def_int_td,0,,,,,
player,201510180sfo,rav,ArriKy00,def_int_long,0,,,,,
player,201510180sfo,rav,ArriKy00,pass_defended,0,,,,,
player,201510180sfo,rav,ArriKy00,sacks,0.0,,,,,
player,201510180sfo,rav,ArriKy00,tackles_combined,2,,,,,
player,201510180sfo,rav,ArriKy00,tackles_solo,2,,,,,
player,201510180sfo,rav,ArriKy00,tackles_assists,0,,,,,
player,201510180sfo,rav,ArriKy00,tackles_loss,0,,,,,
player,201510180sfo,rav,ArriKy00,qb_hits,0,,,,,
player,201510180sfo,rav,ArriKy00,fumbles_rec,0,,,,,
player,201510180sfo,rav,ArriKy00,fumbles_rec_yds,0,,,,,
player,201510180sfo,rav,ArriKy00,fumbles_rec_td,0,,,,,
player,201510180sfo,rav,ArriKy00,fumbles_forced,0,,,,,
player,201510180sfo,rav,SmitZa00,def_int,0,,,,,
player,201510180sfo,rav,SmitZa00,def_int_yds,0,,,,,
player,201510180sfo,rav,SmitZa00,def_int_td,0,,,,,
player,201510180sfo,rav,SmitZa00,def_int_long,0,,,,,
player,201510180sfo,rav,SmitZa00,pass_defended,0,,,,,
player,201510180sfo,rav,SmitZa00,sacks,0.0,,,,,
player,201510180sfo,rav,SmitZa00,tackles_combined,2,,,,,
player,201510180sfo,rav,SmitZa00,tackles_solo,2,,,,,
player,201510180sfo,rav,SmitZa00,tackles_assists,0,,,,,
player,201510180sfo,rav,SmitZa00,tackles_loss,0,,,,,
player,201510180sfo,rav,SmitZa00,qb_hits,1,,,,,
player,201510180sfo,rav,SmitZa00,fumbles_rec,0,,,,,
player,201510180sfo,rav,SmitZa00,fumbles_rec_yds,0,,,,,
player,201510180sfo,rav,SmitZa00,fumbles_rec_td,0,,,,,
player,201510180sfo,rav,SmitZa00,fumbles_forced,0,,,,,
player,201510180sfo,rav,WillBr02,def_int,0,,,,,
player,201510180sfo,rav,WillBr02,def_int_yds,0,,,,,
player,201510180sfo,rav,WillBr02,def_int_td,0,,,,,
player,201510180sfo,rav,WillBr02,def_int_long,0,,,,,
player,201510180sfo,rav,WillBr02,pass_defended,1,,,,,
player,201510180sfo,rav,WillBr02,sacks,0.0,,,,,
player,201510180sfo,rav,WillBr02,tackles_combined,2,,,,,
player,201510180sfo,rav,WillBr02,tackles_solo,2,,,,,
player,201510180sfo,rav,WillBr02,tackles_assists,0,,,,,
player,201510180sfo,rav,WillBr02,tackles_loss,1,,,,,
player,201510180sfo,rav,WillBr02,qb_hits,0,,,,,
player,201510180sfo,rav,WillBr02,fumbles_rec,0,,,,,
player,201510180sfo,rav,WillBr02,fumbles_rec_yds,0,,,,,
player,201510180sfo,rav,WillBr02,fumbles_rec_td,0,,,,,
player,201510180sfo,rav,WillBr02,fumbles_forced,0,,,,,
player,201510180sfo,rav,LeviAn00,def_int,0,,,,,
player,201510180sfo,rav,LeviAn00,def_int_yds,0,,,,,
player,201510180sfo,rav,LeviAn00,def_int_td,0,,,,,
player,201510180sfo,rav,LeviAn00,def_int_long,0,,,,,
player,201510180sfo,rav,LeviAn00,pass_defended,0,,,,,
player,201510180sfo,rav,LeviAn00,sacks,0.0,,,,,
player,201510180sfo,rav,LeviAn00,tackles_combined,1,,,,,
player,201510180sfo,rav,LeviAn00,tackles_solo,1,,,,,
player,201510180sfo,rav,LeviAn00,tackles_assists,0,,,,,
player,201510180sfo,rav,LeviAn00,tackles_loss,0,,,,,
player,201510180sfo,rav,LeviAn00,qb_hits,0,,,,,
player,201510180sfo,rav,LeviAn00,fumbles_rec,0,,,,,
player,201510180sfo,rav,LeviAn00,fumbles_rec_yds,0,,,,,
player,201510180sfo,rav,LeviAn00,fumbles_rec_td,0,,,,,
player,201510180sfo,rav,LeviAn00,fumbles_forced,1,,,,,
player,201510180sfo,rav,LewiKe00,def_int,0,,,,,
player,201510180sfo,rav,LewiKe00,def_int_yds,0,,,,,
player,201510180sfo,rav,LewiKe00,def_int_td,0,,,,,
player,201510180sfo,rav,LewiKe00,def_int_long,0,,,,,
player,201510180sfo,rav,LewiKe00,pass_defended,0,,,,,
player,201510180sfo,rav,LewiKe00,sacks,0.0,,,,,
player,201510180sfo,rav,LewiKe00,tackles_combined,1,,,,,
player,201510180sfo,rav,LewiKe00,tackles_solo,1,,,,,
player,201510180sfo,rav,LewiKe00,tackles_assists,0,,,,,
player,201510180sfo,rav,LewiKe00,tackles_loss,0,,,,,
player,201510180sfo,rav,LewiKe00,qb_hits,0,,,,,
player,201510180sfo,rav,LewiKe00,fumbles_rec,0,,,,,
player,201510180sfo,rav,LewiKe00,fumbles_rec_yds,0,,,,,
player,201510180sfo,rav,LewiKe00,fumbles_rec_td,0,,,,,
player,201510180sfo,rav,LewiKe00,fumbles_forced,0,,,,,
player,201510180sfo,rav,LewiKa00,def_int,0,,,,,
player,201510180sfo,rav,LewiKa00,def_int_yds,0,,,,,
player,201510180sfo,rav,LewiKa00,def_int_td,0,,,,,
player,201510180sfo,rav,LewiKa00,def_int_long,0,,,,,
player,201510180sfo,rav,LewiKa00,pass_defended,0,,,,,
player,201510180sfo,rav,LewiKa00,sacks,0.0,,,,,
player,201510180sfo,rav,LewiKa00,tackles_combined,1,,,,,
player,201510180sfo,rav,LewiKa00,tackles_solo,1,,,,,
player,201510180sfo,rav,LewiKa00,tackles_assists,0,,,,,
player,201510180sfo,rav,LewiKa00,tackles_loss,0,,,,,
player,201510180sfo,rav,LewiKa00,qb_hits,0,,,,,
player,201510180sfo,rav,LewiKa00,fumbles_rec,0,,,,,
player,201510180sfo,rav,LewiKa00,fumbles_rec_yds,0,,,,,
player,201510180sfo,rav,LewiKa00,fumbles_rec_td,0,,,,,
player,201510180sfo,rav,LewiKa00,fumbles_forced,0,,,,,
player,201510180sfo,rav,TrawBr00,def_int,0,,,,,
player,201510180sfo,rav,TrawBr00,def_int_yds,0,,,,,
player,201510180sfo,rav,TrawBr00,def_int_td,0,,,,,
player,201510180sfo,rav,TrawBr00,def_int_long,0,,,,,
player,201510180sfo,rav,TrawBr00,pass_defended,0,,,,,
player,201510180sfo,rav,TrawBr00,sacks,0.0,,,,,
player,201510180sfo,rav,TrawBr00,tackles_combined,1,,,,,
player,201510180sfo,rav,TrawBr00,tackles_solo,1,,,,,
player,201510180sfo,rav,TrawBr00,tackles_assists,0,,,,,
player,201510180sfo,rav,TrawBr00,tackles_loss,0,,,,,
player,201510180sfo,rav,TrawBr00,qb_hits,0,,,,,
player,201510180sfo,rav,TrawBr00,fumbles_rec,0,,,,,
player,201510180sfo,rav,TrawBr00,fumbles_rec_yds,0,,,,,
player,201510180sfo,rav,TrawBr00,fumbles_rec_td,0,,,,,
player,201510180sfo,rav,TrawBr00,fumbles_forced,0,,,,,
player,201510180sfo,rav,WalkTr00,def_int,0,,,,,
player,201510180sfo,rav,WalkTr00,def_int_yds,0,,,,,
player,201510180sfo,rav,WalkTr00,def_int_td,0,,,,,
player,201510180sfo,rav,WalkTr00,def_int_long,0,,,,,
player,201510180sfo,rav,WalkTr00,pass_defended,0,,,,,
player,201510180sfo,rav,WalkTr00,sacks,0.0,,,,,
player,201510180sfo,rav,WalkTr00,tackles_combined,1,,,,,
player,201510180sfo,rav,WalkTr00,tackles_solo,1,,,,,
player,201510180sfo,rav,WalkTr00,tackles_assists,0,,,,,
player,201510180sfo,rav,WalkTr00,tackles_loss,0,,,,,
player,201510180sfo,rav,WalkTr00,qb_hits,0,,,,,
player,201510180sfo,rav,WalkTr00,fumbles_rec,0,,,,,
player,201510180sfo,rav,WalkTr00,fumbles_rec_yds,0,,,,,
player,201510180sfo,rav,WalkTr00,fumbles_rec_td,0,,,,,
player,201510180sfo,rav,WalkTr00,fumbles_forced,0,,,,,
player,201510180sfo,rav,McClAl00,def_int,0,,,,,
player,201510180sfo,rav,McClAl00,def_int_yds,0,,,,,
player,201510180sfo,rav,McClAl00,def_int_td,0,,,,,
player,201510180sfo,rav,McClAl00,def_int_long,0,,,,,
player,201510180sfo,rav,McClAl00,pass_defended,1,,,,,
player,201510180sfo,rav,McClAl00,sacks,0.0,,,,,
player,201510180sfo,rav,McClAl00,tackles_combined,0,,,,,
player,201510180sfo,rav,McClAl00,tackles_solo,0,,,,,
player,201510180sfo,rav,McClAl00,tackles_assists,0,,,,,
player,201510180sfo,rav,McClAl00,tackles_loss,0,,,,,
player,201510180sfo,rav,McClAl00,qb_hits,0,,,,,
player,201510180sfo,rav,McClAl00,fumbles_rec,0,,,,,
player,201510180sfo,rav,McClAl00,fumbles_rec_yds,0,,,,,
player,201510180sfo,rav,McClAl00,fumbles_rec_td,0,,,,,
player,201510180sfo,rav,McClAl00,fumbles_forced,0,,,,,
player,201510180sfo,sfo,WilhMi00,def_int,1,,,,,
player,201510180sfo,sfo,WilhMi00,def_int_yds,0,,,,,
player,201510180sfo,sfo,WilhMi00,def_int_td,0,,,,,
player,201510180sfo,sfo,WilhMi00,def_int_long,0,,,,,
player,201510180sfo,sfo,WilhMi00,pass_defended,1,,,,,
player,201510180sfo,sfo,WilhMi00,sacks,0.0,,,,,
player,201510180sfo,sfo,WilhMi00,tackles_combined,13,,,,,
player,201510180sfo,sfo,WilhMi00,tackles_solo,11,,,,,
player,201510180sfo,sfo,WilhMi00,tackles_assists,2,,,,,
player,201510180sfo,sfo,WilhMi00,tackles_loss,0,,,,,
player,201510180sfo,sfo,WilhMi00,qb_hits,0,,,,,
player,201510180sfo,sfo,WilhMi00,fumbles_rec,0,,,,,
player,201510180sfo,sfo,WilhMi00,fumbles_rec_yds,0,,,,,
player,201510180sfo,sfo,WilhMi00,fumbles_rec_td,0,,,,,
player,201510180sfo,sfo,WilhMi00,fumbles_forced,0,,,,,
player,201510180sfo,sfo,AckeKe00,def_int,1,,,,,
player,201510180sfo,sfo,AckeKe00,def_int_yds,45,,,,,
player,201510180sfo,sfo,AckeKe00,def_int_td,0,,,,,
player,201510180sfo,sfo,AckeKe00,def_int_long,45,,,,,
player,201510180sfo,sfo,AckeKe00,pass_defended,2,,,,,
player,201510180sfo,sfo,AckeKe00,sacks,0.0,,,,,
player,201510180sfo,sfo,AckeKe00,tackles_combined,2,,,,,
player,201510180sfo,sfo,AckeKe00,tackles_solo,2,,,,,
player,201510180sfo,sfo,AckeKe00,tackles_assists,0,,,,,
player,201510180sfo,sfo,AckeKe00,tackles_loss,0,,,,,
player,201510180sfo,sfo,AckeKe00,qb_hits,0,,,,,
player,201510180sfo,sfo,AckeKe00,fumbles_rec,0,,,,,
player,201510180sfo,sfo,AckeKe00,fumbles_rec_yds,0,,,,,
player,201510180sfo,sfo,AckeKe00,fumbles_rec_td,0,,,,,
player,201510180sfo,sfo,AckeKe00,fumbles_forced,0,,,,,
player,201510180sfo,sfo,BowmNa99,def_int,0,,,,,
player,201510180sfo,sfo,BowmNa99,def_int_yds,0,,,,,
player,201510180sfo,sfo,BowmNa99,def_int_td,0,,,,,
player,201510180sfo,sfo,BowmNa99,def_int_long,0,,,,,
player,201510180sfo,sfo,BowmNa99,pass_defended,0,,,,,
player,201510180sfo,sfo,BowmNa99,sacks,0.0,,,,,
player,201510180sfo,sfo,BowmNa99,tackles_combined,15,,,,,
player,201510180sfo,sfo,BowmNa99,tackles_solo,13,,,,,
player,201510180sfo,sfo,BowmNa99,tackles_assists,2,,,,,
player,201510180sfo,sfo,BowmNa99,tackles_loss,1,,,,,
player,201510180sfo,sfo,BowmNa99,qb_hits,1,,,,,
player,201510180sfo,sfo,BowmNa99,fumbles_rec,0,,,,,
player,201510180sfo,sfo,BowmNa99,fumbles_rec_yds,0,,,,,
player,201510180sfo,sfo,BowmNa99,fumbles_rec_td,0,,,,,
player,201510180sfo,sfo,BowmNa99,fumbles_forced,0,,,,,
player,201510180sfo,sfo,BethAn20,def_int,0,,,,,
player,201510180sfo,sfo,BethAn20,def_int_yds,0,,,,,
player,201510180sfo,sfo,BethAn20,def_int_td,0,,,,,
player,201510180sfo,sfo,BethAn20,def_int_long,0,,,,,
player,201510180sfo,sfo,BethAn20,pass_defended,0,,,,,
player,201510180sfo,sfo,BethAn20,sacks,0.0,,,,,
player,201510180sfo,sfo,BethAn20,tackles_combined,5,,,,,
player,201510180sfo,sfo,BethAn20,tackles_solo,3,,,,,
player,201510180sfo,sfo,BethAn20,tackles_assists,2,,,,,
player,201510180sfo,sfo,BethAn20,tackles_loss,0,,,,,
player,201510180sfo,sfo,BethAn20,qb_hits,0,,,,,
player,201510180sfo,sfo,BethAn20,fumbles_rec,0,,,,,
player,201510180sfo,sfo,BethAn20,fumbles_rec_yds,0,,,,,
player,201510180sfo,sfo,BethAn20,fumbles_rec_td,0,,,,,
player,201510180sfo,sfo,BethAn20,fumbles_forced,0,,,,,
player,201510180sfo,sfo,BrocTr00,def_int,0,,,,,
player,201510180sfo,sfo,BrocTr00,def_int_yds,0,,,,,
player,201510180sfo,sfo,BrocTr00,def_int_td,0,,,,,
player,201510180sfo,sfo,BrocTr00,def_int_long,0,,,,,
player,201510180sfo,sfo,BrocTr00,pass_defended,2,,,,,
player,201510180sfo,sfo,BrocTr00,sacks,0.0,,,,,
player,201510180sfo,sfo,BrocTr00,tackles_combined,5,,,,,
player,201510180sfo,sfo,BrocTr00,tackles_solo,4,,,,,
player,201510180sfo,sfo,BrocTr00,tackles_assists,1,,,,,
player,201510180sfo,sfo,BrocTr00,tackles_loss,1,,,,,
player,201510180sfo,sfo,BrocTr00,qb_hits,0,,,,,
player,201510180sfo,sfo,BrocTr00,fumbles_rec,0,,,,,
player,201510180sfo,sfo,BrocTr00,fumbles_rec_yds,0,,,,,
player,201510180sfo,sfo,BrocTr00,fumbles_rec_td,0,,,,,
player,201510180sfo,sfo,BrocTr00,fumbles_forced,0,,,,,
player,201510180sfo,sfo,LyncAa00,def_int,0,,,,,
player,201510180sfo,sfo,LyncAa00,def_int_yds,0,,,,,
player,201510180sfo,sfo,LyncAa00,def_int_td,0,,,,,
player,201510180sfo,sfo,LyncAa00,def_int_long,0,,,,,
player,201510180sfo,sfo,LyncAa00,pass_defended,1,,,,,
player,201510180sfo,sfo,LyncAa00,sacks,0.0,,,,,
player,201510180sfo,sfo,LyncAa00,tackles_combined,5,,,,,
player,201510180sfo,sfo,LyncAa00,tackles_solo,5,,,,,
player,201510180sfo,sfo,LyncAa00,tackles_assists,0,,,,,
player,201510180sfo,sfo,LyncAa00,tackles_loss,0,,,,,
player,201510180sfo,sfo,LyncAa00,qb_hits,0,,,,,
player,201510180sfo,sfo,LyncAa00,fumbles_rec,0,,,,,
player,201510180sfo,sfo,LyncAa00,fumbles_rec_yds,0,,,,,
player,201510180sfo,sfo,LyncAa00,fumbles_rec_td,0,,,,,
player,201510180sfo,sfo,LyncAa00,fumbles_forced,0,,,,,
player,201510180sfo,sfo,DialQu00,def_int,0,,,,,
player,201510180sfo,sfo,DialQu00,def_int_yds,0,,,,,
player,201510180sfo,sfo,DialQu00,def_int_td,0,,,,,
player,201510180sfo,sfo,DialQu00,def_int_long,0,,,,,
player,201510180sfo,sfo,DialQu00,pass_defended,0,,,,,
player,201510180sfo,sfo,DialQu00,sacks,0.0,,,,,
player,201510180sfo,sfo,DialQu00,tackles_combined,4,,,,,
player,201510180sfo,sfo,DialQu00,tackles_solo,1,,,,,
player,201510180sfo,sfo,DialQu00,tackles_assists,3,,,,,
player,201510180sfo,sfo,DialQu00,tackles_loss,1,,,,,
player,201510180sfo,sfo,DialQu00,qb_hits,0,,,,,
player,201510180sfo,sfo,DialQu00,fumbles_rec,0,,,,,
player,201510180sfo,sfo,DialQu00,fumbles_rec_yds,0,,,,,
player,201510180sfo,sfo,DialQu00,fumbles_rec_td,0,,,,,
player,201510180sfo,sfo,DialQu00,fumbles_forced,0,,,,,
player,201510180sfo,sfo,WardJi01,def_int,0,,,,,
player,201510180sfo,sfo,WardJi01,def_int_yds,0,,,,,
player,201510180sfo,sfo,WardJi01,def_int_td,0,,,,,
player,201510180sfo,sfo,WardJi01,def_int_long,0,,,,,
player,201510180sfo,sfo,WardJi01,pass_defended,0,,,,,
player,201510180sfo,sfo,WardJi01,sacks,0.0,,,,,
player,201510180sfo,sfo,WardJi01,tackles_combined,4,,,,,
player,201510180sfo,sfo,WardJi01,tackles_solo,3,,,,,
player,201510180sfo,sfo,WardJi01,tackles_assists,1,,,,,
player,201510180sfo,sfo,WardJi01,tackles_loss,0,,,,,
player,201510180sfo,sfo,WardJi01,qb_hits,0,,,,,
player,201510180sfo,sfo,WardJi01,fumbles_rec,0,,,,,
player,201510180sfo,sfo,WardJi01,fumbles_rec_yds,0,,,,,
player,201510180sfo,sfo,WardJi01,fumbles_rec_td,0,,,,,
player,201510180sfo,sfo,WardJi01,fumbles_forced,0,,,,,
player,201510180sfo,sfo,WillIa00,def_int,0,,,,,
player,201510180sfo,sfo,WillIa00,def_int_yds,0,,,,,
player,201510180sfo,sfo,WillIa00,def_int_td,0,,,,,
player,201510180sfo,sfo,WillIa00,def_int_long,0,,,,,
player,201510180sfo,sfo,WillIa00,pass_defended,0,,,,,
player,201510180sfo,sfo,WillIa00,sacks,0.0,,,,,
player,201510180sfo,sfo,WillIa00,tackles_combined,4,,,,,
player,201510180sfo,sfo,WillIa00,tackles_solo,1,,,,,
player,201510180sfo,sfo,WillIa00,tackles_assists,3,,,,,
player,201510180sfo,sfo,WillIa00,tackles_loss,0,,,,,
player,201510180sfo,sfo,WillIa00,qb_hits,0,,,,,
player,201510180sfo,sfo,WillIa00,fumbles_rec,0,,,,,
player,201510180sfo,sfo,WillIa00,fumbles_rec_yds,0,,,,,
player,201510180sfo,sfo,WillIa00,fumbles_rec_td,0,,,,,
player,201510180sfo,sfo,WillIa00,fumbles_forced,0,,,,,
player,201510180sfo,sfo,BrooAh21,def_int,0,,,,,
player,201510180sfo,sfo,BrooAh21,def_int_yds,0,,,,,
player,201510180sfo,sfo,BrooAh21,def_int_td,0,,,,,
player,201510180sfo,sfo,BrooAh21,def_int_long,0,,,,,
player,201510180sfo,sfo,BrooAh21,pass_defended,1,,,,,
player,201510180sfo,sfo,BrooAh21,sacks,0.0,,,,,
player,201510180sfo,sfo,BrooAh21,tackles_combined,3,,,,,
player,201510180sfo,sfo,BrooAh21,tackles_solo,2,,,,,
player,201510180sfo,sfo,BrooAh21,tackles_assists,1,,,,,
