game,2015,3,20150927,201509270det,den,"Denver Broncos",24,det,"Detroit Lions",12
player,201509270det,den,JackMa02,tackles_loss,0,,,,,
player,201509270det,den,JackMa02,qb_hits,1,,,,,
player,201509270det,den,JackMa02,fumbles_rec,1,,,,,
player,201509270det,den,JackMa02,fumbles_rec_yds,0,,,,,
player,201509270det,den,JackMa02,fumbles_rec_td,0,,,,,
player,201509270det,den,JackMa02,fumbles_forced,0,,,,,
player,201509270det,den,MarsBr01,def_int,0,,,,,
player,201509270det,den,MarsBr01,def_int_yds,0,,,,,
player,201509270det,den,MarsBr01,def_int_td,0,,,,,
player,201509270det,den,MarsBr01,def_int_long,0,,,,,
player,201509270det,den,MarsBr01,pass_defended,0,,,,,
player,201509270det,den,MarsBr01,sacks,0.0,,,,,
player,201509270det,den,MarsBr01,tackles_combined,12,,,,,
player,201509270det,den,MarsBr01,tackles_solo,11,,,,,
player,201509270det,den,MarsBr01,tackles_assists,1,,,,,
player,201509270det,den,MarsBr01,tackles_loss,2,,,,,
player,201509270det,den,MarsBr01,qb_hits,1,,,,,
player,201509270det,den,MarsBr01,fumbles_rec,0,,,,,
player,201509270det,den,MarsBr01,fumbles_rec_yds,0,,,,,
player,201509270det,den,MarsBr01,fumbles_rec_td,0,,,,,
player,201509270det,den,MarsBr01,fumbles_forced,0,,,,,
player,201509270det,den,WardT.99,def_int,0,,,,,
player,201509270det,den,WardT.99,def_int_yds,0,,,,,
player,201509270det,den,WardT.99,def_int_td,0,,,,,
player,201509270det,den,WardT.99,def_int_long,0,,,,,
player,201509270det,den,WardT.99,pass_defended,1,,,,,
player,201509270det,den,WardT.99,sacks,0.0,,,,,
player,201509270det,den,WardT.99,tackles_combined,9,,,,,
player,201509270det,den,WardT.99,tackles_solo,4,,,,,
player,201509270det,den,WardT.99,tackles_assists,5,,,,,
player,201509270det,den,WardT.99,tackles_loss,1,,,,,
player,201509270det,den,WardT.99,qb_hits,0,,,,,
player,201509270det,den,WardT.99,fumbles_rec,0,,,,,
player,201509270det,den,WardT.99,fumbles_rec_yds,0,,,,,
player,201509270det,den,WardT.99,fumbles_rec_td,0,,,,,
player,201509270det,den,WardT.99,fumbles_forced,0,,,,,
player,201509270det,den,StewDa00,def_int,0,,,,,
player,201509270det,den,StewDa00,def_int_yds,0,,,,,
player,201509270det,den,StewDa00,def_int_td,0,,,,,
player,201509270det,den,StewDa00,def_int_long,0,,,,,
player,201509270det,den,StewDa00,pass_defended,0,,,,,
player,201509270det,den,StewDa00,sacks,0.0,,,,,
player,201509270det,den,StewDa00,tackles_combined,8,,,,,
player,201509270det,den,StewDa00,tackles_solo,6,,,,,
player,201509270det,den,StewDa00,tackles_assists,2,,,,,
player,201509270det,den,StewDa00,tackles_loss,0,,,,,
player,201509270det,den,StewDa00,qb_hits,0,,,,,
player,201509270det,den,StewDa00,fumbles_rec,0,,,,,
player,201509270det,den,StewDa00,fumbles_rec_yds,0,,,,,
player,201509270det,den,StewDa00,fumbles_rec_td,0,,,,,
player,201509270det,den,StewDa00,fumbles_forced,0,,,,,
player,201509270det,den,TaliAq99,def_int,0,,,,,
player,201509270det,den,TaliAq99,def_int_yds,0,,,,,
player,201509270det,den,TaliAq99,def_int_td,0,,,,,
player,201509270det,den,TaliAq99,def_int_long,0,,,,,
player,201509270det,den,TaliAq99,pass_defended,1,,,,,
player,201509270det,den,TaliAq99,sacks,0.0,,,,,
player,201509270det,den,TaliAq99,tackles_combined,5,,,,,
player,201509270det,den,TaliAq99,tackles_solo,5,,,,,
player,201509270det,den,TaliAq99,tackles_assists,0,,,,,
player,201509270det,den,TaliAq99,tackles_loss,0,,,,,
player,201509270det,den,TaliAq99,qb_hits,0,,,,,
player,201509270det,den,TaliAq99,fumbles_rec,0,,,,,
player,201509270det,den,TaliAq99,fumbles_rec_yds,0,,,,,
player,201509270det,den,TaliAq99,fumbles_rec_td,0,,,,,
player,201509270det,den,TaliAq99,fumbles_forced,0,,,,,
player,201509270det,den,TrevDa00,def_int,0,,,,,
player,201509270det,den,TrevDa00,def_int_yds,0,,,,,
player,201509270det,den,TrevDa00,def_int_td,0,,,,,
player,201509270det,den,TrevDa00,def_int_long,0,,,,,
player,201509270det,den,TrevDa00,pass_defended,0,,,,,
player,201509270det,den,TrevDa00,sacks,0.0,,,,,
player,201509270det,den,TrevDa00,tackles_combined,3,,,,,
player,201509270det,den,TrevDa00,tackles_solo,1,,,,,
player,201509270det,den,TrevDa00,tackles_assists,2,,,,,
player,201509270det,den,TrevDa00,tackles_loss,0,,,,,
player,201509270det,den,TrevDa00,qb_hits,0,,,,,
player,201509270det,den,TrevDa00,fumbles_rec,0,,,,,
player,201509270det,den,TrevDa00,fumbles_rec_yds,0,,,,,
player,201509270det,den,TrevDa00,fumbles_rec_td,0,,,,,
player,201509270det,den,TrevDa00,fumbles_forced,0,,,,,
player,201509270det,den,HarrCh01,def_int,0,,,,,
player,201509270det,den,HarrCh01,def_int_yds,0,,,,,
player,201509270det,den,HarrCh01,def_int_td,0,,,,,
player,201509270det,den,HarrCh01,def_int_long,0,,,,,
player,201509270det,den,HarrCh01,pass_defended,0,,,,,
player,201509270det,den,HarrCh01,sacks,0.0,,,,,
player,201509270det,den,HarrCh01,tackles_combined,2,,,,,
player,201509270det,den,HarrCh01,tackles_solo,2,,,,,
player,201509270det,den,HarrCh01,tackles_assists,0,,,,,
player,201509270det,den,HarrCh01,tackles_loss,0,,,,,
player,201509270det,den,HarrCh01,qb_hits,0,,,,,
player,201509270det,den,HarrCh01,fumbles_rec,0,,,,,
player,201509270det,den,HarrCh01,fumbles_rec_yds,0,,,,,
player,201509270det,den,HarrCh01,fumbles_rec_td,0,,,,,
player,201509270det,den,HarrCh01,fumbles_forced,0,,,,,
player,201509270det,den,McCrLe01,def_int,0,,,,,
player,201509270det,den,McCrLe01,def_int_yds,0,,,,,
player,201509270det,den,McCrLe01,def_int_td,0,,,,,
player,201509270det,den,McCrLe01,def_int_long,0,,,,,
player,201509270det,den,McCrLe01,pass_defended,0,,,,,
player,201509270det,den,McCrLe01,sacks,0.0,,,,,
player,201509270det,den,McCrLe01,tackles_combined,2,,,,,
player,201509270det,den,McCrLe01,tackles_solo,1,,,,,
player,201509270det,den,McCrLe01,tackles_assists,1,,,,,
player,201509270det,den,McCrLe01,tackles_loss,0,,,,,
player,201509270det,den,McCrLe01,qb_hits,0,,,,,
player,201509270det,den,McCrLe01,fumbles_rec,0,,,,,
player,201509270det,den,McCrLe01,fumbles_rec_yds,0,,,,,
player,201509270det,den,McCrLe01,fumbles_rec_td,0,,,,,
player,201509270det,den,McCrLe01,fumbles_forced,0,,,,,
player,201509270det,den,GreeVi00,def_int,0,,,,,
player,201509270det,den,GreeVi00,def_int_yds,0,,,,,
player,201509270det,den,GreeVi00,def_int_td,0,,,,,
player,201509270det,den,GreeVi00,def_int_long,0,,,,,
player,201509270det,den,GreeVi00,pass_defended,0,,,,,
player,201509270det,den,GreeVi00,sacks,0.0,,,,,
player,201509270det,den,GreeVi00,tackles_combined,1,,,,,
player,201509270det,den,GreeVi00,tackles_solo,1,,,,,
player,201509270det,den,GreeVi00,tackles_assists,0,,,,,
player,201509270det,den,GreeVi00,tackles_loss,0,,,,,
player,201509270det,den,GreeVi00,qb_hits,0,,,,,
player,201509270det,den,GreeVi00,fumbles_rec,0,,,,,
player,201509270det,den,GreeVi00,fumbles_rec_yds,0,,,,,
player,201509270det,den,GreeVi00,fumbles_rec_td,0,,,,,
player,201509270det,den,GreeVi00,fumbles_forced,0,,,,,
player,201509270det,den,RayxSh00,def_int,0,,,,,
player,201509270det,den,RayxSh00,def_int_yds,0,,,,,
player,201509270det,den,RayxSh00,def_int_td,0,,,,,
player,201509270det,den,RayxSh00,def_int_long,0,,,,,
player,201509270det,den,RayxSh00,pass_defended,0,,,,,
player,201509270det,den,RayxSh00,sacks,0.0,,,,,
player,201509270det,den,RayxSh00,tackles_combined,1,,,,,
player,201509270det,den,RayxSh00,tackles_solo,1,,,,,
player,201509270det,den,RayxSh00,tackles_assists,0,,,,,
player,201509270det,den,RayxSh00,tackles_loss,0,,,,,
player,201509270det,den,RayxSh00,qb_hits,0,,,,,
player,201509270det,den,RayxSh00,fumbles_rec,0,,,,,
player,201509270det,den,RayxSh00,fumbles_rec_yds,0,,,,,
player,201509270det,den,RayxSh00,fumbles_rec_td,0,,,,,
player,201509270det,den,RayxSh00,fumbles_forced,0,,,,,
player,201509270det,den,WalkVa99,def_int,0,,,,,
player,201509270det,den,WalkVa99,def_int_yds,0,,,,,
player,201509270det,den,WalkVa99,def_int_td,0,,,,,
player,201509270det,den,WalkVa99,def_int_long,0,,,,,
player,201509270det,den,WalkVa99,pass_defended,0,,,,,
player,201509270det,den,WalkVa99,sacks,0.0,,,,,
player,201509270det,den,WalkVa99,tackles_combined,1,,,,,
player,201509270det,den,WalkVa99,tackles_solo,0,,,,,
player,201509270det,den,WalkVa99,tackles_assists,1,,,,,
player,201509270det,den,WalkVa99,tackles_loss,0,,,,,
player,201509270det,den,WalkVa99,qb_hits,0,,,,,
player,201509270det,den,WalkVa99,fumbles_rec,0,,,,,
player,201509270det,den,WalkVa99,fumbles_rec_yds,0,,,,,
player,201509270det,den,WalkVa99,fumbles_rec_td,0,,,,,
player,201509270det,den,WalkVa99,fumbles_forced,0,,,,,
player,201509270det,den,MillVo00,def_int,0,,,,,
player,201509270det,den,MillVo00,def_int_yds,0,,,,,
player,201509270det,den,MillVo00,def_int_td,0,,,,,
player,201509270det,den,MillVo00,def_int_long,0,,,,,
player,201509270det,den,MillVo00,pass_defended,0,,,,,
player,201509270det,den,MillVo00,sacks,0.0,,,,,
player,201509270det,den,MillVo00,tackles_combined,0,,,,,
player,201509270det,den,MillVo00,tackles_solo,0,,,,,
player,201509270det,den,MillVo00,tackles_assists,0,,,,,
player,201509270det,den,MillVo00,tackles_loss,0,,,,,
player,201509270det,den,MillVo00,qb_hits,1,,,,,
player,201509270det,den,MillVo00,fumbles_rec,0,,,,,
player,201509270det,den,MillVo00,fumbles_rec_yds,0,,,,,
player,201509270det,den,MillVo00,fumbles_rec_td,0,,,,,
player,201509270det,den,MillVo00,fumbles_forced,0,,,,,
player,201509270det,den,SmitAn22,def_int,0,,,,,
player,201509270det,den,SmitAn22,def_int_yds,0,,,,,
player,201509270det,den,SmitAn22,def_int_td,0,,,,,
player,201509270det,den,SmitAn22,def_int_long,0,,,,,
player,201509270det,den,SmitAn22,pass_defended,1,,,,,
player,201509270det,den,SmitAn22,sacks,0.0,,,,,
player,201509270det,den,SmitAn22,tackles_combined,0,,,,,
player,201509270det,den,SmitAn22,tackles_solo,0,,,,,
player,201509270det,den,SmitAn22,tackles_assists,0,,,,,
player,201509270det,den,SmitAn22,tackles_loss,0,,,,,
player,201509270det,den,SmitAn22,qb_hits,1,,,,,
player,201509270det,den,SmitAn22,fumbles_rec,0,,,,,
player,201509270det,den,SmitAn22,fumbles_rec_yds,0,,,,,
player,201509270det,den,SmitAn22,fumbles_rec_td,0,,,,,
player,201509270det,den,SmitAn22,fumbles_forced,0,,,,,
player,201509270det,det,QuinGl99,def_int,1,,,,,
player,201509270det,det,QuinGl99,def_int_yds,1,,,,,
player,201509270det,det,QuinGl99,def_int_td,0,,,,,
player,201509270det,det,QuinGl99,def_int_long,1,,,,,
player,201509270det,det,QuinGl99,pass_defended,1,,,,,
player,201509270det,det,QuinGl99,sacks,0.0,,,,,
player,201509270det,det,QuinGl99,tackles_combined,2,,,,,
player,201509270det,det,QuinGl99,tackles_solo,1,,,,,
player,201509270det,det,QuinGl99,tackles_assists,1,,,,,
player,201509270det,det,QuinGl99,tackles_loss,0,,,,,
player,201509270det,det,QuinGl99,qb_hits,0,,,,,
player,201509270det,det,QuinGl99,fumbles_rec,0,,,,,
player,201509270det,det,QuinGl99,fumbles_rec_yds,0,,,,,
player,201509270det,det,QuinGl99,fumbles_rec_td,0,,,,,
player,201509270det,det,QuinGl99,fumbles_forced,0,,,,,
player,201509270det,det,TaylDe00,def_int,0,,,,,
player,201509270det,det,TaylDe00,def_int_yds,0,,,,,
player,201509270det,det,TaylDe00,def_int_td,0,,,,,
player,201509270det,det,TaylDe00,def_int_long,0,,,,,
player,201509270det,det,TaylDe00,pass_defended,0,,,,,
player,201509270det,det,TaylDe00,sacks,1.0,,,,,
player,201509270det,det,TaylDe00,tackles_combined,2,,,,,
player,201509270det,det,TaylDe00,tackles_solo,2,,,,,
player,201509270det,det,TaylDe00,tackles_assists,0,,,,,
player,201509270det,det,TaylDe00,tackles_loss,1,,,,,
player,201509270det,det,TaylDe00,qb_hits,2,,,,,
player,201509270det,det,TaylDe00,fumbles_rec,0,,,,,
player,201509270det,det,TaylDe00,fumbles_rec_yds,0,,,,,
player,201509270det,det,TaylDe00,fumbles_rec_td,0,,,,,
player,201509270det,det,TaylDe00,fumbles_forced,0,,,,,
player,201509270det,det,TullSt20,def_int,0,,,,,
player,201509270det,det,TullSt20,def_int_yds,0,,,,,
player,201509270det,det,TullSt20,def_int_td,0,,,,,
player,201509270det,det,TullSt20,def_int_long,0,,,,,
player,201509270det,det,TullSt20,pass_defended,0,,,,,
player,201509270det,det,TullSt20,sacks,0.0,,,,,
player,201509270det,det,TullSt20,tackles_combined,11,,,,,
player,201509270det,det,TullSt20,tackles_solo,7,,,,,
player,201509270det,det,TullSt20,tackles_assists,4,,,,,
player,201509270det,det,TullSt20,tackles_loss,0,,,,,
player,201509270det,det,TullSt20,qb_hits,0,,,,,
player,201509270det,det,TullSt20,fumbles_rec,0,,,,,
player,201509270det,det,TullSt20,fumbles_rec_yds,0,,,,,
player,201509270det,det,TullSt20,fumbles_rec_td,0,,,,,
player,201509270det,det,TullSt20,fumbles_forced,0,,,,,
player,201509270det,det,ByneJo00,def_int,0,,,,,
player,201509270det,det,ByneJo00,def_int_yds,0,,,,,
player,201509270det,det,ByneJo00,def_int_td,0,,,,,
player,201509270det,det,ByneJo00,def_int_long,0,,,,,
player,201509270det,det,ByneJo00,pass_defended,1,,,,,
player,201509270det,det,ByneJo00,sacks,0.0,,,,,
player,201509270det,det,ByneJo00,tackles_combined,7,,,,,
player,201509270det,det,ByneJo00,tackles_solo,3,,,,,
player,201509270det,det,ByneJo00,tackles_assists,4,,,,,
player,201509270det,det,ByneJo00,tackles_loss,0,,,,,
player,201509270det,det,ByneJo00,qb_hits,0,,,,,
player,201509270det,det,ByneJo00,fumbles_rec,0,,,,,
player,201509270det,det,ByneJo00,fumbles_rec_yds,0,,,,,
player,201509270det,det,ByneJo00,fumbles_rec_td,0,,,,,
player,201509270det,det,ByneJo00,fumbles_forced,0,,,,,
player,201509270det,det,IhedJa00,def_int,0,,,,,
player,201509270det,det,IhedJa00,def_int_yds,0,,,,,
player,201509270det,det,IhedJa00,def_int_td,0,,,,,
player,201509270det,det,IhedJa00,def_int_long,0,,,,,
player,201509270det,det,IhedJa00,pass_defended,1,,,,,
player,201509270det,det,IhedJa00,sacks,0.0,,,,,
player,201509270det,det,IhedJa00,tackles_combined,7,,,,,
player,201509270det,det,IhedJa00,tackles_solo,4,,,,,
player,201509270det,det,IhedJa00,tackles_assists,3,,,,,
player,201509270det,det,IhedJa00,tackles_loss,0,,,,,
player,201509270det,det,IhedJa00,qb_hits,0,,,,,
player,201509270det,det,IhedJa00,fumbles_rec,0,,,,,
player,201509270det,det,IhedJa00,fumbles_rec_yds,0,,,,,
player,201509270det,det,IhedJa00,fumbles_rec_td,0,,,,,
player,201509270det,det,IhedJa00,fumbles_forced,0,,,,,
player,201509270det,det,MathRa99,def_int,0,,,,,
player,201509270det,det,MathRa99,def_int_yds,0,,,,,
player,201509270det,det,MathRa99,def_int_td,0,,,,,
player,201509270det,det,MathRa99,def_int_long,0,,,,,
player,201509270det,det,MathRa99,pass_defended,2,,,,,
player,201509270det,det,MathRa99,sacks,0.0,,,,,
player,201509270det,det,MathRa99,tackles_combined,6,,,,,
player,201509270det,det,MathRa99,tackles_solo,5,,,,,
player,201509270det,det,MathRa99,tackles_assists,1,,,,,
player,201509270det,det,MathRa99,tackles_loss,2,,,,,
player,201509270det,det,MathRa99,qb_hits,0,,,,,
player,201509270det,det,MathRa99,fumbles_rec,0,,,,,
player,201509270det,det,MathRa99,fumbles_rec_yds,0,,,,,
player,201509270det,det,MathRa99,fumbles_rec_td,0,,,,,
player,201509270det,det,MathRa99,fumbles_forced,1,,,,,
player,201509270det,det,SlayDa00,def_int,0,,,,,
player,201509270det,det,SlayDa00,def_int_yds,0,,,,,
player,201509270det,det,SlayDa00,def_int_td,0,,,,,
player,201509270det,det,SlayDa00,def_int_long,0,,,,,
player,201509270det,det,SlayDa00,pass_defended,0,,,,,
player,201509270det,det,SlayDa00,sacks,0.0,,,,,
player,201509270det,det,SlayDa00,tackles_combined,5,,,,,
player,201509270det,det,SlayDa00,tackles_solo,4,,,,,
player,201509270det,det,SlayDa00,tackles_assists,1,,,,,
player,201509270det,det,SlayDa00,tackles_loss,0,,,,,
player,201509270det,det,SlayDa00,qb_hits,0,,,,,
player,201509270det,det,SlayDa00,fumbles_rec,0,,,,,
player,201509270det,det,SlayDa00,fumbles_rec_yds,0,,,,,
player,201509270det,det,SlayDa00,fumbles_rec_td,0,,,,,
player,201509270det,det,SlayDa00,fumbles_forced,0,,,,,
player,201509270det,det,WilsJo99,def_int,0,,,,,
player,201509270det,det,WilsJo99,def_int_yds,0,,,,,
player,201509270det,det,WilsJo99,def_int_td,0,,,,,
player,201509270det,det,WilsJo99,def_int_long,0,,,,,
player,201509270det,det,WilsJo99,pass_defended,0,,,,,
player,201509270det,det,WilsJo99,sacks,0.0,,,,,
player,201509270det,det,WilsJo99,tackles_combined,4,,,,,
player,201509270det,det,WilsJo99,tackles_solo,3,,,,,
player,201509270det,det,WilsJo99,tackles_assists,1,,,,,
player,201509270det,det,WilsJo99,tackles_loss,0,,,,,
player,201509270det,det,WilsJo99,qb_hits,0,,,,,
player,201509270det,det,WilsJo99,fumbles_rec,0,,,,,
player,201509270det,det,WilsJo99,fumbles_rec_yds,0,,,,,
player,201509270det,det,WilsJo99,fumbles_rec_td,0,,,,,
player,201509270det,det,WilsJo99,fumbles_forced,0,,,,,
player,201509270det,det,AnsaEz00,def_int,0,,,,,
player,201509270det,det,AnsaEz00,def_int_yds,0,,,,,
player,201509270det,det,AnsaEz00,def_int_td,0,,,,,
player,201509270det,det,AnsaEz00,def_int_long,0,,,,,
player,201509270det,det,AnsaEz00,pass_defended,0,,,,,
player,201509270det,det,AnsaEz00,sacks,0.0,,,,,
player,201509270det,det,AnsaEz00,tackles_combined,3,,,,,
player,201509270det,det,AnsaEz00,tackles_solo,2,,,,,
player,201509270det,det,AnsaEz00,tackles_assists,1,,,,,
player,201509270det,det,AnsaEz00,tackles_loss,0,,,,,
player,201509270det,det,AnsaEz00,qb_hits,2,,,,,
player,201509270det,det,AnsaEz00,fumbles_rec,0,,,,,
player,201509270det,det,AnsaEz00,fumbles_rec_yds,0,,,,,
player,201509270det,det,AnsaEz00,fumbles_rec_td,0,,,,,
player,201509270det,det,AnsaEz00,fumbles_forced,0,,,,,
player,201509270det,det,AbduIs00,def_int,0,,,,,
player,201509270det,det,AbduIs00,def_int_yds,0,,,,,
player,201509270det,det,AbduIs00,def_int_td,0,,,,,
player,201509270det,det,AbduIs00,def_int_long,0,,,,,
player,201509270det,det,AbduIs00,pass_defended,1,,,,,
player,201509270det,det,AbduIs00,sacks,0.0,,,,,
player,201509270det,det,AbduIs00,tackles_combined,2,,,,,
player,201509270det,det,AbduIs00,tackles_solo,0,,,,,
player,201509270det,det,AbduIs00,tackles_assists,2,,,,,
player,201509270det,det,AbduIs00,tackles_loss,0,,,,,
player,201509270det,det,AbduIs00,qb_hits,0,,,,,
player,201509270det,det,AbduIs00,fumbles_rec,0,,,,,
player,201509270det,det,AbduIs00,fumbles_rec_yds,0,,,,,
player,201509270det,det,AbduIs00,fumbles_rec_td,0,,,,,
player,201509270det,det,AbduIs00,fumbles_forced,0,,,,,
player,201509270det,det,LewiTr00,def_int,0,,,,,
player,201509270det,det,LewiTr00,def_int_yds,0,,,,,
player,201509270det,det,LewiTr00,def_int_td,0,,,,,
player,201509270det,det,LewiTr00,def_int_long,0,,,,,
player,201509270det,det,LewiTr00,pass_defended,0,,,,,
player,201509270det,det,LewiTr00,sacks,0.0,,,,,
player,201509270det,det,LewiTr00,tackles_combined,2,,,,,
player,201509270det,det,LewiTr00,tackles_solo,2,,,,,
player,201509270det,det,LewiTr00,tackles_assists,0,,,,,
player,201509270det,det,LewiTr00,tackles_loss,0,,,,,
player,201509270det,det,LewiTr00,qb_hits,0,,,,,
player,201509270det,det,LewiTr00,fumbles_rec,0,,,,,
player,201509270det,det,LewiTr00,fumbles_rec_yds,0,,,,,
player,201509270det,det,LewiTr00,fumbles_rec_td,0,,,,,
player,201509270det,det,LewiTr00,fumbles_forced,0,,,,,
player,201509270det,det,WhitTa00,def_int,0,,,,,
player,201509270det,det,WhitTa00,def_int_yds,0,,,,,
player,201509270det,det,WhitTa00,def_int_td,0,,,,,
player,201509270det,det,WhitTa00,def_int_long,0,,,,,
player,201509270det,det,WhitTa00,pass_defended,0,,,,,
player,201509270det,det,WhitTa00,sacks,0.0,,,,,
player,201509270det,det,WhitTa00,tackles_combined,2,,,,,
player,201509270det,det,WhitTa00,tackles_solo,0,,,,,
player,201509270det,det,WhitTa00,tackles_assists,2,,,,,
player,201509270det,det,WhitTa00,tackles_loss,0,,,,,
player,201509270det,det,WhitTa00,qb_hits,0,,,,,
player,201509270det,det,WhitTa00,fumbles_rec,0,,,,,
player,201509270det,det,WhitTa00,fumbles_rec_yds,0,,,,,
player,201509270det,det,WhitTa00,fumbles_rec_td,0,,,,,
player,201509270det,det,WhitTa00,fumbles_forced,0,,,,,
player,201509270det,det,DiggQu00,def_int,0,,,,,
player,201509270det,det,DiggQu00,def_int_yds,0,,,,,
player,201509270det,det,DiggQu00,def_int_td,0,,,,,
player,201509270det,det,DiggQu00,def_int_long,0,,,,,
player,201509270det,det,DiggQu00,pass_defended,0,,,,,
player,201509270det,det,DiggQu00,sacks,0.0,,,,,
player,201509270det,det,DiggQu00,tackles_combined,1,,,,,
player,201509270det,det,DiggQu00,tackles_solo,0,,,,,
player,201509270det,det,DiggQu00,tackles_assists,1,,,,,
player,201509270det,det,DiggQu00,tackles_loss,0,,,,,
player,201509270det,det,DiggQu00,qb_hits,0,,,,,
player,201509270det,det,DiggQu00,fumbles_rec,1,,,,,
player,201509270det,det,DiggQu00,fumbles_rec_yds,0,,,,,
player,201509270det,det,DiggQu00,fumbles_rec_td,0,,,,,
player,201509270det,det,DiggQu00,fumbles_forced,0,,,,,
player,201509270det,det,ReidCa00,def_int,0,,,,,
player,201509270det,det,ReidCa00,def_int_yds,0,,,,,
player,201509270det,det,ReidCa00,def_int_td,0,,,,,
player,201509270det,det,ReidCa00,def_int_long,0,,,,,
player,201509270det,det,ReidCa00,pass_defended,0,,,,,
player,201509270det,det,ReidCa00,sacks,0.0,,,,,
player,201509270det,det,ReidCa00,tackles_combined,1,,,,,
player,201509270det,det,ReidCa00,tackles_solo,0,,,,,
player,201509270det,det,ReidCa00,tackles_assists,1,,,,,
player,201509270det,det,ReidCa00,tackles_loss,0,,,,,
player,201509270det,det,ReidCa00,qb_hits,0,,,,,
player,201509270det,det,ReidCa00,fumbles_rec,0,,,,,
player,201509270det,det,ReidCa00,fumbles_rec_yds,0,,,,,
player,201509270det,det,ReidCa00,fumbles_rec_td,0,,,,,
player,201509270det,det,ReidCa00,fumbles_forced,0,,,,,
player,201509270det,det,RiddTh00,def_int,0,,,,,
player,201509270det,det,RiddTh00,def_int_yds,0,,,,,
player,201509270det,det,RiddTh00,def_int_td,0,,,,,
player,201509270det,det,RiddTh00,def_int_long,0,,,,,
player,201509270det,det,RiddTh00,pass_defended,0,,,,,
player,201509270det,det,RiddTh00,sacks,0.0,,,,,
player,201509270det,det,RiddTh00,tackles_combined,1,,,,,
player,201509270det,det,RiddTh00,tackles_solo,1,,,,,
player,201509270det,det,RiddTh00,tackles_assists,0,,,,,
player,201509270det,det,RiddTh00,tackles_loss,0,,,,,
player,201509270det,det,RiddTh00,qb_hits,0,,,,,
player,201509270det,det,RiddTh00,fumbles_rec,0,,,,,
player,201509270det,det,RiddTh00,fumbles_rec_yds,0,,,,,
player,201509270det,det,RiddTh00,fumbles_rec_td,0,,,,,
player,201509270det,det,RiddTh00,fumbles_forced,0,,,,,
player,201509270det,det,TappDa20,def_int,0,,,,,
player,201509270det,det,TappDa20,def_int_yds,0,,,,,
player,201509270det,det,TappDa20,def_int_td,0,,,,,
player,201509270det,det,TappDa20,def_int_long,0,,,,,
player,201509270det,det,TappDa20,pass_defended,0,,,,,
player,201509270det,det,TappDa20,sacks,0.0,,,,,
player,201509270det,det,TappDa20,tackles_combined,1,,,,,
player,201509270det,det,TappDa20,tackles_solo,1,,,,,
player,201509270det,det,TappDa20,tackles_assists,0,,,,,
player,201509270det,det,TappDa20,tackles_loss,0,,,,,
player,201509270det,det,TappDa20,qb_hits,1,,,,,
player,201509270det,det,TappDa20,fumbles_rec,0,,,,,
player,201509270det,det,TappDa20,fumbles_rec_yds,0,,,,,
player,201509270det,det,TappDa20,fumbles_rec_td,0,,,,,
player,201509270det,det,TappDa20,fumbles_forced,0,,,,,
player,201509270det,det,VanNKy00,def_int,0,,,,,
player,201509270det,det,VanNKy00,def_int_yds,0,,,,,
player,201509270det,det,VanNKy00,def_int_td,0,,,,,
player,201509270det,det,VanNKy00,def_int_long,0,,,,,
player,201509270det,det,VanNKy00,pass_defended,0,,,,,
player,201509270det,det,VanNKy00,sacks,0.0,,,,,
player,201509270det,det,VanNKy00,tackles_combined,1,,,,,
player,201509270det,det,VanNKy00,tackles_solo,0,,,,,
player,201509270det,det,VanNKy00,tackles_assists,1,,,,,
player,201509270det,det,VanNKy00,tackles_loss,0,,,,,
player,201509270det,det,VanNKy00,qb_hits,0,,,,,
player,201509270det,det,VanNKy00,fumbles_rec,0,,,,,
player,201509270det,det,VanNKy00,fumbles_rec_yds,0,,,,,
player,201509270det,det,VanNKy00,fumbles_rec_td,0,,,,,
player,201509270det,det,VanNKy00,fumbles_forced,0,,,,,
player,201509270det,det,WalkTy00,def_int,0,,,,,
player,201509270det,det,WalkTy00,def_int_yds,0,,,,,
player,201509270det,det,WalkTy00,def_int_td,0,,,,,
player,201509270det,det,WalkTy00,def_int_long,0,,,,,
player,201509270det,det,WalkTy00,pass_defended,0,,,,,
player,201509270det,det,WalkTy00,sacks,0.0,,,,,
player,201509270det,det,WalkTy00,tackles_combined,1,,,,,
player,201509270det,det,WalkTy00,tackles_solo,1,,,,,
player,201509270det,det,WalkTy00,tackles_assists,0,,,,,
player,201509270det,det,WalkTy00,tackles_loss,1,,,,,
player,201509270det,det,WalkTy00,qb_hits,0,,,,,
player,201509270det,det,WalkTy00,fumbles_rec,0,,,,,
player,201509270det,det,WalkTy00,fumbles_rec_yds,0,,,,,
player,201509270det,det,WalkTy00,fumbles_rec_td,0,,,,,
player,201509270det,det,WalkTy00,fumbles_forced,0,,,,,
player,201509270det,det,WrigGa00,def_int,0,,,,,
player,201509270det,det,WrigGa00,def_int_yds,0,,,,,
player,201509270det,det,WrigGa00,def_int_td,0,,,,,
player,201509270det,det,WrigGa00,def_int_long,0,,,,,
player,201509270det,det,WrigGa00,pass_defended,0,,,,,
player,201509270det,det,WrigGa00,sacks,0.0,,,,,
player,201509270det,det,WrigGa00,tackles_combined,1,,,,,
player,201509270det,det,WrigGa00,tackles_solo,0,,,,,
player,201509270det,det,WrigGa00,tackles_assists,1,,,,,
player,201509270det,det,WrigGa00,tackles_loss,0,,,,,
