game,2015,4,20151004,201510040sdg,cle,"Cleveland Browns",27,sdg,"San Diego Chargers",30
player,201510040sdg,sdg,WeddEr99,tackles_solo,7,,,,,
player,201510040sdg,sdg,WeddEr99,tackles_assists,4,,,,,
player,201510040sdg,sdg,WeddEr99,tackles_loss,0,,,,,
player,201510040sdg,sdg,WeddEr99,qb_hits,1,,,,,
player,201510040sdg,sdg,WeddEr99,fumbles_rec,0,,,,,
player,201510040sdg,sdg,WeddEr99,fumbles_rec_yds,0,,,,,
player,201510040sdg,sdg,WeddEr99,fumbles_rec_td,0,,,,,
player,201510040sdg,sdg,WeddEr99,fumbles_forced,0,,,,,
player,201510040sdg,sdg,TeoxMa00,def_int,0,,,,,
player,201510040sdg,sdg,TeoxMa00,def_int_yds,0,,,,,
player,201510040sdg,sdg,TeoxMa00,def_int_td,0,,,,,
player,201510040sdg,sdg,TeoxMa00,def_int_long,0,,,,,
player,201510040sdg,sdg,TeoxMa00,pass_defended,0,,,,,
player,201510040sdg,sdg,TeoxMa00,sacks,0.0,,,,,
player,201510040sdg,sdg,TeoxMa00,tackles_combined,13,,,,,
player,201510040sdg,sdg,TeoxMa00,tackles_solo,13,,,,,
player,201510040sdg,sdg,TeoxMa00,tackles_assists,0,,,,,
player,201510040sdg,sdg,TeoxMa00,tackles_loss,2,,,,,
player,201510040sdg,sdg,TeoxMa00,qb_hits,0,,,,,
player,201510040sdg,sdg,TeoxMa00,fumbles_rec,0,,,,,
player,201510040sdg,sdg,TeoxMa00,fumbles_rec_yds,0,,,,,
player,201510040sdg,sdg,TeoxMa00,fumbles_rec_td,0,,,,,
player,201510040sdg,sdg,TeoxMa00,fumbles_forced,0,,,,,
player,201510040sdg,sdg,FlowBr99,def_int,0,,,,,
player,201510040sdg,sdg,FlowBr99,def_int_yds,0,,,,,
player,201510040sdg,sdg,FlowBr99,def_int_td,0,,,,,
player,201510040sdg,sdg,FlowBr99,def_int_long,0,,,,,
player,201510040sdg,sdg,FlowBr99,pass_defended,2,,,,,
player,201510040sdg,sdg,FlowBr99,sacks,0.0,,,,,
player,201510040sdg,sdg,FlowBr99,tackles_combined,7,,,,,
player,201510040sdg,sdg,FlowBr99,tackles_solo,6,,,,,
player,201510040sdg,sdg,FlowBr99,tackles_assists,1,,,,,
player,201510040sdg,sdg,FlowBr99,tackles_loss,0,,,,,
player,201510040sdg,sdg,FlowBr99,qb_hits,0,,,,,
player,201510040sdg,sdg,FlowBr99,fumbles_rec,0,,,,,
player,201510040sdg,sdg,FlowBr99,fumbles_rec_yds,0,,,,,
player,201510040sdg,sdg,FlowBr99,fumbles_rec_td,0,,,,,
player,201510040sdg,sdg,FlowBr99,fumbles_forced,0,,,,,
player,201510040sdg,sdg,ReyeKe00,def_int,0,,,,,
player,201510040sdg,sdg,ReyeKe00,def_int_yds,0,,,,,
player,201510040sdg,sdg,ReyeKe00,def_int_td,0,,,,,
player,201510040sdg,sdg,ReyeKe00,def_int_long,0,,,,,
player,201510040sdg,sdg,ReyeKe00,pass_defended,0,,,,,
player,201510040sdg,sdg,ReyeKe00,sacks,0.0,,,,,
player,201510040sdg,sdg,ReyeKe00,tackles_combined,6,,,,,
player,201510040sdg,sdg,ReyeKe00,tackles_solo,5,,,,,
player,201510040sdg,sdg,ReyeKe00,tackles_assists,1,,,,,
player,201510040sdg,sdg,ReyeKe00,tackles_loss,1,,,,,
player,201510040sdg,sdg,ReyeKe00,qb_hits,1,,,,,
player,201510040sdg,sdg,ReyeKe00,fumbles_rec,0,,,,,
player,201510040sdg,sdg,ReyeKe00,fumbles_rec_yds,0,,,,,
player,201510040sdg,sdg,ReyeKe00,fumbles_rec_td,0,,,,,
player,201510040sdg,sdg,ReyeKe00,fumbles_forced,0,,,,,
player,201510040sdg,sdg,LiugCo00,def_int,0,,,,,
player,201510040sdg,sdg,LiugCo00,def_int_yds,0,,,,,
player,201510040sdg,sdg,LiugCo00,def_int_td,0,,,,,
player,201510040sdg,sdg,LiugCo00,def_int_long,0,,,,,
player,201510040sdg,sdg,LiugCo00,pass_defended,0,,,,,
player,201510040sdg,sdg,LiugCo00,sacks,0.0,,,,,
player,201510040sdg,sdg,LiugCo00,tackles_combined,5,,,,,
player,201510040sdg,sdg,LiugCo00,tackles_solo,3,,,,,
player,201510040sdg,sdg,LiugCo00,tackles_assists,2,,,,,
player,201510040sdg,sdg,LiugCo00,tackles_loss,1,,,,,
player,201510040sdg,sdg,LiugCo00,qb_hits,0,,,,,
player,201510040sdg,sdg,LiugCo00,fumbles_rec,0,,,,,
player,201510040sdg,sdg,LiugCo00,fumbles_rec_yds,0,,,,,
player,201510040sdg,sdg,LiugCo00,fumbles_rec_td,0,,,,,
player,201510040sdg,sdg,LiugCo00,fumbles_forced,0,,,,,
player,201510040sdg,sdg,WilsJi00,def_int,0,,,,,
player,201510040sdg,sdg,WilsJi00,def_int_yds,0,,,,,
player,201510040sdg,sdg,WilsJi00,def_int_td,0,,,,,
player,201510040sdg,sdg,WilsJi00,def_int_long,0,,,,,
player,201510040sdg,sdg,WilsJi00,pass_defended,0,,,,,
player,201510040sdg,sdg,WilsJi00,sacks,0.0,,,,,
player,201510040sdg,sdg,WilsJi00,tackles_combined,5,,,,,
player,201510040sdg,sdg,WilsJi00,tackles_solo,3,,,,,
player,201510040sdg,sdg,WilsJi00,tackles_assists,2,,,,,
player,201510040sdg,sdg,WilsJi00,tackles_loss,0,,,,,
player,201510040sdg,sdg,WilsJi00,qb_hits,0,,,,,
player,201510040sdg,sdg,WilsJi00,fumbles_rec,0,,,,,
player,201510040sdg,sdg,WilsJi00,fumbles_rec_yds,0,,,,,
player,201510040sdg,sdg,WilsJi00,fumbles_rec_td,0,,,,,
player,201510040sdg,sdg,WilsJi00,fumbles_forced,0,,,,,
player,201510040sdg,sdg,PerrDe00,def_int,0,,,,,
player,201510040sdg,sdg,PerrDe00,def_int_yds,0,,,,,
player,201510040sdg,sdg,PerrDe00,def_int_td,0,,,,,
player,201510040sdg,sdg,PerrDe00,def_int_long,0,,,,,
player,201510040sdg,sdg,PerrDe00,pass_defended,0,,,,,
player,201510040sdg,sdg,PerrDe00,sacks,0.0,,,,,
player,201510040sdg,sdg,PerrDe00,tackles_combined,4,,,,,
player,201510040sdg,sdg,PerrDe00,tackles_solo,3,,,,,
player,201510040sdg,sdg,PerrDe00,tackles_assists,1,,,,,
player,201510040sdg,sdg,PerrDe00,tackles_loss,0,,,,,
player,201510040sdg,sdg,PerrDe00,qb_hits,0,,,,,
player,201510040sdg,sdg,PerrDe00,fumbles_rec,0,,,,,
player,201510040sdg,sdg,PerrDe00,fumbles_rec_yds,0,,,,,
player,201510040sdg,sdg,PerrDe00,fumbles_rec_td,0,,,,,
player,201510040sdg,sdg,PerrDe00,fumbles_forced,0,,,,,
player,201510040sdg,sdg,EmanKy00,def_int,0,,,,,
player,201510040sdg,sdg,EmanKy00,def_int_yds,0,,,,,
player,201510040sdg,sdg,EmanKy00,def_int_td,0,,,,,
player,201510040sdg,sdg,EmanKy00,def_int_long,0,,,,,
player,201510040sdg,sdg,EmanKy00,pass_defended,0,,,,,
player,201510040sdg,sdg,EmanKy00,sacks,0.0,,,,,
player,201510040sdg,sdg,EmanKy00,tackles_combined,3,,,,,
player,201510040sdg,sdg,EmanKy00,tackles_solo,1,,,,,
player,201510040sdg,sdg,EmanKy00,tackles_assists,2,,,,,
player,201510040sdg,sdg,EmanKy00,tackles_loss,0,,,,,
player,201510040sdg,sdg,EmanKy00,qb_hits,1,,,,,
player,201510040sdg,sdg,EmanKy00,fumbles_rec,0,,,,,
player,201510040sdg,sdg,EmanKy00,fumbles_rec_yds,0,,,,,
player,201510040sdg,sdg,EmanKy00,fumbles_rec_td,0,,,,,
player,201510040sdg,sdg,EmanKy00,fumbles_forced,0,,,,,
player,201510040sdg,sdg,PhilAd00,def_int,0,,,,,
player,201510040sdg,sdg,PhilAd00,def_int_yds,0,,,,,
player,201510040sdg,sdg,PhilAd00,def_int_td,0,,,,,
player,201510040sdg,sdg,PhilAd00,def_int_long,0,,,,,
player,201510040sdg,sdg,PhilAd00,pass_defended,0,,,,,
player,201510040sdg,sdg,PhilAd00,sacks,0.0,,,,,
player,201510040sdg,sdg,PhilAd00,tackles_combined,3,,,,,
player,201510040sdg,sdg,PhilAd00,tackles_solo,2,,,,,
player,201510040sdg,sdg,PhilAd00,tackles_assists,1,,,,,
player,201510040sdg,sdg,PhilAd00,tackles_loss,0,,,,,
player,201510040sdg,sdg,PhilAd00,qb_hits,0,,,,,
player,201510040sdg,sdg,PhilAd00,fumbles_rec,0,,,,,
player,201510040sdg,sdg,PhilAd00,fumbles_rec_yds,0,,,,,
player,201510040sdg,sdg,PhilAd00,fumbles_rec_td,0,,,,,
player,201510040sdg,sdg,PhilAd00,fumbles_forced,0,,,,,
player,201510040sdg,sdg,ButlDo99,def_int,0,,,,,
player,201510040sdg,sdg,ButlDo99,def_int_yds,0,,,,,
player,201510040sdg,sdg,ButlDo99,def_int_td,0,,,,,
player,201510040sdg,sdg,ButlDo99,def_int_long,0,,,,,
player,201510040sdg,sdg,ButlDo99,pass_defended,0,,,,,
player,201510040sdg,sdg,ButlDo99,sacks,0.0,,,,,
player,201510040sdg,sdg,ButlDo99,tackles_combined,2,,,,,
player,201510040sdg,sdg,ButlDo99,tackles_solo,0,,,,,
player,201510040sdg,sdg,ButlDo99,tackles_assists,2,,,,,
player,201510040sdg,sdg,ButlDo99,tackles_loss,0,,,,,
player,201510040sdg,sdg,ButlDo99,qb_hits,0,,,,,
player,201510040sdg,sdg,ButlDo99,fumbles_rec,0,,,,,
player,201510040sdg,sdg,ButlDo99,fumbles_rec_yds,0,,,,,
player,201510040sdg,sdg,ButlDo99,fumbles_rec_td,0,,,,,
player,201510040sdg,sdg,ButlDo99,fumbles_forced,0,,,,,
player,201510040sdg,sdg,LambJo00,def_int,0,,,,,
player,201510040sdg,sdg,LambJo00,def_int_yds,0,,,,,
player,201510040sdg,sdg,LambJo00,def_int_td,0,,,,,
player,201510040sdg,sdg,LambJo00,def_int_long,0,,,,,
player,201510040sdg,sdg,LambJo00,pass_defended,0,,,,,
player,201510040sdg,sdg,LambJo00,sacks,0.0,,,,,
player,201510040sdg,sdg,LambJo00,tackles_combined,2,,,,,
player,201510040sdg,sdg,LambJo00,tackles_solo,2,,,,,
player,201510040sdg,sdg,LambJo00,tackles_assists,0,,,,,
player,201510040sdg,sdg,LambJo00,tackles_loss,0,,,,,
player,201510040sdg,sdg,LambJo00,qb_hits,0,,,,,
player,201510040sdg,sdg,LambJo00,fumbles_rec,0,,,,,
player,201510040sdg,sdg,LambJo00,fumbles_rec_yds,0,,,,,
player,201510040sdg,sdg,LambJo00,fumbles_rec_td,0,,,,,
player,201510040sdg,sdg,LambJo00,fumbles_forced,0,,,,,
player,201510040sdg,sdg,RobiPa99,def_int,0,,,,,
player,201510040sdg,sdg,RobiPa99,def_int_yds,0,,,,,
player,201510040sdg,sdg,RobiPa99,def_int_td,0,,,,,
player,201510040sdg,sdg,RobiPa99,def_int_long,0,,,,,
player,201510040sdg,sdg,RobiPa99,pass_defended,1,,,,,
player,201510040sdg,sdg,RobiPa99,sacks,0.0,,,,,
player,201510040sdg,sdg,RobiPa99,tackles_combined,2,,,,,
player,201510040sdg,sdg,RobiPa99,tackles_solo,2,,,,,
player,201510040sdg,sdg,RobiPa99,tackles_assists,0,,,,,
player,201510040sdg,sdg,RobiPa99,tackles_loss,0,,,,,
player,201510040sdg,sdg,RobiPa99,qb_hits,1,,,,,
player,201510040sdg,sdg,RobiPa99,fumbles_rec,0,,,,,
player,201510040sdg,sdg,RobiPa99,fumbles_rec_yds,0,,,,,
player,201510040sdg,sdg,RobiPa99,fumbles_rec_td,0,,,,,
player,201510040sdg,sdg,RobiPa99,fumbles_forced,0,,,,,
player,201510040sdg,sdg,WillSt02,def_int,0,,,,,
player,201510040sdg,sdg,WillSt02,def_int_yds,0,,,,,
player,201510040sdg,sdg,WillSt02,def_int_td,0,,,,,
player,201510040sdg,sdg,WillSt02,def_int_long,0,,,,,
player,201510040sdg,sdg,WillSt02,pass_defended,0,,,,,
player,201510040sdg,sdg,WillSt02,sacks,0.0,,,,,
player,201510040sdg,sdg,WillSt02,tackles_combined,2,,,,,
player,201510040sdg,sdg,WillSt02,tackles_solo,2,,,,,
player,201510040sdg,sdg,WillSt02,tackles_assists,0,,,,,
player,201510040sdg,sdg,WillSt02,tackles_loss,0,,,,,
player,201510040sdg,sdg,WillSt02,qb_hits,0,,,,,
player,201510040sdg,sdg,WillSt02,fumbles_rec,0,,,,,
player,201510040sdg,sdg,WillSt02,fumbles_rec_yds,0,,,,,
player,201510040sdg,sdg,WillSt02,fumbles_rec_td,0,,,,,
player,201510040sdg,sdg,WillSt02,fumbles_forced,0,,,,,
player,201510040sdg,sdg,CarrRy00,def_int,0,,,,,
player,201510040sdg,sdg,CarrRy00,def_int_yds,0,,,,,
player,201510040sdg,sdg,CarrRy00,def_int_td,0,,,,,
player,201510040sdg,sdg,CarrRy00,def_int_long,0,,,,,
player,201510040sdg,sdg,CarrRy00,pass_defended,0,,,,,
player,201510040sdg,sdg,CarrRy00,sacks,0.0,,,,,
player,201510040sdg,sdg,CarrRy00,tackles_combined,1,,,,,
player,201510040sdg,sdg,CarrRy00,tackles_solo,0,,,,,
player,201510040sdg,sdg,CarrRy00,tackles_assists,1,,,,,
player,201510040sdg,sdg,CarrRy00,tackles_loss,0,,,,,
player,201510040sdg,sdg,CarrRy00,qb_hits,0,,,,,
player,201510040sdg,sdg,CarrRy00,fumbles_rec,0,,,,,
player,201510040sdg,sdg,CarrRy00,fumbles_rec_yds,0,,,,,
player,201510040sdg,sdg,CarrRy00,fumbles_rec_td,0,,,,,
player,201510040sdg,sdg,CarrRy00,fumbles_forced,0,,,,,
player,201510040sdg,sdg,DzubNi00,def_int,0,,,,,
player,201510040sdg,sdg,DzubNi00,def_int_yds,0,,,,,
player,201510040sdg,sdg,DzubNi00,def_int_td,0,,,,,
player,201510040sdg,sdg,DzubNi00,def_int_long,0,,,,,
player,201510040sdg,sdg,DzubNi00,pass_defended,0,,,,,
player,201510040sdg,sdg,DzubNi00,sacks,0.0,,,,,
player,201510040sdg,sdg,DzubNi00,tackles_combined,1,,,,,
player,201510040sdg,sdg,DzubNi00,tackles_solo,1,,,,,
player,201510040sdg,sdg,DzubNi00,tackles_assists,0,,,,,
player,201510040sdg,sdg,DzubNi00,tackles_loss,0,,,,,
player,201510040sdg,sdg,DzubNi00,qb_hits,0,,,,,
player,201510040sdg,sdg,DzubNi00,fumbles_rec,0,,,,,
player,201510040sdg,sdg,DzubNi00,fumbles_rec_yds,0,,,,,
player,201510040sdg,sdg,DzubNi00,fumbles_rec_td,0,,,,,
player,201510040sdg,sdg,DzubNi00,fumbles_forced,0,,,,,
player,201510040sdg,sdg,MathRi99,def_int,0,,,,,
player,201510040sdg,sdg,MathRi99,def_int_yds,0,,,,,
player,201510040sdg,sdg,MathRi99,def_int_td,0,,,,,
player,201510040sdg,sdg,MathRi99,def_int_long,0,,,,,
player,201510040sdg,sdg,MathRi99,pass_defended,0,,,,,
player,201510040sdg,sdg,MathRi99,sacks,0.0,,,,,
player,201510040sdg,sdg,MathRi99,tackles_combined,1,,,,,
player,201510040sdg,sdg,MathRi99,tackles_solo,1,,,,,
player,201510040sdg,sdg,MathRi99,tackles_assists,0,,,,,
player,201510040sdg,sdg,MathRi99,tackles_loss,0,,,,,
player,201510040sdg,sdg,MathRi99,qb_hits,0,,,,,
player,201510040sdg,sdg,MathRi99,fumbles_rec,0,,,,,
player,201510040sdg,sdg,MathRi99,fumbles_rec_yds,0,,,,,
player,201510040sdg,sdg,MathRi99,fumbles_rec_td,0,,,,,
player,201510040sdg,sdg,MathRi99,fumbles_forced,0,,,,,
player,201510040sdg,sdg,PhilJo00,def_int,0,,,,,
player,201510040sdg,sdg,PhilJo00,def_int_yds,0,,,,,
player,201510040sdg,sdg,PhilJo00,def_int_td,0,,,,,
player,201510040sdg,sdg,PhilJo00,def_int_long,0,,,,,
player,201510040sdg,sdg,PhilJo00,pass_defended,0,,,,,
player,201510040sdg,sdg,PhilJo00,sacks,0.0,,,,,
player,201510040sdg,sdg,PhilJo00,tackles_combined,1,,,,,
player,201510040sdg,sdg,PhilJo00,tackles_solo,1,,,,,
player,201510040sdg,sdg,PhilJo00,tackles_assists,0,,,,,
player,201510040sdg,sdg,PhilJo00,tackles_loss,0,,,,,
player,201510040sdg,sdg,PhilJo00,qb_hits,0,,,,,
player,201510040sdg,sdg,PhilJo00,fumbles_rec,0,,,,,
player,201510040sdg,sdg,PhilJo00,fumbles_rec_yds,0,,,,,
player,201510040sdg,sdg,PhilJo00,fumbles_rec_td,0,,,,,
player,201510040sdg,sdg,PhilJo00,fumbles_forced,0,,,,,
player,201510040sdg,sdg,PhilDa01,def_int,0,,,,,
player,201510040sdg,sdg,PhilDa01,def_int_yds,0,,,,,
player,201510040sdg,sdg,PhilDa01,def_int_td,0,,,,,
player,201510040sdg,sdg,PhilDa01,def_int_long,0,,,,,
player,201510040sdg,sdg,PhilDa01,pass_defended,0,,,,,
player,201510040sdg,sdg,PhilDa01,sacks,0.0,,,,,
player,201510040sdg,sdg,PhilDa01,tackles_combined,0,,,,,
player,201510040sdg,sdg,PhilDa01,tackles_solo,0,,,,,
player,201510040sdg,sdg,PhilDa01,tackles_assists,0,,,,,
player,201510040sdg,sdg,PhilDa01,tackles_loss,0,,,,,
player,201510040sdg,sdg,PhilDa01,qb_hits,1,,,,,
player,201510040sdg,sdg,PhilDa01,fumbles_rec,0,,,,,
player,201510040sdg,sdg,PhilDa01,fumbles_rec_yds,0,,,,,
player,201510040sdg,sdg,PhilDa01,fumbles_rec_td,0,,,,,
player,201510040sdg,sdg,PhilDa01,fumbles_forced,0,,,,,
player,201510040sdg,cle,BenjTr00,kick_ret,0,,,,,
player,201510040sdg,cle,BenjTr00,kick_ret_yds,0,,,,,
player,201510040sdg,cle,BenjTr00,kick_ret_yds_per_ret,,,,,,
player,201510040sdg,cle,BenjTr00,kick_ret_td,0,,,,,
player,201510040sdg,cle,BenjTr00,kick_ret_long,0,,,,,
player,201510040sdg,cle,BenjTr00,punt_ret,2,,,,,
player,201510040sdg,cle,BenjTr00,punt_ret_yds,41,,,,,
player,201510040sdg,cle,BenjTr00,punt_ret_yds_per_ret,20.5,,,,,
player,201510040sdg,cle,BenjTr00,punt_ret_td,0,,,,,
player,201510040sdg,cle,BenjTr00,punt_ret_long,31,,,,,
player,201510040sdg,cle,GilbJu00,kick_ret,3,,,,,
player,201510040sdg,cle,GilbJu00,kick_ret_yds,110,,,,,
player,201510040sdg,cle,GilbJu00,kick_ret_yds_per_ret,36.7,,,,,
player,201510040sdg,cle,GilbJu00,kick_ret_td,0,,,,,
player,201510040sdg,cle,GilbJu00,kick_ret_long,38,,,,,
player,201510040sdg,cle,GilbJu00,punt_ret,0,,,,,
player,201510040sdg,cle,GilbJu00,punt_ret_yds,0,,,,,
player,201510040sdg,cle,GilbJu00,punt_ret_yds_per_ret,,,,,,
player,201510040sdg,cle,GilbJu00,punt_ret_td,0,,,,,
player,201510040sdg,cle,GilbJu00,punt_ret_long,0,,,,,
player,201510040sdg,sdg,AlleKe00,kick_ret,0,,,,,
player,201510040sdg,sdg,AlleKe00,kick_ret_yds,0,,,,,
player,201510040sdg,sdg,AlleKe00,kick_ret_yds_per_ret,,,,,,
player,201510040sdg,sdg,AlleKe00,kick_ret_td,0,,,,,
player,201510040sdg,sdg,AlleKe00,kick_ret_long,0,,,,,
player,201510040sdg,sdg,AlleKe00,punt_ret,1,,,,,
player,201510040sdg,sdg,AlleKe00,punt_ret_yds,5,,,,,
player,201510040sdg,sdg,AlleKe00,punt_ret_yds_per_ret,5.0,,,,,
player,201510040sdg,sdg,AlleKe00,punt_ret_td,0,,,,,
player,201510040sdg,sdg,AlleKe00,punt_ret_long,5,,,,,
player,201510040sdg,sdg,OlivBr01,kick_ret,4,,,,,
player,201510040sdg,sdg,OlivBr01,kick_ret_yds,107,,,,,
player,201510040sdg,sdg,OlivBr01,kick_ret_yds_per_ret,26.8,,,,,
player,201510040sdg,sdg,OlivBr01,kick_ret_td,0,,,,,
player,201510040sdg,sdg,OlivBr01,kick_ret_long,30,,,,,
player,201510040sdg,sdg,OlivBr01,punt_ret,0,,,,,
player,201510040sdg,sdg,OlivBr01,punt_ret_yds,0,,,,,
player,201510040sdg,sdg,OlivBr01,punt_ret_yds_per_ret,,,,,,
player,201510040sdg,sdg,OlivBr01,punt_ret_td,0,,,,,
player,201510040sdg,sdg,OlivBr01,punt_ret_long,0,,,,,
player,201510040sdg,sdg,PhilJo00,kick_ret,1,,,,,
player,201510040sdg,sdg,PhilJo00,kick_ret_yds,5,,,,,
player,201510040sdg,sdg,PhilJo00,kick_ret_yds_per_ret,5.0,,,,,
player,201510040sdg,sdg,PhilJo00,kick_ret_td,0,,,,,
player,201510040sdg,sdg,PhilJo00,kick_ret_long,5,,,,,
player,201510040sdg,sdg,PhilJo00,punt_ret,0,,,,,
player,201510040sdg,sdg,PhilJo00,punt_ret_yds,0,,,,,
player,201510040sdg,sdg,PhilJo00,punt_ret_yds_per_ret,,,,,,
player,201510040sdg,sdg,PhilJo00,punt_ret_td,0,,,,,
player,201510040sdg,sdg,PhilJo00,punt_ret_long,0,,,,,
player,201510040sdg,cle,CoonTr00,xpm,1,,,,,
player,201510040sdg,cle,CoonTr00,xpa,1,,,,,
player,201510040sdg,cle,CoonTr00,fgm,4,,,,,
player,201510040sdg,cle,CoonTr00,fga,4,,,,,
player,201510040sdg,cle,CoonTr00,punt,0,,,,,
player,201510040sdg,cle,CoonTr00,punt_yds,0,,,,,
player,201510040sdg,cle,CoonTr00,punt_yds_per_punt,,,,,,
player,201510040sdg,cle,CoonTr00,punt_long,0,,,,,
player,201510040sdg,cle,LeexAn20,xpm,,,,,,
player,201510040sdg,cle,LeexAn20,xpa,,,,,,
player,201510040sdg,cle,LeexAn20,fgm,,,,,,
player,201510040sdg,cle,LeexAn20,fga,,,,,,
player,201510040sdg,cle,LeexAn20,punt,4,,,,,
player,201510040sdg,cle,LeexAn20,punt_yds,192,,,,,
player,201510040sdg,cle,LeexAn20,punt_yds_per_punt,48.0,,,,,
player,201510040sdg,cle,LeexAn20,punt_long,57,,,,,
player,201510040sdg,sdg,LambJo00,xpm,3,,,,,
player,201510040sdg,sdg,LambJo00,xpa,3,,,,,
player,201510040sdg,sdg,LambJo00,fgm,3,,,,,
player,201510040sdg,sdg,LambJo00,fga,3,,,,,
player,201510040sdg,sdg,LambJo00,punt,0,,,,,
player,201510040sdg,sdg,LambJo00,punt_yds,0,,,,,
player,201510040sdg,sdg,LambJo00,punt_yds_per_punt,,,,,,
player,201510040sdg,sdg,LambJo00,punt_long,0,,,,,
player,201510040sdg,sdg,ScifMi20,xpm,,,,,,
player,201510040sdg,sdg,ScifMi20,xpa,,,,,,
player,201510040sdg,sdg,ScifMi20,fgm,,,,,,
player,201510040sdg,sdg,ScifMi20,fga,,,,,,
player,201510040sdg,sdg,ScifMi20,punt,5,,,,,
player,201510040sdg,sdg,ScifMi20,punt_yds,186,,,,,
player,201510040sdg,sdg,ScifMi20,punt_yds_per_punt,37.2,,,,,
player,201510040sdg,sdg,ScifMi20,punt_long,47,,,,,
player,201510040sdg,sdg,WiggKe00,pos,T,,,,,
player,201510040sdg,sdg,WiggKe00,offense,65,,,,,
player,201510040sdg,sdg,WiggKe00,off_pct,100%,,,,,
player,201510040sdg,sdg,WiggKe00,defense,0,,,,,
player,201510040sdg,sdg,WiggKe00,def_pct,0%,,,,,
player,201510040sdg,sdg,WiggKe00,special_teams,7,,,,,
player,201510040sdg,sdg,WiggKe00,st_pct,21%,,,,,
player,201510040sdg,sdg,BarkJo00,pos,T,,,,,
player,201510040sdg,sdg,BarkJo00,offense,65,,,,,
player,201510040sdg,sdg,BarkJo00,off_pct,100%,,,,,
player,201510040sdg,sdg,BarkJo00,defense,0,,,,,
player,201510040sdg,sdg,BarkJo00,def_pct,0%,,,,,
player,201510040sdg,sdg,BarkJo00,special_teams,7,,,,,
player,201510040sdg,sdg,BarkJo00,st_pct,21%,,,,,
player,201510040sdg,sdg,RobiTr01,pos,C,,,,,
player,201510040sdg,sdg,RobiTr01,offense,65,,,,,
player,201510040sdg,sdg,RobiTr01,off_pct,100%,,,,,
player,201510040sdg,sdg,RobiTr01,defense,0,,,,,
player,201510040sdg,sdg,RobiTr01,def_pct,0%,,,,,
player,201510040sdg,sdg,RobiTr01,special_teams,7,,,,,
player,201510040sdg,sdg,RobiTr01,st_pct,21%,,,,,
player,201510040sdg,sdg,HairCh00,pos,T,,,,,
player,201510040sdg,sdg,HairCh00,offense,65,,,,,
player,201510040sdg,sdg,HairCh00,off_pct,100%,,,,,
player,201510040sdg,sdg,HairCh00,defense,0,,,,,
player,201510040sdg,sdg,HairCh00,def_pct,0%,,,,,
player,201510040sdg,sdg,HairCh00,special_teams,4,,,,,
player,201510040sdg,sdg,HairCh00,st_pct,12%,,,,,
player,201510040sdg,sdg,RivePh00,pos,QB,,,,,
player,201510040sdg,sdg,RivePh00,offense,65,,,,,
player,201510040sdg,sdg,RivePh00,off_pct,100%,,,,,
player,201510040sdg,sdg,RivePh00,defense,0,,,,,
player,201510040sdg,sdg,RivePh00,def_pct,0%,,,,,
player,201510040sdg,sdg,RivePh00,special_teams,0,,,,,
player,201510040sdg,sdg,RivePh00,st_pct,0%,,,,,
player,201510040sdg,sdg,FlukDJ00,pos,G,,,,,
player,201510040sdg,sdg,FlukDJ00,offense,63,,,,,
player,201510040sdg,sdg,FlukDJ00,off_pct,97%,,,,,
player,201510040sdg,sdg,FlukDJ00,defense,0,,,,,
player,201510040sdg,sdg,FlukDJ00,def_pct,0%,,,,,
player,201510040sdg,sdg,FlukDJ00,special_teams,0,,,,,
player,201510040sdg,sdg,FlukDJ00,st_pct,0%,,,,,
player,201510040sdg,sdg,AlleKe00,pos,WR,,,,,
player,201510040sdg,sdg,AlleKe00,offense,61,,,,,
player,201510040sdg,sdg,AlleKe00,off_pct,94%,,,,,
player,201510040sdg,sdg,AlleKe00,defense,0,,,,,
player,201510040sdg,sdg,AlleKe00,def_pct,0%,,,,,
player,201510040sdg,sdg,AlleKe00,special_teams,4,,,,,
player,201510040sdg,sdg,AlleKe00,st_pct,12%,,,,,
player,201510040sdg,sdg,GreeLa00,pos,TE,,,,,
player,201510040sdg,sdg,GreeLa00,offense,56,,,,,
player,201510040sdg,sdg,GreeLa00,off_pct,86%,,,,,
player,201510040sdg,sdg,GreeLa00,defense,0,,,,,
player,201510040sdg,sdg,GreeLa00,def_pct,0%,,,,,
player,201510040sdg,sdg,GreeLa00,special_teams,2,,,,,
player,201510040sdg,sdg,GreeLa00,st_pct,6%,,,,,
player,201510040sdg,sdg,InmaDo00,pos,WR,,,,,
player,201510040sdg,sdg,InmaDo00,offense,50,,,,,
player,201510040sdg,sdg,InmaDo00,off_pct,77%,,,,,
player,201510040sdg,sdg,InmaDo00,defense,0,,,,,
player,201510040sdg,sdg,InmaDo00,def_pct,0%,,,,,
player,201510040sdg,sdg,InmaDo00,special_teams,7,,,,,
player,201510040sdg,sdg,InmaDo00,st_pct,21%,,,,,
player,201510040sdg,sdg,WoodDa02,pos,RB,,,,,
player,201510040sdg,sdg,WoodDa02,offense,36,,,,,
player,201510040sdg,sdg,WoodDa02,off_pct,55%,,,,,
player,201510040sdg,sdg,WoodDa02,defense,0,,,,,
player,201510040sdg,sdg,WoodDa02,def_pct,0%,,,,,
player,201510040sdg,sdg,WoodDa02,special_teams,7,,,,,
player,201510040sdg,sdg,WoodDa02,st_pct,21%,,,,,
