game,2015,4,20151004,201510040sdg,cle,"Cleveland Browns",27,sdg,"San Diego Chargers",30
player,201510040sdg,sdg,JohnSt00,pos,WR,,,,,
player,201510040sdg,sdg,JohnSt00,offense,36,,,,,
player,201510040sdg,sdg,JohnSt00,off_pct,55%,,,,,
player,201510040sdg,sdg,JohnSt00,defense,0,,,,,
player,201510040sdg,sdg,JohnSt00,def_pct,0%,,,,,
player,201510040sdg,sdg,JohnSt00,special_teams,0,,,,,
player,201510040sdg,sdg,JohnSt00,st_pct,0%,,,,,
player,201510040sdg,sdg,GordMe00,pos,RB,,,,,
player,201510040sdg,sdg,GordMe00,offense,30,,,,,
player,201510040sdg,sdg,GordMe00,off_pct,46%,,,,,
player,201510040sdg,sdg,GordMe00,defense,0,,,,,
player,201510040sdg,sdg,GordMe00,def_pct,0%,,,,,
player,201510040sdg,sdg,GordMe00,special_teams,0,,,,,
player,201510040sdg,sdg,GordMe00,st_pct,0%,,,,,
player,201510040sdg,sdg,PhilJo00,pos,TE,,,,,
player,201510040sdg,sdg,PhilJo00,offense,27,,,,,
player,201510040sdg,sdg,PhilJo00,off_pct,42%,,,,,
player,201510040sdg,sdg,PhilJo00,defense,0,,,,,
player,201510040sdg,sdg,PhilJo00,def_pct,0%,,,,,
player,201510040sdg,sdg,PhilJo00,special_teams,28,,,,,
player,201510040sdg,sdg,PhilJo00,st_pct,82%,,,,,
player,201510040sdg,sdg,JohnDa05,pos,TE,,,,,
player,201510040sdg,sdg,JohnDa05,offense,14,,,,,
player,201510040sdg,sdg,JohnDa05,off_pct,22%,,,,,
player,201510040sdg,sdg,JohnDa05,defense,0,,,,,
player,201510040sdg,sdg,JohnDa05,def_pct,0%,,,,,
player,201510040sdg,sdg,JohnDa05,special_teams,12,,,,,
player,201510040sdg,sdg,JohnDa05,st_pct,35%,,,,,
player,201510040sdg,sdg,FloyMa00,pos,WR,,,,,
player,201510040sdg,sdg,FloyMa00,offense,12,,,,,
player,201510040sdg,sdg,FloyMa00,off_pct,18%,,,,,
player,201510040sdg,sdg,FloyMa00,defense,0,,,,,
player,201510040sdg,sdg,FloyMa00,def_pct,0%,,,,,
player,201510040sdg,sdg,FloyMa00,special_teams,0,,,,,
player,201510040sdg,sdg,FloyMa00,st_pct,0%,,,,,
player,201510040sdg,sdg,BurwTy00,pos,T,,,,,
player,201510040sdg,sdg,BurwTy00,offense,3,,,,,
player,201510040sdg,sdg,BurwTy00,off_pct,5%,,,,,
player,201510040sdg,sdg,BurwTy00,defense,0,,,,,
player,201510040sdg,sdg,BurwTy00,def_pct,0%,,,,,
player,201510040sdg,sdg,BurwTy00,special_teams,7,,,,,
player,201510040sdg,sdg,BurwTy00,st_pct,21%,,,,,
player,201510040sdg,sdg,OlaxMi00,pos,G,,,,,
player,201510040sdg,sdg,OlaxMi00,offense,2,,,,,
player,201510040sdg,sdg,OlaxMi00,off_pct,3%,,,,,
player,201510040sdg,sdg,OlaxMi00,defense,0,,,,,
player,201510040sdg,sdg,OlaxMi00,def_pct,0%,,,,,
player,201510040sdg,sdg,OlaxMi00,special_teams,3,,,,,
player,201510040sdg,sdg,OlaxMi00,st_pct,9%,,,,,
player,201510040sdg,sdg,WeddEr99,pos,FS,,,,,
player,201510040sdg,sdg,WeddEr99,offense,0,,,,,
player,201510040sdg,sdg,WeddEr99,off_pct,0%,,,,,
player,201510040sdg,sdg,WeddEr99,defense,71,,,,,
player,201510040sdg,sdg,WeddEr99,def_pct,100%,,,,,
player,201510040sdg,sdg,WeddEr99,special_teams,16,,,,,
player,201510040sdg,sdg,WeddEr99,st_pct,47%,,,,,
player,201510040sdg,sdg,TeoxMa00,pos,LB,,,,,
player,201510040sdg,sdg,TeoxMa00,offense,0,,,,,
player,201510040sdg,sdg,TeoxMa00,off_pct,0%,,,,,
player,201510040sdg,sdg,TeoxMa00,defense,71,,,,,
player,201510040sdg,sdg,TeoxMa00,def_pct,100%,,,,,
player,201510040sdg,sdg,TeoxMa00,special_teams,5,,,,,
player,201510040sdg,sdg,TeoxMa00,st_pct,15%,,,,,
player,201510040sdg,sdg,WilsJi00,pos,SS,,,,,
player,201510040sdg,sdg,WilsJi00,offense,0,,,,,
player,201510040sdg,sdg,WilsJi00,off_pct,0%,,,,,
player,201510040sdg,sdg,WilsJi00,defense,70,,,,,
player,201510040sdg,sdg,WilsJi00,def_pct,99%,,,,,
player,201510040sdg,sdg,WilsJi00,special_teams,9,,,,,
player,201510040sdg,sdg,WilsJi00,st_pct,26%,,,,,
player,201510040sdg,sdg,IngrMe00,pos,LB,,,,,
player,201510040sdg,sdg,IngrMe00,offense,0,,,,,
player,201510040sdg,sdg,IngrMe00,off_pct,0%,,,,,
player,201510040sdg,sdg,IngrMe00,defense,69,,,,,
player,201510040sdg,sdg,IngrMe00,def_pct,97%,,,,,
player,201510040sdg,sdg,IngrMe00,special_teams,5,,,,,
player,201510040sdg,sdg,IngrMe00,st_pct,15%,,,,,
player,201510040sdg,sdg,RobiPa99,pos,CB,,,,,
player,201510040sdg,sdg,RobiPa99,offense,0,,,,,
player,201510040sdg,sdg,RobiPa99,off_pct,0%,,,,,
player,201510040sdg,sdg,RobiPa99,defense,68,,,,,
player,201510040sdg,sdg,RobiPa99,def_pct,96%,,,,,
player,201510040sdg,sdg,RobiPa99,special_teams,11,,,,,
player,201510040sdg,sdg,RobiPa99,st_pct,32%,,,,,
player,201510040sdg,sdg,LiugCo00,pos,DT,,,,,
player,201510040sdg,sdg,LiugCo00,offense,0,,,,,
player,201510040sdg,sdg,LiugCo00,off_pct,0%,,,,,
player,201510040sdg,sdg,LiugCo00,defense,55,,,,,
player,201510040sdg,sdg,LiugCo00,def_pct,77%,,,,,
player,201510040sdg,sdg,LiugCo00,special_teams,2,,,,,
player,201510040sdg,sdg,LiugCo00,st_pct,6%,,,,,
player,201510040sdg,sdg,WillSt02,pos,CB,,,,,
player,201510040sdg,sdg,WillSt02,offense,0,,,,,
player,201510040sdg,sdg,WillSt02,off_pct,0%,,,,,
player,201510040sdg,sdg,WillSt02,defense,51,,,,,
player,201510040sdg,sdg,WillSt02,def_pct,72%,,,,,
player,201510040sdg,sdg,WillSt02,special_teams,14,,,,,
player,201510040sdg,sdg,WillSt02,st_pct,41%,,,,,
player,201510040sdg,sdg,FlowBr99,pos,CB,,,,,
player,201510040sdg,sdg,FlowBr99,offense,0,,,,,
player,201510040sdg,sdg,FlowBr99,off_pct,0%,,,,,
player,201510040sdg,sdg,FlowBr99,defense,49,,,,,
player,201510040sdg,sdg,FlowBr99,def_pct,69%,,,,,
player,201510040sdg,sdg,FlowBr99,special_teams,0,,,,,
player,201510040sdg,sdg,FlowBr99,st_pct,0%,,,,,
player,201510040sdg,sdg,ButlDo99,pos,LB,,,,,
player,201510040sdg,sdg,ButlDo99,offense,0,,,,,
player,201510040sdg,sdg,ButlDo99,off_pct,0%,,,,,
player,201510040sdg,sdg,ButlDo99,defense,44,,,,,
player,201510040sdg,sdg,ButlDo99,def_pct,62%,,,,,
player,201510040sdg,sdg,ButlDo99,special_teams,10,,,,,
player,201510040sdg,sdg,ButlDo99,st_pct,29%,,,,,
player,201510040sdg,sdg,AttaJe00,pos,LB,,,,,
player,201510040sdg,sdg,AttaJe00,offense,0,,,,,
player,201510040sdg,sdg,AttaJe00,off_pct,0%,,,,,
player,201510040sdg,sdg,AttaJe00,defense,42,,,,,
player,201510040sdg,sdg,AttaJe00,def_pct,59%,,,,,
player,201510040sdg,sdg,AttaJe00,special_teams,4,,,,,
player,201510040sdg,sdg,AttaJe00,st_pct,12%,,,,,
player,201510040sdg,sdg,MathRi99,pos,DT,,,,,
player,201510040sdg,sdg,MathRi99,offense,0,,,,,
player,201510040sdg,sdg,MathRi99,off_pct,0%,,,,,
player,201510040sdg,sdg,MathRi99,defense,39,,,,,
player,201510040sdg,sdg,MathRi99,def_pct,55%,,,,,
player,201510040sdg,sdg,MathRi99,special_teams,4,,,,,
player,201510040sdg,sdg,MathRi99,st_pct,12%,,,,,
player,201510040sdg,sdg,ReyeKe00,pos,DE,,,,,
player,201510040sdg,sdg,ReyeKe00,offense,0,,,,,
player,201510040sdg,sdg,ReyeKe00,off_pct,0%,,,,,
player,201510040sdg,sdg,ReyeKe00,defense,36,,,,,
player,201510040sdg,sdg,ReyeKe00,def_pct,51%,,,,,
player,201510040sdg,sdg,ReyeKe00,special_teams,12,,,,,
player,201510040sdg,sdg,ReyeKe00,st_pct,35%,,,,,
player,201510040sdg,sdg,PhilAd00,pos,S,,,,,
player,201510040sdg,sdg,PhilAd00,offense,0,,,,,
player,201510040sdg,sdg,PhilAd00,off_pct,0%,,,,,
player,201510040sdg,sdg,PhilAd00,defense,27,,,,,
player,201510040sdg,sdg,PhilAd00,def_pct,38%,,,,,
player,201510040sdg,sdg,PhilAd00,special_teams,14,,,,,
player,201510040sdg,sdg,PhilAd00,st_pct,41%,,,,,
player,201510040sdg,sdg,EmanKy00,pos,LB,,,,,
player,201510040sdg,sdg,EmanKy00,offense,0,,,,,
player,201510040sdg,sdg,EmanKy00,off_pct,0%,,,,,
player,201510040sdg,sdg,EmanKy00,defense,27,,,,,
player,201510040sdg,sdg,EmanKy00,def_pct,38%,,,,,
player,201510040sdg,sdg,EmanKy00,special_teams,1,,,,,
player,201510040sdg,sdg,EmanKy00,st_pct,3%,,,,,
player,201510040sdg,sdg,LissSe99,pos,NT,,,,,
player,201510040sdg,sdg,LissSe99,offense,0,,,,,
player,201510040sdg,sdg,LissSe99,off_pct,0%,,,,,
player,201510040sdg,sdg,LissSe99,defense,22,,,,,
player,201510040sdg,sdg,LissSe99,def_pct,31%,,,,,
player,201510040sdg,sdg,LissSe99,special_teams,9,,,,,
player,201510040sdg,sdg,LissSe99,st_pct,26%,,,,,
player,201510040sdg,sdg,PhilDa01,pos,DE,,,,,
player,201510040sdg,sdg,PhilDa01,offense,0,,,,,
player,201510040sdg,sdg,PhilDa01,off_pct,0%,,,,,
player,201510040sdg,sdg,PhilDa01,defense,17,,,,,
player,201510040sdg,sdg,PhilDa01,def_pct,24%,,,,,
player,201510040sdg,sdg,PhilDa01,special_teams,5,,,,,
player,201510040sdg,sdg,PhilDa01,st_pct,15%,,,,,
player,201510040sdg,sdg,PerrDe00,pos,LB,,,,,
player,201510040sdg,sdg,PerrDe00,offense,0,,,,,
player,201510040sdg,sdg,PerrDe00,off_pct,0%,,,,,
player,201510040sdg,sdg,PerrDe00,defense,13,,,,,
player,201510040sdg,sdg,PerrDe00,def_pct,18%,,,,,
player,201510040sdg,sdg,PerrDe00,special_teams,19,,,,,
player,201510040sdg,sdg,PerrDe00,st_pct,56%,,,,,
player,201510040sdg,sdg,CarrRy00,pos,NT,,,,,
player,201510040sdg,sdg,CarrRy00,offense,0,,,,,
player,201510040sdg,sdg,CarrRy00,off_pct,0%,,,,,
player,201510040sdg,sdg,CarrRy00,defense,8,,,,,
player,201510040sdg,sdg,CarrRy00,def_pct,11%,,,,,
player,201510040sdg,sdg,CarrRy00,special_teams,0,,,,,
player,201510040sdg,sdg,CarrRy00,st_pct,0%,,,,,
player,201510040sdg,sdg,StucDa20,pos,FS,,,,,
player,201510040sdg,sdg,StucDa20,offense,0,,,,,
player,201510040sdg,sdg,StucDa20,off_pct,0%,,,,,
player,201510040sdg,sdg,StucDa20,defense,2,,,,,
player,201510040sdg,sdg,StucDa20,def_pct,3%,,,,,
player,201510040sdg,sdg,StucDa20,special_teams,27,,,,,
player,201510040sdg,sdg,StucDa20,st_pct,79%,,,,,
player,201510040sdg,sdg,ConnKa99,pos,LB,,,,,
player,201510040sdg,sdg,ConnKa99,offense,0,,,,,
player,201510040sdg,sdg,ConnKa99,off_pct,0%,,,,,
player,201510040sdg,sdg,ConnKa99,defense,0,,,,,
player,201510040sdg,sdg,ConnKa99,def_pct,0%,,,,,
player,201510040sdg,sdg,ConnKa99,special_teams,22,,,,,
player,201510040sdg,sdg,ConnKa99,st_pct,65%,,,,,
player,201510040sdg,sdg,DzubNi00,pos,LB,,,,,
player,201510040sdg,sdg,DzubNi00,offense,0,,,,,
player,201510040sdg,sdg,DzubNi00,off_pct,0%,,,,,
player,201510040sdg,sdg,DzubNi00,defense,0,,,,,
player,201510040sdg,sdg,DzubNi00,def_pct,0%,,,,,
player,201510040sdg,sdg,DzubNi00,special_teams,22,,,,,
player,201510040sdg,sdg,DzubNi00,st_pct,65%,,,,,
player,201510040sdg,sdg,OlivBr01,pos,RB,,,,,
player,201510040sdg,sdg,OlivBr01,offense,0,,,,,
player,201510040sdg,sdg,OlivBr01,off_pct,0%,,,,,
player,201510040sdg,sdg,OlivBr01,defense,0,,,,,
player,201510040sdg,sdg,OlivBr01,def_pct,0%,,,,,
player,201510040sdg,sdg,OlivBr01,special_teams,19,,,,,
player,201510040sdg,sdg,OlivBr01,st_pct,56%,,,,,
player,201510040sdg,sdg,LambJo00,pos,K,,,,,
player,201510040sdg,sdg,LambJo00,offense,0,,,,,
player,201510040sdg,sdg,LambJo00,off_pct,0%,,,,,
player,201510040sdg,sdg,LambJo00,defense,0,,,,,
player,201510040sdg,sdg,LambJo00,def_pct,0%,,,,,
player,201510040sdg,sdg,LambJo00,special_teams,13,,,,,
player,201510040sdg,sdg,LambJo00,st_pct,38%,,,,,
player,201510040sdg,sdg,ScifMi20,pos,P,,,,,
player,201510040sdg,sdg,ScifMi20,offense,0,,,,,
player,201510040sdg,sdg,ScifMi20,off_pct,0%,,,,,
player,201510040sdg,sdg,ScifMi20,defense,0,,,,,
player,201510040sdg,sdg,ScifMi20,def_pct,0%,,,,,
player,201510040sdg,sdg,ScifMi20,special_teams,12,,,,,
player,201510040sdg,sdg,ScifMi20,st_pct,35%,,,,,
player,201510040sdg,sdg,WindMi00,pos,LS,,,,,
player,201510040sdg,sdg,WindMi00,offense,0,,,,,
player,201510040sdg,sdg,WindMi00,off_pct,0%,,,,,
player,201510040sdg,sdg,WindMi00,defense,0,,,,,
player,201510040sdg,sdg,WindMi00,def_pct,0%,,,,,
player,201510040sdg,sdg,WindMi00,special_teams,12,,,,,
player,201510040sdg,sdg,WindMi00,st_pct,35%,,,,,
player,201510040sdg,sdg,LawxCo00,pos,LB,,,,,
player,201510040sdg,sdg,LawxCo00,offense,0,,,,,
player,201510040sdg,sdg,LawxCo00,off_pct,0%,,,,,
player,201510040sdg,sdg,LawxCo00,defense,0,,,,,
player,201510040sdg,sdg,LawxCo00,def_pct,0%,,,,,
player,201510040sdg,sdg,LawxCo00,special_teams,11,,,,,
player,201510040sdg,sdg,LawxCo00,st_pct,32%,,,,,
player,201510040sdg,cle,BitoJo00,pos,G,,,,,
player,201510040sdg,cle,BitoJo00,offense,71,,,,,
player,201510040sdg,cle,BitoJo00,off_pct,100%,,,,,
player,201510040sdg,cle,BitoJo00,defense,0,,,,,
player,201510040sdg,cle,BitoJo00,def_pct,0%,,,,,
player,201510040sdg,cle,BitoJo00,special_teams,5,,,,,
player,201510040sdg,cle,BitoJo00,st_pct,15%,,,,,
player,201510040sdg,cle,GrecJo20,pos,G,,,,,
player,201510040sdg,cle,GrecJo20,offense,71,,,,,
player,201510040sdg,cle,GrecJo20,off_pct,100%,,,,,
player,201510040sdg,cle,GrecJo20,defense,0,,,,,
player,201510040sdg,cle,GrecJo20,def_pct,0%,,,,,
player,201510040sdg,cle,GrecJo20,special_teams,5,,,,,
player,201510040sdg,cle,GrecJo20,st_pct,15%,,,,,
player,201510040sdg,cle,SchwMi00,pos,T,,,,,
player,201510040sdg,cle,SchwMi00,offense,71,,,,,
player,201510040sdg,cle,SchwMi00,off_pct,100%,,,,,
player,201510040sdg,cle,SchwMi00,defense,0,,,,,
player,201510040sdg,cle,SchwMi00,def_pct,0%,,,,,
player,201510040sdg,cle,SchwMi00,special_teams,5,,,,,
player,201510040sdg,cle,SchwMi00,st_pct,15%,,,,,
player,201510040sdg,cle,MackAl20,pos,C,,,,,
player,201510040sdg,cle,MackAl20,offense,71,,,,,
player,201510040sdg,cle,MackAl20,off_pct,100%,,,,,
player,201510040sdg,cle,MackAl20,defense,0,,,,,
player,201510040sdg,cle,MackAl20,def_pct,0%,,,,,
player,201510040sdg,cle,MackAl20,special_teams,0,,,,,
player,201510040sdg,cle,MackAl20,st_pct,0%,,,,,
player,201510040sdg,cle,McCoJo01,pos,QB,,,,,
player,201510040sdg,cle,McCoJo01,offense,71,,,,,
player,201510040sdg,cle,McCoJo01,off_pct,100%,,,,,
player,201510040sdg,cle,McCoJo01,defense,0,,,,,
player,201510040sdg,cle,McCoJo01,def_pct,0%,,,,,
player,201510040sdg,cle,McCoJo01,special_teams,0,,,,,
player,201510040sdg,cle,McCoJo01,st_pct,0%,,,,,
player,201510040sdg,cle,ThomJo28,pos,T,,,,,
player,201510040sdg,cle,ThomJo28,offense,71,,,,,
player,201510040sdg,cle,ThomJo28,off_pct,100%,,,,,
player,201510040sdg,cle,ThomJo28,defense,0,,,,,
player,201510040sdg,cle,ThomJo28,def_pct,0%,,,,,
player,201510040sdg,cle,ThomJo28,special_teams,0,,,,,
player,201510040sdg,cle,ThomJo28,st_pct,0%,,,,,
player,201510040sdg,cle,BarnGa01,pos,TE,,,,,
player,201510040sdg,cle,BarnGa01,offense,62,,,,,
player,201510040sdg,cle,BarnGa01,off_pct,87%,,,,,
player,201510040sdg,cle,BarnGa01,defense,0,,,,,
player,201510040sdg,cle,BarnGa01,def_pct,0%,,,,,
player,201510040sdg,cle,BarnGa01,special_teams,4,,,,,
player,201510040sdg,cle,BarnGa01,st_pct,12%,,,,,
player,201510040sdg,cle,HawkAn00,pos,WR,,,,,
player,201510040sdg,cle,HawkAn00,offense,61,,,,,
player,201510040sdg,cle,HawkAn00,off_pct,86%,,,,,
player,201510040sdg,cle,HawkAn00,defense,0,,,,,
player,201510040sdg,cle,HawkAn00,def_pct,0%,,,,,
player,201510040sdg,cle,HawkAn00,special_teams,0,,,,,
player,201510040sdg,cle,HawkAn00,st_pct,0%,,,,,
player,201510040sdg,cle,BenjTr00,pos,WR,,,,,
player,201510040sdg,cle,BenjTr00,offense,56,,,,,
player,201510040sdg,cle,BenjTr00,off_pct,79%,,,,,
player,201510040sdg,cle,BenjTr00,defense,0,,,,,
player,201510040sdg,cle,BenjTr00,def_pct,0%,,,,,
player,201510040sdg,cle,BenjTr00,special_teams,5,,,,,
player,201510040sdg,cle,BenjTr00,st_pct,15%,,,,,
player,201510040sdg,cle,GabrTa00,pos,WR,,,,,
player,201510040sdg,cle,GabrTa00,offense,46,,,,,
player,201510040sdg,cle,GabrTa00,off_pct,65%,,,,,
player,201510040sdg,cle,GabrTa00,defense,0,,,,,
player,201510040sdg,cle,GabrTa00,def_pct,0%,,,,,
player,201510040sdg,cle,GabrTa00,special_teams,4,,,,,
player,201510040sdg,cle,GabrTa00,st_pct,12%,,,,,
player,201510040sdg,cle,JohnDu00,pos,RB,,,,,
player,201510040sdg,cle,JohnDu00,offense,43,,,,,
player,201510040sdg,cle,JohnDu00,off_pct,61%,,,,,
player,201510040sdg,cle,JohnDu00,defense,0,,,,,
player,201510040sdg,cle,JohnDu00,def_pct,0%,,,,,
player,201510040sdg,cle,JohnDu00,special_teams,0,,,,,
player,201510040sdg,cle,JohnDu00,st_pct,0%,,,,,
player,201510040sdg,cle,DrayJi00,pos,TE,,,,,
player,201510040sdg,cle,DrayJi00,offense,28,,,,,
player,201510040sdg,cle,DrayJi00,off_pct,39%,,,,,
player,201510040sdg,cle,DrayJi00,defense,0,,,,,
player,201510040sdg,cle,DrayJi00,def_pct,0%,,,,,
player,201510040sdg,cle,DrayJi00,special_teams,11,,,,,
player,201510040sdg,cle,DrayJi00,st_pct,32%,,,,,
player,201510040sdg,cle,CrowIs00,pos,RB,,,,,
player,201510040sdg,cle,CrowIs00,offense,26,,,,,
player,201510040sdg,cle,CrowIs00,off_pct,37%,,,,,
player,201510040sdg,cle,CrowIs00,defense,0,,,,,
player,201510040sdg,cle,CrowIs00,def_pct,0%,,,,,
player,201510040sdg,cle,CrowIs00,special_teams,0,,,,,
player,201510040sdg,cle,CrowIs00,st_pct,0%,,,,,
player,201510040sdg,cle,JohnMa06,pos,FB,,,,,
player,201510040sdg,cle,JohnMa06,offense,18,,,,,
player,201510040sdg,cle,JohnMa06,off_pct,25%,,,,,
player,201510040sdg,cle,JohnMa06,defense,0,,,,,
player,201510040sdg,cle,JohnMa06,def_pct,0%,,,,,
player,201510040sdg,cle,JohnMa06,special_teams,17,,,,,
player,201510040sdg,cle,JohnMa06,st_pct,50%,,,,,
player,201510040sdg,cle,HousRo01,pos,TE,,,,,
player,201510040sdg,cle,HousRo01,offense,4,,,,,
player,201510040sdg,cle,HousRo01,off_pct,6%,,,,,
player,201510040sdg,cle,HousRo01,defense,0,,,,,
player,201510040sdg,cle,HousRo01,def_pct,0%,,,,,
player,201510040sdg,cle,HousRo01,special_teams,15,,,,,
player,201510040sdg,cle,HousRo01,st_pct,44%,,,,,
player,201510040sdg,cle,BoweDw00,pos,WR,,,,,
player,201510040sdg,cle,BoweDw00,offense,4,,,,,
player,201510040sdg,cle,BoweDw00,off_pct,6%,,,,,
player,201510040sdg,cle,BoweDw00,defense,0,,,,,
player,201510040sdg,cle,BoweDw00,def_pct,0%,,,,,
player,201510040sdg,cle,BoweDw00,special_teams,0,,,,,
player,201510040sdg,cle,BoweDw00,st_pct,0%,,,,,
player,201510040sdg,cle,HartBr00,pos,WR,,,,,
player,201510040sdg,cle,HartBr00,offense,3,,,,,
player,201510040sdg,cle,HartBr00,off_pct,4%,,,,,
player,201510040sdg,cle,HartBr00,defense,0,,,,,
player,201510040sdg,cle,HartBr00,def_pct,0%,,,,,
player,201510040sdg,cle,HartBr00,special_teams,0,,,,,
player,201510040sdg,cle,HartBr00,st_pct,0%,,,,,
player,201510040sdg,cle,ErviCa00,pos,G,,,,,
player,201510040sdg,cle,ErviCa00,offense,2,,,,,
player,201510040sdg,cle,ErviCa00,off_pct,3%,,,,,
player,201510040sdg,cle,ErviCa00,defense,0,,,,,
player,201510040sdg,cle,ErviCa00,def_pct,0%,,,,,
player,201510040sdg,cle,ErviCa00,special_teams,5,,,,,
player,201510040sdg,cle,ErviCa00,st_pct,15%,,,,,
player,201510040sdg,cle,DrauSh00,pos,RB,,,,,
player,201510040sdg,cle,DrauSh00,offense,2,,,,,
player,201510040sdg,cle,DrauSh00,off_pct,3%,,,,,
player,201510040sdg,cle,DrauSh00,defense,0,,,,,
player,201510040sdg,cle,DrauSh00,def_pct,0%,,,,,
player,201510040sdg,cle,DrauSh00,special_teams,0,,,,,
player,201510040sdg,cle,DrauSh00,st_pct,0%,,,,,
player,201510040sdg,cle,KirkCh00,pos,LB,,,,,
player,201510040sdg,cle,KirkCh00,offense,0,,,,,
player,201510040sdg,cle,KirkCh00,off_pct,0%,,,,,
player,201510040sdg,cle,KirkCh00,defense,65,,,,,
player,201510040sdg,cle,KirkCh00,def_pct,100%,,,,,
player,201510040sdg,cle,KirkCh00,special_teams,11,,,,,
player,201510040sdg,cle,KirkCh00,st_pct,32%,,,,,
player,201510040sdg,cle,WhitDo20,pos,SS,,,,,
player,201510040sdg,cle,WhitDo20,offense,0,,,,,
player,201510040sdg,cle,WhitDo20,off_pct,0%,,,,,
player,201510040sdg,cle,WhitDo20,defense,65,,,,,
player,201510040sdg,cle,WhitDo20,def_pct,100%,,,,,
player,201510040sdg,cle,WhitDo20,special_teams,0,,,,,
player,201510040sdg,cle,WhitDo20,st_pct,0%,,,,,
player,201510040sdg,cle,DesiPi00,pos,CB,,,,,
player,201510040sdg,cle,DesiPi00,offense,0,,,,,
player,201510040sdg,cle,DesiPi00,off_pct,0%,,,,,
player,201510040sdg,cle,DesiPi00,defense,62,,,,,
player,201510040sdg,cle,DesiPi00,def_pct,95%,,,,,
player,201510040sdg,cle,DesiPi00,special_teams,10,,,,,
player,201510040sdg,cle,DesiPi00,st_pct,29%,,,,,
player,201510040sdg,cle,WillTr99,pos,CB,,,,,
player,201510040sdg,cle,WillTr99,offense,0,,,,,
player,201510040sdg,cle,WillTr99,off_pct,0%,,,,,
player,201510040sdg,cle,WillTr99,defense,62,,,,,
player,201510040sdg,cle,WillTr99,def_pct,95%,,,,,
player,201510040sdg,cle,WillTr99,special_teams,8,,,,,
player,201510040sdg,cle,WillTr99,st_pct,24%,,,,,
player,201510040sdg,cle,DansKa20,pos,LB,,,,,
player,201510040sdg,cle,DansKa20,offense,0,,,,,
player,201510040sdg,cle,DansKa20,off_pct,0%,,,,,
player,201510040sdg,cle,DansKa20,defense,62,,,,,
player,201510040sdg,cle,DansKa20,def_pct,95%,,,,,
player,201510040sdg,cle,DansKa20,special_teams,8,,,,,
player,201510040sdg,cle,DansKa20,st_pct,24%,,,,,
player,201510040sdg,cle,KrugPa99,pos,LB,,,,,
player,201510040sdg,cle,KrugPa99,offense,0,,,,,
player,201510040sdg,cle,KrugPa99,off_pct,0%,,,,,
player,201510040sdg,cle,KrugPa99,defense,52,,,,,
player,201510040sdg,cle,KrugPa99,def_pct,80%,,,,,
player,201510040sdg,cle,KrugPa99,special_teams,1,,,,,
player,201510040sdg,cle,KrugPa99,st_pct,3%,,,,,
player,201510040sdg,cle,GipsTa00,pos,FS,,,,,
player,201510040sdg,cle,GipsTa00,offense,0,,,,,
player,201510040sdg,cle,GipsTa00,off_pct,0%,,,,,
player,201510040sdg,cle,GipsTa00,defense,45,,,,,
player,201510040sdg,cle,GipsTa00,def_pct,69%,,,,,
player,201510040sdg,cle,GipsTa00,special_teams,1,,,,,
player,201510040sdg,cle,GipsTa00,st_pct,3%,,,,,
player,201510040sdg,cle,StarRa20,pos,DE,,,,,
player,201510040sdg,cle,StarRa20,offense,0,,,,,
player,201510040sdg,cle,StarRa20,off_pct,0%,,,,,
player,201510040sdg,cle,StarRa20,defense,45,,,,,
player,201510040sdg,cle,StarRa20,def_pct,69%,,,,,
player,201510040sdg,cle,StarRa20,special_teams,1,,,,,
player,201510040sdg,cle,StarRa20,st_pct,3%,,,,,
player,201510040sdg,cle,BadeJo00,pos,CB,,,,,
player,201510040sdg,cle,BadeJo00,offense,0,,,,,
player,201510040sdg,cle,BadeJo00,off_pct,0%,,,,,
player,201510040sdg,cle,BadeJo00,defense,42,,,,,
player,201510040sdg,cle,BadeJo00,def_pct,65%,,,,,
player,201510040sdg,cle,BadeJo00,special_teams,29,,,,,
player,201510040sdg,cle,BadeJo00,st_pct,85%,,,,,
player,201510040sdg,cle,HughJo00,pos,DE,,,,,
player,201510040sdg,cle,HughJo00,offense,0,,,,,
player,201510040sdg,cle,HughJo00,off_pct,0%,,,,,
player,201510040sdg,cle,HughJo00,defense,36,,,,,
player,201510040sdg,cle,HughJo00,def_pct,55%,,,,,
player,201510040sdg,cle,HughJo00,special_teams,7,,,,,
player,201510040sdg,cle,HughJo00,st_pct,21%,,,,,
player,201510040sdg,cle,ShelDa01,pos,NT,,,,,
player,201510040sdg,cle,ShelDa01,offense,0,,,,,
player,201510040sdg,cle,ShelDa01,off_pct,0%,,,,,
player,201510040sdg,cle,ShelDa01,defense,27,,,,,
player,201510040sdg,cle,ShelDa01,def_pct,42%,,,,,
player,201510040sdg,cle,ShelDa01,special_teams,12,,,,,
player,201510040sdg,cle,ShelDa01,st_pct,35%,,,,,
player,201510040sdg,cle,CoopXa00,pos,DE,,,,,
player,201510040sdg,cle,CoopXa00,offense,0,,,,,
player,201510040sdg,cle,CoopXa00,off_pct,0%,,,,,
player,201510040sdg,cle,CoopXa00,defense,27,,,,,
player,201510040sdg,cle,CoopXa00,def_pct,42%,,,,,
player,201510040sdg,cle,CoopXa00,special_teams,1,,,,,
player,201510040sdg,cle,CoopXa00,st_pct,3%,,,,,
player,201510040sdg,cle,BryaAr00,pos,DE,,,,,
