game,2015,7,20151025,201510250nyg,dal,"Dallas Cowboys",20,nyg,"New York Giants",27
player,201510250nyg,dal,ButlBr00,rec_td,0,,,,,
player,201510250nyg,dal,ButlBr00,rec_long,26,,,,,
player,201510250nyg,dal,ButlBr00,fumbles,0,,,,,
player,201510250nyg,dal,ButlBr00,fumbles_lost,0,,,,,
player,201510250nyg,dal,StreDe00,pass_cmp,0,,,,,
player,201510250nyg,dal,StreDe00,pass_att,0,,,,,
player,201510250nyg,dal,StreDe00,pass_yds,0,,,,,
player,201510250nyg,dal,StreDe00,pass_td,0,,,,,
player,201510250nyg,dal,StreDe00,pass_int,0,,,,,
player,201510250nyg,dal,StreDe00,pass_sacked,0,,,,,
player,201510250nyg,dal,StreDe00,pass_sacked_yds,0,,,,,
player,201510250nyg,dal,StreDe00,pass_long,0,,,,,
player,201510250nyg,dal,StreDe00,pass_rating,,,,,,
player,201510250nyg,dal,StreDe00,rush_att,0,,,,,
player,201510250nyg,dal,StreDe00,rush_yds,0,,,,,
player,201510250nyg,dal,StreDe00,rush_td,0,,,,,
player,201510250nyg,dal,StreDe00,rush_long,0,,,,,
player,201510250nyg,dal,StreDe00,targets,1,,,,,
player,201510250nyg,dal,StreDe00,rec,1,,,,,
player,201510250nyg,dal,StreDe00,rec_yds,25,,,,,
player,201510250nyg,dal,StreDe00,rec_td,1,,,,,
player,201510250nyg,dal,StreDe00,rec_long,25,,,,,
player,201510250nyg,dal,StreDe00,fumbles,0,,,,,
player,201510250nyg,dal,StreDe00,fumbles_lost,0,,,,,
player,201510250nyg,dal,HannJa00,pass_cmp,0,,,,,
player,201510250nyg,dal,HannJa00,pass_att,0,,,,,
player,201510250nyg,dal,HannJa00,pass_yds,0,,,,,
player,201510250nyg,dal,HannJa00,pass_td,0,,,,,
player,201510250nyg,dal,HannJa00,pass_int,0,,,,,
player,201510250nyg,dal,HannJa00,pass_sacked,0,,,,,
player,201510250nyg,dal,HannJa00,pass_sacked_yds,0,,,,,
player,201510250nyg,dal,HannJa00,pass_long,0,,,,,
player,201510250nyg,dal,HannJa00,pass_rating,,,,,,
player,201510250nyg,dal,HannJa00,rush_att,0,,,,,
player,201510250nyg,dal,HannJa00,rush_yds,0,,,,,
player,201510250nyg,dal,HannJa00,rush_td,0,,,,,
player,201510250nyg,dal,HannJa00,rush_long,0,,,,,
player,201510250nyg,dal,HannJa00,targets,1,,,,,
player,201510250nyg,dal,HannJa00,rec,1,,,,,
player,201510250nyg,dal,HannJa00,rec_yds,6,,,,,
player,201510250nyg,dal,HannJa00,rec_td,0,,,,,
player,201510250nyg,dal,HannJa00,rec_long,6,,,,,
player,201510250nyg,dal,HannJa00,fumbles,0,,,,,
player,201510250nyg,dal,HannJa00,fumbles_lost,0,,,,,
player,201510250nyg,dal,BeasCo00,pass_cmp,0,,,,,
player,201510250nyg,dal,BeasCo00,pass_att,0,,,,,
player,201510250nyg,dal,BeasCo00,pass_yds,0,,,,,
player,201510250nyg,dal,BeasCo00,pass_td,0,,,,,
player,201510250nyg,dal,BeasCo00,pass_int,0,,,,,
player,201510250nyg,dal,BeasCo00,pass_sacked,0,,,,,
player,201510250nyg,dal,BeasCo00,pass_sacked_yds,0,,,,,
player,201510250nyg,dal,BeasCo00,pass_long,0,,,,,
player,201510250nyg,dal,BeasCo00,pass_rating,,,,,,
player,201510250nyg,dal,BeasCo00,rush_att,0,,,,,
player,201510250nyg,dal,BeasCo00,rush_yds,0,,,,,
player,201510250nyg,dal,BeasCo00,rush_td,0,,,,,
player,201510250nyg,dal,BeasCo00,rush_long,0,,,,,
player,201510250nyg,dal,BeasCo00,targets,2,,,,,
player,201510250nyg,dal,BeasCo00,rec,0,,,,,
player,201510250nyg,dal,BeasCo00,rec_yds,0,,,,,
player,201510250nyg,dal,BeasCo00,rec_td,0,,,,,
player,201510250nyg,dal,BeasCo00,rec_long,0,,,,,
player,201510250nyg,dal,BeasCo00,fumbles,1,,,,,
player,201510250nyg,dal,BeasCo00,fumbles_lost,1,,,,,
player,201510250nyg,nyg,MannEl00,pass_cmp,13,,,,,
player,201510250nyg,nyg,MannEl00,pass_att,24,,,,,
player,201510250nyg,nyg,MannEl00,pass_yds,170,,,,,
player,201510250nyg,nyg,MannEl00,pass_td,0,,,,,
player,201510250nyg,nyg,MannEl00,pass_int,0,,,,,
player,201510250nyg,nyg,MannEl00,pass_sacked,2,,,,,
player,201510250nyg,nyg,MannEl00,pass_sacked_yds,13,,,,,
player,201510250nyg,nyg,MannEl00,pass_long,44,,,,,
player,201510250nyg,nyg,MannEl00,pass_rating,76.7,,,,,
player,201510250nyg,nyg,MannEl00,rush_att,4,,,,,
player,201510250nyg,nyg,MannEl00,rush_yds,-4,,,,,
player,201510250nyg,nyg,MannEl00,rush_td,0,,,,,
player,201510250nyg,nyg,MannEl00,rush_long,-1,,,,,
player,201510250nyg,nyg,MannEl00,targets,0,,,,,
player,201510250nyg,nyg,MannEl00,rec,0,,,,,
player,201510250nyg,nyg,MannEl00,rec_yds,0,,,,,
player,201510250nyg,nyg,MannEl00,rec_td,0,,,,,
player,201510250nyg,nyg,MannEl00,rec_long,0,,,,,
player,201510250nyg,nyg,MannEl00,fumbles,0,,,,,
player,201510250nyg,nyg,MannEl00,fumbles_lost,0,,,,,
player,201510250nyg,nyg,VereSh00,pass_cmp,0,,,,,
player,201510250nyg,nyg,VereSh00,pass_att,0,,,,,
player,201510250nyg,nyg,VereSh00,pass_yds,0,,,,,
player,201510250nyg,nyg,VereSh00,pass_td,0,,,,,
player,201510250nyg,nyg,VereSh00,pass_int,0,,,,,
player,201510250nyg,nyg,VereSh00,pass_sacked,0,,,,,
player,201510250nyg,nyg,VereSh00,pass_sacked_yds,0,,,,,
player,201510250nyg,nyg,VereSh00,pass_long,0,,,,,
player,201510250nyg,nyg,VereSh00,pass_rating,,,,,,
player,201510250nyg,nyg,VereSh00,rush_att,4,,,,,
player,201510250nyg,nyg,VereSh00,rush_yds,56,,,,,
player,201510250nyg,nyg,VereSh00,rush_td,0,,,,,
player,201510250nyg,nyg,VereSh00,rush_long,39,,,,,
player,201510250nyg,nyg,VereSh00,targets,3,,,,,
player,201510250nyg,nyg,VereSh00,rec,1,,,,,
player,201510250nyg,nyg,VereSh00,rec_yds,6,,,,,
player,201510250nyg,nyg,VereSh00,rec_td,0,,,,,
player,201510250nyg,nyg,VereSh00,rec_long,6,,,,,
player,201510250nyg,nyg,VereSh00,fumbles,0,,,,,
player,201510250nyg,nyg,VereSh00,fumbles_lost,0,,,,,
player,201510250nyg,nyg,DarkOr00,pass_cmp,0,,,,,
player,201510250nyg,nyg,DarkOr00,pass_att,0,,,,,
player,201510250nyg,nyg,DarkOr00,pass_yds,0,,,,,
player,201510250nyg,nyg,DarkOr00,pass_td,0,,,,,
player,201510250nyg,nyg,DarkOr00,pass_int,0,,,,,
player,201510250nyg,nyg,DarkOr00,pass_sacked,0,,,,,
player,201510250nyg,nyg,DarkOr00,pass_sacked_yds,0,,,,,
player,201510250nyg,nyg,DarkOr00,pass_long,0,,,,,
player,201510250nyg,nyg,DarkOr00,pass_rating,,,,,,
player,201510250nyg,nyg,DarkOr00,rush_att,8,,,,,
player,201510250nyg,nyg,DarkOr00,rush_yds,48,,,,,
player,201510250nyg,nyg,DarkOr00,rush_td,1,,,,,
player,201510250nyg,nyg,DarkOr00,rush_long,15,,,,,
player,201510250nyg,nyg,DarkOr00,targets,1,,,,,
player,201510250nyg,nyg,DarkOr00,rec,0,,,,,
player,201510250nyg,nyg,DarkOr00,rec_yds,0,,,,,
player,201510250nyg,nyg,DarkOr00,rec_td,0,,,,,
player,201510250nyg,nyg,DarkOr00,rec_long,0,,,,,
player,201510250nyg,nyg,DarkOr00,fumbles,0,,,,,
player,201510250nyg,nyg,DarkOr00,fumbles_lost,0,,,,,
player,201510250nyg,nyg,JennRa00,pass_cmp,0,,,,,
player,201510250nyg,nyg,JennRa00,pass_att,0,,,,,
player,201510250nyg,nyg,JennRa00,pass_yds,0,,,,,
player,201510250nyg,nyg,JennRa00,pass_td,0,,,,,
player,201510250nyg,nyg,JennRa00,pass_int,0,,,,,
player,201510250nyg,nyg,JennRa00,pass_sacked,0,,,,,
player,201510250nyg,nyg,JennRa00,pass_sacked_yds,0,,,,,
player,201510250nyg,nyg,JennRa00,pass_long,0,,,,,
player,201510250nyg,nyg,JennRa00,pass_rating,,,,,,
player,201510250nyg,nyg,JennRa00,rush_att,5,,,,,
player,201510250nyg,nyg,JennRa00,rush_yds,19,,,,,
player,201510250nyg,nyg,JennRa00,rush_td,0,,,,,
player,201510250nyg,nyg,JennRa00,rush_long,8,,,,,
player,201510250nyg,nyg,JennRa00,targets,0,,,,,
player,201510250nyg,nyg,JennRa00,rec,0,,,,,
player,201510250nyg,nyg,JennRa00,rec_yds,0,,,,,
player,201510250nyg,nyg,JennRa00,rec_td,0,,,,,
player,201510250nyg,nyg,JennRa00,rec_long,0,,,,,
player,201510250nyg,nyg,JennRa00,fumbles,0,,,,,
player,201510250nyg,nyg,JennRa00,fumbles_lost,0,,,,,
player,201510250nyg,nyg,WillAn00,pass_cmp,0,,,,,
player,201510250nyg,nyg,WillAn00,pass_att,0,,,,,
player,201510250nyg,nyg,WillAn00,pass_yds,0,,,,,
player,201510250nyg,nyg,WillAn00,pass_td,0,,,,,
player,201510250nyg,nyg,WillAn00,pass_int,0,,,,,
player,201510250nyg,nyg,WillAn00,pass_sacked,0,,,,,
player,201510250nyg,nyg,WillAn00,pass_sacked_yds,0,,,,,
player,201510250nyg,nyg,WillAn00,pass_long,0,,,,,
player,201510250nyg,nyg,WillAn00,pass_rating,,,,,,
player,201510250nyg,nyg,WillAn00,rush_att,4,,,,,
player,201510250nyg,nyg,WillAn00,rush_yds,13,,,,,
player,201510250nyg,nyg,WillAn00,rush_td,0,,,,,
player,201510250nyg,nyg,WillAn00,rush_long,5,,,,,
player,201510250nyg,nyg,WillAn00,targets,0,,,,,
player,201510250nyg,nyg,WillAn00,rec,0,,,,,
player,201510250nyg,nyg,WillAn00,rec_yds,0,,,,,
player,201510250nyg,nyg,WillAn00,rec_td,0,,,,,
player,201510250nyg,nyg,WillAn00,rec_long,0,,,,,
player,201510250nyg,nyg,WillAn00,fumbles,0,,,,,
player,201510250nyg,nyg,WillAn00,fumbles_lost,0,,,,,
player,201510250nyg,nyg,RandRu00,pass_cmp,0,,,,,
player,201510250nyg,nyg,RandRu00,pass_att,0,,,,,
player,201510250nyg,nyg,RandRu00,pass_yds,0,,,,,
player,201510250nyg,nyg,RandRu00,pass_td,0,,,,,
player,201510250nyg,nyg,RandRu00,pass_int,0,,,,,
player,201510250nyg,nyg,RandRu00,pass_sacked,0,,,,,
player,201510250nyg,nyg,RandRu00,pass_sacked_yds,0,,,,,
player,201510250nyg,nyg,RandRu00,pass_long,0,,,,,
player,201510250nyg,nyg,RandRu00,pass_rating,,,,,,
player,201510250nyg,nyg,RandRu00,rush_att,0,,,,,
player,201510250nyg,nyg,RandRu00,rush_yds,0,,,,,
player,201510250nyg,nyg,RandRu00,rush_td,0,,,,,
player,201510250nyg,nyg,RandRu00,rush_long,0,,,,,
player,201510250nyg,nyg,RandRu00,targets,5,,,,,
player,201510250nyg,nyg,RandRu00,rec,2,,,,,
player,201510250nyg,nyg,RandRu00,rec_yds,68,,,,,
player,201510250nyg,nyg,RandRu00,rec_td,0,,,,,
player,201510250nyg,nyg,RandRu00,rec_long,44,,,,,
player,201510250nyg,nyg,RandRu00,fumbles,0,,,,,
player,201510250nyg,nyg,RandRu00,fumbles_lost,0,,,,,
player,201510250nyg,nyg,HarrDw00,pass_cmp,0,,,,,
player,201510250nyg,nyg,HarrDw00,pass_att,0,,,,,
player,201510250nyg,nyg,HarrDw00,pass_yds,0,,,,,
player,201510250nyg,nyg,HarrDw00,pass_td,0,,,,,
player,201510250nyg,nyg,HarrDw00,pass_int,0,,,,,
player,201510250nyg,nyg,HarrDw00,pass_sacked,0,,,,,
player,201510250nyg,nyg,HarrDw00,pass_sacked_yds,0,,,,,
player,201510250nyg,nyg,HarrDw00,pass_long,0,,,,,
player,201510250nyg,nyg,HarrDw00,pass_rating,,,,,,
player,201510250nyg,nyg,HarrDw00,rush_att,0,,,,,
player,201510250nyg,nyg,HarrDw00,rush_yds,0,,,,,
player,201510250nyg,nyg,HarrDw00,rush_td,0,,,,,
player,201510250nyg,nyg,HarrDw00,rush_long,0,,,,,
player,201510250nyg,nyg,HarrDw00,targets,2,,,,,
player,201510250nyg,nyg,HarrDw00,rec,2,,,,,
player,201510250nyg,nyg,HarrDw00,rec_yds,43,,,,,
player,201510250nyg,nyg,HarrDw00,rec_td,0,,,,,
player,201510250nyg,nyg,HarrDw00,rec_long,38,,,,,
player,201510250nyg,nyg,HarrDw00,fumbles,0,,,,,
player,201510250nyg,nyg,HarrDw00,fumbles_lost,0,,,,,
player,201510250nyg,nyg,BeckOd00,pass_cmp,0,,,,,
player,201510250nyg,nyg,BeckOd00,pass_att,0,,,,,
player,201510250nyg,nyg,BeckOd00,pass_yds,0,,,,,
player,201510250nyg,nyg,BeckOd00,pass_td,0,,,,,
player,201510250nyg,nyg,BeckOd00,pass_int,0,,,,,
player,201510250nyg,nyg,BeckOd00,pass_sacked,0,,,,,
player,201510250nyg,nyg,BeckOd00,pass_sacked_yds,0,,,,,
player,201510250nyg,nyg,BeckOd00,pass_long,0,,,,,
player,201510250nyg,nyg,BeckOd00,pass_rating,,,,,,
player,201510250nyg,nyg,BeckOd00,rush_att,0,,,,,
player,201510250nyg,nyg,BeckOd00,rush_yds,0,,,,,
player,201510250nyg,nyg,BeckOd00,rush_td,0,,,,,
player,201510250nyg,nyg,BeckOd00,rush_long,0,,,,,
player,201510250nyg,nyg,BeckOd00,targets,6,,,,,
player,201510250nyg,nyg,BeckOd00,rec,4,,,,,
player,201510250nyg,nyg,BeckOd00,rec_yds,35,,,,,
player,201510250nyg,nyg,BeckOd00,rec_td,0,,,,,
player,201510250nyg,nyg,BeckOd00,rec_long,10,,,,,
player,201510250nyg,nyg,BeckOd00,fumbles,0,,,,,
player,201510250nyg,nyg,BeckOd00,fumbles_lost,0,,,,,
player,201510250nyg,nyg,DonnLa00,pass_cmp,0,,,,,
player,201510250nyg,nyg,DonnLa00,pass_att,0,,,,,
player,201510250nyg,nyg,DonnLa00,pass_yds,0,,,,,
player,201510250nyg,nyg,DonnLa00,pass_td,0,,,,,
player,201510250nyg,nyg,DonnLa00,pass_int,0,,,,,
player,201510250nyg,nyg,DonnLa00,pass_sacked,0,,,,,
player,201510250nyg,nyg,DonnLa00,pass_sacked_yds,0,,,,,
player,201510250nyg,nyg,DonnLa00,pass_long,0,,,,,
player,201510250nyg,nyg,DonnLa00,pass_rating,,,,,,
player,201510250nyg,nyg,DonnLa00,rush_att,0,,,,,
player,201510250nyg,nyg,DonnLa00,rush_yds,0,,,,,
player,201510250nyg,nyg,DonnLa00,rush_td,0,,,,,
player,201510250nyg,nyg,DonnLa00,rush_long,0,,,,,
player,201510250nyg,nyg,DonnLa00,targets,5,,,,,
player,201510250nyg,nyg,DonnLa00,rec,4,,,,,
player,201510250nyg,nyg,DonnLa00,rec_yds,18,,,,,
player,201510250nyg,nyg,DonnLa00,rec_td,0,,,,,
player,201510250nyg,nyg,DonnLa00,rec_long,10,,,,,
player,201510250nyg,nyg,DonnLa00,fumbles,0,,,,,
player,201510250nyg,nyg,DonnLa00,fumbles_lost,0,,,,,
player,201510250nyg,nyg,TyexWi00,pass_cmp,0,,,,,
player,201510250nyg,nyg,TyexWi00,pass_att,0,,,,,
player,201510250nyg,nyg,TyexWi00,pass_yds,0,,,,,
player,201510250nyg,nyg,TyexWi00,pass_td,0,,,,,
player,201510250nyg,nyg,TyexWi00,pass_int,0,,,,,
player,201510250nyg,nyg,TyexWi00,pass_sacked,0,,,,,
player,201510250nyg,nyg,TyexWi00,pass_sacked_yds,0,,,,,
player,201510250nyg,nyg,TyexWi00,pass_long,0,,,,,
player,201510250nyg,nyg,TyexWi00,pass_rating,,,,,,
player,201510250nyg,nyg,TyexWi00,rush_att,0,,,,,
player,201510250nyg,nyg,TyexWi00,rush_yds,0,,,,,
player,201510250nyg,nyg,TyexWi00,rush_td,0,,,,,
player,201510250nyg,nyg,TyexWi00,rush_long,0,,,,,
player,201510250nyg,nyg,TyexWi00,targets,2,,,,,
player,201510250nyg,nyg,TyexWi00,rec,0,,,,,
player,201510250nyg,nyg,TyexWi00,rec_yds,0,,,,,
player,201510250nyg,nyg,TyexWi00,rec_td,0,,,,,
