game,2015,12,20151126,201511260gnb,chi,"Chicago Bears",17,gnb,"Green Bay Packers",13
team,201511260gnb,chi,First Downs,17,,,,,,
team,201511260gnb,gnb,First Downs,23,,,,,,
team,201511260gnb,chi,Rush-Yds-TDs,31-101-1,,,,,,
team,201511260gnb,gnb,Rush-Yds-TDs,28-177-0,,,,,,
team,201511260gnb,chi,Cmp-Att-Yd-TD-INT,19-31-200-1-0,,,,,,
team,201511260gnb,gnb,Cmp-Att-Yd-TD-INT,22-43-202-1-1,,,,,,
team,201511260gnb,chi,Sacked-Yards,1-11,,,,,,
team,201511260gnb,gnb,Sacked-Yards,2-14,,,,,,
team,201511260gnb,chi,Net Pass Yards,189,,,,,,
team,201511260gnb,gnb,Net Pass Yards,188,,,,,,
team,201511260gnb,chi,Total Yards,290,,,,,,
team,201511260gnb,gnb,Total Yards,365,,,,,,
team,201511260gnb,chi,Fumbles-Lost,2-0,,,,,,
team,201511260gnb,gnb,Fumbles-Lost,3-1,,,,,,
team,201511260gnb,chi,Turnovers,0,,,,,,
team,201511260gnb,gnb,Turnovers,2,,,,,,
team,201511260gnb,chi,Penalties-Yards,12-95,,,,,,
team,201511260gnb,gnb,Penalties-Yards,3-38,,,,,,
team,201511260gnb,chi,Third Down Conv.,5-14,,,,,,
team,201511260gnb,gnb,Third Down Conv.,3-11,,,,,,
team,201511260gnb,chi,Fourth Down Conv.,0-0,,,,,,
team,201511260gnb,gnb,Fourth Down Conv.,0-2,,,,,,
team,201511260gnb,chi,Time of Possession,31:12,,,,,,
team,201511260gnb,gnb,Time of Possession,28:48,,,,,,
player,201511260gnb,chi,CutlJa00,pass_cmp,19,,,,,
player,201511260gnb,chi,CutlJa00,pass_att,31,,,,,
player,201511260gnb,chi,CutlJa00,pass_yds,200,,,,,
player,201511260gnb,chi,CutlJa00,pass_td,1,,,,,
player,201511260gnb,chi,CutlJa00,pass_int,0,,,,,
player,201511260gnb,chi,CutlJa00,pass_sacked,1,,,,,
player,201511260gnb,chi,CutlJa00,pass_sacked_yds,11,,,,,
player,201511260gnb,chi,CutlJa00,pass_long,22,,,,,
player,201511260gnb,chi,CutlJa00,pass_rating,90.8,,,,,
player,201511260gnb,chi,CutlJa00,rush_att,4,,,,,
player,201511260gnb,chi,CutlJa00,rush_yds,9,,,,,
player,201511260gnb,chi,CutlJa00,rush_td,0,,,,,
player,201511260gnb,chi,CutlJa00,rush_long,6,,,,,
player,201511260gnb,chi,CutlJa00,targets,0,,,,,
player,201511260gnb,chi,CutlJa00,rec,0,,,,,
player,201511260gnb,chi,CutlJa00,rec_yds,0,,,,,
player,201511260gnb,chi,CutlJa00,rec_td,0,,,,,
player,201511260gnb,chi,CutlJa00,rec_long,0,,,,,
player,201511260gnb,chi,CutlJa00,fumbles,1,,,,,
player,201511260gnb,chi,CutlJa00,fumbles_lost,0,,,,,
player,201511260gnb,chi,LangJe00,pass_cmp,0,,,,,
player,201511260gnb,chi,LangJe00,pass_att,0,,,,,
player,201511260gnb,chi,LangJe00,pass_yds,0,,,,,
player,201511260gnb,chi,LangJe00,pass_td,0,,,,,
player,201511260gnb,chi,LangJe00,pass_int,0,,,,,
player,201511260gnb,chi,LangJe00,pass_sacked,0,,,,,
player,201511260gnb,chi,LangJe00,pass_sacked_yds,0,,,,,
player,201511260gnb,chi,LangJe00,pass_long,0,,,,,
player,201511260gnb,chi,LangJe00,pass_rating,,,,,,
player,201511260gnb,chi,LangJe00,rush_att,12,,,,,
player,201511260gnb,chi,LangJe00,rush_yds,48,,,,,
player,201511260gnb,chi,LangJe00,rush_td,1,,,,,
player,201511260gnb,chi,LangJe00,rush_long,14,,,,,
player,201511260gnb,chi,LangJe00,targets,3,,,,,
player,201511260gnb,chi,LangJe00,rec,1,,,,,
player,201511260gnb,chi,LangJe00,rec_yds,5,,,,,
player,201511260gnb,chi,LangJe00,rec_td,0,,,,,
player,201511260gnb,chi,LangJe00,rec_long,5,,,,,
player,201511260gnb,chi,LangJe00,fumbles,0,,,,,
player,201511260gnb,chi,LangJe00,fumbles_lost,0,,,,,
player,201511260gnb,chi,FortMa00,pass_cmp,0,,,,,
player,201511260gnb,chi,FortMa00,pass_att,0,,,,,
player,201511260gnb,chi,FortMa00,pass_yds,0,,,,,
player,201511260gnb,chi,FortMa00,pass_td,0,,,,,
player,201511260gnb,chi,FortMa00,pass_int,0,,,,,
player,201511260gnb,chi,FortMa00,pass_sacked,0,,,,,
player,201511260gnb,chi,FortMa00,pass_sacked_yds,0,,,,,
player,201511260gnb,chi,FortMa00,pass_long,0,,,,,
