game,2015,11,20151122,201511220chi,den,"Denver Broncos",17,chi,"Chicago Bears",15
player,201511220chi,den,BrutDa99,tackles_solo,3,,,,,
player,201511220chi,den,BrutDa99,tackles_assists,1,,,,,
player,201511220chi,den,BrutDa99,tackles_loss,0,,,,,
player,201511220chi,den,BrutDa99,qb_hits,0,,,,,
player,201511220chi,den,BrutDa99,fumbles_rec,0,,,,,
player,201511220chi,den,BrutDa99,fumbles_rec_yds,0,,,,,
player,201511220chi,den,BrutDa99,fumbles_rec_td,0,,,,,
player,201511220chi,den,BrutDa99,fumbles_forced,0,,,,,
player,201511220chi,den,BarrSh00,def_int,0,,,,,
player,201511220chi,den,BarrSh00,def_int_yds,0,,,,,
player,201511220chi,den,BarrSh00,def_int_td,0,,,,,
player,201511220chi,den,BarrSh00,def_int_long,0,,,,,
player,201511220chi,den,BarrSh00,pass_defended,1,,,,,
player,201511220chi,den,BarrSh00,sacks,0.0,,,,,
player,201511220chi,den,BarrSh00,tackles_combined,3,,,,,
player,201511220chi,den,BarrSh00,tackles_solo,3,,,,,
player,201511220chi,den,BarrSh00,tackles_assists,0,,,,,
player,201511220chi,den,BarrSh00,tackles_loss,0,,,,,
player,201511220chi,den,BarrSh00,qb_hits,0,,,,,
player,201511220chi,den,BarrSh00,fumbles_rec,0,,,,,
player,201511220chi,den,BarrSh00,fumbles_rec_yds,0,,,,,
player,201511220chi,den,BarrSh00,fumbles_rec_td,0,,,,,
player,201511220chi,den,BarrSh00,fumbles_forced,0,,,,,
player,201511220chi,den,HarrCh01,def_int,0,,,,,
player,201511220chi,den,HarrCh01,def_int_yds,0,,,,,
player,201511220chi,den,HarrCh01,def_int_td,0,,,,,
player,201511220chi,den,HarrCh01,def_int_long,0,,,,,
player,201511220chi,den,HarrCh01,pass_defended,0,,,,,
player,201511220chi,den,HarrCh01,sacks,0.0,,,,,
player,201511220chi,den,HarrCh01,tackles_combined,3,,,,,
player,201511220chi,den,HarrCh01,tackles_solo,3,,,,,
player,201511220chi,den,HarrCh01,tackles_assists,0,,,,,
player,201511220chi,den,HarrCh01,tackles_loss,0,,,,,
player,201511220chi,den,HarrCh01,qb_hits,0,,,,,
player,201511220chi,den,HarrCh01,fumbles_rec,0,,,,,
player,201511220chi,den,HarrCh01,fumbles_rec_yds,0,,,,,
player,201511220chi,den,HarrCh01,fumbles_rec_td,0,,,,,
player,201511220chi,den,HarrCh01,fumbles_forced,0,,,,,
player,201511220chi,den,TaliAq99,def_int,0,,,,,
player,201511220chi,den,TaliAq99,def_int_yds,0,,,,,
player,201511220chi,den,TaliAq99,def_int_td,0,,,,,
player,201511220chi,den,TaliAq99,def_int_long,0,,,,,
player,201511220chi,den,TaliAq99,pass_defended,1,,,,,
player,201511220chi,den,TaliAq99,sacks,0.0,,,,,
player,201511220chi,den,TaliAq99,tackles_combined,3,,,,,
player,201511220chi,den,TaliAq99,tackles_solo,3,,,,,
player,201511220chi,den,TaliAq99,tackles_assists,0,,,,,
player,201511220chi,den,TaliAq99,tackles_loss,0,,,,,
player,201511220chi,den,TaliAq99,qb_hits,0,,,,,
player,201511220chi,den,TaliAq99,fumbles_rec,0,,,,,
player,201511220chi,den,TaliAq99,fumbles_rec_yds,0,,,,,
player,201511220chi,den,TaliAq99,fumbles_rec_td,0,,,,,
player,201511220chi,den,TaliAq99,fumbles_forced,0,,,,,
player,201511220chi,den,RobyBr00,def_int,0,,,,,
player,201511220chi,den,RobyBr00,def_int_yds,0,,,,,
player,201511220chi,den,RobyBr00,def_int_td,0,,,,,
player,201511220chi,den,RobyBr00,def_int_long,0,,,,,
player,201511220chi,den,RobyBr00,pass_defended,2,,,,,
player,201511220chi,den,RobyBr00,sacks,0.0,,,,,
player,201511220chi,den,RobyBr00,tackles_combined,2,,,,,
player,201511220chi,den,RobyBr00,tackles_solo,1,,,,,
player,201511220chi,den,RobyBr00,tackles_assists,1,,,,,
player,201511220chi,den,RobyBr00,tackles_loss,0,,,,,
player,201511220chi,den,RobyBr00,qb_hits,0,,,,,
player,201511220chi,den,RobyBr00,fumbles_rec,0,,,,,
player,201511220chi,den,RobyBr00,fumbles_rec_yds,0,,,,,
player,201511220chi,den,RobyBr00,fumbles_rec_td,0,,,,,
player,201511220chi,den,RobyBr00,fumbles_forced,0,,,,,
player,201511220chi,den,DaviTo01,def_int,0,,,,,
player,201511220chi,den,DaviTo01,def_int_yds,0,,,,,
player,201511220chi,den,DaviTo01,def_int_td,0,,,,,
player,201511220chi,den,DaviTo01,def_int_long,0,,,,,
player,201511220chi,den,DaviTo01,pass_defended,0,,,,,
player,201511220chi,den,DaviTo01,sacks,0.0,,,,,
player,201511220chi,den,DaviTo01,tackles_combined,1,,,,,
player,201511220chi,den,DaviTo01,tackles_solo,1,,,,,
player,201511220chi,den,DaviTo01,tackles_assists,0,,,,,
player,201511220chi,den,DaviTo01,tackles_loss,0,,,,,
player,201511220chi,den,DaviTo01,qb_hits,0,,,,,
player,201511220chi,den,DaviTo01,fumbles_rec,0,,,,,
player,201511220chi,den,DaviTo01,fumbles_rec_yds,0,,,,,
player,201511220chi,den,DaviTo01,fumbles_rec_td,0,,,,,
player,201511220chi,den,DaviTo01,fumbles_forced,0,,,,,
player,201511220chi,den,LatiCo00,def_int,0,,,,,
player,201511220chi,den,LatiCo00,def_int_yds,0,,,,,
player,201511220chi,den,LatiCo00,def_int_td,0,,,,,
player,201511220chi,den,LatiCo00,def_int_long,0,,,,,
player,201511220chi,den,LatiCo00,pass_defended,0,,,,,
player,201511220chi,den,LatiCo00,sacks,0.0,,,,,
player,201511220chi,den,LatiCo00,tackles_combined,1,,,,,
player,201511220chi,den,LatiCo00,tackles_solo,0,,,,,
player,201511220chi,den,LatiCo00,tackles_assists,1,,,,,
player,201511220chi,den,LatiCo00,tackles_loss,0,,,,,
player,201511220chi,den,LatiCo00,qb_hits,0,,,,,
player,201511220chi,den,LatiCo00,fumbles_rec,0,,,,,
player,201511220chi,den,LatiCo00,fumbles_rec_yds,0,,,,,
player,201511220chi,den,LatiCo00,fumbles_rec_td,0,,,,,
player,201511220chi,den,LatiCo00,fumbles_forced,0,,,,,
player,201511220chi,den,NelsCo00,def_int,0,,,,,
player,201511220chi,den,NelsCo00,def_int_yds,0,,,,,
player,201511220chi,den,NelsCo00,def_int_td,0,,,,,
player,201511220chi,den,NelsCo00,def_int_long,0,,,,,
player,201511220chi,den,NelsCo00,pass_defended,0,,,,,
player,201511220chi,den,NelsCo00,sacks,0.0,,,,,
player,201511220chi,den,NelsCo00,tackles_combined,1,,,,,
player,201511220chi,den,NelsCo00,tackles_solo,1,,,,,
player,201511220chi,den,NelsCo00,tackles_assists,0,,,,,
player,201511220chi,den,NelsCo00,tackles_loss,0,,,,,
player,201511220chi,den,NelsCo00,qb_hits,0,,,,,
player,201511220chi,den,NelsCo00,fumbles_rec,0,,,,,
player,201511220chi,den,NelsCo00,fumbles_rec_yds,0,,,,,
player,201511220chi,den,NelsCo00,fumbles_rec_td,0,,,,,
player,201511220chi,den,NelsCo00,fumbles_forced,0,,,,,
player,201511220chi,den,RayxSh00,def_int,0,,,,,
player,201511220chi,den,RayxSh00,def_int_yds,0,,,,,
player,201511220chi,den,RayxSh00,def_int_td,0,,,,,
player,201511220chi,den,RayxSh00,def_int_long,0,,,,,
player,201511220chi,den,RayxSh00,pass_defended,0,,,,,
player,201511220chi,den,RayxSh00,sacks,0.0,,,,,
player,201511220chi,den,RayxSh00,tackles_combined,1,,,,,
player,201511220chi,den,RayxSh00,tackles_solo,0,,,,,
player,201511220chi,den,RayxSh00,tackles_assists,1,,,,,
player,201511220chi,den,RayxSh00,tackles_loss,0,,,,,
player,201511220chi,den,RayxSh00,qb_hits,0,,,,,
player,201511220chi,den,RayxSh00,fumbles_rec,0,,,,,
player,201511220chi,den,RayxSh00,fumbles_rec_yds,0,,,,,
player,201511220chi,den,RayxSh00,fumbles_rec_td,0,,,,,
player,201511220chi,den,RayxSh00,fumbles_forced,0,,,,,
player,201511220chi,den,StewDa00,def_int,0,,,,,
player,201511220chi,den,StewDa00,def_int_yds,0,,,,,
player,201511220chi,den,StewDa00,def_int_td,0,,,,,
player,201511220chi,den,StewDa00,def_int_long,0,,,,,
player,201511220chi,den,StewDa00,pass_defended,2,,,,,
player,201511220chi,den,StewDa00,sacks,0.0,,,,,
player,201511220chi,den,StewDa00,tackles_combined,1,,,,,
player,201511220chi,den,StewDa00,tackles_solo,1,,,,,
player,201511220chi,den,StewDa00,tackles_assists,0,,,,,
player,201511220chi,den,StewDa00,tackles_loss,0,,,,,
player,201511220chi,den,StewDa00,qb_hits,0,,,,,
player,201511220chi,den,StewDa00,fumbles_rec,0,,,,,
player,201511220chi,den,StewDa00,fumbles_rec_yds,0,,,,,
player,201511220chi,den,StewDa00,fumbles_rec_td,0,,,,,
player,201511220chi,den,StewDa00,fumbles_forced,0,,,,,
player,201511220chi,den,WebsKa00,def_int,0,,,,,
player,201511220chi,den,WebsKa00,def_int_yds,0,,,,,
player,201511220chi,den,WebsKa00,def_int_td,0,,,,,
player,201511220chi,den,WebsKa00,def_int_long,0,,,,,
player,201511220chi,den,WebsKa00,pass_defended,0,,,,,
player,201511220chi,den,WebsKa00,sacks,0.0,,,,,
player,201511220chi,den,WebsKa00,tackles_combined,1,,,,,
player,201511220chi,den,WebsKa00,tackles_solo,0,,,,,
player,201511220chi,den,WebsKa00,tackles_assists,1,,,,,
player,201511220chi,den,WebsKa00,tackles_loss,0,,,,,
player,201511220chi,den,WebsKa00,qb_hits,0,,,,,
player,201511220chi,den,WebsKa00,fumbles_rec,0,,,,,
player,201511220chi,den,WebsKa00,fumbles_rec_yds,0,,,,,
player,201511220chi,den,WebsKa00,fumbles_rec_td,0,,,,,
player,201511220chi,den,WebsKa00,fumbles_forced,0,,,,,
player,201511220chi,den,WillSy00,def_int,0,,,,,
player,201511220chi,den,WillSy00,def_int_yds,0,,,,,
player,201511220chi,den,WillSy00,def_int_td,0,,,,,
player,201511220chi,den,WillSy00,def_int_long,0,,,,,
player,201511220chi,den,WillSy00,pass_defended,0,,,,,
player,201511220chi,den,WillSy00,sacks,0.0,,,,,
player,201511220chi,den,WillSy00,tackles_combined,1,,,,,
player,201511220chi,den,WillSy00,tackles_solo,1,,,,,
player,201511220chi,den,WillSy00,tackles_assists,0,,,,,
player,201511220chi,den,WillSy00,tackles_loss,0,,,,,
player,201511220chi,den,WillSy00,qb_hits,0,,,,,
player,201511220chi,den,WillSy00,fumbles_rec,0,,,,,
player,201511220chi,den,WillSy00,fumbles_rec_yds,0,,,,,
player,201511220chi,den,WillSy00,fumbles_rec_td,0,,,,,
player,201511220chi,den,WillSy00,fumbles_forced,0,,,,,
player,201511220chi,den,JackMa02,def_int,0,,,,,
player,201511220chi,den,JackMa02,def_int_yds,0,,,,,
player,201511220chi,den,JackMa02,def_int_td,0,,,,,
player,201511220chi,den,JackMa02,def_int_long,0,,,,,
player,201511220chi,den,JackMa02,pass_defended,0,,,,,
player,201511220chi,den,JackMa02,sacks,0.0,,,,,
player,201511220chi,den,JackMa02,tackles_combined,0,,,,,
player,201511220chi,den,JackMa02,tackles_solo,0,,,,,
player,201511220chi,den,JackMa02,tackles_assists,0,,,,,
player,201511220chi,den,JackMa02,tackles_loss,0,,,,,
player,201511220chi,den,JackMa02,qb_hits,1,,,,,
player,201511220chi,den,JackMa02,fumbles_rec,1,,,,,
player,201511220chi,den,JackMa02,fumbles_rec_yds,-2,,,,,
player,201511220chi,den,JackMa02,fumbles_rec_td,0,,,,,
player,201511220chi,den,JackMa02,fumbles_forced,0,,,,,
player,201511220chi,den,KilgDa01,def_int,0,,,,,
player,201511220chi,den,KilgDa01,def_int_yds,0,,,,,
player,201511220chi,den,KilgDa01,def_int_td,0,,,,,
player,201511220chi,den,KilgDa01,def_int_long,0,,,,,
player,201511220chi,den,KilgDa01,pass_defended,1,,,,,
player,201511220chi,den,KilgDa01,sacks,0.0,,,,,
player,201511220chi,den,KilgDa01,tackles_combined,0,,,,,
player,201511220chi,den,KilgDa01,tackles_solo,0,,,,,
player,201511220chi,den,KilgDa01,tackles_assists,0,,,,,
player,201511220chi,den,KilgDa01,tackles_loss,0,,,,,
player,201511220chi,den,KilgDa01,qb_hits,0,,,,,
player,201511220chi,den,KilgDa01,fumbles_rec,0,,,,,
player,201511220chi,den,KilgDa01,fumbles_rec_yds,0,,,,,
player,201511220chi,den,KilgDa01,fumbles_rec_td,0,,,,,
player,201511220chi,den,KilgDa01,fumbles_forced,0,,,,,
player,201511220chi,chi,AmosAd00,def_int,0,,,,,
player,201511220chi,chi,AmosAd00,def_int_yds,0,,,,,
player,201511220chi,chi,AmosAd00,def_int_td,0,,,,,
player,201511220chi,chi,AmosAd00,def_int_long,0,,,,,
player,201511220chi,chi,AmosAd00,pass_defended,0,,,,,
player,201511220chi,chi,AmosAd00,sacks,1.0,,,,,
player,201511220chi,chi,AmosAd00,tackles_combined,7,,,,,
player,201511220chi,chi,AmosAd00,tackles_solo,7,,,,,
player,201511220chi,chi,AmosAd00,tackles_assists,0,,,,,
player,201511220chi,chi,AmosAd00,tackles_loss,1,,,,,
player,201511220chi,chi,AmosAd00,qb_hits,1,,,,,
player,201511220chi,chi,AmosAd00,fumbles_rec,0,,,,,
player,201511220chi,chi,AmosAd00,fumbles_rec_yds,0,,,,,
player,201511220chi,chi,AmosAd00,fumbles_rec_td,0,,,,,
player,201511220chi,chi,AmosAd00,fumbles_forced,0,,,,,
player,201511220chi,chi,ProsCh00,def_int,0,,,,,
player,201511220chi,chi,ProsCh00,def_int_yds,0,,,,,
player,201511220chi,chi,ProsCh00,def_int_td,0,,,,,
player,201511220chi,chi,ProsCh00,def_int_long,0,,,,,
player,201511220chi,chi,ProsCh00,pass_defended,0,,,,,
player,201511220chi,chi,ProsCh00,sacks,1.0,,,,,
player,201511220chi,chi,ProsCh00,tackles_combined,6,,,,,
player,201511220chi,chi,ProsCh00,tackles_solo,4,,,,,
player,201511220chi,chi,ProsCh00,tackles_assists,2,,,,,
player,201511220chi,chi,ProsCh00,tackles_loss,0,,,,,
player,201511220chi,chi,ProsCh00,qb_hits,1,,,,,
player,201511220chi,chi,ProsCh00,fumbles_rec,0,,,,,
player,201511220chi,chi,ProsCh00,fumbles_rec_yds,0,,,,,
player,201511220chi,chi,ProsCh00,fumbles_rec_td,0,,,,,
player,201511220chi,chi,ProsCh00,fumbles_forced,0,,,,,
player,201511220chi,chi,YounWi99,def_int,0,,,,,
player,201511220chi,chi,YounWi99,def_int_yds,0,,,,,
player,201511220chi,chi,YounWi99,def_int_td,0,,,,,
player,201511220chi,chi,YounWi99,def_int_long,0,,,,,
player,201511220chi,chi,YounWi99,pass_defended,0,,,,,
player,201511220chi,chi,YounWi99,sacks,1.0,,,,,
player,201511220chi,chi,YounWi99,tackles_combined,4,,,,,
player,201511220chi,chi,YounWi99,tackles_solo,3,,,,,
player,201511220chi,chi,YounWi99,tackles_assists,1,,,,,
player,201511220chi,chi,YounWi99,tackles_loss,1,,,,,
player,201511220chi,chi,YounWi99,qb_hits,1,,,,,
player,201511220chi,chi,YounWi99,fumbles_rec,0,,,,,
player,201511220chi,chi,YounWi99,fumbles_rec_yds,0,,,,,
player,201511220chi,chi,YounWi99,fumbles_rec_td,0,,,,,
player,201511220chi,chi,YounWi99,fumbles_forced,0,,,,,
player,201511220chi,chi,GastBr00,def_int,0,,,,,
player,201511220chi,chi,GastBr00,def_int_yds,0,,,,,
player,201511220chi,chi,GastBr00,def_int_td,0,,,,,
player,201511220chi,chi,GastBr00,def_int_long,0,,,,,
player,201511220chi,chi,GastBr00,pass_defended,0,,,,,
player,201511220chi,chi,GastBr00,sacks,1.0,,,,,
player,201511220chi,chi,GastBr00,tackles_combined,3,,,,,
player,201511220chi,chi,GastBr00,tackles_solo,2,,,,,
player,201511220chi,chi,GastBr00,tackles_assists,1,,,,,
player,201511220chi,chi,GastBr00,tackles_loss,1,,,,,
player,201511220chi,chi,GastBr00,qb_hits,1,,,,,
player,201511220chi,chi,GastBr00,fumbles_rec,0,,,,,
player,201511220chi,chi,GastBr00,fumbles_rec_yds,0,,,,,
player,201511220chi,chi,GastBr00,fumbles_rec_td,0,,,,,
player,201511220chi,chi,GastBr00,fumbles_forced,0,,,,,
player,201511220chi,chi,GoldEd00,def_int,0,,,,,
player,201511220chi,chi,GoldEd00,def_int_yds,0,,,,,
player,201511220chi,chi,GoldEd00,def_int_td,0,,,,,
player,201511220chi,chi,GoldEd00,def_int_long,0,,,,,
player,201511220chi,chi,GoldEd00,pass_defended,0,,,,,
player,201511220chi,chi,GoldEd00,sacks,1.0,,,,,
player,201511220chi,chi,GoldEd00,tackles_combined,2,,,,,
player,201511220chi,chi,GoldEd00,tackles_solo,1,,,,,
player,201511220chi,chi,GoldEd00,tackles_assists,1,,,,,
player,201511220chi,chi,GoldEd00,tackles_loss,1,,,,,
player,201511220chi,chi,GoldEd00,qb_hits,1,,,,,
player,201511220chi,chi,GoldEd00,fumbles_rec,0,,,,,
player,201511220chi,chi,GoldEd00,fumbles_rec_yds,0,,,,,
player,201511220chi,chi,GoldEd00,fumbles_rec_td,0,,,,,
player,201511220chi,chi,GoldEd00,fumbles_forced,0,,,,,
player,201511220chi,chi,JoneCh05,def_int,0,,,,,
player,201511220chi,chi,JoneCh05,def_int_yds,0,,,,,
player,201511220chi,chi,JoneCh05,def_int_td,0,,,,,
player,201511220chi,chi,JoneCh05,def_int_long,0,,,,,
player,201511220chi,chi,JoneCh05,pass_defended,0,,,,,
player,201511220chi,chi,JoneCh05,sacks,0.0,,,,,
player,201511220chi,chi,JoneCh05,tackles_combined,9,,,,,
player,201511220chi,chi,JoneCh05,tackles_solo,6,,,,,
player,201511220chi,chi,JoneCh05,tackles_assists,3,,,,,
player,201511220chi,chi,JoneCh05,tackles_loss,0,,,,,
player,201511220chi,chi,JoneCh05,qb_hits,0,,,,,
player,201511220chi,chi,JoneCh05,fumbles_rec,0,,,,,
player,201511220chi,chi,JoneCh05,fumbles_rec_yds,0,,,,,
player,201511220chi,chi,JoneCh05,fumbles_rec_td,0,,,,,
player,201511220chi,chi,JoneCh05,fumbles_forced,0,,,,,
player,201511220chi,chi,FullKy00,def_int,0,,,,,
player,201511220chi,chi,FullKy00,def_int_yds,0,,,,,
player,201511220chi,chi,FullKy00,def_int_td,0,,,,,
player,201511220chi,chi,FullKy00,def_int_long,0,,,,,
player,201511220chi,chi,FullKy00,pass_defended,1,,,,,
player,201511220chi,chi,FullKy00,sacks,0.0,,,,,
player,201511220chi,chi,FullKy00,tackles_combined,7,,,,,
player,201511220chi,chi,FullKy00,tackles_solo,7,,,,,
player,201511220chi,chi,FullKy00,tackles_assists,0,,,,,
player,201511220chi,chi,FullKy00,tackles_loss,0,,,,,
player,201511220chi,chi,FullKy00,qb_hits,0,,,,,
player,201511220chi,chi,FullKy00,fumbles_rec,0,,,,,
player,201511220chi,chi,FullKy00,fumbles_rec_yds,0,,,,,
player,201511220chi,chi,FullKy00,fumbles_rec_td,0,,,,,
player,201511220chi,chi,FullKy00,fumbles_forced,0,,,,,
player,201511220chi,chi,McClSh00,def_int,0,,,,,
player,201511220chi,chi,McClSh00,def_int_yds,0,,,,,
player,201511220chi,chi,McClSh00,def_int_td,0,,,,,
player,201511220chi,chi,McClSh00,def_int_long,0,,,,,
player,201511220chi,chi,McClSh00,pass_defended,0,,,,,
player,201511220chi,chi,McClSh00,sacks,0.0,,,,,
player,201511220chi,chi,McClSh00,tackles_combined,6,,,,,
player,201511220chi,chi,McClSh00,tackles_solo,4,,,,,
player,201511220chi,chi,McClSh00,tackles_assists,2,,,,,
player,201511220chi,chi,McClSh00,tackles_loss,0,,,,,
player,201511220chi,chi,McClSh00,qb_hits,1,,,,,
player,201511220chi,chi,McClSh00,fumbles_rec,0,,,,,
player,201511220chi,chi,McClSh00,fumbles_rec_yds,0,,,,,
player,201511220chi,chi,McClSh00,fumbles_rec_td,0,,,,,
player,201511220chi,chi,McClSh00,fumbles_forced,0,,,,,
player,201511220chi,chi,AchoSa00,def_int,0,,,,,
player,201511220chi,chi,AchoSa00,def_int_yds,0,,,,,
player,201511220chi,chi,AchoSa00,def_int_td,0,,,,,
player,201511220chi,chi,AchoSa00,def_int_long,0,,,,,
player,201511220chi,chi,AchoSa00,pass_defended,0,,,,,
player,201511220chi,chi,AchoSa00,sacks,0.0,,,,,
player,201511220chi,chi,AchoSa00,tackles_combined,5,,,,,
player,201511220chi,chi,AchoSa00,tackles_solo,3,,,,,
player,201511220chi,chi,AchoSa00,tackles_assists,2,,,,,
player,201511220chi,chi,AchoSa00,tackles_loss,0,,,,,
player,201511220chi,chi,AchoSa00,qb_hits,0,,,,,
player,201511220chi,chi,AchoSa00,fumbles_rec,0,,,,,
player,201511220chi,chi,AchoSa00,fumbles_rec_yds,0,,,,,
player,201511220chi,chi,AchoSa00,fumbles_rec_td,0,,,,,
player,201511220chi,chi,AchoSa00,fumbles_forced,0,,,,,
player,201511220chi,chi,AndeJo01,def_int,0,,,,,
player,201511220chi,chi,AndeJo01,def_int_yds,0,,,,,
player,201511220chi,chi,AndeJo01,def_int_td,0,,,,,
player,201511220chi,chi,AndeJo01,def_int_long,0,,,,,
player,201511220chi,chi,AndeJo01,pass_defended,0,,,,,
player,201511220chi,chi,AndeJo01,sacks,0.0,,,,,
player,201511220chi,chi,AndeJo01,tackles_combined,3,,,,,
player,201511220chi,chi,AndeJo01,tackles_solo,3,,,,,
player,201511220chi,chi,AndeJo01,tackles_assists,0,,,,,
player,201511220chi,chi,AndeJo01,tackles_loss,0,,,,,
player,201511220chi,chi,AndeJo01,qb_hits,0,,,,,
player,201511220chi,chi,AndeJo01,fumbles_rec,0,,,,,
player,201511220chi,chi,AndeJo01,fumbles_rec_yds,0,,,,,
player,201511220chi,chi,AndeJo01,fumbles_rec_td,0,,,,,
player,201511220chi,chi,AndeJo01,fumbles_forced,0,,,,,
player,201511220chi,chi,UnreMi00,def_int,0,,,,,
player,201511220chi,chi,UnreMi00,def_int_yds,0,,,,,
player,201511220chi,chi,UnreMi00,def_int_td,0,,,,,
player,201511220chi,chi,UnreMi00,def_int_long,0,,,,,
player,201511220chi,chi,UnreMi00,pass_defended,0,,,,,
player,201511220chi,chi,UnreMi00,sacks,0.0,,,,,
player,201511220chi,chi,UnreMi00,tackles_combined,3,,,,,
player,201511220chi,chi,UnreMi00,tackles_solo,3,,,,,
player,201511220chi,chi,UnreMi00,tackles_assists,0,,,,,
player,201511220chi,chi,UnreMi00,tackles_loss,0,,,,,
player,201511220chi,chi,UnreMi00,qb_hits,0,,,,,
player,201511220chi,chi,UnreMi00,fumbles_rec,0,,,,,
player,201511220chi,chi,UnreMi00,fumbles_rec_yds,0,,,,,
player,201511220chi,chi,UnreMi00,fumbles_rec_td,0,,,,,
player,201511220chi,chi,UnreMi00,fumbles_forced,0,,,,,
player,201511220chi,chi,HousLa99,def_int,0,,,,,
player,201511220chi,chi,HousLa99,def_int_yds,0,,,,,
player,201511220chi,chi,HousLa99,def_int_td,0,,,,,
player,201511220chi,chi,HousLa99,def_int_long,0,,,,,
player,201511220chi,chi,HousLa99,pass_defended,0,,,,,
player,201511220chi,chi,HousLa99,sacks,0.0,,,,,
player,201511220chi,chi,HousLa99,tackles_combined,2,,,,,
player,201511220chi,chi,HousLa99,tackles_solo,2,,,,,
player,201511220chi,chi,HousLa99,tackles_assists,0,,,,,
player,201511220chi,chi,HousLa99,tackles_loss,0,,,,,
player,201511220chi,chi,HousLa99,qb_hits,0,,,,,
player,201511220chi,chi,HousLa99,fumbles_rec,0,,,,,
player,201511220chi,chi,HousLa99,fumbles_rec_yds,0,,,,,
player,201511220chi,chi,HousLa99,fumbles_rec_td,0,,,,,
player,201511220chi,chi,HousLa99,fumbles_forced,0,,,,,
player,201511220chi,chi,JenkJa01,def_int,0,,,,,
player,201511220chi,chi,JenkJa01,def_int_yds,0,,,,,
player,201511220chi,chi,JenkJa01,def_int_td,0,,,,,
player,201511220chi,chi,JenkJa01,def_int_long,0,,,,,
player,201511220chi,chi,JenkJa01,pass_defended,0,,,,,
player,201511220chi,chi,JenkJa01,sacks,0.0,,,,,
player,201511220chi,chi,JenkJa01,tackles_combined,2,,,,,
player,201511220chi,chi,JenkJa01,tackles_solo,2,,,,,
player,201511220chi,chi,JenkJa01,tackles_assists,0,,,,,
player,201511220chi,chi,JenkJa01,tackles_loss,0,,,,,
player,201511220chi,chi,JenkJa01,qb_hits,0,,,,,
player,201511220chi,chi,JenkJa01,fumbles_rec,0,,,,,
player,201511220chi,chi,JenkJa01,fumbles_rec_yds,0,,,,,
player,201511220chi,chi,JenkJa01,fumbles_rec_td,0,,,,,
player,201511220chi,chi,JenkJa01,fumbles_forced,0,,,,,
player,201511220chi,chi,McMaSh99,def_int,0,,,,,
player,201511220chi,chi,McMaSh99,def_int_yds,0,,,,,
player,201511220chi,chi,McMaSh99,def_int_td,0,,,,,
player,201511220chi,chi,McMaSh99,def_int_long,0,,,,,
player,201511220chi,chi,McMaSh99,pass_defended,0,,,,,
player,201511220chi,chi,McMaSh99,sacks,0.0,,,,,
player,201511220chi,chi,McMaSh99,tackles_combined,2,,,,,
player,201511220chi,chi,McMaSh99,tackles_solo,2,,,,,
player,201511220chi,chi,McMaSh99,tackles_assists,0,,,,,
player,201511220chi,chi,McMaSh99,tackles_loss,0,,,,,
player,201511220chi,chi,McMaSh99,qb_hits,0,,,,,
player,201511220chi,chi,McMaSh99,fumbles_rec,0,,,,,
player,201511220chi,chi,McMaSh99,fumbles_rec_yds,0,,,,,
player,201511220chi,chi,McMaSh99,fumbles_rec_td,0,,,,,
player,201511220chi,chi,McMaSh99,fumbles_forced,0,,,,,
player,201511220chi,chi,SuttWi00,def_int,0,,,,,
player,201511220chi,chi,SuttWi00,def_int_yds,0,,,,,
player,201511220chi,chi,SuttWi00,def_int_td,0,,,,,
player,201511220chi,chi,SuttWi00,def_int_long,0,,,,,
player,201511220chi,chi,SuttWi00,pass_defended,0,,,,,
player,201511220chi,chi,SuttWi00,sacks,0.0,,,,,
player,201511220chi,chi,SuttWi00,tackles_combined,2,,,,,
player,201511220chi,chi,SuttWi00,tackles_solo,1,,,,,
player,201511220chi,chi,SuttWi00,tackles_assists,1,,,,,
player,201511220chi,chi,SuttWi00,tackles_loss,0,,,,,
player,201511220chi,chi,SuttWi00,qb_hits,0,,,,,
player,201511220chi,chi,SuttWi00,fumbles_rec,0,,,,,
player,201511220chi,chi,SuttWi00,fumbles_rec_yds,0,,,,,
player,201511220chi,chi,SuttWi00,fumbles_rec_td,0,,,,,
player,201511220chi,chi,SuttWi00,fumbles_forced,0,,,,,
player,201511220chi,chi,CallBr00,def_int,0,,,,,
player,201511220chi,chi,CallBr00,def_int_yds,0,,,,,
player,201511220chi,chi,CallBr00,def_int_td,0,,,,,
player,201511220chi,chi,CallBr00,def_int_long,0,,,,,
player,201511220chi,chi,CallBr00,pass_defended,0,,,,,
player,201511220chi,chi,CallBr00,sacks,0.0,,,,,
player,201511220chi,chi,CallBr00,tackles_combined,1,,,,,
player,201511220chi,chi,CallBr00,tackles_solo,1,,,,,
player,201511220chi,chi,CallBr00,tackles_assists,0,,,,,
player,201511220chi,chi,CallBr00,tackles_loss,1,,,,,
player,201511220chi,chi,CallBr00,qb_hits,0,,,,,
player,201511220chi,chi,CallBr00,fumbles_rec,0,,,,,
player,201511220chi,chi,CallBr00,fumbles_rec_yds,0,,,,,
player,201511220chi,chi,CallBr00,fumbles_rec_td,0,,,,,
player,201511220chi,chi,CallBr00,fumbles_forced,0,,,,,
player,201511220chi,chi,JoneHa02,def_int,0,,,,,
player,201511220chi,chi,JoneHa02,def_int_yds,0,,,,,
