game,2015,11,20151122,201511220sdg,kan,"Kansas City Chiefs",33,sdg,"San Diego Chargers",3
team,201511220sdg,kan,First Downs,22,,,,,,
team,201511220sdg,sdg,First Downs,14,,,,,,
team,201511220sdg,kan,Rush-Yds-TDs,31-153-3,,,,,,
team,201511220sdg,sdg,Rush-Yds-TDs,25-52-0,,,,,,
team,201511220sdg,kan,Cmp-Att-Yd-TD-INT,20-25-253-0-0,,,,,,
team,201511220sdg,sdg,Cmp-Att-Yd-TD-INT,19-30-178-0-1,,,,,,
team,201511220sdg,kan,Sacked-Yards,3-21,,,,,,
team,201511220sdg,sdg,Sacked-Yards,3-29,,,,,,
team,201511220sdg,kan,Net Pass Yards,232,,,,,,
team,201511220sdg,sdg,Net Pass Yards,149,,,,,,
team,201511220sdg,kan,Total Yards,385,,,,,,
team,201511220sdg,sdg,Total Yards,201,,,,,,
team,201511220sdg,kan,Fumbles-Lost,0-0,,,,,,
team,201511220sdg,sdg,Fumbles-Lost,1-1,,,,,,
team,201511220sdg,kan,Turnovers,0,,,,,,
team,201511220sdg,sdg,Turnovers,2,,,,,,
team,201511220sdg,kan,Penalties-Yards,5-35,,,,,,
team,201511220sdg,sdg,Penalties-Yards,6-39,,,,,,
team,201511220sdg,kan,Third Down Conv.,5-12,,,,,,
team,201511220sdg,sdg,Third Down Conv.,4-13,,,,,,
team,201511220sdg,kan,Fourth Down Conv.,1-1,,,,,,
team,201511220sdg,sdg,Fourth Down Conv.,0-1,,,,,,
team,201511220sdg,kan,Time of Possession,33:28,,,,,,
team,201511220sdg,sdg,Time of Possession,26:32,,,,,,
player,201511220sdg,kan,SmitAl03,pass_cmp,20,,,,,
player,201511220sdg,kan,SmitAl03,pass_att,25,,,,,
player,201511220sdg,kan,SmitAl03,pass_yds,253,,,,,
player,201511220sdg,kan,SmitAl03,pass_td,0,,,,,
player,201511220sdg,kan,SmitAl03,pass_int,0,,,,,
player,201511220sdg,kan,SmitAl03,pass_sacked,3,,,,,
player,201511220sdg,kan,SmitAl03,pass_sacked_yds,21,,,,,
player,201511220sdg,kan,SmitAl03,pass_long,47,,,,,
player,201511220sdg,kan,SmitAl03,pass_rating,108.8,,,,,
player,201511220sdg,kan,SmitAl03,rush_att,7,,,,,
player,201511220sdg,kan,SmitAl03,rush_yds,33,,,,,
player,201511220sdg,kan,SmitAl03,rush_td,0,,,,,
player,201511220sdg,kan,SmitAl03,rush_long,10,,,,,
player,201511220sdg,kan,SmitAl03,targets,0,,,,,
player,201511220sdg,kan,SmitAl03,rec,0,,,,,
player,201511220sdg,kan,SmitAl03,rec_yds,0,,,,,
player,201511220sdg,kan,SmitAl03,rec_td,0,,,,,
player,201511220sdg,kan,SmitAl03,rec_long,0,,,,,
player,201511220sdg,kan,SmitAl03,fumbles,0,,,,,
player,201511220sdg,kan,SmitAl03,fumbles_lost,0,,,,,
player,201511220sdg,kan,WareSp00,pass_cmp,0,,,,,
player,201511220sdg,kan,WareSp00,pass_att,0,,,,,
player,201511220sdg,kan,WareSp00,pass_yds,0,,,,,
player,201511220sdg,kan,WareSp00,pass_td,0,,,,,
player,201511220sdg,kan,WareSp00,pass_int,0,,,,,
