game,2015,6,20151018,201510180min,kan,"Kansas City Chiefs",10,min,"Minnesota Vikings",16
player,201510180min,kan,PeteMa00,fumbles_forced,0,,,,,
player,201510180min,kan,ParkRo01,def_int,1,,,,,
player,201510180min,kan,ParkRo01,def_int_yds,5,,,,,
player,201510180min,kan,ParkRo01,def_int_td,0,,,,,
player,201510180min,kan,ParkRo01,def_int_long,5,,,,,
player,201510180min,kan,ParkRo01,pass_defended,2,,,,,
player,201510180min,kan,ParkRo01,sacks,0.0,,,,,
player,201510180min,kan,ParkRo01,tackles_combined,4,,,,,
player,201510180min,kan,ParkRo01,tackles_solo,4,,,,,
player,201510180min,kan,ParkRo01,tackles_assists,0,,,,,
player,201510180min,kan,ParkRo01,tackles_loss,0,,,,,
player,201510180min,kan,ParkRo01,qb_hits,0,,,,,
player,201510180min,kan,ParkRo01,fumbles_rec,0,,,,,
player,201510180min,kan,ParkRo01,fumbles_rec_yds,0,,,,,
player,201510180min,kan,ParkRo01,fumbles_rec_td,0,,,,,
player,201510180min,kan,ParkRo01,fumbles_forced,0,,,,,
player,201510180min,kan,BailAl00,def_int,0,,,,,
player,201510180min,kan,BailAl00,def_int_yds,0,,,,,
player,201510180min,kan,BailAl00,def_int_td,0,,,,,
player,201510180min,kan,BailAl00,def_int_long,0,,,,,
player,201510180min,kan,BailAl00,pass_defended,0,,,,,
player,201510180min,kan,BailAl00,sacks,1.0,,,,,
player,201510180min,kan,BailAl00,tackles_combined,8,,,,,
player,201510180min,kan,BailAl00,tackles_solo,5,,,,,
player,201510180min,kan,BailAl00,tackles_assists,3,,,,,
player,201510180min,kan,BailAl00,tackles_loss,3,,,,,
player,201510180min,kan,BailAl00,qb_hits,2,,,,,
player,201510180min,kan,BailAl00,fumbles_rec,0,,,,,
player,201510180min,kan,BailAl00,fumbles_rec_yds,0,,,,,
player,201510180min,kan,BailAl00,fumbles_rec_td,0,,,,,
player,201510180min,kan,BailAl00,fumbles_forced,1,,,,,
player,201510180min,kan,HousJu00,def_int,0,,,,,
player,201510180min,kan,HousJu00,def_int_yds,0,,,,,
player,201510180min,kan,HousJu00,def_int_td,0,,,,,
player,201510180min,kan,HousJu00,def_int_long,0,,,,,
player,201510180min,kan,HousJu00,pass_defended,2,,,,,
player,201510180min,kan,HousJu00,sacks,1.0,,,,,
player,201510180min,kan,HousJu00,tackles_combined,3,,,,,
player,201510180min,kan,HousJu00,tackles_solo,3,,,,,
player,201510180min,kan,HousJu00,tackles_assists,0,,,,,
player,201510180min,kan,HousJu00,tackles_loss,3,,,,,
player,201510180min,kan,HousJu00,qb_hits,1,,,,,
player,201510180min,kan,HousJu00,fumbles_rec,0,,,,,
player,201510180min,kan,HousJu00,fumbles_rec_yds,0,,,,,
player,201510180min,kan,HousJu00,fumbles_rec_td,0,,,,,
player,201510180min,kan,HousJu00,fumbles_forced,0,,,,,
player,201510180min,kan,JohnDe25,def_int,0,,,,,
player,201510180min,kan,JohnDe25,def_int_yds,0,,,,,
player,201510180min,kan,JohnDe25,def_int_td,0,,,,,
player,201510180min,kan,JohnDe25,def_int_long,0,,,,,
player,201510180min,kan,JohnDe25,pass_defended,0,,,,,
player,201510180min,kan,JohnDe25,sacks,0.0,,,,,
player,201510180min,kan,JohnDe25,tackles_combined,9,,,,,
player,201510180min,kan,JohnDe25,tackles_solo,6,,,,,
player,201510180min,kan,JohnDe25,tackles_assists,3,,,,,
player,201510180min,kan,JohnDe25,tackles_loss,0,,,,,
player,201510180min,kan,JohnDe25,qb_hits,0,,,,,
player,201510180min,kan,JohnDe25,fumbles_rec,0,,,,,
player,201510180min,kan,JohnDe25,fumbles_rec_yds,0,,,,,
player,201510180min,kan,JohnDe25,fumbles_rec_td,0,,,,,
player,201510180min,kan,JohnDe25,fumbles_forced,0,,,,,
player,201510180min,kan,WilsRa00,def_int,0,,,,,
player,201510180min,kan,WilsRa00,def_int_yds,0,,,,,
player,201510180min,kan,WilsRa00,def_int_td,0,,,,,
player,201510180min,kan,WilsRa00,def_int_long,0,,,,,
player,201510180min,kan,WilsRa00,pass_defended,0,,,,,
player,201510180min,kan,WilsRa00,sacks,0.0,,,,,
player,201510180min,kan,WilsRa00,tackles_combined,8,,,,,
player,201510180min,kan,WilsRa00,tackles_solo,7,,,,,
player,201510180min,kan,WilsRa00,tackles_assists,1,,,,,
player,201510180min,kan,WilsRa00,tackles_loss,0,,,,,
player,201510180min,kan,WilsRa00,qb_hits,0,,,,,
player,201510180min,kan,WilsRa00,fumbles_rec,0,,,,,
player,201510180min,kan,WilsRa00,fumbles_rec_yds,0,,,,,
player,201510180min,kan,WilsRa00,fumbles_rec_td,0,,,,,
player,201510180min,kan,WilsRa00,fumbles_forced,0,,,,,
player,201510180min,kan,HaliTa20,def_int,0,,,,,
player,201510180min,kan,HaliTa20,def_int_yds,0,,,,,
player,201510180min,kan,HaliTa20,def_int_td,0,,,,,
player,201510180min,kan,HaliTa20,def_int_long,0,,,,,
player,201510180min,kan,HaliTa20,pass_defended,0,,,,,
player,201510180min,kan,HaliTa20,sacks,0.0,,,,,
player,201510180min,kan,HaliTa20,tackles_combined,5,,,,,
player,201510180min,kan,HaliTa20,tackles_solo,4,,,,,
player,201510180min,kan,HaliTa20,tackles_assists,1,,,,,
player,201510180min,kan,HaliTa20,tackles_loss,1,,,,,
player,201510180min,kan,HaliTa20,qb_hits,0,,,,,
player,201510180min,kan,HaliTa20,fumbles_rec,0,,,,,
player,201510180min,kan,HaliTa20,fumbles_rec_yds,0,,,,,
player,201510180min,kan,HaliTa20,fumbles_rec_td,0,,,,,
player,201510180min,kan,HaliTa20,fumbles_forced,0,,,,,
player,201510180min,kan,DeViMi99,def_int,0,,,,,
player,201510180min,kan,DeViMi99,def_int_yds,0,,,,,
player,201510180min,kan,DeViMi99,def_int_td,0,,,,,
player,201510180min,kan,DeViMi99,def_int_long,0,,,,,
player,201510180min,kan,DeViMi99,pass_defended,0,,,,,
player,201510180min,kan,DeViMi99,sacks,0.0,,,,,
player,201510180min,kan,DeViMi99,tackles_combined,4,,,,,
player,201510180min,kan,DeViMi99,tackles_solo,3,,,,,
player,201510180min,kan,DeViMi99,tackles_assists,1,,,,,
player,201510180min,kan,DeViMi99,tackles_loss,1,,,,,
player,201510180min,kan,DeViMi99,qb_hits,0,,,,,
player,201510180min,kan,DeViMi99,fumbles_rec,0,,,,,
player,201510180min,kan,DeViMi99,fumbles_rec_yds,0,,,,,
player,201510180min,kan,DeViMi99,fumbles_rec_td,0,,,,,
player,201510180min,kan,DeViMi99,fumbles_forced,0,,,,,
player,201510180min,kan,BerrEr99,def_int,0,,,,,
player,201510180min,kan,BerrEr99,def_int_yds,0,,,,,
player,201510180min,kan,BerrEr99,def_int_td,0,,,,,
player,201510180min,kan,BerrEr99,def_int_long,0,,,,,
player,201510180min,kan,BerrEr99,pass_defended,0,,,,,
player,201510180min,kan,BerrEr99,sacks,0.0,,,,,
player,201510180min,kan,BerrEr99,tackles_combined,3,,,,,
player,201510180min,kan,BerrEr99,tackles_solo,3,,,,,
player,201510180min,kan,BerrEr99,tackles_assists,0,,,,,
player,201510180min,kan,BerrEr99,tackles_loss,0,,,,,
player,201510180min,kan,BerrEr99,qb_hits,0,,,,,
player,201510180min,kan,BerrEr99,fumbles_rec,0,,,,,
player,201510180min,kan,BerrEr99,fumbles_rec_yds,0,,,,,
player,201510180min,kan,BerrEr99,fumbles_rec_td,0,,,,,
player,201510180min,kan,BerrEr99,fumbles_forced,0,,,,,
player,201510180min,kan,SmitSe99,def_int,0,,,,,
player,201510180min,kan,SmitSe99,def_int_yds,0,,,,,
player,201510180min,kan,SmitSe99,def_int_td,0,,,,,
player,201510180min,kan,SmitSe99,def_int_long,0,,,,,
player,201510180min,kan,SmitSe99,pass_defended,0,,,,,
player,201510180min,kan,SmitSe99,sacks,0.0,,,,,
player,201510180min,kan,SmitSe99,tackles_combined,3,,,,,
player,201510180min,kan,SmitSe99,tackles_solo,2,,,,,
player,201510180min,kan,SmitSe99,tackles_assists,1,,,,,
player,201510180min,kan,SmitSe99,tackles_loss,0,,,,,
player,201510180min,kan,SmitSe99,qb_hits,0,,,,,
player,201510180min,kan,SmitSe99,fumbles_rec,0,,,,,
player,201510180min,kan,SmitSe99,fumbles_rec_yds,0,,,,,
player,201510180min,kan,SmitSe99,fumbles_rec_td,0,,,,,
player,201510180min,kan,SmitSe99,fumbles_forced,0,,,,,
player,201510180min,kan,WillNi01,def_int,0,,,,,
player,201510180min,kan,WillNi01,def_int_yds,0,,,,,
player,201510180min,kan,WillNi01,def_int_td,0,,,,,
player,201510180min,kan,WillNi01,def_int_long,0,,,,,
player,201510180min,kan,WillNi01,pass_defended,0,,,,,
player,201510180min,kan,WillNi01,sacks,0.0,,,,,
player,201510180min,kan,WillNi01,tackles_combined,3,,,,,
player,201510180min,kan,WillNi01,tackles_solo,2,,,,,
player,201510180min,kan,WillNi01,tackles_assists,1,,,,,
player,201510180min,kan,WillNi01,tackles_loss,0,,,,,
player,201510180min,kan,WillNi01,qb_hits,0,,,,,
player,201510180min,kan,WillNi01,fumbles_rec,0,,,,,
player,201510180min,kan,WillNi01,fumbles_rec_yds,0,,,,,
player,201510180min,kan,WillNi01,fumbles_rec_td,0,,,,,
player,201510180min,kan,WillNi01,fumbles_forced,0,,,,,
player,201510180min,kan,AbduHu99,def_int,0,,,,,
player,201510180min,kan,AbduHu99,def_int_yds,0,,,,,
player,201510180min,kan,AbduHu99,def_int_td,0,,,,,
player,201510180min,kan,AbduHu99,def_int_long,0,,,,,
player,201510180min,kan,AbduHu99,pass_defended,0,,,,,
player,201510180min,kan,AbduHu99,sacks,0.0,,,,,
player,201510180min,kan,AbduHu99,tackles_combined,2,,,,,
player,201510180min,kan,AbduHu99,tackles_solo,2,,,,,
player,201510180min,kan,AbduHu99,tackles_assists,0,,,,,
player,201510180min,kan,AbduHu99,tackles_loss,0,,,,,
player,201510180min,kan,AbduHu99,qb_hits,0,,,,,
player,201510180min,kan,AbduHu99,fumbles_rec,0,,,,,
player,201510180min,kan,AbduHu99,fumbles_rec_yds,0,,,,,
player,201510180min,kan,AbduHu99,fumbles_rec_td,0,,,,,
player,201510180min,kan,AbduHu99,fumbles_forced,0,,,,,
player,201510180min,kan,HowaJa00,def_int,0,,,,,
player,201510180min,kan,HowaJa00,def_int_yds,0,,,,,
player,201510180min,kan,HowaJa00,def_int_td,0,,,,,
player,201510180min,kan,HowaJa00,def_int_long,0,,,,,
player,201510180min,kan,HowaJa00,pass_defended,0,,,,,
player,201510180min,kan,HowaJa00,sacks,0.0,,,,,
player,201510180min,kan,HowaJa00,tackles_combined,2,,,,,
player,201510180min,kan,HowaJa00,tackles_solo,1,,,,,
player,201510180min,kan,HowaJa00,tackles_assists,1,,,,,
player,201510180min,kan,HowaJa00,tackles_loss,1,,,,,
player,201510180min,kan,HowaJa00,qb_hits,0,,,,,
player,201510180min,kan,HowaJa00,fumbles_rec,0,,,,,
player,201510180min,kan,HowaJa00,fumbles_rec_yds,0,,,,,
player,201510180min,kan,HowaJa00,fumbles_rec_td,0,,,,,
player,201510180min,kan,HowaJa00,fumbles_forced,0,,,,,
player,201510180min,kan,AlexD.00,def_int,0,,,,,
player,201510180min,kan,AlexD.00,def_int_yds,0,,,,,
player,201510180min,kan,AlexD.00,def_int_td,0,,,,,
player,201510180min,kan,AlexD.00,def_int_long,0,,,,,
player,201510180min,kan,AlexD.00,pass_defended,0,,,,,
player,201510180min,kan,AlexD.00,sacks,0.0,,,,,
player,201510180min,kan,AlexD.00,tackles_combined,1,,,,,
player,201510180min,kan,AlexD.00,tackles_solo,1,,,,,
player,201510180min,kan,AlexD.00,tackles_assists,0,,,,,
player,201510180min,kan,AlexD.00,tackles_loss,0,,,,,
player,201510180min,kan,AlexD.00,qb_hits,0,,,,,
player,201510180min,kan,AlexD.00,fumbles_rec,0,,,,,
player,201510180min,kan,AlexD.00,fumbles_rec_yds,0,,,,,
player,201510180min,kan,AlexD.00,fumbles_rec_td,0,,,,,
player,201510180min,kan,AlexD.00,fumbles_forced,0,,,,,
player,201510180min,kan,NelsSt01,def_int,0,,,,,
player,201510180min,kan,NelsSt01,def_int_yds,0,,,,,
player,201510180min,kan,NelsSt01,def_int_td,0,,,,,
player,201510180min,kan,NelsSt01,def_int_long,0,,,,,
player,201510180min,kan,NelsSt01,pass_defended,0,,,,,
player,201510180min,kan,NelsSt01,sacks,0.0,,,,,
player,201510180min,kan,NelsSt01,tackles_combined,1,,,,,
player,201510180min,kan,NelsSt01,tackles_solo,1,,,,,
player,201510180min,kan,NelsSt01,tackles_assists,0,,,,,
player,201510180min,kan,NelsSt01,tackles_loss,0,,,,,
player,201510180min,kan,NelsSt01,qb_hits,0,,,,,
player,201510180min,kan,NelsSt01,fumbles_rec,0,,,,,
player,201510180min,kan,NelsSt01,fumbles_rec_yds,0,,,,,
player,201510180min,kan,NelsSt01,fumbles_rec_td,0,,,,,
player,201510180min,kan,NelsSt01,fumbles_forced,0,,,,,
player,201510180min,kan,NuneRa00,def_int,0,,,,,
player,201510180min,kan,NuneRa00,def_int_yds,0,,,,,
player,201510180min,kan,NuneRa00,def_int_td,0,,,,,
player,201510180min,kan,NuneRa00,def_int_long,0,,,,,
player,201510180min,kan,NuneRa00,pass_defended,0,,,,,
player,201510180min,kan,NuneRa00,sacks,0.0,,,,,
player,201510180min,kan,NuneRa00,tackles_combined,1,,,,,
player,201510180min,kan,NuneRa00,tackles_solo,1,,,,,
player,201510180min,kan,NuneRa00,tackles_assists,0,,,,,
player,201510180min,kan,NuneRa00,tackles_loss,0,,,,,
player,201510180min,kan,NuneRa00,qb_hits,0,,,,,
player,201510180min,kan,NuneRa00,fumbles_rec,0,,,,,
player,201510180min,kan,NuneRa00,fumbles_rec_yds,0,,,,,
player,201510180min,kan,NuneRa00,fumbles_rec_td,0,,,,,
player,201510180min,kan,NuneRa00,fumbles_forced,0,,,,,
player,201510180min,kan,WilsAl02,def_int,0,,,,,
player,201510180min,kan,WilsAl02,def_int_yds,0,,,,,
player,201510180min,kan,WilsAl02,def_int_td,0,,,,,
player,201510180min,kan,WilsAl02,def_int_long,0,,,,,
player,201510180min,kan,WilsAl02,pass_defended,0,,,,,
player,201510180min,kan,WilsAl02,sacks,0.0,,,,,
player,201510180min,kan,WilsAl02,tackles_combined,1,,,,,
player,201510180min,kan,WilsAl02,tackles_solo,1,,,,,
player,201510180min,kan,WilsAl02,tackles_assists,0,,,,,
player,201510180min,kan,WilsAl02,tackles_loss,0,,,,,
player,201510180min,kan,WilsAl02,qb_hits,0,,,,,
player,201510180min,kan,WilsAl02,fumbles_rec,0,,,,,
player,201510180min,kan,WilsAl02,fumbles_rec_yds,0,,,,,
player,201510180min,kan,WilsAl02,fumbles_rec_td,0,,,,,
player,201510180min,kan,WilsAl02,fumbles_forced,0,,,,,
player,201510180min,min,KendEr00,def_int,0,,,,,
player,201510180min,min,KendEr00,def_int_yds,0,,,,,
player,201510180min,min,KendEr00,def_int_td,0,,,,,
player,201510180min,min,KendEr00,def_int_long,0,,,,,
player,201510180min,min,KendEr00,pass_defended,1,,,,,
player,201510180min,min,KendEr00,sacks,1.0,,,,,
player,201510180min,min,KendEr00,tackles_combined,10,,,,,
player,201510180min,min,KendEr00,tackles_solo,9,,,,,
player,201510180min,min,KendEr00,tackles_assists,1,,,,,
player,201510180min,min,KendEr00,tackles_loss,1,,,,,
player,201510180min,min,KendEr00,qb_hits,1,,,,,
player,201510180min,min,KendEr00,fumbles_rec,0,,,,,
player,201510180min,min,KendEr00,fumbles_rec_yds,0,,,,,
player,201510180min,min,KendEr00,fumbles_rec_td,0,,,,,
player,201510180min,min,KendEr00,fumbles_forced,0,,,,,
player,201510180min,min,HuntDa01,def_int,0,,,,,
player,201510180min,min,HuntDa01,def_int_yds,0,,,,,
player,201510180min,min,HuntDa01,def_int_td,0,,,,,
player,201510180min,min,HuntDa01,def_int_long,0,,,,,
player,201510180min,min,HuntDa01,pass_defended,0,,,,,
player,201510180min,min,HuntDa01,sacks,0.5,,,,,
player,201510180min,min,HuntDa01,tackles_combined,4,,,,,
player,201510180min,min,HuntDa01,tackles_solo,3,,,,,
player,201510180min,min,HuntDa01,tackles_assists,1,,,,,
player,201510180min,min,HuntDa01,tackles_loss,0,,,,,
player,201510180min,min,HuntDa01,qb_hits,1,,,,,
player,201510180min,min,HuntDa01,fumbles_rec,0,,,,,
player,201510180min,min,HuntDa01,fumbles_rec_yds,0,,,,,
player,201510180min,min,HuntDa01,fumbles_rec_td,0,,,,,
player,201510180min,min,HuntDa01,fumbles_forced,1,,,,,
player,201510180min,min,FloySh00,def_int,0,,,,,
player,201510180min,min,FloySh00,def_int_yds,0,,,,,
player,201510180min,min,FloySh00,def_int_td,0,,,,,
player,201510180min,min,FloySh00,def_int_long,0,,,,,
player,201510180min,min,FloySh00,pass_defended,0,,,,,
player,201510180min,min,FloySh00,sacks,0.5,,,,,
player,201510180min,min,FloySh00,tackles_combined,3,,,,,
player,201510180min,min,FloySh00,tackles_solo,2,,,,,
player,201510180min,min,FloySh00,tackles_assists,1,,,,,
player,201510180min,min,FloySh00,tackles_loss,0,,,,,
player,201510180min,min,FloySh00,qb_hits,2,,,,,
player,201510180min,min,FloySh00,fumbles_rec,0,,,,,
player,201510180min,min,FloySh00,fumbles_rec_yds,0,,,,,
player,201510180min,min,FloySh00,fumbles_rec_td,0,,,,,
player,201510180min,min,FloySh00,fumbles_forced,0,,,,,
player,201510180min,min,SendAn00,def_int,0,,,,,
player,201510180min,min,SendAn00,def_int_yds,0,,,,,
player,201510180min,min,SendAn00,def_int_td,0,,,,,
player,201510180min,min,SendAn00,def_int_long,0,,,,,
player,201510180min,min,SendAn00,pass_defended,1,,,,,
player,201510180min,min,SendAn00,sacks,0.0,,,,,
player,201510180min,min,SendAn00,tackles_combined,7,,,,,
player,201510180min,min,SendAn00,tackles_solo,7,,,,,
player,201510180min,min,SendAn00,tackles_assists,0,,,,,
player,201510180min,min,SendAn00,tackles_loss,0,,,,,
player,201510180min,min,SendAn00,qb_hits,0,,,,,
player,201510180min,min,SendAn00,fumbles_rec,0,,,,,
player,201510180min,min,SendAn00,fumbles_rec_yds,0,,,,,
player,201510180min,min,SendAn00,fumbles_rec_td,0,,,,,
player,201510180min,min,SendAn00,fumbles_forced,0,,,,,
player,201510180min,min,JoseLi99,def_int,0,,,,,
player,201510180min,min,JoseLi99,def_int_yds,0,,,,,
player,201510180min,min,JoseLi99,def_int_td,0,,,,,
player,201510180min,min,JoseLi99,def_int_long,0,,,,,
player,201510180min,min,JoseLi99,pass_defended,0,,,,,
player,201510180min,min,JoseLi99,sacks,0.0,,,,,
player,201510180min,min,JoseLi99,tackles_combined,4,,,,,
player,201510180min,min,JoseLi99,tackles_solo,2,,,,,
player,201510180min,min,JoseLi99,tackles_assists,2,,,,,
player,201510180min,min,JoseLi99,tackles_loss,1,,,,,
player,201510180min,min,JoseLi99,qb_hits,0,,,,,
player,201510180min,min,JoseLi99,fumbles_rec,0,,,,,
player,201510180min,min,JoseLi99,fumbles_rec_yds,0,,,,,
player,201510180min,min,JoseLi99,fumbles_rec_td,0,,,,,
player,201510180min,min,JoseLi99,fumbles_forced,0,,,,,
player,201510180min,min,NewmTe20,def_int,0,,,,,
player,201510180min,min,NewmTe20,def_int_yds,0,,,,,
player,201510180min,min,NewmTe20,def_int_td,0,,,,,
player,201510180min,min,NewmTe20,def_int_long,0,,,,,
player,201510180min,min,NewmTe20,pass_defended,0,,,,,
player,201510180min,min,NewmTe20,sacks,0.0,,,,,
player,201510180min,min,NewmTe20,tackles_combined,3,,,,,
player,201510180min,min,NewmTe20,tackles_solo,3,,,,,
player,201510180min,min,NewmTe20,tackles_assists,0,,,,,
player,201510180min,min,NewmTe20,tackles_loss,0,,,,,
player,201510180min,min,NewmTe20,qb_hits,0,,,,,
player,201510180min,min,NewmTe20,fumbles_rec,0,,,,,
player,201510180min,min,NewmTe20,fumbles_rec_yds,0,,,,,
player,201510180min,min,NewmTe20,fumbles_rec_td,0,,,,,
player,201510180min,min,NewmTe20,fumbles_forced,0,,,,,
player,201510180min,min,RobiBr98,def_int,0,,,,,
player,201510180min,min,RobiBr98,def_int_yds,0,,,,,
player,201510180min,min,RobiBr98,def_int_td,0,,,,,
player,201510180min,min,RobiBr98,def_int_long,0,,,,,
player,201510180min,min,RobiBr98,pass_defended,0,,,,,
player,201510180min,min,RobiBr98,sacks,0.0,,,,,
player,201510180min,min,RobiBr98,tackles_combined,3,,,,,
player,201510180min,min,RobiBr98,tackles_solo,2,,,,,
player,201510180min,min,RobiBr98,tackles_assists,1,,,,,
player,201510180min,min,RobiBr98,tackles_loss,0,,,,,
player,201510180min,min,RobiBr98,qb_hits,0,,,,,
player,201510180min,min,RobiBr98,fumbles_rec,1,,,,,
player,201510180min,min,RobiBr98,fumbles_rec_yds,0,,,,,
player,201510180min,min,RobiBr98,fumbles_rec_td,0,,,,,
player,201510180min,min,RobiBr98,fumbles_forced,0,,,,,
player,201510180min,min,WaynTr00,def_int,0,,,,,
player,201510180min,min,WaynTr00,def_int_yds,0,,,,,
player,201510180min,min,WaynTr00,def_int_td,0,,,,,
player,201510180min,min,WaynTr00,def_int_long,0,,,,,
player,201510180min,min,WaynTr00,pass_defended,0,,,,,
player,201510180min,min,WaynTr00,sacks,0.0,,,,,
player,201510180min,min,WaynTr00,tackles_combined,3,,,,,
player,201510180min,min,WaynTr00,tackles_solo,3,,,,,
player,201510180min,min,WaynTr00,tackles_assists,0,,,,,
player,201510180min,min,WaynTr00,tackles_loss,0,,,,,
player,201510180min,min,WaynTr00,qb_hits,0,,,,,
player,201510180min,min,WaynTr00,fumbles_rec,0,,,,,
player,201510180min,min,WaynTr00,fumbles_rec_yds,0,,,,,
player,201510180min,min,WaynTr00,fumbles_rec_td,0,,,,,
player,201510180min,min,WaynTr00,fumbles_forced,0,,,,,
player,201510180min,min,MunnCa99,def_int,0,,,,,
player,201510180min,min,MunnCa99,def_int_yds,0,,,,,
player,201510180min,min,MunnCa99,def_int_td,0,,,,,
player,201510180min,min,MunnCa99,def_int_long,0,,,,,
player,201510180min,min,MunnCa99,pass_defended,1,,,,,
player,201510180min,min,MunnCa99,sacks,0.0,,,,,
player,201510180min,min,MunnCa99,tackles_combined,2,,,,,
player,201510180min,min,MunnCa99,tackles_solo,2,,,,,
player,201510180min,min,MunnCa99,tackles_assists,0,,,,,
player,201510180min,min,MunnCa99,tackles_loss,1,,,,,
player,201510180min,min,MunnCa99,qb_hits,0,,,,,
player,201510180min,min,MunnCa99,fumbles_rec,0,,,,,
player,201510180min,min,MunnCa99,fumbles_rec_yds,0,,,,,
player,201510180min,min,MunnCa99,fumbles_rec_td,0,,,,,
player,201510180min,min,MunnCa99,fumbles_forced,0,,,,,
player,201510180min,min,RhodXa00,def_int,0,,,,,
player,201510180min,min,RhodXa00,def_int_yds,0,,,,,
player,201510180min,min,RhodXa00,def_int_td,0,,,,,
player,201510180min,min,RhodXa00,def_int_long,0,,,,,
player,201510180min,min,RhodXa00,pass_defended,0,,,,,
player,201510180min,min,RhodXa00,sacks,0.0,,,,,
player,201510180min,min,RhodXa00,tackles_combined,2,,,,,
player,201510180min,min,RhodXa00,tackles_solo,2,,,,,
player,201510180min,min,RhodXa00,tackles_assists,0,,,,,
player,201510180min,min,RhodXa00,tackles_loss,0,,,,,
player,201510180min,min,RhodXa00,qb_hits,0,,,,,
player,201510180min,min,RhodXa00,fumbles_rec,0,,,,,
player,201510180min,min,RhodXa00,fumbles_rec_yds,0,,,,,
player,201510180min,min,RhodXa00,fumbles_rec_td,0,,,,,
player,201510180min,min,RhodXa00,fumbles_forced,0,,,,,
player,201510180min,min,SmitHa00,def_int,0,,,,,
player,201510180min,min,SmitHa00,def_int_yds,0,,,,,
player,201510180min,min,SmitHa00,def_int_td,0,,,,,
player,201510180min,min,SmitHa00,def_int_long,0,,,,,
player,201510180min,min,SmitHa00,pass_defended,0,,,,,
player,201510180min,min,SmitHa00,sacks,0.0,,,,,
player,201510180min,min,SmitHa00,tackles_combined,2,,,,,
player,201510180min,min,SmitHa00,tackles_solo,2,,,,,
player,201510180min,min,SmitHa00,tackles_assists,0,,,,,
player,201510180min,min,SmitHa00,tackles_loss,0,,,,,
player,201510180min,min,SmitHa00,qb_hits,0,,,,,
player,201510180min,min,SmitHa00,fumbles_rec,0,,,,,
player,201510180min,min,SmitHa00,fumbles_rec_yds,0,,,,,
player,201510180min,min,SmitHa00,fumbles_rec_td,0,,,,,
player,201510180min,min,SmitHa00,fumbles_forced,0,,,,,
player,201510180min,min,BarrAn00,def_int,0,,,,,
player,201510180min,min,BarrAn00,def_int_yds,0,,,,,
player,201510180min,min,BarrAn00,def_int_td,0,,,,,
player,201510180min,min,BarrAn00,def_int_long,0,,,,,
player,201510180min,min,BarrAn00,pass_defended,0,,,,,
player,201510180min,min,BarrAn00,sacks,0.0,,,,,
player,201510180min,min,BarrAn00,tackles_combined,1,,,,,
player,201510180min,min,BarrAn00,tackles_solo,0,,,,,
player,201510180min,min,BarrAn00,tackles_assists,1,,,,,
player,201510180min,min,BarrAn00,tackles_loss,0,,,,,
player,201510180min,min,BarrAn00,qb_hits,0,,,,,
player,201510180min,min,BarrAn00,fumbles_rec,0,,,,,
player,201510180min,min,BarrAn00,fumbles_rec_yds,0,,,,,
player,201510180min,min,BarrAn00,fumbles_rec_td,0,,,,,
player,201510180min,min,BarrAn00,fumbles_forced,0,,,,,
player,201510180min,min,CricSc00,def_int,0,,,,,
player,201510180min,min,CricSc00,def_int_yds,0,,,,,
player,201510180min,min,CricSc00,def_int_td,0,,,,,
player,201510180min,min,CricSc00,def_int_long,0,,,,,
player,201510180min,min,CricSc00,pass_defended,0,,,,,
player,201510180min,min,CricSc00,sacks,0.0,,,,,
player,201510180min,min,CricSc00,tackles_combined,1,,,,,
player,201510180min,min,CricSc00,tackles_solo,1,,,,,
player,201510180min,min,CricSc00,tackles_assists,0,,,,,
player,201510180min,min,CricSc00,tackles_loss,0,,,,,
player,201510180min,min,CricSc00,qb_hits,0,,,,,
player,201510180min,min,CricSc00,fumbles_rec,0,,,,,
player,201510180min,min,CricSc00,fumbles_rec_yds,0,,,,,
player,201510180min,min,CricSc00,fumbles_rec_td,0,,,,,
player,201510180min,min,CricSc00,fumbles_forced,0,,,,,
player,201510180min,min,JohnTo01,def_int,0,,,,,
player,201510180min,min,JohnTo01,def_int_yds,0,,,,,
player,201510180min,min,JohnTo01,def_int_td,0,,,,,
player,201510180min,min,JohnTo01,def_int_long,0,,,,,
player,201510180min,min,JohnTo01,pass_defended,0,,,,,
player,201510180min,min,JohnTo01,sacks,0.0,,,,,
player,201510180min,min,JohnTo01,tackles_combined,1,,,,,
player,201510180min,min,JohnTo01,tackles_solo,1,,,,,
player,201510180min,min,JohnTo01,tackles_assists,0,,,,,
player,201510180min,min,JohnTo01,tackles_loss,0,,,,,
player,201510180min,min,JohnTo01,qb_hits,0,,,,,
player,201510180min,min,JohnTo01,fumbles_rec,0,,,,,
player,201510180min,min,JohnTo01,fumbles_rec_yds,0,,,,,
player,201510180min,min,JohnTo01,fumbles_rec_td,0,,,,,
player,201510180min,min,JohnTo01,fumbles_forced,0,,,,,
player,201510180min,min,LineZa01,def_int,0,,,,,
player,201510180min,min,LineZa01,def_int_yds,0,,,,,
player,201510180min,min,LineZa01,def_int_td,0,,,,,
player,201510180min,min,LineZa01,def_int_long,0,,,,,
player,201510180min,min,LineZa01,pass_defended,0,,,,,
player,201510180min,min,LineZa01,sacks,0.0,,,,,
player,201510180min,min,LineZa01,tackles_combined,1,,,,,
player,201510180min,min,LineZa01,tackles_solo,1,,,,,
player,201510180min,min,LineZa01,tackles_assists,0,,,,,
