game,2015,16,20151227,201512270kan,cle,"Cleveland Browns",13,kan,"Kansas City Chiefs",17
team,201512270kan,cle,First Downs,21,,,,,,
team,201512270kan,kan,First Downs,16,,,,,,
team,201512270kan,cle,Rush-Yds-TDs,36-232-1,,,,,,
team,201512270kan,kan,Rush-Yds-TDs,27-136-0,,,,,,
team,201512270kan,cle,Cmp-Att-Yd-TD-INT,13-32-136-0-1,,,,,,
team,201512270kan,kan,Cmp-Att-Yd-TD-INT,15-22-125-2-1,,,,,,
team,201512270kan,cle,Sacked-Yards,0-0,,,,,,
team,201512270kan,kan,Sacked-Yards,1-3,,,,,,
team,201512270kan,cle,Net Pass Yards,136,,,,,,
team,201512270kan,kan,Net Pass Yards,122,,,,,,
team,201512270kan,cle,Total Yards,368,,,,,,
team,201512270kan,kan,Total Yards,258,,,,,,
team,201512270kan,cle,Fumbles-Lost,0-0,,,,,,
team,201512270kan,kan,Fumbles-Lost,1-0,,,,,,
team,201512270kan,cle,Turnovers,1,,,,,,
team,201512270kan,kan,Turnovers,1,,,,,,
team,201512270kan,cle,Penalties-Yards,8-83,,,,,,
team,201512270kan,kan,Penalties-Yards,5-33,,,,,,
team,201512270kan,cle,Third Down Conv.,6-15,,,,,,
team,201512270kan,kan,Third Down Conv.,4-12,,,,,,
team,201512270kan,cle,Fourth Down Conv.,3-4,,,,,,
team,201512270kan,kan,Fourth Down Conv.,1-1,,,,,,
team,201512270kan,cle,Time of Possession,31:04,,,,,,
team,201512270kan,kan,Time of Possession,28:56,,,,,,
player,201512270kan,cle,ManzJo00,pass_cmp,13,,,,,
player,201512270kan,cle,ManzJo00,pass_att,32,,,,,
player,201512270kan,cle,ManzJo00,pass_yds,136,,,,,
player,201512270kan,cle,ManzJo00,pass_td,0,,,,,
player,201512270kan,cle,ManzJo00,pass_int,1,,,,,
player,201512270kan,cle,ManzJo00,pass_sacked,0,,,,,
player,201512270kan,cle,ManzJo00,pass_sacked_yds,0,,,,,
player,201512270kan,cle,ManzJo00,pass_long,24,,,,,
player,201512270kan,cle,ManzJo00,pass_rating,40.6,,,,,
player,201512270kan,cle,ManzJo00,rush_att,11,,,,,
player,201512270kan,cle,ManzJo00,rush_yds,108,,,,,
player,201512270kan,cle,ManzJo00,rush_td,0,,,,,
player,201512270kan,cle,ManzJo00,rush_long,34,,,,,
player,201512270kan,cle,ManzJo00,targets,0,,,,,
player,201512270kan,cle,ManzJo00,rec,0,,,,,
player,201512270kan,cle,ManzJo00,rec_yds,0,,,,,
player,201512270kan,cle,ManzJo00,rec_td,0,,,,,
player,201512270kan,cle,ManzJo00,rec_long,0,,,,,
player,201512270kan,cle,ManzJo00,fumbles,0,,,,,
player,201512270kan,cle,ManzJo00,fumbles_lost,0,,,,,
player,201512270kan,cle,CrowIs00,pass_cmp,0,,,,,
