game,2015,16,20151227,201512270kan,cle,"Cleveland Browns",13,kan,"Kansas City Chiefs",17
player,201512270kan,cle,CrowIs00,pass_att,0,,,,,
player,201512270kan,cle,CrowIs00,pass_yds,0,,,,,
player,201512270kan,cle,CrowIs00,pass_td,0,,,,,
player,201512270kan,cle,CrowIs00,pass_int,0,,,,,
player,201512270kan,cle,CrowIs00,pass_sacked,0,,,,,
player,201512270kan,cle,CrowIs00,pass_sacked_yds,0,,,,,
player,201512270kan,cle,CrowIs00,pass_long,0,,,,,
player,201512270kan,cle,CrowIs00,pass_rating,,,,,,
player,201512270kan,cle,CrowIs00,rush_att,16,,,,,
player,201512270kan,cle,CrowIs00,rush_yds,88,,,,,
player,201512270kan,cle,CrowIs00,rush_td,1,,,,,
player,201512270kan,cle,CrowIs00,rush_long,28,,,,,
player,201512270kan,cle,CrowIs00,targets,0,,,,,
player,201512270kan,cle,CrowIs00,rec,0,,,,,
player,201512270kan,cle,CrowIs00,rec_yds,0,,,,,
player,201512270kan,cle,CrowIs00,rec_td,0,,,,,
player,201512270kan,cle,CrowIs00,rec_long,0,,,,,
player,201512270kan,cle,CrowIs00,fumbles,0,,,,,
player,201512270kan,cle,CrowIs00,fumbles_lost,0,,,,,
player,201512270kan,cle,JohnDu00,pass_cmp,0,,,,,
player,201512270kan,cle,JohnDu00,pass_att,0,,,,,
player,201512270kan,cle,JohnDu00,pass_yds,0,,,,,
player,201512270kan,cle,JohnDu00,pass_td,0,,,,,
player,201512270kan,cle,JohnDu00,pass_int,0,,,,,
player,201512270kan,cle,JohnDu00,pass_sacked,0,,,,,
player,201512270kan,cle,JohnDu00,pass_sacked_yds,0,,,,,
player,201512270kan,cle,JohnDu00,pass_long,0,,,,,
player,201512270kan,cle,JohnDu00,pass_rating,,,,,,
player,201512270kan,cle,JohnDu00,rush_att,8,,,,,
player,201512270kan,cle,JohnDu00,rush_yds,26,,,,,
player,201512270kan,cle,JohnDu00,rush_td,0,,,,,
player,201512270kan,cle,JohnDu00,rush_long,11,,,,,
player,201512270kan,cle,JohnDu00,targets,4,,,,,
player,201512270kan,cle,JohnDu00,rec,3,,,,,
player,201512270kan,cle,JohnDu00,rec_yds,15,,,,,
player,201512270kan,cle,JohnDu00,rec_td,0,,,,,
player,201512270kan,cle,JohnDu00,rec_long,8,,,,,
player,201512270kan,cle,JohnDu00,fumbles,0,,,,,
player,201512270kan,cle,JohnDu00,fumbles_lost,0,,,,,
player,201512270kan,cle,PoyeJo00,pass_cmp,0,,,,,
player,201512270kan,cle,PoyeJo00,pass_att,0,,,,,
player,201512270kan,cle,PoyeJo00,pass_yds,0,,,,,
player,201512270kan,cle,PoyeJo00,pass_td,0,,,,,
player,201512270kan,cle,PoyeJo00,pass_int,0,,,,,
player,201512270kan,cle,PoyeJo00,pass_sacked,0,,,,,
player,201512270kan,cle,PoyeJo00,pass_sacked_yds,0,,,,,
player,201512270kan,cle,PoyeJo00,pass_long,0,,,,,
player,201512270kan,cle,PoyeJo00,pass_rating,,,,,,
player,201512270kan,cle,PoyeJo00,rush_att,1,,,,,
player,201512270kan,cle,PoyeJo00,rush_yds,10,,,,,
player,201512270kan,cle,PoyeJo00,rush_td,0,,,,,
player,201512270kan,cle,PoyeJo00,rush_long,10,,,,,
player,201512270kan,cle,PoyeJo00,targets,0,,,,,
player,201512270kan,cle,PoyeJo00,rec,0,,,,,
player,201512270kan,cle,PoyeJo00,rec_yds,0,,,,,
player,201512270kan,cle,PoyeJo00,rec_td,0,,,,,
player,201512270kan,cle,PoyeJo00,rec_long,0,,,,,
player,201512270kan,cle,PoyeJo00,fumbles,0,,,,,
player,201512270kan,cle,PoyeJo00,fumbles_lost,0,,,,,
player,201512270kan,cle,BarnGa01,pass_cmp,0,,,,,
player,201512270kan,cle,BarnGa01,pass_att,0,,,,,
player,201512270kan,cle,BarnGa01,pass_yds,0,,,,,
player,201512270kan,cle,BarnGa01,pass_td,0,,,,,
player,201512270kan,cle,BarnGa01,pass_int,0,,,,,
player,201512270kan,cle,BarnGa01,pass_sacked,0,,,,,
player,201512270kan,cle,BarnGa01,pass_sacked_yds,0,,,,,
player,201512270kan,cle,BarnGa01,pass_long,0,,,,,
player,201512270kan,cle,BarnGa01,pass_rating,,,,,,
player,201512270kan,cle,BarnGa01,rush_att,0,,,,,
player,201512270kan,cle,BarnGa01,rush_yds,0,,,,,
player,201512270kan,cle,BarnGa01,rush_td,0,,,,,
player,201512270kan,cle,BarnGa01,rush_long,0,,,,,
player,201512270kan,cle,BarnGa01,targets,8,,,,,
player,201512270kan,cle,BarnGa01,rec,3,,,,,
player,201512270kan,cle,BarnGa01,rec_yds,47,,,,,
player,201512270kan,cle,BarnGa01,rec_td,0,,,,,
player,201512270kan,cle,BarnGa01,rec_long,24,,,,,
player,201512270kan,cle,BarnGa01,fumbles,0,,,,,
player,201512270kan,cle,BarnGa01,fumbles_lost,0,,,,,
player,201512270kan,cle,JennDa00,pass_cmp,0,,,,,
player,201512270kan,cle,JennDa00,pass_att,0,,,,,
player,201512270kan,cle,JennDa00,pass_yds,0,,,,,
player,201512270kan,cle,JennDa00,pass_td,0,,,,,
player,201512270kan,cle,JennDa00,pass_int,0,,,,,
player,201512270kan,cle,JennDa00,pass_sacked,0,,,,,
player,201512270kan,cle,JennDa00,pass_sacked_yds,0,,,,,
player,201512270kan,cle,JennDa00,pass_long,0,,,,,
player,201512270kan,cle,JennDa00,pass_rating,,,,,,
player,201512270kan,cle,JennDa00,rush_att,0,,,,,
player,201512270kan,cle,JennDa00,rush_yds,0,,,,,
player,201512270kan,cle,JennDa00,rush_td,0,,,,,
player,201512270kan,cle,JennDa00,rush_long,0,,,,,
player,201512270kan,cle,JennDa00,targets,4,,,,,
player,201512270kan,cle,JennDa00,rec,3,,,,,
player,201512270kan,cle,JennDa00,rec_yds,37,,,,,
player,201512270kan,cle,JennDa00,rec_td,0,,,,,
player,201512270kan,cle,JennDa00,rec_long,15,,,,,
player,201512270kan,cle,JennDa00,fumbles,0,,,,,
player,201512270kan,cle,JennDa00,fumbles_lost,0,,,,,
player,201512270kan,cle,BenjTr00,pass_cmp,0,,,,,
player,201512270kan,cle,BenjTr00,pass_att,0,,,,,
player,201512270kan,cle,BenjTr00,pass_yds,0,,,,,
player,201512270kan,cle,BenjTr00,pass_td,0,,,,,
player,201512270kan,cle,BenjTr00,pass_int,0,,,,,
player,201512270kan,cle,BenjTr00,pass_sacked,0,,,,,
player,201512270kan,cle,BenjTr00,pass_sacked_yds,0,,,,,
player,201512270kan,cle,BenjTr00,pass_long,0,,,,,
player,201512270kan,cle,BenjTr00,pass_rating,,,,,,
player,201512270kan,cle,BenjTr00,rush_att,0,,,,,
player,201512270kan,cle,BenjTr00,rush_yds,0,,,,,
player,201512270kan,cle,BenjTr00,rush_td,0,,,,,
player,201512270kan,cle,BenjTr00,rush_long,0,,,,,
player,201512270kan,cle,BenjTr00,targets,5,,,,,
player,201512270kan,cle,BenjTr00,rec,2,,,,,
player,201512270kan,cle,BenjTr00,rec_yds,20,,,,,
player,201512270kan,cle,BenjTr00,rec_td,0,,,,,
player,201512270kan,cle,BenjTr00,rec_long,12,,,,,
player,201512270kan,cle,BenjTr00,fumbles,0,,,,,
player,201512270kan,cle,BenjTr00,fumbles_lost,0,,,,,
player,201512270kan,cle,DrayJi00,pass_cmp,0,,,,,
player,201512270kan,cle,DrayJi00,pass_att,0,,,,,
player,201512270kan,cle,DrayJi00,pass_yds,0,,,,,
player,201512270kan,cle,DrayJi00,pass_td,0,,,,,
player,201512270kan,cle,DrayJi00,pass_int,0,,,,,
player,201512270kan,cle,DrayJi00,pass_sacked,0,,,,,
player,201512270kan,cle,DrayJi00,pass_sacked_yds,0,,,,,
player,201512270kan,cle,DrayJi00,pass_long,0,,,,,
player,201512270kan,cle,DrayJi00,pass_rating,,,,,,
player,201512270kan,cle,DrayJi00,rush_att,0,,,,,
player,201512270kan,cle,DrayJi00,rush_yds,0,,,,,
player,201512270kan,cle,DrayJi00,rush_td,0,,,,,
player,201512270kan,cle,DrayJi00,rush_long,0,,,,,
player,201512270kan,cle,DrayJi00,targets,3,,,,,
player,201512270kan,cle,DrayJi00,rec,1,,,,,
player,201512270kan,cle,DrayJi00,rec_yds,18,,,,,
player,201512270kan,cle,DrayJi00,rec_td,0,,,,,
player,201512270kan,cle,DrayJi00,rec_long,18,,,,,
player,201512270kan,cle,DrayJi00,fumbles,0,,,,,
player,201512270kan,cle,DrayJi00,fumbles_lost,0,,,,,
player,201512270kan,cle,SchwMi00,pass_cmp,0,,,,,
player,201512270kan,cle,SchwMi00,pass_att,0,,,,,
player,201512270kan,cle,SchwMi00,pass_yds,0,,,,,
player,201512270kan,cle,SchwMi00,pass_td,0,,,,,
player,201512270kan,cle,SchwMi00,pass_int,0,,,,,
player,201512270kan,cle,SchwMi00,pass_sacked,0,,,,,
player,201512270kan,cle,SchwMi00,pass_sacked_yds,0,,,,,
player,201512270kan,cle,SchwMi00,pass_long,0,,,,,
player,201512270kan,cle,SchwMi00,pass_rating,,,,,,
player,201512270kan,cle,SchwMi00,rush_att,0,,,,,
player,201512270kan,cle,SchwMi00,rush_yds,0,,,,,
player,201512270kan,cle,SchwMi00,rush_td,0,,,,,
player,201512270kan,cle,SchwMi00,rush_long,0,,,,,
player,201512270kan,cle,SchwMi00,targets,1,,,,,
player,201512270kan,cle,SchwMi00,rec,0,,,,,
player,201512270kan,cle,SchwMi00,rec_yds,0,,,,,
player,201512270kan,cle,SchwMi00,rec_td,0,,,,,
player,201512270kan,cle,SchwMi00,rec_long,0,,,,,
player,201512270kan,cle,SchwMi00,fumbles,0,,,,,
player,201512270kan,cle,SchwMi00,fumbles_lost,0,,,,,
player,201512270kan,cle,GabrTa00,pass_cmp,0,,,,,
player,201512270kan,cle,GabrTa00,pass_att,0,,,,,
player,201512270kan,cle,GabrTa00,pass_yds,0,,,,,
player,201512270kan,cle,GabrTa00,pass_td,0,,,,,
player,201512270kan,cle,GabrTa00,pass_int,0,,,,,
player,201512270kan,cle,GabrTa00,pass_sacked,0,,,,,
player,201512270kan,cle,GabrTa00,pass_sacked_yds,0,,,,,
player,201512270kan,cle,GabrTa00,pass_long,0,,,,,
player,201512270kan,cle,GabrTa00,pass_rating,,,,,,
player,201512270kan,cle,GabrTa00,rush_att,0,,,,,
player,201512270kan,cle,GabrTa00,rush_yds,0,,,,,
player,201512270kan,cle,GabrTa00,rush_td,0,,,,,
player,201512270kan,cle,GabrTa00,rush_long,0,,,,,
player,201512270kan,cle,GabrTa00,targets,2,,,,,
player,201512270kan,cle,GabrTa00,rec,0,,,,,
player,201512270kan,cle,GabrTa00,rec_yds,0,,,,,
player,201512270kan,cle,GabrTa00,rec_td,0,,,,,
player,201512270kan,cle,GabrTa00,rec_long,0,,,,,
player,201512270kan,cle,GabrTa00,fumbles,0,,,,,
player,201512270kan,cle,GabrTa00,fumbles_lost,0,,,,,
player,201512270kan,cle,BoweDw00,pass_cmp,0,,,,,
player,201512270kan,cle,BoweDw00,pass_att,0,,,,,
player,201512270kan,cle,BoweDw00,pass_yds,0,,,,,
player,201512270kan,cle,BoweDw00,pass_td,0,,,,,
player,201512270kan,cle,BoweDw00,pass_int,0,,,,,
player,201512270kan,cle,BoweDw00,pass_sacked,0,,,,,
player,201512270kan,cle,BoweDw00,pass_sacked_yds,0,,,,,
player,201512270kan,cle,BoweDw00,pass_long,0,,,,,
player,201512270kan,cle,BoweDw00,pass_rating,,,,,,
player,201512270kan,cle,BoweDw00,rush_att,0,,,,,
player,201512270kan,cle,BoweDw00,rush_yds,0,,,,,
player,201512270kan,cle,BoweDw00,rush_td,0,,,,,
player,201512270kan,cle,BoweDw00,rush_long,0,,,,,
player,201512270kan,cle,BoweDw00,targets,1,,,,,
player,201512270kan,cle,BoweDw00,rec,0,,,,,
player,201512270kan,cle,BoweDw00,rec_yds,0,,,,,
player,201512270kan,cle,BoweDw00,rec_td,0,,,,,
player,201512270kan,cle,BoweDw00,rec_long,0,,,,,
player,201512270kan,cle,BoweDw00,fumbles,0,,,,,
player,201512270kan,cle,BoweDw00,fumbles_lost,0,,,,,
player,201512270kan,cle,MoorMa02,pass_cmp,0,,,,,
player,201512270kan,cle,MoorMa02,pass_att,0,,,,,
player,201512270kan,cle,MoorMa02,pass_yds,0,,,,,
player,201512270kan,cle,MoorMa02,pass_td,0,,,,,
player,201512270kan,cle,MoorMa02,pass_int,0,,,,,
player,201512270kan,cle,MoorMa02,pass_sacked,0,,,,,
player,201512270kan,cle,MoorMa02,pass_sacked_yds,0,,,,,
player,201512270kan,cle,MoorMa02,pass_long,0,,,,,
player,201512270kan,cle,MoorMa02,pass_rating,,,,,,
player,201512270kan,cle,MoorMa02,rush_att,0,,,,,
player,201512270kan,cle,MoorMa02,rush_yds,0,,,,,
player,201512270kan,cle,MoorMa02,rush_td,0,,,,,
player,201512270kan,cle,MoorMa02,rush_long,0,,,,,
player,201512270kan,cle,MoorMa02,targets,1,,,,,
player,201512270kan,cle,MoorMa02,rec,1,,,,,
player,201512270kan,cle,MoorMa02,rec_yds,-1,,,,,
player,201512270kan,cle,MoorMa02,rec_td,0,,,,,
player,201512270kan,cle,MoorMa02,rec_long,-1,,,,,
player,201512270kan,cle,MoorMa02,fumbles,0,,,,,
player,201512270kan,cle,MoorMa02,fumbles_lost,0,,,,,
player,201512270kan,kan,SmitAl03,pass_cmp,15,,,,,
player,201512270kan,kan,SmitAl03,pass_att,22,,,,,
player,201512270kan,kan,SmitAl03,pass_yds,125,,,,,
player,201512270kan,kan,SmitAl03,pass_td,2,,,,,
player,201512270kan,kan,SmitAl03,pass_int,1,,,,,
player,201512270kan,kan,SmitAl03,pass_sacked,1,,,,,
player,201512270kan,kan,SmitAl03,pass_sacked_yds,3,,,,,
player,201512270kan,kan,SmitAl03,pass_long,19,,,,,
player,201512270kan,kan,SmitAl03,pass_rating,93.9,,,,,
player,201512270kan,kan,SmitAl03,rush_att,6,,,,,
player,201512270kan,kan,SmitAl03,rush_yds,54,,,,,
player,201512270kan,kan,SmitAl03,rush_td,0,,,,,
player,201512270kan,kan,SmitAl03,rush_long,29,,,,,
player,201512270kan,kan,SmitAl03,targets,0,,,,,
player,201512270kan,kan,SmitAl03,rec,0,,,,,
player,201512270kan,kan,SmitAl03,rec_yds,0,,,,,
player,201512270kan,kan,SmitAl03,rec_td,0,,,,,
player,201512270kan,kan,SmitAl03,rec_long,0,,,,,
player,201512270kan,kan,SmitAl03,fumbles,1,,,,,
player,201512270kan,kan,SmitAl03,fumbles_lost,0,,,,,
player,201512270kan,kan,WestCh01,pass_cmp,0,,,,,
player,201512270kan,kan,WestCh01,pass_att,0,,,,,
player,201512270kan,kan,WestCh01,pass_yds,0,,,,,
player,201512270kan,kan,WestCh01,pass_td,0,,,,,
player,201512270kan,kan,WestCh01,pass_int,0,,,,,
player,201512270kan,kan,WestCh01,pass_sacked,0,,,,,
player,201512270kan,kan,WestCh01,pass_sacked_yds,0,,,,,
player,201512270kan,kan,WestCh01,pass_long,0,,,,,
player,201512270kan,kan,WestCh01,pass_rating,,,,,,
player,201512270kan,kan,WestCh01,rush_att,14,,,,,
player,201512270kan,kan,WestCh01,rush_yds,62,,,,,
player,201512270kan,kan,WestCh01,rush_td,0,,,,,
player,201512270kan,kan,WestCh01,rush_long,22,,,,,
player,201512270kan,kan,WestCh01,targets,1,,,,,
player,201512270kan,kan,WestCh01,rec,1,,,,,
player,201512270kan,kan,WestCh01,rec_yds,-1,,,,,
player,201512270kan,kan,WestCh01,rec_td,0,,,,,
player,201512270kan,kan,WestCh01,rec_long,-1,,,,,
player,201512270kan,kan,WestCh01,fumbles,0,,,,,
player,201512270kan,kan,WestCh01,fumbles_lost,0,,,,,
player,201512270kan,kan,WareSp00,pass_cmp,0,,,,,
player,201512270kan,kan,WareSp00,pass_att,0,,,,,
player,201512270kan,kan,WareSp00,pass_yds,0,,,,,
player,201512270kan,kan,WareSp00,pass_td,0,,,,,
player,201512270kan,kan,WareSp00,pass_int,0,,,,,
player,201512270kan,kan,WareSp00,pass_sacked,0,,,,,
player,201512270kan,kan,WareSp00,pass_sacked_yds,0,,,,,
player,201512270kan,kan,WareSp00,pass_long,0,,,,,
player,201512270kan,kan,WareSp00,pass_rating,,,,,,
player,201512270kan,kan,WareSp00,rush_att,5,,,,,
player,201512270kan,kan,WareSp00,rush_yds,15,,,,,
player,201512270kan,kan,WareSp00,rush_td,0,,,,,
player,201512270kan,kan,WareSp00,rush_long,5,,,,,
player,201512270kan,kan,WareSp00,targets,0,,,,,
player,201512270kan,kan,WareSp00,rec,0,,,,,
player,201512270kan,kan,WareSp00,rec_yds,0,,,,,
player,201512270kan,kan,WareSp00,rec_td,0,,,,,
player,201512270kan,kan,WareSp00,rec_long,0,,,,,
player,201512270kan,kan,WareSp00,fumbles,0,,,,,
player,201512270kan,kan,WareSp00,fumbles_lost,0,,,,,
player,201512270kan,kan,WilsAl02,pass_cmp,0,,,,,
player,201512270kan,kan,WilsAl02,pass_att,0,,,,,
player,201512270kan,kan,WilsAl02,pass_yds,0,,,,,
player,201512270kan,kan,WilsAl02,pass_td,0,,,,,
player,201512270kan,kan,WilsAl02,pass_int,0,,,,,
player,201512270kan,kan,WilsAl02,pass_sacked,0,,,,,
player,201512270kan,kan,WilsAl02,pass_sacked_yds,0,,,,,
player,201512270kan,kan,WilsAl02,pass_long,0,,,,,
player,201512270kan,kan,WilsAl02,pass_rating,,,,,,
player,201512270kan,kan,WilsAl02,rush_att,2,,,,,
player,201512270kan,kan,WilsAl02,rush_yds,5,,,,,
player,201512270kan,kan,WilsAl02,rush_td,0,,,,,
player,201512270kan,kan,WilsAl02,rush_long,3,,,,,
player,201512270kan,kan,WilsAl02,targets,4,,,,,
player,201512270kan,kan,WilsAl02,rec,3,,,,,
player,201512270kan,kan,WilsAl02,rec_yds,34,,,,,
player,201512270kan,kan,WilsAl02,rec_td,0,,,,,
player,201512270kan,kan,WilsAl02,rec_long,19,,,,,
player,201512270kan,kan,WilsAl02,fumbles,0,,,,,
player,201512270kan,kan,WilsAl02,fumbles_lost,0,,,,,
player,201512270kan,kan,MaclJe00,pass_cmp,0,,,,,
player,201512270kan,kan,MaclJe00,pass_att,0,,,,,
player,201512270kan,kan,MaclJe00,pass_yds,0,,,,,
player,201512270kan,kan,MaclJe00,pass_td,0,,,,,
player,201512270kan,kan,MaclJe00,pass_int,0,,,,,
player,201512270kan,kan,MaclJe00,pass_sacked,0,,,,,
player,201512270kan,kan,MaclJe00,pass_sacked_yds,0,,,,,
player,201512270kan,kan,MaclJe00,pass_long,0,,,,,
player,201512270kan,kan,MaclJe00,pass_rating,,,,,,
player,201512270kan,kan,MaclJe00,rush_att,0,,,,,
player,201512270kan,kan,MaclJe00,rush_yds,0,,,,,
player,201512270kan,kan,MaclJe00,rush_td,0,,,,,
player,201512270kan,kan,MaclJe00,rush_long,0,,,,,
player,201512270kan,kan,MaclJe00,targets,7,,,,,
player,201512270kan,kan,MaclJe00,rec,5,,,,,
player,201512270kan,kan,MaclJe00,rec_yds,49,,,,,
player,201512270kan,kan,MaclJe00,rec_td,1,,,,,
player,201512270kan,kan,MaclJe00,rec_long,14,,,,,
player,201512270kan,kan,MaclJe00,fumbles,0,,,,,
player,201512270kan,kan,MaclJe00,fumbles_lost,0,,,,,
player,201512270kan,kan,KelcTr00,pass_cmp,0,,,,,
player,201512270kan,kan,KelcTr00,pass_att,0,,,,,
player,201512270kan,kan,KelcTr00,pass_yds,0,,,,,
player,201512270kan,kan,KelcTr00,pass_td,0,,,,,
player,201512270kan,kan,KelcTr00,pass_int,0,,,,,
player,201512270kan,kan,KelcTr00,pass_sacked,0,,,,,
player,201512270kan,kan,KelcTr00,pass_sacked_yds,0,,,,,
player,201512270kan,kan,KelcTr00,pass_long,0,,,,,
player,201512270kan,kan,KelcTr00,pass_rating,,,,,,
player,201512270kan,kan,KelcTr00,rush_att,0,,,,,
player,201512270kan,kan,KelcTr00,rush_yds,0,,,,,
player,201512270kan,kan,KelcTr00,rush_td,0,,,,,
player,201512270kan,kan,KelcTr00,rush_long,0,,,,,
player,201512270kan,kan,KelcTr00,targets,8,,,,,
player,201512270kan,kan,KelcTr00,rec,6,,,,,
player,201512270kan,kan,KelcTr00,rec_yds,43,,,,,
player,201512270kan,kan,KelcTr00,rec_td,1,,,,,
player,201512270kan,kan,KelcTr00,rec_long,13,,,,,
player,201512270kan,kan,KelcTr00,fumbles,0,,,,,
player,201512270kan,kan,KelcTr00,fumbles_lost,0,,,,,
player,201512270kan,kan,ParkBr00,pass_cmp,0,,,,,
player,201512270kan,kan,ParkBr00,pass_att,0,,,,,
player,201512270kan,kan,ParkBr00,pass_yds,0,,,,,
player,201512270kan,kan,ParkBr00,pass_td,0,,,,,
player,201512270kan,kan,ParkBr00,pass_int,0,,,,,
player,201512270kan,kan,ParkBr00,pass_sacked,0,,,,,
player,201512270kan,kan,ParkBr00,pass_sacked_yds,0,,,,,
player,201512270kan,kan,ParkBr00,pass_long,0,,,,,
player,201512270kan,kan,ParkBr00,pass_rating,,,,,,
player,201512270kan,kan,ParkBr00,rush_att,0,,,,,
player,201512270kan,kan,ParkBr00,rush_yds,0,,,,,
player,201512270kan,kan,ParkBr00,rush_td,0,,,,,
player,201512270kan,kan,ParkBr00,rush_long,0,,,,,
player,201512270kan,kan,ParkBr00,targets,1,,,,,
player,201512270kan,kan,ParkBr00,rec,0,,,,,
player,201512270kan,kan,ParkBr00,rec_yds,0,,,,,
player,201512270kan,kan,ParkBr00,rec_td,0,,,,,
player,201512270kan,kan,ParkBr00,rec_long,0,,,,,
player,201512270kan,kan,ParkBr00,fumbles,0,,,,,
player,201512270kan,kan,ParkBr00,fumbles_lost,0,,,,,
player,201512270kan,kan,AvanJa00,pass_cmp,0,,,,,
player,201512270kan,kan,AvanJa00,pass_att,0,,,,,
player,201512270kan,kan,AvanJa00,pass_yds,0,,,,,
player,201512270kan,kan,AvanJa00,pass_td,0,,,,,
player,201512270kan,kan,AvanJa00,pass_int,0,,,,,
player,201512270kan,kan,AvanJa00,pass_sacked,0,,,,,
player,201512270kan,kan,AvanJa00,pass_sacked_yds,0,,,,,
player,201512270kan,kan,AvanJa00,pass_long,0,,,,,
player,201512270kan,kan,AvanJa00,pass_rating,,,,,,
player,201512270kan,kan,AvanJa00,rush_att,0,,,,,
player,201512270kan,kan,AvanJa00,rush_yds,0,,,,,
player,201512270kan,kan,AvanJa00,rush_td,0,,,,,
player,201512270kan,kan,AvanJa00,rush_long,0,,,,,
player,201512270kan,kan,AvanJa00,targets,1,,,,,
player,201512270kan,kan,AvanJa00,rec,0,,,,,
player,201512270kan,kan,AvanJa00,rec_yds,0,,,,,
player,201512270kan,kan,AvanJa00,rec_td,0,,,,,
player,201512270kan,kan,AvanJa00,rec_long,0,,,,,
player,201512270kan,kan,AvanJa00,fumbles,0,,,,,
player,201512270kan,kan,AvanJa00,fumbles_lost,0,,,,,
player,201512270kan,cle,OrchNa00,def_int,1,,,,,
player,201512270kan,cle,OrchNa00,def_int_yds,46,,,,,
player,201512270kan,cle,OrchNa00,def_int_td,0,,,,,
player,201512270kan,cle,OrchNa00,def_int_long,46,,,,,
player,201512270kan,cle,OrchNa00,pass_defended,1,,,,,
player,201512270kan,cle,OrchNa00,sacks,1.0,,,,,
player,201512270kan,cle,OrchNa00,tackles_combined,2,,,,,
player,201512270kan,cle,OrchNa00,tackles_solo,2,,,,,
player,201512270kan,cle,OrchNa00,tackles_assists,0,,,,,
player,201512270kan,cle,OrchNa00,tackles_loss,1,,,,,
player,201512270kan,cle,OrchNa00,qb_hits,1,,,,,
player,201512270kan,cle,OrchNa00,fumbles_rec,0,,,,,
player,201512270kan,cle,OrchNa00,fumbles_rec_yds,0,,,,,
player,201512270kan,cle,OrchNa00,fumbles_rec_td,0,,,,,
player,201512270kan,cle,OrchNa00,fumbles_forced,0,,,,,
player,201512270kan,cle,WhitDo20,def_int,0,,,,,
player,201512270kan,cle,WhitDo20,def_int_yds,0,,,,,
player,201512270kan,cle,WhitDo20,def_int_td,0,,,,,
player,201512270kan,cle,WhitDo20,def_int_long,0,,,,,
player,201512270kan,cle,WhitDo20,pass_defended,0,,,,,
player,201512270kan,cle,WhitDo20,sacks,0.0,,,,,
player,201512270kan,cle,WhitDo20,tackles_combined,6,,,,,
player,201512270kan,cle,WhitDo20,tackles_solo,6,,,,,
player,201512270kan,cle,WhitDo20,tackles_assists,0,,,,,
player,201512270kan,cle,WhitDo20,tackles_loss,0,,,,,
player,201512270kan,cle,WhitDo20,qb_hits,0,,,,,
player,201512270kan,cle,WhitDo20,fumbles_rec,0,,,,,
player,201512270kan,cle,WhitDo20,fumbles_rec_yds,0,,,,,
player,201512270kan,cle,WhitDo20,fumbles_rec_td,0,,,,,
player,201512270kan,cle,WhitDo20,fumbles_forced,0,,,,,
