game,2015,15,20151220,201512200sdg,mia,"Miami Dolphins",14,sdg,"San Diego Chargers",30
player,201512200sdg,mia,VernOl00,pass_defended,0,,,,,
player,201512200sdg,mia,VernOl00,sacks,0.5,,,,,
player,201512200sdg,mia,VernOl00,tackles_combined,11,,,,,
player,201512200sdg,mia,VernOl00,tackles_solo,6,,,,,
player,201512200sdg,mia,VernOl00,tackles_assists,5,,,,,
player,201512200sdg,mia,VernOl00,tackles_loss,2,,,,,
player,201512200sdg,mia,VernOl00,qb_hits,3,,,,,
player,201512200sdg,mia,VernOl00,fumbles_rec,0,,,,,
player,201512200sdg,mia,VernOl00,fumbles_rec_yds,0,,,,,
player,201512200sdg,mia,VernOl00,fumbles_rec_td,0,,,,,
player,201512200sdg,mia,VernOl00,fumbles_forced,0,,,,,
player,201512200sdg,mia,SuhxNd99,def_int,0,,,,,
player,201512200sdg,mia,SuhxNd99,def_int_yds,0,,,,,
player,201512200sdg,mia,SuhxNd99,def_int_td,0,,,,,
player,201512200sdg,mia,SuhxNd99,def_int_long,0,,,,,
player,201512200sdg,mia,SuhxNd99,pass_defended,0,,,,,
player,201512200sdg,mia,SuhxNd99,sacks,0.5,,,,,
player,201512200sdg,mia,SuhxNd99,tackles_combined,4,,,,,
player,201512200sdg,mia,SuhxNd99,tackles_solo,4,,,,,
player,201512200sdg,mia,SuhxNd99,tackles_assists,0,,,,,
player,201512200sdg,mia,SuhxNd99,tackles_loss,1,,,,,
player,201512200sdg,mia,SuhxNd99,qb_hits,3,,,,,
player,201512200sdg,mia,SuhxNd99,fumbles_rec,0,,,,,
player,201512200sdg,mia,SuhxNd99,fumbles_rec_yds,0,,,,,
player,201512200sdg,mia,SuhxNd99,fumbles_rec_td,0,,,,,
player,201512200sdg,mia,SuhxNd99,fumbles_forced,0,,,,,
player,201512200sdg,mia,ThomMi02,def_int,0,,,,,
player,201512200sdg,mia,ThomMi02,def_int_yds,0,,,,,
player,201512200sdg,mia,ThomMi02,def_int_td,0,,,,,
player,201512200sdg,mia,ThomMi02,def_int_long,0,,,,,
player,201512200sdg,mia,ThomMi02,pass_defended,1,,,,,
player,201512200sdg,mia,ThomMi02,sacks,0.0,,,,,
player,201512200sdg,mia,ThomMi02,tackles_combined,14,,,,,
player,201512200sdg,mia,ThomMi02,tackles_solo,13,,,,,
player,201512200sdg,mia,ThomMi02,tackles_assists,1,,,,,
player,201512200sdg,mia,ThomMi02,tackles_loss,1,,,,,
player,201512200sdg,mia,ThomMi02,qb_hits,0,,,,,
player,201512200sdg,mia,ThomMi02,fumbles_rec,0,,,,,
player,201512200sdg,mia,ThomMi02,fumbles_rec_yds,0,,,,,
player,201512200sdg,mia,ThomMi02,fumbles_rec_td,0,,,,,
player,201512200sdg,mia,ThomMi02,fumbles_forced,0,,,,,
player,201512200sdg,mia,ShepKe00,def_int,0,,,,,
player,201512200sdg,mia,ShepKe00,def_int_yds,0,,,,,
player,201512200sdg,mia,ShepKe00,def_int_td,0,,,,,
player,201512200sdg,mia,ShepKe00,def_int_long,0,,,,,
player,201512200sdg,mia,ShepKe00,pass_defended,1,,,,,
player,201512200sdg,mia,ShepKe00,sacks,0.0,,,,,
player,201512200sdg,mia,ShepKe00,tackles_combined,11,,,,,
player,201512200sdg,mia,ShepKe00,tackles_solo,10,,,,,
player,201512200sdg,mia,ShepKe00,tackles_assists,1,,,,,
player,201512200sdg,mia,ShepKe00,tackles_loss,2,,,,,
player,201512200sdg,mia,ShepKe00,qb_hits,0,,,,,
player,201512200sdg,mia,ShepKe00,fumbles_rec,0,,,,,
player,201512200sdg,mia,ShepKe00,fumbles_rec_yds,0,,,,,
player,201512200sdg,mia,ShepKe00,fumbles_rec_td,0,,,,,
player,201512200sdg,mia,ShepKe00,fumbles_forced,0,,,,,
player,201512200sdg,mia,HewiNe00,def_int,0,,,,,
player,201512200sdg,mia,HewiNe00,def_int_yds,0,,,,,
player,201512200sdg,mia,HewiNe00,def_int_td,0,,,,,
player,201512200sdg,mia,HewiNe00,def_int_long,0,,,,,
player,201512200sdg,mia,HewiNe00,pass_defended,0,,,,,
player,201512200sdg,mia,HewiNe00,sacks,0.0,,,,,
player,201512200sdg,mia,HewiNe00,tackles_combined,4,,,,,
player,201512200sdg,mia,HewiNe00,tackles_solo,3,,,,,
player,201512200sdg,mia,HewiNe00,tackles_assists,1,,,,,
player,201512200sdg,mia,HewiNe00,tackles_loss,1,,,,,
player,201512200sdg,mia,HewiNe00,qb_hits,0,,,,,
player,201512200sdg,mia,HewiNe00,fumbles_rec,0,,,,,
player,201512200sdg,mia,HewiNe00,fumbles_rec_yds,0,,,,,
player,201512200sdg,mia,HewiNe00,fumbles_rec_td,0,,,,,
player,201512200sdg,mia,HewiNe00,fumbles_forced,0,,,,,
player,201512200sdg,mia,MisiKo99,def_int,0,,,,,
player,201512200sdg,mia,MisiKo99,def_int_yds,0,,,,,
player,201512200sdg,mia,MisiKo99,def_int_td,0,,,,,
player,201512200sdg,mia,MisiKo99,def_int_long,0,,,,,
player,201512200sdg,mia,MisiKo99,pass_defended,0,,,,,
player,201512200sdg,mia,MisiKo99,sacks,0.0,,,,,
player,201512200sdg,mia,MisiKo99,tackles_combined,4,,,,,
player,201512200sdg,mia,MisiKo99,tackles_solo,3,,,,,
player,201512200sdg,mia,MisiKo99,tackles_assists,1,,,,,
player,201512200sdg,mia,MisiKo99,tackles_loss,0,,,,,
player,201512200sdg,mia,MisiKo99,qb_hits,0,,,,,
player,201512200sdg,mia,MisiKo99,fumbles_rec,0,,,,,
player,201512200sdg,mia,MisiKo99,fumbles_rec_yds,0,,,,,
player,201512200sdg,mia,MisiKo99,fumbles_rec_td,0,,,,,
player,201512200sdg,mia,MisiKo99,fumbles_forced,0,,,,,
player,201512200sdg,mia,ShelDe00,def_int,0,,,,,
player,201512200sdg,mia,ShelDe00,def_int_yds,0,,,,,
player,201512200sdg,mia,ShelDe00,def_int_td,0,,,,,
player,201512200sdg,mia,ShelDe00,def_int_long,0,,,,,
player,201512200sdg,mia,ShelDe00,pass_defended,1,,,,,
player,201512200sdg,mia,ShelDe00,sacks,0.0,,,,,
player,201512200sdg,mia,ShelDe00,tackles_combined,4,,,,,
player,201512200sdg,mia,ShelDe00,tackles_solo,2,,,,,
player,201512200sdg,mia,ShelDe00,tackles_assists,2,,,,,
player,201512200sdg,mia,ShelDe00,tackles_loss,1,,,,,
player,201512200sdg,mia,ShelDe00,qb_hits,0,,,,,
player,201512200sdg,mia,ShelDe00,fumbles_rec,0,,,,,
player,201512200sdg,mia,ShelDe00,fumbles_rec_yds,0,,,,,
player,201512200sdg,mia,ShelDe00,fumbles_rec_td,0,,,,,
player,201512200sdg,mia,ShelDe00,fumbles_forced,0,,,,,
player,201512200sdg,mia,ColeDe01,def_int,0,,,,,
player,201512200sdg,mia,ColeDe01,def_int_yds,0,,,,,
player,201512200sdg,mia,ColeDe01,def_int_td,0,,,,,
player,201512200sdg,mia,ColeDe01,def_int_long,0,,,,,
player,201512200sdg,mia,ColeDe01,pass_defended,0,,,,,
player,201512200sdg,mia,ColeDe01,sacks,0.0,,,,,
player,201512200sdg,mia,ColeDe01,tackles_combined,3,,,,,
player,201512200sdg,mia,ColeDe01,tackles_solo,3,,,,,
player,201512200sdg,mia,ColeDe01,tackles_assists,0,,,,,
player,201512200sdg,mia,ColeDe01,tackles_loss,0,,,,,
player,201512200sdg,mia,ColeDe01,qb_hits,0,,,,,
player,201512200sdg,mia,ColeDe01,fumbles_rec,0,,,,,
player,201512200sdg,mia,ColeDe01,fumbles_rec_yds,0,,,,,
player,201512200sdg,mia,ColeDe01,fumbles_rec_td,0,,,,,
player,201512200sdg,mia,ColeDe01,fumbles_forced,0,,,,,
player,201512200sdg,mia,LippTo00,def_int,0,,,,,
player,201512200sdg,mia,LippTo00,def_int_yds,0,,,,,
player,201512200sdg,mia,LippTo00,def_int_td,0,,,,,
player,201512200sdg,mia,LippTo00,def_int_long,0,,,,,
player,201512200sdg,mia,LippTo00,pass_defended,0,,,,,
player,201512200sdg,mia,LippTo00,sacks,0.0,,,,,
player,201512200sdg,mia,LippTo00,tackles_combined,3,,,,,
player,201512200sdg,mia,LippTo00,tackles_solo,2,,,,,
player,201512200sdg,mia,LippTo00,tackles_assists,1,,,,,
player,201512200sdg,mia,LippTo00,tackles_loss,0,,,,,
player,201512200sdg,mia,LippTo00,qb_hits,0,,,,,
player,201512200sdg,mia,LippTo00,fumbles_rec,0,,,,,
player,201512200sdg,mia,LippTo00,fumbles_rec_yds,0,,,,,
player,201512200sdg,mia,LippTo00,fumbles_rec_td,0,,,,,
player,201512200sdg,mia,LippTo00,fumbles_forced,0,,,,,
player,201512200sdg,mia,McCaBo01,def_int,0,,,,,
player,201512200sdg,mia,McCaBo01,def_int_yds,0,,,,,
player,201512200sdg,mia,McCaBo01,def_int_td,0,,,,,
player,201512200sdg,mia,McCaBo01,def_int_long,0,,,,,
player,201512200sdg,mia,McCaBo01,pass_defended,0,,,,,
player,201512200sdg,mia,McCaBo01,sacks,0.0,,,,,
player,201512200sdg,mia,McCaBo01,tackles_combined,3,,,,,
player,201512200sdg,mia,McCaBo01,tackles_solo,3,,,,,
player,201512200sdg,mia,McCaBo01,tackles_assists,0,,,,,
player,201512200sdg,mia,McCaBo01,tackles_loss,0,,,,,
player,201512200sdg,mia,McCaBo01,qb_hits,0,,,,,
player,201512200sdg,mia,McCaBo01,fumbles_rec,0,,,,,
player,201512200sdg,mia,McCaBo01,fumbles_rec_yds,0,,,,,
player,201512200sdg,mia,McCaBo01,fumbles_rec_td,0,,,,,
player,201512200sdg,mia,McCaBo01,fumbles_forced,0,,,,,
player,201512200sdg,mia,PaysSp00,def_int,0,,,,,
player,201512200sdg,mia,PaysSp00,def_int_yds,0,,,,,
player,201512200sdg,mia,PaysSp00,def_int_td,0,,,,,
player,201512200sdg,mia,PaysSp00,def_int_long,0,,,,,
player,201512200sdg,mia,PaysSp00,pass_defended,0,,,,,
player,201512200sdg,mia,PaysSp00,sacks,0.0,,,,,
player,201512200sdg,mia,PaysSp00,tackles_combined,3,,,,,
player,201512200sdg,mia,PaysSp00,tackles_solo,1,,,,,
player,201512200sdg,mia,PaysSp00,tackles_assists,2,,,,,
player,201512200sdg,mia,PaysSp00,tackles_loss,0,,,,,
player,201512200sdg,mia,PaysSp00,qb_hits,0,,,,,
player,201512200sdg,mia,PaysSp00,fumbles_rec,0,,,,,
player,201512200sdg,mia,PaysSp00,fumbles_rec_yds,0,,,,,
player,201512200sdg,mia,PaysSp00,fumbles_rec_td,0,,,,,
player,201512200sdg,mia,PaysSp00,fumbles_forced,0,,,,,
player,201512200sdg,mia,MoorDa01,def_int,0,,,,,
player,201512200sdg,mia,MoorDa01,def_int_yds,0,,,,,
player,201512200sdg,mia,MoorDa01,def_int_td,0,,,,,
player,201512200sdg,mia,MoorDa01,def_int_long,0,,,,,
player,201512200sdg,mia,MoorDa01,pass_defended,0,,,,,
player,201512200sdg,mia,MoorDa01,sacks,0.0,,,,,
player,201512200sdg,mia,MoorDa01,tackles_combined,1,,,,,
player,201512200sdg,mia,MoorDa01,tackles_solo,1,,,,,
player,201512200sdg,mia,MoorDa01,tackles_assists,0,,,,,
player,201512200sdg,mia,MoorDa01,tackles_loss,0,,,,,
player,201512200sdg,mia,MoorDa01,qb_hits,0,,,,,
player,201512200sdg,mia,MoorDa01,fumbles_rec,0,,,,,
player,201512200sdg,mia,MoorDa01,fumbles_rec_yds,0,,,,,
player,201512200sdg,mia,MoorDa01,fumbles_rec_td,0,,,,,
player,201512200sdg,mia,MoorDa01,fumbles_forced,0,,,,,
player,201512200sdg,mia,PhilJo01,def_int,0,,,,,
player,201512200sdg,mia,PhilJo01,def_int_yds,0,,,,,
player,201512200sdg,mia,PhilJo01,def_int_td,0,,,,,
player,201512200sdg,mia,PhilJo01,def_int_long,0,,,,,
player,201512200sdg,mia,PhilJo01,pass_defended,0,,,,,
player,201512200sdg,mia,PhilJo01,sacks,0.0,,,,,
player,201512200sdg,mia,PhilJo01,tackles_combined,1,,,,,
player,201512200sdg,mia,PhilJo01,tackles_solo,1,,,,,
player,201512200sdg,mia,PhilJo01,tackles_assists,0,,,,,
player,201512200sdg,mia,PhilJo01,tackles_loss,0,,,,,
player,201512200sdg,mia,PhilJo01,qb_hits,0,,,,,
player,201512200sdg,mia,PhilJo01,fumbles_rec,0,,,,,
player,201512200sdg,mia,PhilJo01,fumbles_rec_yds,0,,,,,
player,201512200sdg,mia,PhilJo01,fumbles_rec_td,0,,,,,
player,201512200sdg,mia,PhilJo01,fumbles_forced,0,,,,,
player,201512200sdg,mia,VigiZa00,def_int,0,,,,,
player,201512200sdg,mia,VigiZa00,def_int_yds,0,,,,,
player,201512200sdg,mia,VigiZa00,def_int_td,0,,,,,
player,201512200sdg,mia,VigiZa00,def_int_long,0,,,,,
player,201512200sdg,mia,VigiZa00,pass_defended,0,,,,,
player,201512200sdg,mia,VigiZa00,sacks,0.0,,,,,
player,201512200sdg,mia,VigiZa00,tackles_combined,1,,,,,
player,201512200sdg,mia,VigiZa00,tackles_solo,1,,,,,
player,201512200sdg,mia,VigiZa00,tackles_assists,0,,,,,
player,201512200sdg,mia,VigiZa00,tackles_loss,0,,,,,
player,201512200sdg,mia,VigiZa00,qb_hits,0,,,,,
player,201512200sdg,mia,VigiZa00,fumbles_rec,0,,,,,
player,201512200sdg,mia,VigiZa00,fumbles_rec_yds,0,,,,,
player,201512200sdg,mia,VigiZa00,fumbles_rec_td,0,,,,,
player,201512200sdg,mia,VigiZa00,fumbles_forced,0,,,,,
player,201512200sdg,mia,WillDa05,def_int,0,,,,,
player,201512200sdg,mia,WillDa05,def_int_yds,0,,,,,
player,201512200sdg,mia,WillDa05,def_int_td,0,,,,,
player,201512200sdg,mia,WillDa05,def_int_long,0,,,,,
player,201512200sdg,mia,WillDa05,pass_defended,0,,,,,
player,201512200sdg,mia,WillDa05,sacks,0.0,,,,,
player,201512200sdg,mia,WillDa05,tackles_combined,1,,,,,
player,201512200sdg,mia,WillDa05,tackles_solo,1,,,,,
player,201512200sdg,mia,WillDa05,tackles_assists,0,,,,,
player,201512200sdg,mia,WillDa05,tackles_loss,0,,,,,
player,201512200sdg,mia,WillDa05,qb_hits,0,,,,,
player,201512200sdg,mia,WillDa05,fumbles_rec,0,,,,,
player,201512200sdg,mia,WillDa05,fumbles_rec_yds,0,,,,,
player,201512200sdg,mia,WillDa05,fumbles_rec_td,0,,,,,
player,201512200sdg,mia,WillDa05,fumbles_forced,0,,,,,
player,201512200sdg,mia,McCaBr99,def_int,0,,,,,
player,201512200sdg,mia,McCaBr99,def_int_yds,0,,,,,
player,201512200sdg,mia,McCaBr99,def_int_td,0,,,,,
player,201512200sdg,mia,McCaBr99,def_int_long,0,,,,,
player,201512200sdg,mia,McCaBr99,pass_defended,2,,,,,
player,201512200sdg,mia,McCaBr99,sacks,0.0,,,,,
player,201512200sdg,mia,McCaBr99,tackles_combined,0,,,,,
player,201512200sdg,mia,McCaBr99,tackles_solo,0,,,,,
player,201512200sdg,mia,McCaBr99,tackles_assists,0,,,,,
player,201512200sdg,mia,McCaBr99,tackles_loss,0,,,,,
player,201512200sdg,mia,McCaBr99,qb_hits,0,,,,,
player,201512200sdg,mia,McCaBr99,fumbles_rec,0,,,,,
player,201512200sdg,mia,McCaBr99,fumbles_rec_yds,0,,,,,
player,201512200sdg,mia,McCaBr99,fumbles_rec_td,0,,,,,
player,201512200sdg,mia,McCaBr99,fumbles_forced,0,,,,,
player,201512200sdg,sdg,IngrMe00,def_int,0,,,,,
player,201512200sdg,sdg,IngrMe00,def_int_yds,0,,,,,
player,201512200sdg,sdg,IngrMe00,def_int_td,0,,,,,
player,201512200sdg,sdg,IngrMe00,def_int_long,0,,,,,
player,201512200sdg,sdg,IngrMe00,pass_defended,0,,,,,
player,201512200sdg,sdg,IngrMe00,sacks,2.5,,,,,
player,201512200sdg,sdg,IngrMe00,tackles_combined,6,,,,,
player,201512200sdg,sdg,IngrMe00,tackles_solo,4,,,,,
player,201512200sdg,sdg,IngrMe00,tackles_assists,2,,,,,
player,201512200sdg,sdg,IngrMe00,tackles_loss,2,,,,,
player,201512200sdg,sdg,IngrMe00,qb_hits,6,,,,,
player,201512200sdg,sdg,IngrMe00,fumbles_rec,0,,,,,
player,201512200sdg,sdg,IngrMe00,fumbles_rec_yds,0,,,,,
player,201512200sdg,sdg,IngrMe00,fumbles_rec_td,0,,,,,
player,201512200sdg,sdg,IngrMe00,fumbles_forced,1,,,,,
player,201512200sdg,sdg,AttaJe00,def_int,0,,,,,
player,201512200sdg,sdg,AttaJe00,def_int_yds,0,,,,,
player,201512200sdg,sdg,AttaJe00,def_int_td,0,,,,,
player,201512200sdg,sdg,AttaJe00,def_int_long,0,,,,,
player,201512200sdg,sdg,AttaJe00,pass_defended,0,,,,,
player,201512200sdg,sdg,AttaJe00,sacks,0.5,,,,,
player,201512200sdg,sdg,AttaJe00,tackles_combined,8,,,,,
player,201512200sdg,sdg,AttaJe00,tackles_solo,4,,,,,
player,201512200sdg,sdg,AttaJe00,tackles_assists,4,,,,,
player,201512200sdg,sdg,AttaJe00,tackles_loss,1,,,,,
player,201512200sdg,sdg,AttaJe00,qb_hits,1,,,,,
player,201512200sdg,sdg,AttaJe00,fumbles_rec,0,,,,,
player,201512200sdg,sdg,AttaJe00,fumbles_rec_yds,0,,,,,
player,201512200sdg,sdg,AttaJe00,fumbles_rec_td,0,,,,,
player,201512200sdg,sdg,AttaJe00,fumbles_forced,0,,,,,
player,201512200sdg,sdg,TeoxMa00,def_int,0,,,,,
player,201512200sdg,sdg,TeoxMa00,def_int_yds,0,,,,,
player,201512200sdg,sdg,TeoxMa00,def_int_td,0,,,,,
player,201512200sdg,sdg,TeoxMa00,def_int_long,0,,,,,
player,201512200sdg,sdg,TeoxMa00,pass_defended,0,,,,,
player,201512200sdg,sdg,TeoxMa00,sacks,0.0,,,,,
player,201512200sdg,sdg,TeoxMa00,tackles_combined,7,,,,,
player,201512200sdg,sdg,TeoxMa00,tackles_solo,7,,,,,
player,201512200sdg,sdg,TeoxMa00,tackles_assists,0,,,,,
player,201512200sdg,sdg,TeoxMa00,tackles_loss,0,,,,,
player,201512200sdg,sdg,TeoxMa00,qb_hits,0,,,,,
player,201512200sdg,sdg,TeoxMa00,fumbles_rec,0,,,,,
player,201512200sdg,sdg,TeoxMa00,fumbles_rec_yds,0,,,,,
player,201512200sdg,sdg,TeoxMa00,fumbles_rec_td,0,,,,,
player,201512200sdg,sdg,TeoxMa00,fumbles_forced,0,,,,,
player,201512200sdg,sdg,PerrDe00,def_int,0,,,,,
player,201512200sdg,sdg,PerrDe00,def_int_yds,0,,,,,
player,201512200sdg,sdg,PerrDe00,def_int_td,0,,,,,
player,201512200sdg,sdg,PerrDe00,def_int_long,0,,,,,
player,201512200sdg,sdg,PerrDe00,pass_defended,0,,,,,
player,201512200sdg,sdg,PerrDe00,sacks,0.0,,,,,
player,201512200sdg,sdg,PerrDe00,tackles_combined,6,,,,,
player,201512200sdg,sdg,PerrDe00,tackles_solo,5,,,,,
player,201512200sdg,sdg,PerrDe00,tackles_assists,1,,,,,
player,201512200sdg,sdg,PerrDe00,tackles_loss,1,,,,,
player,201512200sdg,sdg,PerrDe00,qb_hits,0,,,,,
player,201512200sdg,sdg,PerrDe00,fumbles_rec,0,,,,,
player,201512200sdg,sdg,PerrDe00,fumbles_rec_yds,0,,,,,
player,201512200sdg,sdg,PerrDe00,fumbles_rec_td,0,,,,,
player,201512200sdg,sdg,PerrDe00,fumbles_forced,0,,,,,
player,201512200sdg,sdg,RobiPa99,def_int,0,,,,,
player,201512200sdg,sdg,RobiPa99,def_int_yds,0,,,,,
player,201512200sdg,sdg,RobiPa99,def_int_td,0,,,,,
player,201512200sdg,sdg,RobiPa99,def_int_long,0,,,,,
player,201512200sdg,sdg,RobiPa99,pass_defended,0,,,,,
player,201512200sdg,sdg,RobiPa99,sacks,0.0,,,,,
player,201512200sdg,sdg,RobiPa99,tackles_combined,5,,,,,
player,201512200sdg,sdg,RobiPa99,tackles_solo,5,,,,,
player,201512200sdg,sdg,RobiPa99,tackles_assists,0,,,,,
player,201512200sdg,sdg,RobiPa99,tackles_loss,0,,,,,
player,201512200sdg,sdg,RobiPa99,qb_hits,0,,,,,
player,201512200sdg,sdg,RobiPa99,fumbles_rec,0,,,,,
player,201512200sdg,sdg,RobiPa99,fumbles_rec_yds,0,,,,,
player,201512200sdg,sdg,RobiPa99,fumbles_rec_td,0,,,,,
player,201512200sdg,sdg,RobiPa99,fumbles_forced,0,,,,,
player,201512200sdg,sdg,VerrJa00,def_int,0,,,,,
player,201512200sdg,sdg,VerrJa00,def_int_yds,0,,,,,
player,201512200sdg,sdg,VerrJa00,def_int_td,0,,,,,
player,201512200sdg,sdg,VerrJa00,def_int_long,0,,,,,
player,201512200sdg,sdg,VerrJa00,pass_defended,1,,,,,
player,201512200sdg,sdg,VerrJa00,sacks,0.0,,,,,
player,201512200sdg,sdg,VerrJa00,tackles_combined,4,,,,,
player,201512200sdg,sdg,VerrJa00,tackles_solo,4,,,,,
player,201512200sdg,sdg,VerrJa00,tackles_assists,0,,,,,
player,201512200sdg,sdg,VerrJa00,tackles_loss,1,,,,,
player,201512200sdg,sdg,VerrJa00,qb_hits,0,,,,,
player,201512200sdg,sdg,VerrJa00,fumbles_rec,0,,,,,
player,201512200sdg,sdg,VerrJa00,fumbles_rec_yds,0,,,,,
player,201512200sdg,sdg,VerrJa00,fumbles_rec_td,0,,,,,
player,201512200sdg,sdg,VerrJa00,fumbles_forced,0,,,,,
player,201512200sdg,sdg,AddaJa00,def_int,0,,,,,
player,201512200sdg,sdg,AddaJa00,def_int_yds,0,,,,,
player,201512200sdg,sdg,AddaJa00,def_int_td,0,,,,,
player,201512200sdg,sdg,AddaJa00,def_int_long,0,,,,,
player,201512200sdg,sdg,AddaJa00,pass_defended,0,,,,,
player,201512200sdg,sdg,AddaJa00,sacks,0.0,,,,,
player,201512200sdg,sdg,AddaJa00,tackles_combined,3,,,,,
player,201512200sdg,sdg,AddaJa00,tackles_solo,3,,,,,
player,201512200sdg,sdg,AddaJa00,tackles_assists,0,,,,,
player,201512200sdg,sdg,AddaJa00,tackles_loss,0,,,,,
player,201512200sdg,sdg,AddaJa00,qb_hits,0,,,,,
player,201512200sdg,sdg,AddaJa00,fumbles_rec,0,,,,,
player,201512200sdg,sdg,AddaJa00,fumbles_rec_yds,0,,,,,
player,201512200sdg,sdg,AddaJa00,fumbles_rec_td,0,,,,,
player,201512200sdg,sdg,AddaJa00,fumbles_forced,0,,,,,
player,201512200sdg,sdg,BrowDo00,def_int,0,,,,,
player,201512200sdg,sdg,BrowDo00,def_int_yds,0,,,,,
player,201512200sdg,sdg,BrowDo00,def_int_td,0,,,,,
player,201512200sdg,sdg,BrowDo00,def_int_long,0,,,,,
player,201512200sdg,sdg,BrowDo00,pass_defended,0,,,,,
player,201512200sdg,sdg,BrowDo00,sacks,0.0,,,,,
player,201512200sdg,sdg,BrowDo00,tackles_combined,2,,,,,
player,201512200sdg,sdg,BrowDo00,tackles_solo,1,,,,,
player,201512200sdg,sdg,BrowDo00,tackles_assists,1,,,,,
player,201512200sdg,sdg,BrowDo00,tackles_loss,0,,,,,
player,201512200sdg,sdg,BrowDo00,qb_hits,0,,,,,
player,201512200sdg,sdg,BrowDo00,fumbles_rec,0,,,,,
player,201512200sdg,sdg,BrowDo00,fumbles_rec_yds,0,,,,,
player,201512200sdg,sdg,BrowDo00,fumbles_rec_td,0,,,,,
player,201512200sdg,sdg,BrowDo00,fumbles_forced,0,,,,,
player,201512200sdg,sdg,ButlDo99,def_int,0,,,,,
player,201512200sdg,sdg,ButlDo99,def_int_yds,0,,,,,
player,201512200sdg,sdg,ButlDo99,def_int_td,0,,,,,
player,201512200sdg,sdg,ButlDo99,def_int_long,0,,,,,
player,201512200sdg,sdg,ButlDo99,pass_defended,0,,,,,
player,201512200sdg,sdg,ButlDo99,sacks,0.0,,,,,
player,201512200sdg,sdg,ButlDo99,tackles_combined,2,,,,,
player,201512200sdg,sdg,ButlDo99,tackles_solo,0,,,,,
player,201512200sdg,sdg,ButlDo99,tackles_assists,2,,,,,
player,201512200sdg,sdg,ButlDo99,tackles_loss,0,,,,,
player,201512200sdg,sdg,ButlDo99,qb_hits,0,,,,,
player,201512200sdg,sdg,ButlDo99,fumbles_rec,0,,,,,
player,201512200sdg,sdg,ButlDo99,fumbles_rec_yds,0,,,,,
player,201512200sdg,sdg,ButlDo99,fumbles_rec_td,0,,,,,
player,201512200sdg,sdg,ButlDo99,fumbles_forced,0,,,,,
player,201512200sdg,sdg,EmanKy00,def_int,0,,,,,
player,201512200sdg,sdg,EmanKy00,def_int_yds,0,,,,,
player,201512200sdg,sdg,EmanKy00,def_int_td,0,,,,,
player,201512200sdg,sdg,EmanKy00,def_int_long,0,,,,,
player,201512200sdg,sdg,EmanKy00,pass_defended,0,,,,,
player,201512200sdg,sdg,EmanKy00,sacks,0.0,,,,,
player,201512200sdg,sdg,EmanKy00,tackles_combined,2,,,,,
player,201512200sdg,sdg,EmanKy00,tackles_solo,2,,,,,
player,201512200sdg,sdg,EmanKy00,tackles_assists,0,,,,,
player,201512200sdg,sdg,EmanKy00,tackles_loss,0,,,,,
player,201512200sdg,sdg,EmanKy00,qb_hits,0,,,,,
player,201512200sdg,sdg,EmanKy00,fumbles_rec,0,,,,,
player,201512200sdg,sdg,EmanKy00,fumbles_rec_yds,0,,,,,
player,201512200sdg,sdg,EmanKy00,fumbles_rec_td,0,,,,,
player,201512200sdg,sdg,EmanKy00,fumbles_forced,0,,,,,
player,201512200sdg,sdg,MageCr00,def_int,0,,,,,
player,201512200sdg,sdg,MageCr00,def_int_yds,0,,,,,
player,201512200sdg,sdg,MageCr00,def_int_td,0,,,,,
player,201512200sdg,sdg,MageCr00,def_int_long,0,,,,,
player,201512200sdg,sdg,MageCr00,pass_defended,1,,,,,
player,201512200sdg,sdg,MageCr00,sacks,0.0,,,,,
player,201512200sdg,sdg,MageCr00,tackles_combined,2,,,,,
player,201512200sdg,sdg,MageCr00,tackles_solo,2,,,,,
player,201512200sdg,sdg,MageCr00,tackles_assists,0,,,,,
player,201512200sdg,sdg,MageCr00,tackles_loss,0,,,,,
player,201512200sdg,sdg,MageCr00,qb_hits,0,,,,,
player,201512200sdg,sdg,MageCr00,fumbles_rec,0,,,,,
player,201512200sdg,sdg,MageCr00,fumbles_rec_yds,0,,,,,
player,201512200sdg,sdg,MageCr00,fumbles_rec_td,0,,,,,
player,201512200sdg,sdg,MageCr00,fumbles_forced,0,,,,,
player,201512200sdg,sdg,MathRi99,def_int,0,,,,,
player,201512200sdg,sdg,MathRi99,def_int_yds,0,,,,,
player,201512200sdg,sdg,MathRi99,def_int_td,0,,,,,
player,201512200sdg,sdg,MathRi99,def_int_long,0,,,,,
player,201512200sdg,sdg,MathRi99,pass_defended,0,,,,,
player,201512200sdg,sdg,MathRi99,sacks,0.0,,,,,
player,201512200sdg,sdg,MathRi99,tackles_combined,2,,,,,
player,201512200sdg,sdg,MathRi99,tackles_solo,1,,,,,
player,201512200sdg,sdg,MathRi99,tackles_assists,1,,,,,
player,201512200sdg,sdg,MathRi99,tackles_loss,0,,,,,
player,201512200sdg,sdg,MathRi99,qb_hits,0,,,,,
player,201512200sdg,sdg,MathRi99,fumbles_rec,0,,,,,
player,201512200sdg,sdg,MathRi99,fumbles_rec_yds,0,,,,,
player,201512200sdg,sdg,MathRi99,fumbles_rec_td,0,,,,,
player,201512200sdg,sdg,MathRi99,fumbles_forced,0,,,,,
player,201512200sdg,sdg,PhilAd00,def_int,0,,,,,
