game,2015,8,20151102,201511020car,clt,"Indianapolis Colts",26,car,"Carolina Panthers",29
player,201511020car,car,BrowPh00,pass_yds,0,,,,,
player,201511020car,car,BrowPh00,pass_td,0,,,,,
player,201511020car,car,BrowPh00,pass_int,0,,,,,
player,201511020car,car,BrowPh00,pass_sacked,0,,,,,
player,201511020car,car,BrowPh00,pass_sacked_yds,0,,,,,
player,201511020car,car,BrowPh00,pass_long,0,,,,,
player,201511020car,car,BrowPh00,pass_rating,,,,,,
player,201511020car,car,BrowPh00,rush_att,1,,,,,
player,201511020car,car,BrowPh00,rush_yds,14,,,,,
player,201511020car,car,BrowPh00,rush_td,0,,,,,
player,201511020car,car,BrowPh00,rush_long,14,,,,,
player,201511020car,car,BrowPh00,targets,5,,,,,
player,201511020car,car,BrowPh00,rec,3,,,,,
player,201511020car,car,BrowPh00,rec_yds,42,,,,,
player,201511020car,car,BrowPh00,rec_td,1,,,,,
player,201511020car,car,BrowPh00,rec_long,23,,,,,
player,201511020car,car,BrowPh00,fumbles,0,,,,,
player,201511020car,car,BrowPh00,fumbles_lost,0,,,,,
player,201511020car,car,WhitFo00,pass_cmp,0,,,,,
player,201511020car,car,WhitFo00,pass_att,0,,,,,
player,201511020car,car,WhitFo00,pass_yds,0,,,,,
player,201511020car,car,WhitFo00,pass_td,0,,,,,
player,201511020car,car,WhitFo00,pass_int,0,,,,,
player,201511020car,car,WhitFo00,pass_sacked,0,,,,,
player,201511020car,car,WhitFo00,pass_sacked_yds,0,,,,,
player,201511020car,car,WhitFo00,pass_long,0,,,,,
player,201511020car,car,WhitFo00,pass_rating,,,,,,
player,201511020car,car,WhitFo00,rush_att,1,,,,,
player,201511020car,car,WhitFo00,rush_yds,3,,,,,
player,201511020car,car,WhitFo00,rush_td,0,,,,,
player,201511020car,car,WhitFo00,rush_long,3,,,,,
player,201511020car,car,WhitFo00,targets,1,,,,,
player,201511020car,car,WhitFo00,rec,0,,,,,
player,201511020car,car,WhitFo00,rec_yds,0,,,,,
player,201511020car,car,WhitFo00,rec_td,0,,,,,
player,201511020car,car,WhitFo00,rec_long,0,,,,,
player,201511020car,car,WhitFo00,fumbles,0,,,,,
player,201511020car,car,WhitFo00,fumbles_lost,0,,,,,
player,201511020car,car,OlseGr00,pass_cmp,0,,,,,
player,201511020car,car,OlseGr00,pass_att,0,,,,,
player,201511020car,car,OlseGr00,pass_yds,0,,,,,
player,201511020car,car,OlseGr00,pass_td,0,,,,,
player,201511020car,car,OlseGr00,pass_int,0,,,,,
player,201511020car,car,OlseGr00,pass_sacked,0,,,,,
player,201511020car,car,OlseGr00,pass_sacked_yds,0,,,,,
player,201511020car,car,OlseGr00,pass_long,0,,,,,
player,201511020car,car,OlseGr00,pass_rating,,,,,,
player,201511020car,car,OlseGr00,rush_att,0,,,,,
player,201511020car,car,OlseGr00,rush_yds,0,,,,,
player,201511020car,car,OlseGr00,rush_td,0,,,,,
player,201511020car,car,OlseGr00,rush_long,0,,,,,
player,201511020car,car,OlseGr00,targets,12,,,,,
player,201511020car,car,OlseGr00,rec,6,,,,,
player,201511020car,car,OlseGr00,rec_yds,79,,,,,
player,201511020car,car,OlseGr00,rec_td,1,,,,,
player,201511020car,car,OlseGr00,rec_long,27,,,,,
player,201511020car,car,OlseGr00,fumbles,0,,,,,
player,201511020car,car,OlseGr00,fumbles_lost,0,,,,,
