game,2015,17,20160103,201601030car,tam,"Tampa Bay Buccaneers",10,car,"Carolina Panthers",38
team,201601030car,tam,First Downs,21,,,,,,
team,201601030car,car,First Downs,23,,,,,,
team,201601030car,tam,Rush-Yds-TDs,22-77-1,,,,,,
team,201601030car,car,Rush-Yds-TDs,32-111-3,,,,,,
team,201601030car,tam,Cmp-Att-Yd-TD-INT,29-47-325-0-2,,,,,,
team,201601030car,car,Cmp-Att-Yd-TD-INT,21-26-293-2-0,,,,,,
team,201601030car,tam,Sacked-Yards,2-16,,,,,,
team,201601030car,car,Sacked-Yards,4-38,,,,,,
team,201601030car,tam,Net Pass Yards,309,,,,,,
team,201601030car,car,Net Pass Yards,255,,,,,,
team,201601030car,tam,Total Yards,386,,,,,,
team,201601030car,car,Total Yards,366,,,,,,
team,201601030car,tam,Fumbles-Lost,1-1,,,,,,
team,201601030car,car,Fumbles-Lost,2-2,,,,,,
team,201601030car,tam,Turnovers,3,,,,,,
team,201601030car,car,Turnovers,2,,,,,,
team,201601030car,tam,Penalties-Yards,5-65,,,,,,
team,201601030car,car,Penalties-Yards,7-33,,,,,,
team,201601030car,tam,Third Down Conv.,8-16,,,,,,
team,201601030car,car,Third Down Conv.,7-10,,,,,,
team,201601030car,tam,Fourth Down Conv.,1-2,,,,,,
team,201601030car,car,Fourth Down Conv.,0-0,,,,,,
team,201601030car,tam,Time of Possession,28:10,,,,,,
team,201601030car,car,Time of Possession,31:50,,,,,,
player,201601030car,tam,WinsJa00,pass_cmp,29,,,,,
player,201601030car,tam,WinsJa00,pass_att,47,,,,,
player,201601030car,tam,WinsJa00,pass_yds,325,,,,,
player,201601030car,tam,WinsJa00,pass_td,0,,,,,
player,201601030car,tam,WinsJa00,pass_int,2,,,,,
player,201601030car,tam,WinsJa00,pass_sacked,2,,,,,
player,201601030car,tam,WinsJa00,pass_sacked_yds,16,,,,,
player,201601030car,tam,WinsJa00,pass_long,30,,,,,
player,201601030car,tam,WinsJa00,pass_rating,64.6,,,,,
player,201601030car,tam,WinsJa00,rush_att,3,,,,,
player,201601030car,tam,WinsJa00,rush_yds,14,,,,,
player,201601030car,tam,WinsJa00,rush_td,1,,,,,
player,201601030car,tam,WinsJa00,rush_long,6,,,,,
player,201601030car,tam,WinsJa00,targets,0,,,,,
player,201601030car,tam,WinsJa00,rec,0,,,,,
player,201601030car,tam,WinsJa00,rec_yds,0,,,,,
player,201601030car,tam,WinsJa00,rec_td,0,,,,,
player,201601030car,tam,WinsJa00,rec_long,0,,,,,
player,201601030car,tam,WinsJa00,fumbles,0,,,,,
player,201601030car,tam,WinsJa00,fumbles_lost,0,,,,,
player,201601030car,tam,MartDo00,pass_cmp,0,,,,,
player,201601030car,tam,MartDo00,pass_att,0,,,,,
player,201601030car,tam,MartDo00,pass_yds,0,,,,,
player,201601030car,tam,MartDo00,pass_td,0,,,,,
player,201601030car,tam,MartDo00,pass_int,0,,,,,
player,201601030car,tam,MartDo00,pass_sacked,0,,,,,
player,201601030car,tam,MartDo00,pass_sacked_yds,0,,,,,
player,201601030car,tam,MartDo00,pass_long,0,,,,,
player,201601030car,tam,MartDo00,pass_rating,,,,,,
player,201601030car,tam,MartDo00,rush_att,15,,,,,
player,201601030car,tam,MartDo00,rush_yds,48,,,,,
player,201601030car,tam,MartDo00,rush_td,0,,,,,
player,201601030car,tam,MartDo00,rush_long,30,,,,,
player,201601030car,tam,MartDo00,targets,7,,,,,
player,201601030car,tam,MartDo00,rec,7,,,,,
player,201601030car,tam,MartDo00,rec_yds,60,,,,,
player,201601030car,tam,MartDo00,rec_td,0,,,,,
player,201601030car,tam,MartDo00,rec_long,20,,,,,
player,201601030car,tam,MartDo00,fumbles,0,,,,,
player,201601030car,tam,MartDo00,fumbles_lost,0,,,,,
player,201601030car,tam,SimsCh00,pass_cmp,0,,,,,
player,201601030car,tam,SimsCh00,pass_att,0,,,,,
player,201601030car,tam,SimsCh00,pass_yds,0,,,,,
player,201601030car,tam,SimsCh00,pass_td,0,,,,,
player,201601030car,tam,SimsCh00,pass_int,0,,,,,
player,201601030car,tam,SimsCh00,pass_sacked,0,,,,,
player,201601030car,tam,SimsCh00,pass_sacked_yds,0,,,,,
player,201601030car,tam,SimsCh00,pass_long,0,,,,,
player,201601030car,tam,SimsCh00,pass_rating,,,,,,
player,201601030car,tam,SimsCh00,rush_att,4,,,,,
player,201601030car,tam,SimsCh00,rush_yds,15,,,,,
player,201601030car,tam,SimsCh00,rush_td,0,,,,,
player,201601030car,tam,SimsCh00,rush_long,12,,,,,
player,201601030car,tam,SimsCh00,targets,11,,,,,
player,201601030car,tam,SimsCh00,rec,9,,,,,
player,201601030car,tam,SimsCh00,rec_yds,74,,,,,
player,201601030car,tam,SimsCh00,rec_td,0,,,,,
player,201601030car,tam,SimsCh00,rec_long,14,,,,,
player,201601030car,tam,SimsCh00,fumbles,0,,,,,
player,201601030car,tam,SimsCh00,fumbles_lost,0,,,,,
player,201601030car,tam,EvanMi00,pass_cmp,0,,,,,
player,201601030car,tam,EvanMi00,pass_att,0,,,,,
player,201601030car,tam,EvanMi00,pass_yds,0,,,,,
player,201601030car,tam,EvanMi00,pass_td,0,,,,,
player,201601030car,tam,EvanMi00,pass_int,0,,,,,
player,201601030car,tam,EvanMi00,pass_sacked,0,,,,,
player,201601030car,tam,EvanMi00,pass_sacked_yds,0,,,,,
player,201601030car,tam,EvanMi00,pass_long,0,,,,,
player,201601030car,tam,EvanMi00,pass_rating,,,,,,
player,201601030car,tam,EvanMi00,rush_att,0,,,,,
player,201601030car,tam,EvanMi00,rush_yds,0,,,,,
player,201601030car,tam,EvanMi00,rush_td,0,,,,,
player,201601030car,tam,EvanMi00,rush_long,0,,,,,
player,201601030car,tam,EvanMi00,targets,9,,,,,
player,201601030car,tam,EvanMi00,rec,4,,,,,
player,201601030car,tam,EvanMi00,rec_yds,99,,,,,
player,201601030car,tam,EvanMi00,rec_td,0,,,,,
player,201601030car,tam,EvanMi00,rec_long,30,,,,,
player,201601030car,tam,EvanMi00,fumbles,0,,,,,
player,201601030car,tam,EvanMi00,fumbles_lost,0,,,,,
player,201601030car,tam,SefeAu00,pass_cmp,0,,,,,
player,201601030car,tam,SefeAu00,pass_att,0,,,,,
player,201601030car,tam,SefeAu00,pass_yds,0,,,,,
player,201601030car,tam,SefeAu00,pass_td,0,,,,,
player,201601030car,tam,SefeAu00,pass_int,0,,,,,
player,201601030car,tam,SefeAu00,pass_sacked,0,,,,,
player,201601030car,tam,SefeAu00,pass_sacked_yds,0,,,,,
player,201601030car,tam,SefeAu00,pass_long,0,,,,,
player,201601030car,tam,SefeAu00,pass_rating,,,,,,
player,201601030car,tam,SefeAu00,rush_att,0,,,,,
player,201601030car,tam,SefeAu00,rush_yds,0,,,,,
player,201601030car,tam,SefeAu00,rush_td,0,,,,,
player,201601030car,tam,SefeAu00,rush_long,0,,,,,
player,201601030car,tam,SefeAu00,targets,7,,,,,
player,201601030car,tam,SefeAu00,rec,3,,,,,
player,201601030car,tam,SefeAu00,rec_yds,48,,,,,
player,201601030car,tam,SefeAu00,rec_td,0,,,,,
player,201601030car,tam,SefeAu00,rec_long,21,,,,,
player,201601030car,tam,SefeAu00,fumbles,0,,,,,
player,201601030car,tam,SefeAu00,fumbles_lost,0,,,,,
player,201601030car,tam,DyexDo00,pass_cmp,0,,,,,
player,201601030car,tam,DyexDo00,pass_att,0,,,,,
player,201601030car,tam,DyexDo00,pass_yds,0,,,,,
player,201601030car,tam,DyexDo00,pass_td,0,,,,,
player,201601030car,tam,DyexDo00,pass_int,0,,,,,
player,201601030car,tam,DyexDo00,pass_sacked,0,,,,,
player,201601030car,tam,DyexDo00,pass_sacked_yds,0,,,,,
player,201601030car,tam,DyexDo00,pass_long,0,,,,,
player,201601030car,tam,DyexDo00,pass_rating,,,,,,
player,201601030car,tam,DyexDo00,rush_att,0,,,,,
player,201601030car,tam,DyexDo00,rush_yds,0,,,,,
player,201601030car,tam,DyexDo00,rush_td,0,,,,,
player,201601030car,tam,DyexDo00,rush_long,0,,,,,
player,201601030car,tam,DyexDo00,targets,7,,,,,
player,201601030car,tam,DyexDo00,rec,4,,,,,
player,201601030car,tam,DyexDo00,rec_yds,31,,,,,
player,201601030car,tam,DyexDo00,rec_td,0,,,,,
player,201601030car,tam,DyexDo00,rec_long,14,,,,,
player,201601030car,tam,DyexDo00,fumbles,0,,,,,
player,201601030car,tam,DyexDo00,fumbles_lost,0,,,,,
player,201601030car,tam,BratCa00,pass_cmp,0,,,,,
player,201601030car,tam,BratCa00,pass_att,0,,,,,
player,201601030car,tam,BratCa00,pass_yds,0,,,,,
player,201601030car,tam,BratCa00,pass_td,0,,,,,
player,201601030car,tam,BratCa00,pass_int,0,,,,,
player,201601030car,tam,BratCa00,pass_sacked,0,,,,,
player,201601030car,tam,BratCa00,pass_sacked_yds,0,,,,,
player,201601030car,tam,BratCa00,pass_long,0,,,,,
player,201601030car,tam,BratCa00,pass_rating,,,,,,
player,201601030car,tam,BratCa00,rush_att,0,,,,,
player,201601030car,tam,BratCa00,rush_yds,0,,,,,
player,201601030car,tam,BratCa00,rush_td,0,,,,,
player,201601030car,tam,BratCa00,rush_long,0,,,,,
player,201601030car,tam,BratCa00,targets,2,,,,,
player,201601030car,tam,BratCa00,rec,1,,,,,
player,201601030car,tam,BratCa00,rec_yds,10,,,,,
player,201601030car,tam,BratCa00,rec_td,0,,,,,
player,201601030car,tam,BratCa00,rec_long,10,,,,,
player,201601030car,tam,BratCa00,fumbles,0,,,,,
player,201601030car,tam,BratCa00,fumbles_lost,0,,,,,
player,201601030car,tam,StocLu00,pass_cmp,0,,,,,
player,201601030car,tam,StocLu00,pass_att,0,,,,,
player,201601030car,tam,StocLu00,pass_yds,0,,,,,
player,201601030car,tam,StocLu00,pass_td,0,,,,,
player,201601030car,tam,StocLu00,pass_int,0,,,,,
player,201601030car,tam,StocLu00,pass_sacked,0,,,,,
player,201601030car,tam,StocLu00,pass_sacked_yds,0,,,,,
player,201601030car,tam,StocLu00,pass_long,0,,,,,
player,201601030car,tam,StocLu00,pass_rating,,,,,,
player,201601030car,tam,StocLu00,rush_att,0,,,,,
player,201601030car,tam,StocLu00,rush_yds,0,,,,,
player,201601030car,tam,StocLu00,rush_td,0,,,,,
player,201601030car,tam,StocLu00,rush_long,0,,,,,
player,201601030car,tam,StocLu00,targets,1,,,,,
player,201601030car,tam,StocLu00,rec,1,,,,,
player,201601030car,tam,StocLu00,rec_yds,3,,,,,
player,201601030car,tam,StocLu00,rec_td,0,,,,,
player,201601030car,tam,StocLu00,rec_long,3,,,,,
player,201601030car,tam,StocLu00,fumbles,0,,,,,
