game,2015,12,20151129,201511290was,nyg,"New York Giants",14,was,"Washington Redskins",20
player,201511290was,nyg,HarrDw00,rec,2,,,,,
player,201511290was,nyg,HarrDw00,rec_yds,28,,,,,
player,201511290was,nyg,HarrDw00,rec_td,0,,,,,
player,201511290was,nyg,HarrDw00,rec_long,15,,,,,
player,201511290was,nyg,HarrDw00,fumbles,1,,,,,
player,201511290was,nyg,HarrDw00,fumbles_lost,0,,,,,
player,201511290was,nyg,WillAn00,pass_cmp,0,,,,,
player,201511290was,nyg,WillAn00,pass_att,0,,,,,
player,201511290was,nyg,WillAn00,pass_yds,0,,,,,
player,201511290was,nyg,WillAn00,pass_td,0,,,,,
player,201511290was,nyg,WillAn00,pass_int,0,,,,,
player,201511290was,nyg,WillAn00,pass_sacked,0,,,,,
player,201511290was,nyg,WillAn00,pass_sacked_yds,0,,,,,
player,201511290was,nyg,WillAn00,pass_long,0,,,,,
player,201511290was,nyg,WillAn00,pass_rating,,,,,,
player,201511290was,nyg,WillAn00,rush_att,2,,,,,
player,201511290was,nyg,WillAn00,rush_yds,1,,,,,
player,201511290was,nyg,WillAn00,rush_td,0,,,,,
player,201511290was,nyg,WillAn00,rush_long,2,,,,,
player,201511290was,nyg,WillAn00,targets,0,,,,,
player,201511290was,nyg,WillAn00,rec,0,,,,,
player,201511290was,nyg,WillAn00,rec_yds,0,,,,,
player,201511290was,nyg,WillAn00,rec_td,0,,,,,
player,201511290was,nyg,WillAn00,rec_long,0,,,,,
player,201511290was,nyg,WillAn00,fumbles,0,,,,,
player,201511290was,nyg,WillAn00,fumbles_lost,0,,,,,
player,201511290was,nyg,BeckOd00,pass_cmp,0,,,,,
player,201511290was,nyg,BeckOd00,pass_att,0,,,,,
player,201511290was,nyg,BeckOd00,pass_yds,0,,,,,
player,201511290was,nyg,BeckOd00,pass_td,0,,,,,
player,201511290was,nyg,BeckOd00,pass_int,0,,,,,
player,201511290was,nyg,BeckOd00,pass_sacked,0,,,,,
player,201511290was,nyg,BeckOd00,pass_sacked_yds,0,,,,,
player,201511290was,nyg,BeckOd00,pass_long,0,,,,,
player,201511290was,nyg,BeckOd00,pass_rating,,,,,,
player,201511290was,nyg,BeckOd00,rush_att,0,,,,,
player,201511290was,nyg,BeckOd00,rush_yds,0,,,,,
player,201511290was,nyg,BeckOd00,rush_td,0,,,,,
player,201511290was,nyg,BeckOd00,rush_long,0,,,,,
player,201511290was,nyg,BeckOd00,targets,18,,,,,
player,201511290was,nyg,BeckOd00,rec,9,,,,,
player,201511290was,nyg,BeckOd00,rec_yds,142,,,,,
player,201511290was,nyg,BeckOd00,rec_td,1,,,,,
player,201511290was,nyg,BeckOd00,rec_long,31,,,,,
player,201511290was,nyg,BeckOd00,fumbles,0,,,,,
player,201511290was,nyg,BeckOd00,fumbles_lost,0,,,,,
player,201511290was,nyg,TyexWi00,pass_cmp,0,,,,,
player,201511290was,nyg,TyexWi00,pass_att,0,,,,,
player,201511290was,nyg,TyexWi00,pass_yds,0,,,,,
player,201511290was,nyg,TyexWi00,pass_td,0,,,,,
player,201511290was,nyg,TyexWi00,pass_int,0,,,,,
player,201511290was,nyg,TyexWi00,pass_sacked,0,,,,,
player,201511290was,nyg,TyexWi00,pass_sacked_yds,0,,,,,
player,201511290was,nyg,TyexWi00,pass_long,0,,,,,
player,201511290was,nyg,TyexWi00,pass_rating,,,,,,
player,201511290was,nyg,TyexWi00,rush_att,0,,,,,
player,201511290was,nyg,TyexWi00,rush_yds,0,,,,,
player,201511290was,nyg,TyexWi00,rush_td,0,,,,,
player,201511290was,nyg,TyexWi00,rush_long,0,,,,,
player,201511290was,nyg,TyexWi00,targets,8,,,,,
player,201511290was,nyg,TyexWi00,rec,6,,,,,
player,201511290was,nyg,TyexWi00,rec_yds,74,,,,,
player,201511290was,nyg,TyexWi00,rec_td,0,,,,,
player,201511290was,nyg,TyexWi00,rec_long,28,,,,,
player,201511290was,nyg,TyexWi00,fumbles,0,,,,,
player,201511290was,nyg,TyexWi00,fumbles_lost,0,,,,,
player,201511290was,nyg,RandRu00,pass_cmp,0,,,,,
player,201511290was,nyg,RandRu00,pass_att,0,,,,,
player,201511290was,nyg,RandRu00,pass_yds,0,,,,,
player,201511290was,nyg,RandRu00,pass_td,0,,,,,
player,201511290was,nyg,RandRu00,pass_int,0,,,,,
player,201511290was,nyg,RandRu00,pass_sacked,0,,,,,
player,201511290was,nyg,RandRu00,pass_sacked_yds,0,,,,,
player,201511290was,nyg,RandRu00,pass_long,0,,,,,
player,201511290was,nyg,RandRu00,pass_rating,,,,,,
player,201511290was,nyg,RandRu00,rush_att,0,,,,,
player,201511290was,nyg,RandRu00,rush_yds,0,,,,,
player,201511290was,nyg,RandRu00,rush_td,0,,,,,
player,201511290was,nyg,RandRu00,rush_long,0,,,,,
player,201511290was,nyg,RandRu00,targets,6,,,,,
player,201511290was,nyg,RandRu00,rec,1,,,,,
player,201511290was,nyg,RandRu00,rec_yds,36,,,,,
player,201511290was,nyg,RandRu00,rec_td,1,,,,,
player,201511290was,nyg,RandRu00,rec_long,40,,,,,
player,201511290was,nyg,RandRu00,fumbles,0,,,,,
player,201511290was,nyg,RandRu00,fumbles_lost,0,,,,,
player,201511290was,nyg,NickHa01,pass_cmp,0,,,,,
player,201511290was,nyg,NickHa01,pass_att,0,,,,,
player,201511290was,nyg,NickHa01,pass_yds,0,,,,,
player,201511290was,nyg,NickHa01,pass_td,0,,,,,
player,201511290was,nyg,NickHa01,pass_int,0,,,,,
player,201511290was,nyg,NickHa01,pass_sacked,0,,,,,
player,201511290was,nyg,NickHa01,pass_sacked_yds,0,,,,,
player,201511290was,nyg,NickHa01,pass_long,0,,,,,
player,201511290was,nyg,NickHa01,pass_rating,,,,,,
player,201511290was,nyg,NickHa01,rush_att,0,,,,,
player,201511290was,nyg,NickHa01,rush_yds,0,,,,,
player,201511290was,nyg,NickHa01,rush_td,0,,,,,
player,201511290was,nyg,NickHa01,rush_long,0,,,,,
player,201511290was,nyg,NickHa01,targets,2,,,,,
player,201511290was,nyg,NickHa01,rec,1,,,,,
player,201511290was,nyg,NickHa01,rec_yds,4,,,,,
player,201511290was,nyg,NickHa01,rec_td,0,,,,,
player,201511290was,nyg,NickHa01,rec_long,4,,,,,
player,201511290was,nyg,NickHa01,fumbles,0,,,,,
player,201511290was,nyg,NickHa01,fumbles_lost,0,,,,,
player,201511290was,nyg,CunnJe00,pass_cmp,0,,,,,
player,201511290was,nyg,CunnJe00,pass_att,0,,,,,
player,201511290was,nyg,CunnJe00,pass_yds,0,,,,,
player,201511290was,nyg,CunnJe00,pass_td,0,,,,,
player,201511290was,nyg,CunnJe00,pass_int,0,,,,,
player,201511290was,nyg,CunnJe00,pass_sacked,0,,,,,
player,201511290was,nyg,CunnJe00,pass_sacked_yds,0,,,,,
player,201511290was,nyg,CunnJe00,pass_long,0,,,,,
player,201511290was,nyg,CunnJe00,pass_rating,,,,,,
player,201511290was,nyg,CunnJe00,rush_att,0,,,,,
player,201511290was,nyg,CunnJe00,rush_yds,0,,,,,
player,201511290was,nyg,CunnJe00,rush_td,0,,,,,
player,201511290was,nyg,CunnJe00,rush_long,0,,,,,
player,201511290was,nyg,CunnJe00,targets,4,,,,,
player,201511290was,nyg,CunnJe00,rec,1,,,,,
player,201511290was,nyg,CunnJe00,rec_yds,2,,,,,
player,201511290was,nyg,CunnJe00,rec_td,0,,,,,
player,201511290was,nyg,CunnJe00,rec_long,2,,,,,
player,201511290was,nyg,CunnJe00,fumbles,0,,,,,
player,201511290was,nyg,CunnJe00,fumbles_lost,0,,,,,
player,201511290was,was,CousKi00,pass_cmp,20,,,,,
player,201511290was,was,CousKi00,pass_att,29,,,,,
player,201511290was,was,CousKi00,pass_yds,302,,,,,
player,201511290was,was,CousKi00,pass_td,1,,,,,
player,201511290was,was,CousKi00,pass_int,0,,,,,
player,201511290was,was,CousKi00,pass_sacked,0,,,,,
player,201511290was,was,CousKi00,pass_sacked_yds,0,,,,,
player,201511290was,was,CousKi00,pass_long,63,,,,,
player,201511290was,was,CousKi00,pass_rating,114.4,,,,,
player,201511290was,was,CousKi00,rush_att,4,,,,,
player,201511290was,was,CousKi00,rush_yds,1,,,,,
player,201511290was,was,CousKi00,rush_td,1,,,,,
player,201511290was,was,CousKi00,rush_long,1,,,,,
player,201511290was,was,CousKi00,targets,0,,,,,
player,201511290was,was,CousKi00,rec,0,,,,,
player,201511290was,was,CousKi00,rec_yds,0,,,,,
player,201511290was,was,CousKi00,rec_td,0,,,,,
player,201511290was,was,CousKi00,rec_long,0,,,,,
player,201511290was,was,CousKi00,fumbles,1,,,,,
player,201511290was,was,CousKi00,fumbles_lost,0,,,,,
player,201511290was,was,MorrAl00,pass_cmp,0,,,,,
player,201511290was,was,MorrAl00,pass_att,0,,,,,
player,201511290was,was,MorrAl00,pass_yds,0,,,,,
player,201511290was,was,MorrAl00,pass_td,0,,,,,
player,201511290was,was,MorrAl00,pass_int,0,,,,,
player,201511290was,was,MorrAl00,pass_sacked,0,,,,,
player,201511290was,was,MorrAl00,pass_sacked_yds,0,,,,,
player,201511290was,was,MorrAl00,pass_long,0,,,,,
player,201511290was,was,MorrAl00,pass_rating,,,,,,
player,201511290was,was,MorrAl00,rush_att,23,,,,,
player,201511290was,was,MorrAl00,rush_yds,78,,,,,
player,201511290was,was,MorrAl00,rush_td,0,,,,,
player,201511290was,was,MorrAl00,rush_long,9,,,,,
player,201511290was,was,MorrAl00,targets,1,,,,,
player,201511290was,was,MorrAl00,rec,1,,,,,
player,201511290was,was,MorrAl00,rec_yds,12,,,,,
player,201511290was,was,MorrAl00,rec_td,0,,,,,
player,201511290was,was,MorrAl00,rec_long,12,,,,,
player,201511290was,was,MorrAl00,fumbles,0,,,,,
player,201511290was,was,MorrAl00,fumbles_lost,0,,,,,
player,201511290was,was,JoneMa04,pass_cmp,0,,,,,
player,201511290was,was,JoneMa04,pass_att,0,,,,,
player,201511290was,was,JoneMa04,pass_yds,0,,,,,
player,201511290was,was,JoneMa04,pass_td,0,,,,,
player,201511290was,was,JoneMa04,pass_int,0,,,,,
player,201511290was,was,JoneMa04,pass_sacked,0,,,,,
player,201511290was,was,JoneMa04,pass_sacked_yds,0,,,,,
player,201511290was,was,JoneMa04,pass_long,0,,,,,
player,201511290was,was,JoneMa04,pass_rating,,,,,,
player,201511290was,was,JoneMa04,rush_att,8,,,,,
player,201511290was,was,JoneMa04,rush_yds,19,,,,,
player,201511290was,was,JoneMa04,rush_td,0,,,,,
player,201511290was,was,JoneMa04,rush_long,12,,,,,
player,201511290was,was,JoneMa04,targets,1,,,,,
player,201511290was,was,JoneMa04,rec,1,,,,,
player,201511290was,was,JoneMa04,rec_yds,45,,,,,
player,201511290was,was,JoneMa04,rec_td,0,,,,,
player,201511290was,was,JoneMa04,rec_long,45,,,,,
player,201511290was,was,JoneMa04,fumbles,0,,,,,
player,201511290was,was,JoneMa04,fumbles_lost,0,,,,,
player,201511290was,was,ThomCh03,pass_cmp,0,,,,,
player,201511290was,was,ThomCh03,pass_att,0,,,,,
player,201511290was,was,ThomCh03,pass_yds,0,,,,,
player,201511290was,was,ThomCh03,pass_td,0,,,,,
player,201511290was,was,ThomCh03,pass_int,0,,,,,
player,201511290was,was,ThomCh03,pass_sacked,0,,,,,
player,201511290was,was,ThomCh03,pass_sacked_yds,0,,,,,
player,201511290was,was,ThomCh03,pass_long,0,,,,,
player,201511290was,was,ThomCh03,pass_rating,,,,,,
player,201511290was,was,ThomCh03,rush_att,2,,,,,
player,201511290was,was,ThomCh03,rush_yds,7,,,,,
player,201511290was,was,ThomCh03,rush_td,0,,,,,
player,201511290was,was,ThomCh03,rush_long,8,,,,,
player,201511290was,was,ThomCh03,targets,1,,,,,
player,201511290was,was,ThomCh03,rec,1,,,,,
player,201511290was,was,ThomCh03,rec_yds,9,,,,,
player,201511290was,was,ThomCh03,rec_td,0,,,,,
player,201511290was,was,ThomCh03,rec_long,9,,,,,
player,201511290was,was,ThomCh03,fumbles,0,,,,,
player,201511290was,was,ThomCh03,fumbles_lost,0,,,,,
player,201511290was,was,ReedJo02,pass_cmp,0,,,,,
player,201511290was,was,ReedJo02,pass_att,0,,,,,
player,201511290was,was,ReedJo02,pass_yds,0,,,,,
player,201511290was,was,ReedJo02,pass_td,0,,,,,
player,201511290was,was,ReedJo02,pass_int,0,,,,,
player,201511290was,was,ReedJo02,pass_sacked,0,,,,,
player,201511290was,was,ReedJo02,pass_sacked_yds,0,,,,,
player,201511290was,was,ReedJo02,pass_long,0,,,,,
player,201511290was,was,ReedJo02,pass_rating,,,,,,
player,201511290was,was,ReedJo02,rush_att,0,,,,,
player,201511290was,was,ReedJo02,rush_yds,0,,,,,
player,201511290was,was,ReedJo02,rush_td,0,,,,,
player,201511290was,was,ReedJo02,rush_long,0,,,,,
player,201511290was,was,ReedJo02,targets,9,,,,,
player,201511290was,was,ReedJo02,rec,8,,,,,
player,201511290was,was,ReedJo02,rec_yds,98,,,,,
player,201511290was,was,ReedJo02,rec_td,0,,,,,
player,201511290was,was,ReedJo02,rec_long,26,,,,,
player,201511290was,was,ReedJo02,fumbles,0,,,,,
player,201511290was,was,ReedJo02,fumbles_lost,0,,,,,
player,201511290was,was,JackDe00,pass_cmp,0,,,,,
player,201511290was,was,JackDe00,pass_att,0,,,,,
player,201511290was,was,JackDe00,pass_yds,0,,,,,
player,201511290was,was,JackDe00,pass_td,0,,,,,
player,201511290was,was,JackDe00,pass_int,0,,,,,
player,201511290was,was,JackDe00,pass_sacked,0,,,,,
player,201511290was,was,JackDe00,pass_sacked_yds,0,,,,,
player,201511290was,was,JackDe00,pass_long,0,,,,,
player,201511290was,was,JackDe00,pass_rating,,,,,,
player,201511290was,was,JackDe00,rush_att,0,,,,,
player,201511290was,was,JackDe00,rush_yds,0,,,,,
player,201511290was,was,JackDe00,rush_td,0,,,,,
player,201511290was,was,JackDe00,rush_long,0,,,,,
player,201511290was,was,JackDe00,targets,4,,,,,
player,201511290was,was,JackDe00,rec,2,,,,,
player,201511290was,was,JackDe00,rec_yds,66,,,,,
player,201511290was,was,JackDe00,rec_td,1,,,,,
player,201511290was,was,JackDe00,rec_long,63,,,,,
player,201511290was,was,JackDe00,fumbles,0,,,,,
player,201511290was,was,JackDe00,fumbles_lost,0,,,,,
player,201511290was,was,GarcPi00,pass_cmp,0,,,,,
player,201511290was,was,GarcPi00,pass_att,0,,,,,
player,201511290was,was,GarcPi00,pass_yds,0,,,,,
player,201511290was,was,GarcPi00,pass_td,0,,,,,
player,201511290was,was,GarcPi00,pass_int,0,,,,,
player,201511290was,was,GarcPi00,pass_sacked,0,,,,,
player,201511290was,was,GarcPi00,pass_sacked_yds,0,,,,,
player,201511290was,was,GarcPi00,pass_long,0,,,,,
player,201511290was,was,GarcPi00,pass_rating,,,,,,
player,201511290was,was,GarcPi00,rush_att,0,,,,,
player,201511290was,was,GarcPi00,rush_yds,0,,,,,
player,201511290was,was,GarcPi00,rush_td,0,,,,,
player,201511290was,was,GarcPi00,rush_long,0,,,,,
player,201511290was,was,GarcPi00,targets,6,,,,,
player,201511290was,was,GarcPi00,rec,3,,,,,
player,201511290was,was,GarcPi00,rec_yds,35,,,,,
player,201511290was,was,GarcPi00,rec_td,0,,,,,
player,201511290was,was,GarcPi00,rec_long,16,,,,,
player,201511290was,was,GarcPi00,fumbles,0,,,,,
player,201511290was,was,GarcPi00,fumbles_lost,0,,,,,
player,201511290was,was,GranRy01,pass_cmp,0,,,,,
player,201511290was,was,GranRy01,pass_att,0,,,,,
player,201511290was,was,GranRy01,pass_yds,0,,,,,
player,201511290was,was,GranRy01,pass_td,0,,,,,
player,201511290was,was,GranRy01,pass_int,0,,,,,
player,201511290was,was,GranRy01,pass_sacked,0,,,,,
player,201511290was,was,GranRy01,pass_sacked_yds,0,,,,,
player,201511290was,was,GranRy01,pass_long,0,,,,,
player,201511290was,was,GranRy01,pass_rating,,,,,,
player,201511290was,was,GranRy01,rush_att,0,,,,,
player,201511290was,was,GranRy01,rush_yds,0,,,,,
player,201511290was,was,GranRy01,rush_td,0,,,,,
player,201511290was,was,GranRy01,rush_long,0,,,,,
player,201511290was,was,GranRy01,targets,1,,,,,
player,201511290was,was,GranRy01,rec,1,,,,,
player,201511290was,was,GranRy01,rec_yds,19,,,,,
player,201511290was,was,GranRy01,rec_td,0,,,,,
player,201511290was,was,GranRy01,rec_long,19,,,,,
player,201511290was,was,GranRy01,fumbles,0,,,,,
player,201511290was,was,GranRy01,fumbles_lost,0,,,,,
player,201511290was,was,CrowJa00,pass_cmp,0,,,,,
player,201511290was,was,CrowJa00,pass_att,0,,,,,
player,201511290was,was,CrowJa00,pass_yds,0,,,,,
player,201511290was,was,CrowJa00,pass_td,0,,,,,
player,201511290was,was,CrowJa00,pass_int,0,,,,,
player,201511290was,was,CrowJa00,pass_sacked,0,,,,,
player,201511290was,was,CrowJa00,pass_sacked_yds,0,,,,,
player,201511290was,was,CrowJa00,pass_long,0,,,,,
player,201511290was,was,CrowJa00,pass_rating,,,,,,
player,201511290was,was,CrowJa00,rush_att,0,,,,,
player,201511290was,was,CrowJa00,rush_yds,0,,,,,
player,201511290was,was,CrowJa00,rush_td,0,,,,,
player,201511290was,was,CrowJa00,rush_long,0,,,,,
player,201511290was,was,CrowJa00,targets,4,,,,,
player,201511290was,was,CrowJa00,rec,2,,,,,
player,201511290was,was,CrowJa00,rec_yds,12,,,,,
player,201511290was,was,CrowJa00,rec_td,0,,,,,
player,201511290was,was,CrowJa00,rec_long,9,,,,,
player,201511290was,was,CrowJa00,fumbles,0,,,,,
player,201511290was,was,CrowJa00,fumbles_lost,0,,,,,
player,201511290was,was,CarrDe00,pass_cmp,0,,,,,
player,201511290was,was,CarrDe00,pass_att,0,,,,,
player,201511290was,was,CarrDe00,pass_yds,0,,,,,
player,201511290was,was,CarrDe00,pass_td,0,,,,,
player,201511290was,was,CarrDe00,pass_int,0,,,,,
player,201511290was,was,CarrDe00,pass_sacked,0,,,,,
player,201511290was,was,CarrDe00,pass_sacked_yds,0,,,,,
player,201511290was,was,CarrDe00,pass_long,0,,,,,
player,201511290was,was,CarrDe00,pass_rating,,,,,,
player,201511290was,was,CarrDe00,rush_att,0,,,,,
player,201511290was,was,CarrDe00,rush_yds,0,,,,,
player,201511290was,was,CarrDe00,rush_td,0,,,,,
player,201511290was,was,CarrDe00,rush_long,0,,,,,
player,201511290was,was,CarrDe00,targets,1,,,,,
player,201511290was,was,CarrDe00,rec,1,,,,,
player,201511290was,was,CarrDe00,rec_yds,6,,,,,
player,201511290was,was,CarrDe00,rec_td,0,,,,,
player,201511290was,was,CarrDe00,rec_long,6,,,,,
player,201511290was,was,CarrDe00,fumbles,0,,,,,
player,201511290was,was,CarrDe00,fumbles_lost,0,,,,,
player,201511290was,was,RobeAn00,pass_cmp,0,,,,,
player,201511290was,was,RobeAn00,pass_att,0,,,,,
player,201511290was,was,RobeAn00,pass_yds,0,,,,,
player,201511290was,was,RobeAn00,pass_td,0,,,,,
player,201511290was,was,RobeAn00,pass_int,0,,,,,
player,201511290was,was,RobeAn00,pass_sacked,0,,,,,
player,201511290was,was,RobeAn00,pass_sacked_yds,0,,,,,
player,201511290was,was,RobeAn00,pass_long,0,,,,,
player,201511290was,was,RobeAn00,pass_rating,,,,,,
player,201511290was,was,RobeAn00,rush_att,0,,,,,
player,201511290was,was,RobeAn00,rush_yds,0,,,,,
player,201511290was,was,RobeAn00,rush_td,0,,,,,
player,201511290was,was,RobeAn00,rush_long,0,,,,,
player,201511290was,was,RobeAn00,targets,1,,,,,
player,201511290was,was,RobeAn00,rec,0,,,,,
player,201511290was,was,RobeAn00,rec_yds,0,,,,,
player,201511290was,was,RobeAn00,rec_td,0,,,,,
player,201511290was,was,RobeAn00,rec_long,0,,,,,
player,201511290was,was,RobeAn00,fumbles,0,,,,,
player,201511290was,was,RobeAn00,fumbles_lost,0,,,,,
player,201511290was,nyg,KennDe00,def_int,0,,,,,
player,201511290was,nyg,KennDe00,def_int_yds,0,,,,,
player,201511290was,nyg,KennDe00,def_int_td,0,,,,,
player,201511290was,nyg,KennDe00,def_int_long,0,,,,,
player,201511290was,nyg,KennDe00,pass_defended,0,,,,,
player,201511290was,nyg,KennDe00,sacks,0.0,,,,,
player,201511290was,nyg,KennDe00,tackles_combined,10,,,,,
player,201511290was,nyg,KennDe00,tackles_solo,5,,,,,
player,201511290was,nyg,KennDe00,tackles_assists,5,,,,,
player,201511290was,nyg,KennDe00,tackles_loss,0,,,,,
player,201511290was,nyg,KennDe00,qb_hits,0,,,,,
player,201511290was,nyg,KennDe00,fumbles_rec,0,,,,,
