game,2015,15,20151220,201512200nwe,oti,"Tennessee Titans",16,nwe,"New England Patriots",33
player,201512200nwe,oti,CaseJu00,fumbles_forced,0,,,,,
player,201512200nwe,oti,KlugKa00,def_int,0,,,,,
player,201512200nwe,oti,KlugKa00,def_int_yds,0,,,,,
player,201512200nwe,oti,KlugKa00,def_int_td,0,,,,,
player,201512200nwe,oti,KlugKa00,def_int_long,0,,,,,
player,201512200nwe,oti,KlugKa00,pass_defended,0,,,,,
player,201512200nwe,oti,KlugKa00,sacks,0.5,,,,,
player,201512200nwe,oti,KlugKa00,tackles_combined,5,,,,,
player,201512200nwe,oti,KlugKa00,tackles_solo,2,,,,,
player,201512200nwe,oti,KlugKa00,tackles_assists,3,,,,,
player,201512200nwe,oti,KlugKa00,tackles_loss,0,,,,,
player,201512200nwe,oti,KlugKa00,qb_hits,1,,,,,
player,201512200nwe,oti,KlugKa00,fumbles_rec,0,,,,,
player,201512200nwe,oti,KlugKa00,fumbles_rec_yds,0,,,,,
player,201512200nwe,oti,KlugKa00,fumbles_rec_td,0,,,,,
player,201512200nwe,oti,KlugKa00,fumbles_forced,0,,,,,
player,201512200nwe,oti,BlacAn00,def_int,0,,,,,
player,201512200nwe,oti,BlacAn00,def_int_yds,0,,,,,
player,201512200nwe,oti,BlacAn00,def_int_td,0,,,,,
player,201512200nwe,oti,BlacAn00,def_int_long,0,,,,,
player,201512200nwe,oti,BlacAn00,pass_defended,0,,,,,
player,201512200nwe,oti,BlacAn00,sacks,0.5,,,,,
player,201512200nwe,oti,BlacAn00,tackles_combined,1,,,,,
player,201512200nwe,oti,BlacAn00,tackles_solo,0,,,,,
player,201512200nwe,oti,BlacAn00,tackles_assists,1,,,,,
player,201512200nwe,oti,BlacAn00,tackles_loss,0,,,,,
player,201512200nwe,oti,BlacAn00,qb_hits,1,,,,,
player,201512200nwe,oti,BlacAn00,fumbles_rec,0,,,,,
player,201512200nwe,oti,BlacAn00,fumbles_rec_yds,0,,,,,
player,201512200nwe,oti,BlacAn00,fumbles_rec_td,0,,,,,
player,201512200nwe,oti,BlacAn00,fumbles_forced,0,,,,,
player,201512200nwe,oti,WillAv00,def_int,0,,,,,
player,201512200nwe,oti,WillAv00,def_int_yds,0,,,,,
player,201512200nwe,oti,WillAv00,def_int_td,0,,,,,
player,201512200nwe,oti,WillAv00,def_int_long,0,,,,,
player,201512200nwe,oti,WillAv00,pass_defended,0,,,,,
player,201512200nwe,oti,WillAv00,sacks,0.0,,,,,
player,201512200nwe,oti,WillAv00,tackles_combined,9,,,,,
player,201512200nwe,oti,WillAv00,tackles_solo,5,,,,,
player,201512200nwe,oti,WillAv00,tackles_assists,4,,,,,
player,201512200nwe,oti,WillAv00,tackles_loss,0,,,,,
player,201512200nwe,oti,WillAv00,qb_hits,0,,,,,
player,201512200nwe,oti,WillAv00,fumbles_rec,0,,,,,
player,201512200nwe,oti,WillAv00,fumbles_rec_yds,0,,,,,
player,201512200nwe,oti,WillAv00,fumbles_rec_td,0,,,,,
player,201512200nwe,oti,WillAv00,fumbles_forced,0,,,,,
player,201512200nwe,oti,GrifMi99,def_int,0,,,,,
player,201512200nwe,oti,GrifMi99,def_int_yds,0,,,,,
player,201512200nwe,oti,GrifMi99,def_int_td,0,,,,,
player,201512200nwe,oti,GrifMi99,def_int_long,0,,,,,
player,201512200nwe,oti,GrifMi99,pass_defended,1,,,,,
player,201512200nwe,oti,GrifMi99,sacks,0.0,,,,,
player,201512200nwe,oti,GrifMi99,tackles_combined,6,,,,,
player,201512200nwe,oti,GrifMi99,tackles_solo,4,,,,,
player,201512200nwe,oti,GrifMi99,tackles_assists,2,,,,,
player,201512200nwe,oti,GrifMi99,tackles_loss,0,,,,,
player,201512200nwe,oti,GrifMi99,qb_hits,0,,,,,
player,201512200nwe,oti,GrifMi99,fumbles_rec,0,,,,,
player,201512200nwe,oti,GrifMi99,fumbles_rec_yds,0,,,,,
player,201512200nwe,oti,GrifMi99,fumbles_rec_td,0,,,,,
player,201512200nwe,oti,GrifMi99,fumbles_forced,0,,,,,
player,201512200nwe,oti,BassDa00,def_int,0,,,,,
player,201512200nwe,oti,BassDa00,def_int_yds,0,,,,,
player,201512200nwe,oti,BassDa00,def_int_td,0,,,,,
player,201512200nwe,oti,BassDa00,def_int_long,0,,,,,
player,201512200nwe,oti,BassDa00,pass_defended,0,,,,,
player,201512200nwe,oti,BassDa00,sacks,0.0,,,,,
player,201512200nwe,oti,BassDa00,tackles_combined,5,,,,,
player,201512200nwe,oti,BassDa00,tackles_solo,4,,,,,
player,201512200nwe,oti,BassDa00,tackles_assists,1,,,,,
player,201512200nwe,oti,BassDa00,tackles_loss,2,,,,,
player,201512200nwe,oti,BassDa00,qb_hits,1,,,,,
player,201512200nwe,oti,BassDa00,fumbles_rec,0,,,,,
player,201512200nwe,oti,BassDa00,fumbles_rec_yds,0,,,,,
player,201512200nwe,oti,BassDa00,fumbles_rec_td,0,,,,,
player,201512200nwe,oti,BassDa00,fumbles_forced,0,,,,,
player,201512200nwe,oti,SensCo00,def_int,0,,,,,
player,201512200nwe,oti,SensCo00,def_int_yds,0,,,,,
player,201512200nwe,oti,SensCo00,def_int_td,0,,,,,
player,201512200nwe,oti,SensCo00,def_int_long,0,,,,,
player,201512200nwe,oti,SensCo00,pass_defended,0,,,,,
player,201512200nwe,oti,SensCo00,sacks,0.0,,,,,
player,201512200nwe,oti,SensCo00,tackles_combined,5,,,,,
player,201512200nwe,oti,SensCo00,tackles_solo,3,,,,,
player,201512200nwe,oti,SensCo00,tackles_assists,2,,,,,
player,201512200nwe,oti,SensCo00,tackles_loss,0,,,,,
player,201512200nwe,oti,SensCo00,qb_hits,0,,,,,
player,201512200nwe,oti,SensCo00,fumbles_rec,0,,,,,
player,201512200nwe,oti,SensCo00,fumbles_rec_yds,0,,,,,
player,201512200nwe,oti,SensCo00,fumbles_rec_td,0,,,,,
player,201512200nwe,oti,SensCo00,fumbles_forced,0,,,,,
player,201512200nwe,oti,StafDa00,def_int,0,,,,,
player,201512200nwe,oti,StafDa00,def_int_yds,0,,,,,
player,201512200nwe,oti,StafDa00,def_int_td,0,,,,,
player,201512200nwe,oti,StafDa00,def_int_long,0,,,,,
player,201512200nwe,oti,StafDa00,pass_defended,1,,,,,
player,201512200nwe,oti,StafDa00,sacks,0.0,,,,,
player,201512200nwe,oti,StafDa00,tackles_combined,5,,,,,
player,201512200nwe,oti,StafDa00,tackles_solo,4,,,,,
player,201512200nwe,oti,StafDa00,tackles_assists,1,,,,,
player,201512200nwe,oti,StafDa00,tackles_loss,0,,,,,
player,201512200nwe,oti,StafDa00,qb_hits,0,,,,,
player,201512200nwe,oti,StafDa00,fumbles_rec,0,,,,,
player,201512200nwe,oti,StafDa00,fumbles_rec_yds,0,,,,,
player,201512200nwe,oti,StafDa00,fumbles_rec_td,0,,,,,
player,201512200nwe,oti,StafDa00,fumbles_forced,0,,,,,
player,201512200nwe,oti,WoodWe20,def_int,0,,,,,
player,201512200nwe,oti,WoodWe20,def_int_yds,0,,,,,
player,201512200nwe,oti,WoodWe20,def_int_td,0,,,,,
player,201512200nwe,oti,WoodWe20,def_int_long,0,,,,,
player,201512200nwe,oti,WoodWe20,pass_defended,0,,,,,
player,201512200nwe,oti,WoodWe20,sacks,0.0,,,,,
player,201512200nwe,oti,WoodWe20,tackles_combined,5,,,,,
player,201512200nwe,oti,WoodWe20,tackles_solo,2,,,,,
player,201512200nwe,oti,WoodWe20,tackles_assists,3,,,,,
player,201512200nwe,oti,WoodWe20,tackles_loss,0,,,,,
player,201512200nwe,oti,WoodWe20,qb_hits,0,,,,,
player,201512200nwe,oti,WoodWe20,fumbles_rec,0,,,,,
player,201512200nwe,oti,WoodWe20,fumbles_rec_yds,0,,,,,
player,201512200nwe,oti,WoodWe20,fumbles_rec_td,0,,,,,
player,201512200nwe,oti,WoodWe20,fumbles_forced,0,,,,,
player,201512200nwe,oti,JoneDa04,def_int,0,,,,,
player,201512200nwe,oti,JoneDa04,def_int_yds,0,,,,,
player,201512200nwe,oti,JoneDa04,def_int_td,0,,,,,
player,201512200nwe,oti,JoneDa04,def_int_long,0,,,,,
player,201512200nwe,oti,JoneDa04,pass_defended,0,,,,,
player,201512200nwe,oti,JoneDa04,sacks,0.0,,,,,
player,201512200nwe,oti,JoneDa04,tackles_combined,4,,,,,
player,201512200nwe,oti,JoneDa04,tackles_solo,1,,,,,
player,201512200nwe,oti,JoneDa04,tackles_assists,3,,,,,
player,201512200nwe,oti,JoneDa04,tackles_loss,1,,,,,
player,201512200nwe,oti,JoneDa04,qb_hits,1,,,,,
player,201512200nwe,oti,JoneDa04,fumbles_rec,0,,,,,
player,201512200nwe,oti,JoneDa04,fumbles_rec_yds,0,,,,,
player,201512200nwe,oti,JoneDa04,fumbles_rec_td,0,,,,,
player,201512200nwe,oti,JoneDa04,fumbles_forced,0,,,,,
player,201512200nwe,oti,OrakBr99,def_int,0,,,,,
player,201512200nwe,oti,OrakBr99,def_int_yds,0,,,,,
player,201512200nwe,oti,OrakBr99,def_int_td,0,,,,,
player,201512200nwe,oti,OrakBr99,def_int_long,0,,,,,
player,201512200nwe,oti,OrakBr99,pass_defended,0,,,,,
player,201512200nwe,oti,OrakBr99,sacks,0.0,,,,,
player,201512200nwe,oti,OrakBr99,tackles_combined,4,,,,,
player,201512200nwe,oti,OrakBr99,tackles_solo,4,,,,,
player,201512200nwe,oti,OrakBr99,tackles_assists,0,,,,,
player,201512200nwe,oti,OrakBr99,tackles_loss,1,,,,,
player,201512200nwe,oti,OrakBr99,qb_hits,0,,,,,
player,201512200nwe,oti,OrakBr99,fumbles_rec,0,,,,,
player,201512200nwe,oti,OrakBr99,fumbles_rec_yds,0,,,,,
player,201512200nwe,oti,OrakBr99,fumbles_rec_td,0,,,,,
player,201512200nwe,oti,OrakBr99,fumbles_forced,0,,,,,
player,201512200nwe,oti,HuffMa00,def_int,0,,,,,
player,201512200nwe,oti,HuffMa00,def_int_yds,0,,,,,
player,201512200nwe,oti,HuffMa00,def_int_td,0,,,,,
player,201512200nwe,oti,HuffMa00,def_int_long,0,,,,,
player,201512200nwe,oti,HuffMa00,pass_defended,0,,,,,
player,201512200nwe,oti,HuffMa00,sacks,0.0,,,,,
player,201512200nwe,oti,HuffMa00,tackles_combined,3,,,,,
player,201512200nwe,oti,HuffMa00,tackles_solo,2,,,,,
player,201512200nwe,oti,HuffMa00,tackles_assists,1,,,,,
player,201512200nwe,oti,HuffMa00,tackles_loss,0,,,,,
player,201512200nwe,oti,HuffMa00,qb_hits,0,,,,,
player,201512200nwe,oti,HuffMa00,fumbles_rec,0,,,,,
player,201512200nwe,oti,HuffMa00,fumbles_rec_yds,0,,,,,
player,201512200nwe,oti,HuffMa00,fumbles_rec_td,0,,,,,
player,201512200nwe,oti,HuffMa00,fumbles_forced,0,,,,,
player,201512200nwe,oti,BrowZa00,def_int,0,,,,,
player,201512200nwe,oti,BrowZa00,def_int_yds,0,,,,,
player,201512200nwe,oti,BrowZa00,def_int_td,0,,,,,
player,201512200nwe,oti,BrowZa00,def_int_long,0,,,,,
player,201512200nwe,oti,BrowZa00,pass_defended,0,,,,,
player,201512200nwe,oti,BrowZa00,sacks,0.0,,,,,
player,201512200nwe,oti,BrowZa00,tackles_combined,2,,,,,
player,201512200nwe,oti,BrowZa00,tackles_solo,1,,,,,
player,201512200nwe,oti,BrowZa00,tackles_assists,1,,,,,
player,201512200nwe,oti,BrowZa00,tackles_loss,0,,,,,
player,201512200nwe,oti,BrowZa00,qb_hits,0,,,,,
player,201512200nwe,oti,BrowZa00,fumbles_rec,0,,,,,
player,201512200nwe,oti,BrowZa00,fumbles_rec_yds,0,,,,,
player,201512200nwe,oti,BrowZa00,fumbles_rec_td,0,,,,,
player,201512200nwe,oti,BrowZa00,fumbles_forced,0,,,,,
player,201512200nwe,oti,RiggCo00,def_int,0,,,,,
player,201512200nwe,oti,RiggCo00,def_int_yds,0,,,,,
player,201512200nwe,oti,RiggCo00,def_int_td,0,,,,,
player,201512200nwe,oti,RiggCo00,def_int_long,0,,,,,
player,201512200nwe,oti,RiggCo00,pass_defended,0,,,,,
player,201512200nwe,oti,RiggCo00,sacks,0.0,,,,,
player,201512200nwe,oti,RiggCo00,tackles_combined,2,,,,,
player,201512200nwe,oti,RiggCo00,tackles_solo,2,,,,,
player,201512200nwe,oti,RiggCo00,tackles_assists,0,,,,,
player,201512200nwe,oti,RiggCo00,tackles_loss,0,,,,,
player,201512200nwe,oti,RiggCo00,qb_hits,0,,,,,
player,201512200nwe,oti,RiggCo00,fumbles_rec,1,,,,,
player,201512200nwe,oti,RiggCo00,fumbles_rec_yds,0,,,,,
player,201512200nwe,oti,RiggCo00,fumbles_rec_td,0,,,,,
player,201512200nwe,oti,RiggCo00,fumbles_forced,0,,,,,
player,201512200nwe,oti,CoxxPe99,def_int,0,,,,,
player,201512200nwe,oti,CoxxPe99,def_int_yds,0,,,,,
player,201512200nwe,oti,CoxxPe99,def_int_td,0,,,,,
player,201512200nwe,oti,CoxxPe99,def_int_long,0,,,,,
player,201512200nwe,oti,CoxxPe99,pass_defended,0,,,,,
player,201512200nwe,oti,CoxxPe99,sacks,0.0,,,,,
player,201512200nwe,oti,CoxxPe99,tackles_combined,1,,,,,
player,201512200nwe,oti,CoxxPe99,tackles_solo,1,,,,,
player,201512200nwe,oti,CoxxPe99,tackles_assists,0,,,,,
player,201512200nwe,oti,CoxxPe99,tackles_loss,0,,,,,
player,201512200nwe,oti,CoxxPe99,qb_hits,0,,,,,
player,201512200nwe,oti,CoxxPe99,fumbles_rec,0,,,,,
player,201512200nwe,oti,CoxxPe99,fumbles_rec_yds,0,,,,,
player,201512200nwe,oti,CoxxPe99,fumbles_rec_td,0,,,,,
player,201512200nwe,oti,CoxxPe99,fumbles_forced,0,,,,,
player,201512200nwe,oti,McBrTr00,def_int,0,,,,,
player,201512200nwe,oti,McBrTr00,def_int_yds,0,,,,,
player,201512200nwe,oti,McBrTr00,def_int_td,0,,,,,
player,201512200nwe,oti,McBrTr00,def_int_long,0,,,,,
player,201512200nwe,oti,McBrTr00,pass_defended,0,,,,,
player,201512200nwe,oti,McBrTr00,sacks,0.0,,,,,
player,201512200nwe,oti,McBrTr00,tackles_combined,1,,,,,
player,201512200nwe,oti,McBrTr00,tackles_solo,1,,,,,
player,201512200nwe,oti,McBrTr00,tackles_assists,0,,,,,
player,201512200nwe,oti,McBrTr00,tackles_loss,0,,,,,
player,201512200nwe,oti,McBrTr00,qb_hits,0,,,,,
player,201512200nwe,oti,McBrTr00,fumbles_rec,0,,,,,
player,201512200nwe,oti,McBrTr00,fumbles_rec_yds,0,,,,,
player,201512200nwe,oti,McBrTr00,fumbles_rec_td,0,,,,,
player,201512200nwe,oti,McBrTr00,fumbles_forced,0,,,,,
player,201512200nwe,oti,SupePh00,def_int,0,,,,,
player,201512200nwe,oti,SupePh00,def_int_yds,0,,,,,
player,201512200nwe,oti,SupePh00,def_int_td,0,,,,,
player,201512200nwe,oti,SupePh00,def_int_long,0,,,,,
player,201512200nwe,oti,SupePh00,pass_defended,0,,,,,
player,201512200nwe,oti,SupePh00,sacks,0.0,,,,,
player,201512200nwe,oti,SupePh00,tackles_combined,1,,,,,
player,201512200nwe,oti,SupePh00,tackles_solo,1,,,,,
player,201512200nwe,oti,SupePh00,tackles_assists,0,,,,,
player,201512200nwe,oti,SupePh00,tackles_loss,0,,,,,
player,201512200nwe,oti,SupePh00,qb_hits,0,,,,,
player,201512200nwe,oti,SupePh00,fumbles_rec,0,,,,,
player,201512200nwe,oti,SupePh00,fumbles_rec_yds,0,,,,,
player,201512200nwe,oti,SupePh00,fumbles_rec_td,0,,,,,
player,201512200nwe,oti,SupePh00,fumbles_forced,1,,,,,
player,201512200nwe,oti,WebbBW00,def_int,0,,,,,
player,201512200nwe,oti,WebbBW00,def_int_yds,0,,,,,
player,201512200nwe,oti,WebbBW00,def_int_td,0,,,,,
player,201512200nwe,oti,WebbBW00,def_int_long,0,,,,,
player,201512200nwe,oti,WebbBW00,pass_defended,0,,,,,
player,201512200nwe,oti,WebbBW00,sacks,0.0,,,,,
player,201512200nwe,oti,WebbBW00,tackles_combined,1,,,,,
player,201512200nwe,oti,WebbBW00,tackles_solo,1,,,,,
player,201512200nwe,oti,WebbBW00,tackles_assists,0,,,,,
player,201512200nwe,oti,WebbBW00,tackles_loss,0,,,,,
player,201512200nwe,oti,WebbBW00,qb_hits,0,,,,,
player,201512200nwe,oti,WebbBW00,fumbles_rec,0,,,,,
player,201512200nwe,oti,WebbBW00,fumbles_rec_yds,0,,,,,
player,201512200nwe,oti,WebbBW00,fumbles_rec_td,0,,,,,
player,201512200nwe,oti,WebbBW00,fumbles_forced,0,,,,,
player,201512200nwe,oti,WoodAl99,def_int,0,,,,,
player,201512200nwe,oti,WoodAl99,def_int_yds,0,,,,,
player,201512200nwe,oti,WoodAl99,def_int_td,0,,,,,
player,201512200nwe,oti,WoodAl99,def_int_long,0,,,,,
player,201512200nwe,oti,WoodAl99,pass_defended,0,,,,,
player,201512200nwe,oti,WoodAl99,sacks,0.0,,,,,
player,201512200nwe,oti,WoodAl99,tackles_combined,1,,,,,
player,201512200nwe,oti,WoodAl99,tackles_solo,0,,,,,
player,201512200nwe,oti,WoodAl99,tackles_assists,1,,,,,
player,201512200nwe,oti,WoodAl99,tackles_loss,0,,,,,
player,201512200nwe,oti,WoodAl99,qb_hits,0,,,,,
player,201512200nwe,oti,WoodAl99,fumbles_rec,0,,,,,
player,201512200nwe,oti,WoodAl99,fumbles_rec_yds,0,,,,,
player,201512200nwe,oti,WoodAl99,fumbles_rec_td,0,,,,,
player,201512200nwe,oti,WoodAl99,fumbles_forced,0,,,,,
player,201512200nwe,nwe,CollJa00,def_int,1,,,,,
player,201512200nwe,nwe,CollJa00,def_int_yds,51,,,,,
player,201512200nwe,nwe,CollJa00,def_int_td,0,,,,,
player,201512200nwe,nwe,CollJa00,def_int_long,51,,,,,
player,201512200nwe,nwe,CollJa00,pass_defended,1,,,,,
player,201512200nwe,nwe,CollJa00,sacks,1.0,,,,,
player,201512200nwe,nwe,CollJa00,tackles_combined,7,,,,,
player,201512200nwe,nwe,CollJa00,tackles_solo,3,,,,,
player,201512200nwe,nwe,CollJa00,tackles_assists,4,,,,,
player,201512200nwe,nwe,CollJa00,tackles_loss,1,,,,,
player,201512200nwe,nwe,CollJa00,qb_hits,1,,,,,
player,201512200nwe,nwe,CollJa00,fumbles_rec,0,,,,,
player,201512200nwe,nwe,CollJa00,fumbles_rec_yds,0,,,,,
player,201512200nwe,nwe,CollJa00,fumbles_rec_td,0,,,,,
player,201512200nwe,nwe,CollJa00,fumbles_forced,0,,,,,
player,201512200nwe,nwe,ButlMa01,def_int,1,,,,,
player,201512200nwe,nwe,ButlMa01,def_int_yds,0,,,,,
player,201512200nwe,nwe,ButlMa01,def_int_td,0,,,,,
player,201512200nwe,nwe,ButlMa01,def_int_long,0,,,,,
player,201512200nwe,nwe,ButlMa01,pass_defended,1,,,,,
player,201512200nwe,nwe,ButlMa01,sacks,0.0,,,,,
player,201512200nwe,nwe,ButlMa01,tackles_combined,5,,,,,
player,201512200nwe,nwe,ButlMa01,tackles_solo,3,,,,,
player,201512200nwe,nwe,ButlMa01,tackles_assists,2,,,,,
player,201512200nwe,nwe,ButlMa01,tackles_loss,0,,,,,
player,201512200nwe,nwe,ButlMa01,qb_hits,0,,,,,
player,201512200nwe,nwe,ButlMa01,fumbles_rec,0,,,,,
player,201512200nwe,nwe,ButlMa01,fumbles_rec_yds,0,,,,,
player,201512200nwe,nwe,ButlMa01,fumbles_rec_td,0,,,,,
player,201512200nwe,nwe,ButlMa01,fumbles_forced,0,,,,,
player,201512200nwe,nwe,JoneCh03,def_int,0,,,,,
player,201512200nwe,nwe,JoneCh03,def_int_yds,0,,,,,
player,201512200nwe,nwe,JoneCh03,def_int_td,0,,,,,
player,201512200nwe,nwe,JoneCh03,def_int_long,0,,,,,
player,201512200nwe,nwe,JoneCh03,pass_defended,0,,,,,
player,201512200nwe,nwe,JoneCh03,sacks,2.0,,,,,
player,201512200nwe,nwe,JoneCh03,tackles_combined,4,,,,,
player,201512200nwe,nwe,JoneCh03,tackles_solo,2,,,,,
player,201512200nwe,nwe,JoneCh03,tackles_assists,2,,,,,
player,201512200nwe,nwe,JoneCh03,tackles_loss,1,,,,,
player,201512200nwe,nwe,JoneCh03,qb_hits,1,,,,,
player,201512200nwe,nwe,JoneCh03,fumbles_rec,0,,,,,
player,201512200nwe,nwe,JoneCh03,fumbles_rec_yds,0,,,,,
player,201512200nwe,nwe,JoneCh03,fumbles_rec_td,0,,,,,
player,201512200nwe,nwe,JoneCh03,fumbles_forced,1,,,,,
player,201512200nwe,nwe,HickAk00,def_int,0,,,,,
player,201512200nwe,nwe,HickAk00,def_int_yds,0,,,,,
player,201512200nwe,nwe,HickAk00,def_int_td,0,,,,,
player,201512200nwe,nwe,HickAk00,def_int_long,0,,,,,
player,201512200nwe,nwe,HickAk00,pass_defended,0,,,,,
player,201512200nwe,nwe,HickAk00,sacks,1.0,,,,,
player,201512200nwe,nwe,HickAk00,tackles_combined,4,,,,,
player,201512200nwe,nwe,HickAk00,tackles_solo,2,,,,,
player,201512200nwe,nwe,HickAk00,tackles_assists,2,,,,,
player,201512200nwe,nwe,HickAk00,tackles_loss,1,,,,,
player,201512200nwe,nwe,HickAk00,qb_hits,1,,,,,
player,201512200nwe,nwe,HickAk00,fumbles_rec,1,,,,,
player,201512200nwe,nwe,HickAk00,fumbles_rec_yds,0,,,,,
player,201512200nwe,nwe,HickAk00,fumbles_rec_td,1,,,,,
player,201512200nwe,nwe,HickAk00,fumbles_forced,0,,,,,
player,201512200nwe,nwe,SheaJa00,def_int,0,,,,,
player,201512200nwe,nwe,SheaJa00,def_int_yds,0,,,,,
player,201512200nwe,nwe,SheaJa00,def_int_td,0,,,,,
player,201512200nwe,nwe,SheaJa00,def_int_long,0,,,,,
player,201512200nwe,nwe,SheaJa00,pass_defended,0,,,,,
player,201512200nwe,nwe,SheaJa00,sacks,1.0,,,,,
player,201512200nwe,nwe,SheaJa00,tackles_combined,4,,,,,
player,201512200nwe,nwe,SheaJa00,tackles_solo,3,,,,,
player,201512200nwe,nwe,SheaJa00,tackles_assists,1,,,,,
player,201512200nwe,nwe,SheaJa00,tackles_loss,1,,,,,
player,201512200nwe,nwe,SheaJa00,qb_hits,1,,,,,
player,201512200nwe,nwe,SheaJa00,fumbles_rec,0,,,,,
player,201512200nwe,nwe,SheaJa00,fumbles_rec_yds,0,,,,,
player,201512200nwe,nwe,SheaJa00,fumbles_rec_td,0,,,,,
player,201512200nwe,nwe,SheaJa00,fumbles_forced,0,,,,,
player,201512200nwe,nwe,ChunPa99,def_int,0,,,,,
player,201512200nwe,nwe,ChunPa99,def_int_yds,0,,,,,
player,201512200nwe,nwe,ChunPa99,def_int_td,0,,,,,
player,201512200nwe,nwe,ChunPa99,def_int_long,0,,,,,
player,201512200nwe,nwe,ChunPa99,pass_defended,0,,,,,
player,201512200nwe,nwe,ChunPa99,sacks,0.0,,,,,
player,201512200nwe,nwe,ChunPa99,tackles_combined,7,,,,,
player,201512200nwe,nwe,ChunPa99,tackles_solo,5,,,,,
player,201512200nwe,nwe,ChunPa99,tackles_assists,2,,,,,
player,201512200nwe,nwe,ChunPa99,tackles_loss,0,,,,,
player,201512200nwe,nwe,ChunPa99,qb_hits,0,,,,,
player,201512200nwe,nwe,ChunPa99,fumbles_rec,0,,,,,
player,201512200nwe,nwe,ChunPa99,fumbles_rec_yds,0,,,,,
player,201512200nwe,nwe,ChunPa99,fumbles_rec_td,0,,,,,
player,201512200nwe,nwe,ChunPa99,fumbles_forced,0,,,,,
player,201512200nwe,nwe,MayoJe99,def_int,0,,,,,
player,201512200nwe,nwe,MayoJe99,def_int_yds,0,,,,,
player,201512200nwe,nwe,MayoJe99,def_int_td,0,,,,,
player,201512200nwe,nwe,MayoJe99,def_int_long,0,,,,,
player,201512200nwe,nwe,MayoJe99,pass_defended,0,,,,,
player,201512200nwe,nwe,MayoJe99,sacks,0.0,,,,,
player,201512200nwe,nwe,MayoJe99,tackles_combined,6,,,,,
player,201512200nwe,nwe,MayoJe99,tackles_solo,2,,,,,
player,201512200nwe,nwe,MayoJe99,tackles_assists,4,,,,,
player,201512200nwe,nwe,MayoJe99,tackles_loss,0,,,,,
player,201512200nwe,nwe,MayoJe99,qb_hits,0,,,,,
player,201512200nwe,nwe,MayoJe99,fumbles_rec,0,,,,,
player,201512200nwe,nwe,MayoJe99,fumbles_rec_yds,0,,,,,
player,201512200nwe,nwe,MayoJe99,fumbles_rec_td,0,,,,,
player,201512200nwe,nwe,MayoJe99,fumbles_forced,0,,,,,
player,201512200nwe,nwe,RyanLo00,def_int,0,,,,,
player,201512200nwe,nwe,RyanLo00,def_int_yds,0,,,,,
player,201512200nwe,nwe,RyanLo00,def_int_td,0,,,,,
player,201512200nwe,nwe,RyanLo00,def_int_long,0,,,,,
player,201512200nwe,nwe,RyanLo00,pass_defended,0,,,,,
player,201512200nwe,nwe,RyanLo00,sacks,0.0,,,,,
player,201512200nwe,nwe,RyanLo00,tackles_combined,6,,,,,
player,201512200nwe,nwe,RyanLo00,tackles_solo,5,,,,,
player,201512200nwe,nwe,RyanLo00,tackles_assists,1,,,,,
player,201512200nwe,nwe,RyanLo00,tackles_loss,0,,,,,
player,201512200nwe,nwe,RyanLo00,qb_hits,0,,,,,
player,201512200nwe,nwe,RyanLo00,fumbles_rec,0,,,,,
player,201512200nwe,nwe,RyanLo00,fumbles_rec_yds,0,,,,,
player,201512200nwe,nwe,RyanLo00,fumbles_rec_td,0,,,,,
player,201512200nwe,nwe,RyanLo00,fumbles_forced,0,,,,,
player,201512200nwe,nwe,BranAl99,def_int,0,,,,,
player,201512200nwe,nwe,BranAl99,def_int_yds,0,,,,,
player,201512200nwe,nwe,BranAl99,def_int_td,0,,,,,
player,201512200nwe,nwe,BranAl99,def_int_long,0,,,,,
player,201512200nwe,nwe,BranAl99,pass_defended,0,,,,,
player,201512200nwe,nwe,BranAl99,sacks,0.0,,,,,
player,201512200nwe,nwe,BranAl99,tackles_combined,4,,,,,
player,201512200nwe,nwe,BranAl99,tackles_solo,2,,,,,
player,201512200nwe,nwe,BranAl99,tackles_assists,2,,,,,
player,201512200nwe,nwe,BranAl99,tackles_loss,0,,,,,
player,201512200nwe,nwe,BranAl99,qb_hits,0,,,,,
player,201512200nwe,nwe,BranAl99,fumbles_rec,0,,,,,
player,201512200nwe,nwe,BranAl99,fumbles_rec_yds,0,,,,,
player,201512200nwe,nwe,BranAl99,fumbles_rec_td,0,,,,,
player,201512200nwe,nwe,BranAl99,fumbles_forced,0,,,,,
player,201512200nwe,nwe,NinkRo20,def_int,0,,,,,
player,201512200nwe,nwe,NinkRo20,def_int_yds,0,,,,,
player,201512200nwe,nwe,NinkRo20,def_int_td,0,,,,,
player,201512200nwe,nwe,NinkRo20,def_int_long,0,,,,,
player,201512200nwe,nwe,NinkRo20,pass_defended,1,,,,,
player,201512200nwe,nwe,NinkRo20,sacks,0.0,,,,,
player,201512200nwe,nwe,NinkRo20,tackles_combined,3,,,,,
player,201512200nwe,nwe,NinkRo20,tackles_solo,2,,,,,
player,201512200nwe,nwe,NinkRo20,tackles_assists,1,,,,,
player,201512200nwe,nwe,NinkRo20,tackles_loss,0,,,,,
player,201512200nwe,nwe,NinkRo20,qb_hits,1,,,,,
player,201512200nwe,nwe,NinkRo20,fumbles_rec,0,,,,,
player,201512200nwe,nwe,NinkRo20,fumbles_rec_yds,0,,,,,
player,201512200nwe,nwe,NinkRo20,fumbles_rec_td,0,,,,,
