game,2015,15,20151220,201512200nyg,car,"Carolina Panthers",38,nyg,"New York Giants",35
player,201512200nyg,car,ArtiCa00,pass_sacked_yds,0,,,,,
player,201512200nyg,car,ArtiCa00,pass_long,0,,,,,
player,201512200nyg,car,ArtiCa00,pass_rating,,,,,,
player,201512200nyg,car,ArtiCa00,rush_att,14,,,,,
player,201512200nyg,car,ArtiCa00,rush_yds,59,,,,,
player,201512200nyg,car,ArtiCa00,rush_td,0,,,,,
player,201512200nyg,car,ArtiCa00,rush_long,26,,,,,
player,201512200nyg,car,ArtiCa00,targets,2,,,,,
player,201512200nyg,car,ArtiCa00,rec,2,,,,,
player,201512200nyg,car,ArtiCa00,rec_yds,34,,,,,
player,201512200nyg,car,ArtiCa00,rec_td,0,,,,,
player,201512200nyg,car,ArtiCa00,rec_long,20,,,,,
player,201512200nyg,car,ArtiCa00,fumbles,0,,,,,
player,201512200nyg,car,ArtiCa00,fumbles_lost,0,,,,,
player,201512200nyg,car,TolbMi00,pass_cmp,0,,,,,
player,201512200nyg,car,TolbMi00,pass_att,0,,,,,
player,201512200nyg,car,TolbMi00,pass_yds,0,,,,,
player,201512200nyg,car,TolbMi00,pass_td,0,,,,,
player,201512200nyg,car,TolbMi00,pass_int,0,,,,,
player,201512200nyg,car,TolbMi00,pass_sacked,0,,,,,
player,201512200nyg,car,TolbMi00,pass_sacked_yds,0,,,,,
player,201512200nyg,car,TolbMi00,pass_long,0,,,,,
player,201512200nyg,car,TolbMi00,pass_rating,,,,,,
player,201512200nyg,car,TolbMi00,rush_att,5,,,,,
player,201512200nyg,car,TolbMi00,rush_yds,10,,,,,
player,201512200nyg,car,TolbMi00,rush_td,0,,,,,
player,201512200nyg,car,TolbMi00,rush_long,4,,,,,
player,201512200nyg,car,TolbMi00,targets,0,,,,,
player,201512200nyg,car,TolbMi00,rec,0,,,,,
player,201512200nyg,car,TolbMi00,rec_yds,0,,,,,
player,201512200nyg,car,TolbMi00,rec_td,0,,,,,
player,201512200nyg,car,TolbMi00,rec_long,0,,,,,
player,201512200nyg,car,TolbMi00,fumbles,0,,,,,
player,201512200nyg,car,TolbMi00,fumbles_lost,0,,,,,
player,201512200nyg,car,WhitFo00,pass_cmp,0,,,,,
player,201512200nyg,car,WhitFo00,pass_att,0,,,,,
player,201512200nyg,car,WhitFo00,pass_yds,0,,,,,
player,201512200nyg,car,WhitFo00,pass_td,0,,,,,
player,201512200nyg,car,WhitFo00,pass_int,0,,,,,
player,201512200nyg,car,WhitFo00,pass_sacked,0,,,,,
player,201512200nyg,car,WhitFo00,pass_sacked_yds,0,,,,,
player,201512200nyg,car,WhitFo00,pass_long,0,,,,,
player,201512200nyg,car,WhitFo00,pass_rating,,,,,,
player,201512200nyg,car,WhitFo00,rush_att,2,,,,,
player,201512200nyg,car,WhitFo00,rush_yds,2,,,,,
player,201512200nyg,car,WhitFo00,rush_td,0,,,,,
player,201512200nyg,car,WhitFo00,rush_long,2,,,,,
player,201512200nyg,car,WhitFo00,targets,2,,,,,
player,201512200nyg,car,WhitFo00,rec,2,,,,,
player,201512200nyg,car,WhitFo00,rec_yds,14,,,,,
player,201512200nyg,car,WhitFo00,rec_td,0,,,,,
player,201512200nyg,car,WhitFo00,rec_long,9,,,,,
player,201512200nyg,car,WhitFo00,fumbles,0,,,,,
player,201512200nyg,car,WhitFo00,fumbles_lost,0,,,,,
player,201512200nyg,car,GinnTe00,pass_cmp,0,,,,,
player,201512200nyg,car,GinnTe00,pass_att,0,,,,,
player,201512200nyg,car,GinnTe00,pass_yds,0,,,,,
player,201512200nyg,car,GinnTe00,pass_td,0,,,,,
player,201512200nyg,car,GinnTe00,pass_int,0,,,,,
player,201512200nyg,car,GinnTe00,pass_sacked,0,,,,,
player,201512200nyg,car,GinnTe00,pass_sacked_yds,0,,,,,
player,201512200nyg,car,GinnTe00,pass_long,0,,,,,
player,201512200nyg,car,GinnTe00,pass_rating,,,,,,
player,201512200nyg,car,GinnTe00,rush_att,0,,,,,
player,201512200nyg,car,GinnTe00,rush_yds,0,,,,,
player,201512200nyg,car,GinnTe00,rush_td,0,,,,,
player,201512200nyg,car,GinnTe00,rush_long,0,,,,,
player,201512200nyg,car,GinnTe00,targets,14,,,,,
player,201512200nyg,car,GinnTe00,rec,6,,,,,
player,201512200nyg,car,GinnTe00,rec_yds,85,,,,,
player,201512200nyg,car,GinnTe00,rec_td,2,,,,,
player,201512200nyg,car,GinnTe00,rec_long,23,,,,,
player,201512200nyg,car,GinnTe00,fumbles,0,,,,,
player,201512200nyg,car,GinnTe00,fumbles_lost,0,,,,,
player,201512200nyg,car,OlseGr00,pass_cmp,0,,,,,
player,201512200nyg,car,OlseGr00,pass_att,0,,,,,
player,201512200nyg,car,OlseGr00,pass_yds,0,,,,,
player,201512200nyg,car,OlseGr00,pass_td,0,,,,,
player,201512200nyg,car,OlseGr00,pass_int,0,,,,,
player,201512200nyg,car,OlseGr00,pass_sacked,0,,,,,
player,201512200nyg,car,OlseGr00,pass_sacked_yds,0,,,,,
player,201512200nyg,car,OlseGr00,pass_long,0,,,,,
player,201512200nyg,car,OlseGr00,pass_rating,,,,,,
player,201512200nyg,car,OlseGr00,rush_att,0,,,,,
player,201512200nyg,car,OlseGr00,rush_yds,0,,,,,
player,201512200nyg,car,OlseGr00,rush_td,0,,,,,
player,201512200nyg,car,OlseGr00,rush_long,0,,,,,
player,201512200nyg,car,OlseGr00,targets,8,,,,,
player,201512200nyg,car,OlseGr00,rec,6,,,,,
player,201512200nyg,car,OlseGr00,rec_yds,79,,,,,
player,201512200nyg,car,OlseGr00,rec_td,1,,,,,
player,201512200nyg,car,OlseGr00,rec_long,37,,,,,
player,201512200nyg,car,OlseGr00,fumbles,0,,,,,
player,201512200nyg,car,OlseGr00,fumbles_lost,0,,,,,
player,201512200nyg,car,BrowPh00,pass_cmp,0,,,,,
player,201512200nyg,car,BrowPh00,pass_att,0,,,,,
player,201512200nyg,car,BrowPh00,pass_yds,0,,,,,
player,201512200nyg,car,BrowPh00,pass_td,0,,,,,
player,201512200nyg,car,BrowPh00,pass_int,0,,,,,
player,201512200nyg,car,BrowPh00,pass_sacked,0,,,,,
player,201512200nyg,car,BrowPh00,pass_sacked_yds,0,,,,,
player,201512200nyg,car,BrowPh00,pass_long,0,,,,,
player,201512200nyg,car,BrowPh00,pass_rating,,,,,,
player,201512200nyg,car,BrowPh00,rush_att,0,,,,,
player,201512200nyg,car,BrowPh00,rush_yds,0,,,,,
player,201512200nyg,car,BrowPh00,rush_td,0,,,,,
player,201512200nyg,car,BrowPh00,rush_long,0,,,,,
player,201512200nyg,car,BrowPh00,targets,4,,,,,
player,201512200nyg,car,BrowPh00,rec,3,,,,,
player,201512200nyg,car,BrowPh00,rec_yds,51,,,,,
player,201512200nyg,car,BrowPh00,rec_td,1,,,,,
player,201512200nyg,car,BrowPh00,rec_long,20,,,,,
player,201512200nyg,car,BrowPh00,fumbles,0,,,,,
player,201512200nyg,car,BrowPh00,fumbles_lost,0,,,,,
player,201512200nyg,car,CotcJe00,pass_cmp,0,,,,,
player,201512200nyg,car,CotcJe00,pass_att,0,,,,,
player,201512200nyg,car,CotcJe00,pass_yds,0,,,,,
player,201512200nyg,car,CotcJe00,pass_td,0,,,,,
player,201512200nyg,car,CotcJe00,pass_int,0,,,,,
player,201512200nyg,car,CotcJe00,pass_sacked,0,,,,,
player,201512200nyg,car,CotcJe00,pass_sacked_yds,0,,,,,
player,201512200nyg,car,CotcJe00,pass_long,0,,,,,
player,201512200nyg,car,CotcJe00,pass_rating,,,,,,
player,201512200nyg,car,CotcJe00,rush_att,0,,,,,
player,201512200nyg,car,CotcJe00,rush_yds,0,,,,,
player,201512200nyg,car,CotcJe00,rush_td,0,,,,,
player,201512200nyg,car,CotcJe00,rush_long,0,,,,,
player,201512200nyg,car,CotcJe00,targets,6,,,,,
player,201512200nyg,car,CotcJe00,rec,4,,,,,
player,201512200nyg,car,CotcJe00,rec_yds,47,,,,,
player,201512200nyg,car,CotcJe00,rec_td,0,,,,,
player,201512200nyg,car,CotcJe00,rec_long,16,,,,,
player,201512200nyg,car,CotcJe00,fumbles,0,,,,,
player,201512200nyg,car,CotcJe00,fumbles_lost,0,,,,,
player,201512200nyg,car,FuncDe00,pass_cmp,0,,,,,
player,201512200nyg,car,FuncDe00,pass_att,0,,,,,
player,201512200nyg,car,FuncDe00,pass_yds,0,,,,,
player,201512200nyg,car,FuncDe00,pass_td,0,,,,,
player,201512200nyg,car,FuncDe00,pass_int,0,,,,,
player,201512200nyg,car,FuncDe00,pass_sacked,0,,,,,
player,201512200nyg,car,FuncDe00,pass_sacked_yds,0,,,,,
player,201512200nyg,car,FuncDe00,pass_long,0,,,,,
player,201512200nyg,car,FuncDe00,pass_rating,,,,,,
player,201512200nyg,car,FuncDe00,rush_att,0,,,,,
player,201512200nyg,car,FuncDe00,rush_yds,0,,,,,
player,201512200nyg,car,FuncDe00,rush_td,0,,,,,
player,201512200nyg,car,FuncDe00,rush_long,0,,,,,
player,201512200nyg,car,FuncDe00,targets,7,,,,,
player,201512200nyg,car,FuncDe00,rec,2,,,,,
player,201512200nyg,car,FuncDe00,rec_yds,30,,,,,
player,201512200nyg,car,FuncDe00,rec_td,1,,,,,
player,201512200nyg,car,FuncDe00,rec_long,16,,,,,
player,201512200nyg,car,FuncDe00,fumbles,0,,,,,
player,201512200nyg,car,FuncDe00,fumbles_lost,0,,,,,
player,201512200nyg,nyg,MannEl00,pass_cmp,29,,,,,
player,201512200nyg,nyg,MannEl00,pass_att,46,,,,,
player,201512200nyg,nyg,MannEl00,pass_yds,245,,,,,
player,201512200nyg,nyg,MannEl00,pass_td,4,,,,,
player,201512200nyg,nyg,MannEl00,pass_int,1,,,,,
player,201512200nyg,nyg,MannEl00,pass_sacked,0,,,,,
player,201512200nyg,nyg,MannEl00,pass_sacked_yds,0,,,,,
player,201512200nyg,nyg,MannEl00,pass_long,40,,,,,
player,201512200nyg,nyg,MannEl00,pass_rating,96.7,,,,,
player,201512200nyg,nyg,MannEl00,rush_att,1,,,,,
player,201512200nyg,nyg,MannEl00,rush_yds,4,,,,,
player,201512200nyg,nyg,MannEl00,rush_td,0,,,,,
player,201512200nyg,nyg,MannEl00,rush_long,4,,,,,
player,201512200nyg,nyg,MannEl00,targets,0,,,,,
player,201512200nyg,nyg,MannEl00,rec,0,,,,,
player,201512200nyg,nyg,MannEl00,rec_yds,0,,,,,
player,201512200nyg,nyg,MannEl00,rec_td,0,,,,,
player,201512200nyg,nyg,MannEl00,rec_long,0,,,,,
player,201512200nyg,nyg,MannEl00,fumbles,0,,,,,
player,201512200nyg,nyg,MannEl00,fumbles_lost,0,,,,,
player,201512200nyg,nyg,JennRa00,pass_cmp,0,,,,,
player,201512200nyg,nyg,JennRa00,pass_att,0,,,,,
player,201512200nyg,nyg,JennRa00,pass_yds,0,,,,,
player,201512200nyg,nyg,JennRa00,pass_td,0,,,,,
player,201512200nyg,nyg,JennRa00,pass_int,0,,,,,
player,201512200nyg,nyg,JennRa00,pass_sacked,0,,,,,
player,201512200nyg,nyg,JennRa00,pass_sacked_yds,0,,,,,
player,201512200nyg,nyg,JennRa00,pass_long,0,,,,,
player,201512200nyg,nyg,JennRa00,pass_rating,,,,,,
player,201512200nyg,nyg,JennRa00,rush_att,16,,,,,
player,201512200nyg,nyg,JennRa00,rush_yds,107,,,,,
player,201512200nyg,nyg,JennRa00,rush_td,1,,,,,
player,201512200nyg,nyg,JennRa00,rush_long,38,,,,,
player,201512200nyg,nyg,JennRa00,targets,3,,,,,
player,201512200nyg,nyg,JennRa00,rec,1,,,,,
player,201512200nyg,nyg,JennRa00,rec_yds,0,,,,,
player,201512200nyg,nyg,JennRa00,rec_td,0,,,,,
player,201512200nyg,nyg,JennRa00,rec_long,0,,,,,
player,201512200nyg,nyg,JennRa00,fumbles,1,,,,,
player,201512200nyg,nyg,JennRa00,fumbles_lost,1,,,,,
player,201512200nyg,nyg,VereSh00,pass_cmp,0,,,,,
player,201512200nyg,nyg,VereSh00,pass_att,0,,,,,
player,201512200nyg,nyg,VereSh00,pass_yds,0,,,,,
player,201512200nyg,nyg,VereSh00,pass_td,0,,,,,
player,201512200nyg,nyg,VereSh00,pass_int,0,,,,,
player,201512200nyg,nyg,VereSh00,pass_sacked,0,,,,,
player,201512200nyg,nyg,VereSh00,pass_sacked_yds,0,,,,,
player,201512200nyg,nyg,VereSh00,pass_long,0,,,,,
player,201512200nyg,nyg,VereSh00,pass_rating,,,,,,
player,201512200nyg,nyg,VereSh00,rush_att,4,,,,,
player,201512200nyg,nyg,VereSh00,rush_yds,29,,,,,
player,201512200nyg,nyg,VereSh00,rush_td,0,,,,,
player,201512200nyg,nyg,VereSh00,rush_long,19,,,,,
player,201512200nyg,nyg,VereSh00,targets,10,,,,,
player,201512200nyg,nyg,VereSh00,rec,8,,,,,
player,201512200nyg,nyg,VereSh00,rec_yds,43,,,,,
player,201512200nyg,nyg,VereSh00,rec_td,1,,,,,
player,201512200nyg,nyg,VereSh00,rec_long,9,,,,,
player,201512200nyg,nyg,VereSh00,fumbles,0,,,,,
player,201512200nyg,nyg,VereSh00,fumbles_lost,0,,,,,
player,201512200nyg,nyg,WillAn00,pass_cmp,0,,,,,
player,201512200nyg,nyg,WillAn00,pass_att,0,,,,,
player,201512200nyg,nyg,WillAn00,pass_yds,0,,,,,
player,201512200nyg,nyg,WillAn00,pass_td,0,,,,,
player,201512200nyg,nyg,WillAn00,pass_int,0,,,,,
player,201512200nyg,nyg,WillAn00,pass_sacked,0,,,,,
player,201512200nyg,nyg,WillAn00,pass_sacked_yds,0,,,,,
player,201512200nyg,nyg,WillAn00,pass_long,0,,,,,
player,201512200nyg,nyg,WillAn00,pass_rating,,,,,,
player,201512200nyg,nyg,WillAn00,rush_att,6,,,,,
player,201512200nyg,nyg,WillAn00,rush_yds,21,,,,,
player,201512200nyg,nyg,WillAn00,rush_td,0,,,,,
player,201512200nyg,nyg,WillAn00,rush_long,10,,,,,
player,201512200nyg,nyg,WillAn00,targets,0,,,,,
player,201512200nyg,nyg,WillAn00,rec,0,,,,,
player,201512200nyg,nyg,WillAn00,rec_yds,0,,,,,
player,201512200nyg,nyg,WillAn00,rec_td,0,,,,,
player,201512200nyg,nyg,WillAn00,rec_long,0,,,,,
player,201512200nyg,nyg,WillAn00,fumbles,0,,,,,
player,201512200nyg,nyg,WillAn00,fumbles_lost,0,,,,,
player,201512200nyg,nyg,BeckOd00,pass_cmp,0,,,,,
player,201512200nyg,nyg,BeckOd00,pass_att,0,,,,,
player,201512200nyg,nyg,BeckOd00,pass_yds,0,,,,,
player,201512200nyg,nyg,BeckOd00,pass_td,0,,,,,
player,201512200nyg,nyg,BeckOd00,pass_int,0,,,,,
player,201512200nyg,nyg,BeckOd00,pass_sacked,0,,,,,
player,201512200nyg,nyg,BeckOd00,pass_sacked_yds,0,,,,,
player,201512200nyg,nyg,BeckOd00,pass_long,0,,,,,
player,201512200nyg,nyg,BeckOd00,pass_rating,,,,,,
player,201512200nyg,nyg,BeckOd00,rush_att,0,,,,,
player,201512200nyg,nyg,BeckOd00,rush_yds,0,,,,,
player,201512200nyg,nyg,BeckOd00,rush_td,0,,,,,
player,201512200nyg,nyg,BeckOd00,rush_long,0,,,,,
player,201512200nyg,nyg,BeckOd00,targets,9,,,,,
player,201512200nyg,nyg,BeckOd00,rec,6,,,,,
player,201512200nyg,nyg,BeckOd00,rec_yds,76,,,,,
player,201512200nyg,nyg,BeckOd00,rec_td,1,,,,,
player,201512200nyg,nyg,BeckOd00,rec_long,40,,,,,
player,201512200nyg,nyg,BeckOd00,fumbles,1,,,,,
player,201512200nyg,nyg,BeckOd00,fumbles_lost,0,,,,,
player,201512200nyg,nyg,RandRu00,pass_cmp,0,,,,,
player,201512200nyg,nyg,RandRu00,pass_att,0,,,,,
player,201512200nyg,nyg,RandRu00,pass_yds,0,,,,,
player,201512200nyg,nyg,RandRu00,pass_td,0,,,,,
player,201512200nyg,nyg,RandRu00,pass_int,0,,,,,
player,201512200nyg,nyg,RandRu00,pass_sacked,0,,,,,
player,201512200nyg,nyg,RandRu00,pass_sacked_yds,0,,,,,
player,201512200nyg,nyg,RandRu00,pass_long,0,,,,,
player,201512200nyg,nyg,RandRu00,pass_rating,,,,,,
player,201512200nyg,nyg,RandRu00,rush_att,0,,,,,
player,201512200nyg,nyg,RandRu00,rush_yds,0,,,,,
player,201512200nyg,nyg,RandRu00,rush_td,0,,,,,
player,201512200nyg,nyg,RandRu00,rush_long,0,,,,,
player,201512200nyg,nyg,RandRu00,targets,5,,,,,
player,201512200nyg,nyg,RandRu00,rec,4,,,,,
player,201512200nyg,nyg,RandRu00,rec_yds,47,,,,,
player,201512200nyg,nyg,RandRu00,rec_td,1,,,,,
player,201512200nyg,nyg,RandRu00,rec_long,27,,,,,
player,201512200nyg,nyg,RandRu00,fumbles,0,,,,,
player,201512200nyg,nyg,RandRu00,fumbles_lost,0,,,,,
player,201512200nyg,nyg,TyexWi00,pass_cmp,0,,,,,
player,201512200nyg,nyg,TyexWi00,pass_att,0,,,,,
player,201512200nyg,nyg,TyexWi00,pass_yds,0,,,,,
player,201512200nyg,nyg,TyexWi00,pass_td,0,,,,,
player,201512200nyg,nyg,TyexWi00,pass_int,0,,,,,
player,201512200nyg,nyg,TyexWi00,pass_sacked,0,,,,,
player,201512200nyg,nyg,TyexWi00,pass_sacked_yds,0,,,,,
player,201512200nyg,nyg,TyexWi00,pass_long,0,,,,,
player,201512200nyg,nyg,TyexWi00,pass_rating,,,,,,
player,201512200nyg,nyg,TyexWi00,rush_att,0,,,,,
player,201512200nyg,nyg,TyexWi00,rush_yds,0,,,,,
player,201512200nyg,nyg,TyexWi00,rush_td,0,,,,,
player,201512200nyg,nyg,TyexWi00,rush_long,0,,,,,
player,201512200nyg,nyg,TyexWi00,targets,8,,,,,
player,201512200nyg,nyg,TyexWi00,rec,5,,,,,
player,201512200nyg,nyg,TyexWi00,rec_yds,43,,,,,
player,201512200nyg,nyg,TyexWi00,rec_td,1,,,,,
player,201512200nyg,nyg,TyexWi00,rec_long,20,,,,,
player,201512200nyg,nyg,TyexWi00,fumbles,0,,,,,
player,201512200nyg,nyg,TyexWi00,fumbles_lost,0,,,,,
player,201512200nyg,nyg,WhitMy00,pass_cmp,0,,,,,
player,201512200nyg,nyg,WhitMy00,pass_att,0,,,,,
player,201512200nyg,nyg,WhitMy00,pass_yds,0,,,,,
player,201512200nyg,nyg,WhitMy00,pass_td,0,,,,,
player,201512200nyg,nyg,WhitMy00,pass_int,0,,,,,
player,201512200nyg,nyg,WhitMy00,pass_sacked,0,,,,,
player,201512200nyg,nyg,WhitMy00,pass_sacked_yds,0,,,,,
player,201512200nyg,nyg,WhitMy00,pass_long,0,,,,,
player,201512200nyg,nyg,WhitMy00,pass_rating,,,,,,
player,201512200nyg,nyg,WhitMy00,rush_att,0,,,,,
player,201512200nyg,nyg,WhitMy00,rush_yds,0,,,,,
player,201512200nyg,nyg,WhitMy00,rush_td,0,,,,,
player,201512200nyg,nyg,WhitMy00,rush_long,0,,,,,
player,201512200nyg,nyg,WhitMy00,targets,1,,,,,
player,201512200nyg,nyg,WhitMy00,rec,1,,,,,
player,201512200nyg,nyg,WhitMy00,rec_yds,10,,,,,
player,201512200nyg,nyg,WhitMy00,rec_td,0,,,,,
player,201512200nyg,nyg,WhitMy00,rec_long,10,,,,,
player,201512200nyg,nyg,WhitMy00,fumbles,0,,,,,
player,201512200nyg,nyg,WhitMy00,fumbles_lost,0,,,,,
player,201512200nyg,nyg,NickHa01,pass_cmp,0,,,,,
player,201512200nyg,nyg,NickHa01,pass_att,0,,,,,
player,201512200nyg,nyg,NickHa01,pass_yds,0,,,,,
player,201512200nyg,nyg,NickHa01,pass_td,0,,,,,
player,201512200nyg,nyg,NickHa01,pass_int,0,,,,,
player,201512200nyg,nyg,NickHa01,pass_sacked,0,,,,,
player,201512200nyg,nyg,NickHa01,pass_sacked_yds,0,,,,,
player,201512200nyg,nyg,NickHa01,pass_long,0,,,,,
player,201512200nyg,nyg,NickHa01,pass_rating,,,,,,
player,201512200nyg,nyg,NickHa01,rush_att,0,,,,,
player,201512200nyg,nyg,NickHa01,rush_yds,0,,,,,
player,201512200nyg,nyg,NickHa01,rush_td,0,,,,,
player,201512200nyg,nyg,NickHa01,rush_long,0,,,,,
player,201512200nyg,nyg,NickHa01,targets,3,,,,,
player,201512200nyg,nyg,NickHa01,rec,1,,,,,
player,201512200nyg,nyg,NickHa01,rec_yds,10,,,,,
player,201512200nyg,nyg,NickHa01,rec_td,0,,,,,
player,201512200nyg,nyg,NickHa01,rec_long,10,,,,,
player,201512200nyg,nyg,NickHa01,fumbles,0,,,,,
player,201512200nyg,nyg,NickHa01,fumbles_lost,0,,,,,
player,201512200nyg,nyg,HarrDw00,pass_cmp,0,,,,,
player,201512200nyg,nyg,HarrDw00,pass_att,0,,,,,
player,201512200nyg,nyg,HarrDw00,pass_yds,0,,,,,
player,201512200nyg,nyg,HarrDw00,pass_td,0,,,,,
player,201512200nyg,nyg,HarrDw00,pass_int,0,,,,,
player,201512200nyg,nyg,HarrDw00,pass_sacked,0,,,,,
player,201512200nyg,nyg,HarrDw00,pass_sacked_yds,0,,,,,
player,201512200nyg,nyg,HarrDw00,pass_long,0,,,,,
player,201512200nyg,nyg,HarrDw00,pass_rating,,,,,,
player,201512200nyg,nyg,HarrDw00,rush_att,0,,,,,
player,201512200nyg,nyg,HarrDw00,rush_yds,0,,,,,
player,201512200nyg,nyg,HarrDw00,rush_td,0,,,,,
player,201512200nyg,nyg,HarrDw00,rush_long,0,,,,,
player,201512200nyg,nyg,HarrDw00,targets,3,,,,,
player,201512200nyg,nyg,HarrDw00,rec,2,,,,,
player,201512200nyg,nyg,HarrDw00,rec_yds,9,,,,,
player,201512200nyg,nyg,HarrDw00,rec_td,0,,,,,
player,201512200nyg,nyg,HarrDw00,rec_long,5,,,,,
player,201512200nyg,nyg,HarrDw00,fumbles,0,,,,,
player,201512200nyg,nyg,HarrDw00,fumbles_lost,0,,,,,
player,201512200nyg,nyg,CunnJe00,pass_cmp,0,,,,,
player,201512200nyg,nyg,CunnJe00,pass_att,0,,,,,
player,201512200nyg,nyg,CunnJe00,pass_yds,0,,,,,
player,201512200nyg,nyg,CunnJe00,pass_td,0,,,,,
player,201512200nyg,nyg,CunnJe00,pass_int,0,,,,,
player,201512200nyg,nyg,CunnJe00,pass_sacked,0,,,,,
player,201512200nyg,nyg,CunnJe00,pass_sacked_yds,0,,,,,
player,201512200nyg,nyg,CunnJe00,pass_long,0,,,,,
player,201512200nyg,nyg,CunnJe00,pass_rating,,,,,,
player,201512200nyg,nyg,CunnJe00,rush_att,0,,,,,
player,201512200nyg,nyg,CunnJe00,rush_yds,0,,,,,
player,201512200nyg,nyg,CunnJe00,rush_td,0,,,,,
player,201512200nyg,nyg,CunnJe00,rush_long,0,,,,,
player,201512200nyg,nyg,CunnJe00,targets,3,,,,,
player,201512200nyg,nyg,CunnJe00,rec,1,,,,,
player,201512200nyg,nyg,CunnJe00,rec_yds,7,,,,,
player,201512200nyg,nyg,CunnJe00,rec_td,0,,,,,
player,201512200nyg,nyg,CunnJe00,rec_long,7,,,,,
player,201512200nyg,nyg,CunnJe00,fumbles,0,,,,,
player,201512200nyg,nyg,CunnJe00,fumbles_lost,0,,,,,
player,201512200nyg,car,TillCh20,def_int,1,,,,,
player,201512200nyg,car,TillCh20,def_int_yds,0,,,,,
player,201512200nyg,car,TillCh20,def_int_td,0,,,,,
player,201512200nyg,car,TillCh20,def_int_long,0,,,,,
player,201512200nyg,car,TillCh20,pass_defended,1,,,,,
player,201512200nyg,car,TillCh20,sacks,0.0,,,,,
player,201512200nyg,car,TillCh20,tackles_combined,5,,,,,
player,201512200nyg,car,TillCh20,tackles_solo,4,,,,,
player,201512200nyg,car,TillCh20,tackles_assists,1,,,,,
player,201512200nyg,car,TillCh20,tackles_loss,0,,,,,
player,201512200nyg,car,TillCh20,qb_hits,0,,,,,
player,201512200nyg,car,TillCh20,fumbles_rec,1,,,,,
player,201512200nyg,car,TillCh20,fumbles_rec_yds,0,,,,,
player,201512200nyg,car,TillCh20,fumbles_rec_td,0,,,,,
player,201512200nyg,car,TillCh20,fumbles_forced,1,,,,,
player,201512200nyg,car,KuecLu00,def_int,0,,,,,
player,201512200nyg,car,KuecLu00,def_int_yds,0,,,,,
player,201512200nyg,car,KuecLu00,def_int_td,0,,,,,
player,201512200nyg,car,KuecLu00,def_int_long,0,,,,,
