game,2015,7,20151025,201510250oti,atl,"Atlanta Falcons",10,oti,"Tennessee Titans",7
player,201510250oti,atl,ColeTe01,targets,1,,,,,
player,201510250oti,atl,ColeTe01,rec,0,,,,,
player,201510250oti,atl,ColeTe01,rec_yds,0,,,,,
player,201510250oti,atl,ColeTe01,rec_td,0,,,,,
player,201510250oti,atl,ColeTe01,rec_long,0,,,,,
player,201510250oti,atl,ColeTe01,fumbles,0,,,,,
player,201510250oti,atl,ColeTe01,fumbles_lost,0,,,,,
player,201510250oti,atl,JoneJu02,pass_cmp,0,,,,,
player,201510250oti,atl,JoneJu02,pass_att,0,,,,,
player,201510250oti,atl,JoneJu02,pass_yds,0,,,,,
player,201510250oti,atl,JoneJu02,pass_td,0,,,,,
player,201510250oti,atl,JoneJu02,pass_int,0,,,,,
player,201510250oti,atl,JoneJu02,pass_sacked,0,,,,,
player,201510250oti,atl,JoneJu02,pass_sacked_yds,0,,,,,
player,201510250oti,atl,JoneJu02,pass_long,0,,,,,
player,201510250oti,atl,JoneJu02,pass_rating,,,,,,
player,201510250oti,atl,JoneJu02,rush_att,0,,,,,
player,201510250oti,atl,JoneJu02,rush_yds,0,,,,,
player,201510250oti,atl,JoneJu02,rush_td,0,,,,,
player,201510250oti,atl,JoneJu02,rush_long,0,,,,,
player,201510250oti,atl,JoneJu02,targets,17,,,,,
player,201510250oti,atl,JoneJu02,rec,9,,,,,
player,201510250oti,atl,JoneJu02,rec_yds,92,,,,,
player,201510250oti,atl,JoneJu02,rec_td,1,,,,,
player,201510250oti,atl,JoneJu02,rec_long,21,,,,,
player,201510250oti,atl,JoneJu02,fumbles,0,,,,,
player,201510250oti,atl,JoneJu02,fumbles_lost,0,,,,,
player,201510250oti,atl,WhitRo00,pass_cmp,0,,,,,
player,201510250oti,atl,WhitRo00,pass_att,0,,,,,
player,201510250oti,atl,WhitRo00,pass_yds,0,,,,,
player,201510250oti,atl,WhitRo00,pass_td,0,,,,,
player,201510250oti,atl,WhitRo00,pass_int,0,,,,,
player,201510250oti,atl,WhitRo00,pass_sacked,0,,,,,
player,201510250oti,atl,WhitRo00,pass_sacked_yds,0,,,,,
player,201510250oti,atl,WhitRo00,pass_long,0,,,,,
player,201510250oti,atl,WhitRo00,pass_rating,,,,,,
player,201510250oti,atl,WhitRo00,rush_att,0,,,,,
player,201510250oti,atl,WhitRo00,rush_yds,0,,,,,
player,201510250oti,atl,WhitRo00,rush_td,0,,,,,
player,201510250oti,atl,WhitRo00,rush_long,0,,,,,
player,201510250oti,atl,WhitRo00,targets,4,,,,,
player,201510250oti,atl,WhitRo00,rec,3,,,,,
player,201510250oti,atl,WhitRo00,rec_yds,48,,,,,
player,201510250oti,atl,WhitRo00,rec_td,0,,,,,
player,201510250oti,atl,WhitRo00,rec_long,17,,,,,
player,201510250oti,atl,WhitRo00,fumbles,0,,,,,
player,201510250oti,atl,WhitRo00,fumbles_lost,0,,,,,
player,201510250oti,atl,WillNi02,pass_cmp,0,,,,,
player,201510250oti,atl,WillNi02,pass_att,0,,,,,
player,201510250oti,atl,WillNi02,pass_yds,0,,,,,
player,201510250oti,atl,WillNi02,pass_td,0,,,,,
player,201510250oti,atl,WillNi02,pass_int,0,,,,,
player,201510250oti,atl,WillNi02,pass_sacked,0,,,,,
player,201510250oti,atl,WillNi02,pass_sacked_yds,0,,,,,
player,201510250oti,atl,WillNi02,pass_long,0,,,,,
player,201510250oti,atl,WillNi02,pass_rating,,,,,,
player,201510250oti,atl,WillNi02,rush_att,0,,,,,
player,201510250oti,atl,WillNi02,rush_yds,0,,,,,
player,201510250oti,atl,WillNi02,rush_td,0,,,,,
player,201510250oti,atl,WillNi02,rush_long,0,,,,,
player,201510250oti,atl,WillNi02,targets,5,,,,,
player,201510250oti,atl,WillNi02,rec,3,,,,,
player,201510250oti,atl,WillNi02,rec_yds,43,,,,,
player,201510250oti,atl,WillNi02,rec_td,0,,,,,
player,201510250oti,atl,WillNi02,rec_long,21,,,,,
player,201510250oti,atl,WillNi02,fumbles,0,,,,,
player,201510250oti,atl,WillNi02,fumbles_lost,0,,,,,
player,201510250oti,atl,TammJa00,pass_cmp,0,,,,,
player,201510250oti,atl,TammJa00,pass_att,0,,,,,
player,201510250oti,atl,TammJa00,pass_yds,0,,,,,
player,201510250oti,atl,TammJa00,pass_td,0,,,,,
player,201510250oti,atl,TammJa00,pass_int,0,,,,,
player,201510250oti,atl,TammJa00,pass_sacked,0,,,,,
player,201510250oti,atl,TammJa00,pass_sacked_yds,0,,,,,
player,201510250oti,atl,TammJa00,pass_long,0,,,,,
player,201510250oti,atl,TammJa00,pass_rating,,,,,,
player,201510250oti,atl,TammJa00,rush_att,0,,,,,
player,201510250oti,atl,TammJa00,rush_yds,0,,,,,
player,201510250oti,atl,TammJa00,rush_td,0,,,,,
player,201510250oti,atl,TammJa00,rush_long,0,,,,,
player,201510250oti,atl,TammJa00,targets,6,,,,,
player,201510250oti,atl,TammJa00,rec,3,,,,,
player,201510250oti,atl,TammJa00,rec_yds,36,,,,,
player,201510250oti,atl,TammJa00,rec_td,0,,,,,
player,201510250oti,atl,TammJa00,rec_long,24,,,,,
player,201510250oti,atl,TammJa00,fumbles,0,,,,,
player,201510250oti,atl,TammJa00,fumbles_lost,0,,,,,
player,201510250oti,atl,MoeaTo00,pass_cmp,0,,,,,
player,201510250oti,atl,MoeaTo00,pass_att,0,,,,,
player,201510250oti,atl,MoeaTo00,pass_yds,0,,,,,
player,201510250oti,atl,MoeaTo00,pass_td,0,,,,,
player,201510250oti,atl,MoeaTo00,pass_int,0,,,,,
player,201510250oti,atl,MoeaTo00,pass_sacked,0,,,,,
player,201510250oti,atl,MoeaTo00,pass_sacked_yds,0,,,,,
player,201510250oti,atl,MoeaTo00,pass_long,0,,,,,
player,201510250oti,atl,MoeaTo00,pass_rating,,,,,,
player,201510250oti,atl,MoeaTo00,rush_att,0,,,,,
player,201510250oti,atl,MoeaTo00,rush_yds,0,,,,,
player,201510250oti,atl,MoeaTo00,rush_td,0,,,,,
player,201510250oti,atl,MoeaTo00,rush_long,0,,,,,
player,201510250oti,atl,MoeaTo00,targets,1,,,,,
player,201510250oti,atl,MoeaTo00,rec,1,,,,,
player,201510250oti,atl,MoeaTo00,rec_yds,11,,,,,
player,201510250oti,atl,MoeaTo00,rec_td,0,,,,,
player,201510250oti,atl,MoeaTo00,rec_long,11,,,,,
player,201510250oti,atl,MoeaTo00,fumbles,0,,,,,
player,201510250oti,atl,MoeaTo00,fumbles_lost,0,,,,,
player,201510250oti,atl,WardTe00,pass_cmp,0,,,,,
player,201510250oti,atl,WardTe00,pass_att,0,,,,,
player,201510250oti,atl,WardTe00,pass_yds,0,,,,,
player,201510250oti,atl,WardTe00,pass_td,0,,,,,
player,201510250oti,atl,WardTe00,pass_int,0,,,,,
player,201510250oti,atl,WardTe00,pass_sacked,0,,,,,
player,201510250oti,atl,WardTe00,pass_sacked_yds,0,,,,,
player,201510250oti,atl,WardTe00,pass_long,0,,,,,
player,201510250oti,atl,WardTe00,pass_rating,,,,,,
player,201510250oti,atl,WardTe00,rush_att,0,,,,,
player,201510250oti,atl,WardTe00,rush_yds,0,,,,,
player,201510250oti,atl,WardTe00,rush_td,0,,,,,
player,201510250oti,atl,WardTe00,rush_long,0,,,,,
player,201510250oti,atl,WardTe00,targets,1,,,,,
player,201510250oti,atl,WardTe00,rec,1,,,,,
player,201510250oti,atl,WardTe00,rec_yds,7,,,,,
player,201510250oti,atl,WardTe00,rec_td,0,,,,,
player,201510250oti,atl,WardTe00,rec_long,7,,,,,
player,201510250oti,atl,WardTe00,fumbles,0,,,,,
player,201510250oti,atl,WardTe00,fumbles_lost,0,,,,,
player,201510250oti,atl,DiMaPa00,pass_cmp,0,,,,,
player,201510250oti,atl,DiMaPa00,pass_att,0,,,,,
player,201510250oti,atl,DiMaPa00,pass_yds,0,,,,,
player,201510250oti,atl,DiMaPa00,pass_td,0,,,,,
player,201510250oti,atl,DiMaPa00,pass_int,0,,,,,
player,201510250oti,atl,DiMaPa00,pass_sacked,0,,,,,
player,201510250oti,atl,DiMaPa00,pass_sacked_yds,0,,,,,
player,201510250oti,atl,DiMaPa00,pass_long,0,,,,,
player,201510250oti,atl,DiMaPa00,pass_rating,,,,,,
player,201510250oti,atl,DiMaPa00,rush_att,1,,,,,
player,201510250oti,atl,DiMaPa00,rush_yds,0,,,,,
player,201510250oti,atl,DiMaPa00,rush_td,0,,,,,
player,201510250oti,atl,DiMaPa00,rush_long,0,,,,,
player,201510250oti,atl,DiMaPa00,targets,0,,,,,
player,201510250oti,atl,DiMaPa00,rec,0,,,,,
player,201510250oti,atl,DiMaPa00,rec_yds,0,,,,,
player,201510250oti,atl,DiMaPa00,rec_td,0,,,,,
player,201510250oti,atl,DiMaPa00,rec_long,0,,,,,
player,201510250oti,atl,DiMaPa00,fumbles,0,,,,,
player,201510250oti,atl,DiMaPa00,fumbles_lost,0,,,,,
player,201510250oti,oti,MettZa00,pass_cmp,22,,,,,
player,201510250oti,oti,MettZa00,pass_att,35,,,,,
player,201510250oti,oti,MettZa00,pass_yds,187,,,,,
player,201510250oti,oti,MettZa00,pass_td,1,,,,,
player,201510250oti,oti,MettZa00,pass_int,2,,,,,
player,201510250oti,oti,MettZa00,pass_sacked,1,,,,,
player,201510250oti,oti,MettZa00,pass_sacked_yds,8,,,,,
player,201510250oti,oti,MettZa00,pass_long,19,,,,,
player,201510250oti,oti,MettZa00,pass_rating,62.4,,,,,
player,201510250oti,oti,MettZa00,rush_att,1,,,,,
player,201510250oti,oti,MettZa00,rush_yds,0,,,,,
player,201510250oti,oti,MettZa00,rush_td,0,,,,,
player,201510250oti,oti,MettZa00,rush_long,0,,,,,
player,201510250oti,oti,MettZa00,targets,0,,,,,
player,201510250oti,oti,MettZa00,rec,0,,,,,
player,201510250oti,oti,MettZa00,rec_yds,0,,,,,
player,201510250oti,oti,MettZa00,rec_td,0,,,,,
player,201510250oti,oti,MettZa00,rec_long,0,,,,,
player,201510250oti,oti,MettZa00,fumbles,1,,,,,
player,201510250oti,oti,MettZa00,fumbles_lost,0,,,,,
player,201510250oti,oti,AndrAn00,pass_cmp,0,,,,,
player,201510250oti,oti,AndrAn00,pass_att,0,,,,,
player,201510250oti,oti,AndrAn00,pass_yds,0,,,,,
player,201510250oti,oti,AndrAn00,pass_td,0,,,,,
player,201510250oti,oti,AndrAn00,pass_int,0,,,,,
player,201510250oti,oti,AndrAn00,pass_sacked,0,,,,,
player,201510250oti,oti,AndrAn00,pass_sacked_yds,0,,,,,
player,201510250oti,oti,AndrAn00,pass_long,0,,,,,
player,201510250oti,oti,AndrAn00,pass_rating,,,,,,
player,201510250oti,oti,AndrAn00,rush_att,10,,,,,
player,201510250oti,oti,AndrAn00,rush_yds,57,,,,,
player,201510250oti,oti,AndrAn00,rush_td,0,,,,,
player,201510250oti,oti,AndrAn00,rush_long,17,,,,,
player,201510250oti,oti,AndrAn00,targets,0,,,,,
player,201510250oti,oti,AndrAn00,rec,0,,,,,
player,201510250oti,oti,AndrAn00,rec_yds,0,,,,,
player,201510250oti,oti,AndrAn00,rec_td,0,,,,,
player,201510250oti,oti,AndrAn00,rec_long,0,,,,,
player,201510250oti,oti,AndrAn00,fumbles,0,,,,,
player,201510250oti,oti,AndrAn00,fumbles_lost,0,,,,,
player,201510250oti,oti,McClDe00,pass_cmp,0,,,,,
player,201510250oti,oti,McClDe00,pass_att,0,,,,,
player,201510250oti,oti,McClDe00,pass_yds,0,,,,,
player,201510250oti,oti,McClDe00,pass_td,0,,,,,
player,201510250oti,oti,McClDe00,pass_int,0,,,,,
player,201510250oti,oti,McClDe00,pass_sacked,0,,,,,
player,201510250oti,oti,McClDe00,pass_sacked_yds,0,,,,,
player,201510250oti,oti,McClDe00,pass_long,0,,,,,
player,201510250oti,oti,McClDe00,pass_rating,,,,,,
player,201510250oti,oti,McClDe00,rush_att,5,,,,,
player,201510250oti,oti,McClDe00,rush_yds,20,,,,,
player,201510250oti,oti,McClDe00,rush_td,0,,,,,
player,201510250oti,oti,McClDe00,rush_long,6,,,,,
player,201510250oti,oti,McClDe00,targets,8,,,,,
player,201510250oti,oti,McClDe00,rec,6,,,,,
player,201510250oti,oti,McClDe00,rec_yds,48,,,,,
player,201510250oti,oti,McClDe00,rec_td,0,,,,,
player,201510250oti,oti,McClDe00,rec_long,14,,,,,
player,201510250oti,oti,McClDe00,fumbles,0,,,,,
player,201510250oti,oti,McClDe00,fumbles_lost,0,,,,,
player,201510250oti,oti,WalkHu00,pass_cmp,0,,,,,
player,201510250oti,oti,WalkHu00,pass_att,0,,,,,
player,201510250oti,oti,WalkHu00,pass_yds,0,,,,,
player,201510250oti,oti,WalkHu00,pass_td,0,,,,,
player,201510250oti,oti,WalkHu00,pass_int,0,,,,,
player,201510250oti,oti,WalkHu00,pass_sacked,0,,,,,
player,201510250oti,oti,WalkHu00,pass_sacked_yds,0,,,,,
player,201510250oti,oti,WalkHu00,pass_long,0,,,,,
player,201510250oti,oti,WalkHu00,pass_rating,,,,,,
player,201510250oti,oti,WalkHu00,rush_att,0,,,,,
player,201510250oti,oti,WalkHu00,rush_yds,0,,,,,
player,201510250oti,oti,WalkHu00,rush_td,0,,,,,
player,201510250oti,oti,WalkHu00,rush_long,0,,,,,
player,201510250oti,oti,WalkHu00,targets,9,,,,,
player,201510250oti,oti,WalkHu00,rec,7,,,,,
player,201510250oti,oti,WalkHu00,rec_yds,55,,,,,
player,201510250oti,oti,WalkHu00,rec_td,0,,,,,
player,201510250oti,oti,WalkHu00,rec_long,12,,,,,
player,201510250oti,oti,WalkHu00,fumbles,0,,,,,
player,201510250oti,oti,WalkHu00,fumbles_lost,0,,,,,
player,201510250oti,oti,WrigKe01,pass_cmp,0,,,,,
player,201510250oti,oti,WrigKe01,pass_att,0,,,,,
player,201510250oti,oti,WrigKe01,pass_yds,0,,,,,
player,201510250oti,oti,WrigKe01,pass_td,0,,,,,
player,201510250oti,oti,WrigKe01,pass_int,0,,,,,
player,201510250oti,oti,WrigKe01,pass_sacked,0,,,,,
player,201510250oti,oti,WrigKe01,pass_sacked_yds,0,,,,,
player,201510250oti,oti,WrigKe01,pass_long,0,,,,,
player,201510250oti,oti,WrigKe01,pass_rating,,,,,,
player,201510250oti,oti,WrigKe01,rush_att,0,,,,,
player,201510250oti,oti,WrigKe01,rush_yds,0,,,,,
player,201510250oti,oti,WrigKe01,rush_td,0,,,,,
player,201510250oti,oti,WrigKe01,rush_long,0,,,,,
player,201510250oti,oti,WrigKe01,targets,8,,,,,
player,201510250oti,oti,WrigKe01,rec,4,,,,,
player,201510250oti,oti,WrigKe01,rec_yds,46,,,,,
player,201510250oti,oti,WrigKe01,rec_td,1,,,,,
player,201510250oti,oti,WrigKe01,rec_long,19,,,,,
player,201510250oti,oti,WrigKe01,fumbles,0,,,,,
player,201510250oti,oti,WrigKe01,fumbles_lost,0,,,,,
player,201510250oti,oti,FasaAn00,pass_cmp,0,,,,,
player,201510250oti,oti,FasaAn00,pass_att,0,,,,,
player,201510250oti,oti,FasaAn00,pass_yds,0,,,,,
player,201510250oti,oti,FasaAn00,pass_td,0,,,,,
player,201510250oti,oti,FasaAn00,pass_int,0,,,,,
player,201510250oti,oti,FasaAn00,pass_sacked,0,,,,,
player,201510250oti,oti,FasaAn00,pass_sacked_yds,0,,,,,
player,201510250oti,oti,FasaAn00,pass_long,0,,,,,
player,201510250oti,oti,FasaAn00,pass_rating,,,,,,
player,201510250oti,oti,FasaAn00,rush_att,0,,,,,
player,201510250oti,oti,FasaAn00,rush_yds,0,,,,,
player,201510250oti,oti,FasaAn00,rush_td,0,,,,,
player,201510250oti,oti,FasaAn00,rush_long,0,,,,,
player,201510250oti,oti,FasaAn00,targets,4,,,,,
player,201510250oti,oti,FasaAn00,rec,3,,,,,
player,201510250oti,oti,FasaAn00,rec_yds,21,,,,,
player,201510250oti,oti,FasaAn00,rec_td,0,,,,,
player,201510250oti,oti,FasaAn00,rec_long,8,,,,,
player,201510250oti,oti,FasaAn00,fumbles,0,,,,,
player,201510250oti,oti,FasaAn00,fumbles_lost,0,,,,,
player,201510250oti,oti,HuntJu00,pass_cmp,0,,,,,
player,201510250oti,oti,HuntJu00,pass_att,0,,,,,
player,201510250oti,oti,HuntJu00,pass_yds,0,,,,,
player,201510250oti,oti,HuntJu00,pass_td,0,,,,,
player,201510250oti,oti,HuntJu00,pass_int,0,,,,,
player,201510250oti,oti,HuntJu00,pass_sacked,0,,,,,
player,201510250oti,oti,HuntJu00,pass_sacked_yds,0,,,,,
player,201510250oti,oti,HuntJu00,pass_long,0,,,,,
player,201510250oti,oti,HuntJu00,pass_rating,,,,,,
player,201510250oti,oti,HuntJu00,rush_att,0,,,,,
player,201510250oti,oti,HuntJu00,rush_yds,0,,,,,
player,201510250oti,oti,HuntJu00,rush_td,0,,,,,
player,201510250oti,oti,HuntJu00,rush_long,0,,,,,
player,201510250oti,oti,HuntJu00,targets,4,,,,,
player,201510250oti,oti,HuntJu00,rec,2,,,,,
player,201510250oti,oti,HuntJu00,rec_yds,17,,,,,
player,201510250oti,oti,HuntJu00,rec_td,0,,,,,
player,201510250oti,oti,HuntJu00,rec_long,13,,,,,
player,201510250oti,oti,HuntJu00,fumbles,0,,,,,
player,201510250oti,oti,HuntJu00,fumbles_lost,0,,,,,
player,201510250oti,oti,SankBi00,pass_cmp,0,,,,,
player,201510250oti,oti,SankBi00,pass_att,0,,,,,
player,201510250oti,oti,SankBi00,pass_yds,0,,,,,
player,201510250oti,oti,SankBi00,pass_td,0,,,,,
player,201510250oti,oti,SankBi00,pass_int,0,,,,,
player,201510250oti,oti,SankBi00,pass_sacked,0,,,,,
player,201510250oti,oti,SankBi00,pass_sacked_yds,0,,,,,
player,201510250oti,oti,SankBi00,pass_long,0,,,,,
player,201510250oti,oti,SankBi00,pass_rating,,,,,,
player,201510250oti,oti,SankBi00,rush_att,0,,,,,
player,201510250oti,oti,SankBi00,rush_yds,0,,,,,
player,201510250oti,oti,SankBi00,rush_td,0,,,,,
player,201510250oti,oti,SankBi00,rush_long,0,,,,,
player,201510250oti,oti,SankBi00,targets,1,,,,,
player,201510250oti,oti,SankBi00,rec,0,,,,,
player,201510250oti,oti,SankBi00,rec_yds,0,,,,,
player,201510250oti,oti,SankBi00,rec_td,0,,,,,
player,201510250oti,oti,SankBi00,rec_long,0,,,,,
player,201510250oti,oti,SankBi00,fumbles,0,,,,,
player,201510250oti,oti,SankBi00,fumbles_lost,0,,,,,
player,201510250oti,oti,GreeDo00,pass_cmp,0,,,,,
player,201510250oti,oti,GreeDo00,pass_att,0,,,,,
player,201510250oti,oti,GreeDo00,pass_yds,0,,,,,
player,201510250oti,oti,GreeDo00,pass_td,0,,,,,
player,201510250oti,oti,GreeDo00,pass_int,0,,,,,
player,201510250oti,oti,GreeDo00,pass_sacked,0,,,,,
player,201510250oti,oti,GreeDo00,pass_sacked_yds,0,,,,,
player,201510250oti,oti,GreeDo00,pass_long,0,,,,,
player,201510250oti,oti,GreeDo00,pass_rating,,,,,,
player,201510250oti,oti,GreeDo00,rush_att,0,,,,,
player,201510250oti,oti,GreeDo00,rush_yds,0,,,,,
player,201510250oti,oti,GreeDo00,rush_td,0,,,,,
player,201510250oti,oti,GreeDo00,rush_long,0,,,,,
player,201510250oti,oti,GreeDo00,targets,1,,,,,
player,201510250oti,oti,GreeDo00,rec,0,,,,,
player,201510250oti,oti,GreeDo00,rec_yds,0,,,,,
player,201510250oti,oti,GreeDo00,rec_td,0,,,,,
player,201510250oti,oti,GreeDo00,rec_long,0,,,,,
player,201510250oti,oti,GreeDo00,fumbles,0,,,,,
player,201510250oti,oti,GreeDo00,fumbles_lost,0,,,,,
player,201510250oti,atl,WorrPa00,def_int,1,,,,,
player,201510250oti,atl,WorrPa00,def_int_yds,11,,,,,
player,201510250oti,atl,WorrPa00,def_int_td,0,,,,,
player,201510250oti,atl,WorrPa00,def_int_long,11,,,,,
player,201510250oti,atl,WorrPa00,pass_defended,2,,,,,
player,201510250oti,atl,WorrPa00,sacks,0.0,,,,,
player,201510250oti,atl,WorrPa00,tackles_combined,5,,,,,
player,201510250oti,atl,WorrPa00,tackles_solo,1,,,,,
player,201510250oti,atl,WorrPa00,tackles_assists,4,,,,,
player,201510250oti,atl,WorrPa00,tackles_loss,0,,,,,
player,201510250oti,atl,WorrPa00,qb_hits,0,,,,,
player,201510250oti,atl,WorrPa00,fumbles_rec,0,,,,,
player,201510250oti,atl,WorrPa00,fumbles_rec_yds,0,,,,,
player,201510250oti,atl,WorrPa00,fumbles_rec_td,0,,,,,
player,201510250oti,atl,WorrPa00,fumbles_forced,0,,,,,
player,201510250oti,atl,TherRo00,def_int,1,,,,,
player,201510250oti,atl,TherRo00,def_int_yds,10,,,,,
player,201510250oti,atl,TherRo00,def_int_td,0,,,,,
player,201510250oti,atl,TherRo00,def_int_long,10,,,,,
player,201510250oti,atl,TherRo00,pass_defended,1,,,,,
player,201510250oti,atl,TherRo00,sacks,0.0,,,,,
player,201510250oti,atl,TherRo00,tackles_combined,0,,,,,
player,201510250oti,atl,TherRo00,tackles_solo,0,,,,,
player,201510250oti,atl,TherRo00,tackles_assists,0,,,,,
player,201510250oti,atl,TherRo00,tackles_loss,0,,,,,
player,201510250oti,atl,TherRo00,qb_hits,0,,,,,
player,201510250oti,atl,TherRo00,fumbles_rec,0,,,,,
player,201510250oti,atl,TherRo00,fumbles_rec_yds,0,,,,,
player,201510250oti,atl,TherRo00,fumbles_rec_td,0,,,,,
player,201510250oti,atl,TherRo00,fumbles_forced,0,,,,,
player,201510250oti,atl,SchoOB99,def_int,0,,,,,
player,201510250oti,atl,SchoOB99,def_int_yds,0,,,,,
player,201510250oti,atl,SchoOB99,def_int_td,0,,,,,
player,201510250oti,atl,SchoOB99,def_int_long,0,,,,,
player,201510250oti,atl,SchoOB99,pass_defended,0,,,,,
player,201510250oti,atl,SchoOB99,sacks,1.0,,,,,
player,201510250oti,atl,SchoOB99,tackles_combined,2,,,,,
player,201510250oti,atl,SchoOB99,tackles_solo,2,,,,,
player,201510250oti,atl,SchoOB99,tackles_assists,0,,,,,
player,201510250oti,atl,SchoOB99,tackles_loss,1,,,,,
player,201510250oti,atl,SchoOB99,qb_hits,2,,,,,
player,201510250oti,atl,SchoOB99,fumbles_rec,0,,,,,
player,201510250oti,atl,SchoOB99,fumbles_rec_yds,0,,,,,
player,201510250oti,atl,SchoOB99,fumbles_rec_td,0,,,,,
player,201510250oti,atl,SchoOB99,fumbles_forced,0,,,,,
player,201510250oti,atl,DuraJu99,def_int,0,,,,,
player,201510250oti,atl,DuraJu99,def_int_yds,0,,,,,
player,201510250oti,atl,DuraJu99,def_int_td,0,,,,,
player,201510250oti,atl,DuraJu99,def_int_long,0,,,,,
player,201510250oti,atl,DuraJu99,pass_defended,0,,,,,
player,201510250oti,atl,DuraJu99,sacks,0.0,,,,,
