game,2015,2,20150920,201509200car,htx,"Houston Texans",17,car,"Carolina Panthers",24
player,201509200car,htx,ProsJa00,pass_td,0,,,,,
player,201509200car,htx,ProsJa00,pass_int,0,,,,,
player,201509200car,htx,ProsJa00,pass_sacked,0,,,,,
player,201509200car,htx,ProsJa00,pass_sacked_yds,0,,,,,
player,201509200car,htx,ProsJa00,pass_long,0,,,,,
player,201509200car,htx,ProsJa00,pass_rating,,,,,,
player,201509200car,htx,ProsJa00,rush_att,1,,,,,
player,201509200car,htx,ProsJa00,rush_yds,4,,,,,
player,201509200car,htx,ProsJa00,rush_td,0,,,,,
player,201509200car,htx,ProsJa00,rush_long,4,,,,,
player,201509200car,htx,ProsJa00,targets,0,,,,,
player,201509200car,htx,ProsJa00,rec,0,,,,,
player,201509200car,htx,ProsJa00,rec_yds,0,,,,,
player,201509200car,htx,ProsJa00,rec_td,0,,,,,
player,201509200car,htx,ProsJa00,rec_long,0,,,,,
player,201509200car,htx,ProsJa00,fumbles,0,,,,,
player,201509200car,htx,ProsJa00,fumbles_lost,0,,,,,
player,201509200car,htx,WashNa00,pass_cmp,0,,,,,
player,201509200car,htx,WashNa00,pass_att,0,,,,,
player,201509200car,htx,WashNa00,pass_yds,0,,,,,
player,201509200car,htx,WashNa00,pass_td,0,,,,,
player,201509200car,htx,WashNa00,pass_int,0,,,,,
player,201509200car,htx,WashNa00,pass_sacked,0,,,,,
player,201509200car,htx,WashNa00,pass_sacked_yds,0,,,,,
player,201509200car,htx,WashNa00,pass_long,0,,,,,
player,201509200car,htx,WashNa00,pass_rating,,,,,,
player,201509200car,htx,WashNa00,rush_att,0,,,,,
player,201509200car,htx,WashNa00,rush_yds,0,,,,,
player,201509200car,htx,WashNa00,rush_td,0,,,,,
player,201509200car,htx,WashNa00,rush_long,0,,,,,
player,201509200car,htx,WashNa00,targets,8,,,,,
player,201509200car,htx,WashNa00,rec,3,,,,,
player,201509200car,htx,WashNa00,rec_yds,63,,,,,
player,201509200car,htx,WashNa00,rec_td,0,,,,,
player,201509200car,htx,WashNa00,rec_long,48,,,,,
player,201509200car,htx,WashNa00,fumbles,0,,,,,
player,201509200car,htx,WashNa00,fumbles_lost,0,,,,,
player,201509200car,htx,HopkDe00,pass_cmp,0,,,,,
player,201509200car,htx,HopkDe00,pass_att,0,,,,,
player,201509200car,htx,HopkDe00,pass_yds,0,,,,,
player,201509200car,htx,HopkDe00,pass_td,0,,,,,
player,201509200car,htx,HopkDe00,pass_int,0,,,,,
player,201509200car,htx,HopkDe00,pass_sacked,0,,,,,
player,201509200car,htx,HopkDe00,pass_sacked_yds,0,,,,,
player,201509200car,htx,HopkDe00,pass_long,0,,,,,
player,201509200car,htx,HopkDe00,pass_rating,,,,,,
player,201509200car,htx,HopkDe00,rush_att,0,,,,,
player,201509200car,htx,HopkDe00,rush_yds,0,,,,,
player,201509200car,htx,HopkDe00,rush_td,0,,,,,
player,201509200car,htx,HopkDe00,rush_long,0,,,,,
player,201509200car,htx,HopkDe00,targets,11,,,,,
player,201509200car,htx,HopkDe00,rec,5,,,,,
player,201509200car,htx,HopkDe00,rec_yds,53,,,,,
player,201509200car,htx,HopkDe00,rec_td,0,,,,,
player,201509200car,htx,HopkDe00,rec_long,16,,,,,
player,201509200car,htx,HopkDe00,fumbles,0,,,,,
player,201509200car,htx,HopkDe00,fumbles_lost,0,,,,,
player,201509200car,htx,ShorCe00,pass_cmp,0,,,,,
player,201509200car,htx,ShorCe00,pass_att,0,,,,,
player,201509200car,htx,ShorCe00,pass_yds,0,,,,,
player,201509200car,htx,ShorCe00,pass_td,0,,,,,
player,201509200car,htx,ShorCe00,pass_int,0,,,,,
player,201509200car,htx,ShorCe00,pass_sacked,0,,,,,
player,201509200car,htx,ShorCe00,pass_sacked_yds,0,,,,,
player,201509200car,htx,ShorCe00,pass_long,0,,,,,
player,201509200car,htx,ShorCe00,pass_rating,,,,,,
player,201509200car,htx,ShorCe00,rush_att,0,,,,,
player,201509200car,htx,ShorCe00,rush_yds,0,,,,,
player,201509200car,htx,ShorCe00,rush_td,0,,,,,
player,201509200car,htx,ShorCe00,rush_long,0,,,,,
player,201509200car,htx,ShorCe00,targets,12,,,,,
player,201509200car,htx,ShorCe00,rec,6,,,,,
player,201509200car,htx,ShorCe00,rec_yds,34,,,,,
player,201509200car,htx,ShorCe00,rec_td,0,,,,,
player,201509200car,htx,ShorCe00,rec_long,16,,,,,
player,201509200car,htx,ShorCe00,fumbles,0,,,,,
player,201509200car,htx,ShorCe00,fumbles_lost,0,,,,,
player,201509200car,htx,FiedC.00,pass_cmp,0,,,,,
player,201509200car,htx,FiedC.00,pass_att,0,,,,,
player,201509200car,htx,FiedC.00,pass_yds,0,,,,,
player,201509200car,htx,FiedC.00,pass_td,0,,,,,
player,201509200car,htx,FiedC.00,pass_int,0,,,,,
player,201509200car,htx,FiedC.00,pass_sacked,0,,,,,
player,201509200car,htx,FiedC.00,pass_sacked_yds,0,,,,,
player,201509200car,htx,FiedC.00,pass_long,0,,,,,
player,201509200car,htx,FiedC.00,pass_rating,,,,,,
player,201509200car,htx,FiedC.00,rush_att,0,,,,,
player,201509200car,htx,FiedC.00,rush_yds,0,,,,,
player,201509200car,htx,FiedC.00,rush_td,0,,,,,
player,201509200car,htx,FiedC.00,rush_long,0,,,,,
player,201509200car,htx,FiedC.00,targets,1,,,,,
player,201509200car,htx,FiedC.00,rec,1,,,,,
player,201509200car,htx,FiedC.00,rec_yds,19,,,,,
player,201509200car,htx,FiedC.00,rec_td,0,,,,,
player,201509200car,htx,FiedC.00,rec_long,19,,,,,
player,201509200car,htx,FiedC.00,fumbles,0,,,,,
player,201509200car,htx,FiedC.00,fumbles_lost,0,,,,,
player,201509200car,htx,WortCh00,pass_cmp,0,,,,,
player,201509200car,htx,WortCh00,pass_att,0,,,,,
player,201509200car,htx,WortCh00,pass_yds,0,,,,,
player,201509200car,htx,WortCh00,pass_td,0,,,,,
player,201509200car,htx,WortCh00,pass_int,0,,,,,
player,201509200car,htx,WortCh00,pass_sacked,0,,,,,
player,201509200car,htx,WortCh00,pass_sacked_yds,0,,,,,
player,201509200car,htx,WortCh00,pass_long,0,,,,,
player,201509200car,htx,WortCh00,pass_rating,,,,,,
player,201509200car,htx,WortCh00,rush_att,0,,,,,
player,201509200car,htx,WortCh00,rush_yds,0,,,,,
player,201509200car,htx,WortCh00,rush_td,0,,,,,
player,201509200car,htx,WortCh00,rush_long,0,,,,,
player,201509200car,htx,WortCh00,targets,2,,,,,
player,201509200car,htx,WortCh00,rec,2,,,,,
player,201509200car,htx,WortCh00,rec_yds,15,,,,,
player,201509200car,htx,WortCh00,rec_td,0,,,,,
player,201509200car,htx,WortCh00,rec_long,12,,,,,
player,201509200car,htx,WortCh00,fumbles,0,,,,,
player,201509200car,htx,WortCh00,fumbles_lost,0,,,,,
player,201509200car,htx,GrahGa00,pass_cmp,0,,,,,
player,201509200car,htx,GrahGa00,pass_att,0,,,,,
player,201509200car,htx,GrahGa00,pass_yds,0,,,,,
player,201509200car,htx,GrahGa00,pass_td,0,,,,,
player,201509200car,htx,GrahGa00,pass_int,0,,,,,
player,201509200car,htx,GrahGa00,pass_sacked,0,,,,,
player,201509200car,htx,GrahGa00,pass_sacked_yds,0,,,,,
player,201509200car,htx,GrahGa00,pass_long,0,,,,,
player,201509200car,htx,GrahGa00,pass_rating,,,,,,
player,201509200car,htx,GrahGa00,rush_att,0,,,,,
player,201509200car,htx,GrahGa00,rush_yds,0,,,,,
player,201509200car,htx,GrahGa00,rush_td,0,,,,,
player,201509200car,htx,GrahGa00,rush_long,0,,,,,
player,201509200car,htx,GrahGa00,targets,5,,,,,
player,201509200car,htx,GrahGa00,rec,1,,,,,
player,201509200car,htx,GrahGa00,rec_yds,7,,,,,
player,201509200car,htx,GrahGa00,rec_td,1,,,,,
player,201509200car,htx,GrahGa00,rec_long,7,,,,,
player,201509200car,htx,GrahGa00,fumbles,0,,,,,
player,201509200car,htx,GrahGa00,fumbles_lost,0,,,,,
player,201509200car,htx,MumpKe00,pass_cmp,0,,,,,
player,201509200car,htx,MumpKe00,pass_att,0,,,,,
player,201509200car,htx,MumpKe00,pass_yds,0,,,,,
player,201509200car,htx,MumpKe00,pass_td,0,,,,,
player,201509200car,htx,MumpKe00,pass_int,0,,,,,
player,201509200car,htx,MumpKe00,pass_sacked,0,,,,,
player,201509200car,htx,MumpKe00,pass_sacked_yds,0,,,,,
player,201509200car,htx,MumpKe00,pass_long,0,,,,,
player,201509200car,htx,MumpKe00,pass_rating,,,,,,
player,201509200car,htx,MumpKe00,rush_att,0,,,,,
player,201509200car,htx,MumpKe00,rush_yds,0,,,,,
player,201509200car,htx,MumpKe00,rush_td,0,,,,,
player,201509200car,htx,MumpKe00,rush_long,0,,,,,
player,201509200car,htx,MumpKe00,targets,2,,,,,
player,201509200car,htx,MumpKe00,rec,0,,,,,
player,201509200car,htx,MumpKe00,rec_yds,0,,,,,
player,201509200car,htx,MumpKe00,rec_td,0,,,,,
player,201509200car,htx,MumpKe00,rec_long,0,,,,,
player,201509200car,htx,MumpKe00,fumbles,0,,,,,
player,201509200car,htx,MumpKe00,fumbles_lost,0,,,,,
player,201509200car,car,NewtCa00,pass_cmp,18,,,,,
player,201509200car,car,NewtCa00,pass_att,37,,,,,
player,201509200car,car,NewtCa00,pass_yds,195,,,,,
player,201509200car,car,NewtCa00,pass_td,2,,,,,
player,201509200car,car,NewtCa00,pass_int,1,,,,,
player,201509200car,car,NewtCa00,pass_sacked,2,,,,,
player,201509200car,car,NewtCa00,pass_sacked_yds,17,,,,,
player,201509200car,car,NewtCa00,pass_long,36,,,,,
player,201509200car,car,NewtCa00,pass_rating,71.3,,,,,
player,201509200car,car,NewtCa00,rush_att,10,,,,,
player,201509200car,car,NewtCa00,rush_yds,76,,,,,
player,201509200car,car,NewtCa00,rush_td,1,,,,,
player,201509200car,car,NewtCa00,rush_long,19,,,,,
player,201509200car,car,NewtCa00,targets,0,,,,,
player,201509200car,car,NewtCa00,rec,0,,,,,
player,201509200car,car,NewtCa00,rec_yds,0,,,,,
player,201509200car,car,NewtCa00,rec_td,0,,,,,
player,201509200car,car,NewtCa00,rec_long,0,,,,,
player,201509200car,car,NewtCa00,fumbles,0,,,,,
player,201509200car,car,NewtCa00,fumbles_lost,0,,,,,
player,201509200car,car,StewJo00,pass_cmp,0,,,,,
player,201509200car,car,StewJo00,pass_att,0,,,,,
player,201509200car,car,StewJo00,pass_yds,0,,,,,
player,201509200car,car,StewJo00,pass_td,0,,,,,
player,201509200car,car,StewJo00,pass_int,0,,,,,
player,201509200car,car,StewJo00,pass_sacked,0,,,,,
player,201509200car,car,StewJo00,pass_sacked_yds,0,,,,,
player,201509200car,car,StewJo00,pass_long,0,,,,,
player,201509200car,car,StewJo00,pass_rating,,,,,,
player,201509200car,car,StewJo00,rush_att,17,,,,,
player,201509200car,car,StewJo00,rush_yds,62,,,,,
player,201509200car,car,StewJo00,rush_td,0,,,,,
player,201509200car,car,StewJo00,rush_long,11,,,,,
player,201509200car,car,StewJo00,targets,1,,,,,
player,201509200car,car,StewJo00,rec,1,,,,,
player,201509200car,car,StewJo00,rec_yds,-3,,,,,
player,201509200car,car,StewJo00,rec_td,0,,,,,
player,201509200car,car,StewJo00,rec_long,-3,,,,,
player,201509200car,car,StewJo00,fumbles,0,,,,,
player,201509200car,car,StewJo00,fumbles_lost,0,,,,,
player,201509200car,car,TolbMi00,pass_cmp,0,,,,,
player,201509200car,car,TolbMi00,pass_att,0,,,,,
player,201509200car,car,TolbMi00,pass_yds,0,,,,,
player,201509200car,car,TolbMi00,pass_td,0,,,,,
player,201509200car,car,TolbMi00,pass_int,0,,,,,
player,201509200car,car,TolbMi00,pass_sacked,0,,,,,
player,201509200car,car,TolbMi00,pass_sacked_yds,0,,,,,
player,201509200car,car,TolbMi00,pass_long,0,,,,,
player,201509200car,car,TolbMi00,pass_rating,,,,,,
player,201509200car,car,TolbMi00,rush_att,5,,,,,
player,201509200car,car,TolbMi00,rush_yds,31,,,,,
player,201509200car,car,TolbMi00,rush_td,0,,,,,
player,201509200car,car,TolbMi00,rush_long,13,,,,,
player,201509200car,car,TolbMi00,targets,3,,,,,
player,201509200car,car,TolbMi00,rec,2,,,,,
player,201509200car,car,TolbMi00,rec_yds,4,,,,,
player,201509200car,car,TolbMi00,rec_td,0,,,,,
player,201509200car,car,TolbMi00,rec_long,7,,,,,
player,201509200car,car,TolbMi00,fumbles,0,,,,,
player,201509200car,car,TolbMi00,fumbles_lost,0,,,,,
player,201509200car,car,WhitFo00,pass_cmp,0,,,,,
player,201509200car,car,WhitFo00,pass_att,0,,,,,
player,201509200car,car,WhitFo00,pass_yds,0,,,,,
player,201509200car,car,WhitFo00,pass_td,0,,,,,
player,201509200car,car,WhitFo00,pass_int,0,,,,,
player,201509200car,car,WhitFo00,pass_sacked,0,,,,,
player,201509200car,car,WhitFo00,pass_sacked_yds,0,,,,,
player,201509200car,car,WhitFo00,pass_long,0,,,,,
player,201509200car,car,WhitFo00,pass_rating,,,,,,
player,201509200car,car,WhitFo00,rush_att,1,,,,,
player,201509200car,car,WhitFo00,rush_yds,3,,,,,
player,201509200car,car,WhitFo00,rush_td,0,,,,,
player,201509200car,car,WhitFo00,rush_long,3,,,,,
player,201509200car,car,WhitFo00,targets,0,,,,,
player,201509200car,car,WhitFo00,rec,0,,,,,
player,201509200car,car,WhitFo00,rec_yds,0,,,,,
player,201509200car,car,WhitFo00,rec_td,0,,,,,
player,201509200car,car,WhitFo00,rec_long,0,,,,,
player,201509200car,car,WhitFo00,fumbles,0,,,,,
player,201509200car,car,WhitFo00,fumbles_lost,0,,,,,
player,201509200car,car,OlseGr00,pass_cmp,0,,,,,
player,201509200car,car,OlseGr00,pass_att,0,,,,,
player,201509200car,car,OlseGr00,pass_yds,0,,,,,
player,201509200car,car,OlseGr00,pass_td,0,,,,,
player,201509200car,car,OlseGr00,pass_int,0,,,,,
player,201509200car,car,OlseGr00,pass_sacked,0,,,,,
player,201509200car,car,OlseGr00,pass_sacked_yds,0,,,,,
player,201509200car,car,OlseGr00,pass_long,0,,,,,
player,201509200car,car,OlseGr00,pass_rating,,,,,,
player,201509200car,car,OlseGr00,rush_att,0,,,,,
player,201509200car,car,OlseGr00,rush_yds,0,,,,,
player,201509200car,car,OlseGr00,rush_td,0,,,,,
player,201509200car,car,OlseGr00,rush_long,0,,,,,
player,201509200car,car,OlseGr00,targets,14,,,,,
player,201509200car,car,OlseGr00,rec,6,,,,,
player,201509200car,car,OlseGr00,rec_yds,70,,,,,
player,201509200car,car,OlseGr00,rec_td,0,,,,,
player,201509200car,car,OlseGr00,rec_long,27,,,,,
player,201509200car,car,OlseGr00,fumbles,0,,,,,
player,201509200car,car,OlseGr00,fumbles_lost,0,,,,,
player,201509200car,car,BrowPh00,pass_cmp,0,,,,,
player,201509200car,car,BrowPh00,pass_att,0,,,,,
player,201509200car,car,BrowPh00,pass_yds,0,,,,,
player,201509200car,car,BrowPh00,pass_td,0,,,,,
player,201509200car,car,BrowPh00,pass_int,0,,,,,
player,201509200car,car,BrowPh00,pass_sacked,0,,,,,
player,201509200car,car,BrowPh00,pass_sacked_yds,0,,,,,
player,201509200car,car,BrowPh00,pass_long,0,,,,,
player,201509200car,car,BrowPh00,pass_rating,,,,,,
player,201509200car,car,BrowPh00,rush_att,0,,,,,
player,201509200car,car,BrowPh00,rush_yds,0,,,,,
player,201509200car,car,BrowPh00,rush_td,0,,,,,
player,201509200car,car,BrowPh00,rush_long,0,,,,,
player,201509200car,car,BrowPh00,targets,4,,,,,
player,201509200car,car,BrowPh00,rec,3,,,,,
player,201509200car,car,BrowPh00,rec_yds,57,,,,,
player,201509200car,car,BrowPh00,rec_td,1,,,,,
player,201509200car,car,BrowPh00,rec_long,36,,,,,
player,201509200car,car,BrowPh00,fumbles,0,,,,,
player,201509200car,car,BrowPh00,fumbles_lost,0,,,,,
player,201509200car,car,GinnTe00,pass_cmp,0,,,,,
player,201509200car,car,GinnTe00,pass_att,0,,,,,
player,201509200car,car,GinnTe00,pass_yds,0,,,,,
player,201509200car,car,GinnTe00,pass_td,0,,,,,
player,201509200car,car,GinnTe00,pass_int,0,,,,,
player,201509200car,car,GinnTe00,pass_sacked,0,,,,,
player,201509200car,car,GinnTe00,pass_sacked_yds,0,,,,,
player,201509200car,car,GinnTe00,pass_long,0,,,,,
player,201509200car,car,GinnTe00,pass_rating,,,,,,
player,201509200car,car,GinnTe00,rush_att,0,,,,,
player,201509200car,car,GinnTe00,rush_yds,0,,,,,
player,201509200car,car,GinnTe00,rush_td,0,,,,,
player,201509200car,car,GinnTe00,rush_long,0,,,,,
player,201509200car,car,GinnTe00,targets,9,,,,,
player,201509200car,car,GinnTe00,rec,4,,,,,
player,201509200car,car,GinnTe00,rec_yds,41,,,,,
player,201509200car,car,GinnTe00,rec_td,1,,,,,
player,201509200car,car,GinnTe00,rec_long,25,,,,,
player,201509200car,car,GinnTe00,fumbles,0,,,,,
player,201509200car,car,GinnTe00,fumbles_lost,0,,,,,
player,201509200car,car,FuncDe00,pass_cmp,0,,,,,
player,201509200car,car,FuncDe00,pass_att,0,,,,,
player,201509200car,car,FuncDe00,pass_yds,0,,,,,
player,201509200car,car,FuncDe00,pass_td,0,,,,,
player,201509200car,car,FuncDe00,pass_int,0,,,,,
player,201509200car,car,FuncDe00,pass_sacked,0,,,,,
player,201509200car,car,FuncDe00,pass_sacked_yds,0,,,,,
player,201509200car,car,FuncDe00,pass_long,0,,,,,
player,201509200car,car,FuncDe00,pass_rating,,,,,,
player,201509200car,car,FuncDe00,rush_att,0,,,,,
player,201509200car,car,FuncDe00,rush_yds,0,,,,,
player,201509200car,car,FuncDe00,rush_td,0,,,,,
player,201509200car,car,FuncDe00,rush_long,0,,,,,
player,201509200car,car,FuncDe00,targets,4,,,,,
player,201509200car,car,FuncDe00,rec,1,,,,,
player,201509200car,car,FuncDe00,rec_yds,15,,,,,
player,201509200car,car,FuncDe00,rec_td,0,,,,,
player,201509200car,car,FuncDe00,rec_long,15,,,,,
player,201509200car,car,FuncDe00,fumbles,0,,,,,
player,201509200car,car,FuncDe00,fumbles_lost,0,,,,,
player,201509200car,car,CotcJe00,pass_cmp,0,,,,,
player,201509200car,car,CotcJe00,pass_att,0,,,,,
player,201509200car,car,CotcJe00,pass_yds,0,,,,,
player,201509200car,car,CotcJe00,pass_td,0,,,,,
player,201509200car,car,CotcJe00,pass_int,0,,,,,
player,201509200car,car,CotcJe00,pass_sacked,0,,,,,
player,201509200car,car,CotcJe00,pass_sacked_yds,0,,,,,
player,201509200car,car,CotcJe00,pass_long,0,,,,,
player,201509200car,car,CotcJe00,pass_rating,,,,,,
player,201509200car,car,CotcJe00,rush_att,0,,,,,
player,201509200car,car,CotcJe00,rush_yds,0,,,,,
player,201509200car,car,CotcJe00,rush_td,0,,,,,
player,201509200car,car,CotcJe00,rush_long,0,,,,,
player,201509200car,car,CotcJe00,targets,1,,,,,
player,201509200car,car,CotcJe00,rec,1,,,,,
player,201509200car,car,CotcJe00,rec_yds,11,,,,,
player,201509200car,car,CotcJe00,rec_td,0,,,,,
player,201509200car,car,CotcJe00,rec_long,11,,,,,
player,201509200car,car,CotcJe00,fumbles,0,,,,,
player,201509200car,car,CotcJe00,fumbles_lost,0,,,,,
player,201509200car,car,NorwKe00,pass_cmp,0,,,,,
player,201509200car,car,NorwKe00,pass_att,0,,,,,
player,201509200car,car,NorwKe00,pass_yds,0,,,,,
player,201509200car,car,NorwKe00,pass_td,0,,,,,
player,201509200car,car,NorwKe00,pass_int,0,,,,,
player,201509200car,car,NorwKe00,pass_sacked,0,,,,,
player,201509200car,car,NorwKe00,pass_sacked_yds,0,,,,,
player,201509200car,car,NorwKe00,pass_long,0,,,,,
player,201509200car,car,NorwKe00,pass_rating,,,,,,
player,201509200car,car,NorwKe00,rush_att,0,,,,,
player,201509200car,car,NorwKe00,rush_yds,0,,,,,
player,201509200car,car,NorwKe00,rush_td,0,,,,,
player,201509200car,car,NorwKe00,rush_long,0,,,,,
player,201509200car,car,NorwKe00,targets,1,,,,,
player,201509200car,car,NorwKe00,rec,0,,,,,
player,201509200car,car,NorwKe00,rec_yds,0,,,,,
player,201509200car,car,NorwKe00,rec_td,0,,,,,
player,201509200car,car,NorwKe00,rec_long,0,,,,,
player,201509200car,car,NorwKe00,fumbles,0,,,,,
player,201509200car,car,NorwKe00,fumbles_lost,0,,,,,
player,201509200car,htx,MoorRa00,def_int,1,,,,,
player,201509200car,htx,MoorRa00,def_int_yds,17,,,,,
player,201509200car,htx,MoorRa00,def_int_td,0,,,,,
player,201509200car,htx,MoorRa00,def_int_long,17,,,,,
player,201509200car,htx,MoorRa00,pass_defended,2,,,,,
player,201509200car,htx,MoorRa00,sacks,0.0,,,,,
player,201509200car,htx,MoorRa00,tackles_combined,3,,,,,
player,201509200car,htx,MoorRa00,tackles_solo,3,,,,,
player,201509200car,htx,MoorRa00,tackles_assists,0,,,,,
player,201509200car,htx,MoorRa00,tackles_loss,0,,,,,
player,201509200car,htx,MoorRa00,qb_hits,0,,,,,
player,201509200car,htx,MoorRa00,fumbles_rec,0,,,,,
player,201509200car,htx,MoorRa00,fumbles_rec_yds,0,,,,,
player,201509200car,htx,MoorRa00,fumbles_rec_td,0,,,,,
player,201509200car,htx,MoorRa00,fumbles_forced,0,,,,,
player,201509200car,htx,WattJ.00,def_int,0,,,,,
