game,2015,8,20151101,201511010kan,det,"Detroit Lions",10,kan,"Kansas City Chiefs",45
player,201511010kan,det,AnsaEz00,def_int_long,0,,,,,
player,201511010kan,det,AnsaEz00,pass_defended,0,,,,,
player,201511010kan,det,AnsaEz00,sacks,1.0,,,,,
player,201511010kan,det,AnsaEz00,tackles_combined,4,,,,,
player,201511010kan,det,AnsaEz00,tackles_solo,3,,,,,
player,201511010kan,det,AnsaEz00,tackles_assists,1,,,,,
player,201511010kan,det,AnsaEz00,tackles_loss,1,,,,,
player,201511010kan,det,AnsaEz00,qb_hits,1,,,,,
player,201511010kan,det,AnsaEz00,fumbles_rec,0,,,,,
player,201511010kan,det,AnsaEz00,fumbles_rec_yds,0,,,,,
player,201511010kan,det,AnsaEz00,fumbles_rec_td,0,,,,,
player,201511010kan,det,AnsaEz00,fumbles_forced,0,,,,,
player,201511010kan,det,TaylDe00,def_int,0,,,,,
player,201511010kan,det,TaylDe00,def_int_yds,0,,,,,
player,201511010kan,det,TaylDe00,def_int_td,0,,,,,
player,201511010kan,det,TaylDe00,def_int_long,0,,,,,
player,201511010kan,det,TaylDe00,pass_defended,1,,,,,
player,201511010kan,det,TaylDe00,sacks,1.0,,,,,
player,201511010kan,det,TaylDe00,tackles_combined,4,,,,,
player,201511010kan,det,TaylDe00,tackles_solo,3,,,,,
player,201511010kan,det,TaylDe00,tackles_assists,1,,,,,
player,201511010kan,det,TaylDe00,tackles_loss,2,,,,,
player,201511010kan,det,TaylDe00,qb_hits,1,,,,,
player,201511010kan,det,TaylDe00,fumbles_rec,0,,,,,
player,201511010kan,det,TaylDe00,fumbles_rec_yds,0,,,,,
player,201511010kan,det,TaylDe00,fumbles_rec_td,0,,,,,
player,201511010kan,det,TaylDe00,fumbles_forced,0,,,,,
player,201511010kan,det,JoneJa99,def_int,0,,,,,
player,201511010kan,det,JoneJa99,def_int_yds,0,,,,,
player,201511010kan,det,JoneJa99,def_int_td,0,,,,,
player,201511010kan,det,JoneJa99,def_int_long,0,,,,,
player,201511010kan,det,JoneJa99,pass_defended,0,,,,,
player,201511010kan,det,JoneJa99,sacks,1.0,,,,,
player,201511010kan,det,JoneJa99,tackles_combined,2,,,,,
player,201511010kan,det,JoneJa99,tackles_solo,2,,,,,
player,201511010kan,det,JoneJa99,tackles_assists,0,,,,,
player,201511010kan,det,JoneJa99,tackles_loss,1,,,,,
player,201511010kan,det,JoneJa99,qb_hits,1,,,,,
player,201511010kan,det,JoneJa99,fumbles_rec,0,,,,,
player,201511010kan,det,JoneJa99,fumbles_rec_yds,0,,,,,
player,201511010kan,det,JoneJa99,fumbles_rec_td,0,,,,,
player,201511010kan,det,JoneJa99,fumbles_forced,0,,,,,
player,201511010kan,det,LawsNe00,def_int,0,,,,,
player,201511010kan,det,LawsNe00,def_int_yds,0,,,,,
player,201511010kan,det,LawsNe00,def_int_td,0,,,,,
player,201511010kan,det,LawsNe00,def_int_long,0,,,,,
player,201511010kan,det,LawsNe00,pass_defended,1,,,,,
player,201511010kan,det,LawsNe00,sacks,0.0,,,,,
player,201511010kan,det,LawsNe00,tackles_combined,7,,,,,
player,201511010kan,det,LawsNe00,tackles_solo,6,,,,,
player,201511010kan,det,LawsNe00,tackles_assists,1,,,,,
player,201511010kan,det,LawsNe00,tackles_loss,0,,,,,
player,201511010kan,det,LawsNe00,qb_hits,0,,,,,
player,201511010kan,det,LawsNe00,fumbles_rec,0,,,,,
player,201511010kan,det,LawsNe00,fumbles_rec_yds,0,,,,,
player,201511010kan,det,LawsNe00,fumbles_rec_td,0,,,,,
player,201511010kan,det,LawsNe00,fumbles_forced,0,,,,,
player,201511010kan,det,TullSt20,def_int,0,,,,,
player,201511010kan,det,TullSt20,def_int_yds,0,,,,,
player,201511010kan,det,TullSt20,def_int_td,0,,,,,
player,201511010kan,det,TullSt20,def_int_long,0,,,,,
player,201511010kan,det,TullSt20,pass_defended,0,,,,,
player,201511010kan,det,TullSt20,sacks,0.0,,,,,
player,201511010kan,det,TullSt20,tackles_combined,7,,,,,
player,201511010kan,det,TullSt20,tackles_solo,7,,,,,
player,201511010kan,det,TullSt20,tackles_assists,0,,,,,
player,201511010kan,det,TullSt20,tackles_loss,2,,,,,
player,201511010kan,det,TullSt20,qb_hits,1,,,,,
player,201511010kan,det,TullSt20,fumbles_rec,0,,,,,
player,201511010kan,det,TullSt20,fumbles_rec_yds,0,,,,,
player,201511010kan,det,TullSt20,fumbles_rec_td,0,,,,,
player,201511010kan,det,TullSt20,fumbles_forced,0,,,,,
player,201511010kan,det,QuinGl99,def_int,0,,,,,
player,201511010kan,det,QuinGl99,def_int_yds,0,,,,,
player,201511010kan,det,QuinGl99,def_int_td,0,,,,,
player,201511010kan,det,QuinGl99,def_int_long,0,,,,,
player,201511010kan,det,QuinGl99,pass_defended,0,,,,,
player,201511010kan,det,QuinGl99,sacks,0.0,,,,,
player,201511010kan,det,QuinGl99,tackles_combined,6,,,,,
player,201511010kan,det,QuinGl99,tackles_solo,4,,,,,
player,201511010kan,det,QuinGl99,tackles_assists,2,,,,,
player,201511010kan,det,QuinGl99,tackles_loss,0,,,,,
player,201511010kan,det,QuinGl99,qb_hits,0,,,,,
player,201511010kan,det,QuinGl99,fumbles_rec,0,,,,,
player,201511010kan,det,QuinGl99,fumbles_rec_yds,0,,,,,
player,201511010kan,det,QuinGl99,fumbles_rec_td,0,,,,,
player,201511010kan,det,QuinGl99,fumbles_forced,0,,,,,
player,201511010kan,det,ByneJo00,def_int,0,,,,,
player,201511010kan,det,ByneJo00,def_int_yds,0,,,,,
player,201511010kan,det,ByneJo00,def_int_td,0,,,,,
player,201511010kan,det,ByneJo00,def_int_long,0,,,,,
player,201511010kan,det,ByneJo00,pass_defended,0,,,,,
player,201511010kan,det,ByneJo00,sacks,0.0,,,,,
player,201511010kan,det,ByneJo00,tackles_combined,4,,,,,
player,201511010kan,det,ByneJo00,tackles_solo,3,,,,,
player,201511010kan,det,ByneJo00,tackles_assists,1,,,,,
player,201511010kan,det,ByneJo00,tackles_loss,0,,,,,
player,201511010kan,det,ByneJo00,qb_hits,0,,,,,
player,201511010kan,det,ByneJo00,fumbles_rec,0,,,,,
player,201511010kan,det,ByneJo00,fumbles_rec_yds,0,,,,,
player,201511010kan,det,ByneJo00,fumbles_rec_td,0,,,,,
player,201511010kan,det,ByneJo00,fumbles_forced,0,,,,,
player,201511010kan,det,CareDo00,def_int,0,,,,,
player,201511010kan,det,CareDo00,def_int_yds,0,,,,,
player,201511010kan,det,CareDo00,def_int_td,0,,,,,
player,201511010kan,det,CareDo00,def_int_long,0,,,,,
player,201511010kan,det,CareDo00,pass_defended,0,,,,,
player,201511010kan,det,CareDo00,sacks,0.0,,,,,
player,201511010kan,det,CareDo00,tackles_combined,4,,,,,
player,201511010kan,det,CareDo00,tackles_solo,3,,,,,
player,201511010kan,det,CareDo00,tackles_assists,1,,,,,
player,201511010kan,det,CareDo00,tackles_loss,0,,,,,
player,201511010kan,det,CareDo00,qb_hits,0,,,,,
player,201511010kan,det,CareDo00,fumbles_rec,0,,,,,
player,201511010kan,det,CareDo00,fumbles_rec_yds,0,,,,,
player,201511010kan,det,CareDo00,fumbles_rec_td,0,,,,,
player,201511010kan,det,CareDo00,fumbles_forced,0,,,,,
player,201511010kan,det,IhedJa00,def_int,0,,,,,
player,201511010kan,det,IhedJa00,def_int_yds,0,,,,,
player,201511010kan,det,IhedJa00,def_int_td,0,,,,,
player,201511010kan,det,IhedJa00,def_int_long,0,,,,,
player,201511010kan,det,IhedJa00,pass_defended,0,,,,,
player,201511010kan,det,IhedJa00,sacks,0.0,,,,,
player,201511010kan,det,IhedJa00,tackles_combined,3,,,,,
player,201511010kan,det,IhedJa00,tackles_solo,3,,,,,
player,201511010kan,det,IhedJa00,tackles_assists,0,,,,,
player,201511010kan,det,IhedJa00,tackles_loss,0,,,,,
player,201511010kan,det,IhedJa00,qb_hits,0,,,,,
player,201511010kan,det,IhedJa00,fumbles_rec,0,,,,,
player,201511010kan,det,IhedJa00,fumbles_rec_yds,0,,,,,
player,201511010kan,det,IhedJa00,fumbles_rec_td,0,,,,,
player,201511010kan,det,IhedJa00,fumbles_forced,0,,,,,
player,201511010kan,det,WhitTa00,def_int,0,,,,,
player,201511010kan,det,WhitTa00,def_int_yds,0,,,,,
player,201511010kan,det,WhitTa00,def_int_td,0,,,,,
player,201511010kan,det,WhitTa00,def_int_long,0,,,,,
player,201511010kan,det,WhitTa00,pass_defended,0,,,,,
player,201511010kan,det,WhitTa00,sacks,0.0,,,,,
player,201511010kan,det,WhitTa00,tackles_combined,3,,,,,
player,201511010kan,det,WhitTa00,tackles_solo,3,,,,,
player,201511010kan,det,WhitTa00,tackles_assists,0,,,,,
player,201511010kan,det,WhitTa00,tackles_loss,0,,,,,
player,201511010kan,det,WhitTa00,qb_hits,0,,,,,
player,201511010kan,det,WhitTa00,fumbles_rec,0,,,,,
player,201511010kan,det,WhitTa00,fumbles_rec_yds,0,,,,,
player,201511010kan,det,WhitTa00,fumbles_rec_td,0,,,,,
player,201511010kan,det,WhitTa00,fumbles_forced,0,,,,,
player,201511010kan,det,WilsJo99,def_int,0,,,,,
player,201511010kan,det,WilsJo99,def_int_yds,0,,,,,
player,201511010kan,det,WilsJo99,def_int_td,0,,,,,
player,201511010kan,det,WilsJo99,def_int_long,0,,,,,
player,201511010kan,det,WilsJo99,pass_defended,0,,,,,
player,201511010kan,det,WilsJo99,sacks,0.0,,,,,
player,201511010kan,det,WilsJo99,tackles_combined,3,,,,,
player,201511010kan,det,WilsJo99,tackles_solo,3,,,,,
player,201511010kan,det,WilsJo99,tackles_assists,0,,,,,
player,201511010kan,det,WilsJo99,tackles_loss,1,,,,,
player,201511010kan,det,WilsJo99,qb_hits,0,,,,,
player,201511010kan,det,WilsJo99,fumbles_rec,0,,,,,
player,201511010kan,det,WilsJo99,fumbles_rec_yds,0,,,,,
player,201511010kan,det,WilsJo99,fumbles_rec_td,0,,,,,
player,201511010kan,det,WilsJo99,fumbles_forced,0,,,,,
player,201511010kan,det,DiggQu00,def_int,0,,,,,
player,201511010kan,det,DiggQu00,def_int_yds,0,,,,,
player,201511010kan,det,DiggQu00,def_int_td,0,,,,,
player,201511010kan,det,DiggQu00,def_int_long,0,,,,,
player,201511010kan,det,DiggQu00,pass_defended,1,,,,,
player,201511010kan,det,DiggQu00,sacks,0.0,,,,,
player,201511010kan,det,DiggQu00,tackles_combined,2,,,,,
player,201511010kan,det,DiggQu00,tackles_solo,2,,,,,
player,201511010kan,det,DiggQu00,tackles_assists,0,,,,,
player,201511010kan,det,DiggQu00,tackles_loss,0,,,,,
player,201511010kan,det,DiggQu00,qb_hits,0,,,,,
player,201511010kan,det,DiggQu00,fumbles_rec,0,,,,,
player,201511010kan,det,DiggQu00,fumbles_rec_yds,0,,,,,
player,201511010kan,det,DiggQu00,fumbles_rec_td,0,,,,,
player,201511010kan,det,DiggQu00,fumbles_forced,0,,,,,
player,201511010kan,det,LewiTr00,def_int,0,,,,,
player,201511010kan,det,LewiTr00,def_int_yds,0,,,,,
player,201511010kan,det,LewiTr00,def_int_td,0,,,,,
player,201511010kan,det,LewiTr00,def_int_long,0,,,,,
player,201511010kan,det,LewiTr00,pass_defended,0,,,,,
player,201511010kan,det,LewiTr00,sacks,0.0,,,,,
player,201511010kan,det,LewiTr00,tackles_combined,2,,,,,
player,201511010kan,det,LewiTr00,tackles_solo,2,,,,,
player,201511010kan,det,LewiTr00,tackles_assists,0,,,,,
player,201511010kan,det,LewiTr00,tackles_loss,0,,,,,
player,201511010kan,det,LewiTr00,qb_hits,0,,,,,
player,201511010kan,det,LewiTr00,fumbles_rec,0,,,,,
player,201511010kan,det,LewiTr00,fumbles_rec_yds,0,,,,,
player,201511010kan,det,LewiTr00,fumbles_rec_td,0,,,,,
player,201511010kan,det,LewiTr00,fumbles_forced,0,,,,,
player,201511010kan,det,NgatHa20,def_int,0,,,,,
player,201511010kan,det,NgatHa20,def_int_yds,0,,,,,
player,201511010kan,det,NgatHa20,def_int_td,0,,,,,
player,201511010kan,det,NgatHa20,def_int_long,0,,,,,
player,201511010kan,det,NgatHa20,pass_defended,0,,,,,
player,201511010kan,det,NgatHa20,sacks,0.0,,,,,
player,201511010kan,det,NgatHa20,tackles_combined,2,,,,,
player,201511010kan,det,NgatHa20,tackles_solo,1,,,,,
player,201511010kan,det,NgatHa20,tackles_assists,1,,,,,
player,201511010kan,det,NgatHa20,tackles_loss,1,,,,,
player,201511010kan,det,NgatHa20,qb_hits,0,,,,,
player,201511010kan,det,NgatHa20,fumbles_rec,0,,,,,
player,201511010kan,det,NgatHa20,fumbles_rec_yds,0,,,,,
player,201511010kan,det,NgatHa20,fumbles_rec_td,0,,,,,
player,201511010kan,det,NgatHa20,fumbles_forced,0,,,,,
player,201511010kan,det,SlayDa00,def_int,0,,,,,
player,201511010kan,det,SlayDa00,def_int_yds,0,,,,,
player,201511010kan,det,SlayDa00,def_int_td,0,,,,,
player,201511010kan,det,SlayDa00,def_int_long,0,,,,,
player,201511010kan,det,SlayDa00,pass_defended,2,,,,,
player,201511010kan,det,SlayDa00,sacks,0.0,,,,,
player,201511010kan,det,SlayDa00,tackles_combined,2,,,,,
player,201511010kan,det,SlayDa00,tackles_solo,1,,,,,
player,201511010kan,det,SlayDa00,tackles_assists,1,,,,,
player,201511010kan,det,SlayDa00,tackles_loss,0,,,,,
player,201511010kan,det,SlayDa00,qb_hits,0,,,,,
player,201511010kan,det,SlayDa00,fumbles_rec,0,,,,,
player,201511010kan,det,SlayDa00,fumbles_rec_yds,0,,,,,
player,201511010kan,det,SlayDa00,fumbles_rec_td,0,,,,,
player,201511010kan,det,SlayDa00,fumbles_forced,0,,,,,
player,201511010kan,det,WinnGe00,def_int,0,,,,,
player,201511010kan,det,WinnGe00,def_int_yds,0,,,,,
player,201511010kan,det,WinnGe00,def_int_td,0,,,,,
player,201511010kan,det,WinnGe00,def_int_long,0,,,,,
player,201511010kan,det,WinnGe00,pass_defended,0,,,,,
player,201511010kan,det,WinnGe00,sacks,0.0,,,,,
player,201511010kan,det,WinnGe00,tackles_combined,2,,,,,
player,201511010kan,det,WinnGe00,tackles_solo,1,,,,,
player,201511010kan,det,WinnGe00,tackles_assists,1,,,,,
player,201511010kan,det,WinnGe00,tackles_loss,0,,,,,
player,201511010kan,det,WinnGe00,qb_hits,0,,,,,
player,201511010kan,det,WinnGe00,fumbles_rec,0,,,,,
player,201511010kan,det,WinnGe00,fumbles_rec_yds,0,,,,,
player,201511010kan,det,WinnGe00,fumbles_rec_td,0,,,,,
player,201511010kan,det,WinnGe00,fumbles_forced,0,,,,,
player,201511010kan,det,AbduIs00,def_int,0,,,,,
player,201511010kan,det,AbduIs00,def_int_yds,0,,,,,
player,201511010kan,det,AbduIs00,def_int_td,0,,,,,
player,201511010kan,det,AbduIs00,def_int_long,0,,,,,
player,201511010kan,det,AbduIs00,pass_defended,1,,,,,
player,201511010kan,det,AbduIs00,sacks,0.0,,,,,
player,201511010kan,det,AbduIs00,tackles_combined,1,,,,,
player,201511010kan,det,AbduIs00,tackles_solo,1,,,,,
player,201511010kan,det,AbduIs00,tackles_assists,0,,,,,
player,201511010kan,det,AbduIs00,tackles_loss,0,,,,,
player,201511010kan,det,AbduIs00,qb_hits,0,,,,,
player,201511010kan,det,AbduIs00,fumbles_rec,0,,,,,
player,201511010kan,det,AbduIs00,fumbles_rec_yds,0,,,,,
player,201511010kan,det,AbduIs00,fumbles_rec_td,0,,,,,
player,201511010kan,det,AbduIs00,fumbles_forced,0,,,,,
player,201511010kan,det,CopeBr00,def_int,0,,,,,
player,201511010kan,det,CopeBr00,def_int_yds,0,,,,,
player,201511010kan,det,CopeBr00,def_int_td,0,,,,,
player,201511010kan,det,CopeBr00,def_int_long,0,,,,,
player,201511010kan,det,CopeBr00,pass_defended,0,,,,,
player,201511010kan,det,CopeBr00,sacks,0.0,,,,,
player,201511010kan,det,CopeBr00,tackles_combined,1,,,,,
player,201511010kan,det,CopeBr00,tackles_solo,1,,,,,
player,201511010kan,det,CopeBr00,tackles_assists,0,,,,,
player,201511010kan,det,CopeBr00,tackles_loss,0,,,,,
player,201511010kan,det,CopeBr00,qb_hits,0,,,,,
player,201511010kan,det,CopeBr00,fumbles_rec,0,,,,,
player,201511010kan,det,CopeBr00,fumbles_rec_yds,0,,,,,
player,201511010kan,det,CopeBr00,fumbles_rec_td,0,,,,,
player,201511010kan,det,CopeBr00,fumbles_forced,0,,,,,
player,201511010kan,det,FlueAn99,def_int,0,,,,,
player,201511010kan,det,FlueAn99,def_int_yds,0,,,,,
player,201511010kan,det,FlueAn99,def_int_td,0,,,,,
player,201511010kan,det,FlueAn99,def_int_long,0,,,,,
player,201511010kan,det,FlueAn99,pass_defended,0,,,,,
player,201511010kan,det,FlueAn99,sacks,0.0,,,,,
player,201511010kan,det,FlueAn99,tackles_combined,1,,,,,
player,201511010kan,det,FlueAn99,tackles_solo,1,,,,,
player,201511010kan,det,FlueAn99,tackles_assists,0,,,,,
player,201511010kan,det,FlueAn99,tackles_loss,1,,,,,
player,201511010kan,det,FlueAn99,qb_hits,0,,,,,
player,201511010kan,det,FlueAn99,fumbles_rec,0,,,,,
player,201511010kan,det,FlueAn99,fumbles_rec_yds,0,,,,,
player,201511010kan,det,FlueAn99,fumbles_rec_td,0,,,,,
player,201511010kan,det,FlueAn99,fumbles_forced,0,,,,,
player,201511010kan,det,MuhlDo20,def_int,0,,,,,
player,201511010kan,det,MuhlDo20,def_int_yds,0,,,,,
player,201511010kan,det,MuhlDo20,def_int_td,0,,,,,
player,201511010kan,det,MuhlDo20,def_int_long,0,,,,,
player,201511010kan,det,MuhlDo20,pass_defended,0,,,,,
player,201511010kan,det,MuhlDo20,sacks,0.0,,,,,
player,201511010kan,det,MuhlDo20,tackles_combined,1,,,,,
player,201511010kan,det,MuhlDo20,tackles_solo,1,,,,,
player,201511010kan,det,MuhlDo20,tackles_assists,0,,,,,
player,201511010kan,det,MuhlDo20,tackles_loss,0,,,,,
player,201511010kan,det,MuhlDo20,qb_hits,0,,,,,
player,201511010kan,det,MuhlDo20,fumbles_rec,0,,,,,
player,201511010kan,det,MuhlDo20,fumbles_rec_yds,0,,,,,
player,201511010kan,det,MuhlDo20,fumbles_rec_td,0,,,,,
player,201511010kan,det,MuhlDo20,fumbles_forced,0,,,,,
player,201511010kan,det,ReidCa00,def_int,0,,,,,
player,201511010kan,det,ReidCa00,def_int_yds,0,,,,,
player,201511010kan,det,ReidCa00,def_int_td,0,,,,,
player,201511010kan,det,ReidCa00,def_int_long,0,,,,,
player,201511010kan,det,ReidCa00,pass_defended,0,,,,,
player,201511010kan,det,ReidCa00,sacks,0.0,,,,,
player,201511010kan,det,ReidCa00,tackles_combined,1,,,,,
player,201511010kan,det,ReidCa00,tackles_solo,1,,,,,
player,201511010kan,det,ReidCa00,tackles_assists,0,,,,,
player,201511010kan,det,ReidCa00,tackles_loss,0,,,,,
player,201511010kan,det,ReidCa00,qb_hits,0,,,,,
player,201511010kan,det,ReidCa00,fumbles_rec,0,,,,,
player,201511010kan,det,ReidCa00,fumbles_rec_yds,0,,,,,
player,201511010kan,det,ReidCa00,fumbles_rec_td,0,,,,,
player,201511010kan,det,ReidCa00,fumbles_forced,0,,,,,
player,201511010kan,kan,HousJu00,def_int,1,,,,,
player,201511010kan,kan,HousJu00,def_int_yds,-1,,,,,
player,201511010kan,kan,HousJu00,def_int_td,0,,,,,
player,201511010kan,kan,HousJu00,def_int_long,-1,,,,,
player,201511010kan,kan,HousJu00,pass_defended,1,,,,,
player,201511010kan,kan,HousJu00,sacks,1.5,,,,,
player,201511010kan,kan,HousJu00,tackles_combined,3,,,,,
player,201511010kan,kan,HousJu00,tackles_solo,2,,,,,
player,201511010kan,kan,HousJu00,tackles_assists,1,,,,,
player,201511010kan,kan,HousJu00,tackles_loss,1,,,,,
player,201511010kan,kan,HousJu00,qb_hits,2,,,,,
player,201511010kan,kan,HousJu00,fumbles_rec,0,,,,,
player,201511010kan,kan,HousJu00,fumbles_rec_yds,0,,,,,
player,201511010kan,kan,HousJu00,fumbles_rec_td,0,,,,,
player,201511010kan,kan,HousJu00,fumbles_forced,0,,,,,
player,201511010kan,kan,SmitSe99,def_int,1,,,,,
player,201511010kan,kan,SmitSe99,def_int_yds,0,,,,,
player,201511010kan,kan,SmitSe99,def_int_td,0,,,,,
player,201511010kan,kan,SmitSe99,def_int_long,0,,,,,
player,201511010kan,kan,SmitSe99,pass_defended,3,,,,,
player,201511010kan,kan,SmitSe99,sacks,0.0,,,,,
player,201511010kan,kan,SmitSe99,tackles_combined,5,,,,,
player,201511010kan,kan,SmitSe99,tackles_solo,5,,,,,
player,201511010kan,kan,SmitSe99,tackles_assists,0,,,,,
player,201511010kan,kan,SmitSe99,tackles_loss,0,,,,,
player,201511010kan,kan,SmitSe99,qb_hits,0,,,,,
player,201511010kan,kan,SmitSe99,fumbles_rec,0,,,,,
player,201511010kan,kan,SmitSe99,fumbles_rec_yds,0,,,,,
player,201511010kan,kan,SmitSe99,fumbles_rec_td,0,,,,,
player,201511010kan,kan,SmitSe99,fumbles_forced,0,,,,,
player,201511010kan,kan,ParkRo01,def_int,0,,,,,
player,201511010kan,kan,ParkRo01,def_int_yds,0,,,,,
player,201511010kan,kan,ParkRo01,def_int_td,0,,,,,
player,201511010kan,kan,ParkRo01,def_int_long,0,,,,,
player,201511010kan,kan,ParkRo01,pass_defended,2,,,,,
player,201511010kan,kan,ParkRo01,sacks,2.0,,,,,
player,201511010kan,kan,ParkRo01,tackles_combined,4,,,,,
player,201511010kan,kan,ParkRo01,tackles_solo,4,,,,,
player,201511010kan,kan,ParkRo01,tackles_assists,0,,,,,
player,201511010kan,kan,ParkRo01,tackles_loss,2,,,,,
player,201511010kan,kan,ParkRo01,qb_hits,2,,,,,
player,201511010kan,kan,ParkRo01,fumbles_rec,0,,,,,
player,201511010kan,kan,ParkRo01,fumbles_rec_yds,0,,,,,
player,201511010kan,kan,ParkRo01,fumbles_rec_td,0,,,,,
player,201511010kan,kan,ParkRo01,fumbles_forced,0,,,,,
player,201511010kan,kan,JohnDe25,def_int,0,,,,,
player,201511010kan,kan,JohnDe25,def_int_yds,0,,,,,
player,201511010kan,kan,JohnDe25,def_int_td,0,,,,,
player,201511010kan,kan,JohnDe25,def_int_long,0,,,,,
player,201511010kan,kan,JohnDe25,pass_defended,0,,,,,
player,201511010kan,kan,JohnDe25,sacks,1.0,,,,,
player,201511010kan,kan,JohnDe25,tackles_combined,5,,,,,
player,201511010kan,kan,JohnDe25,tackles_solo,5,,,,,
player,201511010kan,kan,JohnDe25,tackles_assists,0,,,,,
player,201511010kan,kan,JohnDe25,tackles_loss,1,,,,,
player,201511010kan,kan,JohnDe25,qb_hits,1,,,,,
player,201511010kan,kan,JohnDe25,fumbles_rec,0,,,,,
player,201511010kan,kan,JohnDe25,fumbles_rec_yds,0,,,,,
player,201511010kan,kan,JohnDe25,fumbles_rec_td,0,,,,,
player,201511010kan,kan,JohnDe25,fumbles_forced,0,,,,,
player,201511010kan,kan,PoexDo00,def_int,0,,,,,
player,201511010kan,kan,PoexDo00,def_int_yds,0,,,,,
player,201511010kan,kan,PoexDo00,def_int_td,0,,,,,
player,201511010kan,kan,PoexDo00,def_int_long,0,,,,,
player,201511010kan,kan,PoexDo00,pass_defended,0,,,,,
player,201511010kan,kan,PoexDo00,sacks,1.0,,,,,
player,201511010kan,kan,PoexDo00,tackles_combined,3,,,,,
player,201511010kan,kan,PoexDo00,tackles_solo,3,,,,,
player,201511010kan,kan,PoexDo00,tackles_assists,0,,,,,
player,201511010kan,kan,PoexDo00,tackles_loss,1,,,,,
player,201511010kan,kan,PoexDo00,qb_hits,1,,,,,
player,201511010kan,kan,PoexDo00,fumbles_rec,0,,,,,
player,201511010kan,kan,PoexDo00,fumbles_rec_yds,0,,,,,
player,201511010kan,kan,PoexDo00,fumbles_rec_td,0,,,,,
player,201511010kan,kan,PoexDo00,fumbles_forced,0,,,,,
player,201511010kan,kan,HaliTa20,def_int,0,,,,,
player,201511010kan,kan,HaliTa20,def_int_yds,0,,,,,
player,201511010kan,kan,HaliTa20,def_int_td,0,,,,,
player,201511010kan,kan,HaliTa20,def_int_long,0,,,,,
player,201511010kan,kan,HaliTa20,pass_defended,0,,,,,
player,201511010kan,kan,HaliTa20,sacks,0.5,,,,,
player,201511010kan,kan,HaliTa20,tackles_combined,2,,,,,
player,201511010kan,kan,HaliTa20,tackles_solo,0,,,,,
player,201511010kan,kan,HaliTa20,tackles_assists,2,,,,,
player,201511010kan,kan,HaliTa20,tackles_loss,0,,,,,
player,201511010kan,kan,HaliTa20,qb_hits,2,,,,,
player,201511010kan,kan,HaliTa20,fumbles_rec,0,,,,,
player,201511010kan,kan,HaliTa20,fumbles_rec_yds,0,,,,,
player,201511010kan,kan,HaliTa20,fumbles_rec_td,0,,,,,
player,201511010kan,kan,HaliTa20,fumbles_forced,0,,,,,
player,201511010kan,kan,AbduHu99,def_int,0,,,,,
player,201511010kan,kan,AbduHu99,def_int_yds,0,,,,,
player,201511010kan,kan,AbduHu99,def_int_td,0,,,,,
player,201511010kan,kan,AbduHu99,def_int_long,0,,,,,
player,201511010kan,kan,AbduHu99,pass_defended,1,,,,,
player,201511010kan,kan,AbduHu99,sacks,0.0,,,,,
player,201511010kan,kan,AbduHu99,tackles_combined,5,,,,,
player,201511010kan,kan,AbduHu99,tackles_solo,5,,,,,
player,201511010kan,kan,AbduHu99,tackles_assists,0,,,,,
player,201511010kan,kan,AbduHu99,tackles_loss,0,,,,,
player,201511010kan,kan,AbduHu99,qb_hits,0,,,,,
player,201511010kan,kan,AbduHu99,fumbles_rec,0,,,,,
player,201511010kan,kan,AbduHu99,fumbles_rec_yds,0,,,,,
player,201511010kan,kan,AbduHu99,fumbles_rec_td,0,,,,,
player,201511010kan,kan,AbduHu99,fumbles_forced,0,,,,,
player,201511010kan,kan,BranTy99,def_int,0,,,,,
player,201511010kan,kan,BranTy99,def_int_yds,0,,,,,
player,201511010kan,kan,BranTy99,def_int_td,0,,,,,
player,201511010kan,kan,BranTy99,def_int_long,0,,,,,
player,201511010kan,kan,BranTy99,pass_defended,0,,,,,
player,201511010kan,kan,BranTy99,sacks,0.0,,,,,
player,201511010kan,kan,BranTy99,tackles_combined,5,,,,,
player,201511010kan,kan,BranTy99,tackles_solo,4,,,,,
player,201511010kan,kan,BranTy99,tackles_assists,1,,,,,
player,201511010kan,kan,BranTy99,tackles_loss,0,,,,,
player,201511010kan,kan,BranTy99,qb_hits,0,,,,,
player,201511010kan,kan,BranTy99,fumbles_rec,0,,,,,
player,201511010kan,kan,BranTy99,fumbles_rec_yds,0,,,,,
player,201511010kan,kan,BranTy99,fumbles_rec_td,0,,,,,
player,201511010kan,kan,BranTy99,fumbles_forced,0,,,,,
player,201511010kan,kan,BerrEr99,def_int,0,,,,,
player,201511010kan,kan,BerrEr99,def_int_yds,0,,,,,
player,201511010kan,kan,BerrEr99,def_int_td,0,,,,,
player,201511010kan,kan,BerrEr99,def_int_long,0,,,,,
player,201511010kan,kan,BerrEr99,pass_defended,0,,,,,
player,201511010kan,kan,BerrEr99,sacks,0.0,,,,,
player,201511010kan,kan,BerrEr99,tackles_combined,3,,,,,
player,201511010kan,kan,BerrEr99,tackles_solo,3,,,,,
player,201511010kan,kan,BerrEr99,tackles_assists,0,,,,,
player,201511010kan,kan,BerrEr99,tackles_loss,0,,,,,
player,201511010kan,kan,BerrEr99,qb_hits,0,,,,,
player,201511010kan,kan,BerrEr99,fumbles_rec,0,,,,,
player,201511010kan,kan,BerrEr99,fumbles_rec_yds,0,,,,,
