game,2015,9,20151109,201511090sdg,chi,"Chicago Bears",22,sdg,"San Diego Chargers",19
player,201511090sdg,sdg,RobiPa99,sacks,0.0,,,,,
player,201511090sdg,sdg,RobiPa99,tackles_combined,2,,,,,
player,201511090sdg,sdg,RobiPa99,tackles_solo,2,,,,,
player,201511090sdg,sdg,RobiPa99,tackles_assists,0,,,,,
player,201511090sdg,sdg,RobiPa99,tackles_loss,0,,,,,
player,201511090sdg,sdg,RobiPa99,qb_hits,0,,,,,
player,201511090sdg,sdg,RobiPa99,fumbles_rec,0,,,,,
player,201511090sdg,sdg,RobiPa99,fumbles_rec_yds,0,,,,,
player,201511090sdg,sdg,RobiPa99,fumbles_rec_td,0,,,,,
player,201511090sdg,sdg,RobiPa99,fumbles_forced,0,,,,,
player,201511090sdg,sdg,WilsJi00,def_int,0,,,,,
player,201511090sdg,sdg,WilsJi00,def_int_yds,0,,,,,
player,201511090sdg,sdg,WilsJi00,def_int_td,0,,,,,
player,201511090sdg,sdg,WilsJi00,def_int_long,0,,,,,
player,201511090sdg,sdg,WilsJi00,pass_defended,0,,,,,
player,201511090sdg,sdg,WilsJi00,sacks,0.0,,,,,
player,201511090sdg,sdg,WilsJi00,tackles_combined,2,,,,,
player,201511090sdg,sdg,WilsJi00,tackles_solo,2,,,,,
player,201511090sdg,sdg,WilsJi00,tackles_assists,0,,,,,
player,201511090sdg,sdg,WilsJi00,tackles_loss,0,,,,,
player,201511090sdg,sdg,WilsJi00,qb_hits,0,,,,,
player,201511090sdg,sdg,WilsJi00,fumbles_rec,0,,,,,
player,201511090sdg,sdg,WilsJi00,fumbles_rec_yds,0,,,,,
player,201511090sdg,sdg,WilsJi00,fumbles_rec_td,0,,,,,
player,201511090sdg,sdg,WilsJi00,fumbles_forced,0,,,,,
player,201511090sdg,sdg,BrowDo00,def_int,0,,,,,
player,201511090sdg,sdg,BrowDo00,def_int_yds,0,,,,,
player,201511090sdg,sdg,BrowDo00,def_int_td,0,,,,,
player,201511090sdg,sdg,BrowDo00,def_int_long,0,,,,,
player,201511090sdg,sdg,BrowDo00,pass_defended,0,,,,,
player,201511090sdg,sdg,BrowDo00,sacks,0.0,,,,,
player,201511090sdg,sdg,BrowDo00,tackles_combined,1,,,,,
player,201511090sdg,sdg,BrowDo00,tackles_solo,0,,,,,
player,201511090sdg,sdg,BrowDo00,tackles_assists,1,,,,,
player,201511090sdg,sdg,BrowDo00,tackles_loss,0,,,,,
player,201511090sdg,sdg,BrowDo00,qb_hits,0,,,,,
player,201511090sdg,sdg,BrowDo00,fumbles_rec,0,,,,,
player,201511090sdg,sdg,BrowDo00,fumbles_rec_yds,0,,,,,
player,201511090sdg,sdg,BrowDo00,fumbles_rec_td,0,,,,,
player,201511090sdg,sdg,BrowDo00,fumbles_forced,0,,,,,
player,201511090sdg,sdg,ButlDo99,def_int,0,,,,,
player,201511090sdg,sdg,ButlDo99,def_int_yds,0,,,,,
player,201511090sdg,sdg,ButlDo99,def_int_td,0,,,,,
player,201511090sdg,sdg,ButlDo99,def_int_long,0,,,,,
player,201511090sdg,sdg,ButlDo99,pass_defended,0,,,,,
player,201511090sdg,sdg,ButlDo99,sacks,0.0,,,,,
player,201511090sdg,sdg,ButlDo99,tackles_combined,1,,,,,
player,201511090sdg,sdg,ButlDo99,tackles_solo,1,,,,,
player,201511090sdg,sdg,ButlDo99,tackles_assists,0,,,,,
player,201511090sdg,sdg,ButlDo99,tackles_loss,0,,,,,
player,201511090sdg,sdg,ButlDo99,qb_hits,0,,,,,
player,201511090sdg,sdg,ButlDo99,fumbles_rec,0,,,,,
player,201511090sdg,sdg,ButlDo99,fumbles_rec_yds,0,,,,,
player,201511090sdg,sdg,ButlDo99,fumbles_rec_td,0,,,,,
player,201511090sdg,sdg,ButlDo99,fumbles_forced,0,,,,,
player,201511090sdg,sdg,DucrGr00,def_int,0,,,,,
player,201511090sdg,sdg,DucrGr00,def_int_yds,0,,,,,
player,201511090sdg,sdg,DucrGr00,def_int_td,0,,,,,
player,201511090sdg,sdg,DucrGr00,def_int_long,0,,,,,
player,201511090sdg,sdg,DucrGr00,pass_defended,0,,,,,
player,201511090sdg,sdg,DucrGr00,sacks,0.0,,,,,
player,201511090sdg,sdg,DucrGr00,tackles_combined,1,,,,,
player,201511090sdg,sdg,DucrGr00,tackles_solo,1,,,,,
player,201511090sdg,sdg,DucrGr00,tackles_assists,0,,,,,
player,201511090sdg,sdg,DucrGr00,tackles_loss,0,,,,,
player,201511090sdg,sdg,DucrGr00,qb_hits,0,,,,,
player,201511090sdg,sdg,DucrGr00,fumbles_rec,0,,,,,
player,201511090sdg,sdg,DucrGr00,fumbles_rec_yds,0,,,,,
player,201511090sdg,sdg,DucrGr00,fumbles_rec_td,0,,,,,
player,201511090sdg,sdg,DucrGr00,fumbles_forced,0,,,,,
player,201511090sdg,sdg,PhilJo00,def_int,0,,,,,
player,201511090sdg,sdg,PhilJo00,def_int_yds,0,,,,,
player,201511090sdg,sdg,PhilJo00,def_int_td,0,,,,,
player,201511090sdg,sdg,PhilJo00,def_int_long,0,,,,,
player,201511090sdg,sdg,PhilJo00,pass_defended,0,,,,,
player,201511090sdg,sdg,PhilJo00,sacks,0.0,,,,,
player,201511090sdg,sdg,PhilJo00,tackles_combined,1,,,,,
player,201511090sdg,sdg,PhilJo00,tackles_solo,1,,,,,
player,201511090sdg,sdg,PhilJo00,tackles_assists,0,,,,,
player,201511090sdg,sdg,PhilJo00,tackles_loss,0,,,,,
player,201511090sdg,sdg,PhilJo00,qb_hits,0,,,,,
player,201511090sdg,sdg,PhilJo00,fumbles_rec,0,,,,,
player,201511090sdg,sdg,PhilJo00,fumbles_rec_yds,0,,,,,
player,201511090sdg,sdg,PhilJo00,fumbles_rec_td,0,,,,,
player,201511090sdg,sdg,PhilJo00,fumbles_forced,0,,,,,
player,201511090sdg,sdg,SquaDa00,def_int,0,,,,,
player,201511090sdg,sdg,SquaDa00,def_int_yds,0,,,,,
player,201511090sdg,sdg,SquaDa00,def_int_td,0,,,,,
player,201511090sdg,sdg,SquaDa00,def_int_long,0,,,,,
player,201511090sdg,sdg,SquaDa00,pass_defended,0,,,,,
player,201511090sdg,sdg,SquaDa00,sacks,0.0,,,,,
player,201511090sdg,sdg,SquaDa00,tackles_combined,1,,,,,
player,201511090sdg,sdg,SquaDa00,tackles_solo,1,,,,,
player,201511090sdg,sdg,SquaDa00,tackles_assists,0,,,,,
player,201511090sdg,sdg,SquaDa00,tackles_loss,0,,,,,
player,201511090sdg,sdg,SquaDa00,qb_hits,0,,,,,
player,201511090sdg,sdg,SquaDa00,fumbles_rec,0,,,,,
player,201511090sdg,sdg,SquaDa00,fumbles_rec_yds,0,,,,,
player,201511090sdg,sdg,SquaDa00,fumbles_rec_td,0,,,,,
player,201511090sdg,sdg,SquaDa00,fumbles_forced,0,,,,,
player,201511090sdg,chi,MariMa00,kick_ret,1,,,,,
player,201511090sdg,chi,MariMa00,kick_ret_yds,30,,,,,
player,201511090sdg,chi,MariMa00,kick_ret_yds_per_ret,30.0,,,,,
player,201511090sdg,chi,MariMa00,kick_ret_td,0,,,,,
player,201511090sdg,chi,MariMa00,kick_ret_long,30,,,,,
player,201511090sdg,chi,MariMa00,punt_ret,2,,,,,
player,201511090sdg,chi,MariMa00,punt_ret_yds,22,,,,,
player,201511090sdg,chi,MariMa00,punt_ret_yds_per_ret,11.0,,,,,
player,201511090sdg,chi,MariMa00,punt_ret_td,0,,,,,
player,201511090sdg,chi,MariMa00,punt_ret_long,12,,,,,
player,201511090sdg,chi,CareKa00,kick_ret,1,,,,,
player,201511090sdg,chi,CareKa00,kick_ret_yds,16,,,,,
player,201511090sdg,chi,CareKa00,kick_ret_yds_per_ret,16.0,,,,,
player,201511090sdg,chi,CareKa00,kick_ret_td,0,,,,,
player,201511090sdg,chi,CareKa00,kick_ret_long,16,,,,,
player,201511090sdg,chi,CareKa00,punt_ret,0,,,,,
player,201511090sdg,chi,CareKa00,punt_ret_yds,0,,,,,
player,201511090sdg,chi,CareKa00,punt_ret_yds_per_ret,,,,,,
player,201511090sdg,chi,CareKa00,punt_ret_td,0,,,,,
player,201511090sdg,chi,CareKa00,punt_ret_long,0,,,,,
player,201511090sdg,sdg,HernJa00,kick_ret,1,,,,,
player,201511090sdg,sdg,HernJa00,kick_ret_yds,24,,,,,
player,201511090sdg,sdg,HernJa00,kick_ret_yds_per_ret,24.0,,,,,
player,201511090sdg,sdg,HernJa00,kick_ret_td,0,,,,,
player,201511090sdg,sdg,HernJa00,kick_ret_long,24,,,,,
player,201511090sdg,sdg,HernJa00,punt_ret,0,,,,,
player,201511090sdg,sdg,HernJa00,punt_ret_yds,0,,,,,
player,201511090sdg,sdg,HernJa00,punt_ret_yds_per_ret,,,,,,
player,201511090sdg,sdg,HernJa00,punt_ret_td,0,,,,,
player,201511090sdg,sdg,HernJa00,punt_ret_long,0,,,,,
player,201511090sdg,chi,gouldrob01,xpm,2,,,,,
player,201511090sdg,chi,gouldrob01,xpa,2,,,,,
player,201511090sdg,chi,gouldrob01,fgm,,,,,,
player,201511090sdg,chi,gouldrob01,fga,2,,,,,
player,201511090sdg,chi,gouldrob01,punt,0,,,,,
player,201511090sdg,chi,gouldrob01,punt_yds,0,,,,,
player,201511090sdg,chi,gouldrob01,punt_yds_per_punt,,,,,,
player,201511090sdg,chi,gouldrob01,punt_long,0,,,,,
player,201511090sdg,chi,ODonPa00,xpm,,,,,,
player,201511090sdg,chi,ODonPa00,xpa,,,,,,
player,201511090sdg,chi,ODonPa00,fgm,,,,,,
player,201511090sdg,chi,ODonPa00,fga,,,,,,
player,201511090sdg,chi,ODonPa00,punt,2,,,,,
player,201511090sdg,chi,ODonPa00,punt_yds,85,,,,,
player,201511090sdg,chi,ODonPa00,punt_yds_per_punt,42.5,,,,,
player,201511090sdg,chi,ODonPa00,punt_long,44,,,,,
player,201511090sdg,sdg,LambJo00,xpm,1,,,,,
player,201511090sdg,sdg,LambJo00,xpa,2,,,,,
player,201511090sdg,sdg,LambJo00,fgm,2,,,,,
player,201511090sdg,sdg,LambJo00,fga,2,,,,,
player,201511090sdg,sdg,LambJo00,punt,0,,,,,
player,201511090sdg,sdg,LambJo00,punt_yds,0,,,,,
player,201511090sdg,sdg,LambJo00,punt_yds_per_punt,,,,,,
player,201511090sdg,sdg,LambJo00,punt_long,0,,,,,
player,201511090sdg,sdg,ScifMi20,xpm,,,,,,
player,201511090sdg,sdg,ScifMi20,xpa,,,,,,
player,201511090sdg,sdg,ScifMi20,fgm,,,,,,
player,201511090sdg,sdg,ScifMi20,fga,,,,,,
player,201511090sdg,sdg,ScifMi20,punt,4,,,,,
player,201511090sdg,sdg,ScifMi20,punt_yds,159,,,,,
player,201511090sdg,sdg,ScifMi20,punt_yds_per_punt,39.8,,,,,
player,201511090sdg,sdg,ScifMi20,punt_long,49,,,,,
player,201511090sdg,sdg,WiggKe00,pos,T,,,,,
player,201511090sdg,sdg,WiggKe00,offense,71,,,,,
player,201511090sdg,sdg,WiggKe00,off_pct,100%,,,,,
player,201511090sdg,sdg,WiggKe00,defense,0,,,,,
player,201511090sdg,sdg,WiggKe00,def_pct,0%,,,,,
player,201511090sdg,sdg,WiggKe00,special_teams,12,,,,,
player,201511090sdg,sdg,WiggKe00,st_pct,52%,,,,,
player,201511090sdg,sdg,HairCh00,pos,T,,,,,
player,201511090sdg,sdg,HairCh00,offense,71,,,,,
player,201511090sdg,sdg,HairCh00,off_pct,100%,,,,,
player,201511090sdg,sdg,HairCh00,defense,0,,,,,
player,201511090sdg,sdg,HairCh00,def_pct,0%,,,,,
player,201511090sdg,sdg,HairCh00,special_teams,4,,,,,
player,201511090sdg,sdg,HairCh00,st_pct,17%,,,,,
player,201511090sdg,sdg,RobiTr01,pos,C,,,,,
player,201511090sdg,sdg,RobiTr01,offense,71,,,,,
player,201511090sdg,sdg,RobiTr01,off_pct,100%,,,,,
player,201511090sdg,sdg,RobiTr01,defense,0,,,,,
player,201511090sdg,sdg,RobiTr01,def_pct,0%,,,,,
player,201511090sdg,sdg,RobiTr01,special_teams,4,,,,,
player,201511090sdg,sdg,RobiTr01,st_pct,17%,,,,,
player,201511090sdg,sdg,BarkJo00,pos,T,,,,,
player,201511090sdg,sdg,BarkJo00,offense,71,,,,,
player,201511090sdg,sdg,BarkJo00,off_pct,100%,,,,,
player,201511090sdg,sdg,BarkJo00,defense,0,,,,,
player,201511090sdg,sdg,BarkJo00,def_pct,0%,,,,,
player,201511090sdg,sdg,BarkJo00,special_teams,3,,,,,
player,201511090sdg,sdg,BarkJo00,st_pct,13%,,,,,
player,201511090sdg,sdg,FlukDJ00,pos,G,,,,,
player,201511090sdg,sdg,FlukDJ00,offense,71,,,,,
player,201511090sdg,sdg,FlukDJ00,off_pct,100%,,,,,
player,201511090sdg,sdg,FlukDJ00,defense,0,,,,,
player,201511090sdg,sdg,FlukDJ00,def_pct,0%,,,,,
player,201511090sdg,sdg,FlukDJ00,special_teams,1,,,,,
player,201511090sdg,sdg,FlukDJ00,st_pct,4%,,,,,
player,201511090sdg,sdg,JohnSt00,pos,WR,,,,,
player,201511090sdg,sdg,JohnSt00,offense,71,,,,,
player,201511090sdg,sdg,JohnSt00,off_pct,100%,,,,,
player,201511090sdg,sdg,JohnSt00,defense,0,,,,,
player,201511090sdg,sdg,JohnSt00,def_pct,0%,,,,,
player,201511090sdg,sdg,JohnSt00,special_teams,0,,,,,
player,201511090sdg,sdg,JohnSt00,st_pct,0%,,,,,
player,201511090sdg,sdg,RivePh00,pos,QB,,,,,
player,201511090sdg,sdg,RivePh00,offense,71,,,,,
player,201511090sdg,sdg,RivePh00,off_pct,100%,,,,,
player,201511090sdg,sdg,RivePh00,defense,0,,,,,
player,201511090sdg,sdg,RivePh00,def_pct,0%,,,,,
player,201511090sdg,sdg,RivePh00,special_teams,0,,,,,
player,201511090sdg,sdg,RivePh00,st_pct,0%,,,,,
player,201511090sdg,sdg,InmaDo00,pos,WR,,,,,
player,201511090sdg,sdg,InmaDo00,offense,70,,,,,
player,201511090sdg,sdg,InmaDo00,off_pct,99%,,,,,
player,201511090sdg,sdg,InmaDo00,defense,0,,,,,
player,201511090sdg,sdg,InmaDo00,def_pct,0%,,,,,
player,201511090sdg,sdg,InmaDo00,special_teams,1,,,,,
player,201511090sdg,sdg,InmaDo00,st_pct,4%,,,,,
player,201511090sdg,sdg,GateAn00,pos,TE,,,,,
player,201511090sdg,sdg,GateAn00,offense,64,,,,,
player,201511090sdg,sdg,GateAn00,off_pct,90%,,,,,
player,201511090sdg,sdg,GateAn00,defense,0,,,,,
player,201511090sdg,sdg,GateAn00,def_pct,0%,,,,,
player,201511090sdg,sdg,GateAn00,special_teams,0,,,,,
player,201511090sdg,sdg,GateAn00,st_pct,0%,,,,,
player,201511090sdg,sdg,HernJa00,pos,WR,,,,,
player,201511090sdg,sdg,HernJa00,offense,52,,,,,
player,201511090sdg,sdg,HernJa00,off_pct,73%,,,,,
player,201511090sdg,sdg,HernJa00,defense,0,,,,,
player,201511090sdg,sdg,HernJa00,def_pct,0%,,,,,
player,201511090sdg,sdg,HernJa00,special_teams,9,,,,,
player,201511090sdg,sdg,HernJa00,st_pct,39%,,,,,
player,201511090sdg,sdg,WoodDa02,pos,RB,,,,,
player,201511090sdg,sdg,WoodDa02,offense,41,,,,,
player,201511090sdg,sdg,WoodDa02,off_pct,58%,,,,,
player,201511090sdg,sdg,WoodDa02,defense,0,,,,,
player,201511090sdg,sdg,WoodDa02,def_pct,0%,,,,,
player,201511090sdg,sdg,WoodDa02,special_teams,4,,,,,
player,201511090sdg,sdg,WoodDa02,st_pct,17%,,,,,
player,201511090sdg,sdg,GordMe00,pos,RB,,,,,
player,201511090sdg,sdg,GordMe00,offense,27,,,,,
player,201511090sdg,sdg,GordMe00,off_pct,38%,,,,,
player,201511090sdg,sdg,GordMe00,defense,0,,,,,
player,201511090sdg,sdg,GordMe00,def_pct,0%,,,,,
player,201511090sdg,sdg,GordMe00,special_teams,0,,,,,
player,201511090sdg,sdg,GordMe00,st_pct,0%,,,,,
player,201511090sdg,sdg,FloyMa00,pos,WR,,,,,
player,201511090sdg,sdg,FloyMa00,offense,17,,,,,
player,201511090sdg,sdg,FloyMa00,off_pct,24%,,,,,
player,201511090sdg,sdg,FloyMa00,defense,0,,,,,
player,201511090sdg,sdg,FloyMa00,def_pct,0%,,,,,
player,201511090sdg,sdg,FloyMa00,special_teams,0,,,,,
player,201511090sdg,sdg,FloyMa00,st_pct,0%,,,,,
player,201511090sdg,sdg,PhilJo00,pos,TE,,,,,
player,201511090sdg,sdg,PhilJo00,offense,5,,,,,
player,201511090sdg,sdg,PhilJo00,off_pct,7%,,,,,
player,201511090sdg,sdg,PhilJo00,defense,0,,,,,
player,201511090sdg,sdg,PhilJo00,def_pct,0%,,,,,
player,201511090sdg,sdg,PhilJo00,special_teams,18,,,,,
player,201511090sdg,sdg,PhilJo00,st_pct,78%,,,,,
player,201511090sdg,sdg,BrowDo00,pos,RB,,,,,
player,201511090sdg,sdg,BrowDo00,offense,5,,,,,
player,201511090sdg,sdg,BrowDo00,off_pct,7%,,,,,
player,201511090sdg,sdg,BrowDo00,defense,0,,,,,
player,201511090sdg,sdg,BrowDo00,def_pct,0%,,,,,
player,201511090sdg,sdg,BrowDo00,special_teams,11,,,,,
player,201511090sdg,sdg,BrowDo00,st_pct,48%,,,,,
player,201511090sdg,sdg,JohnDa05,pos,TE,,,,,
player,201511090sdg,sdg,JohnDa05,offense,3,,,,,
player,201511090sdg,sdg,JohnDa05,off_pct,4%,,,,,
player,201511090sdg,sdg,JohnDa05,defense,0,,,,,
player,201511090sdg,sdg,JohnDa05,def_pct,0%,,,,,
player,201511090sdg,sdg,JohnDa05,special_teams,0,,,,,
player,201511090sdg,sdg,JohnDa05,st_pct,0%,,,,,
player,201511090sdg,sdg,IngrMe00,pos,LB,,,,,
player,201511090sdg,sdg,IngrMe00,offense,0,,,,,
player,201511090sdg,sdg,IngrMe00,off_pct,0%,,,,,
player,201511090sdg,sdg,IngrMe00,defense,72,,,,,
player,201511090sdg,sdg,IngrMe00,def_pct,100%,,,,,
player,201511090sdg,sdg,IngrMe00,special_teams,4,,,,,
player,201511090sdg,sdg,IngrMe00,st_pct,17%,,,,,
player,201511090sdg,sdg,AddaJa00,pos,SS,,,,,
player,201511090sdg,sdg,AddaJa00,offense,0,,,,,
player,201511090sdg,sdg,AddaJa00,off_pct,0%,,,,,
player,201511090sdg,sdg,AddaJa00,defense,72,,,,,
player,201511090sdg,sdg,AddaJa00,def_pct,100%,,,,,
player,201511090sdg,sdg,AddaJa00,special_teams,4,,,,,
player,201511090sdg,sdg,AddaJa00,st_pct,17%,,,,,
player,201511090sdg,sdg,WeddEr99,pos,FS,,,,,
player,201511090sdg,sdg,WeddEr99,offense,0,,,,,
player,201511090sdg,sdg,WeddEr99,off_pct,0%,,,,,
player,201511090sdg,sdg,WeddEr99,defense,72,,,,,
player,201511090sdg,sdg,WeddEr99,def_pct,100%,,,,,
player,201511090sdg,sdg,WeddEr99,special_teams,0,,,,,
player,201511090sdg,sdg,WeddEr99,st_pct,0%,,,,,
player,201511090sdg,sdg,ButlDo99,pos,LB,,,,,
player,201511090sdg,sdg,ButlDo99,offense,0,,,,,
player,201511090sdg,sdg,ButlDo99,off_pct,0%,,,,,
player,201511090sdg,sdg,ButlDo99,defense,70,,,,,
player,201511090sdg,sdg,ButlDo99,def_pct,97%,,,,,
player,201511090sdg,sdg,ButlDo99,special_teams,8,,,,,
player,201511090sdg,sdg,ButlDo99,st_pct,35%,,,,,
player,201511090sdg,sdg,FlowBr99,pos,CB,,,,,
player,201511090sdg,sdg,FlowBr99,offense,0,,,,,
player,201511090sdg,sdg,FlowBr99,off_pct,0%,,,,,
player,201511090sdg,sdg,FlowBr99,defense,70,,,,,
player,201511090sdg,sdg,FlowBr99,def_pct,97%,,,,,
player,201511090sdg,sdg,FlowBr99,special_teams,4,,,,,
player,201511090sdg,sdg,FlowBr99,st_pct,17%,,,,,
player,201511090sdg,sdg,ConnKa99,pos,LB,,,,,
player,201511090sdg,sdg,ConnKa99,offense,0,,,,,
player,201511090sdg,sdg,ConnKa99,off_pct,0%,,,,,
player,201511090sdg,sdg,ConnKa99,defense,66,,,,,
player,201511090sdg,sdg,ConnKa99,def_pct,92%,,,,,
player,201511090sdg,sdg,ConnKa99,special_teams,4,,,,,
player,201511090sdg,sdg,ConnKa99,st_pct,17%,,,,,
player,201511090sdg,sdg,AttaJe00,pos,LB,,,,,
player,201511090sdg,sdg,AttaJe00,offense,0,,,,,
player,201511090sdg,sdg,AttaJe00,off_pct,0%,,,,,
player,201511090sdg,sdg,AttaJe00,defense,60,,,,,
player,201511090sdg,sdg,AttaJe00,def_pct,83%,,,,,
player,201511090sdg,sdg,AttaJe00,special_teams,8,,,,,
player,201511090sdg,sdg,AttaJe00,st_pct,35%,,,,,
player,201511090sdg,sdg,WillSt02,pos,CB,,,,,
player,201511090sdg,sdg,WillSt02,offense,0,,,,,
player,201511090sdg,sdg,WillSt02,off_pct,0%,,,,,
player,201511090sdg,sdg,WillSt02,defense,47,,,,,
player,201511090sdg,sdg,WillSt02,def_pct,65%,,,,,
player,201511090sdg,sdg,WillSt02,special_teams,6,,,,,
player,201511090sdg,sdg,WillSt02,st_pct,26%,,,,,
player,201511090sdg,sdg,MathRi99,pos,DT,,,,,
player,201511090sdg,sdg,MathRi99,offense,0,,,,,
player,201511090sdg,sdg,MathRi99,off_pct,0%,,,,,
player,201511090sdg,sdg,MathRi99,defense,45,,,,,
player,201511090sdg,sdg,MathRi99,def_pct,62%,,,,,
player,201511090sdg,sdg,MathRi99,special_teams,4,,,,,
player,201511090sdg,sdg,MathRi99,st_pct,17%,,,,,
player,201511090sdg,sdg,ReyeKe00,pos,DE,,,,,
player,201511090sdg,sdg,ReyeKe00,offense,0,,,,,
player,201511090sdg,sdg,ReyeKe00,off_pct,0%,,,,,
player,201511090sdg,sdg,ReyeKe00,defense,45,,,,,
player,201511090sdg,sdg,ReyeKe00,def_pct,62%,,,,,
player,201511090sdg,sdg,ReyeKe00,special_teams,0,,,,,
player,201511090sdg,sdg,ReyeKe00,st_pct,0%,,,,,
player,201511090sdg,sdg,LissSe99,pos,NT,,,,,
player,201511090sdg,sdg,LissSe99,offense,0,,,,,
player,201511090sdg,sdg,LissSe99,off_pct,0%,,,,,
player,201511090sdg,sdg,LissSe99,defense,34,,,,,
player,201511090sdg,sdg,LissSe99,def_pct,47%,,,,,
player,201511090sdg,sdg,LissSe99,special_teams,5,,,,,
player,201511090sdg,sdg,LissSe99,st_pct,22%,,,,,
player,201511090sdg,sdg,MageCr00,pos,CB,,,,,
player,201511090sdg,sdg,MageCr00,offense,0,,,,,
player,201511090sdg,sdg,MageCr00,off_pct,0%,,,,,
player,201511090sdg,sdg,MageCr00,defense,34,,,,,
player,201511090sdg,sdg,MageCr00,def_pct,47%,,,,,
player,201511090sdg,sdg,MageCr00,special_teams,0,,,,,
player,201511090sdg,sdg,MageCr00,st_pct,0%,,,,,
player,201511090sdg,sdg,VerrJa00,pos,CB,,,,,
player,201511090sdg,sdg,VerrJa00,offense,0,,,,,
player,201511090sdg,sdg,VerrJa00,off_pct,0%,,,,,
player,201511090sdg,sdg,VerrJa00,defense,23,,,,,
player,201511090sdg,sdg,VerrJa00,def_pct,32%,,,,,
player,201511090sdg,sdg,VerrJa00,special_teams,0,,,,,
player,201511090sdg,sdg,VerrJa00,st_pct,0%,,,,,
player,201511090sdg,sdg,RobiPa99,pos,CB,,,,,
player,201511090sdg,sdg,RobiPa99,offense,0,,,,,
player,201511090sdg,sdg,RobiPa99,off_pct,0%,,,,,
player,201511090sdg,sdg,RobiPa99,defense,22,,,,,
player,201511090sdg,sdg,RobiPa99,def_pct,31%,,,,,
player,201511090sdg,sdg,RobiPa99,special_teams,2,,,,,
player,201511090sdg,sdg,RobiPa99,st_pct,9%,,,,,
player,201511090sdg,sdg,SquaDa00,pos,NT,,,,,
player,201511090sdg,sdg,SquaDa00,offense,0,,,,,
player,201511090sdg,sdg,SquaDa00,off_pct,0%,,,,,
player,201511090sdg,sdg,SquaDa00,defense,21,,,,,
player,201511090sdg,sdg,SquaDa00,def_pct,29%,,,,,
player,201511090sdg,sdg,SquaDa00,special_teams,5,,,,,
player,201511090sdg,sdg,SquaDa00,st_pct,22%,,,,,
player,201511090sdg,sdg,CarrRy00,pos,NT,,,,,
player,201511090sdg,sdg,CarrRy00,offense,0,,,,,
player,201511090sdg,sdg,CarrRy00,off_pct,0%,,,,,
player,201511090sdg,sdg,CarrRy00,defense,15,,,,,
player,201511090sdg,sdg,CarrRy00,def_pct,21%,,,,,
player,201511090sdg,sdg,CarrRy00,special_teams,5,,,,,
player,201511090sdg,sdg,CarrRy00,st_pct,22%,,,,,
player,201511090sdg,sdg,EmanKy00,pos,LB,,,,,
player,201511090sdg,sdg,EmanKy00,offense,0,,,,,
player,201511090sdg,sdg,EmanKy00,off_pct,0%,,,,,
player,201511090sdg,sdg,EmanKy00,defense,8,,,,,
player,201511090sdg,sdg,EmanKy00,def_pct,11%,,,,,
player,201511090sdg,sdg,EmanKy00,special_teams,15,,,,,
player,201511090sdg,sdg,EmanKy00,st_pct,65%,,,,,
player,201511090sdg,sdg,WilsJi00,pos,SS,,,,,
player,201511090sdg,sdg,WilsJi00,offense,0,,,,,
player,201511090sdg,sdg,WilsJi00,off_pct,0%,,,,,
player,201511090sdg,sdg,WilsJi00,defense,8,,,,,
player,201511090sdg,sdg,WilsJi00,def_pct,11%,,,,,
player,201511090sdg,sdg,WilsJi00,special_teams,14,,,,,
player,201511090sdg,sdg,WilsJi00,st_pct,61%,,,,,
player,201511090sdg,sdg,LawxCo00,pos,LB,,,,,
player,201511090sdg,sdg,LawxCo00,offense,0,,,,,
player,201511090sdg,sdg,LawxCo00,off_pct,0%,,,,,
player,201511090sdg,sdg,LawxCo00,defense,4,,,,,
player,201511090sdg,sdg,LawxCo00,def_pct,6%,,,,,
player,201511090sdg,sdg,LawxCo00,special_teams,11,,,,,
player,201511090sdg,sdg,LawxCo00,st_pct,48%,,,,,
player,201511090sdg,sdg,DzubNi00,pos,LB,,,,,
player,201511090sdg,sdg,DzubNi00,offense,0,,,,,
player,201511090sdg,sdg,DzubNi00,off_pct,0%,,,,,
player,201511090sdg,sdg,DzubNi00,defense,2,,,,,
player,201511090sdg,sdg,DzubNi00,def_pct,3%,,,,,
player,201511090sdg,sdg,DzubNi00,special_teams,15,,,,,
player,201511090sdg,sdg,DzubNi00,st_pct,65%,,,,,
player,201511090sdg,sdg,PhilAd00,pos,S,,,,,
player,201511090sdg,sdg,PhilAd00,offense,0,,,,,
player,201511090sdg,sdg,PhilAd00,off_pct,0%,,,,,
player,201511090sdg,sdg,PhilAd00,defense,2,,,,,
player,201511090sdg,sdg,PhilAd00,def_pct,3%,,,,,
player,201511090sdg,sdg,PhilAd00,special_teams,11,,,,,
player,201511090sdg,sdg,PhilAd00,st_pct,48%,,,,,
player,201511090sdg,sdg,DucrGr00,pos,CB,,,,,
player,201511090sdg,sdg,DucrGr00,offense,0,,,,,
player,201511090sdg,sdg,DucrGr00,off_pct,0%,,,,,
player,201511090sdg,sdg,DucrGr00,defense,0,,,,,
player,201511090sdg,sdg,DucrGr00,def_pct,0%,,,,,
player,201511090sdg,sdg,DucrGr00,special_teams,14,,,,,
player,201511090sdg,sdg,DucrGr00,st_pct,61%,,,,,
player,201511090sdg,sdg,MaysJo99,pos,LB,,,,,
player,201511090sdg,sdg,MaysJo99,offense,0,,,,,
player,201511090sdg,sdg,MaysJo99,off_pct,0%,,,,,
player,201511090sdg,sdg,MaysJo99,defense,0,,,,,
