game,2015,4,20151004,201510040chi,rai,"Oakland Raiders",20,chi,"Chicago Bears",22
player,201510040chi,chi,MariMa00,rec,0,,,,,
player,201510040chi,chi,MariMa00,rec_yds,0,,,,,
player,201510040chi,chi,MariMa00,rec_td,0,,,,,
player,201510040chi,chi,MariMa00,rec_long,0,,,,,
player,201510040chi,chi,MariMa00,fumbles,0,,,,,
player,201510040chi,chi,MariMa00,fumbles_lost,0,,,,,
player,201510040chi,chi,BellJo02,pass_cmp,0,,,,,
player,201510040chi,chi,BellJo02,pass_att,0,,,,,
player,201510040chi,chi,BellJo02,pass_yds,0,,,,,
player,201510040chi,chi,BellJo02,pass_td,0,,,,,
player,201510040chi,chi,BellJo02,pass_int,0,,,,,
player,201510040chi,chi,BellJo02,pass_sacked,0,,,,,
player,201510040chi,chi,BellJo02,pass_sacked_yds,0,,,,,
player,201510040chi,chi,BellJo02,pass_long,0,,,,,
player,201510040chi,chi,BellJo02,pass_rating,,,,,,
player,201510040chi,chi,BellJo02,rush_att,0,,,,,
player,201510040chi,chi,BellJo02,rush_yds,0,,,,,
player,201510040chi,chi,BellJo02,rush_td,0,,,,,
player,201510040chi,chi,BellJo02,rush_long,0,,,,,
player,201510040chi,chi,BellJo02,targets,3,,,,,
player,201510040chi,chi,BellJo02,rec,0,,,,,
player,201510040chi,chi,BellJo02,rec_yds,0,,,,,
player,201510040chi,chi,BellJo02,rec_td,0,,,,,
player,201510040chi,chi,BellJo02,rec_long,0,,,,,
player,201510040chi,chi,BellJo02,fumbles,0,,,,,
player,201510040chi,chi,BellJo02,fumbles_lost,0,,,,,
player,201510040chi,rai,WoodCh00,def_int,1,,,,,
player,201510040chi,rai,WoodCh00,def_int_yds,11,,,,,
player,201510040chi,rai,WoodCh00,def_int_td,0,,,,,
player,201510040chi,rai,WoodCh00,def_int_long,11,,,,,
player,201510040chi,rai,WoodCh00,pass_defended,1,,,,,
player,201510040chi,rai,WoodCh00,sacks,0.0,,,,,
player,201510040chi,rai,WoodCh00,tackles_combined,5,,,,,
player,201510040chi,rai,WoodCh00,tackles_solo,5,,,,,
player,201510040chi,rai,WoodCh00,tackles_assists,0,,,,,
player,201510040chi,rai,WoodCh00,tackles_loss,0,,,,,
player,201510040chi,rai,WoodCh00,qb_hits,0,,,,,
player,201510040chi,rai,WoodCh00,fumbles_rec,0,,,,,
player,201510040chi,rai,WoodCh00,fumbles_rec_yds,0,,,,,
player,201510040chi,rai,WoodCh00,fumbles_rec_td,0,,,,,
player,201510040chi,rai,WoodCh00,fumbles_forced,0,,,,,
player,201510040chi,rai,SmitAl04,def_int,0,,,,,
player,201510040chi,rai,SmitAl04,def_int_yds,0,,,,,
player,201510040chi,rai,SmitAl04,def_int_td,0,,,,,
player,201510040chi,rai,SmitAl04,def_int_long,0,,,,,
player,201510040chi,rai,SmitAl04,pass_defended,1,,,,,
player,201510040chi,rai,SmitAl04,sacks,1.0,,,,,
player,201510040chi,rai,SmitAl04,tackles_combined,6,,,,,
player,201510040chi,rai,SmitAl04,tackles_solo,6,,,,,
player,201510040chi,rai,SmitAl04,tackles_assists,0,,,,,
player,201510040chi,rai,SmitAl04,tackles_loss,1,,,,,
player,201510040chi,rai,SmitAl04,qb_hits,1,,,,,
player,201510040chi,rai,SmitAl04,fumbles_rec,0,,,,,
player,201510040chi,rai,SmitAl04,fumbles_rec_yds,0,,,,,
player,201510040chi,rai,SmitAl04,fumbles_rec_td,0,,,,,
player,201510040chi,rai,SmitAl04,fumbles_forced,0,,,,,
player,201510040chi,rai,MackKh00,def_int,0,,,,,
player,201510040chi,rai,MackKh00,def_int_yds,0,,,,,
player,201510040chi,rai,MackKh00,def_int_td,0,,,,,
player,201510040chi,rai,MackKh00,def_int_long,0,,,,,
player,201510040chi,rai,MackKh00,pass_defended,1,,,,,
player,201510040chi,rai,MackKh00,sacks,1.0,,,,,
player,201510040chi,rai,MackKh00,tackles_combined,4,,,,,
player,201510040chi,rai,MackKh00,tackles_solo,4,,,,,
player,201510040chi,rai,MackKh00,tackles_assists,0,,,,,
player,201510040chi,rai,MackKh00,tackles_loss,1,,,,,
player,201510040chi,rai,MackKh00,qb_hits,1,,,,,
player,201510040chi,rai,MackKh00,fumbles_rec,0,,,,,
player,201510040chi,rai,MackKh00,fumbles_rec_yds,0,,,,,
player,201510040chi,rai,MackKh00,fumbles_rec_td,0,,,,,
player,201510040chi,rai,MackKh00,fumbles_forced,0,,,,,
player,201510040chi,rai,TuckJu20,def_int,0,,,,,
player,201510040chi,rai,TuckJu20,def_int_yds,0,,,,,
player,201510040chi,rai,TuckJu20,def_int_td,0,,,,,
player,201510040chi,rai,TuckJu20,def_int_long,0,,,,,
player,201510040chi,rai,TuckJu20,pass_defended,0,,,,,
player,201510040chi,rai,TuckJu20,sacks,1.0,,,,,
player,201510040chi,rai,TuckJu20,tackles_combined,2,,,,,
player,201510040chi,rai,TuckJu20,tackles_solo,2,,,,,
player,201510040chi,rai,TuckJu20,tackles_assists,0,,,,,
player,201510040chi,rai,TuckJu20,tackles_loss,2,,,,,
player,201510040chi,rai,TuckJu20,qb_hits,1,,,,,
player,201510040chi,rai,TuckJu20,fumbles_rec,0,,,,,
player,201510040chi,rai,TuckJu20,fumbles_rec_yds,0,,,,,
player,201510040chi,rai,TuckJu20,fumbles_rec_td,0,,,,,
player,201510040chi,rai,TuckJu20,fumbles_forced,0,,,,,
player,201510040chi,rai,SmitMa02,def_int,0,,,,,
player,201510040chi,rai,SmitMa02,def_int_yds,0,,,,,
player,201510040chi,rai,SmitMa02,def_int_td,0,,,,,
player,201510040chi,rai,SmitMa02,def_int_long,0,,,,,
player,201510040chi,rai,SmitMa02,pass_defended,0,,,,,
player,201510040chi,rai,SmitMa02,sacks,0.0,,,,,
player,201510040chi,rai,SmitMa02,tackles_combined,9,,,,,
player,201510040chi,rai,SmitMa02,tackles_solo,8,,,,,
player,201510040chi,rai,SmitMa02,tackles_assists,1,,,,,
player,201510040chi,rai,SmitMa02,tackles_loss,0,,,,,
player,201510040chi,rai,SmitMa02,qb_hits,1,,,,,
player,201510040chi,rai,SmitMa02,fumbles_rec,0,,,,,
player,201510040chi,rai,SmitMa02,fumbles_rec_yds,0,,,,,
player,201510040chi,rai,SmitMa02,fumbles_rec_td,0,,,,,
player,201510040chi,rai,SmitMa02,fumbles_forced,0,,,,,
player,201510040chi,rai,AmerDa00,def_int,0,,,,,
player,201510040chi,rai,AmerDa00,def_int_yds,0,,,,,
player,201510040chi,rai,AmerDa00,def_int_td,0,,,,,
player,201510040chi,rai,AmerDa00,def_int_long,0,,,,,
player,201510040chi,rai,AmerDa00,pass_defended,1,,,,,
player,201510040chi,rai,AmerDa00,sacks,0.0,,,,,
player,201510040chi,rai,AmerDa00,tackles_combined,7,,,,,
player,201510040chi,rai,AmerDa00,tackles_solo,5,,,,,
player,201510040chi,rai,AmerDa00,tackles_assists,2,,,,,
player,201510040chi,rai,AmerDa00,tackles_loss,0,,,,,
player,201510040chi,rai,AmerDa00,qb_hits,0,,,,,
player,201510040chi,rai,AmerDa00,fumbles_rec,0,,,,,
player,201510040chi,rai,AmerDa00,fumbles_rec_yds,0,,,,,
player,201510040chi,rai,AmerDa00,fumbles_rec_td,0,,,,,
player,201510040chi,rai,AmerDa00,fumbles_forced,1,,,,,
player,201510040chi,rai,ArmsRa01,def_int,0,,,,,
player,201510040chi,rai,ArmsRa01,def_int_yds,0,,,,,
player,201510040chi,rai,ArmsRa01,def_int_td,0,,,,,
player,201510040chi,rai,ArmsRa01,def_int_long,0,,,,,
player,201510040chi,rai,ArmsRa01,pass_defended,0,,,,,
player,201510040chi,rai,ArmsRa01,sacks,0.0,,,,,
player,201510040chi,rai,ArmsRa01,tackles_combined,5,,,,,
player,201510040chi,rai,ArmsRa01,tackles_solo,4,,,,,
player,201510040chi,rai,ArmsRa01,tackles_assists,1,,,,,
player,201510040chi,rai,ArmsRa01,tackles_loss,0,,,,,
player,201510040chi,rai,ArmsRa01,qb_hits,0,,,,,
player,201510040chi,rai,ArmsRa01,fumbles_rec,0,,,,,
player,201510040chi,rai,ArmsRa01,fumbles_rec_yds,0,,,,,
player,201510040chi,rai,ArmsRa01,fumbles_rec_td,0,,,,,
player,201510040chi,rai,ArmsRa01,fumbles_forced,0,,,,,
player,201510040chi,rai,ThorNe00,def_int,0,,,,,
player,201510040chi,rai,ThorNe00,def_int_yds,0,,,,,
player,201510040chi,rai,ThorNe00,def_int_td,0,,,,,
player,201510040chi,rai,ThorNe00,def_int_long,0,,,,,
player,201510040chi,rai,ThorNe00,pass_defended,1,,,,,
player,201510040chi,rai,ThorNe00,sacks,0.0,,,,,
player,201510040chi,rai,ThorNe00,tackles_combined,5,,,,,
player,201510040chi,rai,ThorNe00,tackles_solo,4,,,,,
player,201510040chi,rai,ThorNe00,tackles_assists,1,,,,,
player,201510040chi,rai,ThorNe00,tackles_loss,1,,,,,
player,201510040chi,rai,ThorNe00,qb_hits,0,,,,,
player,201510040chi,rai,ThorNe00,fumbles_rec,0,,,,,
player,201510040chi,rai,ThorNe00,fumbles_rec_yds,0,,,,,
player,201510040chi,rai,ThorNe00,fumbles_rec_td,0,,,,,
player,201510040chi,rai,ThorNe00,fumbles_forced,0,,,,,
player,201510040chi,rai,HaydDJ00,def_int,0,,,,,
player,201510040chi,rai,HaydDJ00,def_int_yds,0,,,,,
player,201510040chi,rai,HaydDJ00,def_int_td,0,,,,,
player,201510040chi,rai,HaydDJ00,def_int_long,0,,,,,
player,201510040chi,rai,HaydDJ00,pass_defended,0,,,,,
player,201510040chi,rai,HaydDJ00,sacks,0.0,,,,,
player,201510040chi,rai,HaydDJ00,tackles_combined,4,,,,,
player,201510040chi,rai,HaydDJ00,tackles_solo,4,,,,,
player,201510040chi,rai,HaydDJ00,tackles_assists,0,,,,,
player,201510040chi,rai,HaydDJ00,tackles_loss,0,,,,,
player,201510040chi,rai,HaydDJ00,qb_hits,0,,,,,
player,201510040chi,rai,HaydDJ00,fumbles_rec,0,,,,,
player,201510040chi,rai,HaydDJ00,fumbles_rec_yds,0,,,,,
player,201510040chi,rai,HaydDJ00,fumbles_rec_td,0,,,,,
player,201510040chi,rai,HaydDJ00,fumbles_forced,0,,,,,
player,201510040chi,rai,LoftCu99,def_int,0,,,,,
player,201510040chi,rai,LoftCu99,def_int_yds,0,,,,,
player,201510040chi,rai,LoftCu99,def_int_td,0,,,,,
player,201510040chi,rai,LoftCu99,def_int_long,0,,,,,
player,201510040chi,rai,LoftCu99,pass_defended,0,,,,,
player,201510040chi,rai,LoftCu99,sacks,0.0,,,,,
player,201510040chi,rai,LoftCu99,tackles_combined,4,,,,,
player,201510040chi,rai,LoftCu99,tackles_solo,2,,,,,
player,201510040chi,rai,LoftCu99,tackles_assists,2,,,,,
player,201510040chi,rai,LoftCu99,tackles_loss,0,,,,,
player,201510040chi,rai,LoftCu99,qb_hits,0,,,,,
player,201510040chi,rai,LoftCu99,fumbles_rec,0,,,,,
player,201510040chi,rai,LoftCu99,fumbles_rec_yds,0,,,,,
player,201510040chi,rai,LoftCu99,fumbles_rec_td,0,,,,,
player,201510040chi,rai,LoftCu99,fumbles_forced,0,,,,,
player,201510040chi,rai,EdwaMa01,def_int,0,,,,,
player,201510040chi,rai,EdwaMa01,def_int_yds,0,,,,,
player,201510040chi,rai,EdwaMa01,def_int_td,0,,,,,
player,201510040chi,rai,EdwaMa01,def_int_long,0,,,,,
player,201510040chi,rai,EdwaMa01,pass_defended,0,,,,,
player,201510040chi,rai,EdwaMa01,sacks,0.0,,,,,
player,201510040chi,rai,EdwaMa01,tackles_combined,3,,,,,
player,201510040chi,rai,EdwaMa01,tackles_solo,3,,,,,
player,201510040chi,rai,EdwaMa01,tackles_assists,0,,,,,
player,201510040chi,rai,EdwaMa01,tackles_loss,0,,,,,
player,201510040chi,rai,EdwaMa01,qb_hits,0,,,,,
player,201510040chi,rai,EdwaMa01,fumbles_rec,0,,,,,
player,201510040chi,rai,EdwaMa01,fumbles_rec_yds,0,,,,,
player,201510040chi,rai,EdwaMa01,fumbles_rec_td,0,,,,,
player,201510040chi,rai,EdwaMa01,fumbles_forced,1,,,,,
player,201510040chi,rai,AsanLa99,def_int,0,,,,,
player,201510040chi,rai,AsanLa99,def_int_yds,0,,,,,
player,201510040chi,rai,AsanLa99,def_int_td,0,,,,,
player,201510040chi,rai,AsanLa99,def_int_long,0,,,,,
player,201510040chi,rai,AsanLa99,pass_defended,0,,,,,
player,201510040chi,rai,AsanLa99,sacks,0.0,,,,,
player,201510040chi,rai,AsanLa99,tackles_combined,2,,,,,
player,201510040chi,rai,AsanLa99,tackles_solo,1,,,,,
player,201510040chi,rai,AsanLa99,tackles_assists,1,,,,,
player,201510040chi,rai,AsanLa99,tackles_loss,0,,,,,
player,201510040chi,rai,AsanLa99,qb_hits,0,,,,,
player,201510040chi,rai,AsanLa99,fumbles_rec,0,,,,,
player,201510040chi,rai,AsanLa99,fumbles_rec_yds,0,,,,,
player,201510040chi,rai,AsanLa99,fumbles_rec_td,0,,,,,
player,201510040chi,rai,AsanLa99,fumbles_forced,0,,,,,
player,201510040chi,rai,BallNe00,def_int,0,,,,,
player,201510040chi,rai,BallNe00,def_int_yds,0,,,,,
player,201510040chi,rai,BallNe00,def_int_td,0,,,,,
player,201510040chi,rai,BallNe00,def_int_long,0,,,,,
player,201510040chi,rai,BallNe00,pass_defended,0,,,,,
player,201510040chi,rai,BallNe00,sacks,0.0,,,,,
player,201510040chi,rai,BallNe00,tackles_combined,2,,,,,
player,201510040chi,rai,BallNe00,tackles_solo,1,,,,,
player,201510040chi,rai,BallNe00,tackles_assists,1,,,,,
player,201510040chi,rai,BallNe00,tackles_loss,0,,,,,
player,201510040chi,rai,BallNe00,qb_hits,0,,,,,
player,201510040chi,rai,BallNe00,fumbles_rec,0,,,,,
player,201510040chi,rai,BallNe00,fumbles_rec_yds,0,,,,,
player,201510040chi,rai,BallNe00,fumbles_rec_td,0,,,,,
player,201510040chi,rai,BallNe00,fumbles_forced,0,,,,,
player,201510040chi,rai,McGeSt01,def_int,0,,,,,
player,201510040chi,rai,McGeSt01,def_int_yds,0,,,,,
player,201510040chi,rai,McGeSt01,def_int_td,0,,,,,
player,201510040chi,rai,McGeSt01,def_int_long,0,,,,,
player,201510040chi,rai,McGeSt01,pass_defended,0,,,,,
player,201510040chi,rai,McGeSt01,sacks,0.0,,,,,
player,201510040chi,rai,McGeSt01,tackles_combined,2,,,,,
player,201510040chi,rai,McGeSt01,tackles_solo,1,,,,,
player,201510040chi,rai,McGeSt01,tackles_assists,1,,,,,
player,201510040chi,rai,McGeSt01,tackles_loss,0,,,,,
player,201510040chi,rai,McGeSt01,qb_hits,0,,,,,
player,201510040chi,rai,McGeSt01,fumbles_rec,1,,,,,
player,201510040chi,rai,McGeSt01,fumbles_rec_yds,0,,,,,
player,201510040chi,rai,McGeSt01,fumbles_rec_td,0,,,,,
player,201510040chi,rai,McGeSt01,fumbles_forced,0,,,,,
player,201510040chi,rai,AutrDe00,def_int,0,,,,,
player,201510040chi,rai,AutrDe00,def_int_yds,0,,,,,
player,201510040chi,rai,AutrDe00,def_int_td,0,,,,,
player,201510040chi,rai,AutrDe00,def_int_long,0,,,,,
player,201510040chi,rai,AutrDe00,pass_defended,0,,,,,
player,201510040chi,rai,AutrDe00,sacks,0.0,,,,,
player,201510040chi,rai,AutrDe00,tackles_combined,1,,,,,
player,201510040chi,rai,AutrDe00,tackles_solo,1,,,,,
player,201510040chi,rai,AutrDe00,tackles_assists,0,,,,,
player,201510040chi,rai,AutrDe00,tackles_loss,0,,,,,
player,201510040chi,rai,AutrDe00,qb_hits,1,,,,,
player,201510040chi,rai,AutrDe00,fumbles_rec,0,,,,,
player,201510040chi,rai,AutrDe00,fumbles_rec_yds,0,,,,,
player,201510040chi,rai,AutrDe00,fumbles_rec_td,0,,,,,
player,201510040chi,rai,AutrDe00,fumbles_forced,0,,,,,
player,201510040chi,rai,CarrTr00,def_int,0,,,,,
player,201510040chi,rai,CarrTr00,def_int_yds,0,,,,,
player,201510040chi,rai,CarrTr00,def_int_td,0,,,,,
player,201510040chi,rai,CarrTr00,def_int_long,0,,,,,
player,201510040chi,rai,CarrTr00,pass_defended,0,,,,,
player,201510040chi,rai,CarrTr00,sacks,0.0,,,,,
player,201510040chi,rai,CarrTr00,tackles_combined,1,,,,,
player,201510040chi,rai,CarrTr00,tackles_solo,1,,,,,
player,201510040chi,rai,CarrTr00,tackles_assists,0,,,,,
player,201510040chi,rai,CarrTr00,tackles_loss,0,,,,,
player,201510040chi,rai,CarrTr00,qb_hits,0,,,,,
player,201510040chi,rai,CarrTr00,fumbles_rec,0,,,,,
player,201510040chi,rai,CarrTr00,fumbles_rec_yds,0,,,,,
player,201510040chi,rai,CarrTr00,fumbles_rec_td,0,,,,,
player,201510040chi,rai,CarrTr00,fumbles_forced,0,,,,,
player,201510040chi,rai,ElliJu01,def_int,0,,,,,
player,201510040chi,rai,ElliJu01,def_int_yds,0,,,,,
player,201510040chi,rai,ElliJu01,def_int_td,0,,,,,
player,201510040chi,rai,ElliJu01,def_int_long,0,,,,,
player,201510040chi,rai,ElliJu01,pass_defended,0,,,,,
player,201510040chi,rai,ElliJu01,sacks,0.0,,,,,
player,201510040chi,rai,ElliJu01,tackles_combined,1,,,,,
player,201510040chi,rai,ElliJu01,tackles_solo,1,,,,,
player,201510040chi,rai,ElliJu01,tackles_assists,0,,,,,
player,201510040chi,rai,ElliJu01,tackles_loss,0,,,,,
player,201510040chi,rai,ElliJu01,qb_hits,0,,,,,
player,201510040chi,rai,ElliJu01,fumbles_rec,0,,,,,
player,201510040chi,rai,ElliJu01,fumbles_rec_yds,0,,,,,
player,201510040chi,rai,ElliJu01,fumbles_rec_td,0,,,,,
player,201510040chi,rai,ElliJu01,fumbles_forced,0,,,,,
player,201510040chi,rai,LambKe00,def_int,0,,,,,
player,201510040chi,rai,LambKe00,def_int_yds,0,,,,,
player,201510040chi,rai,LambKe00,def_int_td,0,,,,,
player,201510040chi,rai,LambKe00,def_int_long,0,,,,,
player,201510040chi,rai,LambKe00,pass_defended,0,,,,,
player,201510040chi,rai,LambKe00,sacks,0.0,,,,,
player,201510040chi,rai,LambKe00,tackles_combined,1,,,,,
player,201510040chi,rai,LambKe00,tackles_solo,1,,,,,
player,201510040chi,rai,LambKe00,tackles_assists,0,,,,,
player,201510040chi,rai,LambKe00,tackles_loss,,,,,,
player,201510040chi,rai,LambKe00,qb_hits,,,,,,
player,201510040chi,rai,LambKe00,fumbles_rec,0,,,,,
player,201510040chi,rai,LambKe00,fumbles_rec_yds,0,,,,,
player,201510040chi,rai,LambKe00,fumbles_rec_td,0,,,,,
player,201510040chi,rai,LambKe00,fumbles_forced,0,,,,,
player,201510040chi,rai,OlawJa00,def_int,0,,,,,
player,201510040chi,rai,OlawJa00,def_int_yds,0,,,,,
player,201510040chi,rai,OlawJa00,def_int_td,0,,,,,
player,201510040chi,rai,OlawJa00,def_int_long,0,,,,,
player,201510040chi,rai,OlawJa00,pass_defended,0,,,,,
player,201510040chi,rai,OlawJa00,sacks,0.0,,,,,
player,201510040chi,rai,OlawJa00,tackles_combined,1,,,,,
player,201510040chi,rai,OlawJa00,tackles_solo,1,,,,,
player,201510040chi,rai,OlawJa00,tackles_assists,0,,,,,
player,201510040chi,rai,OlawJa00,tackles_loss,0,,,,,
player,201510040chi,rai,OlawJa00,qb_hits,0,,,,,
player,201510040chi,rai,OlawJa00,fumbles_rec,0,,,,,
player,201510040chi,rai,OlawJa00,fumbles_rec_yds,0,,,,,
player,201510040chi,rai,OlawJa00,fumbles_rec_td,0,,,,,
player,201510040chi,rai,OlawJa00,fumbles_forced,0,,,,,
player,201510040chi,rai,WillDa99,def_int,0,,,,,
player,201510040chi,rai,WillDa99,def_int_yds,0,,,,,
player,201510040chi,rai,WillDa99,def_int_td,0,,,,,
player,201510040chi,rai,WillDa99,def_int_long,0,,,,,
player,201510040chi,rai,WillDa99,pass_defended,0,,,,,
player,201510040chi,rai,WillDa99,sacks,0.0,,,,,
player,201510040chi,rai,WillDa99,tackles_combined,1,,,,,
player,201510040chi,rai,WillDa99,tackles_solo,1,,,,,
player,201510040chi,rai,WillDa99,tackles_assists,0,,,,,
player,201510040chi,rai,WillDa99,tackles_loss,0,,,,,
player,201510040chi,rai,WillDa99,qb_hits,0,,,,,
player,201510040chi,rai,WillDa99,fumbles_rec,1,,,,,
player,201510040chi,rai,WillDa99,fumbles_rec_yds,0,,,,,
player,201510040chi,rai,WillDa99,fumbles_rec_td,0,,,,,
player,201510040chi,rai,WillDa99,fumbles_forced,0,,,,,
player,201510040chi,chi,McPhPe00,def_int,1,,,,,
player,201510040chi,chi,McPhPe00,def_int_yds,13,,,,,
player,201510040chi,chi,McPhPe00,def_int_td,0,,,,,
player,201510040chi,chi,McPhPe00,def_int_long,13,,,,,
player,201510040chi,chi,McPhPe00,pass_defended,1,,,,,
player,201510040chi,chi,McPhPe00,sacks,0.0,,,,,
player,201510040chi,chi,McPhPe00,tackles_combined,8,,,,,
player,201510040chi,chi,McPhPe00,tackles_solo,7,,,,,
player,201510040chi,chi,McPhPe00,tackles_assists,1,,,,,
player,201510040chi,chi,McPhPe00,tackles_loss,1,,,,,
player,201510040chi,chi,McPhPe00,qb_hits,0,,,,,
player,201510040chi,chi,McPhPe00,fumbles_rec,0,,,,,
player,201510040chi,chi,McPhPe00,fumbles_rec_yds,0,,,,,
player,201510040chi,chi,McPhPe00,fumbles_rec_td,0,,,,,
player,201510040chi,chi,McPhPe00,fumbles_forced,0,,,,,
player,201510040chi,chi,JenkJa01,def_int,0,,,,,
player,201510040chi,chi,JenkJa01,def_int_yds,0,,,,,
player,201510040chi,chi,JenkJa01,def_int_td,0,,,,,
player,201510040chi,chi,JenkJa01,def_int_long,0,,,,,
player,201510040chi,chi,JenkJa01,pass_defended,0,,,,,
player,201510040chi,chi,JenkJa01,sacks,1.0,,,,,
player,201510040chi,chi,JenkJa01,tackles_combined,4,,,,,
player,201510040chi,chi,JenkJa01,tackles_solo,4,,,,,
player,201510040chi,chi,JenkJa01,tackles_assists,0,,,,,
player,201510040chi,chi,JenkJa01,tackles_loss,1,,,,,
player,201510040chi,chi,JenkJa01,qb_hits,1,,,,,
player,201510040chi,chi,JenkJa01,fumbles_rec,0,,,,,
player,201510040chi,chi,JenkJa01,fumbles_rec_yds,0,,,,,
player,201510040chi,chi,JenkJa01,fumbles_rec_td,0,,,,,
player,201510040chi,chi,JenkJa01,fumbles_forced,0,,,,,
player,201510040chi,chi,GoldEd00,def_int,0,,,,,
player,201510040chi,chi,GoldEd00,def_int_yds,0,,,,,
player,201510040chi,chi,GoldEd00,def_int_td,0,,,,,
player,201510040chi,chi,GoldEd00,def_int_long,0,,,,,
player,201510040chi,chi,GoldEd00,pass_defended,0,,,,,
player,201510040chi,chi,GoldEd00,sacks,1.0,,,,,
player,201510040chi,chi,GoldEd00,tackles_combined,2,,,,,
player,201510040chi,chi,GoldEd00,tackles_solo,1,,,,,
player,201510040chi,chi,GoldEd00,tackles_assists,1,,,,,
player,201510040chi,chi,GoldEd00,tackles_loss,1,,,,,
player,201510040chi,chi,GoldEd00,qb_hits,1,,,,,
player,201510040chi,chi,GoldEd00,fumbles_rec,0,,,,,
player,201510040chi,chi,GoldEd00,fumbles_rec_yds,0,,,,,
player,201510040chi,chi,GoldEd00,fumbles_rec_td,0,,,,,
player,201510040chi,chi,GoldEd00,fumbles_forced,0,,,,,
player,201510040chi,chi,AmosAd00,def_int,0,,,,,
player,201510040chi,chi,AmosAd00,def_int_yds,0,,,,,
player,201510040chi,chi,AmosAd00,def_int_td,0,,,,,
player,201510040chi,chi,AmosAd00,def_int_long,0,,,,,
player,201510040chi,chi,AmosAd00,pass_defended,0,,,,,
player,201510040chi,chi,AmosAd00,sacks,0.0,,,,,
player,201510040chi,chi,AmosAd00,tackles_combined,5,,,,,
player,201510040chi,chi,AmosAd00,tackles_solo,4,,,,,
player,201510040chi,chi,AmosAd00,tackles_assists,1,,,,,
player,201510040chi,chi,AmosAd00,tackles_loss,0,,,,,
player,201510040chi,chi,AmosAd00,qb_hits,0,,,,,
player,201510040chi,chi,AmosAd00,fumbles_rec,0,,,,,
player,201510040chi,chi,AmosAd00,fumbles_rec_yds,0,,,,,
player,201510040chi,chi,AmosAd00,fumbles_rec_td,0,,,,,
player,201510040chi,chi,AmosAd00,fumbles_forced,0,,,,,
player,201510040chi,chi,JoneCh05,def_int,0,,,,,
player,201510040chi,chi,JoneCh05,def_int_yds,0,,,,,
player,201510040chi,chi,JoneCh05,def_int_td,0,,,,,
player,201510040chi,chi,JoneCh05,def_int_long,0,,,,,
player,201510040chi,chi,JoneCh05,pass_defended,0,,,,,
player,201510040chi,chi,JoneCh05,sacks,0.0,,,,,
player,201510040chi,chi,JoneCh05,tackles_combined,5,,,,,
player,201510040chi,chi,JoneCh05,tackles_solo,5,,,,,
player,201510040chi,chi,JoneCh05,tackles_assists,0,,,,,
player,201510040chi,chi,JoneCh05,tackles_loss,1,,,,,
player,201510040chi,chi,JoneCh05,qb_hits,0,,,,,
player,201510040chi,chi,JoneCh05,fumbles_rec,0,,,,,
player,201510040chi,chi,JoneCh05,fumbles_rec_yds,0,,,,,
player,201510040chi,chi,JoneCh05,fumbles_rec_td,0,,,,,
player,201510040chi,chi,JoneCh05,fumbles_forced,0,,,,,
player,201510040chi,chi,McClSh00,def_int,0,,,,,
player,201510040chi,chi,McClSh00,def_int_yds,0,,,,,
player,201510040chi,chi,McClSh00,def_int_td,0,,,,,
player,201510040chi,chi,McClSh00,def_int_long,0,,,,,
player,201510040chi,chi,McClSh00,pass_defended,0,,,,,
player,201510040chi,chi,McClSh00,sacks,0.0,,,,,
player,201510040chi,chi,McClSh00,tackles_combined,5,,,,,
player,201510040chi,chi,McClSh00,tackles_solo,3,,,,,
player,201510040chi,chi,McClSh00,tackles_assists,2,,,,,
player,201510040chi,chi,McClSh00,tackles_loss,1,,,,,
player,201510040chi,chi,McClSh00,qb_hits,0,,,,,
player,201510040chi,chi,McClSh00,fumbles_rec,0,,,,,
player,201510040chi,chi,McClSh00,fumbles_rec_yds,0,,,,,
player,201510040chi,chi,McClSh00,fumbles_rec_td,0,,,,,
player,201510040chi,chi,McClSh00,fumbles_forced,0,,,,,
player,201510040chi,chi,FullKy00,def_int,0,,,,,
player,201510040chi,chi,FullKy00,def_int_yds,0,,,,,
player,201510040chi,chi,FullKy00,def_int_td,0,,,,,
player,201510040chi,chi,FullKy00,def_int_long,0,,,,,
player,201510040chi,chi,FullKy00,pass_defended,1,,,,,
player,201510040chi,chi,FullKy00,sacks,0.0,,,,,
player,201510040chi,chi,FullKy00,tackles_combined,4,,,,,
player,201510040chi,chi,FullKy00,tackles_solo,4,,,,,
player,201510040chi,chi,FullKy00,tackles_assists,0,,,,,
player,201510040chi,chi,FullKy00,tackles_loss,0,,,,,
player,201510040chi,chi,FullKy00,qb_hits,0,,,,,
player,201510040chi,chi,FullKy00,fumbles_rec,0,,,,,
player,201510040chi,chi,FullKy00,fumbles_rec_yds,0,,,,,
player,201510040chi,chi,FullKy00,fumbles_rec_td,0,,,,,
player,201510040chi,chi,FullKy00,fumbles_forced,0,,,,,
player,201510040chi,chi,AchoSa00,def_int,0,,,,,
player,201510040chi,chi,AchoSa00,def_int_yds,0,,,,,
player,201510040chi,chi,AchoSa00,def_int_td,0,,,,,
player,201510040chi,chi,AchoSa00,def_int_long,0,,,,,
player,201510040chi,chi,AchoSa00,pass_defended,0,,,,,
player,201510040chi,chi,AchoSa00,sacks,0.0,,,,,
player,201510040chi,chi,AchoSa00,tackles_combined,3,,,,,
