game,2015,9,20151108,201511080dal,phi,"Philadelphia Eagles",33,dal,"Dallas Cowboys",27
team,201511080dal,phi,First Downs,25,,,,,,
team,201511080dal,dal,First Downs,25,,,,,,
team,201511080dal,phi,Rush-Yds-TDs,35-172-2,,,,,,
team,201511080dal,dal,Rush-Yds-TDs,29-134-0,,,,,,
team,201511080dal,phi,Cmp-Att-Yd-TD-INT,25-36-295-1-0,,,,,,
team,201511080dal,dal,Cmp-Att-Yd-TD-INT,25-38-299-3-1,,,,,,
team,201511080dal,phi,Sacked-Yards,1-8,,,,,,
team,201511080dal,dal,Sacked-Yards,4-22,,,,,,
team,201511080dal,phi,Net Pass Yards,287,,,,,,
team,201511080dal,dal,Net Pass Yards,277,,,,,,
team,201511080dal,phi,Total Yards,459,,,,,,
team,201511080dal,dal,Total Yards,411,,,,,,
team,201511080dal,phi,Fumbles-Lost,0-0,,,,,,
team,201511080dal,dal,Fumbles-Lost,2-0,,,,,,
team,201511080dal,phi,Turnovers,0,,,,,,
team,201511080dal,dal,Turnovers,1,,,,,,
team,201511080dal,phi,Penalties-Yards,10-70,,,,,,
team,201511080dal,dal,Penalties-Yards,8-58,,,,,,
team,201511080dal,phi,Third Down Conv.,3-13,,,,,,
team,201511080dal,dal,Third Down Conv.,8-16,,,,,,
team,201511080dal,phi,Fourth Down Conv.,2-2,,,,,,
team,201511080dal,dal,Fourth Down Conv.,2-2,,,,,,
team,201511080dal,phi,Time of Possession,25:42,,,,,,
team,201511080dal,dal,Time of Possession,38:19,,,,,,
player,201511080dal,phi,BradSa00,pass_cmp,25,,,,,
player,201511080dal,phi,BradSa00,pass_att,36,,,,,
player,201511080dal,phi,BradSa00,pass_yds,295,,,,,
player,201511080dal,phi,BradSa00,pass_td,1,,,,,
player,201511080dal,phi,BradSa00,pass_int,0,,,,,
player,201511080dal,phi,BradSa00,pass_sacked,1,,,,,
player,201511080dal,phi,BradSa00,pass_sacked_yds,8,,,,,
player,201511080dal,phi,BradSa00,pass_long,44,,,,,
player,201511080dal,phi,BradSa00,pass_rating,103.4,,,,,
player,201511080dal,phi,BradSa00,rush_att,1,,,,,
player,201511080dal,phi,BradSa00,rush_yds,-1,,,,,
player,201511080dal,phi,BradSa00,rush_td,0,,,,,
player,201511080dal,phi,BradSa00,rush_long,-1,,,,,
player,201511080dal,phi,BradSa00,targets,0,,,,,
player,201511080dal,phi,BradSa00,rec,0,,,,,
player,201511080dal,phi,BradSa00,rec_yds,0,,,,,
player,201511080dal,phi,BradSa00,rec_td,0,,,,,
player,201511080dal,phi,BradSa00,rec_long,0,,,,,
player,201511080dal,phi,BradSa00,fumbles,0,,,,,
player,201511080dal,phi,BradSa00,fumbles_lost,0,,,,,
player,201511080dal,phi,MurrDe00,pass_cmp,0,,,,,
player,201511080dal,phi,MurrDe00,pass_att,0,,,,,
player,201511080dal,phi,MurrDe00,pass_yds,0,,,,,
player,201511080dal,phi,MurrDe00,pass_td,0,,,,,
player,201511080dal,phi,MurrDe00,pass_int,0,,,,,
player,201511080dal,phi,MurrDe00,pass_sacked,0,,,,,
player,201511080dal,phi,MurrDe00,pass_sacked_yds,0,,,,,
player,201511080dal,phi,MurrDe00,pass_long,0,,,,,
player,201511080dal,phi,MurrDe00,pass_rating,,,,,,
player,201511080dal,phi,MurrDe00,rush_att,18,,,,,
player,201511080dal,phi,MurrDe00,rush_yds,83,,,,,
player,201511080dal,phi,MurrDe00,rush_td,1,,,,,
player,201511080dal,phi,MurrDe00,rush_long,20,,,,,
player,201511080dal,phi,MurrDe00,targets,7,,,,,
player,201511080dal,phi,MurrDe00,rec,6,,,,,
player,201511080dal,phi,MurrDe00,rec_yds,78,,,,,
player,201511080dal,phi,MurrDe00,rec_td,0,,,,,
player,201511080dal,phi,MurrDe00,rec_long,44,,,,,
player,201511080dal,phi,MurrDe00,fumbles,0,,,,,
player,201511080dal,phi,MurrDe00,fumbles_lost,0,,,,,
player,201511080dal,phi,MathRy00,pass_cmp,0,,,,,
player,201511080dal,phi,MathRy00,pass_att,0,,,,,
player,201511080dal,phi,MathRy00,pass_yds,0,,,,,
player,201511080dal,phi,MathRy00,pass_td,0,,,,,
player,201511080dal,phi,MathRy00,pass_int,0,,,,,
player,201511080dal,phi,MathRy00,pass_sacked,0,,,,,
player,201511080dal,phi,MathRy00,pass_sacked_yds,0,,,,,
player,201511080dal,phi,MathRy00,pass_long,0,,,,,
player,201511080dal,phi,MathRy00,pass_rating,,,,,,
player,201511080dal,phi,MathRy00,rush_att,11,,,,,
player,201511080dal,phi,MathRy00,rush_yds,67,,,,,
player,201511080dal,phi,MathRy00,rush_td,1,,,,,
player,201511080dal,phi,MathRy00,rush_long,21,,,,,
player,201511080dal,phi,MathRy00,targets,1,,,,,
player,201511080dal,phi,MathRy00,rec,0,,,,,
player,201511080dal,phi,MathRy00,rec_yds,0,,,,,
player,201511080dal,phi,MathRy00,rec_td,0,,,,,
player,201511080dal,phi,MathRy00,rec_long,0,,,,,
player,201511080dal,phi,MathRy00,fumbles,0,,,,,
player,201511080dal,phi,MathRy00,fumbles_lost,0,,,,,
player,201511080dal,phi,SproDa00,pass_cmp,0,,,,,
player,201511080dal,phi,SproDa00,pass_att,0,,,,,
player,201511080dal,phi,SproDa00,pass_yds,0,,,,,
player,201511080dal,phi,SproDa00,pass_td,0,,,,,
player,201511080dal,phi,SproDa00,pass_int,0,,,,,
player,201511080dal,phi,SproDa00,pass_sacked,0,,,,,
player,201511080dal,phi,SproDa00,pass_sacked_yds,0,,,,,
player,201511080dal,phi,SproDa00,pass_long,0,,,,,
player,201511080dal,phi,SproDa00,pass_rating,,,,,,
player,201511080dal,phi,SproDa00,rush_att,5,,,,,
player,201511080dal,phi,SproDa00,rush_yds,23,,,,,
player,201511080dal,phi,SproDa00,rush_td,0,,,,,
player,201511080dal,phi,SproDa00,rush_long,8,,,,,
player,201511080dal,phi,SproDa00,targets,3,,,,,
player,201511080dal,phi,SproDa00,rec,2,,,,,
player,201511080dal,phi,SproDa00,rec_yds,3,,,,,
player,201511080dal,phi,SproDa00,rec_td,0,,,,,
player,201511080dal,phi,SproDa00,rec_long,7,,,,,
player,201511080dal,phi,SproDa00,fumbles,0,,,,,
player,201511080dal,phi,SproDa00,fumbles_lost,0,,,,,
player,201511080dal,phi,MattJo00,pass_cmp,0,,,,,
player,201511080dal,phi,MattJo00,pass_att,0,,,,,
player,201511080dal,phi,MattJo00,pass_yds,0,,,,,
player,201511080dal,phi,MattJo00,pass_td,0,,,,,
player,201511080dal,phi,MattJo00,pass_int,0,,,,,
player,201511080dal,phi,MattJo00,pass_sacked,0,,,,,
player,201511080dal,phi,MattJo00,pass_sacked_yds,0,,,,,
player,201511080dal,phi,MattJo00,pass_long,0,,,,,
player,201511080dal,phi,MattJo00,pass_rating,,,,,,
player,201511080dal,phi,MattJo00,rush_att,0,,,,,
player,201511080dal,phi,MattJo00,rush_yds,0,,,,,
player,201511080dal,phi,MattJo00,rush_td,0,,,,,
