game,2015,9,20151108,201511080nor,oti,"Tennessee Titans",34,nor,"New Orleans Saints",28
player,201511080nor,oti,BrowZa00,def_int_long,0,,,,,
player,201511080nor,oti,BrowZa00,pass_defended,0,,,,,
player,201511080nor,oti,BrowZa00,sacks,0.0,,,,,
player,201511080nor,oti,BrowZa00,tackles_combined,6,,,,,
player,201511080nor,oti,BrowZa00,tackles_solo,5,,,,,
player,201511080nor,oti,BrowZa00,tackles_assists,1,,,,,
player,201511080nor,oti,BrowZa00,tackles_loss,0,,,,,
player,201511080nor,oti,BrowZa00,qb_hits,0,,,,,
player,201511080nor,oti,BrowZa00,fumbles_rec,0,,,,,
player,201511080nor,oti,BrowZa00,fumbles_rec_yds,0,,,,,
player,201511080nor,oti,BrowZa00,fumbles_rec_td,0,,,,,
player,201511080nor,oti,BrowZa00,fumbles_forced,0,,,,,
player,201511080nor,oti,JoneDa04,def_int,0,,,,,
player,201511080nor,oti,JoneDa04,def_int_yds,0,,,,,
player,201511080nor,oti,JoneDa04,def_int_td,0,,,,,
player,201511080nor,oti,JoneDa04,def_int_long,0,,,,,
player,201511080nor,oti,JoneDa04,pass_defended,0,,,,,
player,201511080nor,oti,JoneDa04,sacks,0.0,,,,,
player,201511080nor,oti,JoneDa04,tackles_combined,5,,,,,
player,201511080nor,oti,JoneDa04,tackles_solo,3,,,,,
player,201511080nor,oti,JoneDa04,tackles_assists,2,,,,,
player,201511080nor,oti,JoneDa04,tackles_loss,0,,,,,
player,201511080nor,oti,JoneDa04,qb_hits,1,,,,,
player,201511080nor,oti,JoneDa04,fumbles_rec,0,,,,,
player,201511080nor,oti,JoneDa04,fumbles_rec_yds,0,,,,,
player,201511080nor,oti,JoneDa04,fumbles_rec_td,0,,,,,
player,201511080nor,oti,JoneDa04,fumbles_forced,0,,,,,
player,201511080nor,oti,RiggCo00,def_int,0,,,,,
player,201511080nor,oti,RiggCo00,def_int_yds,0,,,,,
player,201511080nor,oti,RiggCo00,def_int_td,0,,,,,
player,201511080nor,oti,RiggCo00,def_int_long,0,,,,,
player,201511080nor,oti,RiggCo00,pass_defended,0,,,,,
player,201511080nor,oti,RiggCo00,sacks,0.0,,,,,
player,201511080nor,oti,RiggCo00,tackles_combined,5,,,,,
player,201511080nor,oti,RiggCo00,tackles_solo,5,,,,,
player,201511080nor,oti,RiggCo00,tackles_assists,0,,,,,
player,201511080nor,oti,RiggCo00,tackles_loss,0,,,,,
player,201511080nor,oti,RiggCo00,qb_hits,0,,,,,
player,201511080nor,oti,RiggCo00,fumbles_rec,0,,,,,
player,201511080nor,oti,RiggCo00,fumbles_rec_yds,0,,,,,
player,201511080nor,oti,RiggCo00,fumbles_rec_td,0,,,,,
player,201511080nor,oti,RiggCo00,fumbles_forced,1,,,,,
player,201511080nor,oti,SensCo00,def_int,0,,,,,
player,201511080nor,oti,SensCo00,def_int_yds,0,,,,,
player,201511080nor,oti,SensCo00,def_int_td,0,,,,,
player,201511080nor,oti,SensCo00,def_int_long,0,,,,,
player,201511080nor,oti,SensCo00,pass_defended,0,,,,,
player,201511080nor,oti,SensCo00,sacks,0.0,,,,,
player,201511080nor,oti,SensCo00,tackles_combined,4,,,,,
player,201511080nor,oti,SensCo00,tackles_solo,2,,,,,
player,201511080nor,oti,SensCo00,tackles_assists,2,,,,,
player,201511080nor,oti,SensCo00,tackles_loss,0,,,,,
player,201511080nor,oti,SensCo00,qb_hits,0,,,,,
player,201511080nor,oti,SensCo00,fumbles_rec,0,,,,,
player,201511080nor,oti,SensCo00,fumbles_rec_yds,0,,,,,
player,201511080nor,oti,SensCo00,fumbles_rec_td,0,,,,,
player,201511080nor,oti,SensCo00,fumbles_forced,0,,,,,
player,201511080nor,oti,SearDa00,def_int,0,,,,,
player,201511080nor,oti,SearDa00,def_int_yds,0,,,,,
player,201511080nor,oti,SearDa00,def_int_td,0,,,,,
player,201511080nor,oti,SearDa00,def_int_long,0,,,,,
player,201511080nor,oti,SearDa00,pass_defended,0,,,,,
player,201511080nor,oti,SearDa00,sacks,0.0,,,,,
player,201511080nor,oti,SearDa00,tackles_combined,3,,,,,
player,201511080nor,oti,SearDa00,tackles_solo,2,,,,,
player,201511080nor,oti,SearDa00,tackles_assists,1,,,,,
player,201511080nor,oti,SearDa00,tackles_loss,0,,,,,
player,201511080nor,oti,SearDa00,qb_hits,0,,,,,
player,201511080nor,oti,SearDa00,fumbles_rec,0,,,,,
player,201511080nor,oti,SearDa00,fumbles_rec_yds,0,,,,,
player,201511080nor,oti,SearDa00,fumbles_rec_td,0,,,,,
player,201511080nor,oti,SearDa00,fumbles_forced,0,,,,,
player,201511080nor,oti,BassDa00,def_int,0,,,,,
player,201511080nor,oti,BassDa00,def_int_yds,0,,,,,
player,201511080nor,oti,BassDa00,def_int_td,0,,,,,
player,201511080nor,oti,BassDa00,def_int_long,0,,,,,
player,201511080nor,oti,BassDa00,pass_defended,0,,,,,
player,201511080nor,oti,BassDa00,sacks,0.0,,,,,
player,201511080nor,oti,BassDa00,tackles_combined,2,,,,,
player,201511080nor,oti,BassDa00,tackles_solo,2,,,,,
player,201511080nor,oti,BassDa00,tackles_assists,0,,,,,
player,201511080nor,oti,BassDa00,tackles_loss,0,,,,,
player,201511080nor,oti,BassDa00,qb_hits,0,,,,,
player,201511080nor,oti,BassDa00,fumbles_rec,0,,,,,
player,201511080nor,oti,BassDa00,fumbles_rec_yds,0,,,,,
player,201511080nor,oti,BassDa00,fumbles_rec_td,0,,,,,
player,201511080nor,oti,BassDa00,fumbles_forced,0,,,,,
player,201511080nor,oti,CoxxPe99,def_int,0,,,,,
player,201511080nor,oti,CoxxPe99,def_int_yds,0,,,,,
player,201511080nor,oti,CoxxPe99,def_int_td,0,,,,,
player,201511080nor,oti,CoxxPe99,def_int_long,0,,,,,
player,201511080nor,oti,CoxxPe99,pass_defended,0,,,,,
player,201511080nor,oti,CoxxPe99,sacks,0.0,,,,,
player,201511080nor,oti,CoxxPe99,tackles_combined,2,,,,,
player,201511080nor,oti,CoxxPe99,tackles_solo,1,,,,,
player,201511080nor,oti,CoxxPe99,tackles_assists,1,,,,,
player,201511080nor,oti,CoxxPe99,tackles_loss,0,,,,,
player,201511080nor,oti,CoxxPe99,qb_hits,0,,,,,
player,201511080nor,oti,CoxxPe99,fumbles_rec,0,,,,,
player,201511080nor,oti,CoxxPe99,fumbles_rec_yds,0,,,,,
player,201511080nor,oti,CoxxPe99,fumbles_rec_td,0,,,,,
player,201511080nor,oti,CoxxPe99,fumbles_forced,0,,,,,
player,201511080nor,oti,JohnSt02,def_int,0,,,,,
player,201511080nor,oti,JohnSt02,def_int_yds,0,,,,,
player,201511080nor,oti,JohnSt02,def_int_td,0,,,,,
player,201511080nor,oti,JohnSt02,def_int_long,0,,,,,
player,201511080nor,oti,JohnSt02,pass_defended,0,,,,,
player,201511080nor,oti,JohnSt02,sacks,0.0,,,,,
player,201511080nor,oti,JohnSt02,tackles_combined,2,,,,,
player,201511080nor,oti,JohnSt02,tackles_solo,2,,,,,
player,201511080nor,oti,JohnSt02,tackles_assists,0,,,,,
player,201511080nor,oti,JohnSt02,tackles_loss,0,,,,,
player,201511080nor,oti,JohnSt02,qb_hits,0,,,,,
player,201511080nor,oti,JohnSt02,fumbles_rec,1,,,,,
player,201511080nor,oti,JohnSt02,fumbles_rec_yds,0,,,,,
player,201511080nor,oti,JohnSt02,fumbles_rec_td,0,,,,,
player,201511080nor,oti,JohnSt02,fumbles_forced,0,,,,,
player,201511080nor,oti,WoodAl99,def_int,0,,,,,
player,201511080nor,oti,WoodAl99,def_int_yds,0,,,,,
player,201511080nor,oti,WoodAl99,def_int_td,0,,,,,
player,201511080nor,oti,WoodAl99,def_int_long,0,,,,,
player,201511080nor,oti,WoodAl99,pass_defended,0,,,,,
player,201511080nor,oti,WoodAl99,sacks,0.0,,,,,
player,201511080nor,oti,WoodAl99,tackles_combined,2,,,,,
player,201511080nor,oti,WoodAl99,tackles_solo,1,,,,,
player,201511080nor,oti,WoodAl99,tackles_assists,1,,,,,
player,201511080nor,oti,WoodAl99,tackles_loss,0,,,,,
player,201511080nor,oti,WoodAl99,qb_hits,0,,,,,
player,201511080nor,oti,WoodAl99,fumbles_rec,0,,,,,
player,201511080nor,oti,WoodAl99,fumbles_rec_yds,0,,,,,
player,201511080nor,oti,WoodAl99,fumbles_rec_td,0,,,,,
player,201511080nor,oti,WoodAl99,fumbles_forced,0,,,,,
player,201511080nor,oti,CaseJu00,def_int,0,,,,,
player,201511080nor,oti,CaseJu00,def_int_yds,0,,,,,
player,201511080nor,oti,CaseJu00,def_int_td,0,,,,,
player,201511080nor,oti,CaseJu00,def_int_long,0,,,,,
player,201511080nor,oti,CaseJu00,pass_defended,1,,,,,
player,201511080nor,oti,CaseJu00,sacks,0.0,,,,,
player,201511080nor,oti,CaseJu00,tackles_combined,1,,,,,
player,201511080nor,oti,CaseJu00,tackles_solo,1,,,,,
player,201511080nor,oti,CaseJu00,tackles_assists,0,,,,,
player,201511080nor,oti,CaseJu00,tackles_loss,0,,,,,
player,201511080nor,oti,CaseJu00,qb_hits,0,,,,,
player,201511080nor,oti,CaseJu00,fumbles_rec,0,,,,,
player,201511080nor,oti,CaseJu00,fumbles_rec_yds,0,,,,,
player,201511080nor,oti,CaseJu00,fumbles_rec_td,0,,,,,
player,201511080nor,oti,CaseJu00,fumbles_forced,0,,,,,
player,201511080nor,oti,FowlJa00,def_int,0,,,,,
player,201511080nor,oti,FowlJa00,def_int_yds,0,,,,,
player,201511080nor,oti,FowlJa00,def_int_td,0,,,,,
player,201511080nor,oti,FowlJa00,def_int_long,0,,,,,
player,201511080nor,oti,FowlJa00,pass_defended,0,,,,,
player,201511080nor,oti,FowlJa00,sacks,0.0,,,,,
player,201511080nor,oti,FowlJa00,tackles_combined,1,,,,,
player,201511080nor,oti,FowlJa00,tackles_solo,1,,,,,
player,201511080nor,oti,FowlJa00,tackles_assists,0,,,,,
player,201511080nor,oti,FowlJa00,tackles_loss,0,,,,,
player,201511080nor,oti,FowlJa00,qb_hits,0,,,,,
player,201511080nor,oti,FowlJa00,fumbles_rec,0,,,,,
player,201511080nor,oti,FowlJa00,fumbles_rec_yds,0,,,,,
player,201511080nor,oti,FowlJa00,fumbles_rec_td,0,,,,,
player,201511080nor,oti,FowlJa00,fumbles_forced,0,,,,,
player,201511080nor,oti,KlugKa00,def_int,0,,,,,
player,201511080nor,oti,KlugKa00,def_int_yds,0,,,,,
player,201511080nor,oti,KlugKa00,def_int_td,0,,,,,
player,201511080nor,oti,KlugKa00,def_int_long,0,,,,,
player,201511080nor,oti,KlugKa00,pass_defended,0,,,,,
player,201511080nor,oti,KlugKa00,sacks,0.0,,,,,
player,201511080nor,oti,KlugKa00,tackles_combined,0,,,,,
player,201511080nor,oti,KlugKa00,tackles_solo,0,,,,,
player,201511080nor,oti,KlugKa00,tackles_assists,0,,,,,
player,201511080nor,oti,KlugKa00,tackles_loss,0,,,,,
player,201511080nor,oti,KlugKa00,qb_hits,1,,,,,
player,201511080nor,oti,KlugKa00,fumbles_rec,0,,,,,
player,201511080nor,oti,KlugKa00,fumbles_rec_yds,0,,,,,
player,201511080nor,oti,KlugKa00,fumbles_rec_td,0,,,,,
player,201511080nor,oti,KlugKa00,fumbles_forced,0,,,,,
player,201511080nor,oti,MariMa01,def_int,0,,,,,
player,201511080nor,oti,MariMa01,def_int_yds,0,,,,,
player,201511080nor,oti,MariMa01,def_int_td,0,,,,,
player,201511080nor,oti,MariMa01,def_int_long,0,,,,,
player,201511080nor,oti,MariMa01,pass_defended,0,,,,,
player,201511080nor,oti,MariMa01,sacks,0.0,,,,,
player,201511080nor,oti,MariMa01,tackles_combined,0,,,,,
player,201511080nor,oti,MariMa01,tackles_solo,0,,,,,
player,201511080nor,oti,MariMa01,tackles_assists,0,,,,,
player,201511080nor,oti,MariMa01,tackles_loss,,,,,,
player,201511080nor,oti,MariMa01,qb_hits,,,,,,
player,201511080nor,oti,MariMa01,fumbles_rec,1,,,,,
player,201511080nor,oti,MariMa01,fumbles_rec_yds,0,,,,,
player,201511080nor,oti,MariMa01,fumbles_rec_td,0,,,,,
player,201511080nor,oti,MariMa01,fumbles_forced,0,,,,,
player,201511080nor,oti,MorgDe99,def_int,0,,,,,
player,201511080nor,oti,MorgDe99,def_int_yds,0,,,,,
player,201511080nor,oti,MorgDe99,def_int_td,0,,,,,
player,201511080nor,oti,MorgDe99,def_int_long,0,,,,,
player,201511080nor,oti,MorgDe99,pass_defended,0,,,,,
player,201511080nor,oti,MorgDe99,sacks,0.0,,,,,
player,201511080nor,oti,MorgDe99,tackles_combined,0,,,,,
player,201511080nor,oti,MorgDe99,tackles_solo,0,,,,,
player,201511080nor,oti,MorgDe99,tackles_assists,0,,,,,
player,201511080nor,oti,MorgDe99,tackles_loss,0,,,,,
player,201511080nor,oti,MorgDe99,qb_hits,1,,,,,
player,201511080nor,oti,MorgDe99,fumbles_rec,0,,,,,
player,201511080nor,oti,MorgDe99,fumbles_rec_yds,0,,,,,
player,201511080nor,oti,MorgDe99,fumbles_rec_td,0,,,,,
player,201511080nor,oti,MorgDe99,fumbles_forced,0,,,,,
player,201511080nor,nor,ByrdJa99,def_int,0,,,,,
player,201511080nor,nor,ByrdJa99,def_int_yds,0,,,,,
player,201511080nor,nor,ByrdJa99,def_int_td,0,,,,,
player,201511080nor,nor,ByrdJa99,def_int_long,0,,,,,
player,201511080nor,nor,ByrdJa99,pass_defended,0,,,,,
player,201511080nor,nor,ByrdJa99,sacks,0.0,,,,,
player,201511080nor,nor,ByrdJa99,tackles_combined,10,,,,,
player,201511080nor,nor,ByrdJa99,tackles_solo,7,,,,,
player,201511080nor,nor,ByrdJa99,tackles_assists,3,,,,,
player,201511080nor,nor,ByrdJa99,tackles_loss,0,,,,,
player,201511080nor,nor,ByrdJa99,qb_hits,0,,,,,
player,201511080nor,nor,ByrdJa99,fumbles_rec,0,,,,,
player,201511080nor,nor,ByrdJa99,fumbles_rec_yds,0,,,,,
player,201511080nor,nor,ByrdJa99,fumbles_rec_td,0,,,,,
player,201511080nor,nor,ByrdJa99,fumbles_forced,0,,,,,
player,201511080nor,nor,MautMi00,def_int,0,,,,,
player,201511080nor,nor,MautMi00,def_int_yds,0,,,,,
player,201511080nor,nor,MautMi00,def_int_td,0,,,,,
player,201511080nor,nor,MautMi00,def_int_long,0,,,,,
player,201511080nor,nor,MautMi00,pass_defended,0,,,,,
player,201511080nor,nor,MautMi00,sacks,0.0,,,,,
player,201511080nor,nor,MautMi00,tackles_combined,10,,,,,
player,201511080nor,nor,MautMi00,tackles_solo,6,,,,,
player,201511080nor,nor,MautMi00,tackles_assists,4,,,,,
player,201511080nor,nor,MautMi00,tackles_loss,0,,,,,
player,201511080nor,nor,MautMi00,qb_hits,0,,,,,
player,201511080nor,nor,MautMi00,fumbles_rec,0,,,,,
player,201511080nor,nor,MautMi00,fumbles_rec_yds,0,,,,,
player,201511080nor,nor,MautMi00,fumbles_rec_td,0,,,,,
player,201511080nor,nor,MautMi00,fumbles_forced,0,,,,,
player,201511080nor,nor,VaccKe00,def_int,0,,,,,
player,201511080nor,nor,VaccKe00,def_int_yds,0,,,,,
player,201511080nor,nor,VaccKe00,def_int_td,0,,,,,
player,201511080nor,nor,VaccKe00,def_int_long,0,,,,,
player,201511080nor,nor,VaccKe00,pass_defended,0,,,,,
player,201511080nor,nor,VaccKe00,sacks,0.0,,,,,
player,201511080nor,nor,VaccKe00,tackles_combined,10,,,,,
player,201511080nor,nor,VaccKe00,tackles_solo,4,,,,,
player,201511080nor,nor,VaccKe00,tackles_assists,6,,,,,
player,201511080nor,nor,VaccKe00,tackles_loss,0,,,,,
player,201511080nor,nor,VaccKe00,qb_hits,0,,,,,
player,201511080nor,nor,VaccKe00,fumbles_rec,0,,,,,
player,201511080nor,nor,VaccKe00,fumbles_rec_yds,0,,,,,
player,201511080nor,nor,VaccKe00,fumbles_rec_td,0,,,,,
player,201511080nor,nor,VaccKe00,fumbles_forced,0,,,,,
player,201511080nor,nor,JenkJo00,def_int,0,,,,,
player,201511080nor,nor,JenkJo00,def_int_yds,0,,,,,
player,201511080nor,nor,JenkJo00,def_int_td,0,,,,,
player,201511080nor,nor,JenkJo00,def_int_long,0,,,,,
player,201511080nor,nor,JenkJo00,pass_defended,0,,,,,
player,201511080nor,nor,JenkJo00,sacks,0.0,,,,,
player,201511080nor,nor,JenkJo00,tackles_combined,9,,,,,
player,201511080nor,nor,JenkJo00,tackles_solo,2,,,,,
player,201511080nor,nor,JenkJo00,tackles_assists,7,,,,,
player,201511080nor,nor,JenkJo00,tackles_loss,1,,,,,
player,201511080nor,nor,JenkJo00,qb_hits,0,,,,,
player,201511080nor,nor,JenkJo00,fumbles_rec,0,,,,,
player,201511080nor,nor,JenkJo00,fumbles_rec_yds,0,,,,,
player,201511080nor,nor,JenkJo00,fumbles_rec_td,0,,,,,
player,201511080nor,nor,JenkJo00,fumbles_forced,0,,,,,
player,201511080nor,nor,AnthSt00,def_int,0,,,,,
player,201511080nor,nor,AnthSt00,def_int_yds,0,,,,,
player,201511080nor,nor,AnthSt00,def_int_td,0,,,,,
player,201511080nor,nor,AnthSt00,def_int_long,0,,,,,
player,201511080nor,nor,AnthSt00,pass_defended,0,,,,,
player,201511080nor,nor,AnthSt00,sacks,0.0,,,,,
player,201511080nor,nor,AnthSt00,tackles_combined,8,,,,,
player,201511080nor,nor,AnthSt00,tackles_solo,4,,,,,
player,201511080nor,nor,AnthSt00,tackles_assists,4,,,,,
player,201511080nor,nor,AnthSt00,tackles_loss,0,,,,,
player,201511080nor,nor,AnthSt00,qb_hits,1,,,,,
player,201511080nor,nor,AnthSt00,fumbles_rec,0,,,,,
player,201511080nor,nor,AnthSt00,fumbles_rec_yds,0,,,,,
player,201511080nor,nor,AnthSt00,fumbles_rec_td,0,,,,,
player,201511080nor,nor,AnthSt00,fumbles_forced,0,,,,,
player,201511080nor,nor,WillKe98,def_int,0,,,,,
player,201511080nor,nor,WillKe98,def_int_yds,0,,,,,
player,201511080nor,nor,WillKe98,def_int_td,0,,,,,
player,201511080nor,nor,WillKe98,def_int_long,0,,,,,
player,201511080nor,nor,WillKe98,pass_defended,0,,,,,
player,201511080nor,nor,WillKe98,sacks,0.0,,,,,
player,201511080nor,nor,WillKe98,tackles_combined,5,,,,,
player,201511080nor,nor,WillKe98,tackles_solo,1,,,,,
player,201511080nor,nor,WillKe98,tackles_assists,4,,,,,
player,201511080nor,nor,WillKe98,tackles_loss,0,,,,,
player,201511080nor,nor,WillKe98,qb_hits,0,,,,,
player,201511080nor,nor,WillKe98,fumbles_rec,0,,,,,
player,201511080nor,nor,WillKe98,fumbles_rec_yds,0,,,,,
player,201511080nor,nor,WillKe98,fumbles_rec_td,0,,,,,
player,201511080nor,nor,WillKe98,fumbles_forced,0,,,,,
player,201511080nor,nor,HawtDa20,def_int,0,,,,,
player,201511080nor,nor,HawtDa20,def_int_yds,0,,,,,
player,201511080nor,nor,HawtDa20,def_int_td,0,,,,,
player,201511080nor,nor,HawtDa20,def_int_long,0,,,,,
player,201511080nor,nor,HawtDa20,pass_defended,0,,,,,
player,201511080nor,nor,HawtDa20,sacks,0.0,,,,,
player,201511080nor,nor,HawtDa20,tackles_combined,4,,,,,
player,201511080nor,nor,HawtDa20,tackles_solo,3,,,,,
player,201511080nor,nor,HawtDa20,tackles_assists,1,,,,,
player,201511080nor,nor,HawtDa20,tackles_loss,0,,,,,
player,201511080nor,nor,HawtDa20,qb_hits,0,,,,,
player,201511080nor,nor,HawtDa20,fumbles_rec,0,,,,,
player,201511080nor,nor,HawtDa20,fumbles_rec_yds,0,,,,,
player,201511080nor,nor,HawtDa20,fumbles_rec_td,0,,,,,
player,201511080nor,nor,HawtDa20,fumbles_forced,1,,,,,
player,201511080nor,nor,BrowBr00,def_int,0,,,,,
player,201511080nor,nor,BrowBr00,def_int_yds,0,,,,,
player,201511080nor,nor,BrowBr00,def_int_td,0,,,,,
player,201511080nor,nor,BrowBr00,def_int_long,0,,,,,
player,201511080nor,nor,BrowBr00,pass_defended,0,,,,,
player,201511080nor,nor,BrowBr00,sacks,0.0,,,,,
player,201511080nor,nor,BrowBr00,tackles_combined,3,,,,,
player,201511080nor,nor,BrowBr00,tackles_solo,1,,,,,
player,201511080nor,nor,BrowBr00,tackles_assists,2,,,,,
player,201511080nor,nor,BrowBr00,tackles_loss,0,,,,,
player,201511080nor,nor,BrowBr00,qb_hits,0,,,,,
player,201511080nor,nor,BrowBr00,fumbles_rec,0,,,,,
player,201511080nor,nor,BrowBr00,fumbles_rec_yds,0,,,,,
player,201511080nor,nor,BrowBr00,fumbles_rec_td,0,,,,,
player,201511080nor,nor,BrowBr00,fumbles_forced,0,,,,,
player,201511080nor,nor,BreaDe00,def_int,0,,,,,
player,201511080nor,nor,BreaDe00,def_int_yds,0,,,,,
player,201511080nor,nor,BreaDe00,def_int_td,0,,,,,
player,201511080nor,nor,BreaDe00,def_int_long,0,,,,,
player,201511080nor,nor,BreaDe00,pass_defended,2,,,,,
player,201511080nor,nor,BreaDe00,sacks,0.0,,,,,
player,201511080nor,nor,BreaDe00,tackles_combined,2,,,,,
player,201511080nor,nor,BreaDe00,tackles_solo,2,,,,,
player,201511080nor,nor,BreaDe00,tackles_assists,0,,,,,
player,201511080nor,nor,BreaDe00,tackles_loss,0,,,,,
player,201511080nor,nor,BreaDe00,qb_hits,0,,,,,
player,201511080nor,nor,BreaDe00,fumbles_rec,0,,,,,
player,201511080nor,nor,BreaDe00,fumbles_rec_yds,0,,,,,
player,201511080nor,nor,BreaDe00,fumbles_rec_td,0,,,,,
player,201511080nor,nor,BreaDe00,fumbles_forced,0,,,,,
player,201511080nor,nor,DunbJo20,def_int,0,,,,,
player,201511080nor,nor,DunbJo20,def_int_yds,0,,,,,
player,201511080nor,nor,DunbJo20,def_int_td,0,,,,,
player,201511080nor,nor,DunbJo20,def_int_long,0,,,,,
player,201511080nor,nor,DunbJo20,pass_defended,0,,,,,
player,201511080nor,nor,DunbJo20,sacks,0.0,,,,,
player,201511080nor,nor,DunbJo20,tackles_combined,2,,,,,
player,201511080nor,nor,DunbJo20,tackles_solo,0,,,,,
player,201511080nor,nor,DunbJo20,tackles_assists,2,,,,,
player,201511080nor,nor,DunbJo20,tackles_loss,0,,,,,
player,201511080nor,nor,DunbJo20,qb_hits,0,,,,,
player,201511080nor,nor,DunbJo20,fumbles_rec,0,,,,,
player,201511080nor,nor,DunbJo20,fumbles_rec_yds,0,,,,,
player,201511080nor,nor,DunbJo20,fumbles_rec_td,0,,,,,
player,201511080nor,nor,DunbJo20,fumbles_forced,0,,,,,
player,201511080nor,nor,JordCa00,def_int,0,,,,,
player,201511080nor,nor,JordCa00,def_int_yds,0,,,,,
player,201511080nor,nor,JordCa00,def_int_td,0,,,,,
player,201511080nor,nor,JordCa00,def_int_long,0,,,,,
player,201511080nor,nor,JordCa00,pass_defended,0,,,,,
player,201511080nor,nor,JordCa00,sacks,0.0,,,,,
player,201511080nor,nor,JordCa00,tackles_combined,2,,,,,
player,201511080nor,nor,JordCa00,tackles_solo,2,,,,,
player,201511080nor,nor,JordCa00,tackles_assists,0,,,,,
player,201511080nor,nor,JordCa00,tackles_loss,0,,,,,
player,201511080nor,nor,JordCa00,qb_hits,0,,,,,
player,201511080nor,nor,JordCa00,fumbles_rec,0,,,,,
player,201511080nor,nor,JordCa00,fumbles_rec_yds,0,,,,,
player,201511080nor,nor,JordCa00,fumbles_rec_td,0,,,,,
player,201511080nor,nor,JordCa00,fumbles_forced,0,,,,,
player,201511080nor,nor,RichBo00,def_int,0,,,,,
player,201511080nor,nor,RichBo00,def_int_yds,0,,,,,
player,201511080nor,nor,RichBo00,def_int_td,0,,,,,
player,201511080nor,nor,RichBo00,def_int_long,0,,,,,
player,201511080nor,nor,RichBo00,pass_defended,0,,,,,
player,201511080nor,nor,RichBo00,sacks,0.0,,,,,
player,201511080nor,nor,RichBo00,tackles_combined,2,,,,,
player,201511080nor,nor,RichBo00,tackles_solo,2,,,,,
player,201511080nor,nor,RichBo00,tackles_assists,0,,,,,
player,201511080nor,nor,RichBo00,tackles_loss,0,,,,,
player,201511080nor,nor,RichBo00,qb_hits,0,,,,,
player,201511080nor,nor,RichBo00,fumbles_rec,0,,,,,
player,201511080nor,nor,RichBo00,fumbles_rec_yds,0,,,,,
player,201511080nor,nor,RichBo00,fumbles_rec_td,0,,,,,
player,201511080nor,nor,RichBo00,fumbles_forced,0,,,,,
player,201511080nor,nor,WilsKy99,def_int,0,,,,,
player,201511080nor,nor,WilsKy99,def_int_yds,0,,,,,
player,201511080nor,nor,WilsKy99,def_int_td,0,,,,,
player,201511080nor,nor,WilsKy99,def_int_long,0,,,,,
player,201511080nor,nor,WilsKy99,pass_defended,0,,,,,
player,201511080nor,nor,WilsKy99,sacks,0.0,,,,,
player,201511080nor,nor,WilsKy99,tackles_combined,2,,,,,
player,201511080nor,nor,WilsKy99,tackles_solo,2,,,,,
player,201511080nor,nor,WilsKy99,tackles_assists,0,,,,,
player,201511080nor,nor,WilsKy99,tackles_loss,0,,,,,
player,201511080nor,nor,WilsKy99,qb_hits,1,,,,,
player,201511080nor,nor,WilsKy99,fumbles_rec,0,,,,,
player,201511080nor,nor,WilsKy99,fumbles_rec_yds,0,,,,,
player,201511080nor,nor,WilsKy99,fumbles_rec_td,0,,,,,
player,201511080nor,nor,WilsKy99,fumbles_forced,0,,,,,
player,201511080nor,nor,DaviTy01,def_int,0,,,,,
player,201511080nor,nor,DaviTy01,def_int_yds,0,,,,,
player,201511080nor,nor,DaviTy01,def_int_td,0,,,,,
player,201511080nor,nor,DaviTy01,def_int_long,0,,,,,
player,201511080nor,nor,DaviTy01,pass_defended,0,,,,,
player,201511080nor,nor,DaviTy01,sacks,0.0,,,,,
player,201511080nor,nor,DaviTy01,tackles_combined,1,,,,,
player,201511080nor,nor,DaviTy01,tackles_solo,1,,,,,
player,201511080nor,nor,DaviTy01,tackles_assists,0,,,,,
player,201511080nor,nor,DaviTy01,tackles_loss,0,,,,,
player,201511080nor,nor,DaviTy01,qb_hits,0,,,,,
player,201511080nor,nor,DaviTy01,fumbles_rec,0,,,,,
player,201511080nor,nor,DaviTy01,fumbles_rec_yds,0,,,,,
player,201511080nor,nor,DaviTy01,fumbles_rec_td,0,,,,,
player,201511080nor,nor,DaviTy01,fumbles_forced,0,,,,,
player,201511080nor,nor,DixoBr01,def_int,0,,,,,
player,201511080nor,nor,DixoBr01,def_int_yds,0,,,,,
player,201511080nor,nor,DixoBr01,def_int_td,0,,,,,
player,201511080nor,nor,DixoBr01,def_int_long,0,,,,,
player,201511080nor,nor,DixoBr01,pass_defended,0,,,,,
player,201511080nor,nor,DixoBr01,sacks,0.0,,,,,
player,201511080nor,nor,DixoBr01,tackles_combined,1,,,,,
player,201511080nor,nor,DixoBr01,tackles_solo,1,,,,,
player,201511080nor,nor,DixoBr01,tackles_assists,0,,,,,
player,201511080nor,nor,DixoBr01,tackles_loss,0,,,,,
player,201511080nor,nor,DixoBr01,qb_hits,0,,,,,
player,201511080nor,nor,DixoBr01,fumbles_rec,0,,,,,
player,201511080nor,nor,DixoBr01,fumbles_rec_yds,0,,,,,
player,201511080nor,nor,DixoBr01,fumbles_rec_td,0,,,,,
player,201511080nor,nor,DixoBr01,fumbles_forced,0,,,,,
player,201511080nor,nor,GrahT.00,def_int,0,,,,,
player,201511080nor,nor,GrahT.00,def_int_yds,0,,,,,
player,201511080nor,nor,GrahT.00,def_int_td,0,,,,,
player,201511080nor,nor,GrahT.00,def_int_long,0,,,,,
player,201511080nor,nor,GrahT.00,pass_defended,0,,,,,
player,201511080nor,nor,GrahT.00,sacks,0.0,,,,,
