game,2015,9,20151108,201511080nor,oti,"Tennessee Titans",34,nor,"New Orleans Saints",28
player,201511080nor,oti,LoonJo01,st_pct,0%,,,,,
player,201511080nor,oti,MariMa01,pos,QB,,,,,
player,201511080nor,oti,MariMa01,offense,71,,,,,
player,201511080nor,oti,MariMa01,off_pct,100%,,,,,
player,201511080nor,oti,MariMa01,defense,0,,,,,
player,201511080nor,oti,MariMa01,def_pct,0%,,,,,
player,201511080nor,oti,MariMa01,special_teams,0,,,,,
player,201511080nor,oti,MariMa01,st_pct,0%,,,,,
player,201511080nor,oti,DougHa00,pos,WR,,,,,
player,201511080nor,oti,DougHa00,offense,59,,,,,
player,201511080nor,oti,DougHa00,off_pct,83%,,,,,
player,201511080nor,oti,DougHa00,defense,0,,,,,
player,201511080nor,oti,DougHa00,def_pct,0%,,,,,
player,201511080nor,oti,DougHa00,special_teams,0,,,,,
player,201511080nor,oti,DougHa00,st_pct,0%,,,,,
player,201511080nor,oti,GreeDo00,pos,WR,,,,,
player,201511080nor,oti,GreeDo00,offense,48,,,,,
player,201511080nor,oti,GreeDo00,off_pct,68%,,,,,
player,201511080nor,oti,GreeDo00,defense,0,,,,,
player,201511080nor,oti,GreeDo00,def_pct,0%,,,,,
player,201511080nor,oti,GreeDo00,special_teams,0,,,,,
player,201511080nor,oti,GreeDo00,st_pct,0%,,,,,
player,201511080nor,oti,WalkHu00,pos,TE,,,,,
player,201511080nor,oti,WalkHu00,offense,47,,,,,
player,201511080nor,oti,WalkHu00,off_pct,66%,,,,,
player,201511080nor,oti,WalkHu00,defense,0,,,,,
player,201511080nor,oti,WalkHu00,def_pct,0%,,,,,
player,201511080nor,oti,WalkHu00,special_teams,0,,,,,
player,201511080nor,oti,WalkHu00,st_pct,0%,,,,,
player,201511080nor,oti,AndrAn00,pos,RB,,,,,
player,201511080nor,oti,AndrAn00,offense,45,,,,,
player,201511080nor,oti,AndrAn00,off_pct,63%,,,,,
player,201511080nor,oti,AndrAn00,defense,0,,,,,
player,201511080nor,oti,AndrAn00,def_pct,0%,,,,,
player,201511080nor,oti,AndrAn00,special_teams,6,,,,,
player,201511080nor,oti,AndrAn00,st_pct,19%,,,,,
player,201511080nor,oti,StevCr00,pos,TE,,,,,
player,201511080nor,oti,StevCr00,offense,40,,,,,
player,201511080nor,oti,StevCr00,off_pct,56%,,,,,
player,201511080nor,oti,StevCr00,defense,0,,,,,
player,201511080nor,oti,StevCr00,def_pct,0%,,,,,
player,201511080nor,oti,StevCr00,special_teams,5,,,,,
player,201511080nor,oti,StevCr00,st_pct,16%,,,,,
player,201511080nor,oti,HuntJu00,pos,WR,,,,,
player,201511080nor,oti,HuntJu00,offense,40,,,,,
player,201511080nor,oti,HuntJu00,off_pct,56%,,,,,
player,201511080nor,oti,HuntJu00,defense,0,,,,,
player,201511080nor,oti,HuntJu00,def_pct,0%,,,,,
player,201511080nor,oti,HuntJu00,special_teams,0,,,,,
player,201511080nor,oti,HuntJu00,st_pct,0%,,,,,
player,201511080nor,oti,FasaAn00,pos,TE,,,,,
player,201511080nor,oti,FasaAn00,offense,34,,,,,
player,201511080nor,oti,FasaAn00,off_pct,48%,,,,,
player,201511080nor,oti,FasaAn00,defense,0,,,,,
player,201511080nor,oti,FasaAn00,def_pct,0%,,,,,
player,201511080nor,oti,FasaAn00,special_teams,0,,,,,
player,201511080nor,oti,FasaAn00,st_pct,0%,,,,,
player,201511080nor,oti,McClDe00,pos,RB,,,,,
player,201511080nor,oti,McClDe00,offense,29,,,,,
player,201511080nor,oti,McClDe00,off_pct,41%,,,,,
player,201511080nor,oti,McClDe00,defense,0,,,,,
player,201511080nor,oti,McClDe00,def_pct,0%,,,,,
player,201511080nor,oti,McClDe00,special_teams,10,,,,,
player,201511080nor,oti,McClDe00,st_pct,32%,,,,,
player,201511080nor,oti,FowlJa00,pos,FB,,,,,
player,201511080nor,oti,FowlJa00,offense,8,,,,,
player,201511080nor,oti,FowlJa00,off_pct,11%,,,,,
player,201511080nor,oti,FowlJa00,defense,0,,,,,
player,201511080nor,oti,FowlJa00,def_pct,0%,,,,,
player,201511080nor,oti,FowlJa00,special_teams,20,,,,,
player,201511080nor,oti,FowlJa00,st_pct,65%,,,,,
player,201511080nor,oti,SupePh00,pos,TE,,,,,
player,201511080nor,oti,SupePh00,offense,5,,,,,
player,201511080nor,oti,SupePh00,off_pct,7%,,,,,
player,201511080nor,oti,SupePh00,defense,0,,,,,
player,201511080nor,oti,SupePh00,def_pct,0%,,,,,
player,201511080nor,oti,SupePh00,special_teams,20,,,,,
player,201511080nor,oti,SupePh00,st_pct,65%,,,,,
player,201511080nor,oti,WillAv00,pos,LB,,,,,
player,201511080nor,oti,WillAv00,offense,0,,,,,
player,201511080nor,oti,WillAv00,off_pct,0%,,,,,
player,201511080nor,oti,WillAv00,defense,76,,,,,
player,201511080nor,oti,WillAv00,def_pct,100%,,,,,
player,201511080nor,oti,WillAv00,special_teams,5,,,,,
player,201511080nor,oti,WillAv00,st_pct,16%,,,,,
player,201511080nor,oti,GrifMi99,pos,FS,,,,,
player,201511080nor,oti,GrifMi99,offense,0,,,,,
player,201511080nor,oti,GrifMi99,off_pct,0%,,,,,
player,201511080nor,oti,GrifMi99,defense,74,,,,,
player,201511080nor,oti,GrifMi99,def_pct,97%,,,,,
player,201511080nor,oti,GrifMi99,special_teams,9,,,,,
player,201511080nor,oti,GrifMi99,st_pct,29%,,,,,
player,201511080nor,oti,SensCo00,pos,CB,,,,,
player,201511080nor,oti,SensCo00,offense,0,,,,,
player,201511080nor,oti,SensCo00,off_pct,0%,,,,,
player,201511080nor,oti,SensCo00,defense,72,,,,,
player,201511080nor,oti,SensCo00,def_pct,95%,,,,,
player,201511080nor,oti,SensCo00,special_teams,12,,,,,
player,201511080nor,oti,SensCo00,st_pct,39%,,,,,
player,201511080nor,oti,OrakBr99,pos,LB,,,,,
player,201511080nor,oti,OrakBr99,offense,0,,,,,
player,201511080nor,oti,OrakBr99,off_pct,0%,,,,,
player,201511080nor,oti,OrakBr99,defense,72,,,,,
player,201511080nor,oti,OrakBr99,def_pct,95%,,,,,
player,201511080nor,oti,OrakBr99,special_teams,4,,,,,
player,201511080nor,oti,OrakBr99,st_pct,13%,,,,,
player,201511080nor,oti,SearDa00,pos,SS,,,,,
player,201511080nor,oti,SearDa00,offense,0,,,,,
player,201511080nor,oti,SearDa00,off_pct,0%,,,,,
player,201511080nor,oti,SearDa00,defense,70,,,,,
player,201511080nor,oti,SearDa00,def_pct,92%,,,,,
player,201511080nor,oti,SearDa00,special_teams,5,,,,,
player,201511080nor,oti,SearDa00,st_pct,16%,,,,,
player,201511080nor,oti,MorgDe99,pos,LB,,,,,
player,201511080nor,oti,MorgDe99,offense,0,,,,,
player,201511080nor,oti,MorgDe99,off_pct,0%,,,,,
player,201511080nor,oti,MorgDe99,defense,58,,,,,
player,201511080nor,oti,MorgDe99,def_pct,76%,,,,,
player,201511080nor,oti,MorgDe99,special_teams,3,,,,,
player,201511080nor,oti,MorgDe99,st_pct,10%,,,,,
player,201511080nor,oti,CaseJu00,pos,DT,,,,,
player,201511080nor,oti,CaseJu00,offense,0,,,,,
player,201511080nor,oti,CaseJu00,off_pct,0%,,,,,
player,201511080nor,oti,CaseJu00,defense,57,,,,,
player,201511080nor,oti,CaseJu00,def_pct,75%,,,,,
player,201511080nor,oti,CaseJu00,special_teams,1,,,,,
player,201511080nor,oti,CaseJu00,st_pct,3%,,,,,
player,201511080nor,oti,RiggCo00,pos,CB,,,,,
player,201511080nor,oti,RiggCo00,offense,0,,,,,
player,201511080nor,oti,RiggCo00,off_pct,0%,,,,,
player,201511080nor,oti,RiggCo00,defense,54,,,,,
player,201511080nor,oti,RiggCo00,def_pct,71%,,,,,
player,201511080nor,oti,RiggCo00,special_teams,19,,,,,
player,201511080nor,oti,RiggCo00,st_pct,61%,,,,,
player,201511080nor,oti,JoneDa04,pos,DE,,,,,
player,201511080nor,oti,JoneDa04,offense,0,,,,,
player,201511080nor,oti,JoneDa04,off_pct,0%,,,,,
player,201511080nor,oti,JoneDa04,defense,54,,,,,
player,201511080nor,oti,JoneDa04,def_pct,71%,,,,,
player,201511080nor,oti,JoneDa04,special_teams,9,,,,,
player,201511080nor,oti,JoneDa04,st_pct,29%,,,,,
player,201511080nor,oti,WoodAl99,pos,NT,,,,,
player,201511080nor,oti,WoodAl99,offense,0,,,,,
player,201511080nor,oti,WoodAl99,off_pct,0%,,,,,
player,201511080nor,oti,WoodAl99,defense,39,,,,,
player,201511080nor,oti,WoodAl99,def_pct,51%,,,,,
player,201511080nor,oti,WoodAl99,special_teams,8,,,,,
player,201511080nor,oti,WoodAl99,st_pct,26%,,,,,
player,201511080nor,oti,WoodWe20,pos,LB,,,,,
player,201511080nor,oti,WoodWe20,offense,0,,,,,
player,201511080nor,oti,WoodWe20,off_pct,0%,,,,,
player,201511080nor,oti,WoodWe20,defense,35,,,,,
player,201511080nor,oti,WoodWe20,def_pct,46%,,,,,
player,201511080nor,oti,WoodWe20,special_teams,10,,,,,
player,201511080nor,oti,WoodWe20,st_pct,32%,,,,,
player,201511080nor,oti,CoxxPe99,pos,CB,,,,,
player,201511080nor,oti,CoxxPe99,offense,0,,,,,
player,201511080nor,oti,CoxxPe99,off_pct,0%,,,,,
player,201511080nor,oti,CoxxPe99,defense,33,,,,,
player,201511080nor,oti,CoxxPe99,def_pct,43%,,,,,
player,201511080nor,oti,CoxxPe99,special_teams,0,,,,,
player,201511080nor,oti,CoxxPe99,st_pct,0%,,,,,
player,201511080nor,oti,BrowZa00,pos,LB,,,,,
player,201511080nor,oti,BrowZa00,offense,0,,,,,
player,201511080nor,oti,BrowZa00,off_pct,0%,,,,,
player,201511080nor,oti,BrowZa00,defense,26,,,,,
player,201511080nor,oti,BrowZa00,def_pct,34%,,,,,
player,201511080nor,oti,BrowZa00,special_teams,3,,,,,
player,201511080nor,oti,BrowZa00,st_pct,10%,,,,,
player,201511080nor,oti,BassDa00,pos,LB,,,,,
player,201511080nor,oti,BassDa00,offense,0,,,,,
player,201511080nor,oti,BassDa00,off_pct,0%,,,,,
player,201511080nor,oti,BassDa00,defense,22,,,,,
player,201511080nor,oti,BassDa00,def_pct,29%,,,,,
player,201511080nor,oti,BassDa00,special_teams,13,,,,,
player,201511080nor,oti,BassDa00,st_pct,42%,,,,,
player,201511080nor,oti,KlugKa00,pos,DT,,,,,
player,201511080nor,oti,KlugKa00,offense,0,,,,,
player,201511080nor,oti,KlugKa00,off_pct,0%,,,,,
player,201511080nor,oti,KlugKa00,defense,21,,,,,
player,201511080nor,oti,KlugKa00,def_pct,28%,,,,,
player,201511080nor,oti,KlugKa00,special_teams,13,,,,,
player,201511080nor,oti,KlugKa00,st_pct,42%,,,,,
player,201511080nor,oti,BlacAn00,pos,DE,,,,,
player,201511080nor,oti,BlacAn00,offense,0,,,,,
player,201511080nor,oti,BlacAn00,off_pct,0%,,,,,
player,201511080nor,oti,BlacAn00,defense,20,,,,,
player,201511080nor,oti,BlacAn00,def_pct,26%,,,,,
player,201511080nor,oti,BlacAn00,special_teams,16,,,,,
player,201511080nor,oti,BlacAn00,st_pct,52%,,,,,
player,201511080nor,oti,StafDa00,pos,SS,,,,,
player,201511080nor,oti,StafDa00,offense,0,,,,,
player,201511080nor,oti,StafDa00,off_pct,0%,,,,,
player,201511080nor,oti,StafDa00,defense,18,,,,,
player,201511080nor,oti,StafDa00,def_pct,24%,,,,,
player,201511080nor,oti,StafDa00,special_teams,21,,,,,
player,201511080nor,oti,StafDa00,st_pct,68%,,,,,
player,201511080nor,oti,WebbBW00,pos,CB,,,,,
player,201511080nor,oti,WebbBW00,offense,0,,,,,
player,201511080nor,oti,WebbBW00,off_pct,0%,,,,,
player,201511080nor,oti,WebbBW00,defense,18,,,,,
player,201511080nor,oti,WebbBW00,def_pct,24%,,,,,
player,201511080nor,oti,WebbBW00,special_teams,12,,,,,
player,201511080nor,oti,WebbBW00,st_pct,39%,,,,,
player,201511080nor,oti,HillSa99,pos,NT,,,,,
player,201511080nor,oti,HillSa99,offense,0,,,,,
player,201511080nor,oti,HillSa99,off_pct,0%,,,,,
player,201511080nor,oti,HillSa99,defense,15,,,,,
player,201511080nor,oti,HillSa99,def_pct,20%,,,,,
player,201511080nor,oti,HillSa99,special_teams,2,,,,,
player,201511080nor,oti,HillSa99,st_pct,6%,,,,,
player,201511080nor,oti,HuffMa00,pos,FS,,,,,
player,201511080nor,oti,HuffMa00,offense,0,,,,,
player,201511080nor,oti,HuffMa00,off_pct,0%,,,,,
player,201511080nor,oti,HuffMa00,defense,0,,,,,
player,201511080nor,oti,HuffMa00,def_pct,0%,,,,,
player,201511080nor,oti,HuffMa00,special_teams,26,,,,,
player,201511080nor,oti,HuffMa00,st_pct,84%,,,,,
player,201511080nor,oti,StapJu00,pos,LB,,,,,
player,201511080nor,oti,StapJu00,offense,0,,,,,
player,201511080nor,oti,StapJu00,off_pct,0%,,,,,
player,201511080nor,oti,StapJu00,defense,0,,,,,
player,201511080nor,oti,StapJu00,def_pct,0%,,,,,
player,201511080nor,oti,StapJu00,special_teams,21,,,,,
player,201511080nor,oti,StapJu00,st_pct,68%,,,,,
player,201511080nor,oti,JohnSt02,pos,LB,,,,,
player,201511080nor,oti,JohnSt02,offense,0,,,,,
player,201511080nor,oti,JohnSt02,off_pct,0%,,,,,
player,201511080nor,oti,JohnSt02,defense,0,,,,,
player,201511080nor,oti,JohnSt02,def_pct,0%,,,,,
player,201511080nor,oti,JohnSt02,special_teams,21,,,,,
player,201511080nor,oti,JohnSt02,st_pct,68%,,,,,
player,201511080nor,oti,SuccRy44,pos,K,,,,,
player,201511080nor,oti,SuccRy44,offense,0,,,,,
player,201511080nor,oti,SuccRy44,off_pct,0%,,,,,
player,201511080nor,oti,SuccRy44,defense,0,,,,,
player,201511080nor,oti,SuccRy44,def_pct,0%,,,,,
player,201511080nor,oti,SuccRy44,special_teams,11,,,,,
player,201511080nor,oti,SuccRy44,st_pct,35%,,,,,
player,201511080nor,oti,KernBr20,pos,P,,,,,
player,201511080nor,oti,KernBr20,offense,0,,,,,
player,201511080nor,oti,KernBr20,off_pct,0%,,,,,
player,201511080nor,oti,KernBr20,defense,0,,,,,
player,201511080nor,oti,KernBr20,def_pct,0%,,,,,
player,201511080nor,oti,KernBr20,special_teams,10,,,,,
player,201511080nor,oti,KernBr20,st_pct,32%,,,,,
player,201511080nor,oti,BrinBe00,pos,LS,,,,,
player,201511080nor,oti,BrinBe00,offense,0,,,,,
player,201511080nor,oti,BrinBe00,off_pct,0%,,,,,
player,201511080nor,oti,BrinBe00,defense,0,,,,,
player,201511080nor,oti,BrinBe00,def_pct,0%,,,,,
player,201511080nor,oti,BrinBe00,special_teams,10,,,,,
player,201511080nor,oti,BrinBe00,st_pct,32%,,,,,
player,201511080nor,oti,MereJa20,pos,T,,,,,
player,201511080nor,oti,MereJa20,offense,0,,,,,
player,201511080nor,oti,MereJa20,off_pct,0%,,,,,
player,201511080nor,oti,MereJa20,defense,0,,,,,
player,201511080nor,oti,MereJa20,def_pct,0%,,,,,
player,201511080nor,oti,MereJa20,special_teams,5,,,,,
player,201511080nor,oti,MereJa20,st_pct,16%,,,,,
player,201511080nor,oti,RichRi00,pos,WR,,,,,
player,201511080nor,oti,RichRi00,offense,0,,,,,
player,201511080nor,oti,RichRi00,off_pct,0%,,,,,
player,201511080nor,oti,RichRi00,defense,0,,,,,
player,201511080nor,oti,RichRi00,def_pct,0%,,,,,
player,201511080nor,oti,RichRi00,special_teams,1,,,,,
player,201511080nor,oti,RichRi00,st_pct,3%,,,,,
