game,2015,16,20151227,201512270tam,chi,"Chicago Bears",26,tam,"Tampa Bay Buccaneers",21
team,201512270tam,chi,First Downs,21,,,,,,
team,201512270tam,tam,First Downs,19,,,,,,
team,201512270tam,chi,Rush-Yds-TDs,39-174-1,,,,,,
team,201512270tam,tam,Rush-Yds-TDs,25-104-1,,,,,,
team,201512270tam,chi,Cmp-Att-Yd-TD-INT,20-27-156-1-0,,,,,,
team,201512270tam,tam,Cmp-Att-Yd-TD-INT,15-29-295-2-1,,,,,,
team,201512270tam,chi,Sacked-Yards,1-3,,,,,,
team,201512270tam,tam,Sacked-Yards,1-10,,,,,,
team,201512270tam,chi,Net Pass Yards,153,,,,,,
team,201512270tam,tam,Net Pass Yards,285,,,,,,
team,201512270tam,chi,Total Yards,327,,,,,,
team,201512270tam,tam,Total Yards,389,,,,,,
team,201512270tam,chi,Fumbles-Lost,0-0,,,,,,
team,201512270tam,tam,Fumbles-Lost,5-2,,,,,,
team,201512270tam,chi,Turnovers,0,,,,,,
team,201512270tam,tam,Turnovers,3,,,,,,
team,201512270tam,chi,Penalties-Yards,3-25,,,,,,
team,201512270tam,tam,Penalties-Yards,4-47,,,,,,
team,201512270tam,chi,Third Down Conv.,6-15,,,,,,
team,201512270tam,tam,Third Down Conv.,2-8,,,,,,
team,201512270tam,chi,Fourth Down Conv.,0-0,,,,,,
team,201512270tam,tam,Fourth Down Conv.,0-0,,,,,,
team,201512270tam,chi,Time of Possession,37:03,,,,,,
team,201512270tam,tam,Time of Possession,22:57,,,,,,
player,201512270tam,chi,CutlJa00,pass_cmp,20,,,,,
player,201512270tam,chi,CutlJa00,pass_att,27,,,,,
player,201512270tam,chi,CutlJa00,pass_yds,156,,,,,
player,201512270tam,chi,CutlJa00,pass_td,1,,,,,
player,201512270tam,chi,CutlJa00,pass_int,0,,,,,
player,201512270tam,chi,CutlJa00,pass_sacked,1,,,,,
player,201512270tam,chi,CutlJa00,pass_sacked_yds,3,,,,,
player,201512270tam,chi,CutlJa00,pass_long,25,,,,,
player,201512270tam,chi,CutlJa00,pass_rating,100.2,,,,,
player,201512270tam,chi,CutlJa00,rush_att,2,,,,,
player,201512270tam,chi,CutlJa00,rush_yds,21,,,,,
player,201512270tam,chi,CutlJa00,rush_td,0,,,,,
player,201512270tam,chi,CutlJa00,rush_long,16,,,,,
player,201512270tam,chi,CutlJa00,targets,0,,,,,
player,201512270tam,chi,CutlJa00,rec,0,,,,,
player,201512270tam,chi,CutlJa00,rec_yds,0,,,,,
player,201512270tam,chi,CutlJa00,rec_td,0,,,,,
player,201512270tam,chi,CutlJa00,rec_long,0,,,,,
player,201512270tam,chi,CutlJa00,fumbles,0,,,,,
player,201512270tam,chi,CutlJa00,fumbles_lost,0,,,,,
player,201512270tam,chi,LangJe00,pass_cmp,0,,,,,
player,201512270tam,chi,LangJe00,pass_att,0,,,,,
player,201512270tam,chi,LangJe00,pass_yds,0,,,,,
player,201512270tam,chi,LangJe00,pass_td,0,,,,,
player,201512270tam,chi,LangJe00,pass_int,0,,,,,
player,201512270tam,chi,LangJe00,pass_sacked,0,,,,,
player,201512270tam,chi,LangJe00,pass_sacked_yds,0,,,,,
player,201512270tam,chi,LangJe00,pass_long,0,,,,,
player,201512270tam,chi,LangJe00,pass_rating,,,,,,
player,201512270tam,chi,LangJe00,rush_att,19,,,,,
player,201512270tam,chi,LangJe00,rush_yds,83,,,,,
player,201512270tam,chi,LangJe00,rush_td,0,,,,,
player,201512270tam,chi,LangJe00,rush_long,11,,,,,
player,201512270tam,chi,LangJe00,targets,2,,,,,
player,201512270tam,chi,LangJe00,rec,0,,,,,
player,201512270tam,chi,LangJe00,rec_yds,0,,,,,
player,201512270tam,chi,LangJe00,rec_td,0,,,,,
player,201512270tam,chi,LangJe00,rec_long,0,,,,,
player,201512270tam,chi,LangJe00,fumbles,0,,,,,
player,201512270tam,chi,LangJe00,fumbles_lost,0,,,,,
player,201512270tam,chi,FortMa00,pass_cmp,0,,,,,
player,201512270tam,chi,FortMa00,pass_att,0,,,,,
player,201512270tam,chi,FortMa00,pass_yds,0,,,,,
player,201512270tam,chi,FortMa00,pass_td,0,,,,,
player,201512270tam,chi,FortMa00,pass_int,0,,,,,
player,201512270tam,chi,FortMa00,pass_sacked,0,,,,,
player,201512270tam,chi,FortMa00,pass_sacked_yds,0,,,,,
player,201512270tam,chi,FortMa00,pass_long,0,,,,,
player,201512270tam,chi,FortMa00,pass_rating,,,,,,
player,201512270tam,chi,FortMa00,rush_att,11,,,,,
player,201512270tam,chi,FortMa00,rush_yds,54,,,,,
player,201512270tam,chi,FortMa00,rush_td,0,,,,,
player,201512270tam,chi,FortMa00,rush_long,16,,,,,
player,201512270tam,chi,FortMa00,targets,4,,,,,
player,201512270tam,chi,FortMa00,rec,3,,,,,
player,201512270tam,chi,FortMa00,rec_yds,23,,,,,
player,201512270tam,chi,FortMa00,rec_td,0,,,,,
player,201512270tam,chi,FortMa00,rec_long,9,,,,,
player,201512270tam,chi,FortMa00,fumbles,0,,,,,
player,201512270tam,chi,FortMa00,fumbles_lost,0,,,,,
player,201512270tam,chi,CareKa00,pass_cmp,0,,,,,
player,201512270tam,chi,CareKa00,pass_att,0,,,,,
player,201512270tam,chi,CareKa00,pass_yds,0,,,,,
player,201512270tam,chi,CareKa00,pass_td,0,,,,,
player,201512270tam,chi,CareKa00,pass_int,0,,,,,
player,201512270tam,chi,CareKa00,pass_sacked,0,,,,,
player,201512270tam,chi,CareKa00,pass_sacked_yds,0,,,,,
player,201512270tam,chi,CareKa00,pass_long,0,,,,,
player,201512270tam,chi,CareKa00,pass_rating,,,,,,
player,201512270tam,chi,CareKa00,rush_att,7,,,,,
player,201512270tam,chi,CareKa00,rush_yds,16,,,,,
player,201512270tam,chi,CareKa00,rush_td,1,,,,,
player,201512270tam,chi,CareKa00,rush_long,6,,,,,
player,201512270tam,chi,CareKa00,targets,1,,,,,
player,201512270tam,chi,CareKa00,rec,1,,,,,
player,201512270tam,chi,CareKa00,rec_yds,1,,,,,
player,201512270tam,chi,CareKa00,rec_td,1,,,,,
player,201512270tam,chi,CareKa00,rec_long,1,,,,,
player,201512270tam,chi,CareKa00,fumbles,0,,,,,
player,201512270tam,chi,CareKa00,fumbles_lost,0,,,,,
player,201512270tam,chi,MillZa02,pass_cmp,0,,,,,
player,201512270tam,chi,MillZa02,pass_att,0,,,,,
player,201512270tam,chi,MillZa02,pass_yds,0,,,,,
player,201512270tam,chi,MillZa02,pass_td,0,,,,,
player,201512270tam,chi,MillZa02,pass_int,0,,,,,
player,201512270tam,chi,MillZa02,pass_sacked,0,,,,,
player,201512270tam,chi,MillZa02,pass_sacked_yds,0,,,,,
player,201512270tam,chi,MillZa02,pass_long,0,,,,,
player,201512270tam,chi,MillZa02,pass_rating,,,,,,
player,201512270tam,chi,MillZa02,rush_att,0,,,,,
player,201512270tam,chi,MillZa02,rush_yds,0,,,,,
player,201512270tam,chi,MillZa02,rush_td,0,,,,,
player,201512270tam,chi,MillZa02,rush_long,0,,,,,
player,201512270tam,chi,MillZa02,targets,8,,,,,
player,201512270tam,chi,MillZa02,rec,7,,,,,
player,201512270tam,chi,MillZa02,rec_yds,69,,,,,
player,201512270tam,chi,MillZa02,rec_td,0,,,,,
player,201512270tam,chi,MillZa02,rec_long,18,,,,,
player,201512270tam,chi,MillZa02,fumbles,0,,,,,
player,201512270tam,chi,MillZa02,fumbles_lost,0,,,,,
player,201512270tam,chi,MariMa00,pass_cmp,0,,,,,
player,201512270tam,chi,MariMa00,pass_att,0,,,,,
player,201512270tam,chi,MariMa00,pass_yds,0,,,,,
player,201512270tam,chi,MariMa00,pass_td,0,,,,,
player,201512270tam,chi,MariMa00,pass_int,0,,,,,
player,201512270tam,chi,MariMa00,pass_sacked,0,,,,,
player,201512270tam,chi,MariMa00,pass_sacked_yds,0,,,,,
player,201512270tam,chi,MariMa00,pass_long,0,,,,,
player,201512270tam,chi,MariMa00,pass_rating,,,,,,
player,201512270tam,chi,MariMa00,rush_att,0,,,,,
player,201512270tam,chi,MariMa00,rush_yds,0,,,,,
player,201512270tam,chi,MariMa00,rush_td,0,,,,,
player,201512270tam,chi,MariMa00,rush_long,0,,,,,
player,201512270tam,chi,MariMa00,targets,3,,,,,
player,201512270tam,chi,MariMa00,rec,2,,,,,
player,201512270tam,chi,MariMa00,rec_yds,32,,,,,
player,201512270tam,chi,MariMa00,rec_td,0,,,,,
player,201512270tam,chi,MariMa00,rec_long,25,,,,,
player,201512270tam,chi,MariMa00,fumbles,0,,,,,
player,201512270tam,chi,MariMa00,fumbles_lost,0,,,,,
player,201512270tam,chi,RoyaEd00,pass_cmp,0,,,,,
player,201512270tam,chi,RoyaEd00,pass_att,0,,,,,
player,201512270tam,chi,RoyaEd00,pass_yds,0,,,,,
player,201512270tam,chi,RoyaEd00,pass_td,0,,,,,
player,201512270tam,chi,RoyaEd00,pass_int,0,,,,,
player,201512270tam,chi,RoyaEd00,pass_sacked,0,,,,,
player,201512270tam,chi,RoyaEd00,pass_sacked_yds,0,,,,,
player,201512270tam,chi,RoyaEd00,pass_long,0,,,,,
player,201512270tam,chi,RoyaEd00,pass_rating,,,,,,
player,201512270tam,chi,RoyaEd00,rush_att,0,,,,,
player,201512270tam,chi,RoyaEd00,rush_yds,0,,,,,
player,201512270tam,chi,RoyaEd00,rush_td,0,,,,,
player,201512270tam,chi,RoyaEd00,rush_long,0,,,,,
player,201512270tam,chi,RoyaEd00,targets,6,,,,,
player,201512270tam,chi,RoyaEd00,rec,5,,,,,
player,201512270tam,chi,RoyaEd00,rec_yds,21,,,,,
player,201512270tam,chi,RoyaEd00,rec_td,0,,,,,
player,201512270tam,chi,RoyaEd00,rec_long,14,,,,,
player,201512270tam,chi,RoyaEd00,fumbles,0,,,,,
player,201512270tam,chi,RoyaEd00,fumbles_lost,0,,,,,
player,201512270tam,chi,BellJo02,pass_cmp,0,,,,,
player,201512270tam,chi,BellJo02,pass_att,0,,,,,
player,201512270tam,chi,BellJo02,pass_yds,0,,,,,
player,201512270tam,chi,BellJo02,pass_td,0,,,,,
player,201512270tam,chi,BellJo02,pass_int,0,,,,,
player,201512270tam,chi,BellJo02,pass_sacked,0,,,,,
player,201512270tam,chi,BellJo02,pass_sacked_yds,0,,,,,
player,201512270tam,chi,BellJo02,pass_long,0,,,,,
player,201512270tam,chi,BellJo02,pass_rating,,,,,,
player,201512270tam,chi,BellJo02,rush_att,0,,,,,
player,201512270tam,chi,BellJo02,rush_yds,0,,,,,
player,201512270tam,chi,BellJo02,rush_td,0,,,,,
player,201512270tam,chi,BellJo02,rush_long,0,,,,,
player,201512270tam,chi,BellJo02,targets,3,,,,,
player,201512270tam,chi,BellJo02,rec,2,,,,,
player,201512270tam,chi,BellJo02,rec_yds,10,,,,,
player,201512270tam,chi,BellJo02,rec_td,0,,,,,
player,201512270tam,chi,BellJo02,rec_long,7,,,,,
player,201512270tam,chi,BellJo02,fumbles,0,,,,,
player,201512270tam,chi,BellJo02,fumbles_lost,0,,,,,
player,201512270tam,tam,WinsJa00,pass_cmp,15,,,,,
player,201512270tam,tam,WinsJa00,pass_att,29,,,,,
player,201512270tam,tam,WinsJa00,pass_yds,295,,,,,
player,201512270tam,tam,WinsJa00,pass_td,2,,,,,
player,201512270tam,tam,WinsJa00,pass_int,1,,,,,
player,201512270tam,tam,WinsJa00,pass_sacked,1,,,,,
player,201512270tam,tam,WinsJa00,pass_sacked_yds,10,,,,,
player,201512270tam,tam,WinsJa00,pass_long,50,,,,,
player,201512270tam,tam,WinsJa00,pass_rating,96.2,,,,,
player,201512270tam,tam,WinsJa00,rush_att,4,,,,,
player,201512270tam,tam,WinsJa00,rush_yds,10,,,,,
player,201512270tam,tam,WinsJa00,rush_td,0,,,,,
player,201512270tam,tam,WinsJa00,rush_long,7,,,,,
player,201512270tam,tam,WinsJa00,targets,0,,,,,
player,201512270tam,tam,WinsJa00,rec,0,,,,,
player,201512270tam,tam,WinsJa00,rec_yds,0,,,,,
player,201512270tam,tam,WinsJa00,rec_td,0,,,,,
player,201512270tam,tam,WinsJa00,rec_long,0,,,,,
player,201512270tam,tam,WinsJa00,fumbles,0,,,,,
player,201512270tam,tam,WinsJa00,fumbles_lost,0,,,,,
player,201512270tam,tam,MartDo00,pass_cmp,0,,,,,
player,201512270tam,tam,MartDo00,pass_att,0,,,,,
player,201512270tam,tam,MartDo00,pass_yds,0,,,,,
player,201512270tam,tam,MartDo00,pass_td,0,,,,,
player,201512270tam,tam,MartDo00,pass_int,0,,,,,
player,201512270tam,tam,MartDo00,pass_sacked,0,,,,,
player,201512270tam,tam,MartDo00,pass_sacked_yds,0,,,,,
player,201512270tam,tam,MartDo00,pass_long,0,,,,,
player,201512270tam,tam,MartDo00,pass_rating,,,,,,
player,201512270tam,tam,MartDo00,rush_att,17,,,,,
player,201512270tam,tam,MartDo00,rush_yds,49,,,,,
player,201512270tam,tam,MartDo00,rush_td,1,,,,,
player,201512270tam,tam,MartDo00,rush_long,9,,,,,
player,201512270tam,tam,MartDo00,targets,3,,,,,
player,201512270tam,tam,MartDo00,rec,1,,,,,
player,201512270tam,tam,MartDo00,rec_yds,6,,,,,
player,201512270tam,tam,MartDo00,rec_td,0,,,,,
player,201512270tam,tam,MartDo00,rec_long,6,,,,,
player,201512270tam,tam,MartDo00,fumbles,2,,,,,
player,201512270tam,tam,MartDo00,fumbles_lost,2,,,,,
player,201512270tam,tam,SimsCh00,pass_cmp,0,,,,,
player,201512270tam,tam,SimsCh00,pass_att,0,,,,,
player,201512270tam,tam,SimsCh00,pass_yds,0,,,,,
