game,2015,14,20151213,201512130htx,nwe,"New England Patriots",27,htx,"Houston Texans",6
player,201512130htx,nwe,BoldBr00,pass_td,0,,,,,
player,201512130htx,nwe,BoldBr00,pass_int,0,,,,,
player,201512130htx,nwe,BoldBr00,pass_sacked,0,,,,,
player,201512130htx,nwe,BoldBr00,pass_sacked_yds,0,,,,,
player,201512130htx,nwe,BoldBr00,pass_long,0,,,,,
player,201512130htx,nwe,BoldBr00,pass_rating,,,,,,
player,201512130htx,nwe,BoldBr00,rush_att,16,,,,,
player,201512130htx,nwe,BoldBr00,rush_yds,51,,,,,
player,201512130htx,nwe,BoldBr00,rush_td,0,,,,,
player,201512130htx,nwe,BoldBr00,rush_long,12,,,,,
player,201512130htx,nwe,BoldBr00,targets,0,,,,,
player,201512130htx,nwe,BoldBr00,rec,0,,,,,
player,201512130htx,nwe,BoldBr00,rec_yds,0,,,,,
player,201512130htx,nwe,BoldBr00,rec_td,0,,,,,
player,201512130htx,nwe,BoldBr00,rec_long,0,,,,,
player,201512130htx,nwe,BoldBr00,fumbles,0,,,,,
player,201512130htx,nwe,BoldBr00,fumbles_lost,0,,,,,
player,201512130htx,nwe,WhitJa02,pass_cmp,0,,,,,
player,201512130htx,nwe,WhitJa02,pass_att,0,,,,,
player,201512130htx,nwe,WhitJa02,pass_yds,0,,,,,
player,201512130htx,nwe,WhitJa02,pass_td,0,,,,,
player,201512130htx,nwe,WhitJa02,pass_int,0,,,,,
player,201512130htx,nwe,WhitJa02,pass_sacked,0,,,,,
player,201512130htx,nwe,WhitJa02,pass_sacked_yds,0,,,,,
player,201512130htx,nwe,WhitJa02,pass_long,0,,,,,
player,201512130htx,nwe,WhitJa02,pass_rating,,,,,,
player,201512130htx,nwe,WhitJa02,rush_att,1,,,,,
player,201512130htx,nwe,WhitJa02,rush_yds,2,,,,,
player,201512130htx,nwe,WhitJa02,rush_td,1,,,,,
player,201512130htx,nwe,WhitJa02,rush_long,2,,,,,
player,201512130htx,nwe,WhitJa02,targets,6,,,,,
player,201512130htx,nwe,WhitJa02,rec,4,,,,,
player,201512130htx,nwe,WhitJa02,rec_yds,38,,,,,
player,201512130htx,nwe,WhitJa02,rec_td,0,,,,,
player,201512130htx,nwe,WhitJa02,rec_long,27,,,,,
player,201512130htx,nwe,WhitJa02,fumbles,0,,,,,
player,201512130htx,nwe,WhitJa02,fumbles_lost,0,,,,,
player,201512130htx,nwe,GronRo00,pass_cmp,0,,,,,
player,201512130htx,nwe,GronRo00,pass_att,0,,,,,
player,201512130htx,nwe,GronRo00,pass_yds,0,,,,,
player,201512130htx,nwe,GronRo00,pass_td,0,,,,,
player,201512130htx,nwe,GronRo00,pass_int,0,,,,,
player,201512130htx,nwe,GronRo00,pass_sacked,0,,,,,
player,201512130htx,nwe,GronRo00,pass_sacked_yds,0,,,,,
player,201512130htx,nwe,GronRo00,pass_long,0,,,,,
player,201512130htx,nwe,GronRo00,pass_rating,,,,,,
player,201512130htx,nwe,GronRo00,rush_att,0,,,,,
player,201512130htx,nwe,GronRo00,rush_yds,0,,,,,
player,201512130htx,nwe,GronRo00,rush_td,0,,,,,
player,201512130htx,nwe,GronRo00,rush_long,0,,,,,
player,201512130htx,nwe,GronRo00,targets,4,,,,,
player,201512130htx,nwe,GronRo00,rec,4,,,,,
player,201512130htx,nwe,GronRo00,rec_yds,87,,,,,
player,201512130htx,nwe,GronRo00,rec_td,1,,,,,
player,201512130htx,nwe,GronRo00,rec_long,45,,,,,
player,201512130htx,nwe,GronRo00,fumbles,0,,,,,
player,201512130htx,nwe,GronRo00,fumbles_lost,0,,,,,
player,201512130htx,nwe,AmenDa00,pass_cmp,0,,,,,
player,201512130htx,nwe,AmenDa00,pass_att,0,,,,,
player,201512130htx,nwe,AmenDa00,pass_yds,0,,,,,
player,201512130htx,nwe,AmenDa00,pass_td,0,,,,,
player,201512130htx,nwe,AmenDa00,pass_int,0,,,,,
player,201512130htx,nwe,AmenDa00,pass_sacked,0,,,,,
player,201512130htx,nwe,AmenDa00,pass_sacked_yds,0,,,,,
player,201512130htx,nwe,AmenDa00,pass_long,0,,,,,
player,201512130htx,nwe,AmenDa00,pass_rating,,,,,,
player,201512130htx,nwe,AmenDa00,rush_att,0,,,,,
player,201512130htx,nwe,AmenDa00,rush_yds,0,,,,,
player,201512130htx,nwe,AmenDa00,rush_td,0,,,,,
player,201512130htx,nwe,AmenDa00,rush_long,0,,,,,
player,201512130htx,nwe,AmenDa00,targets,8,,,,,
player,201512130htx,nwe,AmenDa00,rec,6,,,,,
player,201512130htx,nwe,AmenDa00,rec_yds,46,,,,,
player,201512130htx,nwe,AmenDa00,rec_td,0,,,,,
player,201512130htx,nwe,AmenDa00,rec_long,10,,,,,
player,201512130htx,nwe,AmenDa00,fumbles,0,,,,,
player,201512130htx,nwe,AmenDa00,fumbles_lost,0,,,,,
player,201512130htx,nwe,LaFeBr00,pass_cmp,0,,,,,
player,201512130htx,nwe,LaFeBr00,pass_att,0,,,,,
player,201512130htx,nwe,LaFeBr00,pass_yds,0,,,,,
player,201512130htx,nwe,LaFeBr00,pass_td,0,,,,,
player,201512130htx,nwe,LaFeBr00,pass_int,0,,,,,
player,201512130htx,nwe,LaFeBr00,pass_sacked,0,,,,,
player,201512130htx,nwe,LaFeBr00,pass_sacked_yds,0,,,,,
player,201512130htx,nwe,LaFeBr00,pass_long,0,,,,,
player,201512130htx,nwe,LaFeBr00,pass_rating,,,,,,
player,201512130htx,nwe,LaFeBr00,rush_att,0,,,,,
player,201512130htx,nwe,LaFeBr00,rush_yds,0,,,,,
player,201512130htx,nwe,LaFeBr00,rush_td,0,,,,,
player,201512130htx,nwe,LaFeBr00,rush_long,0,,,,,
player,201512130htx,nwe,LaFeBr00,targets,8,,,,,
player,201512130htx,nwe,LaFeBr00,rec,5,,,,,
player,201512130htx,nwe,LaFeBr00,rec_yds,32,,,,,
player,201512130htx,nwe,LaFeBr00,rec_td,0,,,,,
player,201512130htx,nwe,LaFeBr00,rec_long,10,,,,,
player,201512130htx,nwe,LaFeBr00,fumbles,0,,,,,
player,201512130htx,nwe,LaFeBr00,fumbles_lost,0,,,,,
player,201512130htx,nwe,MartKe01,pass_cmp,0,,,,,
player,201512130htx,nwe,MartKe01,pass_att,0,,,,,
player,201512130htx,nwe,MartKe01,pass_yds,0,,,,,
player,201512130htx,nwe,MartKe01,pass_td,0,,,,,
player,201512130htx,nwe,MartKe01,pass_int,0,,,,,
player,201512130htx,nwe,MartKe01,pass_sacked,0,,,,,
player,201512130htx,nwe,MartKe01,pass_sacked_yds,0,,,,,
player,201512130htx,nwe,MartKe01,pass_long,0,,,,,
player,201512130htx,nwe,MartKe01,pass_rating,,,,,,
player,201512130htx,nwe,MartKe01,rush_att,0,,,,,
player,201512130htx,nwe,MartKe01,rush_yds,0,,,,,
player,201512130htx,nwe,MartKe01,rush_td,0,,,,,
player,201512130htx,nwe,MartKe01,rush_long,0,,,,,
player,201512130htx,nwe,MartKe01,targets,4,,,,,
player,201512130htx,nwe,MartKe01,rec,3,,,,,
player,201512130htx,nwe,MartKe01,rec_yds,23,,,,,
player,201512130htx,nwe,MartKe01,rec_td,1,,,,,
player,201512130htx,nwe,MartKe01,rec_long,13,,,,,
player,201512130htx,nwe,MartKe01,fumbles,1,,,,,
player,201512130htx,nwe,MartKe01,fumbles_lost,1,,,,,
player,201512130htx,htx,HoyeBr00,pass_cmp,11,,,,,
player,201512130htx,htx,HoyeBr00,pass_att,22,,,,,
player,201512130htx,htx,HoyeBr00,pass_yds,155,,,,,
player,201512130htx,htx,HoyeBr00,pass_td,0,,,,,
player,201512130htx,htx,HoyeBr00,pass_int,0,,,,,
player,201512130htx,htx,HoyeBr00,pass_sacked,5,,,,,
player,201512130htx,htx,HoyeBr00,pass_sacked_yds,54,,,,,
player,201512130htx,htx,HoyeBr00,pass_long,49,,,,,
player,201512130htx,htx,HoyeBr00,pass_rating,73.1,,,,,
player,201512130htx,htx,HoyeBr00,rush_att,1,,,,,
player,201512130htx,htx,HoyeBr00,rush_yds,-1,,,,,
player,201512130htx,htx,HoyeBr00,rush_td,0,,,,,
player,201512130htx,htx,HoyeBr00,rush_long,-1,,,,,
player,201512130htx,htx,HoyeBr00,targets,0,,,,,
player,201512130htx,htx,HoyeBr00,rec,0,,,,,
player,201512130htx,htx,HoyeBr00,rec_yds,0,,,,,
player,201512130htx,htx,HoyeBr00,rec_td,0,,,,,
player,201512130htx,htx,HoyeBr00,rec_long,0,,,,,
player,201512130htx,htx,HoyeBr00,fumbles,2,,,,,
player,201512130htx,htx,HoyeBr00,fumbles_lost,1,,,,,
player,201512130htx,htx,YateT.00,pass_cmp,1,,,,,
player,201512130htx,htx,YateT.00,pass_att,2,,,,,
player,201512130htx,htx,YateT.00,pass_yds,4,,,,,
player,201512130htx,htx,YateT.00,pass_td,0,,,,,
player,201512130htx,htx,YateT.00,pass_int,0,,,,,
player,201512130htx,htx,YateT.00,pass_sacked,1,,,,,
player,201512130htx,htx,YateT.00,pass_sacked_yds,3,,,,,
player,201512130htx,htx,YateT.00,pass_long,4,,,,,
player,201512130htx,htx,YateT.00,pass_rating,56.2,,,,,
player,201512130htx,htx,YateT.00,rush_att,0,,,,,
player,201512130htx,htx,YateT.00,rush_yds,0,,,,,
player,201512130htx,htx,YateT.00,rush_td,0,,,,,
player,201512130htx,htx,YateT.00,rush_long,0,,,,,
player,201512130htx,htx,YateT.00,targets,0,,,,,
player,201512130htx,htx,YateT.00,rec,0,,,,,
player,201512130htx,htx,YateT.00,rec_yds,0,,,,,
player,201512130htx,htx,YateT.00,rec_td,0,,,,,
player,201512130htx,htx,YateT.00,rec_long,0,,,,,
player,201512130htx,htx,YateT.00,fumbles,0,,,,,
player,201512130htx,htx,YateT.00,fumbles_lost,0,,,,,
player,201512130htx,htx,GrimJo01,pass_cmp,0,,,,,
player,201512130htx,htx,GrimJo01,pass_att,0,,,,,
player,201512130htx,htx,GrimJo01,pass_yds,0,,,,,
player,201512130htx,htx,GrimJo01,pass_td,0,,,,,
player,201512130htx,htx,GrimJo01,pass_int,0,,,,,
player,201512130htx,htx,GrimJo01,pass_sacked,0,,,,,
player,201512130htx,htx,GrimJo01,pass_sacked_yds,0,,,,,
player,201512130htx,htx,GrimJo01,pass_long,0,,,,,
player,201512130htx,htx,GrimJo01,pass_rating,,,,,,
player,201512130htx,htx,GrimJo01,rush_att,7,,,,,
player,201512130htx,htx,GrimJo01,rush_yds,53,,,,,
player,201512130htx,htx,GrimJo01,rush_td,0,,,,,
player,201512130htx,htx,GrimJo01,rush_long,37,,,,,
player,201512130htx,htx,GrimJo01,targets,2,,,,,
player,201512130htx,htx,GrimJo01,rec,2,,,,,
player,201512130htx,htx,GrimJo01,rec_yds,9,,,,,
player,201512130htx,htx,GrimJo01,rec_td,0,,,,,
player,201512130htx,htx,GrimJo01,rec_long,5,,,,,
player,201512130htx,htx,GrimJo01,fumbles,0,,,,,
player,201512130htx,htx,GrimJo01,fumbles_lost,0,,,,,
player,201512130htx,htx,PolkCh00,pass_cmp,0,,,,,
player,201512130htx,htx,PolkCh00,pass_att,0,,,,,
player,201512130htx,htx,PolkCh00,pass_yds,0,,,,,
player,201512130htx,htx,PolkCh00,pass_td,0,,,,,
player,201512130htx,htx,PolkCh00,pass_int,0,,,,,
player,201512130htx,htx,PolkCh00,pass_sacked,0,,,,,
player,201512130htx,htx,PolkCh00,pass_sacked_yds,0,,,,,
player,201512130htx,htx,PolkCh00,pass_long,0,,,,,
player,201512130htx,htx,PolkCh00,pass_rating,,,,,,
player,201512130htx,htx,PolkCh00,rush_att,11,,,,,
player,201512130htx,htx,PolkCh00,rush_yds,34,,,,,
player,201512130htx,htx,PolkCh00,rush_td,0,,,,,
player,201512130htx,htx,PolkCh00,rush_long,9,,,,,
player,201512130htx,htx,PolkCh00,targets,2,,,,,
player,201512130htx,htx,PolkCh00,rec,2,,,,,
player,201512130htx,htx,PolkCh00,rec_yds,14,,,,,
player,201512130htx,htx,PolkCh00,rec_td,0,,,,,
player,201512130htx,htx,PolkCh00,rec_long,9,,,,,
player,201512130htx,htx,PolkCh00,fumbles,0,,,,,
player,201512130htx,htx,PolkCh00,fumbles_lost,0,,,,,
player,201512130htx,htx,HuntAk01,pass_cmp,0,,,,,
player,201512130htx,htx,HuntAk01,pass_att,0,,,,,
player,201512130htx,htx,HuntAk01,pass_yds,0,,,,,
player,201512130htx,htx,HuntAk01,pass_td,0,,,,,
player,201512130htx,htx,HuntAk01,pass_int,0,,,,,
player,201512130htx,htx,HuntAk01,pass_sacked,0,,,,,
player,201512130htx,htx,HuntAk01,pass_sacked_yds,0,,,,,
player,201512130htx,htx,HuntAk01,pass_long,0,,,,,
player,201512130htx,htx,HuntAk01,pass_rating,,,,,,
player,201512130htx,htx,HuntAk01,rush_att,1,,,,,
player,201512130htx,htx,HuntAk01,rush_yds,1,,,,,
player,201512130htx,htx,HuntAk01,rush_td,0,,,,,
player,201512130htx,htx,HuntAk01,rush_long,1,,,,,
player,201512130htx,htx,HuntAk01,targets,0,,,,,
player,201512130htx,htx,HuntAk01,rec,0,,,,,
player,201512130htx,htx,HuntAk01,rec_yds,0,,,,,
player,201512130htx,htx,HuntAk01,rec_td,0,,,,,
player,201512130htx,htx,HuntAk01,rec_long,0,,,,,
player,201512130htx,htx,HuntAk01,fumbles,0,,,,,
player,201512130htx,htx,HuntAk01,fumbles_lost,0,,,,,
player,201512130htx,htx,HopkDe00,pass_cmp,0,,,,,
player,201512130htx,htx,HopkDe00,pass_att,0,,,,,
player,201512130htx,htx,HopkDe00,pass_yds,0,,,,,
player,201512130htx,htx,HopkDe00,pass_td,0,,,,,
player,201512130htx,htx,HopkDe00,pass_int,0,,,,,
player,201512130htx,htx,HopkDe00,pass_sacked,0,,,,,
player,201512130htx,htx,HopkDe00,pass_sacked_yds,0,,,,,
player,201512130htx,htx,HopkDe00,pass_long,0,,,,,
player,201512130htx,htx,HopkDe00,pass_rating,,,,,,
player,201512130htx,htx,HopkDe00,rush_att,0,,,,,
player,201512130htx,htx,HopkDe00,rush_yds,0,,,,,
player,201512130htx,htx,HopkDe00,rush_td,0,,,,,
player,201512130htx,htx,HopkDe00,rush_long,0,,,,,
player,201512130htx,htx,HopkDe00,targets,6,,,,,
player,201512130htx,htx,HopkDe00,rec,3,,,,,
player,201512130htx,htx,HopkDe00,rec_yds,52,,,,,
player,201512130htx,htx,HopkDe00,rec_td,0,,,,,
player,201512130htx,htx,HopkDe00,rec_long,40,,,,,
player,201512130htx,htx,HopkDe00,fumbles,0,,,,,
player,201512130htx,htx,HopkDe00,fumbles_lost,0,,,,,
player,201512130htx,htx,WashNa00,pass_cmp,0,,,,,
player,201512130htx,htx,WashNa00,pass_att,0,,,,,
player,201512130htx,htx,WashNa00,pass_yds,0,,,,,
player,201512130htx,htx,WashNa00,pass_td,0,,,,,
player,201512130htx,htx,WashNa00,pass_int,0,,,,,
player,201512130htx,htx,WashNa00,pass_sacked,0,,,,,
player,201512130htx,htx,WashNa00,pass_sacked_yds,0,,,,,
player,201512130htx,htx,WashNa00,pass_long,0,,,,,
player,201512130htx,htx,WashNa00,pass_rating,,,,,,
player,201512130htx,htx,WashNa00,rush_att,0,,,,,
player,201512130htx,htx,WashNa00,rush_yds,0,,,,,
player,201512130htx,htx,WashNa00,rush_td,0,,,,,
player,201512130htx,htx,WashNa00,rush_long,0,,,,,
player,201512130htx,htx,WashNa00,targets,4,,,,,
player,201512130htx,htx,WashNa00,rec,1,,,,,
player,201512130htx,htx,WashNa00,rec_yds,49,,,,,
player,201512130htx,htx,WashNa00,rec_td,0,,,,,
player,201512130htx,htx,WashNa00,rec_long,49,,,,,
player,201512130htx,htx,WashNa00,fumbles,0,,,,,
player,201512130htx,htx,WashNa00,fumbles_lost,0,,,,,
player,201512130htx,htx,GrifRy00,pass_cmp,0,,,,,
player,201512130htx,htx,GrifRy00,pass_att,0,,,,,
player,201512130htx,htx,GrifRy00,pass_yds,0,,,,,
player,201512130htx,htx,GrifRy00,pass_td,0,,,,,
player,201512130htx,htx,GrifRy00,pass_int,0,,,,,
player,201512130htx,htx,GrifRy00,pass_sacked,0,,,,,
player,201512130htx,htx,GrifRy00,pass_sacked_yds,0,,,,,
player,201512130htx,htx,GrifRy00,pass_long,0,,,,,
player,201512130htx,htx,GrifRy00,pass_rating,,,,,,
player,201512130htx,htx,GrifRy00,rush_att,0,,,,,
player,201512130htx,htx,GrifRy00,rush_yds,0,,,,,
player,201512130htx,htx,GrifRy00,rush_td,0,,,,,
player,201512130htx,htx,GrifRy00,rush_long,0,,,,,
player,201512130htx,htx,GrifRy00,targets,6,,,,,
player,201512130htx,htx,GrifRy00,rec,1,,,,,
player,201512130htx,htx,GrifRy00,rec_yds,20,,,,,
player,201512130htx,htx,GrifRy00,rec_td,0,,,,,
player,201512130htx,htx,GrifRy00,rec_long,20,,,,,
player,201512130htx,htx,GrifRy00,fumbles,0,,,,,
player,201512130htx,htx,GrifRy00,fumbles_lost,0,,,,,
player,201512130htx,htx,ShorCe00,pass_cmp,0,,,,,
player,201512130htx,htx,ShorCe00,pass_att,0,,,,,
player,201512130htx,htx,ShorCe00,pass_yds,0,,,,,
player,201512130htx,htx,ShorCe00,pass_td,0,,,,,
player,201512130htx,htx,ShorCe00,pass_int,0,,,,,
player,201512130htx,htx,ShorCe00,pass_sacked,0,,,,,
player,201512130htx,htx,ShorCe00,pass_sacked_yds,0,,,,,
player,201512130htx,htx,ShorCe00,pass_long,0,,,,,
player,201512130htx,htx,ShorCe00,pass_rating,,,,,,
player,201512130htx,htx,ShorCe00,rush_att,2,,,,,
player,201512130htx,htx,ShorCe00,rush_yds,0,,,,,
player,201512130htx,htx,ShorCe00,rush_td,0,,,,,
player,201512130htx,htx,ShorCe00,rush_long,0,,,,,
player,201512130htx,htx,ShorCe00,targets,3,,,,,
player,201512130htx,htx,ShorCe00,rec,2,,,,,
player,201512130htx,htx,ShorCe00,rec_yds,9,,,,,
player,201512130htx,htx,ShorCe00,rec_td,0,,,,,
player,201512130htx,htx,ShorCe00,rec_long,10,,,,,
player,201512130htx,htx,ShorCe00,fumbles,0,,,,,
player,201512130htx,htx,ShorCe00,fumbles_lost,0,,,,,
player,201512130htx,htx,StroJa01,pass_cmp,0,,,,,
player,201512130htx,htx,StroJa01,pass_att,0,,,,,
player,201512130htx,htx,StroJa01,pass_yds,0,,,,,
player,201512130htx,htx,StroJa01,pass_td,0,,,,,
player,201512130htx,htx,StroJa01,pass_int,0,,,,,
player,201512130htx,htx,StroJa01,pass_sacked,0,,,,,
player,201512130htx,htx,StroJa01,pass_sacked_yds,0,,,,,
player,201512130htx,htx,StroJa01,pass_long,0,,,,,
player,201512130htx,htx,StroJa01,pass_rating,,,,,,
player,201512130htx,htx,StroJa01,rush_att,0,,,,,
player,201512130htx,htx,StroJa01,rush_yds,0,,,,,
player,201512130htx,htx,StroJa01,rush_td,0,,,,,
player,201512130htx,htx,StroJa01,rush_long,0,,,,,
player,201512130htx,htx,StroJa01,targets,1,,,,,
player,201512130htx,htx,StroJa01,rec,1,,,,,
player,201512130htx,htx,StroJa01,rec_yds,6,,,,,
player,201512130htx,htx,StroJa01,rec_td,0,,,,,
player,201512130htx,htx,StroJa01,rec_long,6,,,,,
player,201512130htx,htx,StroJa01,fumbles,0,,,,,
player,201512130htx,htx,StroJa01,fumbles_lost,0,,,,,
player,201512130htx,nwe,HickAk00,def_int,0,,,,,
player,201512130htx,nwe,HickAk00,def_int_yds,0,,,,,
player,201512130htx,nwe,HickAk00,def_int_td,0,,,,,
player,201512130htx,nwe,HickAk00,def_int_long,0,,,,,
player,201512130htx,nwe,HickAk00,pass_defended,0,,,,,
player,201512130htx,nwe,HickAk00,sacks,2.0,,,,,
player,201512130htx,nwe,HickAk00,tackles_combined,6,,,,,
player,201512130htx,nwe,HickAk00,tackles_solo,5,,,,,
player,201512130htx,nwe,HickAk00,tackles_assists,1,,,,,
player,201512130htx,nwe,HickAk00,tackles_loss,2,,,,,
player,201512130htx,nwe,HickAk00,qb_hits,3,,,,,
player,201512130htx,nwe,HickAk00,fumbles_rec,0,,,,,
player,201512130htx,nwe,HickAk00,fumbles_rec_yds,0,,,,,
player,201512130htx,nwe,HickAk00,fumbles_rec_td,0,,,,,
player,201512130htx,nwe,HickAk00,fumbles_forced,0,,,,,
player,201512130htx,nwe,SheaJa00,def_int,0,,,,,
player,201512130htx,nwe,SheaJa00,def_int_yds,0,,,,,
player,201512130htx,nwe,SheaJa00,def_int_td,0,,,,,
player,201512130htx,nwe,SheaJa00,def_int_long,0,,,,,
player,201512130htx,nwe,SheaJa00,pass_defended,0,,,,,
player,201512130htx,nwe,SheaJa00,sacks,2.0,,,,,
player,201512130htx,nwe,SheaJa00,tackles_combined,4,,,,,
player,201512130htx,nwe,SheaJa00,tackles_solo,4,,,,,
player,201512130htx,nwe,SheaJa00,tackles_assists,0,,,,,
player,201512130htx,nwe,SheaJa00,tackles_loss,1,,,,,
player,201512130htx,nwe,SheaJa00,qb_hits,3,,,,,
player,201512130htx,nwe,SheaJa00,fumbles_rec,0,,,,,
player,201512130htx,nwe,SheaJa00,fumbles_rec_yds,0,,,,,
player,201512130htx,nwe,SheaJa00,fumbles_rec_td,0,,,,,
player,201512130htx,nwe,SheaJa00,fumbles_forced,2,,,,,
player,201512130htx,nwe,NinkRo20,def_int,0,,,,,
player,201512130htx,nwe,NinkRo20,def_int_yds,0,,,,,
player,201512130htx,nwe,NinkRo20,def_int_td,0,,,,,
player,201512130htx,nwe,NinkRo20,def_int_long,0,,,,,
player,201512130htx,nwe,NinkRo20,pass_defended,0,,,,,
player,201512130htx,nwe,NinkRo20,sacks,1.0,,,,,
player,201512130htx,nwe,NinkRo20,tackles_combined,3,,,,,
player,201512130htx,nwe,NinkRo20,tackles_solo,2,,,,,
player,201512130htx,nwe,NinkRo20,tackles_assists,1,,,,,
player,201512130htx,nwe,NinkRo20,tackles_loss,1,,,,,
player,201512130htx,nwe,NinkRo20,qb_hits,1,,,,,
player,201512130htx,nwe,NinkRo20,fumbles_rec,0,,,,,
player,201512130htx,nwe,NinkRo20,fumbles_rec_yds,0,,,,,
player,201512130htx,nwe,NinkRo20,fumbles_rec_td,0,,,,,
player,201512130htx,nwe,NinkRo20,fumbles_forced,0,,,,,
player,201512130htx,nwe,EaslDo00,def_int,0,,,,,
player,201512130htx,nwe,EaslDo00,def_int_yds,0,,,,,
player,201512130htx,nwe,EaslDo00,def_int_td,0,,,,,
player,201512130htx,nwe,EaslDo00,def_int_long,0,,,,,
player,201512130htx,nwe,EaslDo00,pass_defended,0,,,,,
player,201512130htx,nwe,EaslDo00,sacks,1.0,,,,,
player,201512130htx,nwe,EaslDo00,tackles_combined,1,,,,,
player,201512130htx,nwe,EaslDo00,tackles_solo,1,,,,,
player,201512130htx,nwe,EaslDo00,tackles_assists,0,,,,,
player,201512130htx,nwe,EaslDo00,tackles_loss,1,,,,,
player,201512130htx,nwe,EaslDo00,qb_hits,2,,,,,
player,201512130htx,nwe,EaslDo00,fumbles_rec,0,,,,,
player,201512130htx,nwe,EaslDo00,fumbles_rec_yds,0,,,,,
player,201512130htx,nwe,EaslDo00,fumbles_rec_td,0,,,,,
player,201512130htx,nwe,EaslDo00,fumbles_forced,0,,,,,
player,201512130htx,nwe,CollJa00,def_int,0,,,,,
player,201512130htx,nwe,CollJa00,def_int_yds,0,,,,,
player,201512130htx,nwe,CollJa00,def_int_td,0,,,,,
