game,2015,14,20151213,201512130car,atl,"Atlanta Falcons",0,car,"Carolina Panthers",38
team,201512130car,atl,First Downs,15,,,,,,
team,201512130car,car,First Downs,20,,,,,,
team,201512130car,atl,Rush-Yds-TDs,16-54-0,,,,,,
team,201512130car,car,Rush-Yds-TDs,32-142-2,,,,,,
team,201512130car,atl,Cmp-Att-Yd-TD-INT,25-41-235-0-2,,,,,,
team,201512130car,car,Cmp-Att-Yd-TD-INT,19-27-301-3-0,,,,,,
team,201512130car,atl,Sacked-Yards,5-59,,,,,,
team,201512130car,car,Sacked-Yards,2-19,,,,,,
team,201512130car,atl,Net Pass Yards,176,,,,,,
team,201512130car,car,Net Pass Yards,282,,,,,,
team,201512130car,atl,Total Yards,230,,,,,,
team,201512130car,car,Total Yards,424,,,,,,
team,201512130car,atl,Fumbles-Lost,4-2,,,,,,
team,201512130car,car,Fumbles-Lost,0-0,,,,,,
team,201512130car,atl,Turnovers,4,,,,,,
team,201512130car,car,Turnovers,0,,,,,,
team,201512130car,atl,Penalties-Yards,6-54,,,,,,
team,201512130car,car,Penalties-Yards,6-60,,,,,,
team,201512130car,atl,Third Down Conv.,4-14,,,,,,
team,201512130car,car,Third Down Conv.,6-12,,,,,,
team,201512130car,atl,Fourth Down Conv.,1-4,,,,,,
team,201512130car,car,Fourth Down Conv.,0-1,,,,,,
team,201512130car,atl,Time of Possession,28:21,,,,,,
team,201512130car,car,Time of Possession,31:21,,,,,,
player,201512130car,atl,RyanMa00,pass_cmp,22,,,,,
player,201512130car,atl,RyanMa00,pass_att,34,,,,,
player,201512130car,atl,RyanMa00,pass_yds,224,,,,,
player,201512130car,atl,RyanMa00,pass_td,0,,,,,
player,201512130car,atl,RyanMa00,pass_int,1,,,,,
player,201512130car,atl,RyanMa00,pass_sacked,3,,,,,
player,201512130car,atl,RyanMa00,pass_sacked_yds,42,,,,,
player,201512130car,atl,RyanMa00,pass_long,46,,,,,
player,201512130car,atl,RyanMa00,pass_rating,71.2,,,,,
player,201512130car,atl,RyanMa00,rush_att,1,,,,,
player,201512130car,atl,RyanMa00,rush_yds,-1,,,,,
player,201512130car,atl,RyanMa00,rush_td,0,,,,,
player,201512130car,atl,RyanMa00,rush_long,-1,,,,,
player,201512130car,atl,RyanMa00,targets,0,,,,,
player,201512130car,atl,RyanMa00,rec,0,,,,,
player,201512130car,atl,RyanMa00,rec_yds,0,,,,,
player,201512130car,atl,RyanMa00,rec_td,0,,,,,
player,201512130car,atl,RyanMa00,rec_long,0,,,,,
player,201512130car,atl,RyanMa00,fumbles,2,,,,,
player,201512130car,atl,RyanMa00,fumbles_lost,1,,,,,
player,201512130car,atl,RenfSe00,pass_cmp,3,,,,,
player,201512130car,atl,RenfSe00,pass_att,7,,,,,
player,201512130car,atl,RenfSe00,pass_yds,11,,,,,
player,201512130car,atl,RenfSe00,pass_td,0,,,,,
player,201512130car,atl,RenfSe00,pass_int,1,,,,,
player,201512130car,atl,RenfSe00,pass_sacked,2,,,,,
player,201512130car,atl,RenfSe00,pass_sacked_yds,17,,,,,
player,201512130car,atl,RenfSe00,pass_long,11,,,,,
player,201512130car,atl,RenfSe00,pass_rating,10.7,,,,,
player,201512130car,atl,RenfSe00,rush_att,0,,,,,
player,201512130car,atl,RenfSe00,rush_yds,0,,,,,
player,201512130car,atl,RenfSe00,rush_td,0,,,,,
player,201512130car,atl,RenfSe00,rush_long,0,,,,,
player,201512130car,atl,RenfSe00,targets,0,,,,,
player,201512130car,atl,RenfSe00,rec,0,,,,,
player,201512130car,atl,RenfSe00,rec_yds,0,,,,,
player,201512130car,atl,RenfSe00,rec_td,0,,,,,
player,201512130car,atl,RenfSe00,rec_long,0,,,,,
player,201512130car,atl,RenfSe00,fumbles,0,,,,,
player,201512130car,atl,RenfSe00,fumbles_lost,0,,,,,
player,201512130car,atl,FreeDe00,pass_cmp,0,,,,,
player,201512130car,atl,FreeDe00,pass_att,0,,,,,
player,201512130car,atl,FreeDe00,pass_yds,0,,,,,
player,201512130car,atl,FreeDe00,pass_td,0,,,,,
player,201512130car,atl,FreeDe00,pass_int,0,,,,,
player,201512130car,atl,FreeDe00,pass_sacked,0,,,,,
player,201512130car,atl,FreeDe00,pass_sacked_yds,0,,,,,
player,201512130car,atl,FreeDe00,pass_long,0,,,,,
player,201512130car,atl,FreeDe00,pass_rating,,,,,,
player,201512130car,atl,FreeDe00,rush_att,12,,,,,
player,201512130car,atl,FreeDe00,rush_yds,40,,,,,
player,201512130car,atl,FreeDe00,rush_td,0,,,,,
player,201512130car,atl,FreeDe00,rush_long,22,,,,,
player,201512130car,atl,FreeDe00,targets,5,,,,,
player,201512130car,atl,FreeDe00,rec,3,,,,,
player,201512130car,atl,FreeDe00,rec_yds,22,,,,,
player,201512130car,atl,FreeDe00,rec_td,0,,,,,
player,201512130car,atl,FreeDe00,rec_long,12,,,,,
player,201512130car,atl,FreeDe00,fumbles,1,,,,,
player,201512130car,atl,FreeDe00,fumbles_lost,1,,,,,
player,201512130car,atl,ColeTe01,pass_cmp,0,,,,,
player,201512130car,atl,ColeTe01,pass_att,0,,,,,
player,201512130car,atl,ColeTe01,pass_yds,0,,,,,
player,201512130car,atl,ColeTe01,pass_td,0,,,,,
player,201512130car,atl,ColeTe01,pass_int,0,,,,,
player,201512130car,atl,ColeTe01,pass_sacked,0,,,,,
