game,2015,7,20151025,201510250was,tam,"Tampa Bay Buccaneers",30,was,"Washington Redskins",31
player,201510250was,tam,WinsJa00,rush_long,5,,,,,
player,201510250was,tam,WinsJa00,targets,0,,,,,
player,201510250was,tam,WinsJa00,rec,0,,,,,
player,201510250was,tam,WinsJa00,rec_yds,0,,,,,
player,201510250was,tam,WinsJa00,rec_td,0,,,,,
player,201510250was,tam,WinsJa00,rec_long,0,,,,,
player,201510250was,tam,WinsJa00,fumbles,1,,,,,
player,201510250was,tam,WinsJa00,fumbles_lost,0,,,,,
player,201510250was,tam,MartDo00,pass_cmp,0,,,,,
player,201510250was,tam,MartDo00,pass_att,0,,,,,
player,201510250was,tam,MartDo00,pass_yds,0,,,,,
player,201510250was,tam,MartDo00,pass_td,0,,,,,
player,201510250was,tam,MartDo00,pass_int,0,,,,,
player,201510250was,tam,MartDo00,pass_sacked,0,,,,,
player,201510250was,tam,MartDo00,pass_sacked_yds,0,,,,,
player,201510250was,tam,MartDo00,pass_long,0,,,,,
player,201510250was,tam,MartDo00,pass_rating,,,,,,
player,201510250was,tam,MartDo00,rush_att,19,,,,,
player,201510250was,tam,MartDo00,rush_yds,136,,,,,
player,201510250was,tam,MartDo00,rush_td,0,,,,,
player,201510250was,tam,MartDo00,rush_long,49,,,,,
player,201510250was,tam,MartDo00,targets,3,,,,,
player,201510250was,tam,MartDo00,rec,3,,,,,
player,201510250was,tam,MartDo00,rec_yds,35,,,,,
player,201510250was,tam,MartDo00,rec_td,0,,,,,
player,201510250was,tam,MartDo00,rec_long,14,,,,,
player,201510250was,tam,MartDo00,fumbles,0,,,,,
player,201510250was,tam,MartDo00,fumbles_lost,0,,,,,
player,201510250was,tam,SimsCh00,pass_cmp,0,,,,,
player,201510250was,tam,SimsCh00,pass_att,0,,,,,
player,201510250was,tam,SimsCh00,pass_yds,0,,,,,
player,201510250was,tam,SimsCh00,pass_td,0,,,,,
player,201510250was,tam,SimsCh00,pass_int,0,,,,,
player,201510250was,tam,SimsCh00,pass_sacked,0,,,,,
player,201510250was,tam,SimsCh00,pass_sacked_yds,0,,,,,
player,201510250was,tam,SimsCh00,pass_long,0,,,,,
player,201510250was,tam,SimsCh00,pass_rating,,,,,,
player,201510250was,tam,SimsCh00,rush_att,10,,,,,
player,201510250was,tam,SimsCh00,rush_yds,49,,,,,
player,201510250was,tam,SimsCh00,rush_td,0,,,,,
player,201510250was,tam,SimsCh00,rush_long,13,,,,,
player,201510250was,tam,SimsCh00,targets,3,,,,,
player,201510250was,tam,SimsCh00,rec,2,,,,,
player,201510250was,tam,SimsCh00,rec_yds,17,,,,,
player,201510250was,tam,SimsCh00,rec_td,0,,,,,
player,201510250was,tam,SimsCh00,rec_long,9,,,,,
player,201510250was,tam,SimsCh00,fumbles,1,,,,,
player,201510250was,tam,SimsCh00,fumbles_lost,1,,,,,
player,201510250was,tam,EvanMi00,pass_cmp,0,,,,,
player,201510250was,tam,EvanMi00,pass_att,0,,,,,
player,201510250was,tam,EvanMi00,pass_yds,0,,,,,
player,201510250was,tam,EvanMi00,pass_td,0,,,,,
player,201510250was,tam,EvanMi00,pass_int,0,,,,,
player,201510250was,tam,EvanMi00,pass_sacked,0,,,,,
player,201510250was,tam,EvanMi00,pass_sacked_yds,0,,,,,
player,201510250was,tam,EvanMi00,pass_long,0,,,,,
player,201510250was,tam,EvanMi00,pass_rating,,,,,,
player,201510250was,tam,EvanMi00,rush_att,0,,,,,
player,201510250was,tam,EvanMi00,rush_yds,0,,,,,
player,201510250was,tam,EvanMi00,rush_td,0,,,,,
player,201510250was,tam,EvanMi00,rush_long,0,,,,,
player,201510250was,tam,EvanMi00,targets,12,,,,,
player,201510250was,tam,EvanMi00,rec,8,,,,,
player,201510250was,tam,EvanMi00,rec_yds,164,,,,,
player,201510250was,tam,EvanMi00,rec_td,1,,,,,
player,201510250was,tam,EvanMi00,rec_long,40,,,,,
player,201510250was,tam,EvanMi00,fumbles,0,,,,,
player,201510250was,tam,EvanMi00,fumbles_lost,0,,,,,
player,201510250was,tam,MurpLo00,pass_cmp,0,,,,,
player,201510250was,tam,MurpLo00,pass_att,0,,,,,
player,201510250was,tam,MurpLo00,pass_yds,0,,,,,
player,201510250was,tam,MurpLo00,pass_td,0,,,,,
player,201510250was,tam,MurpLo00,pass_int,0,,,,,
player,201510250was,tam,MurpLo00,pass_sacked,0,,,,,
player,201510250was,tam,MurpLo00,pass_sacked_yds,0,,,,,
player,201510250was,tam,MurpLo00,pass_long,0,,,,,
player,201510250was,tam,MurpLo00,pass_rating,,,,,,
player,201510250was,tam,MurpLo00,rush_att,0,,,,,
player,201510250was,tam,MurpLo00,rush_yds,0,,,,,
player,201510250was,tam,MurpLo00,rush_td,0,,,,,
player,201510250was,tam,MurpLo00,rush_long,0,,,,,
player,201510250was,tam,MurpLo00,targets,1,,,,,
player,201510250was,tam,MurpLo00,rec,1,,,,,
player,201510250was,tam,MurpLo00,rec_yds,29,,,,,
player,201510250was,tam,MurpLo00,rec_td,0,,,,,
player,201510250was,tam,MurpLo00,rec_long,29,,,,,
player,201510250was,tam,MurpLo00,fumbles,0,,,,,
player,201510250was,tam,MurpLo00,fumbles_lost,0,,,,,
player,201510250was,tam,StocLu00,pass_cmp,0,,,,,
player,201510250was,tam,StocLu00,pass_att,0,,,,,
player,201510250was,tam,StocLu00,pass_yds,0,,,,,
player,201510250was,tam,StocLu00,pass_td,0,,,,,
player,201510250was,tam,StocLu00,pass_int,0,,,,,
player,201510250was,tam,StocLu00,pass_sacked,0,,,,,
player,201510250was,tam,StocLu00,pass_sacked_yds,0,,,,,
player,201510250was,tam,StocLu00,pass_long,0,,,,,
player,201510250was,tam,StocLu00,pass_rating,,,,,,
player,201510250was,tam,StocLu00,rush_att,0,,,,,
player,201510250was,tam,StocLu00,rush_yds,0,,,,,
player,201510250was,tam,StocLu00,rush_td,0,,,,,
player,201510250was,tam,StocLu00,rush_long,0,,,,,
player,201510250was,tam,StocLu00,targets,4,,,,,
player,201510250was,tam,StocLu00,rec,3,,,,,
player,201510250was,tam,StocLu00,rec_yds,22,,,,,
player,201510250was,tam,StocLu00,rec_td,0,,,,,
player,201510250was,tam,StocLu00,rec_long,11,,,,,
player,201510250was,tam,StocLu00,fumbles,0,,,,,
player,201510250was,tam,StocLu00,fumbles_lost,0,,,,,
player,201510250was,tam,JackVi00,pass_cmp,0,,,,,
player,201510250was,tam,JackVi00,pass_att,0,,,,,
player,201510250was,tam,JackVi00,pass_yds,0,,,,,
player,201510250was,tam,JackVi00,pass_td,0,,,,,
player,201510250was,tam,JackVi00,pass_int,0,,,,,
player,201510250was,tam,JackVi00,pass_sacked,0,,,,,
player,201510250was,tam,JackVi00,pass_sacked_yds,0,,,,,
player,201510250was,tam,JackVi00,pass_long,0,,,,,
player,201510250was,tam,JackVi00,pass_rating,,,,,,
player,201510250was,tam,JackVi00,rush_att,0,,,,,
player,201510250was,tam,JackVi00,rush_yds,0,,,,,
player,201510250was,tam,JackVi00,rush_td,0,,,,,
player,201510250was,tam,JackVi00,rush_long,0,,,,,
player,201510250was,tam,JackVi00,targets,2,,,,,
player,201510250was,tam,JackVi00,rec,1,,,,,
player,201510250was,tam,JackVi00,rec_yds,13,,,,,
player,201510250was,tam,JackVi00,rec_td,0,,,,,
player,201510250was,tam,JackVi00,rec_long,13,,,,,
player,201510250was,tam,JackVi00,fumbles,0,,,,,
player,201510250was,tam,JackVi00,fumbles_lost,0,,,,,
player,201510250was,tam,DyexDo00,pass_cmp,0,,,,,
player,201510250was,tam,DyexDo00,pass_att,0,,,,,
player,201510250was,tam,DyexDo00,pass_yds,0,,,,,
player,201510250was,tam,DyexDo00,pass_td,0,,,,,
player,201510250was,tam,DyexDo00,pass_int,0,,,,,
player,201510250was,tam,DyexDo00,pass_sacked,0,,,,,
player,201510250was,tam,DyexDo00,pass_sacked_yds,0,,,,,
player,201510250was,tam,DyexDo00,pass_long,0,,,,,
player,201510250was,tam,DyexDo00,pass_rating,,,,,,
player,201510250was,tam,DyexDo00,rush_att,0,,,,,
player,201510250was,tam,DyexDo00,rush_yds,0,,,,,
player,201510250was,tam,DyexDo00,rush_td,0,,,,,
player,201510250was,tam,DyexDo00,rush_long,0,,,,,
player,201510250was,tam,DyexDo00,targets,1,,,,,
player,201510250was,tam,DyexDo00,rec,1,,,,,
player,201510250was,tam,DyexDo00,rec_yds,7,,,,,
player,201510250was,tam,DyexDo00,rec_td,1,,,,,
player,201510250was,tam,DyexDo00,rec_long,7,,,,,
player,201510250was,tam,DyexDo00,fumbles,0,,,,,
player,201510250was,tam,DyexDo00,fumbles_lost,0,,,,,
player,201510250was,tam,BratCa00,pass_cmp,0,,,,,
player,201510250was,tam,BratCa00,pass_att,0,,,,,
player,201510250was,tam,BratCa00,pass_yds,0,,,,,
player,201510250was,tam,BratCa00,pass_td,0,,,,,
player,201510250was,tam,BratCa00,pass_int,0,,,,,
player,201510250was,tam,BratCa00,pass_sacked,0,,,,,
player,201510250was,tam,BratCa00,pass_sacked_yds,0,,,,,
player,201510250was,tam,BratCa00,pass_long,0,,,,,
player,201510250was,tam,BratCa00,pass_rating,,,,,,
player,201510250was,tam,BratCa00,rush_att,0,,,,,
player,201510250was,tam,BratCa00,rush_yds,0,,,,,
player,201510250was,tam,BratCa00,rush_td,0,,,,,
player,201510250was,tam,BratCa00,rush_long,0,,,,,
player,201510250was,tam,BratCa00,targets,1,,,,,
player,201510250was,tam,BratCa00,rec,1,,,,,
player,201510250was,tam,BratCa00,rec_yds,6,,,,,
player,201510250was,tam,BratCa00,rec_td,0,,,,,
player,201510250was,tam,BratCa00,rec_long,6,,,,,
player,201510250was,tam,BratCa00,fumbles,0,,,,,
player,201510250was,tam,BratCa00,fumbles_lost,0,,,,,
player,201510250was,tam,RainBo00,pass_cmp,0,,,,,
player,201510250was,tam,RainBo00,pass_att,0,,,,,
player,201510250was,tam,RainBo00,pass_yds,0,,,,,
player,201510250was,tam,RainBo00,pass_td,0,,,,,
player,201510250was,tam,RainBo00,pass_int,0,,,,,
player,201510250was,tam,RainBo00,pass_sacked,0,,,,,
player,201510250was,tam,RainBo00,pass_sacked_yds,0,,,,,
player,201510250was,tam,RainBo00,pass_long,0,,,,,
player,201510250was,tam,RainBo00,pass_rating,,,,,,
player,201510250was,tam,RainBo00,rush_att,0,,,,,
player,201510250was,tam,RainBo00,rush_yds,0,,,,,
player,201510250was,tam,RainBo00,rush_td,0,,,,,
player,201510250was,tam,RainBo00,rush_long,0,,,,,
player,201510250was,tam,RainBo00,targets,1,,,,,
player,201510250was,tam,RainBo00,rec,1,,,,,
player,201510250was,tam,RainBo00,rec_yds,4,,,,,
player,201510250was,tam,RainBo00,rec_td,0,,,,,
player,201510250was,tam,RainBo00,rec_long,4,,,,,
player,201510250was,tam,RainBo00,fumbles,0,,,,,
player,201510250was,tam,RainBo00,fumbles_lost,0,,,,,
player,201510250was,tam,MyerBr00,pass_cmp,0,,,,,
player,201510250was,tam,MyerBr00,pass_att,0,,,,,
player,201510250was,tam,MyerBr00,pass_yds,0,,,,,
player,201510250was,tam,MyerBr00,pass_td,0,,,,,
player,201510250was,tam,MyerBr00,pass_int,0,,,,,
player,201510250was,tam,MyerBr00,pass_sacked,0,,,,,
player,201510250was,tam,MyerBr00,pass_sacked_yds,0,,,,,
player,201510250was,tam,MyerBr00,pass_long,0,,,,,
player,201510250was,tam,MyerBr00,pass_rating,,,,,,
player,201510250was,tam,MyerBr00,rush_att,0,,,,,
player,201510250was,tam,MyerBr00,rush_yds,0,,,,,
player,201510250was,tam,MyerBr00,rush_td,0,,,,,
player,201510250was,tam,MyerBr00,rush_long,0,,,,,
player,201510250was,tam,MyerBr00,targets,1,,,,,
player,201510250was,tam,MyerBr00,rec,0,,,,,
player,201510250was,tam,MyerBr00,rec_yds,0,,,,,
player,201510250was,tam,MyerBr00,rec_td,0,,,,,
player,201510250was,tam,MyerBr00,rec_long,0,,,,,
player,201510250was,tam,MyerBr00,fumbles,0,,,,,
player,201510250was,tam,MyerBr00,fumbles_lost,0,,,,,
player,201510250was,was,CousKi00,pass_cmp,33,,,,,
player,201510250was,was,CousKi00,pass_att,40,,,,,
player,201510250was,was,CousKi00,pass_yds,317,,,,,
player,201510250was,was,CousKi00,pass_td,3,,,,,
player,201510250was,was,CousKi00,pass_int,0,,,,,
player,201510250was,was,CousKi00,pass_sacked,1,,,,,
player,201510250was,was,CousKi00,pass_sacked_yds,12,,,,,
player,201510250was,was,CousKi00,pass_long,38,,,,,
player,201510250was,was,CousKi00,pass_rating,124.7,,,,,
player,201510250was,was,CousKi00,rush_att,3,,,,,
player,201510250was,was,CousKi00,rush_yds,15,,,,,
player,201510250was,was,CousKi00,rush_td,1,,,,,
player,201510250was,was,CousKi00,rush_long,8,,,,,
player,201510250was,was,CousKi00,targets,0,,,,,
player,201510250was,was,CousKi00,rec,0,,,,,
player,201510250was,was,CousKi00,rec_yds,0,,,,,
player,201510250was,was,CousKi00,rec_td,0,,,,,
player,201510250was,was,CousKi00,rec_long,0,,,,,
player,201510250was,was,CousKi00,fumbles,1,,,,,
player,201510250was,was,CousKi00,fumbles_lost,1,,,,,
player,201510250was,was,JoneMa04,pass_cmp,0,,,,,
player,201510250was,was,JoneMa04,pass_att,0,,,,,
player,201510250was,was,JoneMa04,pass_yds,0,,,,,
player,201510250was,was,JoneMa04,pass_td,0,,,,,
player,201510250was,was,JoneMa04,pass_int,0,,,,,
player,201510250was,was,JoneMa04,pass_sacked,0,,,,,
player,201510250was,was,JoneMa04,pass_sacked_yds,0,,,,,
player,201510250was,was,JoneMa04,pass_long,0,,,,,
player,201510250was,was,JoneMa04,pass_rating,,,,,,
player,201510250was,was,JoneMa04,rush_att,9,,,,,
player,201510250was,was,JoneMa04,rush_yds,29,,,,,
player,201510250was,was,JoneMa04,rush_td,0,,,,,
player,201510250was,was,JoneMa04,rush_long,11,,,,,
player,201510250was,was,JoneMa04,targets,4,,,,,
player,201510250was,was,JoneMa04,rec,3,,,,,
player,201510250was,was,JoneMa04,rec_yds,22,,,,,
player,201510250was,was,JoneMa04,rec_td,0,,,,,
player,201510250was,was,JoneMa04,rec_long,12,,,,,
player,201510250was,was,JoneMa04,fumbles,0,,,,,
player,201510250was,was,JoneMa04,fumbles_lost,0,,,,,
player,201510250was,was,MorrAl00,pass_cmp,0,,,,,
player,201510250was,was,MorrAl00,pass_att,0,,,,,
player,201510250was,was,MorrAl00,pass_yds,0,,,,,
player,201510250was,was,MorrAl00,pass_td,0,,,,,
player,201510250was,was,MorrAl00,pass_int,0,,,,,
player,201510250was,was,MorrAl00,pass_sacked,0,,,,,
player,201510250was,was,MorrAl00,pass_sacked_yds,0,,,,,
player,201510250was,was,MorrAl00,pass_long,0,,,,,
player,201510250was,was,MorrAl00,pass_rating,,,,,,
player,201510250was,was,MorrAl00,rush_att,6,,,,,
player,201510250was,was,MorrAl00,rush_yds,5,,,,,
player,201510250was,was,MorrAl00,rush_td,0,,,,,
player,201510250was,was,MorrAl00,rush_long,5,,,,,
player,201510250was,was,MorrAl00,targets,1,,,,,
player,201510250was,was,MorrAl00,rec,1,,,,,
player,201510250was,was,MorrAl00,rec_yds,2,,,,,
player,201510250was,was,MorrAl00,rec_td,0,,,,,
player,201510250was,was,MorrAl00,rec_long,2,,,,,
player,201510250was,was,MorrAl00,fumbles,0,,,,,
player,201510250was,was,MorrAl00,fumbles_lost,0,,,,,
player,201510250was,was,YounDa01,pass_cmp,0,,,,,
player,201510250was,was,YounDa01,pass_att,0,,,,,
player,201510250was,was,YounDa01,pass_yds,0,,,,,
player,201510250was,was,YounDa01,pass_td,0,,,,,
player,201510250was,was,YounDa01,pass_int,0,,,,,
player,201510250was,was,YounDa01,pass_sacked,0,,,,,
player,201510250was,was,YounDa01,pass_sacked_yds,0,,,,,
player,201510250was,was,YounDa01,pass_long,0,,,,,
player,201510250was,was,YounDa01,pass_rating,,,,,,
player,201510250was,was,YounDa01,rush_att,1,,,,,
player,201510250was,was,YounDa01,rush_yds,1,,,,,
player,201510250was,was,YounDa01,rush_td,0,,,,,
player,201510250was,was,YounDa01,rush_long,1,,,,,
player,201510250was,was,YounDa01,targets,0,,,,,
player,201510250was,was,YounDa01,rec,0,,,,,
player,201510250was,was,YounDa01,rec_yds,0,,,,,
player,201510250was,was,YounDa01,rec_td,0,,,,,
player,201510250was,was,YounDa01,rec_long,0,,,,,
player,201510250was,was,YounDa01,fumbles,0,,,,,
player,201510250was,was,YounDa01,fumbles_lost,0,,,,,
player,201510250was,was,ReedJo02,pass_cmp,0,,,,,
player,201510250was,was,ReedJo02,pass_att,0,,,,,
player,201510250was,was,ReedJo02,pass_yds,0,,,,,
player,201510250was,was,ReedJo02,pass_td,0,,,,,
player,201510250was,was,ReedJo02,pass_int,0,,,,,
player,201510250was,was,ReedJo02,pass_sacked,0,,,,,
player,201510250was,was,ReedJo02,pass_sacked_yds,0,,,,,
player,201510250was,was,ReedJo02,pass_long,0,,,,,
player,201510250was,was,ReedJo02,pass_rating,,,,,,
player,201510250was,was,ReedJo02,rush_att,0,,,,,
player,201510250was,was,ReedJo02,rush_yds,0,,,,,
player,201510250was,was,ReedJo02,rush_td,0,,,,,
player,201510250was,was,ReedJo02,rush_long,0,,,,,
player,201510250was,was,ReedJo02,targets,13,,,,,
player,201510250was,was,ReedJo02,rec,11,,,,,
player,201510250was,was,ReedJo02,rec_yds,72,,,,,
player,201510250was,was,ReedJo02,rec_td,2,,,,,
player,201510250was,was,ReedJo02,rec_long,13,,,,,
player,201510250was,was,ReedJo02,fumbles,0,,,,,
player,201510250was,was,ReedJo02,fumbles_lost,0,,,,,
player,201510250was,was,GarcPi00,pass_cmp,0,,,,,
player,201510250was,was,GarcPi00,pass_att,0,,,,,
player,201510250was,was,GarcPi00,pass_yds,0,,,,,
player,201510250was,was,GarcPi00,pass_td,0,,,,,
player,201510250was,was,GarcPi00,pass_int,0,,,,,
player,201510250was,was,GarcPi00,pass_sacked,0,,,,,
player,201510250was,was,GarcPi00,pass_sacked_yds,0,,,,,
player,201510250was,was,GarcPi00,pass_long,0,,,,,
player,201510250was,was,GarcPi00,pass_rating,,,,,,
player,201510250was,was,GarcPi00,rush_att,0,,,,,
player,201510250was,was,GarcPi00,rush_yds,0,,,,,
player,201510250was,was,GarcPi00,rush_td,0,,,,,
player,201510250was,was,GarcPi00,rush_long,0,,,,,
player,201510250was,was,GarcPi00,targets,6,,,,,
player,201510250was,was,GarcPi00,rec,5,,,,,
player,201510250was,was,GarcPi00,rec_yds,55,,,,,
player,201510250was,was,GarcPi00,rec_td,0,,,,,
player,201510250was,was,GarcPi00,rec_long,21,,,,,
player,201510250was,was,GarcPi00,fumbles,0,,,,,
player,201510250was,was,GarcPi00,fumbles_lost,0,,,,,
player,201510250was,was,GranRy01,pass_cmp,0,,,,,
player,201510250was,was,GranRy01,pass_att,0,,,,,
player,201510250was,was,GranRy01,pass_yds,0,,,,,
player,201510250was,was,GranRy01,pass_td,0,,,,,
player,201510250was,was,GranRy01,pass_int,0,,,,,
player,201510250was,was,GranRy01,pass_sacked,0,,,,,
player,201510250was,was,GranRy01,pass_sacked_yds,0,,,,,
player,201510250was,was,GranRy01,pass_long,0,,,,,
player,201510250was,was,GranRy01,pass_rating,,,,,,
player,201510250was,was,GranRy01,rush_att,0,,,,,
player,201510250was,was,GranRy01,rush_yds,0,,,,,
player,201510250was,was,GranRy01,rush_td,0,,,,,
player,201510250was,was,GranRy01,rush_long,0,,,,,
player,201510250was,was,GranRy01,targets,3,,,,,
player,201510250was,was,GranRy01,rec,3,,,,,
player,201510250was,was,GranRy01,rec_yds,54,,,,,
player,201510250was,was,GranRy01,rec_td,1,,,,,
player,201510250was,was,GranRy01,rec_long,32,,,,,
player,201510250was,was,GranRy01,fumbles,0,,,,,
player,201510250was,was,GranRy01,fumbles_lost,0,,,,,
player,201510250was,was,RobeAn00,pass_cmp,0,,,,,
player,201510250was,was,RobeAn00,pass_att,0,,,,,
player,201510250was,was,RobeAn00,pass_yds,0,,,,,
player,201510250was,was,RobeAn00,pass_td,0,,,,,
player,201510250was,was,RobeAn00,pass_int,0,,,,,
player,201510250was,was,RobeAn00,pass_sacked,0,,,,,
player,201510250was,was,RobeAn00,pass_sacked_yds,0,,,,,
player,201510250was,was,RobeAn00,pass_long,0,,,,,
player,201510250was,was,RobeAn00,pass_rating,,,,,,
player,201510250was,was,RobeAn00,rush_att,0,,,,,
player,201510250was,was,RobeAn00,rush_yds,0,,,,,
player,201510250was,was,RobeAn00,rush_td,0,,,,,
player,201510250was,was,RobeAn00,rush_long,0,,,,,
player,201510250was,was,RobeAn00,targets,6,,,,,
player,201510250was,was,RobeAn00,rec,3,,,,,
player,201510250was,was,RobeAn00,rec_yds,49,,,,,
player,201510250was,was,RobeAn00,rec_td,0,,,,,
player,201510250was,was,RobeAn00,rec_long,38,,,,,
player,201510250was,was,RobeAn00,fumbles,0,,,,,
player,201510250was,was,RobeAn00,fumbles_lost,0,,,,,
player,201510250was,was,CrowJa00,pass_cmp,0,,,,,
player,201510250was,was,CrowJa00,pass_att,0,,,,,
player,201510250was,was,CrowJa00,pass_yds,0,,,,,
player,201510250was,was,CrowJa00,pass_td,0,,,,,
player,201510250was,was,CrowJa00,pass_int,0,,,,,
player,201510250was,was,CrowJa00,pass_sacked,0,,,,,
player,201510250was,was,CrowJa00,pass_sacked_yds,0,,,,,
player,201510250was,was,CrowJa00,pass_long,0,,,,,
player,201510250was,was,CrowJa00,pass_rating,,,,,,
player,201510250was,was,CrowJa00,rush_att,0,,,,,
player,201510250was,was,CrowJa00,rush_yds,0,,,,,
player,201510250was,was,CrowJa00,rush_td,0,,,,,
player,201510250was,was,CrowJa00,rush_long,0,,,,,
player,201510250was,was,CrowJa00,targets,5,,,,,
player,201510250was,was,CrowJa00,rec,5,,,,,
player,201510250was,was,CrowJa00,rec_yds,48,,,,,
player,201510250was,was,CrowJa00,rec_td,0,,,,,
player,201510250was,was,CrowJa00,rec_long,18,,,,,
player,201510250was,was,CrowJa00,fumbles,0,,,,,
player,201510250was,was,CrowJa00,fumbles_lost,0,,,,,
player,201510250was,was,CarrDe00,pass_cmp,0,,,,,
player,201510250was,was,CarrDe00,pass_att,0,,,,,
player,201510250was,was,CarrDe00,pass_yds,0,,,,,
player,201510250was,was,CarrDe00,pass_td,0,,,,,
player,201510250was,was,CarrDe00,pass_int,0,,,,,
player,201510250was,was,CarrDe00,pass_sacked,0,,,,,
player,201510250was,was,CarrDe00,pass_sacked_yds,0,,,,,
player,201510250was,was,CarrDe00,pass_long,0,,,,,
player,201510250was,was,CarrDe00,pass_rating,,,,,,
player,201510250was,was,CarrDe00,rush_att,0,,,,,
player,201510250was,was,CarrDe00,rush_yds,0,,,,,
player,201510250was,was,CarrDe00,rush_td,0,,,,,
player,201510250was,was,CarrDe00,rush_long,0,,,,,
player,201510250was,was,CarrDe00,targets,2,,,,,
player,201510250was,was,CarrDe00,rec,2,,,,,
player,201510250was,was,CarrDe00,rec_yds,15,,,,,
player,201510250was,was,CarrDe00,rec_td,0,,,,,
player,201510250was,was,CarrDe00,rec_long,9,,,,,
player,201510250was,was,CarrDe00,fumbles,0,,,,,
player,201510250was,was,CarrDe00,fumbles_lost,0,,,,,
player,201510250was,tam,SmitJa01,def_int,0,,,,,
player,201510250was,tam,SmitJa01,def_int_yds,0,,,,,
player,201510250was,tam,SmitJa01,def_int_td,0,,,,,
player,201510250was,tam,SmitJa01,def_int_long,0,,,,,
player,201510250was,tam,SmitJa01,pass_defended,0,,,,,
player,201510250was,tam,SmitJa01,sacks,1.0,,,,,
player,201510250was,tam,SmitJa01,tackles_combined,2,,,,,
player,201510250was,tam,SmitJa01,tackles_solo,2,,,,,
player,201510250was,tam,SmitJa01,tackles_assists,0,,,,,
player,201510250was,tam,SmitJa01,tackles_loss,0,,,,,
player,201510250was,tam,SmitJa01,qb_hits,0,,,,,
player,201510250was,tam,SmitJa01,fumbles_rec,0,,,,,
player,201510250was,tam,SmitJa01,fumbles_rec_yds,0,,,,,
player,201510250was,tam,SmitJa01,fumbles_rec_td,0,,,,,
player,201510250was,tam,SmitJa01,fumbles_forced,1,,,,,
player,201510250was,tam,DaviLa00,def_int,0,,,,,
player,201510250was,tam,DaviLa00,def_int_yds,0,,,,,
player,201510250was,tam,DaviLa00,def_int_td,0,,,,,
player,201510250was,tam,DaviLa00,def_int_long,0,,,,,
player,201510250was,tam,DaviLa00,pass_defended,0,,,,,
player,201510250was,tam,DaviLa00,sacks,0.0,,,,,
player,201510250was,tam,DaviLa00,tackles_combined,9,,,,,
player,201510250was,tam,DaviLa00,tackles_solo,6,,,,,
player,201510250was,tam,DaviLa00,tackles_assists,3,,,,,
player,201510250was,tam,DaviLa00,tackles_loss,0,,,,,
player,201510250was,tam,DaviLa00,qb_hits,0,,,,,
player,201510250was,tam,DaviLa00,fumbles_rec,0,,,,,
player,201510250was,tam,DaviLa00,fumbles_rec_yds,0,,,,,
player,201510250was,tam,DaviLa00,fumbles_rec_td,0,,,,,
player,201510250was,tam,DaviLa00,fumbles_forced,0,,,,,
player,201510250was,tam,McDoBr01,def_int,0,,,,,
player,201510250was,tam,McDoBr01,def_int_yds,0,,,,,
player,201510250was,tam,McDoBr01,def_int_td,0,,,,,
player,201510250was,tam,McDoBr01,def_int_long,0,,,,,
player,201510250was,tam,McDoBr01,pass_defended,0,,,,,
player,201510250was,tam,McDoBr01,sacks,0.0,,,,,
player,201510250was,tam,McDoBr01,tackles_combined,9,,,,,
