game,2015,8,20151101,201511010htx,oti,"Tennessee Titans",6,htx,"Houston Texans",20
team,201511010htx,oti,First Downs,15,,,,,,
team,201511010htx,htx,First Downs,14,,,,,,
team,201511010htx,oti,Rush-Yds-TDs,20-86-0,,,,,,
team,201511010htx,htx,Rush-Yds-TDs,23-56-0,,,,,,
team,201511010htx,oti,Cmp-Att-Yd-TD-INT,22-31-171-0-1,,,,,,
team,201511010htx,htx,Cmp-Att-Yd-TD-INT,23-35-235-2-0,,,,,,
team,201511010htx,oti,Sacked-Yards,7-46,,,,,,
team,201511010htx,htx,Sacked-Yards,3-21,,,,,,
team,201511010htx,oti,Net Pass Yards,125,,,,,,
team,201511010htx,htx,Net Pass Yards,214,,,,,,
team,201511010htx,oti,Total Yards,211,,,,,,
team,201511010htx,htx,Total Yards,270,,,,,,
team,201511010htx,oti,Fumbles-Lost,2-2,,,,,,
team,201511010htx,htx,Fumbles-Lost,0-0,,,,,,
team,201511010htx,oti,Turnovers,3,,,,,,
team,201511010htx,htx,Turnovers,0,,,,,,
team,201511010htx,oti,Penalties-Yards,6-45,,,,,,
team,201511010htx,htx,Penalties-Yards,7-85,,,,,,
team,201511010htx,oti,Third Down Conv.,1-12,,,,,,
team,201511010htx,htx,Third Down Conv.,4-15,,,,,,
team,201511010htx,oti,Fourth Down Conv.,0-1,,,,,,
team,201511010htx,htx,Fourth Down Conv.,0-1,,,,,,
team,201511010htx,oti,Time of Possession,31:08,,,,,,
team,201511010htx,htx,Time of Possession,28:52,,,,,,
player,201511010htx,oti,MettZa00,pass_cmp,22,,,,,
player,201511010htx,oti,MettZa00,pass_att,31,,,,,
player,201511010htx,oti,MettZa00,pass_yds,171,,,,,
player,201511010htx,oti,MettZa00,pass_td,0,,,,,
player,201511010htx,oti,MettZa00,pass_int,1,,,,,
player,201511010htx,oti,MettZa00,pass_sacked,7,,,,,
player,201511010htx,oti,MettZa00,pass_sacked_yds,46,,,,,
player,201511010htx,oti,MettZa00,pass_long,18,,,,,
player,201511010htx,oti,MettZa00,pass_rating,70.8,,,,,
player,201511010htx,oti,MettZa00,rush_att,0,,,,,
player,201511010htx,oti,MettZa00,rush_yds,0,,,,,
player,201511010htx,oti,MettZa00,rush_td,0,,,,,
player,201511010htx,oti,MettZa00,rush_long,0,,,,,
player,201511010htx,oti,MettZa00,targets,0,,,,,
player,201511010htx,oti,MettZa00,rec,0,,,,,
player,201511010htx,oti,MettZa00,rec_yds,0,,,,,
player,201511010htx,oti,MettZa00,rec_td,0,,,,,
player,201511010htx,oti,MettZa00,rec_long,0,,,,,
player,201511010htx,oti,MettZa00,fumbles,1,,,,,
player,201511010htx,oti,MettZa00,fumbles_lost,1,,,,,
player,201511010htx,oti,AndrAn00,pass_cmp,0,,,,,
player,201511010htx,oti,AndrAn00,pass_att,0,,,,,
player,201511010htx,oti,AndrAn00,pass_yds,0,,,,,
player,201511010htx,oti,AndrAn00,pass_td,0,,,,,
player,201511010htx,oti,AndrAn00,pass_int,0,,,,,
player,201511010htx,oti,AndrAn00,pass_sacked,0,,,,,
player,201511010htx,oti,AndrAn00,pass_sacked_yds,0,,,,,
player,201511010htx,oti,AndrAn00,pass_long,0,,,,,
player,201511010htx,oti,AndrAn00,pass_rating,,,,,,
player,201511010htx,oti,AndrAn00,rush_att,16,,,,,
player,201511010htx,oti,AndrAn00,rush_yds,64,,,,,
player,201511010htx,oti,AndrAn00,rush_td,0,,,,,
player,201511010htx,oti,AndrAn00,rush_long,28,,,,,
player,201511010htx,oti,AndrAn00,targets,3,,,,,
player,201511010htx,oti,AndrAn00,rec,3,,,,,
player,201511010htx,oti,AndrAn00,rec_yds,18,,,,,
player,201511010htx,oti,AndrAn00,rec_td,0,,,,,
player,201511010htx,oti,AndrAn00,rec_long,10,,,,,
player,201511010htx,oti,AndrAn00,fumbles,0,,,,,
player,201511010htx,oti,AndrAn00,fumbles_lost,0,,,,,
player,201511010htx,oti,McClDe00,pass_cmp,0,,,,,
player,201511010htx,oti,McClDe00,pass_att,0,,,,,
player,201511010htx,oti,McClDe00,pass_yds,0,,,,,
player,201511010htx,oti,McClDe00,pass_td,0,,,,,
player,201511010htx,oti,McClDe00,pass_int,0,,,,,
player,201511010htx,oti,McClDe00,pass_sacked,0,,,,,
player,201511010htx,oti,McClDe00,pass_sacked_yds,0,,,,,
player,201511010htx,oti,McClDe00,pass_long,0,,,,,
player,201511010htx,oti,McClDe00,pass_rating,,,,,,
player,201511010htx,oti,McClDe00,rush_att,3,,,,,
player,201511010htx,oti,McClDe00,rush_yds,15,,,,,
player,201511010htx,oti,McClDe00,rush_td,0,,,,,
player,201511010htx,oti,McClDe00,rush_long,7,,,,,
player,201511010htx,oti,McClDe00,targets,6,,,,,
player,201511010htx,oti,McClDe00,rec,4,,,,,
player,201511010htx,oti,McClDe00,rec_yds,23,,,,,
player,201511010htx,oti,McClDe00,rec_td,0,,,,,
player,201511010htx,oti,McClDe00,rec_long,9,,,,,
player,201511010htx,oti,McClDe00,fumbles,0,,,,,
player,201511010htx,oti,McClDe00,fumbles_lost,0,,,,,
player,201511010htx,oti,WrigKe01,pass_cmp,0,,,,,
player,201511010htx,oti,WrigKe01,pass_att,0,,,,,
player,201511010htx,oti,WrigKe01,pass_yds,0,,,,,
player,201511010htx,oti,WrigKe01,pass_td,0,,,,,
player,201511010htx,oti,WrigKe01,pass_int,0,,,,,
player,201511010htx,oti,WrigKe01,pass_sacked,0,,,,,
player,201511010htx,oti,WrigKe01,pass_sacked_yds,0,,,,,
player,201511010htx,oti,WrigKe01,pass_long,0,,,,,
player,201511010htx,oti,WrigKe01,pass_rating,,,,,,
player,201511010htx,oti,WrigKe01,rush_att,1,,,,,
player,201511010htx,oti,WrigKe01,rush_yds,7,,,,,
player,201511010htx,oti,WrigKe01,rush_td,0,,,,,
player,201511010htx,oti,WrigKe01,rush_long,7,,,,,
player,201511010htx,oti,WrigKe01,targets,7,,,,,
player,201511010htx,oti,WrigKe01,rec,4,,,,,
player,201511010htx,oti,WrigKe01,rec_yds,21,,,,,
player,201511010htx,oti,WrigKe01,rec_td,0,,,,,
player,201511010htx,oti,WrigKe01,rec_long,18,,,,,
player,201511010htx,oti,WrigKe01,fumbles,0,,,,,
player,201511010htx,oti,WrigKe01,fumbles_lost,0,,,,,
player,201511010htx,oti,WalkHu00,pass_cmp,0,,,,,
player,201511010htx,oti,WalkHu00,pass_att,0,,,,,
player,201511010htx,oti,WalkHu00,pass_yds,0,,,,,
player,201511010htx,oti,WalkHu00,pass_td,0,,,,,
player,201511010htx,oti,WalkHu00,pass_int,0,,,,,
player,201511010htx,oti,WalkHu00,pass_sacked,0,,,,,
player,201511010htx,oti,WalkHu00,pass_sacked_yds,0,,,,,
player,201511010htx,oti,WalkHu00,pass_long,0,,,,,
player,201511010htx,oti,WalkHu00,pass_rating,,,,,,
player,201511010htx,oti,WalkHu00,rush_att,0,,,,,
player,201511010htx,oti,WalkHu00,rush_yds,0,,,,,
player,201511010htx,oti,WalkHu00,rush_td,0,,,,,
player,201511010htx,oti,WalkHu00,rush_long,0,,,,,
player,201511010htx,oti,WalkHu00,targets,6,,,,,
player,201511010htx,oti,WalkHu00,rec,6,,,,,
player,201511010htx,oti,WalkHu00,rec_yds,62,,,,,
player,201511010htx,oti,WalkHu00,rec_td,0,,,,,
player,201511010htx,oti,WalkHu00,rec_long,15,,,,,
player,201511010htx,oti,WalkHu00,fumbles,0,,,,,
player,201511010htx,oti,WalkHu00,fumbles_lost,0,,,,,
player,201511010htx,oti,HuntJu00,pass_cmp,0,,,,,
player,201511010htx,oti,HuntJu00,pass_att,0,,,,,
player,201511010htx,oti,HuntJu00,pass_yds,0,,,,,
player,201511010htx,oti,HuntJu00,pass_td,0,,,,,
player,201511010htx,oti,HuntJu00,pass_int,0,,,,,
player,201511010htx,oti,HuntJu00,pass_sacked,0,,,,,
player,201511010htx,oti,HuntJu00,pass_sacked_yds,0,,,,,
player,201511010htx,oti,HuntJu00,pass_long,0,,,,,
player,201511010htx,oti,HuntJu00,pass_rating,,,,,,
