game,2015,17,20160103,201601030dal,was,"Washington Redskins",34,dal,"Dallas Cowboys",23
team,201601030dal,was,First Downs,19,,,,,,
team,201601030dal,dal,First Downs,27,,,,,,
team,201601030dal,was,Rush-Yds-TDs,36-146-0,,,,,,
team,201601030dal,dal,Rush-Yds-TDs,16-100-0,,,,,,
team,201601030dal,was,Cmp-Att-Yd-TD-INT,19-26-304-4-0,,,,,,
team,201601030dal,dal,Cmp-Att-Yd-TD-INT,33-48-435-3-2,,,,,,
team,201601030dal,was,Sacked-Yards,1-13,,,,,,
team,201601030dal,dal,Sacked-Yards,4-23,,,,,,
team,201601030dal,was,Net Pass Yards,291,,,,,,
team,201601030dal,dal,Net Pass Yards,412,,,,,,
team,201601030dal,was,Total Yards,437,,,,,,
team,201601030dal,dal,Total Yards,512,,,,,,
team,201601030dal,was,Fumbles-Lost,2-0,,,,,,
team,201601030dal,dal,Fumbles-Lost,2-2,,,,,,
team,201601030dal,was,Turnovers,0,,,,,,
team,201601030dal,dal,Turnovers,4,,,,,,
team,201601030dal,was,Penalties-Yards,3-20,,,,,,
team,201601030dal,dal,Penalties-Yards,4-44,,,,,,
team,201601030dal,was,Third Down Conv.,7-14,,,,,,
team,201601030dal,dal,Third Down Conv.,2-10,,,,,,
team,201601030dal,was,Fourth Down Conv.,1-1,,,,,,
team,201601030dal,dal,Fourth Down Conv.,1-1,,,,,,
team,201601030dal,was,Time of Possession,33:57,,,,,,
team,201601030dal,dal,Time of Possession,26:03,,,,,,
player,201601030dal,was,CousKi00,pass_cmp,12,,,,,
player,201601030dal,was,CousKi00,pass_att,15,,,,,
player,201601030dal,was,CousKi00,pass_yds,176,,,,,
player,201601030dal,was,CousKi00,pass_td,3,,,,,
player,201601030dal,was,CousKi00,pass_int,0,,,,,
player,201601030dal,was,CousKi00,pass_sacked,0,,,,,
player,201601030dal,was,CousKi00,pass_sacked_yds,0,,,,,
player,201601030dal,was,CousKi00,pass_long,44,,,,,
player,201601030dal,was,CousKi00,pass_rating,155.1,,,,,
player,201601030dal,was,CousKi00,rush_att,0,,,,,
player,201601030dal,was,CousKi00,rush_yds,0,,,,,
player,201601030dal,was,CousKi00,rush_td,0,,,,,
player,201601030dal,was,CousKi00,rush_long,0,,,,,
player,201601030dal,was,CousKi00,targets,0,,,,,
player,201601030dal,was,CousKi00,rec,0,,,,,
player,201601030dal,was,CousKi00,rec_yds,0,,,,,
player,201601030dal,was,CousKi00,rec_td,0,,,,,
player,201601030dal,was,CousKi00,rec_long,0,,,,,
player,201601030dal,was,CousKi00,fumbles,0,,,,,
player,201601030dal,was,CousKi00,fumbles_lost,0,,,,,
player,201601030dal,was,McCoCo00,pass_cmp,7,,,,,
player,201601030dal,was,McCoCo00,pass_att,11,,,,,
player,201601030dal,was,McCoCo00,pass_yds,128,,,,,
player,201601030dal,was,McCoCo00,pass_td,1,,,,,
player,201601030dal,was,McCoCo00,pass_int,0,,,,,
player,201601030dal,was,McCoCo00,pass_sacked,1,,,,,
player,201601030dal,was,McCoCo00,pass_sacked_yds,13,,,,,
player,201601030dal,was,McCoCo00,pass_long,71,,,,,
player,201601030dal,was,McCoCo00,pass_rating,133.9,,,,,
player,201601030dal,was,McCoCo00,rush_att,3,,,,,
player,201601030dal,was,McCoCo00,rush_yds,-3,,,,,
player,201601030dal,was,McCoCo00,rush_td,0,,,,,
player,201601030dal,was,McCoCo00,rush_long,-1,,,,,
player,201601030dal,was,McCoCo00,targets,0,,,,,
player,201601030dal,was,McCoCo00,rec,0,,,,,
player,201601030dal,was,McCoCo00,rec_yds,0,,,,,
player,201601030dal,was,McCoCo00,rec_td,0,,,,,
player,201601030dal,was,McCoCo00,rec_long,0,,,,,
player,201601030dal,was,McCoCo00,fumbles,1,,,,,
player,201601030dal,was,McCoCo00,fumbles_lost,0,,,,,
player,201601030dal,was,MorrAl00,pass_cmp,0,,,,,
player,201601030dal,was,MorrAl00,pass_att,0,,,,,
player,201601030dal,was,MorrAl00,pass_yds,0,,,,,
player,201601030dal,was,MorrAl00,pass_td,0,,,,,
player,201601030dal,was,MorrAl00,pass_int,0,,,,,
player,201601030dal,was,MorrAl00,pass_sacked,0,,,,,
player,201601030dal,was,MorrAl00,pass_sacked_yds,0,,,,,
player,201601030dal,was,MorrAl00,pass_long,0,,,,,
player,201601030dal,was,MorrAl00,pass_rating,,,,,,
player,201601030dal,was,MorrAl00,rush_att,19,,,,,
player,201601030dal,was,MorrAl00,rush_yds,100,,,,,
player,201601030dal,was,MorrAl00,rush_td,0,,,,,
player,201601030dal,was,MorrAl00,rush_long,23,,,,,
player,201601030dal,was,MorrAl00,targets,0,,,,,
player,201601030dal,was,MorrAl00,rec,0,,,,,
player,201601030dal,was,MorrAl00,rec_yds,0,,,,,
player,201601030dal,was,MorrAl00,rec_td,0,,,,,
player,201601030dal,was,MorrAl00,rec_long,0,,,,,
player,201601030dal,was,MorrAl00,fumbles,0,,,,,
player,201601030dal,was,MorrAl00,fumbles_lost,0,,,,,
player,201601030dal,was,ThomPi00,pass_cmp,0,,,,,
player,201601030dal,was,ThomPi00,pass_att,0,,,,,
player,201601030dal,was,ThomPi00,pass_yds,0,,,,,
player,201601030dal,was,ThomPi00,pass_td,0,,,,,
player,201601030dal,was,ThomPi00,pass_int,0,,,,,
player,201601030dal,was,ThomPi00,pass_sacked,0,,,,,
player,201601030dal,was,ThomPi00,pass_sacked_yds,0,,,,,
player,201601030dal,was,ThomPi00,pass_long,0,,,,,
player,201601030dal,was,ThomPi00,pass_rating,,,,,,
player,201601030dal,was,ThomPi00,rush_att,7,,,,,
player,201601030dal,was,ThomPi00,rush_yds,30,,,,,
player,201601030dal,was,ThomPi00,rush_td,0,,,,,
player,201601030dal,was,ThomPi00,rush_long,11,,,,,
player,201601030dal,was,ThomPi00,targets,2,,,,,
player,201601030dal,was,ThomPi00,rec,1,,,,,
player,201601030dal,was,ThomPi00,rec_yds,5,,,,,
player,201601030dal,was,ThomPi00,rec_td,0,,,,,
