game,2015,12,20151129,201511290clt,tam,"Tampa Bay Buccaneers",12,clt,"Indianapolis Colts",25
player,201511290clt,tam,DaviLa00,tackles_assists,3,,,,,
player,201511290clt,tam,DaviLa00,tackles_loss,0,,,,,
player,201511290clt,tam,DaviLa00,qb_hits,1,,,,,
player,201511290clt,tam,DaviLa00,fumbles_rec,0,,,,,
player,201511290clt,tam,DaviLa00,fumbles_rec_yds,0,,,,,
player,201511290clt,tam,DaviLa00,fumbles_rec_td,0,,,,,
player,201511290clt,tam,DaviLa00,fumbles_forced,0,,,,,
player,201511290clt,tam,McDoBr01,def_int,0,,,,,
player,201511290clt,tam,McDoBr01,def_int_yds,0,,,,,
player,201511290clt,tam,McDoBr01,def_int_td,0,,,,,
player,201511290clt,tam,McDoBr01,def_int_long,0,,,,,
player,201511290clt,tam,McDoBr01,pass_defended,1,,,,,
player,201511290clt,tam,McDoBr01,sacks,0.0,,,,,
player,201511290clt,tam,McDoBr01,tackles_combined,6,,,,,
player,201511290clt,tam,McDoBr01,tackles_solo,5,,,,,
player,201511290clt,tam,McDoBr01,tackles_assists,1,,,,,
player,201511290clt,tam,McDoBr01,tackles_loss,1,,,,,
player,201511290clt,tam,McDoBr01,qb_hits,0,,,,,
player,201511290clt,tam,McDoBr01,fumbles_rec,0,,,,,
player,201511290clt,tam,McDoBr01,fumbles_rec_yds,0,,,,,
player,201511290clt,tam,McDoBr01,fumbles_rec_td,0,,,,,
player,201511290clt,tam,McDoBr01,fumbles_forced,0,,,,,
player,201511290clt,tam,GholWi00,def_int,0,,,,,
player,201511290clt,tam,GholWi00,def_int_yds,0,,,,,
player,201511290clt,tam,GholWi00,def_int_td,0,,,,,
player,201511290clt,tam,GholWi00,def_int_long,0,,,,,
player,201511290clt,tam,GholWi00,pass_defended,1,,,,,
player,201511290clt,tam,GholWi00,sacks,0.0,,,,,
player,201511290clt,tam,GholWi00,tackles_combined,4,,,,,
player,201511290clt,tam,GholWi00,tackles_solo,3,,,,,
player,201511290clt,tam,GholWi00,tackles_assists,1,,,,,
player,201511290clt,tam,GholWi00,tackles_loss,0,,,,,
player,201511290clt,tam,GholWi00,qb_hits,2,,,,,
player,201511290clt,tam,GholWi00,fumbles_rec,0,,,,,
player,201511290clt,tam,GholWi00,fumbles_rec_yds,0,,,,,
player,201511290clt,tam,GholWi00,fumbles_rec_td,0,,,,,
player,201511290clt,tam,GholWi00,fumbles_forced,0,,,,,
player,201511290clt,tam,LansDa00,def_int,0,,,,,
player,201511290clt,tam,LansDa00,def_int_yds,0,,,,,
player,201511290clt,tam,LansDa00,def_int_td,0,,,,,
player,201511290clt,tam,LansDa00,def_int_long,0,,,,,
player,201511290clt,tam,LansDa00,pass_defended,0,,,,,
player,201511290clt,tam,LansDa00,sacks,0.0,,,,,
player,201511290clt,tam,LansDa00,tackles_combined,4,,,,,
player,201511290clt,tam,LansDa00,tackles_solo,4,,,,,
player,201511290clt,tam,LansDa00,tackles_assists,0,,,,,
player,201511290clt,tam,LansDa00,tackles_loss,1,,,,,
player,201511290clt,tam,LansDa00,qb_hits,0,,,,,
player,201511290clt,tam,LansDa00,fumbles_rec,0,,,,,
player,201511290clt,tam,LansDa00,fumbles_rec_yds,0,,,,,
player,201511290clt,tam,LansDa00,fumbles_rec_td,0,,,,,
player,201511290clt,tam,LansDa00,fumbles_forced,0,,,,,
player,201511290clt,tam,MoorSt00,def_int,0,,,,,
player,201511290clt,tam,MoorSt00,def_int_yds,0,,,,,
player,201511290clt,tam,MoorSt00,def_int_td,0,,,,,
player,201511290clt,tam,MoorSt00,def_int_long,0,,,,,
player,201511290clt,tam,MoorSt00,pass_defended,0,,,,,
player,201511290clt,tam,MoorSt00,sacks,0.0,,,,,
player,201511290clt,tam,MoorSt00,tackles_combined,3,,,,,
player,201511290clt,tam,MoorSt00,tackles_solo,3,,,,,
player,201511290clt,tam,MoorSt00,tackles_assists,0,,,,,
player,201511290clt,tam,MoorSt00,tackles_loss,1,,,,,
player,201511290clt,tam,MoorSt00,qb_hits,0,,,,,
player,201511290clt,tam,MoorSt00,fumbles_rec,0,,,,,
player,201511290clt,tam,MoorSt00,fumbles_rec_yds,0,,,,,
player,201511290clt,tam,MoorSt00,fumbles_rec_td,0,,,,,
player,201511290clt,tam,MoorSt00,fumbles_forced,1,,,,,
player,201511290clt,tam,CartBr00,def_int,0,,,,,
player,201511290clt,tam,CartBr00,def_int_yds,0,,,,,
player,201511290clt,tam,CartBr00,def_int_td,0,,,,,
player,201511290clt,tam,CartBr00,def_int_long,0,,,,,
player,201511290clt,tam,CartBr00,pass_defended,0,,,,,
player,201511290clt,tam,CartBr00,sacks,0.0,,,,,
player,201511290clt,tam,CartBr00,tackles_combined,2,,,,,
player,201511290clt,tam,CartBr00,tackles_solo,1,,,,,
player,201511290clt,tam,CartBr00,tackles_assists,1,,,,,
player,201511290clt,tam,CartBr00,tackles_loss,0,,,,,
player,201511290clt,tam,CartBr00,qb_hits,0,,,,,
player,201511290clt,tam,CartBr00,fumbles_rec,0,,,,,
player,201511290clt,tam,CartBr00,fumbles_rec_yds,0,,,,,
player,201511290clt,tam,CartBr00,fumbles_rec_td,0,,,,,
player,201511290clt,tam,CartBr00,fumbles_forced,0,,,,,
player,201511290clt,tam,KeyeJo00,def_int,0,,,,,
player,201511290clt,tam,KeyeJo00,def_int_yds,0,,,,,
player,201511290clt,tam,KeyeJo00,def_int_td,0,,,,,
player,201511290clt,tam,KeyeJo00,def_int_long,0,,,,,
player,201511290clt,tam,KeyeJo00,pass_defended,0,,,,,
player,201511290clt,tam,KeyeJo00,sacks,0.0,,,,,
player,201511290clt,tam,KeyeJo00,tackles_combined,2,,,,,
player,201511290clt,tam,KeyeJo00,tackles_solo,2,,,,,
player,201511290clt,tam,KeyeJo00,tackles_assists,0,,,,,
player,201511290clt,tam,KeyeJo00,tackles_loss,0,,,,,
player,201511290clt,tam,KeyeJo00,qb_hits,0,,,,,
player,201511290clt,tam,KeyeJo00,fumbles_rec,0,,,,,
player,201511290clt,tam,KeyeJo00,fumbles_rec_yds,0,,,,,
player,201511290clt,tam,KeyeJo00,fumbles_rec_td,0,,,,,
player,201511290clt,tam,KeyeJo00,fumbles_forced,0,,,,,
player,201511290clt,tam,McDaTo20,def_int,0,,,,,
player,201511290clt,tam,McDaTo20,def_int_yds,0,,,,,
player,201511290clt,tam,McDaTo20,def_int_td,0,,,,,
player,201511290clt,tam,McDaTo20,def_int_long,0,,,,,
player,201511290clt,tam,McDaTo20,pass_defended,0,,,,,
player,201511290clt,tam,McDaTo20,sacks,0.0,,,,,
player,201511290clt,tam,McDaTo20,tackles_combined,2,,,,,
player,201511290clt,tam,McDaTo20,tackles_solo,0,,,,,
player,201511290clt,tam,McDaTo20,tackles_assists,2,,,,,
player,201511290clt,tam,McDaTo20,tackles_loss,0,,,,,
player,201511290clt,tam,McDaTo20,qb_hits,1,,,,,
player,201511290clt,tam,McDaTo20,fumbles_rec,0,,,,,
player,201511290clt,tam,McDaTo20,fumbles_rec_yds,0,,,,,
player,201511290clt,tam,McDaTo20,fumbles_rec_td,0,,,,,
player,201511290clt,tam,McDaTo20,fumbles_forced,0,,,,,
player,201511290clt,tam,ContCh00,def_int,0,,,,,
player,201511290clt,tam,ContCh00,def_int_yds,0,,,,,
player,201511290clt,tam,ContCh00,def_int_td,0,,,,,
player,201511290clt,tam,ContCh00,def_int_long,0,,,,,
player,201511290clt,tam,ContCh00,pass_defended,0,,,,,
player,201511290clt,tam,ContCh00,sacks,0.0,,,,,
player,201511290clt,tam,ContCh00,tackles_combined,1,,,,,
player,201511290clt,tam,ContCh00,tackles_solo,0,,,,,
player,201511290clt,tam,ContCh00,tackles_assists,1,,,,,
player,201511290clt,tam,ContCh00,tackles_loss,0,,,,,
player,201511290clt,tam,ContCh00,qb_hits,0,,,,,
player,201511290clt,tam,ContCh00,fumbles_rec,0,,,,,
player,201511290clt,tam,ContCh00,fumbles_rec_yds,0,,,,,
player,201511290clt,tam,ContCh00,fumbles_rec_td,0,,,,,
player,201511290clt,tam,ContCh00,fumbles_forced,0,,,,,
player,201511290clt,tam,DePaAn00,def_int,0,,,,,
player,201511290clt,tam,DePaAn00,def_int_yds,0,,,,,
player,201511290clt,tam,DePaAn00,def_int_td,0,,,,,
player,201511290clt,tam,DePaAn00,def_int_long,0,,,,,
player,201511290clt,tam,DePaAn00,pass_defended,0,,,,,
player,201511290clt,tam,DePaAn00,sacks,0.0,,,,,
player,201511290clt,tam,DePaAn00,tackles_combined,1,,,,,
player,201511290clt,tam,DePaAn00,tackles_solo,1,,,,,
player,201511290clt,tam,DePaAn00,tackles_assists,0,,,,,
player,201511290clt,tam,DePaAn00,tackles_loss,0,,,,,
player,201511290clt,tam,DePaAn00,qb_hits,0,,,,,
player,201511290clt,tam,DePaAn00,fumbles_rec,0,,,,,
player,201511290clt,tam,DePaAn00,fumbles_rec_yds,0,,,,,
player,201511290clt,tam,DePaAn00,fumbles_rec_td,0,,,,,
player,201511290clt,tam,DePaAn00,fumbles_forced,0,,,,,
player,201511290clt,tam,GeorJe01,def_int,0,,,,,
player,201511290clt,tam,GeorJe01,def_int_yds,0,,,,,
player,201511290clt,tam,GeorJe01,def_int_td,0,,,,,
player,201511290clt,tam,GeorJe01,def_int_long,0,,,,,
player,201511290clt,tam,GeorJe01,pass_defended,0,,,,,
player,201511290clt,tam,GeorJe01,sacks,0.0,,,,,
player,201511290clt,tam,GeorJe01,tackles_combined,1,,,,,
player,201511290clt,tam,GeorJe01,tackles_solo,0,,,,,
player,201511290clt,tam,GeorJe01,tackles_assists,1,,,,,
player,201511290clt,tam,GeorJe01,tackles_loss,0,,,,,
player,201511290clt,tam,GeorJe01,qb_hits,0,,,,,
player,201511290clt,tam,GeorJe01,fumbles_rec,0,,,,,
player,201511290clt,tam,GeorJe01,fumbles_rec_yds,0,,,,,
player,201511290clt,tam,GeorJe01,fumbles_rec_td,0,,,,,
player,201511290clt,tam,GeorJe01,fumbles_forced,0,,,,,
player,201511290clt,tam,McFaKi00,def_int,0,,,,,
player,201511290clt,tam,McFaKi00,def_int_yds,0,,,,,
player,201511290clt,tam,McFaKi00,def_int_td,0,,,,,
player,201511290clt,tam,McFaKi00,def_int_long,0,,,,,
player,201511290clt,tam,McFaKi00,pass_defended,0,,,,,
player,201511290clt,tam,McFaKi00,sacks,0.0,,,,,
player,201511290clt,tam,McFaKi00,tackles_combined,1,,,,,
player,201511290clt,tam,McFaKi00,tackles_solo,0,,,,,
player,201511290clt,tam,McFaKi00,tackles_assists,1,,,,,
player,201511290clt,tam,McFaKi00,tackles_loss,0,,,,,
player,201511290clt,tam,McFaKi00,qb_hits,0,,,,,
player,201511290clt,tam,McFaKi00,fumbles_rec,0,,,,,
player,201511290clt,tam,McFaKi00,fumbles_rec_yds,0,,,,,
player,201511290clt,tam,McFaKi00,fumbles_rec_td,0,,,,,
player,201511290clt,tam,McFaKi00,fumbles_forced,0,,,,,
player,201511290clt,tam,RainBo00,def_int,0,,,,,
player,201511290clt,tam,RainBo00,def_int_yds,0,,,,,
player,201511290clt,tam,RainBo00,def_int_td,0,,,,,
player,201511290clt,tam,RainBo00,def_int_long,0,,,,,
player,201511290clt,tam,RainBo00,pass_defended,0,,,,,
player,201511290clt,tam,RainBo00,sacks,0.0,,,,,
player,201511290clt,tam,RainBo00,tackles_combined,1,,,,,
player,201511290clt,tam,RainBo00,tackles_solo,0,,,,,
player,201511290clt,tam,RainBo00,tackles_assists,1,,,,,
player,201511290clt,tam,RainBo00,tackles_loss,0,,,,,
player,201511290clt,tam,RainBo00,qb_hits,0,,,,,
player,201511290clt,tam,RainBo00,fumbles_rec,0,,,,,
player,201511290clt,tam,RainBo00,fumbles_rec_yds,0,,,,,
player,201511290clt,tam,RainBo00,fumbles_rec_td,0,,,,,
player,201511290clt,tam,RainBo00,fumbles_forced,0,,,,,
player,201511290clt,tam,VernAl99,def_int,0,,,,,
player,201511290clt,tam,VernAl99,def_int_yds,0,,,,,
player,201511290clt,tam,VernAl99,def_int_td,0,,,,,
player,201511290clt,tam,VernAl99,def_int_long,0,,,,,
player,201511290clt,tam,VernAl99,pass_defended,0,,,,,
player,201511290clt,tam,VernAl99,sacks,0.0,,,,,
player,201511290clt,tam,VernAl99,tackles_combined,1,,,,,
player,201511290clt,tam,VernAl99,tackles_solo,1,,,,,
player,201511290clt,tam,VernAl99,tackles_assists,0,,,,,
player,201511290clt,tam,VernAl99,tackles_loss,0,,,,,
player,201511290clt,tam,VernAl99,qb_hits,0,,,,,
player,201511290clt,tam,VernAl99,fumbles_rec,0,,,,,
player,201511290clt,tam,VernAl99,fumbles_rec_yds,0,,,,,
player,201511290clt,tam,VernAl99,fumbles_rec_td,0,,,,,
player,201511290clt,tam,VernAl99,fumbles_forced,0,,,,,
player,201511290clt,tam,SmitJa01,def_int,0,,,,,
player,201511290clt,tam,SmitJa01,def_int_yds,0,,,,,
player,201511290clt,tam,SmitJa01,def_int_td,0,,,,,
player,201511290clt,tam,SmitJa01,def_int_long,0,,,,,
player,201511290clt,tam,SmitJa01,pass_defended,1,,,,,
player,201511290clt,tam,SmitJa01,sacks,0.0,,,,,
player,201511290clt,tam,SmitJa01,tackles_combined,0,,,,,
player,201511290clt,tam,SmitJa01,tackles_solo,0,,,,,
player,201511290clt,tam,SmitJa01,tackles_assists,0,,,,,
player,201511290clt,tam,SmitJa01,tackles_loss,0,,,,,
player,201511290clt,tam,SmitJa01,qb_hits,1,,,,,
player,201511290clt,tam,SmitJa01,fumbles_rec,0,,,,,
player,201511290clt,tam,SmitJa01,fumbles_rec_yds,0,,,,,
player,201511290clt,tam,SmitJa01,fumbles_rec_td,0,,,,,
player,201511290clt,tam,SmitJa01,fumbles_forced,0,,,,,
player,201511290clt,clt,LoweDw99,def_int,1,,,,,
player,201511290clt,clt,LoweDw99,def_int_yds,1,,,,,
player,201511290clt,clt,LoweDw99,def_int_td,0,,,,,
player,201511290clt,clt,LoweDw99,def_int_long,1,,,,,
player,201511290clt,clt,LoweDw99,pass_defended,1,,,,,
player,201511290clt,clt,LoweDw99,sacks,0.0,,,,,
player,201511290clt,clt,LoweDw99,tackles_combined,4,,,,,
player,201511290clt,clt,LoweDw99,tackles_solo,3,,,,,
player,201511290clt,clt,LoweDw99,tackles_assists,1,,,,,
player,201511290clt,clt,LoweDw99,tackles_loss,0,,,,,
player,201511290clt,clt,LoweDw99,qb_hits,0,,,,,
player,201511290clt,clt,LoweDw99,fumbles_rec,0,,,,,
player,201511290clt,clt,LoweDw99,fumbles_rec_yds,0,,,,,
player,201511290clt,clt,LoweDw99,fumbles_rec_td,0,,,,,
player,201511290clt,clt,LoweDw99,fumbles_forced,0,,,,,
player,201511290clt,clt,WaldEr99,def_int,0,,,,,
player,201511290clt,clt,WaldEr99,def_int_yds,0,,,,,
player,201511290clt,clt,WaldEr99,def_int_td,0,,,,,
player,201511290clt,clt,WaldEr99,def_int_long,0,,,,,
player,201511290clt,clt,WaldEr99,pass_defended,0,,,,,
player,201511290clt,clt,WaldEr99,sacks,2.0,,,,,
player,201511290clt,clt,WaldEr99,tackles_combined,4,,,,,
player,201511290clt,clt,WaldEr99,tackles_solo,4,,,,,
player,201511290clt,clt,WaldEr99,tackles_assists,0,,,,,
player,201511290clt,clt,WaldEr99,tackles_loss,2,,,,,
player,201511290clt,clt,WaldEr99,qb_hits,2,,,,,
player,201511290clt,clt,WaldEr99,fumbles_rec,0,,,,,
player,201511290clt,clt,WaldEr99,fumbles_rec_yds,0,,,,,
player,201511290clt,clt,WaldEr99,fumbles_rec_td,0,,,,,
player,201511290clt,clt,WaldEr99,fumbles_forced,0,,,,,
player,201511290clt,clt,JackDQ20,def_int,0,,,,,
player,201511290clt,clt,JackDQ20,def_int_yds,0,,,,,
player,201511290clt,clt,JackDQ20,def_int_td,0,,,,,
player,201511290clt,clt,JackDQ20,def_int_long,0,,,,,
player,201511290clt,clt,JackDQ20,pass_defended,1,,,,,
player,201511290clt,clt,JackDQ20,sacks,1.0,,,,,
player,201511290clt,clt,JackDQ20,tackles_combined,11,,,,,
player,201511290clt,clt,JackDQ20,tackles_solo,6,,,,,
player,201511290clt,clt,JackDQ20,tackles_assists,5,,,,,
player,201511290clt,clt,JackDQ20,tackles_loss,0,,,,,
player,201511290clt,clt,JackDQ20,qb_hits,1,,,,,
player,201511290clt,clt,JackDQ20,fumbles_rec,0,,,,,
player,201511290clt,clt,JackDQ20,fumbles_rec_yds,0,,,,,
player,201511290clt,clt,JackDQ20,fumbles_rec_td,0,,,,,
player,201511290clt,clt,JackDQ20,fumbles_forced,0,,,,,
player,201511290clt,clt,ColeTr20,def_int,0,,,,,
player,201511290clt,clt,ColeTr20,def_int_yds,0,,,,,
player,201511290clt,clt,ColeTr20,def_int_td,0,,,,,
player,201511290clt,clt,ColeTr20,def_int_long,0,,,,,
player,201511290clt,clt,ColeTr20,pass_defended,0,,,,,
player,201511290clt,clt,ColeTr20,sacks,1.0,,,,,
player,201511290clt,clt,ColeTr20,tackles_combined,3,,,,,
player,201511290clt,clt,ColeTr20,tackles_solo,2,,,,,
player,201511290clt,clt,ColeTr20,tackles_assists,1,,,,,
player,201511290clt,clt,ColeTr20,tackles_loss,1,,,,,
player,201511290clt,clt,ColeTr20,qb_hits,4,,,,,
player,201511290clt,clt,ColeTr20,fumbles_rec,0,,,,,
player,201511290clt,clt,ColeTr20,fumbles_rec_yds,0,,,,,
player,201511290clt,clt,ColeTr20,fumbles_rec_td,0,,,,,
player,201511290clt,clt,ColeTr20,fumbles_forced,0,,,,,
player,201511290clt,clt,IrviNa00,def_int,0,,,,,
player,201511290clt,clt,IrviNa00,def_int_yds,0,,,,,
player,201511290clt,clt,IrviNa00,def_int_td,0,,,,,
player,201511290clt,clt,IrviNa00,def_int_long,0,,,,,
player,201511290clt,clt,IrviNa00,pass_defended,1,,,,,
player,201511290clt,clt,IrviNa00,sacks,1.0,,,,,
player,201511290clt,clt,IrviNa00,tackles_combined,2,,,,,
player,201511290clt,clt,IrviNa00,tackles_solo,2,,,,,
player,201511290clt,clt,IrviNa00,tackles_assists,0,,,,,
player,201511290clt,clt,IrviNa00,tackles_loss,1,,,,,
player,201511290clt,clt,IrviNa00,qb_hits,1,,,,,
player,201511290clt,clt,IrviNa00,fumbles_rec,0,,,,,
player,201511290clt,clt,IrviNa00,fumbles_rec_yds,0,,,,,
player,201511290clt,clt,IrviNa00,fumbles_rec_td,0,,,,,
player,201511290clt,clt,IrviNa00,fumbles_forced,0,,,,,
player,201511290clt,clt,FreeJe00,def_int,0,,,,,
player,201511290clt,clt,FreeJe00,def_int_yds,0,,,,,
player,201511290clt,clt,FreeJe00,def_int_td,0,,,,,
player,201511290clt,clt,FreeJe00,def_int_long,0,,,,,
player,201511290clt,clt,FreeJe00,pass_defended,0,,,,,
player,201511290clt,clt,FreeJe00,sacks,0.0,,,,,
player,201511290clt,clt,FreeJe00,tackles_combined,8,,,,,
player,201511290clt,clt,FreeJe00,tackles_solo,6,,,,,
player,201511290clt,clt,FreeJe00,tackles_assists,2,,,,,
player,201511290clt,clt,FreeJe00,tackles_loss,0,,,,,
player,201511290clt,clt,FreeJe00,qb_hits,0,,,,,
player,201511290clt,clt,FreeJe00,fumbles_rec,0,,,,,
player,201511290clt,clt,FreeJe00,fumbles_rec_yds,0,,,,,
player,201511290clt,clt,FreeJe00,fumbles_rec_td,0,,,,,
player,201511290clt,clt,FreeJe00,fumbles_forced,0,,,,,
player,201511290clt,clt,GeatCl00,def_int,0,,,,,
player,201511290clt,clt,GeatCl00,def_int_yds,0,,,,,
player,201511290clt,clt,GeatCl00,def_int_td,0,,,,,
player,201511290clt,clt,GeatCl00,def_int_long,0,,,,,
player,201511290clt,clt,GeatCl00,pass_defended,0,,,,,
player,201511290clt,clt,GeatCl00,sacks,0.0,,,,,
player,201511290clt,clt,GeatCl00,tackles_combined,6,,,,,
player,201511290clt,clt,GeatCl00,tackles_solo,3,,,,,
player,201511290clt,clt,GeatCl00,tackles_assists,3,,,,,
player,201511290clt,clt,GeatCl00,tackles_loss,0,,,,,
player,201511290clt,clt,GeatCl00,qb_hits,0,,,,,
player,201511290clt,clt,GeatCl00,fumbles_rec,0,,,,,
player,201511290clt,clt,GeatCl00,fumbles_rec_yds,0,,,,,
player,201511290clt,clt,GeatCl00,fumbles_rec_td,0,,,,,
player,201511290clt,clt,GeatCl00,fumbles_forced,0,,,,,
player,201511290clt,clt,ButlDa99,def_int,0,,,,,
player,201511290clt,clt,ButlDa99,def_int_yds,0,,,,,
player,201511290clt,clt,ButlDa99,def_int_td,0,,,,,
player,201511290clt,clt,ButlDa99,def_int_long,0,,,,,
player,201511290clt,clt,ButlDa99,pass_defended,1,,,,,
player,201511290clt,clt,ButlDa99,sacks,0.0,,,,,
player,201511290clt,clt,ButlDa99,tackles_combined,3,,,,,
player,201511290clt,clt,ButlDa99,tackles_solo,3,,,,,
player,201511290clt,clt,ButlDa99,tackles_assists,0,,,,,
player,201511290clt,clt,ButlDa99,tackles_loss,0,,,,,
player,201511290clt,clt,ButlDa99,qb_hits,0,,,,,
player,201511290clt,clt,ButlDa99,fumbles_rec,0,,,,,
player,201511290clt,clt,ButlDa99,fumbles_rec_yds,0,,,,,
player,201511290clt,clt,ButlDa99,fumbles_rec_td,0,,,,,
player,201511290clt,clt,ButlDa99,fumbles_forced,0,,,,,
player,201511290clt,clt,DaviVo99,def_int,0,,,,,
player,201511290clt,clt,DaviVo99,def_int_yds,0,,,,,
player,201511290clt,clt,DaviVo99,def_int_td,0,,,,,
player,201511290clt,clt,DaviVo99,def_int_long,0,,,,,
player,201511290clt,clt,DaviVo99,pass_defended,0,,,,,
player,201511290clt,clt,DaviVo99,sacks,0.0,,,,,
player,201511290clt,clt,DaviVo99,tackles_combined,3,,,,,
player,201511290clt,clt,DaviVo99,tackles_solo,1,,,,,
player,201511290clt,clt,DaviVo99,tackles_assists,2,,,,,
player,201511290clt,clt,DaviVo99,tackles_loss,0,,,,,
player,201511290clt,clt,DaviVo99,qb_hits,0,,,,,
player,201511290clt,clt,DaviVo99,fumbles_rec,0,,,,,
player,201511290clt,clt,DaviVo99,fumbles_rec_yds,0,,,,,
player,201511290clt,clt,DaviVo99,fumbles_rec_td,0,,,,,
player,201511290clt,clt,DaviVo99,fumbles_forced,0,,,,,
player,201511290clt,clt,ToleGr99,def_int,0,,,,,
player,201511290clt,clt,ToleGr99,def_int_yds,0,,,,,
player,201511290clt,clt,ToleGr99,def_int_td,0,,,,,
player,201511290clt,clt,ToleGr99,def_int_long,0,,,,,
player,201511290clt,clt,ToleGr99,pass_defended,0,,,,,
player,201511290clt,clt,ToleGr99,sacks,0.0,,,,,
player,201511290clt,clt,ToleGr99,tackles_combined,3,,,,,
player,201511290clt,clt,ToleGr99,tackles_solo,3,,,,,
player,201511290clt,clt,ToleGr99,tackles_assists,0,,,,,
player,201511290clt,clt,ToleGr99,tackles_loss,0,,,,,
player,201511290clt,clt,ToleGr99,qb_hits,0,,,,,
player,201511290clt,clt,ToleGr99,fumbles_rec,0,,,,,
player,201511290clt,clt,ToleGr99,fumbles_rec_yds,0,,,,,
player,201511290clt,clt,ToleGr99,fumbles_rec_td,0,,,,,
player,201511290clt,clt,ToleGr99,fumbles_forced,0,,,,,
player,201511290clt,clt,MathRo20,def_int,0,,,,,
player,201511290clt,clt,MathRo20,def_int_yds,0,,,,,
player,201511290clt,clt,MathRo20,def_int_td,0,,,,,
player,201511290clt,clt,MathRo20,def_int_long,0,,,,,
player,201511290clt,clt,MathRo20,pass_defended,0,,,,,
player,201511290clt,clt,MathRo20,sacks,0.0,,,,,
player,201511290clt,clt,MathRo20,tackles_combined,2,,,,,
player,201511290clt,clt,MathRo20,tackles_solo,1,,,,,
player,201511290clt,clt,MathRo20,tackles_assists,1,,,,,
player,201511290clt,clt,MathRo20,tackles_loss,0,,,,,
player,201511290clt,clt,MathRo20,qb_hits,1,,,,,
player,201511290clt,clt,MathRo20,fumbles_rec,0,,,,,
player,201511290clt,clt,MathRo20,fumbles_rec_yds,0,,,,,
player,201511290clt,clt,MathRo20,fumbles_rec_td,0,,,,,
player,201511290clt,clt,MathRo20,fumbles_forced,0,,,,,
player,201511290clt,clt,AlleDw00,def_int,0,,,,,
player,201511290clt,clt,AlleDw00,def_int_yds,0,,,,,
player,201511290clt,clt,AlleDw00,def_int_td,0,,,,,
player,201511290clt,clt,AlleDw00,def_int_long,0,,,,,
player,201511290clt,clt,AlleDw00,pass_defended,0,,,,,
player,201511290clt,clt,AlleDw00,sacks,0.0,,,,,
player,201511290clt,clt,AlleDw00,tackles_combined,1,,,,,
player,201511290clt,clt,AlleDw00,tackles_solo,1,,,,,
player,201511290clt,clt,AlleDw00,tackles_assists,0,,,,,
player,201511290clt,clt,AlleDw00,tackles_loss,0,,,,,
player,201511290clt,clt,AlleDw00,qb_hits,0,,,,,
player,201511290clt,clt,AlleDw00,fumbles_rec,0,,,,,
player,201511290clt,clt,AlleDw00,fumbles_rec_yds,0,,,,,
player,201511290clt,clt,AlleDw00,fumbles_rec_td,0,,,,,
player,201511290clt,clt,AlleDw00,fumbles_forced,0,,,,,
player,201511290clt,clt,LangKe98,def_int,0,,,,,
player,201511290clt,clt,LangKe98,def_int_yds,0,,,,,
player,201511290clt,clt,LangKe98,def_int_td,0,,,,,
player,201511290clt,clt,LangKe98,def_int_long,0,,,,,
player,201511290clt,clt,LangKe98,pass_defended,0,,,,,
player,201511290clt,clt,LangKe98,sacks,0.0,,,,,
player,201511290clt,clt,LangKe98,tackles_combined,1,,,,,
player,201511290clt,clt,LangKe98,tackles_solo,1,,,,,
player,201511290clt,clt,LangKe98,tackles_assists,0,,,,,
player,201511290clt,clt,LangKe98,tackles_loss,0,,,,,
player,201511290clt,clt,LangKe98,qb_hits,2,,,,,
player,201511290clt,clt,LangKe98,fumbles_rec,0,,,,,
player,201511290clt,clt,LangKe98,fumbles_rec_yds,0,,,,,
player,201511290clt,clt,LangKe98,fumbles_rec_td,0,,,,,
player,201511290clt,clt,LangKe98,fumbles_forced,0,,,,,
player,201511290clt,clt,McGiT.00,def_int,0,,,,,
player,201511290clt,clt,McGiT.00,def_int_yds,0,,,,,
player,201511290clt,clt,McGiT.00,def_int_td,0,,,,,
player,201511290clt,clt,McGiT.00,def_int_long,0,,,,,
player,201511290clt,clt,McGiT.00,pass_defended,0,,,,,
player,201511290clt,clt,McGiT.00,sacks,0.0,,,,,
player,201511290clt,clt,McGiT.00,tackles_combined,1,,,,,
player,201511290clt,clt,McGiT.00,tackles_solo,1,,,,,
player,201511290clt,clt,McGiT.00,tackles_assists,0,,,,,
player,201511290clt,clt,McGiT.00,tackles_loss,0,,,,,
player,201511290clt,clt,McGiT.00,qb_hits,1,,,,,
player,201511290clt,clt,McGiT.00,fumbles_rec,0,,,,,
player,201511290clt,clt,McGiT.00,fumbles_rec_yds,0,,,,,
player,201511290clt,clt,McGiT.00,fumbles_rec_td,0,,,,,
player,201511290clt,clt,McGiT.00,fumbles_forced,0,,,,,
player,201511290clt,clt,ParrDa00,def_int,0,,,,,
player,201511290clt,clt,ParrDa00,def_int_yds,0,,,,,
player,201511290clt,clt,ParrDa00,def_int_td,0,,,,,
player,201511290clt,clt,ParrDa00,def_int_long,0,,,,,
player,201511290clt,clt,ParrDa00,pass_defended,0,,,,,
player,201511290clt,clt,ParrDa00,sacks,0.0,,,,,
player,201511290clt,clt,ParrDa00,tackles_combined,1,,,,,
player,201511290clt,clt,ParrDa00,tackles_solo,0,,,,,
player,201511290clt,clt,ParrDa00,tackles_assists,1,,,,,
player,201511290clt,clt,ParrDa00,tackles_loss,0,,,,,
player,201511290clt,clt,ParrDa00,qb_hits,0,,,,,
