game,2015,11,20151122,201511220phi,tam,"Tampa Bay Buccaneers",45,phi,"Philadelphia Eagles",17
player,201511220phi,phi,MaxwBy00,def_int_yds,0,,,,,
player,201511220phi,phi,MaxwBy00,def_int_td,0,,,,,
player,201511220phi,phi,MaxwBy00,def_int_long,0,,,,,
player,201511220phi,phi,MaxwBy00,pass_defended,0,,,,,
player,201511220phi,phi,MaxwBy00,sacks,0.0,,,,,
player,201511220phi,phi,MaxwBy00,tackles_combined,4,,,,,
player,201511220phi,phi,MaxwBy00,tackles_solo,3,,,,,
player,201511220phi,phi,MaxwBy00,tackles_assists,1,,,,,
player,201511220phi,phi,MaxwBy00,tackles_loss,0,,,,,
player,201511220phi,phi,MaxwBy00,qb_hits,0,,,,,
player,201511220phi,phi,MaxwBy00,fumbles_rec,0,,,,,
player,201511220phi,phi,MaxwBy00,fumbles_rec_yds,0,,,,,
player,201511220phi,phi,MaxwBy00,fumbles_rec_td,0,,,,,
player,201511220phi,phi,MaxwBy00,fumbles_forced,0,,,,,
player,201511220phi,phi,HartTa00,def_int,0,,,,,
player,201511220phi,phi,HartTa00,def_int_yds,0,,,,,
player,201511220phi,phi,HartTa00,def_int_td,0,,,,,
player,201511220phi,phi,HartTa00,def_int_long,0,,,,,
player,201511220phi,phi,HartTa00,pass_defended,0,,,,,
player,201511220phi,phi,HartTa00,sacks,0.0,,,,,
player,201511220phi,phi,HartTa00,tackles_combined,3,,,,,
player,201511220phi,phi,HartTa00,tackles_solo,2,,,,,
player,201511220phi,phi,HartTa00,tackles_assists,1,,,,,
player,201511220phi,phi,HartTa00,tackles_loss,0,,,,,
player,201511220phi,phi,HartTa00,qb_hits,0,,,,,
player,201511220phi,phi,HartTa00,fumbles_rec,0,,,,,
player,201511220phi,phi,HartTa00,fumbles_rec_yds,0,,,,,
player,201511220phi,phi,HartTa00,fumbles_rec_td,0,,,,,
player,201511220phi,phi,HartTa00,fumbles_forced,0,,,,,
player,201511220phi,phi,MaraCh99,def_int,0,,,,,
player,201511220phi,phi,MaraCh99,def_int_yds,0,,,,,
player,201511220phi,phi,MaraCh99,def_int_td,0,,,,,
player,201511220phi,phi,MaraCh99,def_int_long,0,,,,,
player,201511220phi,phi,MaraCh99,pass_defended,0,,,,,
player,201511220phi,phi,MaraCh99,sacks,0.0,,,,,
player,201511220phi,phi,MaraCh99,tackles_combined,3,,,,,
player,201511220phi,phi,MaraCh99,tackles_solo,3,,,,,
player,201511220phi,phi,MaraCh99,tackles_assists,0,,,,,
player,201511220phi,phi,MaraCh99,tackles_loss,0,,,,,
player,201511220phi,phi,MaraCh99,qb_hits,0,,,,,
player,201511220phi,phi,MaraCh99,fumbles_rec,0,,,,,
player,201511220phi,phi,MaraCh99,fumbles_rec_yds,0,,,,,
player,201511220phi,phi,MaraCh99,fumbles_rec_td,0,,,,,
player,201511220phi,phi,MaraCh99,fumbles_forced,0,,,,,
player,201511220phi,phi,GrahBr99,def_int,0,,,,,
player,201511220phi,phi,GrahBr99,def_int_yds,0,,,,,
player,201511220phi,phi,GrahBr99,def_int_td,0,,,,,
player,201511220phi,phi,GrahBr99,def_int_long,0,,,,,
player,201511220phi,phi,GrahBr99,pass_defended,0,,,,,
player,201511220phi,phi,GrahBr99,sacks,0.0,,,,,
player,201511220phi,phi,GrahBr99,tackles_combined,2,,,,,
player,201511220phi,phi,GrahBr99,tackles_solo,2,,,,,
player,201511220phi,phi,GrahBr99,tackles_assists,0,,,,,
player,201511220phi,phi,GrahBr99,tackles_loss,1,,,,,
player,201511220phi,phi,GrahBr99,qb_hits,0,,,,,
player,201511220phi,phi,GrahBr99,fumbles_rec,0,,,,,
player,201511220phi,phi,GrahBr99,fumbles_rec_yds,0,,,,,
player,201511220phi,phi,GrahBr99,fumbles_rec_td,0,,,,,
player,201511220phi,phi,GrahBr99,fumbles_forced,0,,,,,
player,201511220phi,phi,RyanDe20,def_int,0,,,,,
player,201511220phi,phi,RyanDe20,def_int_yds,0,,,,,
player,201511220phi,phi,RyanDe20,def_int_td,0,,,,,
player,201511220phi,phi,RyanDe20,def_int_long,0,,,,,
player,201511220phi,phi,RyanDe20,pass_defended,0,,,,,
player,201511220phi,phi,RyanDe20,sacks,0.0,,,,,
player,201511220phi,phi,RyanDe20,tackles_combined,2,,,,,
player,201511220phi,phi,RyanDe20,tackles_solo,2,,,,,
player,201511220phi,phi,RyanDe20,tackles_assists,0,,,,,
player,201511220phi,phi,RyanDe20,tackles_loss,0,,,,,
player,201511220phi,phi,RyanDe20,qb_hits,0,,,,,
player,201511220phi,phi,RyanDe20,fumbles_rec,0,,,,,
player,201511220phi,phi,RyanDe20,fumbles_rec_yds,0,,,,,
player,201511220phi,phi,RyanDe20,fumbles_rec_td,0,,,,,
player,201511220phi,phi,RyanDe20,fumbles_forced,0,,,,,
player,201511220phi,phi,AlonKi00,def_int,0,,,,,
player,201511220phi,phi,AlonKi00,def_int_yds,0,,,,,
player,201511220phi,phi,AlonKi00,def_int_td,0,,,,,
player,201511220phi,phi,AlonKi00,def_int_long,0,,,,,
player,201511220phi,phi,AlonKi00,pass_defended,0,,,,,
player,201511220phi,phi,AlonKi00,sacks,0.0,,,,,
player,201511220phi,phi,AlonKi00,tackles_combined,1,,,,,
player,201511220phi,phi,AlonKi00,tackles_solo,1,,,,,
player,201511220phi,phi,AlonKi00,tackles_assists,0,,,,,
player,201511220phi,phi,AlonKi00,tackles_loss,0,,,,,
player,201511220phi,phi,AlonKi00,qb_hits,0,,,,,
player,201511220phi,phi,AlonKi00,fumbles_rec,0,,,,,
player,201511220phi,phi,AlonKi00,fumbles_rec_yds,0,,,,,
player,201511220phi,phi,AlonKi00,fumbles_rec_td,0,,,,,
player,201511220phi,phi,AlonKi00,fumbles_forced,0,,,,,
player,201511220phi,phi,BramBr00,def_int,0,,,,,
player,201511220phi,phi,BramBr00,def_int_yds,0,,,,,
player,201511220phi,phi,BramBr00,def_int_td,0,,,,,
player,201511220phi,phi,BramBr00,def_int_long,0,,,,,
player,201511220phi,phi,BramBr00,pass_defended,0,,,,,
player,201511220phi,phi,BramBr00,sacks,0.0,,,,,
player,201511220phi,phi,BramBr00,tackles_combined,1,,,,,
player,201511220phi,phi,BramBr00,tackles_solo,1,,,,,
player,201511220phi,phi,BramBr00,tackles_assists,0,,,,,
player,201511220phi,phi,BramBr00,tackles_loss,0,,,,,
player,201511220phi,phi,BramBr00,qb_hits,0,,,,,
player,201511220phi,phi,BramBr00,fumbles_rec,0,,,,,
player,201511220phi,phi,BramBr00,fumbles_rec_yds,0,,,,,
player,201511220phi,phi,BramBr00,fumbles_rec_td,0,,,,,
player,201511220phi,phi,BramBr00,fumbles_forced,0,,,,,
player,201511220phi,phi,DoreJo20,def_int,0,,,,,
player,201511220phi,phi,DoreJo20,def_int_yds,0,,,,,
player,201511220phi,phi,DoreJo20,def_int_td,0,,,,,
player,201511220phi,phi,DoreJo20,def_int_long,0,,,,,
player,201511220phi,phi,DoreJo20,pass_defended,0,,,,,
player,201511220phi,phi,DoreJo20,sacks,0.0,,,,,
player,201511220phi,phi,DoreJo20,tackles_combined,1,,,,,
player,201511220phi,phi,DoreJo20,tackles_solo,1,,,,,
player,201511220phi,phi,DoreJo20,tackles_assists,0,,,,,
player,201511220phi,phi,DoreJo20,tackles_loss,0,,,,,
player,201511220phi,phi,DoreJo20,qb_hits,0,,,,,
player,201511220phi,phi,DoreJo20,fumbles_rec,0,,,,,
player,201511220phi,phi,DoreJo20,fumbles_rec_yds,0,,,,,
player,201511220phi,phi,DoreJo20,fumbles_rec_td,0,,,,,
player,201511220phi,phi,DoreJo20,fumbles_forced,0,,,,,
player,201511220phi,tam,RainBo00,kick_ret,1,,,,,
player,201511220phi,tam,RainBo00,kick_ret_yds,20,,,,,
player,201511220phi,tam,RainBo00,kick_ret_yds_per_ret,20.0,,,,,
player,201511220phi,tam,RainBo00,kick_ret_td,0,,,,,
player,201511220phi,tam,RainBo00,kick_ret_long,20,,,,,
player,201511220phi,tam,RainBo00,punt_ret,3,,,,,
player,201511220phi,tam,RainBo00,punt_ret_yds,19,,,,,
player,201511220phi,tam,RainBo00,punt_ret_yds_per_ret,6.3,,,,,
player,201511220phi,tam,RainBo00,punt_ret_td,0,,,,,
player,201511220phi,tam,RainBo00,punt_ret_long,10,,,,,
player,201511220phi,phi,SproDa00,kick_ret,0,,,,,
player,201511220phi,phi,SproDa00,kick_ret_yds,0,,,,,
player,201511220phi,phi,SproDa00,kick_ret_yds_per_ret,,,,,,
player,201511220phi,phi,SproDa00,kick_ret_td,0,,,,,
player,201511220phi,phi,SproDa00,kick_ret_long,0,,,,,
player,201511220phi,phi,SproDa00,punt_ret,2,,,,,
player,201511220phi,phi,SproDa00,punt_ret_yds,6,,,,,
player,201511220phi,phi,SproDa00,punt_ret_yds_per_ret,3.0,,,,,
player,201511220phi,phi,SproDa00,punt_ret_td,0,,,,,
player,201511220phi,phi,SproDa00,punt_ret_long,7,,,,,
player,201511220phi,phi,HuffJo00,kick_ret,4,,,,,
player,201511220phi,phi,HuffJo00,kick_ret_yds,96,,,,,
player,201511220phi,phi,HuffJo00,kick_ret_yds_per_ret,24.0,,,,,
player,201511220phi,phi,HuffJo00,kick_ret_td,0,,,,,
player,201511220phi,phi,HuffJo00,kick_ret_long,39,,,,,
player,201511220phi,phi,HuffJo00,punt_ret,0,,,,,
player,201511220phi,phi,HuffJo00,punt_ret_yds,0,,,,,
player,201511220phi,phi,HuffJo00,punt_ret_yds_per_ret,,,,,,
player,201511220phi,phi,HuffJo00,punt_ret_td,0,,,,,
player,201511220phi,phi,HuffJo00,punt_ret_long,0,,,,,
player,201511220phi,phi,CoopRi00,kick_ret,1,,,,,
player,201511220phi,phi,CoopRi00,kick_ret_yds,16,,,,,
player,201511220phi,phi,CoopRi00,kick_ret_yds_per_ret,16.0,,,,,
player,201511220phi,phi,CoopRi00,kick_ret_td,0,,,,,
player,201511220phi,phi,CoopRi00,kick_ret_long,16,,,,,
player,201511220phi,phi,CoopRi00,punt_ret,0,,,,,
player,201511220phi,phi,CoopRi00,punt_ret_yds,0,,,,,
player,201511220phi,phi,CoopRi00,punt_ret_yds_per_ret,,,,,,
player,201511220phi,phi,CoopRi00,punt_ret_td,0,,,,,
player,201511220phi,phi,CoopRi00,punt_ret_long,0,,,,,
player,201511220phi,tam,barthco01,xpm,6,,,,,
player,201511220phi,tam,barthco01,xpa,6,,,,,
player,201511220phi,tam,barthco01,fgm,1,,,,,
player,201511220phi,tam,barthco01,fga,1,,,,,
player,201511220phi,tam,barthco01,punt,0,,,,,
player,201511220phi,tam,barthco01,punt_yds,0,,,,,
player,201511220phi,tam,barthco01,punt_yds_per_punt,,,,,,
player,201511220phi,tam,barthco01,punt_long,0,,,,,
player,201511220phi,tam,SchuJa00,xpm,,,,,,
player,201511220phi,tam,SchuJa00,xpa,,,,,,
player,201511220phi,tam,SchuJa00,fgm,,,,,,
player,201511220phi,tam,SchuJa00,fga,,,,,,
player,201511220phi,tam,SchuJa00,punt,4,,,,,
player,201511220phi,tam,SchuJa00,punt_yds,179,,,,,
player,201511220phi,tam,SchuJa00,punt_yds_per_punt,44.8,,,,,
player,201511220phi,tam,SchuJa00,punt_long,51,,,,,
player,201511220phi,phi,SturCa00,xpm,2,,,,,
player,201511220phi,phi,SturCa00,xpa,2,,,,,
player,201511220phi,phi,SturCa00,fgm,1,,,,,
player,201511220phi,phi,SturCa00,fga,1,,,,,
player,201511220phi,phi,SturCa00,punt,0,,,,,
player,201511220phi,phi,SturCa00,punt_yds,0,,,,,
player,201511220phi,phi,SturCa00,punt_yds_per_punt,,,,,,
player,201511220phi,phi,SturCa00,punt_long,0,,,,,
player,201511220phi,phi,JoneDo21,xpm,,,,,,
player,201511220phi,phi,JoneDo21,xpa,,,,,,
player,201511220phi,phi,JoneDo21,fgm,,,,,,
player,201511220phi,phi,JoneDo21,fga,,,,,,
player,201511220phi,phi,JoneDo21,punt,6,,,,,
player,201511220phi,phi,JoneDo21,punt_yds,279,,,,,
player,201511220phi,phi,JoneDo21,punt_yds_per_punt,46.5,,,,,
player,201511220phi,phi,JoneDo21,punt_long,51,,,,,
player,201511220phi,phi,BarbAl20,pos,G,,,,,
player,201511220phi,phi,BarbAl20,offense,71,,,,,
player,201511220phi,phi,BarbAl20,off_pct,100%,,,,,
player,201511220phi,phi,BarbAl20,defense,0,,,,,
player,201511220phi,phi,BarbAl20,def_pct,0%,,,,,
player,201511220phi,phi,BarbAl20,special_teams,3,,,,,
player,201511220phi,phi,BarbAl20,st_pct,9%,,,,,
player,201511220phi,phi,TobiMa00,pos,G,,,,,
player,201511220phi,phi,TobiMa00,offense,71,,,,,
player,201511220phi,phi,TobiMa00,off_pct,100%,,,,,
player,201511220phi,phi,TobiMa00,defense,0,,,,,
player,201511220phi,phi,TobiMa00,def_pct,0%,,,,,
player,201511220phi,phi,TobiMa00,special_teams,3,,,,,
player,201511220phi,phi,TobiMa00,st_pct,9%,,,,,
player,201511220phi,phi,SancMa00,pos,QB,,,,,
player,201511220phi,phi,SancMa00,offense,71,,,,,
player,201511220phi,phi,SancMa00,off_pct,100%,,,,,
player,201511220phi,phi,SancMa00,defense,0,,,,,
player,201511220phi,phi,SancMa00,def_pct,0%,,,,,
player,201511220phi,phi,SancMa00,special_teams,0,,,,,
player,201511220phi,phi,SancMa00,st_pct,0%,,,,,
player,201511220phi,phi,JohnLa01,pos,T,,,,,
player,201511220phi,phi,JohnLa01,offense,71,,,,,
player,201511220phi,phi,JohnLa01,off_pct,100%,,,,,
player,201511220phi,phi,JohnLa01,defense,0,,,,,
player,201511220phi,phi,JohnLa01,def_pct,0%,,,,,
player,201511220phi,phi,JohnLa01,special_teams,0,,,,,
player,201511220phi,phi,JohnLa01,st_pct,0%,,,,,
player,201511220phi,phi,KelcJa00,pos,C,,,,,
player,201511220phi,phi,KelcJa00,offense,71,,,,,
player,201511220phi,phi,KelcJa00,off_pct,100%,,,,,
player,201511220phi,phi,KelcJa00,defense,0,,,,,
player,201511220phi,phi,KelcJa00,def_pct,0%,,,,,
player,201511220phi,phi,KelcJa00,special_teams,0,,,,,
player,201511220phi,phi,KelcJa00,st_pct,0%,,,,,
player,201511220phi,phi,MattJo00,pos,WR,,,,,
player,201511220phi,phi,MattJo00,offense,71,,,,,
player,201511220phi,phi,MattJo00,off_pct,100%,,,,,
player,201511220phi,phi,MattJo00,defense,0,,,,,
player,201511220phi,phi,MattJo00,def_pct,0%,,,,,
player,201511220phi,phi,MattJo00,special_teams,0,,,,,
player,201511220phi,phi,MattJo00,st_pct,0%,,,,,
player,201511220phi,phi,AghoNe00,pos,WR,,,,,
player,201511220phi,phi,AghoNe00,offense,54,,,,,
player,201511220phi,phi,AghoNe00,off_pct,76%,,,,,
player,201511220phi,phi,AghoNe00,defense,0,,,,,
player,201511220phi,phi,AghoNe00,def_pct,0%,,,,,
player,201511220phi,phi,AghoNe00,special_teams,0,,,,,
player,201511220phi,phi,AghoNe00,st_pct,0%,,,,,
player,201511220phi,phi,PeteJa21,pos,T,,,,,
player,201511220phi,phi,PeteJa21,offense,51,,,,,
player,201511220phi,phi,PeteJa21,off_pct,72%,,,,,
player,201511220phi,phi,PeteJa21,defense,0,,,,,
player,201511220phi,phi,PeteJa21,def_pct,0%,,,,,
player,201511220phi,phi,PeteJa21,special_teams,0,,,,,
player,201511220phi,phi,PeteJa21,st_pct,0%,,,,,
player,201511220phi,phi,CeleBr00,pos,TE,,,,,
player,201511220phi,phi,CeleBr00,offense,47,,,,,
player,201511220phi,phi,CeleBr00,off_pct,66%,,,,,
player,201511220phi,phi,CeleBr00,defense,0,,,,,
player,201511220phi,phi,CeleBr00,def_pct,0%,,,,,
player,201511220phi,phi,CeleBr00,special_teams,17,,,,,
player,201511220phi,phi,CeleBr00,st_pct,53%,,,,,
player,201511220phi,phi,CoopRi00,pos,WR,,,,,
player,201511220phi,phi,CoopRi00,offense,31,,,,,
player,201511220phi,phi,CoopRi00,off_pct,44%,,,,,
player,201511220phi,phi,CoopRi00,defense,0,,,,,
player,201511220phi,phi,CoopRi00,def_pct,0%,,,,,
player,201511220phi,phi,CoopRi00,special_teams,15,,,,,
player,201511220phi,phi,CoopRi00,st_pct,47%,,,,,
player,201511220phi,phi,AustMi00,pos,WR,,,,,
player,201511220phi,phi,AustMi00,offense,31,,,,,
player,201511220phi,phi,AustMi00,off_pct,44%,,,,,
player,201511220phi,phi,AustMi00,defense,0,,,,,
player,201511220phi,phi,AustMi00,def_pct,0%,,,,,
player,201511220phi,phi,AustMi00,special_teams,0,,,,,
player,201511220phi,phi,AustMi00,st_pct,0%,,,,,
player,201511220phi,phi,MurrDe00,pos,RB,,,,,
player,201511220phi,phi,MurrDe00,offense,30,,,,,
player,201511220phi,phi,MurrDe00,off_pct,42%,,,,,
player,201511220phi,phi,MurrDe00,defense,0,,,,,
player,201511220phi,phi,MurrDe00,def_pct,0%,,,,,
player,201511220phi,phi,MurrDe00,special_teams,0,,,,,
player,201511220phi,phi,MurrDe00,st_pct,0%,,,,,
player,201511220phi,phi,SproDa00,pos,RB,,,,,
player,201511220phi,phi,SproDa00,offense,29,,,,,
player,201511220phi,phi,SproDa00,off_pct,41%,,,,,
player,201511220phi,phi,SproDa00,defense,0,,,,,
player,201511220phi,phi,SproDa00,def_pct,0%,,,,,
player,201511220phi,phi,SproDa00,special_teams,4,,,,,
player,201511220phi,phi,SproDa00,st_pct,12%,,,,,
player,201511220phi,phi,KellDe00,pos,T,,,,,
player,201511220phi,phi,KellDe00,offense,20,,,,,
player,201511220phi,phi,KellDe00,off_pct,28%,,,,,
player,201511220phi,phi,KellDe00,defense,0,,,,,
player,201511220phi,phi,KellDe00,def_pct,0%,,,,,
player,201511220phi,phi,KellDe00,special_teams,3,,,,,
player,201511220phi,phi,KellDe00,st_pct,9%,,,,,
player,201511220phi,phi,BurtTr01,pos,TE,,,,,
player,201511220phi,phi,BurtTr01,offense,19,,,,,
player,201511220phi,phi,BurtTr01,off_pct,27%,,,,,
player,201511220phi,phi,BurtTr01,defense,0,,,,,
player,201511220phi,phi,BurtTr01,def_pct,0%,,,,,
player,201511220phi,phi,BurtTr01,special_teams,25,,,,,
player,201511220phi,phi,BurtTr01,st_pct,78%,,,,,
player,201511220phi,phi,HuffJo00,pos,WR,,,,,
player,201511220phi,phi,HuffJo00,offense,17,,,,,
player,201511220phi,phi,HuffJo00,off_pct,24%,,,,,
player,201511220phi,phi,HuffJo00,defense,0,,,,,
player,201511220phi,phi,HuffJo00,def_pct,0%,,,,,
player,201511220phi,phi,HuffJo00,special_teams,8,,,,,
player,201511220phi,phi,HuffJo00,st_pct,25%,,,,,
player,201511220phi,phi,ErtzZa00,pos,TE,,,,,
player,201511220phi,phi,ErtzZa00,offense,14,,,,,
player,201511220phi,phi,ErtzZa00,off_pct,20%,,,,,
player,201511220phi,phi,ErtzZa00,defense,0,,,,,
player,201511220phi,phi,ErtzZa00,def_pct,0%,,,,,
player,201511220phi,phi,ErtzZa00,special_teams,3,,,,,
player,201511220phi,phi,ErtzZa00,st_pct,9%,,,,,
player,201511220phi,phi,BarnKe00,pos,RB,,,,,
player,201511220phi,phi,BarnKe00,offense,12,,,,,
player,201511220phi,phi,BarnKe00,off_pct,17%,,,,,
player,201511220phi,phi,BarnKe00,defense,0,,,,,
player,201511220phi,phi,BarnKe00,def_pct,0%,,,,,
player,201511220phi,phi,BarnKe00,special_teams,9,,,,,
player,201511220phi,phi,BarnKe00,st_pct,28%,,,,,
player,201511220phi,phi,CarrNo00,pos,CB,,,,,
player,201511220phi,phi,CarrNo00,offense,0,,,,,
player,201511220phi,phi,CarrNo00,off_pct,0%,,,,,
player,201511220phi,phi,CarrNo00,defense,78,,,,,
player,201511220phi,phi,CarrNo00,def_pct,100%,,,,,
player,201511220phi,phi,CarrNo00,special_teams,11,,,,,
player,201511220phi,phi,CarrNo00,st_pct,34%,,,,,
player,201511220phi,phi,JenkMa99,pos,FS,,,,,
player,201511220phi,phi,JenkMa99,offense,0,,,,,
player,201511220phi,phi,JenkMa99,off_pct,0%,,,,,
player,201511220phi,phi,JenkMa99,defense,78,,,,,
player,201511220phi,phi,JenkMa99,def_pct,100%,,,,,
player,201511220phi,phi,JenkMa99,special_teams,9,,,,,
player,201511220phi,phi,JenkMa99,st_pct,28%,,,,,
player,201511220phi,phi,ThurWa99,pos,S,,,,,
player,201511220phi,phi,ThurWa99,offense,0,,,,,
player,201511220phi,phi,ThurWa99,off_pct,0%,,,,,
player,201511220phi,phi,ThurWa99,defense,78,,,,,
player,201511220phi,phi,ThurWa99,def_pct,100%,,,,,
player,201511220phi,phi,ThurWa99,special_teams,4,,,,,
player,201511220phi,phi,ThurWa99,st_pct,12%,,,,,
player,201511220phi,phi,MaxwBy00,pos,CB,,,,,
player,201511220phi,phi,MaxwBy00,offense,0,,,,,
player,201511220phi,phi,MaxwBy00,off_pct,0%,,,,,
player,201511220phi,phi,MaxwBy00,defense,78,,,,,
player,201511220phi,phi,MaxwBy00,def_pct,100%,,,,,
player,201511220phi,phi,MaxwBy00,special_teams,0,,,,,
player,201511220phi,phi,MaxwBy00,st_pct,0%,,,,,
player,201511220phi,phi,BarwCo99,pos,LB,,,,,
player,201511220phi,phi,BarwCo99,offense,0,,,,,
player,201511220phi,phi,BarwCo99,off_pct,0%,,,,,
player,201511220phi,phi,BarwCo99,defense,64,,,,,
player,201511220phi,phi,BarwCo99,def_pct,82%,,,,,
player,201511220phi,phi,BarwCo99,special_teams,0,,,,,
player,201511220phi,phi,BarwCo99,st_pct,0%,,,,,
player,201511220phi,phi,CoxxFl00,pos,DE,,,,,
player,201511220phi,phi,CoxxFl00,offense,0,,,,,
player,201511220phi,phi,CoxxFl00,off_pct,0%,,,,,
player,201511220phi,phi,CoxxFl00,defense,59,,,,,
player,201511220phi,phi,CoxxFl00,def_pct,76%,,,,,
player,201511220phi,phi,CoxxFl00,special_teams,0,,,,,
player,201511220phi,phi,CoxxFl00,st_pct,0%,,,,,
player,201511220phi,phi,GrahBr99,pos,LB,,,,,
player,201511220phi,phi,GrahBr99,offense,0,,,,,
player,201511220phi,phi,GrahBr99,off_pct,0%,,,,,
player,201511220phi,phi,GrahBr99,defense,56,,,,,
player,201511220phi,phi,GrahBr99,def_pct,72%,,,,,
player,201511220phi,phi,GrahBr99,special_teams,7,,,,,
player,201511220phi,phi,GrahBr99,st_pct,22%,,,,,
player,201511220phi,phi,KendMy00,pos,LB,,,,,
player,201511220phi,phi,KendMy00,offense,0,,,,,
player,201511220phi,phi,KendMy00,off_pct,0%,,,,,
player,201511220phi,phi,KendMy00,defense,56,,,,,
player,201511220phi,phi,KendMy00,def_pct,72%,,,,,
player,201511220phi,phi,KendMy00,special_teams,4,,,,,
player,201511220phi,phi,KendMy00,st_pct,12%,,,,,
player,201511220phi,phi,AlonKi00,pos,LB,,,,,
player,201511220phi,phi,AlonKi00,offense,0,,,,,
player,201511220phi,phi,AlonKi00,off_pct,0%,,,,,
player,201511220phi,phi,AlonKi00,defense,54,,,,,
player,201511220phi,phi,AlonKi00,def_pct,69%,,,,,
player,201511220phi,phi,AlonKi00,special_teams,4,,,,,
player,201511220phi,phi,AlonKi00,st_pct,12%,,,,,
player,201511220phi,phi,LogaBe00,pos,NT,,,,,
player,201511220phi,phi,LogaBe00,offense,0,,,,,
player,201511220phi,phi,LogaBe00,off_pct,0%,,,,,
player,201511220phi,phi,LogaBe00,defense,51,,,,,
player,201511220phi,phi,LogaBe00,def_pct,65%,,,,,
player,201511220phi,phi,LogaBe00,special_teams,7,,,,,
player,201511220phi,phi,LogaBe00,st_pct,22%,,,,,
player,201511220phi,phi,ThorCe00,pos,DE,,,,,
player,201511220phi,phi,ThorCe00,offense,0,,,,,
player,201511220phi,phi,ThorCe00,off_pct,0%,,,,,
player,201511220phi,phi,ThorCe00,defense,46,,,,,
player,201511220phi,phi,ThorCe00,def_pct,59%,,,,,
player,201511220phi,phi,ThorCe00,special_teams,7,,,,,
player,201511220phi,phi,ThorCe00,st_pct,22%,,,,,
player,201511220phi,phi,RyanDe20,pos,LB,,,,,
player,201511220phi,phi,RyanDe20,offense,0,,,,,
player,201511220phi,phi,RyanDe20,off_pct,0%,,,,,
player,201511220phi,phi,RyanDe20,defense,41,,,,,
player,201511220phi,phi,RyanDe20,def_pct,53%,,,,,
player,201511220phi,phi,RyanDe20,special_teams,0,,,,,
player,201511220phi,phi,RyanDe20,st_pct,0%,,,,,
player,201511220phi,phi,BiggE.99,pos,CB,,,,,
player,201511220phi,phi,BiggE.99,offense,0,,,,,
player,201511220phi,phi,BiggE.99,off_pct,0%,,,,,
player,201511220phi,phi,BiggE.99,defense,37,,,,,
player,201511220phi,phi,BiggE.99,def_pct,47%,,,,,
player,201511220phi,phi,BiggE.99,special_teams,23,,,,,
player,201511220phi,phi,BiggE.99,st_pct,72%,,,,,
player,201511220phi,phi,HartTa00,pos,DE,,,,,
player,201511220phi,phi,HartTa00,offense,0,,,,,
player,201511220phi,phi,HartTa00,off_pct,0%,,,,,
player,201511220phi,phi,HartTa00,defense,32,,,,,
player,201511220phi,phi,HartTa00,def_pct,41%,,,,,
player,201511220phi,phi,HartTa00,special_teams,10,,,,,
player,201511220phi,phi,HartTa00,st_pct,31%,,,,,
player,201511220phi,phi,AlleBe00,pos,NT,,,,,
player,201511220phi,phi,AlleBe00,offense,0,,,,,
player,201511220phi,phi,AlleBe00,off_pct,0%,,,,,
player,201511220phi,phi,AlleBe00,defense,16,,,,,
player,201511220phi,phi,AlleBe00,def_pct,21%,,,,,
player,201511220phi,phi,AlleBe00,special_teams,3,,,,,
player,201511220phi,phi,AlleBe00,st_pct,9%,,,,,
player,201511220phi,phi,CurrVi00,pos,DE,,,,,
player,201511220phi,phi,CurrVi00,offense,0,,,,,
player,201511220phi,phi,CurrVi00,off_pct,0%,,,,,
player,201511220phi,phi,CurrVi00,defense,15,,,,,
player,201511220phi,phi,CurrVi00,def_pct,19%,,,,,
player,201511220phi,phi,CurrVi00,special_teams,7,,,,,
player,201511220phi,phi,CurrVi00,st_pct,22%,,,,,
player,201511220phi,phi,SmitMa03,pos,LB,,,,,
player,201511220phi,phi,SmitMa03,offense,0,,,,,
player,201511220phi,phi,SmitMa03,off_pct,0%,,,,,
player,201511220phi,phi,SmitMa03,defense,12,,,,,
player,201511220phi,phi,SmitMa03,def_pct,15%,,,,,
player,201511220phi,phi,SmitMa03,special_teams,17,,,,,
player,201511220phi,phi,SmitMa03,st_pct,53%,,,,,
player,201511220phi,phi,RoweEr00,pos,CB,,,,,
player,201511220phi,phi,RoweEr00,offense,0,,,,,
player,201511220phi,phi,RoweEr00,off_pct,0%,,,,,
player,201511220phi,phi,RoweEr00,defense,6,,,,,
player,201511220phi,phi,RoweEr00,def_pct,8%,,,,,
player,201511220phi,phi,RoweEr00,special_teams,12,,,,,
player,201511220phi,phi,RoweEr00,st_pct,38%,,,,,
player,201511220phi,phi,BramBr00,pos,LB,,,,,
player,201511220phi,phi,BramBr00,offense,0,,,,,
player,201511220phi,phi,BramBr00,off_pct,0%,,,,,
player,201511220phi,phi,BramBr00,defense,2,,,,,
player,201511220phi,phi,BramBr00,def_pct,3%,,,,,
player,201511220phi,phi,BramBr00,special_teams,29,,,,,
player,201511220phi,phi,BramBr00,st_pct,91%,,,,,
player,201511220phi,phi,GoodNa00,pos,LB,,,,,
player,201511220phi,phi,GoodNa00,offense,0,,,,,
player,201511220phi,phi,GoodNa00,off_pct,0%,,,,,
player,201511220phi,phi,GoodNa00,defense,0,,,,,
player,201511220phi,phi,GoodNa00,def_pct,0%,,,,,
player,201511220phi,phi,GoodNa00,special_teams,29,,,,,
player,201511220phi,phi,GoodNa00,st_pct,91%,,,,,
