game,2015,6,20151018,201510180sea,car,"Carolina Panthers",27,sea,"Seattle Seahawks",23
player,201510180sea,sea,BaldDo00,rec_long,14,,,,,
player,201510180sea,sea,BaldDo00,fumbles,0,,,,,
player,201510180sea,sea,BaldDo00,fumbles_lost,0,,,,,
player,201510180sea,sea,WillLu00,pass_cmp,0,,,,,
player,201510180sea,sea,WillLu00,pass_att,0,,,,,
player,201510180sea,sea,WillLu00,pass_yds,0,,,,,
player,201510180sea,sea,WillLu00,pass_td,0,,,,,
player,201510180sea,sea,WillLu00,pass_int,0,,,,,
player,201510180sea,sea,WillLu00,pass_sacked,0,,,,,
player,201510180sea,sea,WillLu00,pass_sacked_yds,0,,,,,
player,201510180sea,sea,WillLu00,pass_long,0,,,,,
player,201510180sea,sea,WillLu00,pass_rating,,,,,,
player,201510180sea,sea,WillLu00,rush_att,0,,,,,
player,201510180sea,sea,WillLu00,rush_yds,0,,,,,
player,201510180sea,sea,WillLu00,rush_td,0,,,,,
player,201510180sea,sea,WillLu00,rush_long,0,,,,,
player,201510180sea,sea,WillLu00,targets,1,,,,,
player,201510180sea,sea,WillLu00,rec,1,,,,,
player,201510180sea,sea,WillLu00,rec_yds,16,,,,,
player,201510180sea,sea,WillLu00,rec_td,0,,,,,
player,201510180sea,sea,WillLu00,rec_long,16,,,,,
player,201510180sea,sea,WillLu00,fumbles,0,,,,,
player,201510180sea,sea,WillLu00,fumbles_lost,0,,,,,
player,201510180sea,sea,MattCh00,pass_cmp,0,,,,,
player,201510180sea,sea,MattCh00,pass_att,0,,,,,
player,201510180sea,sea,MattCh00,pass_yds,0,,,,,
player,201510180sea,sea,MattCh00,pass_td,0,,,,,
player,201510180sea,sea,MattCh00,pass_int,0,,,,,
player,201510180sea,sea,MattCh00,pass_sacked,0,,,,,
player,201510180sea,sea,MattCh00,pass_sacked_yds,0,,,,,
player,201510180sea,sea,MattCh00,pass_long,0,,,,,
player,201510180sea,sea,MattCh00,pass_rating,,,,,,
player,201510180sea,sea,MattCh00,rush_att,0,,,,,
player,201510180sea,sea,MattCh00,rush_yds,0,,,,,
player,201510180sea,sea,MattCh00,rush_td,0,,,,,
player,201510180sea,sea,MattCh00,rush_long,0,,,,,
player,201510180sea,sea,MattCh00,targets,1,,,,,
player,201510180sea,sea,MattCh00,rec,1,,,,,
player,201510180sea,sea,MattCh00,rec_yds,12,,,,,
player,201510180sea,sea,MattCh00,rec_td,0,,,,,
player,201510180sea,sea,MattCh00,rec_long,12,,,,,
player,201510180sea,sea,MattCh00,fumbles,0,,,,,
player,201510180sea,sea,MattCh00,fumbles_lost,0,,,,,
player,201510180sea,sea,JackFr02,pass_cmp,0,,,,,
player,201510180sea,sea,JackFr02,pass_att,0,,,,,
player,201510180sea,sea,JackFr02,pass_yds,0,,,,,
player,201510180sea,sea,JackFr02,pass_td,0,,,,,
player,201510180sea,sea,JackFr02,pass_int,0,,,,,
player,201510180sea,sea,JackFr02,pass_sacked,0,,,,,
player,201510180sea,sea,JackFr02,pass_sacked_yds,0,,,,,
player,201510180sea,sea,JackFr02,pass_long,0,,,,,
player,201510180sea,sea,JackFr02,pass_rating,,,,,,
player,201510180sea,sea,JackFr02,rush_att,0,,,,,
player,201510180sea,sea,JackFr02,rush_yds,0,,,,,
player,201510180sea,sea,JackFr02,rush_td,0,,,,,
player,201510180sea,sea,JackFr02,rush_long,0,,,,,
player,201510180sea,sea,JackFr02,targets,2,,,,,
player,201510180sea,sea,JackFr02,rec,2,,,,,
player,201510180sea,sea,JackFr02,rec_yds,7,,,,,
player,201510180sea,sea,JackFr02,rec_td,0,,,,,
player,201510180sea,sea,JackFr02,rec_long,5,,,,,
player,201510180sea,sea,JackFr02,fumbles,0,,,,,
player,201510180sea,sea,JackFr02,fumbles_lost,0,,,,,
player,201510180sea,sea,KearJe01,pass_cmp,0,,,,,
player,201510180sea,sea,KearJe01,pass_att,0,,,,,
player,201510180sea,sea,KearJe01,pass_yds,0,,,,,
player,201510180sea,sea,KearJe01,pass_td,0,,,,,
player,201510180sea,sea,KearJe01,pass_int,0,,,,,
player,201510180sea,sea,KearJe01,pass_sacked,0,,,,,
player,201510180sea,sea,KearJe01,pass_sacked_yds,0,,,,,
player,201510180sea,sea,KearJe01,pass_long,0,,,,,
player,201510180sea,sea,KearJe01,pass_rating,,,,,,
player,201510180sea,sea,KearJe01,rush_att,0,,,,,
player,201510180sea,sea,KearJe01,rush_yds,0,,,,,
player,201510180sea,sea,KearJe01,rush_td,0,,,,,
player,201510180sea,sea,KearJe01,rush_long,0,,,,,
player,201510180sea,sea,KearJe01,targets,3,,,,,
player,201510180sea,sea,KearJe01,rec,0,,,,,
player,201510180sea,sea,KearJe01,rec_yds,0,,,,,
player,201510180sea,sea,KearJe01,rec_td,0,,,,,
player,201510180sea,sea,KearJe01,rec_long,0,,,,,
player,201510180sea,sea,KearJe01,fumbles,0,,,,,
player,201510180sea,sea,KearJe01,fumbles_lost,0,,,,,
player,201510180sea,sea,LockTy00,pass_cmp,0,,,,,
player,201510180sea,sea,LockTy00,pass_att,0,,,,,
player,201510180sea,sea,LockTy00,pass_yds,0,,,,,
player,201510180sea,sea,LockTy00,pass_td,0,,,,,
player,201510180sea,sea,LockTy00,pass_int,0,,,,,
player,201510180sea,sea,LockTy00,pass_sacked,0,,,,,
player,201510180sea,sea,LockTy00,pass_sacked_yds,0,,,,,
player,201510180sea,sea,LockTy00,pass_long,0,,,,,
player,201510180sea,sea,LockTy00,pass_rating,,,,,,
player,201510180sea,sea,LockTy00,rush_att,0,,,,,
player,201510180sea,sea,LockTy00,rush_yds,0,,,,,
player,201510180sea,sea,LockTy00,rush_td,0,,,,,
player,201510180sea,sea,LockTy00,rush_long,0,,,,,
player,201510180sea,sea,LockTy00,targets,2,,,,,
player,201510180sea,sea,LockTy00,rec,0,,,,,
player,201510180sea,sea,LockTy00,rec_yds,0,,,,,
player,201510180sea,sea,LockTy00,rec_td,0,,,,,
player,201510180sea,sea,LockTy00,rec_long,0,,,,,
player,201510180sea,sea,LockTy00,fumbles,0,,,,,
player,201510180sea,sea,LockTy00,fumbles_lost,0,,,,,
player,201510180sea,car,ShorKa00,def_int,0,,,,,
player,201510180sea,car,ShorKa00,def_int_yds,0,,,,,
player,201510180sea,car,ShorKa00,def_int_td,0,,,,,
player,201510180sea,car,ShorKa00,def_int_long,0,,,,,
player,201510180sea,car,ShorKa00,pass_defended,1,,,,,
player,201510180sea,car,ShorKa00,sacks,2.0,,,,,
player,201510180sea,car,ShorKa00,tackles_combined,6,,,,,
player,201510180sea,car,ShorKa00,tackles_solo,3,,,,,
player,201510180sea,car,ShorKa00,tackles_assists,3,,,,,
player,201510180sea,car,ShorKa00,tackles_loss,2,,,,,
player,201510180sea,car,ShorKa00,qb_hits,2,,,,,
player,201510180sea,car,ShorKa00,fumbles_rec,0,,,,,
player,201510180sea,car,ShorKa00,fumbles_rec_yds,0,,,,,
player,201510180sea,car,ShorKa00,fumbles_rec_td,0,,,,,
player,201510180sea,car,ShorKa00,fumbles_forced,0,,,,,
player,201510180sea,car,DaviTh20,def_int,0,,,,,
player,201510180sea,car,DaviTh20,def_int_yds,0,,,,,
player,201510180sea,car,DaviTh20,def_int_td,0,,,,,
player,201510180sea,car,DaviTh20,def_int_long,0,,,,,
player,201510180sea,car,DaviTh20,pass_defended,0,,,,,
