game,2015,14,20151214,201512140mia,nyg,"New York Giants",31,mia,"Miami Dolphins",24
player,201512140mia,mia,ShelDe00,tackles_combined,2,,,,,
player,201512140mia,mia,ShelDe00,tackles_solo,1,,,,,
player,201512140mia,mia,ShelDe00,tackles_assists,1,,,,,
player,201512140mia,mia,ShelDe00,tackles_loss,0,,,,,
player,201512140mia,mia,ShelDe00,qb_hits,0,,,,,
player,201512140mia,mia,ShelDe00,fumbles_rec,0,,,,,
player,201512140mia,mia,ShelDe00,fumbles_rec_yds,0,,,,,
player,201512140mia,mia,ShelDe00,fumbles_rec_td,0,,,,,
player,201512140mia,mia,ShelDe00,fumbles_forced,0,,,,,
player,201512140mia,mia,VernOl00,def_int,0,,,,,
player,201512140mia,mia,VernOl00,def_int_yds,0,,,,,
player,201512140mia,mia,VernOl00,def_int_td,0,,,,,
player,201512140mia,mia,VernOl00,def_int_long,0,,,,,
player,201512140mia,mia,VernOl00,pass_defended,0,,,,,
player,201512140mia,mia,VernOl00,sacks,0.0,,,,,
player,201512140mia,mia,VernOl00,tackles_combined,2,,,,,
player,201512140mia,mia,VernOl00,tackles_solo,2,,,,,
player,201512140mia,mia,VernOl00,tackles_assists,0,,,,,
player,201512140mia,mia,VernOl00,tackles_loss,1,,,,,
player,201512140mia,mia,VernOl00,qb_hits,3,,,,,
player,201512140mia,mia,VernOl00,fumbles_rec,0,,,,,
player,201512140mia,mia,VernOl00,fumbles_rec_yds,0,,,,,
player,201512140mia,mia,VernOl00,fumbles_rec_td,0,,,,,
player,201512140mia,mia,VernOl00,fumbles_forced,0,,,,,
player,201512140mia,mia,AikeWa00,def_int,0,,,,,
player,201512140mia,mia,AikeWa00,def_int_yds,0,,,,,
player,201512140mia,mia,AikeWa00,def_int_td,0,,,,,
player,201512140mia,mia,AikeWa00,def_int_long,0,,,,,
player,201512140mia,mia,AikeWa00,pass_defended,0,,,,,
player,201512140mia,mia,AikeWa00,sacks,0.0,,,,,
player,201512140mia,mia,AikeWa00,tackles_combined,1,,,,,
player,201512140mia,mia,AikeWa00,tackles_solo,1,,,,,
player,201512140mia,mia,AikeWa00,tackles_assists,0,,,,,
player,201512140mia,mia,AikeWa00,tackles_loss,0,,,,,
player,201512140mia,mia,AikeWa00,qb_hits,0,,,,,
player,201512140mia,mia,AikeWa00,fumbles_rec,0,,,,,
player,201512140mia,mia,AikeWa00,fumbles_rec_yds,0,,,,,
player,201512140mia,mia,AikeWa00,fumbles_rec_td,0,,,,,
player,201512140mia,mia,AikeWa00,fumbles_forced,0,,,,,
player,201512140mia,mia,GarySh00,def_int,0,,,,,
player,201512140mia,mia,GarySh00,def_int_yds,0,,,,,
player,201512140mia,mia,GarySh00,def_int_td,0,,,,,
player,201512140mia,mia,GarySh00,def_int_long,0,,,,,
player,201512140mia,mia,GarySh00,pass_defended,0,,,,,
player,201512140mia,mia,GarySh00,sacks,0.0,,,,,
player,201512140mia,mia,GarySh00,tackles_combined,1,,,,,
player,201512140mia,mia,GarySh00,tackles_solo,1,,,,,
player,201512140mia,mia,GarySh00,tackles_assists,0,,,,,
player,201512140mia,mia,GarySh00,tackles_loss,0,,,,,
player,201512140mia,mia,GarySh00,qb_hits,0,,,,,
player,201512140mia,mia,GarySh00,fumbles_rec,0,,,,,
player,201512140mia,mia,GarySh00,fumbles_rec_yds,0,,,,,
player,201512140mia,mia,GarySh00,fumbles_rec_td,0,,,,,
player,201512140mia,mia,GarySh00,fumbles_forced,0,,,,,
player,201512140mia,mia,PaysSp00,def_int,0,,,,,
player,201512140mia,mia,PaysSp00,def_int_yds,0,,,,,
player,201512140mia,mia,PaysSp00,def_int_td,0,,,,,
player,201512140mia,mia,PaysSp00,def_int_long,0,,,,,
player,201512140mia,mia,PaysSp00,pass_defended,0,,,,,
player,201512140mia,mia,PaysSp00,sacks,0.0,,,,,
player,201512140mia,mia,PaysSp00,tackles_combined,1,,,,,
player,201512140mia,mia,PaysSp00,tackles_solo,1,,,,,
player,201512140mia,mia,PaysSp00,tackles_assists,0,,,,,
player,201512140mia,mia,PaysSp00,tackles_loss,0,,,,,
player,201512140mia,mia,PaysSp00,qb_hits,0,,,,,
player,201512140mia,mia,PaysSp00,fumbles_rec,0,,,,,
player,201512140mia,mia,PaysSp00,fumbles_rec_yds,0,,,,,
player,201512140mia,mia,PaysSp00,fumbles_rec_td,0,,,,,
player,201512140mia,mia,PaysSp00,fumbles_forced,0,,,,,
player,201512140mia,mia,PhilJo01,def_int,0,,,,,
player,201512140mia,mia,PhilJo01,def_int_yds,0,,,,,
player,201512140mia,mia,PhilJo01,def_int_td,0,,,,,
player,201512140mia,mia,PhilJo01,def_int_long,0,,,,,
player,201512140mia,mia,PhilJo01,pass_defended,0,,,,,
player,201512140mia,mia,PhilJo01,sacks,0.0,,,,,
player,201512140mia,mia,PhilJo01,tackles_combined,1,,,,,
player,201512140mia,mia,PhilJo01,tackles_solo,1,,,,,
player,201512140mia,mia,PhilJo01,tackles_assists,0,,,,,
player,201512140mia,mia,PhilJo01,tackles_loss,0,,,,,
player,201512140mia,mia,PhilJo01,qb_hits,0,,,,,
player,201512140mia,mia,PhilJo01,fumbles_rec,0,,,,,
player,201512140mia,mia,PhilJo01,fumbles_rec_yds,0,,,,,
player,201512140mia,mia,PhilJo01,fumbles_rec_td,0,,,,,
player,201512140mia,mia,PhilJo01,fumbles_forced,0,,,,,
player,201512140mia,mia,VigiZa00,def_int,0,,,,,
player,201512140mia,mia,VigiZa00,def_int_yds,0,,,,,
player,201512140mia,mia,VigiZa00,def_int_td,0,,,,,
player,201512140mia,mia,VigiZa00,def_int_long,0,,,,,
player,201512140mia,mia,VigiZa00,pass_defended,0,,,,,
player,201512140mia,mia,VigiZa00,sacks,0.0,,,,,
player,201512140mia,mia,VigiZa00,tackles_combined,1,,,,,
player,201512140mia,mia,VigiZa00,tackles_solo,1,,,,,
player,201512140mia,mia,VigiZa00,tackles_assists,0,,,,,
player,201512140mia,mia,VigiZa00,tackles_loss,0,,,,,
player,201512140mia,mia,VigiZa00,qb_hits,0,,,,,
player,201512140mia,mia,VigiZa00,fumbles_rec,0,,,,,
player,201512140mia,mia,VigiZa00,fumbles_rec_yds,0,,,,,
player,201512140mia,mia,VigiZa00,fumbles_rec_td,0,,,,,
player,201512140mia,mia,VigiZa00,fumbles_forced,0,,,,,
player,201512140mia,nyg,HarrDw00,kick_ret,1,,,,,
player,201512140mia,nyg,HarrDw00,kick_ret_yds,22,,,,,
player,201512140mia,nyg,HarrDw00,kick_ret_yds_per_ret,22.0,,,,,
player,201512140mia,nyg,HarrDw00,kick_ret_td,0,,,,,
player,201512140mia,nyg,HarrDw00,kick_ret_long,22,,,,,
player,201512140mia,nyg,HarrDw00,punt_ret,2,,,,,
player,201512140mia,nyg,HarrDw00,punt_ret_yds,35,,,,,
player,201512140mia,nyg,HarrDw00,punt_ret_yds_per_ret,17.5,,,,,
player,201512140mia,nyg,HarrDw00,punt_ret_td,0,,,,,
player,201512140mia,nyg,HarrDw00,punt_ret_long,20,,,,,
player,201512140mia,mia,LandJa00,kick_ret,2,,,,,
player,201512140mia,mia,LandJa00,kick_ret_yds,66,,,,,
player,201512140mia,mia,LandJa00,kick_ret_yds_per_ret,33.0,,,,,
player,201512140mia,mia,LandJa00,kick_ret_td,0,,,,,
player,201512140mia,mia,LandJa00,kick_ret_long,36,,,,,
player,201512140mia,mia,LandJa00,punt_ret,2,,,,,
player,201512140mia,mia,LandJa00,punt_ret_yds,30,,,,,
player,201512140mia,mia,LandJa00,punt_ret_yds_per_ret,15.0,,,,,
player,201512140mia,mia,LandJa00,punt_ret_td,0,,,,,
player,201512140mia,mia,LandJa00,punt_ret_long,20,,,,,
player,201512140mia,mia,AjayJa00,kick_ret,1,,,,,
player,201512140mia,mia,AjayJa00,kick_ret_yds,20,,,,,
player,201512140mia,mia,AjayJa00,kick_ret_yds_per_ret,20.0,,,,,
player,201512140mia,mia,AjayJa00,kick_ret_td,0,,,,,
player,201512140mia,mia,AjayJa00,kick_ret_long,20,,,,,
player,201512140mia,mia,AjayJa00,punt_ret,0,,,,,
player,201512140mia,mia,AjayJa00,punt_ret_yds,0,,,,,
player,201512140mia,mia,AjayJa00,punt_ret_yds_per_ret,,,,,,
player,201512140mia,mia,AjayJa00,punt_ret_td,0,,,,,
player,201512140mia,mia,AjayJa00,punt_ret_long,0,,,,,
player,201512140mia,mia,WillDa05,kick_ret,1,,,,,
player,201512140mia,mia,WillDa05,kick_ret_yds,23,,,,,
player,201512140mia,mia,WillDa05,kick_ret_yds_per_ret,23.0,,,,,
player,201512140mia,mia,WillDa05,kick_ret_td,0,,,,,
player,201512140mia,mia,WillDa05,kick_ret_long,23,,,,,
player,201512140mia,mia,WillDa05,punt_ret,0,,,,,
player,201512140mia,mia,WillDa05,punt_ret_yds,0,,,,,
player,201512140mia,mia,WillDa05,punt_ret_yds_per_ret,,,,,,
player,201512140mia,mia,WillDa05,punt_ret_td,0,,,,,
player,201512140mia,mia,WillDa05,punt_ret_long,0,,,,,
player,201512140mia,nyg,brownjos01,xpm,4,,,,,
player,201512140mia,nyg,brownjos01,xpa,4,,,,,
player,201512140mia,nyg,brownjos01,fgm,1,,,,,
player,201512140mia,nyg,brownjos01,fga,2,,,,,
player,201512140mia,nyg,brownjos01,punt,0,,,,,
player,201512140mia,nyg,brownjos01,punt_yds,0,,,,,
player,201512140mia,nyg,brownjos01,punt_yds_per_punt,,,,,,
player,201512140mia,nyg,brownjos01,punt_long,0,,,,,
player,201512140mia,nyg,WingBr00,xpm,,,,,,
player,201512140mia,nyg,WingBr00,xpa,,,,,,
player,201512140mia,nyg,WingBr00,fgm,,,,,,
player,201512140mia,nyg,WingBr00,fga,,,,,,
player,201512140mia,nyg,WingBr00,punt,4,,,,,
player,201512140mia,nyg,WingBr00,punt_yds,180,,,,,
player,201512140mia,nyg,WingBr00,punt_yds_per_punt,45.0,,,,,
player,201512140mia,nyg,WingBr00,punt_long,54,,,,,
player,201512140mia,mia,FranAn01,xpm,3,,,,,
player,201512140mia,mia,FranAn01,xpa,3,,,,,
player,201512140mia,mia,FranAn01,fgm,1,,,,,
player,201512140mia,mia,FranAn01,fga,1,,,,,
player,201512140mia,mia,FranAn01,punt,0,,,,,
player,201512140mia,mia,FranAn01,punt_yds,0,,,,,
player,201512140mia,mia,FranAn01,punt_yds_per_punt,,,,,,
player,201512140mia,mia,FranAn01,punt_long,0,,,,,
player,201512140mia,mia,DarrMa00,xpm,,,,,,
player,201512140mia,mia,DarrMa00,xpa,,,,,,
player,201512140mia,mia,DarrMa00,fgm,,,,,,
player,201512140mia,mia,DarrMa00,fga,,,,,,
player,201512140mia,mia,DarrMa00,punt,6,,,,,
player,201512140mia,mia,DarrMa00,punt_yds,280,,,,,
player,201512140mia,mia,DarrMa00,punt_yds_per_punt,46.7,,,,,
player,201512140mia,mia,DarrMa00,punt_long,68,,,,,
player,201512140mia,mia,FoxxJa20,pos,T,,,,,
player,201512140mia,mia,FoxxJa20,offense,67,,,,,
player,201512140mia,mia,FoxxJa20,off_pct,100%,,,,,
player,201512140mia,mia,FoxxJa20,defense,0,,,,,
player,201512140mia,mia,FoxxJa20,def_pct,0%,,,,,
player,201512140mia,mia,FoxxJa20,special_teams,4,,,,,
player,201512140mia,mia,FoxxJa20,st_pct,12%,,,,,
player,201512140mia,mia,PounMi00,pos,C,,,,,
player,201512140mia,mia,PounMi00,offense,67,,,,,
player,201512140mia,mia,PounMi00,off_pct,100%,,,,,
player,201512140mia,mia,PounMi00,defense,0,,,,,
player,201512140mia,mia,PounMi00,def_pct,0%,,,,,
player,201512140mia,mia,PounMi00,special_teams,4,,,,,
player,201512140mia,mia,PounMi00,st_pct,12%,,,,,
player,201512140mia,mia,TurnBi00,pos,G,,,,,
player,201512140mia,mia,TurnBi00,offense,67,,,,,
player,201512140mia,mia,TurnBi00,off_pct,100%,,,,,
player,201512140mia,mia,TurnBi00,defense,0,,,,,
player,201512140mia,mia,TurnBi00,def_pct,0%,,,,,
player,201512140mia,mia,TurnBi00,special_teams,4,,,,,
player,201512140mia,mia,TurnBi00,st_pct,12%,,,,,
player,201512140mia,mia,ThomDa04,pos,G,,,,,
player,201512140mia,mia,ThomDa04,offense,67,,,,,
player,201512140mia,mia,ThomDa04,off_pct,100%,,,,,
player,201512140mia,mia,ThomDa04,defense,0,,,,,
player,201512140mia,mia,ThomDa04,def_pct,0%,,,,,
player,201512140mia,mia,ThomDa04,special_teams,4,,,,,
player,201512140mia,mia,ThomDa04,st_pct,12%,,,,,
player,201512140mia,mia,AlbeBr20,pos,T,,,,,
player,201512140mia,mia,AlbeBr20,offense,67,,,,,
player,201512140mia,mia,AlbeBr20,off_pct,100%,,,,,
player,201512140mia,mia,AlbeBr20,defense,0,,,,,
player,201512140mia,mia,AlbeBr20,def_pct,0%,,,,,
player,201512140mia,mia,AlbeBr20,special_teams,0,,,,,
player,201512140mia,mia,AlbeBr20,st_pct,0%,,,,,
player,201512140mia,mia,TannRy00,pos,QB,,,,,
player,201512140mia,mia,TannRy00,offense,67,,,,,
player,201512140mia,mia,TannRy00,off_pct,100%,,,,,
player,201512140mia,mia,TannRy00,defense,0,,,,,
player,201512140mia,mia,TannRy00,def_pct,0%,,,,,
player,201512140mia,mia,TannRy00,special_teams,0,,,,,
player,201512140mia,mia,TannRy00,st_pct,0%,,,,,
player,201512140mia,mia,ParkDe01,pos,WR,,,,,
player,201512140mia,mia,ParkDe01,offense,64,,,,,
player,201512140mia,mia,ParkDe01,off_pct,96%,,,,,
player,201512140mia,mia,ParkDe01,defense,0,,,,,
player,201512140mia,mia,ParkDe01,def_pct,0%,,,,,
player,201512140mia,mia,ParkDe01,special_teams,0,,,,,
player,201512140mia,mia,ParkDe01,st_pct,0%,,,,,
player,201512140mia,mia,StilKe00,pos,WR,,,,,
player,201512140mia,mia,StilKe00,offense,46,,,,,
player,201512140mia,mia,StilKe00,off_pct,69%,,,,,
player,201512140mia,mia,StilKe00,defense,0,,,,,
player,201512140mia,mia,StilKe00,def_pct,0%,,,,,
player,201512140mia,mia,StilKe00,special_teams,0,,,,,
player,201512140mia,mia,StilKe00,st_pct,0%,,,,,
player,201512140mia,mia,LandJa00,pos,WR,,,,,
player,201512140mia,mia,LandJa00,offense,44,,,,,
player,201512140mia,mia,LandJa00,off_pct,66%,,,,,
player,201512140mia,mia,LandJa00,defense,0,,,,,
player,201512140mia,mia,LandJa00,def_pct,0%,,,,,
player,201512140mia,mia,LandJa00,special_teams,10,,,,,
player,201512140mia,mia,LandJa00,st_pct,31%,,,,,
player,201512140mia,mia,CameJo00,pos,TE,,,,,
player,201512140mia,mia,CameJo00,offense,44,,,,,
player,201512140mia,mia,CameJo00,off_pct,66%,,,,,
player,201512140mia,mia,CameJo00,defense,0,,,,,
player,201512140mia,mia,CameJo00,def_pct,0%,,,,,
player,201512140mia,mia,CameJo00,special_teams,0,,,,,
player,201512140mia,mia,CameJo00,st_pct,0%,,,,,
player,201512140mia,mia,SimsDi00,pos,TE,,,,,
player,201512140mia,mia,SimsDi00,offense,42,,,,,
player,201512140mia,mia,SimsDi00,off_pct,63%,,,,,
player,201512140mia,mia,SimsDi00,defense,0,,,,,
player,201512140mia,mia,SimsDi00,def_pct,0%,,,,,
player,201512140mia,mia,SimsDi00,special_teams,1,,,,,
player,201512140mia,mia,SimsDi00,st_pct,3%,,,,,
player,201512140mia,mia,MillLa01,pos,RB,,,,,
player,201512140mia,mia,MillLa01,offense,39,,,,,
player,201512140mia,mia,MillLa01,off_pct,58%,,,,,
player,201512140mia,mia,MillLa01,defense,0,,,,,
player,201512140mia,mia,MillLa01,def_pct,0%,,,,,
player,201512140mia,mia,MillLa01,special_teams,0,,,,,
player,201512140mia,mia,MillLa01,st_pct,0%,,,,,
player,201512140mia,mia,JennGr00,pos,WR,,,,,
player,201512140mia,mia,JennGr00,offense,22,,,,,
player,201512140mia,mia,JennGr00,off_pct,33%,,,,,
player,201512140mia,mia,JennGr00,defense,0,,,,,
player,201512140mia,mia,JennGr00,def_pct,0%,,,,,
player,201512140mia,mia,JennGr00,special_teams,0,,,,,
player,201512140mia,mia,JennGr00,st_pct,0%,,,,,
player,201512140mia,mia,AjayJa00,pos,RB,,,,,
player,201512140mia,mia,AjayJa00,offense,17,,,,,
player,201512140mia,mia,AjayJa00,off_pct,25%,,,,,
player,201512140mia,mia,AjayJa00,defense,0,,,,,
player,201512140mia,mia,AjayJa00,def_pct,0%,,,,,
player,201512140mia,mia,AjayJa00,special_teams,11,,,,,
player,201512140mia,mia,AjayJa00,st_pct,34%,,,,,
player,201512140mia,mia,WillDa05,pos,RB,,,,,
player,201512140mia,mia,WillDa05,offense,9,,,,,
player,201512140mia,mia,WillDa05,off_pct,13%,,,,,
player,201512140mia,mia,WillDa05,defense,0,,,,,
player,201512140mia,mia,WillDa05,def_pct,0%,,,,,
player,201512140mia,mia,WillDa05,special_teams,20,,,,,
player,201512140mia,mia,WillDa05,st_pct,62%,,,,,
player,201512140mia,mia,StonJa01,pos,TE,,,,,
player,201512140mia,mia,StonJa01,offense,5,,,,,
player,201512140mia,mia,StonJa01,off_pct,7%,,,,,
player,201512140mia,mia,StonJa01,defense,0,,,,,
player,201512140mia,mia,StonJa01,def_pct,0%,,,,,
player,201512140mia,mia,StonJa01,special_teams,6,,,,,
player,201512140mia,mia,StonJa01,st_pct,19%,,,,,
player,201512140mia,mia,HazeMa01,pos,WR,,,,,
player,201512140mia,mia,HazeMa01,offense,3,,,,,
player,201512140mia,mia,HazeMa01,off_pct,4%,,,,,
player,201512140mia,mia,HazeMa01,defense,0,,,,,
player,201512140mia,mia,HazeMa01,def_pct,0%,,,,,
player,201512140mia,mia,HazeMa01,special_teams,0,,,,,
player,201512140mia,mia,HazeMa01,st_pct,0%,,,,,
player,201512140mia,mia,GrimBr20,pos,CB,,,,,
player,201512140mia,mia,GrimBr20,offense,0,,,,,
player,201512140mia,mia,GrimBr20,off_pct,0%,,,,,
player,201512140mia,mia,GrimBr20,defense,66,,,,,
player,201512140mia,mia,GrimBr20,def_pct,100%,,,,,
player,201512140mia,mia,GrimBr20,special_teams,7,,,,,
player,201512140mia,mia,GrimBr20,st_pct,22%,,,,,
player,201512140mia,mia,JoneRe99,pos,FS,,,,,
player,201512140mia,mia,JoneRe99,offense,0,,,,,
player,201512140mia,mia,JoneRe99,off_pct,0%,,,,,
player,201512140mia,mia,JoneRe99,defense,66,,,,,
player,201512140mia,mia,JoneRe99,def_pct,100%,,,,,
player,201512140mia,mia,JoneRe99,special_teams,0,,,,,
player,201512140mia,mia,JoneRe99,st_pct,0%,,,,,
player,201512140mia,mia,ThomMi02,pos,FS,,,,,
player,201512140mia,mia,ThomMi02,offense,0,,,,,
player,201512140mia,mia,ThomMi02,off_pct,0%,,,,,
player,201512140mia,mia,ThomMi02,defense,64,,,,,
player,201512140mia,mia,ThomMi02,def_pct,97%,,,,,
player,201512140mia,mia,ThomMi02,special_teams,21,,,,,
player,201512140mia,mia,ThomMi02,st_pct,66%,,,,,
player,201512140mia,mia,VernOl00,pos,DE,,,,,
player,201512140mia,mia,VernOl00,offense,0,,,,,
player,201512140mia,mia,VernOl00,off_pct,0%,,,,,
player,201512140mia,mia,VernOl00,defense,63,,,,,
player,201512140mia,mia,VernOl00,def_pct,95%,,,,,
player,201512140mia,mia,VernOl00,special_teams,7,,,,,
player,201512140mia,mia,VernOl00,st_pct,22%,,,,,
player,201512140mia,mia,McCaBr99,pos,CB,,,,,
player,201512140mia,mia,McCaBr99,offense,0,,,,,
player,201512140mia,mia,McCaBr99,off_pct,0%,,,,,
player,201512140mia,mia,McCaBr99,defense,60,,,,,
player,201512140mia,mia,McCaBr99,def_pct,91%,,,,,
player,201512140mia,mia,McCaBr99,special_teams,4,,,,,
player,201512140mia,mia,McCaBr99,st_pct,12%,,,,,
player,201512140mia,mia,ShelDe00,pos,DE,,,,,
player,201512140mia,mia,ShelDe00,offense,0,,,,,
player,201512140mia,mia,ShelDe00,off_pct,0%,,,,,
player,201512140mia,mia,ShelDe00,defense,59,,,,,
player,201512140mia,mia,ShelDe00,def_pct,89%,,,,,
player,201512140mia,mia,ShelDe00,special_teams,11,,,,,
player,201512140mia,mia,ShelDe00,st_pct,34%,,,,,
player,201512140mia,mia,SuhxNd99,pos,DT,,,,,
player,201512140mia,mia,SuhxNd99,offense,0,,,,,
player,201512140mia,mia,SuhxNd99,off_pct,0%,,,,,
player,201512140mia,mia,SuhxNd99,defense,59,,,,,
player,201512140mia,mia,SuhxNd99,def_pct,89%,,,,,
player,201512140mia,mia,SuhxNd99,special_teams,1,,,,,
player,201512140mia,mia,SuhxNd99,st_pct,3%,,,,,
player,201512140mia,mia,MisiKo99,pos,LB,,,,,
player,201512140mia,mia,MisiKo99,offense,0,,,,,
player,201512140mia,mia,MisiKo99,off_pct,0%,,,,,
player,201512140mia,mia,MisiKo99,defense,56,,,,,
player,201512140mia,mia,MisiKo99,def_pct,85%,,,,,
player,201512140mia,mia,MisiKo99,special_teams,1,,,,,
player,201512140mia,mia,MisiKo99,st_pct,3%,,,,,
player,201512140mia,mia,PhilJo01,pos,DT,,,,,
player,201512140mia,mia,PhilJo01,offense,0,,,,,
player,201512140mia,mia,PhilJo01,off_pct,0%,,,,,
player,201512140mia,mia,PhilJo01,defense,51,,,,,
player,201512140mia,mia,PhilJo01,def_pct,77%,,,,,
player,201512140mia,mia,PhilJo01,special_teams,7,,,,,
player,201512140mia,mia,PhilJo01,st_pct,22%,,,,,
player,201512140mia,mia,JenkJe00,pos,LB,,,,,
player,201512140mia,mia,JenkJe00,offense,0,,,,,
player,201512140mia,mia,JenkJe00,off_pct,0%,,,,,
player,201512140mia,mia,JenkJe00,defense,49,,,,,
player,201512140mia,mia,JenkJe00,def_pct,74%,,,,,
player,201512140mia,mia,JenkJe00,special_teams,7,,,,,
player,201512140mia,mia,JenkJe00,st_pct,22%,,,,,
player,201512140mia,mia,McCaBo01,pos,CB,,,,,
player,201512140mia,mia,McCaBo01,offense,0,,,,,
player,201512140mia,mia,McCaBo01,off_pct,0%,,,,,
player,201512140mia,mia,McCaBo01,defense,31,,,,,
player,201512140mia,mia,McCaBo01,def_pct,47%,,,,,
player,201512140mia,mia,McCaBo01,special_teams,6,,,,,
player,201512140mia,mia,McCaBo01,st_pct,19%,,,,,
player,201512140mia,mia,TaylJa01,pos,CB,,,,,
player,201512140mia,mia,TaylJa01,offense,0,,,,,
player,201512140mia,mia,TaylJa01,off_pct,0%,,,,,
player,201512140mia,mia,TaylJa01,defense,26,,,,,
player,201512140mia,mia,TaylJa01,def_pct,39%,,,,,
player,201512140mia,mia,TaylJa01,special_teams,0,,,,,
player,201512140mia,mia,TaylJa01,st_pct,0%,,,,,
player,201512140mia,mia,ShepKe00,pos,LB,,,,,
player,201512140mia,mia,ShepKe00,offense,0,,,,,
player,201512140mia,mia,ShepKe00,off_pct,0%,,,,,
player,201512140mia,mia,ShepKe00,defense,25,,,,,
player,201512140mia,mia,ShepKe00,def_pct,38%,,,,,
player,201512140mia,mia,ShepKe00,special_teams,13,,,,,
player,201512140mia,mia,ShepKe00,st_pct,41%,,,,,
player,201512140mia,mia,HewiNe00,pos,LB,,,,,
player,201512140mia,mia,HewiNe00,offense,0,,,,,
player,201512140mia,mia,HewiNe00,off_pct,0%,,,,,
player,201512140mia,mia,HewiNe00,defense,13,,,,,
player,201512140mia,mia,HewiNe00,def_pct,20%,,,,,
player,201512140mia,mia,HewiNe00,special_teams,21,,,,,
player,201512140mia,mia,HewiNe00,st_pct,66%,,,,,
player,201512140mia,mia,ColeDe01,pos,DT,,,,,
player,201512140mia,mia,ColeDe01,offense,0,,,,,
player,201512140mia,mia,ColeDe01,off_pct,0%,,,,,
player,201512140mia,mia,ColeDe01,defense,9,,,,,
player,201512140mia,mia,ColeDe01,def_pct,14%,,,,,
player,201512140mia,mia,ColeDe01,special_teams,6,,,,,
player,201512140mia,mia,ColeDe01,st_pct,19%,,,,,
player,201512140mia,mia,CoplQu00,pos,LB,,,,,
player,201512140mia,mia,CoplQu00,offense,0,,,,,
player,201512140mia,mia,CoplQu00,off_pct,0%,,,,,
player,201512140mia,mia,CoplQu00,defense,9,,,,,
player,201512140mia,mia,CoplQu00,def_pct,14%,,,,,
player,201512140mia,mia,CoplQu00,special_teams,6,,,,,
player,201512140mia,mia,CoplQu00,st_pct,19%,,,,,
player,201512140mia,mia,MitcEa99,pos,DT,,,,,
player,201512140mia,mia,MitcEa99,offense,0,,,,,
player,201512140mia,mia,MitcEa99,off_pct,0%,,,,,
player,201512140mia,mia,MitcEa99,defense,9,,,,,
player,201512140mia,mia,MitcEa99,def_pct,14%,,,,,
player,201512140mia,mia,MitcEa99,special_teams,4,,,,,
player,201512140mia,mia,MitcEa99,st_pct,12%,,,,,
player,201512140mia,mia,McCaCh00,pos,LB,,,,,
player,201512140mia,mia,McCaCh00,offense,0,,,,,
player,201512140mia,mia,McCaCh00,off_pct,0%,,,,,
player,201512140mia,mia,McCaCh00,defense,5,,,,,
player,201512140mia,mia,McCaCh00,def_pct,8%,,,,,
player,201512140mia,mia,McCaCh00,special_teams,20,,,,,
player,201512140mia,mia,McCaCh00,st_pct,62%,,,,,
player,201512140mia,mia,PaysSp00,pos,LB,,,,,
player,201512140mia,mia,PaysSp00,offense,0,,,,,
player,201512140mia,mia,PaysSp00,off_pct,0%,,,,,
player,201512140mia,mia,PaysSp00,defense,4,,,,,
player,201512140mia,mia,PaysSp00,def_pct,6%,,,,,
player,201512140mia,mia,PaysSp00,special_teams,27,,,,,
player,201512140mia,mia,PaysSp00,st_pct,84%,,,,,
player,201512140mia,mia,GarySh00,pos,DB,,,,,
player,201512140mia,mia,GarySh00,offense,0,,,,,
player,201512140mia,mia,GarySh00,off_pct,0%,,,,,
player,201512140mia,mia,GarySh00,defense,2,,,,,
player,201512140mia,mia,GarySh00,def_pct,3%,,,,,
player,201512140mia,mia,GarySh00,special_teams,17,,,,,
player,201512140mia,mia,GarySh00,st_pct,53%,,,,,
player,201512140mia,mia,AikeWa00,pos,SS,,,,,
player,201512140mia,mia,AikeWa00,offense,0,,,,,
player,201512140mia,mia,AikeWa00,off_pct,0%,,,,,
player,201512140mia,mia,AikeWa00,defense,0,,,,,
player,201512140mia,mia,AikeWa00,def_pct,0%,,,,,
player,201512140mia,mia,AikeWa00,special_teams,27,,,,,
player,201512140mia,mia,AikeWa00,st_pct,84%,,,,,
player,201512140mia,mia,VigiZa00,pos,LB,,,,,
player,201512140mia,mia,VigiZa00,offense,0,,,,,
player,201512140mia,mia,VigiZa00,off_pct,0%,,,,,
player,201512140mia,mia,VigiZa00,defense,0,,,,,
player,201512140mia,mia,VigiZa00,def_pct,0%,,,,,
player,201512140mia,mia,VigiZa00,special_teams,21,,,,,
player,201512140mia,mia,VigiZa00,st_pct,66%,,,,,
player,201512140mia,mia,LippTo00,pos,CB,,,,,
player,201512140mia,mia,LippTo00,offense,0,,,,,
player,201512140mia,mia,LippTo00,off_pct,0%,,,,,
player,201512140mia,mia,LippTo00,defense,0,,,,,
player,201512140mia,mia,LippTo00,def_pct,0%,,,,,
player,201512140mia,mia,LippTo00,special_teams,15,,,,,
player,201512140mia,mia,LippTo00,st_pct,47%,,,,,
player,201512140mia,mia,DennJo20,pos,LS,,,,,
player,201512140mia,mia,DennJo20,offense,0,,,,,
player,201512140mia,mia,DennJo20,off_pct,0%,,,,,
player,201512140mia,mia,DennJo20,defense,0,,,,,
player,201512140mia,mia,DennJo20,def_pct,0%,,,,,
player,201512140mia,mia,DennJo20,special_teams,11,,,,,
player,201512140mia,mia,DennJo20,st_pct,34%,,,,,
player,201512140mia,mia,DarrMa00,pos,P,,,,,
