game,2015,9,20151108,201511080clt,den,"Denver Broncos",24,clt,"Indianapolis Colts",27
player,201511080clt,den,WardT.99,fumbles_rec,0,,,,,
player,201511080clt,den,WardT.99,fumbles_rec_yds,0,,,,,
player,201511080clt,den,WardT.99,fumbles_rec_td,0,,,,,
player,201511080clt,den,WardT.99,fumbles_forced,0,,,,,
player,201511080clt,den,MarsBr01,def_int,0,,,,,
player,201511080clt,den,MarsBr01,def_int_yds,0,,,,,
player,201511080clt,den,MarsBr01,def_int_td,0,,,,,
player,201511080clt,den,MarsBr01,def_int_long,0,,,,,
player,201511080clt,den,MarsBr01,pass_defended,0,,,,,
player,201511080clt,den,MarsBr01,sacks,0.0,,,,,
player,201511080clt,den,MarsBr01,tackles_combined,9,,,,,
player,201511080clt,den,MarsBr01,tackles_solo,3,,,,,
player,201511080clt,den,MarsBr01,tackles_assists,6,,,,,
player,201511080clt,den,MarsBr01,tackles_loss,0,,,,,
player,201511080clt,den,MarsBr01,qb_hits,0,,,,,
player,201511080clt,den,MarsBr01,fumbles_rec,0,,,,,
player,201511080clt,den,MarsBr01,fumbles_rec_yds,0,,,,,
player,201511080clt,den,MarsBr01,fumbles_rec_td,0,,,,,
player,201511080clt,den,MarsBr01,fumbles_forced,0,,,,,
player,201511080clt,den,BarrSh00,def_int,0,,,,,
player,201511080clt,den,BarrSh00,def_int_yds,0,,,,,
player,201511080clt,den,BarrSh00,def_int_td,0,,,,,
player,201511080clt,den,BarrSh00,def_int_long,0,,,,,
player,201511080clt,den,BarrSh00,pass_defended,0,,,,,
player,201511080clt,den,BarrSh00,sacks,0.0,,,,,
player,201511080clt,den,BarrSh00,tackles_combined,5,,,,,
player,201511080clt,den,BarrSh00,tackles_solo,2,,,,,
player,201511080clt,den,BarrSh00,tackles_assists,3,,,,,
player,201511080clt,den,BarrSh00,tackles_loss,0,,,,,
player,201511080clt,den,BarrSh00,qb_hits,1,,,,,
player,201511080clt,den,BarrSh00,fumbles_rec,0,,,,,
player,201511080clt,den,BarrSh00,fumbles_rec_yds,0,,,,,
player,201511080clt,den,BarrSh00,fumbles_rec_td,0,,,,,
player,201511080clt,den,BarrSh00,fumbles_forced,0,,,,,
player,201511080clt,den,JackMa02,def_int,0,,,,,
player,201511080clt,den,JackMa02,def_int_yds,0,,,,,
player,201511080clt,den,JackMa02,def_int_td,0,,,,,
player,201511080clt,den,JackMa02,def_int_long,0,,,,,
player,201511080clt,den,JackMa02,pass_defended,2,,,,,
player,201511080clt,den,JackMa02,sacks,0.0,,,,,
player,201511080clt,den,JackMa02,tackles_combined,5,,,,,
player,201511080clt,den,JackMa02,tackles_solo,3,,,,,
player,201511080clt,den,JackMa02,tackles_assists,2,,,,,
player,201511080clt,den,JackMa02,tackles_loss,1,,,,,
player,201511080clt,den,JackMa02,qb_hits,2,,,,,
player,201511080clt,den,JackMa02,fumbles_rec,0,,,,,
player,201511080clt,den,JackMa02,fumbles_rec_yds,0,,,,,
player,201511080clt,den,JackMa02,fumbles_rec_td,0,,,,,
player,201511080clt,den,JackMa02,fumbles_forced,0,,,,,
player,201511080clt,den,StewDa00,def_int,0,,,,,
player,201511080clt,den,StewDa00,def_int_yds,0,,,,,
player,201511080clt,den,StewDa00,def_int_td,0,,,,,
player,201511080clt,den,StewDa00,def_int_long,0,,,,,
player,201511080clt,den,StewDa00,pass_defended,0,,,,,
player,201511080clt,den,StewDa00,sacks,0.0,,,,,
player,201511080clt,den,StewDa00,tackles_combined,5,,,,,
player,201511080clt,den,StewDa00,tackles_solo,1,,,,,
player,201511080clt,den,StewDa00,tackles_assists,4,,,,,
player,201511080clt,den,StewDa00,tackles_loss,0,,,,,
player,201511080clt,den,StewDa00,qb_hits,0,,,,,
player,201511080clt,den,StewDa00,fumbles_rec,0,,,,,
player,201511080clt,den,StewDa00,fumbles_rec_yds,0,,,,,
player,201511080clt,den,StewDa00,fumbles_rec_td,0,,,,,
player,201511080clt,den,StewDa00,fumbles_forced,0,,,,,
player,201511080clt,den,McCrLe01,def_int,0,,,,,
player,201511080clt,den,McCrLe01,def_int_yds,0,,,,,
player,201511080clt,den,McCrLe01,def_int_td,0,,,,,
player,201511080clt,den,McCrLe01,def_int_long,0,,,,,
player,201511080clt,den,McCrLe01,pass_defended,0,,,,,
player,201511080clt,den,McCrLe01,sacks,0.0,,,,,
player,201511080clt,den,McCrLe01,tackles_combined,4,,,,,
player,201511080clt,den,McCrLe01,tackles_solo,2,,,,,
player,201511080clt,den,McCrLe01,tackles_assists,2,,,,,
player,201511080clt,den,McCrLe01,tackles_loss,0,,,,,
player,201511080clt,den,McCrLe01,qb_hits,0,,,,,
player,201511080clt,den,McCrLe01,fumbles_rec,0,,,,,
player,201511080clt,den,McCrLe01,fumbles_rec_yds,0,,,,,
player,201511080clt,den,McCrLe01,fumbles_rec_td,0,,,,,
player,201511080clt,den,McCrLe01,fumbles_forced,0,,,,,
player,201511080clt,den,RobyBr00,def_int,0,,,,,
player,201511080clt,den,RobyBr00,def_int_yds,0,,,,,
player,201511080clt,den,RobyBr00,def_int_td,0,,,,,
player,201511080clt,den,RobyBr00,def_int_long,0,,,,,
player,201511080clt,den,RobyBr00,pass_defended,1,,,,,
player,201511080clt,den,RobyBr00,sacks,0.0,,,,,
player,201511080clt,den,RobyBr00,tackles_combined,4,,,,,
player,201511080clt,den,RobyBr00,tackles_solo,2,,,,,
player,201511080clt,den,RobyBr00,tackles_assists,2,,,,,
player,201511080clt,den,RobyBr00,tackles_loss,0,,,,,
player,201511080clt,den,RobyBr00,qb_hits,0,,,,,
player,201511080clt,den,RobyBr00,fumbles_rec,0,,,,,
player,201511080clt,den,RobyBr00,fumbles_rec_yds,0,,,,,
player,201511080clt,den,RobyBr00,fumbles_rec_td,0,,,,,
player,201511080clt,den,RobyBr00,fumbles_forced,0,,,,,
player,201511080clt,den,WalkVa99,def_int,0,,,,,
player,201511080clt,den,WalkVa99,def_int_yds,0,,,,,
player,201511080clt,den,WalkVa99,def_int_td,0,,,,,
player,201511080clt,den,WalkVa99,def_int_long,0,,,,,
player,201511080clt,den,WalkVa99,pass_defended,0,,,,,
player,201511080clt,den,WalkVa99,sacks,0.0,,,,,
player,201511080clt,den,WalkVa99,tackles_combined,4,,,,,
player,201511080clt,den,WalkVa99,tackles_solo,3,,,,,
player,201511080clt,den,WalkVa99,tackles_assists,1,,,,,
player,201511080clt,den,WalkVa99,tackles_loss,1,,,,,
player,201511080clt,den,WalkVa99,qb_hits,0,,,,,
player,201511080clt,den,WalkVa99,fumbles_rec,0,,,,,
player,201511080clt,den,WalkVa99,fumbles_rec_yds,0,,,,,
player,201511080clt,den,WalkVa99,fumbles_rec_td,0,,,,,
player,201511080clt,den,WalkVa99,fumbles_forced,0,,,,,
player,201511080clt,den,HarrCh01,def_int,0,,,,,
player,201511080clt,den,HarrCh01,def_int_yds,0,,,,,
player,201511080clt,den,HarrCh01,def_int_td,0,,,,,
player,201511080clt,den,HarrCh01,def_int_long,0,,,,,
player,201511080clt,den,HarrCh01,pass_defended,0,,,,,
player,201511080clt,den,HarrCh01,sacks,0.0,,,,,
player,201511080clt,den,HarrCh01,tackles_combined,3,,,,,
player,201511080clt,den,HarrCh01,tackles_solo,2,,,,,
player,201511080clt,den,HarrCh01,tackles_assists,1,,,,,
player,201511080clt,den,HarrCh01,tackles_loss,0,,,,,
player,201511080clt,den,HarrCh01,qb_hits,0,,,,,
player,201511080clt,den,HarrCh01,fumbles_rec,0,,,,,
player,201511080clt,den,HarrCh01,fumbles_rec_yds,0,,,,,
player,201511080clt,den,HarrCh01,fumbles_rec_td,0,,,,,
player,201511080clt,den,HarrCh01,fumbles_forced,0,,,,,
player,201511080clt,den,WebsKa00,def_int,0,,,,,
player,201511080clt,den,WebsKa00,def_int_yds,0,,,,,
player,201511080clt,den,WebsKa00,def_int_td,0,,,,,
player,201511080clt,den,WebsKa00,def_int_long,0,,,,,
player,201511080clt,den,WebsKa00,pass_defended,0,,,,,
player,201511080clt,den,WebsKa00,sacks,0.0,,,,,
player,201511080clt,den,WebsKa00,tackles_combined,3,,,,,
player,201511080clt,den,WebsKa00,tackles_solo,3,,,,,
player,201511080clt,den,WebsKa00,tackles_assists,0,,,,,
player,201511080clt,den,WebsKa00,tackles_loss,0,,,,,
player,201511080clt,den,WebsKa00,qb_hits,0,,,,,
player,201511080clt,den,WebsKa00,fumbles_rec,0,,,,,
player,201511080clt,den,WebsKa00,fumbles_rec_yds,0,,,,,
player,201511080clt,den,WebsKa00,fumbles_rec_td,0,,,,,
player,201511080clt,den,WebsKa00,fumbles_forced,0,,,,,
player,201511080clt,den,WolfDe00,def_int,0,,,,,
player,201511080clt,den,WolfDe00,def_int_yds,0,,,,,
player,201511080clt,den,WolfDe00,def_int_td,0,,,,,
player,201511080clt,den,WolfDe00,def_int_long,0,,,,,
player,201511080clt,den,WolfDe00,pass_defended,0,,,,,
player,201511080clt,den,WolfDe00,sacks,0.0,,,,,
player,201511080clt,den,WolfDe00,tackles_combined,3,,,,,
player,201511080clt,den,WolfDe00,tackles_solo,1,,,,,
player,201511080clt,den,WolfDe00,tackles_assists,2,,,,,
player,201511080clt,den,WolfDe00,tackles_loss,0,,,,,
player,201511080clt,den,WolfDe00,qb_hits,2,,,,,
player,201511080clt,den,WolfDe00,fumbles_rec,0,,,,,
player,201511080clt,den,WolfDe00,fumbles_rec_yds,0,,,,,
player,201511080clt,den,WolfDe00,fumbles_rec_td,0,,,,,
player,201511080clt,den,WolfDe00,fumbles_forced,0,,,,,
player,201511080clt,den,DaviTo01,def_int,0,,,,,
player,201511080clt,den,DaviTo01,def_int_yds,0,,,,,
player,201511080clt,den,DaviTo01,def_int_td,0,,,,,
player,201511080clt,den,DaviTo01,def_int_long,0,,,,,
player,201511080clt,den,DaviTo01,pass_defended,0,,,,,
player,201511080clt,den,DaviTo01,sacks,0.0,,,,,
player,201511080clt,den,DaviTo01,tackles_combined,2,,,,,
player,201511080clt,den,DaviTo01,tackles_solo,0,,,,,
player,201511080clt,den,DaviTo01,tackles_assists,2,,,,,
player,201511080clt,den,DaviTo01,tackles_loss,0,,,,,
player,201511080clt,den,DaviTo01,qb_hits,0,,,,,
player,201511080clt,den,DaviTo01,fumbles_rec,0,,,,,
player,201511080clt,den,DaviTo01,fumbles_rec_yds,0,,,,,
player,201511080clt,den,DaviTo01,fumbles_rec_td,0,,,,,
player,201511080clt,den,DaviTo01,fumbles_forced,0,,,,,
player,201511080clt,den,MillVo00,def_int,0,,,,,
player,201511080clt,den,MillVo00,def_int_yds,0,,,,,
player,201511080clt,den,MillVo00,def_int_td,0,,,,,
player,201511080clt,den,MillVo00,def_int_long,0,,,,,
player,201511080clt,den,MillVo00,pass_defended,0,,,,,
player,201511080clt,den,MillVo00,sacks,0.0,,,,,
player,201511080clt,den,MillVo00,tackles_combined,2,,,,,
player,201511080clt,den,MillVo00,tackles_solo,0,,,,,
player,201511080clt,den,MillVo00,tackles_assists,2,,,,,
player,201511080clt,den,MillVo00,tackles_loss,0,,,,,
player,201511080clt,den,MillVo00,qb_hits,4,,,,,
player,201511080clt,den,MillVo00,fumbles_rec,0,,,,,
player,201511080clt,den,MillVo00,fumbles_rec_yds,0,,,,,
player,201511080clt,den,MillVo00,fumbles_rec_td,0,,,,,
player,201511080clt,den,MillVo00,fumbles_forced,0,,,,,
player,201511080clt,den,BoldOm00,def_int,0,,,,,
player,201511080clt,den,BoldOm00,def_int_yds,0,,,,,
player,201511080clt,den,BoldOm00,def_int_td,0,,,,,
player,201511080clt,den,BoldOm00,def_int_long,0,,,,,
player,201511080clt,den,BoldOm00,pass_defended,0,,,,,
player,201511080clt,den,BoldOm00,sacks,0.0,,,,,
player,201511080clt,den,BoldOm00,tackles_combined,1,,,,,
player,201511080clt,den,BoldOm00,tackles_solo,1,,,,,
player,201511080clt,den,BoldOm00,tackles_assists,0,,,,,
player,201511080clt,den,BoldOm00,tackles_loss,0,,,,,
player,201511080clt,den,BoldOm00,qb_hits,0,,,,,
player,201511080clt,den,BoldOm00,fumbles_rec,0,,,,,
player,201511080clt,den,BoldOm00,fumbles_rec_yds,0,,,,,
player,201511080clt,den,BoldOm00,fumbles_rec_td,0,,,,,
player,201511080clt,den,BoldOm00,fumbles_forced,0,,,,,
player,201511080clt,den,BrutDa99,def_int,0,,,,,
player,201511080clt,den,BrutDa99,def_int_yds,0,,,,,
player,201511080clt,den,BrutDa99,def_int_td,0,,,,,
player,201511080clt,den,BrutDa99,def_int_long,0,,,,,
player,201511080clt,den,BrutDa99,pass_defended,0,,,,,
player,201511080clt,den,BrutDa99,sacks,0.0,,,,,
player,201511080clt,den,BrutDa99,tackles_combined,1,,,,,
player,201511080clt,den,BrutDa99,tackles_solo,1,,,,,
player,201511080clt,den,BrutDa99,tackles_assists,0,,,,,
player,201511080clt,den,BrutDa99,tackles_loss,0,,,,,
player,201511080clt,den,BrutDa99,qb_hits,0,,,,,
player,201511080clt,den,BrutDa99,fumbles_rec,0,,,,,
player,201511080clt,den,BrutDa99,fumbles_rec_yds,0,,,,,
player,201511080clt,den,BrutDa99,fumbles_rec_td,0,,,,,
player,201511080clt,den,BrutDa99,fumbles_forced,0,,,,,
player,201511080clt,den,McMaBr01,def_int,0,,,,,
player,201511080clt,den,McMaBr01,def_int_yds,0,,,,,
player,201511080clt,den,McMaBr01,def_int_td,0,,,,,
player,201511080clt,den,McMaBr01,def_int_long,0,,,,,
player,201511080clt,den,McMaBr01,pass_defended,0,,,,,
player,201511080clt,den,McMaBr01,sacks,0.0,,,,,
player,201511080clt,den,McMaBr01,tackles_combined,1,,,,,
player,201511080clt,den,McMaBr01,tackles_solo,0,,,,,
player,201511080clt,den,McMaBr01,tackles_assists,1,,,,,
player,201511080clt,den,McMaBr01,tackles_loss,0,,,,,
player,201511080clt,den,McMaBr01,qb_hits,0,,,,,
player,201511080clt,den,McMaBr01,fumbles_rec,0,,,,,
player,201511080clt,den,McMaBr01,fumbles_rec_yds,0,,,,,
player,201511080clt,den,McMaBr01,fumbles_rec_td,0,,,,,
player,201511080clt,den,McMaBr01,fumbles_forced,0,,,,,
player,201511080clt,den,WillSy00,def_int,0,,,,,
player,201511080clt,den,WillSy00,def_int_yds,0,,,,,
player,201511080clt,den,WillSy00,def_int_td,0,,,,,
player,201511080clt,den,WillSy00,def_int_long,0,,,,,
player,201511080clt,den,WillSy00,pass_defended,0,,,,,
player,201511080clt,den,WillSy00,sacks,0.0,,,,,
player,201511080clt,den,WillSy00,tackles_combined,1,,,,,
player,201511080clt,den,WillSy00,tackles_solo,0,,,,,
player,201511080clt,den,WillSy00,tackles_assists,1,,,,,
player,201511080clt,den,WillSy00,tackles_loss,0,,,,,
player,201511080clt,den,WillSy00,qb_hits,0,,,,,
player,201511080clt,den,WillSy00,fumbles_rec,0,,,,,
player,201511080clt,den,WillSy00,fumbles_rec_yds,0,,,,,
player,201511080clt,den,WillSy00,fumbles_rec_td,0,,,,,
player,201511080clt,den,WillSy00,fumbles_forced,0,,,,,
player,201511080clt,den,SmitAn22,def_int,0,,,,,
player,201511080clt,den,SmitAn22,def_int_yds,0,,,,,
player,201511080clt,den,SmitAn22,def_int_td,0,,,,,
player,201511080clt,den,SmitAn22,def_int_long,0,,,,,
player,201511080clt,den,SmitAn22,pass_defended,0,,,,,
player,201511080clt,den,SmitAn22,sacks,0.0,,,,,
player,201511080clt,den,SmitAn22,tackles_combined,0,,,,,
player,201511080clt,den,SmitAn22,tackles_solo,0,,,,,
player,201511080clt,den,SmitAn22,tackles_assists,0,,,,,
player,201511080clt,den,SmitAn22,tackles_loss,0,,,,,
player,201511080clt,den,SmitAn22,qb_hits,1,,,,,
player,201511080clt,den,SmitAn22,fumbles_rec,0,,,,,
player,201511080clt,den,SmitAn22,fumbles_rec_yds,0,,,,,
player,201511080clt,den,SmitAn22,fumbles_rec_td,0,,,,,
player,201511080clt,den,SmitAn22,fumbles_forced,0,,,,,
player,201511080clt,den,TaliAq99,def_int,0,,,,,
player,201511080clt,den,TaliAq99,def_int_yds,0,,,,,
player,201511080clt,den,TaliAq99,def_int_td,0,,,,,
player,201511080clt,den,TaliAq99,def_int_long,0,,,,,
player,201511080clt,den,TaliAq99,pass_defended,1,,,,,
player,201511080clt,den,TaliAq99,sacks,0.0,,,,,
player,201511080clt,den,TaliAq99,tackles_combined,0,,,,,
player,201511080clt,den,TaliAq99,tackles_solo,0,,,,,
player,201511080clt,den,TaliAq99,tackles_assists,0,,,,,
player,201511080clt,den,TaliAq99,tackles_loss,0,,,,,
player,201511080clt,den,TaliAq99,qb_hits,0,,,,,
player,201511080clt,den,TaliAq99,fumbles_rec,0,,,,,
player,201511080clt,den,TaliAq99,fumbles_rec_yds,0,,,,,
player,201511080clt,den,TaliAq99,fumbles_rec_td,0,,,,,
player,201511080clt,den,TaliAq99,fumbles_forced,0,,,,,
player,201511080clt,clt,ButlDa99,def_int,1,,,,,
player,201511080clt,clt,ButlDa99,def_int_yds,0,,,,,
player,201511080clt,clt,ButlDa99,def_int_td,0,,,,,
player,201511080clt,clt,ButlDa99,def_int_long,0,,,,,
player,201511080clt,clt,ButlDa99,pass_defended,1,,,,,
player,201511080clt,clt,ButlDa99,sacks,0.0,,,,,
player,201511080clt,clt,ButlDa99,tackles_combined,2,,,,,
player,201511080clt,clt,ButlDa99,tackles_solo,2,,,,,
player,201511080clt,clt,ButlDa99,tackles_assists,0,,,,,
player,201511080clt,clt,ButlDa99,tackles_loss,0,,,,,
player,201511080clt,clt,ButlDa99,qb_hits,0,,,,,
player,201511080clt,clt,ButlDa99,fumbles_rec,0,,,,,
player,201511080clt,clt,ButlDa99,fumbles_rec_yds,0,,,,,
player,201511080clt,clt,ButlDa99,fumbles_rec_td,0,,,,,
player,201511080clt,clt,ButlDa99,fumbles_forced,0,,,,,
player,201511080clt,clt,AdamMi21,def_int,1,,,,,
player,201511080clt,clt,AdamMi21,def_int_yds,1,,,,,
player,201511080clt,clt,AdamMi21,def_int_td,0,,,,,
player,201511080clt,clt,AdamMi21,def_int_long,1,,,,,
player,201511080clt,clt,AdamMi21,pass_defended,1,,,,,
player,201511080clt,clt,AdamMi21,sacks,0.0,,,,,
player,201511080clt,clt,AdamMi21,tackles_combined,1,,,,,
player,201511080clt,clt,AdamMi21,tackles_solo,1,,,,,
player,201511080clt,clt,AdamMi21,tackles_assists,0,,,,,
player,201511080clt,clt,AdamMi21,tackles_loss,0,,,,,
player,201511080clt,clt,AdamMi21,qb_hits,0,,,,,
player,201511080clt,clt,AdamMi21,fumbles_rec,0,,,,,
player,201511080clt,clt,AdamMi21,fumbles_rec_yds,0,,,,,
player,201511080clt,clt,AdamMi21,fumbles_rec_td,0,,,,,
player,201511080clt,clt,AdamMi21,fumbles_forced,0,,,,,
player,201511080clt,clt,LangKe98,def_int,0,,,,,
player,201511080clt,clt,LangKe98,def_int_yds,0,,,,,
player,201511080clt,clt,LangKe98,def_int_td,0,,,,,
player,201511080clt,clt,LangKe98,def_int_long,0,,,,,
player,201511080clt,clt,LangKe98,pass_defended,0,,,,,
player,201511080clt,clt,LangKe98,sacks,1.0,,,,,
player,201511080clt,clt,LangKe98,tackles_combined,6,,,,,
player,201511080clt,clt,LangKe98,tackles_solo,3,,,,,
player,201511080clt,clt,LangKe98,tackles_assists,3,,,,,
player,201511080clt,clt,LangKe98,tackles_loss,1,,,,,
player,201511080clt,clt,LangKe98,qb_hits,5,,,,,
player,201511080clt,clt,LangKe98,fumbles_rec,0,,,,,
player,201511080clt,clt,LangKe98,fumbles_rec_yds,0,,,,,
player,201511080clt,clt,LangKe98,fumbles_rec_td,0,,,,,
player,201511080clt,clt,LangKe98,fumbles_forced,0,,,,,
player,201511080clt,clt,FreeJe00,def_int,0,,,,,
player,201511080clt,clt,FreeJe00,def_int_yds,0,,,,,
player,201511080clt,clt,FreeJe00,def_int_td,0,,,,,
player,201511080clt,clt,FreeJe00,def_int_long,0,,,,,
player,201511080clt,clt,FreeJe00,pass_defended,0,,,,,
player,201511080clt,clt,FreeJe00,sacks,0.0,,,,,
player,201511080clt,clt,FreeJe00,tackles_combined,5,,,,,
player,201511080clt,clt,FreeJe00,tackles_solo,4,,,,,
player,201511080clt,clt,FreeJe00,tackles_assists,1,,,,,
player,201511080clt,clt,FreeJe00,tackles_loss,0,,,,,
player,201511080clt,clt,FreeJe00,qb_hits,0,,,,,
player,201511080clt,clt,FreeJe00,fumbles_rec,0,,,,,
player,201511080clt,clt,FreeJe00,fumbles_rec_yds,0,,,,,
player,201511080clt,clt,FreeJe00,fumbles_rec_td,0,,,,,
player,201511080clt,clt,FreeJe00,fumbles_forced,0,,,,,
player,201511080clt,clt,LoweDw99,def_int,0,,,,,
player,201511080clt,clt,LoweDw99,def_int_yds,0,,,,,
player,201511080clt,clt,LoweDw99,def_int_td,0,,,,,
player,201511080clt,clt,LoweDw99,def_int_long,0,,,,,
player,201511080clt,clt,LoweDw99,pass_defended,1,,,,,
player,201511080clt,clt,LoweDw99,sacks,0.0,,,,,
player,201511080clt,clt,LoweDw99,tackles_combined,5,,,,,
player,201511080clt,clt,LoweDw99,tackles_solo,5,,,,,
player,201511080clt,clt,LoweDw99,tackles_assists,0,,,,,
player,201511080clt,clt,LoweDw99,tackles_loss,0,,,,,
player,201511080clt,clt,LoweDw99,qb_hits,0,,,,,
player,201511080clt,clt,LoweDw99,fumbles_rec,0,,,,,
player,201511080clt,clt,LoweDw99,fumbles_rec_yds,0,,,,,
player,201511080clt,clt,LoweDw99,fumbles_rec_td,0,,,,,
player,201511080clt,clt,LoweDw99,fumbles_forced,0,,,,,
player,201511080clt,clt,ColeTr20,def_int,0,,,,,
player,201511080clt,clt,ColeTr20,def_int_yds,0,,,,,
player,201511080clt,clt,ColeTr20,def_int_td,0,,,,,
player,201511080clt,clt,ColeTr20,def_int_long,0,,,,,
player,201511080clt,clt,ColeTr20,pass_defended,0,,,,,
player,201511080clt,clt,ColeTr20,sacks,0.0,,,,,
player,201511080clt,clt,ColeTr20,tackles_combined,3,,,,,
player,201511080clt,clt,ColeTr20,tackles_solo,1,,,,,
player,201511080clt,clt,ColeTr20,tackles_assists,2,,,,,
player,201511080clt,clt,ColeTr20,tackles_loss,0,,,,,
player,201511080clt,clt,ColeTr20,qb_hits,0,,,,,
player,201511080clt,clt,ColeTr20,fumbles_rec,0,,,,,
player,201511080clt,clt,ColeTr20,fumbles_rec_yds,0,,,,,
player,201511080clt,clt,ColeTr20,fumbles_rec_td,0,,,,,
player,201511080clt,clt,ColeTr20,fumbles_forced,0,,,,,
player,201511080clt,clt,DaviVo99,def_int,0,,,,,
player,201511080clt,clt,DaviVo99,def_int_yds,0,,,,,
player,201511080clt,clt,DaviVo99,def_int_td,0,,,,,
player,201511080clt,clt,DaviVo99,def_int_long,0,,,,,
player,201511080clt,clt,DaviVo99,pass_defended,0,,,,,
player,201511080clt,clt,DaviVo99,sacks,0.0,,,,,
player,201511080clt,clt,DaviVo99,tackles_combined,3,,,,,
player,201511080clt,clt,DaviVo99,tackles_solo,3,,,,,
player,201511080clt,clt,DaviVo99,tackles_assists,0,,,,,
player,201511080clt,clt,DaviVo99,tackles_loss,0,,,,,
player,201511080clt,clt,DaviVo99,qb_hits,0,,,,,
player,201511080clt,clt,DaviVo99,fumbles_rec,0,,,,,
player,201511080clt,clt,DaviVo99,fumbles_rec_yds,0,,,,,
player,201511080clt,clt,DaviVo99,fumbles_rec_td,0,,,,,
player,201511080clt,clt,DaviVo99,fumbles_forced,0,,,,,
player,201511080clt,clt,AndeCo01,def_int,0,,,,,
player,201511080clt,clt,AndeCo01,def_int_yds,0,,,,,
player,201511080clt,clt,AndeCo01,def_int_td,0,,,,,
player,201511080clt,clt,AndeCo01,def_int_long,0,,,,,
player,201511080clt,clt,AndeCo01,pass_defended,0,,,,,
player,201511080clt,clt,AndeCo01,sacks,0.0,,,,,
player,201511080clt,clt,AndeCo01,tackles_combined,2,,,,,
player,201511080clt,clt,AndeCo01,tackles_solo,1,,,,,
player,201511080clt,clt,AndeCo01,tackles_assists,1,,,,,
player,201511080clt,clt,AndeCo01,tackles_loss,0,,,,,
player,201511080clt,clt,AndeCo01,qb_hits,0,,,,,
player,201511080clt,clt,AndeCo01,fumbles_rec,0,,,,,
player,201511080clt,clt,AndeCo01,fumbles_rec_yds,0,,,,,
player,201511080clt,clt,AndeCo01,fumbles_rec_td,0,,,,,
player,201511080clt,clt,AndeCo01,fumbles_forced,0,,,,,
player,201511080clt,clt,MoorSi00,def_int,0,,,,,
player,201511080clt,clt,MoorSi00,def_int_yds,0,,,,,
player,201511080clt,clt,MoorSi00,def_int_td,0,,,,,
player,201511080clt,clt,MoorSi00,def_int_long,0,,,,,
player,201511080clt,clt,MoorSi00,pass_defended,0,,,,,
player,201511080clt,clt,MoorSi00,sacks,0.0,,,,,
player,201511080clt,clt,MoorSi00,tackles_combined,2,,,,,
player,201511080clt,clt,MoorSi00,tackles_solo,2,,,,,
player,201511080clt,clt,MoorSi00,tackles_assists,0,,,,,
player,201511080clt,clt,MoorSi00,tackles_loss,0,,,,,
player,201511080clt,clt,MoorSi00,qb_hits,0,,,,,
player,201511080clt,clt,MoorSi00,fumbles_rec,0,,,,,
player,201511080clt,clt,MoorSi00,fumbles_rec_yds,0,,,,,
player,201511080clt,clt,MoorSi00,fumbles_rec_td,0,,,,,
player,201511080clt,clt,MoorSi00,fumbles_forced,0,,,,,
player,201511080clt,clt,ToleGr99,def_int,0,,,,,
player,201511080clt,clt,ToleGr99,def_int_yds,0,,,,,
player,201511080clt,clt,ToleGr99,def_int_td,0,,,,,
player,201511080clt,clt,ToleGr99,def_int_long,0,,,,,
player,201511080clt,clt,ToleGr99,pass_defended,1,,,,,
player,201511080clt,clt,ToleGr99,sacks,0.0,,,,,
player,201511080clt,clt,ToleGr99,tackles_combined,2,,,,,
player,201511080clt,clt,ToleGr99,tackles_solo,2,,,,,
player,201511080clt,clt,ToleGr99,tackles_assists,0,,,,,
player,201511080clt,clt,ToleGr99,tackles_loss,0,,,,,
player,201511080clt,clt,ToleGr99,qb_hits,0,,,,,
player,201511080clt,clt,ToleGr99,fumbles_rec,0,,,,,
player,201511080clt,clt,ToleGr99,fumbles_rec_yds,0,,,,,
player,201511080clt,clt,ToleGr99,fumbles_rec_td,0,,,,,
player,201511080clt,clt,ToleGr99,fumbles_forced,0,,,,,
player,201511080clt,clt,WernBj00,def_int,0,,,,,
player,201511080clt,clt,WernBj00,def_int_yds,0,,,,,
player,201511080clt,clt,WernBj00,def_int_td,0,,,,,
player,201511080clt,clt,WernBj00,def_int_long,0,,,,,
player,201511080clt,clt,WernBj00,pass_defended,0,,,,,
player,201511080clt,clt,WernBj00,sacks,0.0,,,,,
player,201511080clt,clt,WernBj00,tackles_combined,2,,,,,
player,201511080clt,clt,WernBj00,tackles_solo,2,,,,,
player,201511080clt,clt,WernBj00,tackles_assists,0,,,,,
player,201511080clt,clt,WernBj00,tackles_loss,2,,,,,
player,201511080clt,clt,WernBj00,qb_hits,0,,,,,
player,201511080clt,clt,WernBj00,fumbles_rec,0,,,,,
player,201511080clt,clt,WernBj00,fumbles_rec_yds,0,,,,,
player,201511080clt,clt,WernBj00,fumbles_rec_td,0,,,,,
player,201511080clt,clt,WernBj00,fumbles_forced,0,,,,,
player,201511080clt,clt,AndeHe00,def_int,0,,,,,
player,201511080clt,clt,AndeHe00,def_int_yds,0,,,,,
player,201511080clt,clt,AndeHe00,def_int_td,0,,,,,
player,201511080clt,clt,AndeHe00,def_int_long,0,,,,,
player,201511080clt,clt,AndeHe00,pass_defended,0,,,,,
player,201511080clt,clt,AndeHe00,sacks,0.0,,,,,
player,201511080clt,clt,AndeHe00,tackles_combined,1,,,,,
