game,2015,13,20151206,201512060mia,rav,"Baltimore Ravens",13,mia,"Miami Dolphins",15
player,201512060mia,rav,JuszKy00,rush_att,0,,,,,
player,201512060mia,rav,JuszKy00,rush_yds,0,,,,,
player,201512060mia,rav,JuszKy00,rush_td,0,,,,,
player,201512060mia,rav,JuszKy00,rush_long,0,,,,,
player,201512060mia,rav,JuszKy00,targets,2,,,,,
player,201512060mia,rav,JuszKy00,rec,1,,,,,
player,201512060mia,rav,JuszKy00,rec_yds,-2,,,,,
player,201512060mia,rav,JuszKy00,rec_td,0,,,,,
player,201512060mia,rav,JuszKy00,rec_long,-2,,,,,
player,201512060mia,rav,JuszKy00,fumbles,0,,,,,
player,201512060mia,rav,JuszKy00,fumbles_lost,0,,,,,
player,201512060mia,mia,TannRy00,pass_cmp,9,,,,,
player,201512060mia,mia,TannRy00,pass_att,19,,,,,
player,201512060mia,mia,TannRy00,pass_yds,86,,,,,
player,201512060mia,mia,TannRy00,pass_td,1,,,,,
player,201512060mia,mia,TannRy00,pass_int,0,,,,,
player,201512060mia,mia,TannRy00,pass_sacked,1,,,,,
player,201512060mia,mia,TannRy00,pass_sacked_yds,4,,,,,
player,201512060mia,mia,TannRy00,pass_long,38,,,,,
player,201512060mia,mia,TannRy00,pass_rating,78.0,,,,,
player,201512060mia,mia,TannRy00,rush_att,1,,,,,
player,201512060mia,mia,TannRy00,rush_yds,11,,,,,
player,201512060mia,mia,TannRy00,rush_td,0,,,,,
player,201512060mia,mia,TannRy00,rush_long,11,,,,,
player,201512060mia,mia,TannRy00,targets,0,,,,,
player,201512060mia,mia,TannRy00,rec,0,,,,,
player,201512060mia,mia,TannRy00,rec_yds,0,,,,,
player,201512060mia,mia,TannRy00,rec_td,0,,,,,
player,201512060mia,mia,TannRy00,rec_long,0,,,,,
player,201512060mia,mia,TannRy00,fumbles,0,,,,,
player,201512060mia,mia,TannRy00,fumbles_lost,0,,,,,
player,201512060mia,mia,MillLa01,pass_cmp,0,,,,,
player,201512060mia,mia,MillLa01,pass_att,0,,,,,
player,201512060mia,mia,MillLa01,pass_yds,0,,,,,
player,201512060mia,mia,MillLa01,pass_td,0,,,,,
player,201512060mia,mia,MillLa01,pass_int,0,,,,,
player,201512060mia,mia,MillLa01,pass_sacked,0,,,,,
player,201512060mia,mia,MillLa01,pass_sacked_yds,0,,,,,
player,201512060mia,mia,MillLa01,pass_long,0,,,,,
player,201512060mia,mia,MillLa01,pass_rating,,,,,,
player,201512060mia,mia,MillLa01,rush_att,20,,,,,
player,201512060mia,mia,MillLa01,rush_yds,113,,,,,
player,201512060mia,mia,MillLa01,rush_td,0,,,,,
player,201512060mia,mia,MillLa01,rush_long,22,,,,,
player,201512060mia,mia,MillLa01,targets,2,,,,,
player,201512060mia,mia,MillLa01,rec,1,,,,,
player,201512060mia,mia,MillLa01,rec_yds,5,,,,,
player,201512060mia,mia,MillLa01,rec_td,0,,,,,
player,201512060mia,mia,MillLa01,rec_long,5,,,,,
player,201512060mia,mia,MillLa01,fumbles,1,,,,,
player,201512060mia,mia,MillLa01,fumbles_lost,1,,,,,
player,201512060mia,mia,AjayJa00,pass_cmp,0,,,,,
player,201512060mia,mia,AjayJa00,pass_att,0,,,,,
player,201512060mia,mia,AjayJa00,pass_yds,0,,,,,
player,201512060mia,mia,AjayJa00,pass_td,0,,,,,
player,201512060mia,mia,AjayJa00,pass_int,0,,,,,
player,201512060mia,mia,AjayJa00,pass_sacked,0,,,,,
player,201512060mia,mia,AjayJa00,pass_sacked_yds,0,,,,,
player,201512060mia,mia,AjayJa00,pass_long,0,,,,,
player,201512060mia,mia,AjayJa00,pass_rating,,,,,,
player,201512060mia,mia,AjayJa00,rush_att,4,,,,,
player,201512060mia,mia,AjayJa00,rush_yds,12,,,,,
player,201512060mia,mia,AjayJa00,rush_td,0,,,,,
player,201512060mia,mia,AjayJa00,rush_long,4,,,,,
player,201512060mia,mia,AjayJa00,targets,0,,,,,
player,201512060mia,mia,AjayJa00,rec,0,,,,,
player,201512060mia,mia,AjayJa00,rec_yds,0,,,,,
player,201512060mia,mia,AjayJa00,rec_td,0,,,,,
player,201512060mia,mia,AjayJa00,rec_long,0,,,,,
player,201512060mia,mia,AjayJa00,fumbles,0,,,,,
player,201512060mia,mia,AjayJa00,fumbles_lost,0,,,,,
player,201512060mia,mia,WillDa05,pass_cmp,0,,,,,
player,201512060mia,mia,WillDa05,pass_att,0,,,,,
player,201512060mia,mia,WillDa05,pass_yds,0,,,,,
player,201512060mia,mia,WillDa05,pass_td,0,,,,,
player,201512060mia,mia,WillDa05,pass_int,0,,,,,
player,201512060mia,mia,WillDa05,pass_sacked,0,,,,,
player,201512060mia,mia,WillDa05,pass_sacked_yds,0,,,,,
player,201512060mia,mia,WillDa05,pass_long,0,,,,,
player,201512060mia,mia,WillDa05,pass_rating,,,,,,
player,201512060mia,mia,WillDa05,rush_att,1,,,,,
player,201512060mia,mia,WillDa05,rush_yds,1,,,,,
player,201512060mia,mia,WillDa05,rush_td,0,,,,,
player,201512060mia,mia,WillDa05,rush_long,1,,,,,
player,201512060mia,mia,WillDa05,targets,1,,,,,
player,201512060mia,mia,WillDa05,rec,1,,,,,
player,201512060mia,mia,WillDa05,rec_yds,5,,,,,
player,201512060mia,mia,WillDa05,rec_td,0,,,,,
player,201512060mia,mia,WillDa05,rec_long,5,,,,,
player,201512060mia,mia,WillDa05,fumbles,0,,,,,
player,201512060mia,mia,WillDa05,fumbles_lost,0,,,,,
player,201512060mia,mia,ParkDe01,pass_cmp,0,,,,,
player,201512060mia,mia,ParkDe01,pass_att,0,,,,,
player,201512060mia,mia,ParkDe01,pass_yds,0,,,,,
player,201512060mia,mia,ParkDe01,pass_td,0,,,,,
player,201512060mia,mia,ParkDe01,pass_int,0,,,,,
player,201512060mia,mia,ParkDe01,pass_sacked,0,,,,,
player,201512060mia,mia,ParkDe01,pass_sacked_yds,0,,,,,
player,201512060mia,mia,ParkDe01,pass_long,0,,,,,
player,201512060mia,mia,ParkDe01,pass_rating,,,,,,
player,201512060mia,mia,ParkDe01,rush_att,0,,,,,
player,201512060mia,mia,ParkDe01,rush_yds,0,,,,,
player,201512060mia,mia,ParkDe01,rush_td,0,,,,,
player,201512060mia,mia,ParkDe01,rush_long,0,,,,,
player,201512060mia,mia,ParkDe01,targets,5,,,,,
player,201512060mia,mia,ParkDe01,rec,3,,,,,
player,201512060mia,mia,ParkDe01,rec_yds,63,,,,,
player,201512060mia,mia,ParkDe01,rec_td,1,,,,,
player,201512060mia,mia,ParkDe01,rec_long,38,,,,,
player,201512060mia,mia,ParkDe01,fumbles,0,,,,,
player,201512060mia,mia,ParkDe01,fumbles_lost,0,,,,,
player,201512060mia,mia,LandJa00,pass_cmp,0,,,,,
player,201512060mia,mia,LandJa00,pass_att,0,,,,,
player,201512060mia,mia,LandJa00,pass_yds,0,,,,,
player,201512060mia,mia,LandJa00,pass_td,0,,,,,
player,201512060mia,mia,LandJa00,pass_int,0,,,,,
player,201512060mia,mia,LandJa00,pass_sacked,0,,,,,
player,201512060mia,mia,LandJa00,pass_sacked_yds,0,,,,,
player,201512060mia,mia,LandJa00,pass_long,0,,,,,
player,201512060mia,mia,LandJa00,pass_rating,,,,,,
player,201512060mia,mia,LandJa00,rush_att,0,,,,,
player,201512060mia,mia,LandJa00,rush_yds,0,,,,,
player,201512060mia,mia,LandJa00,rush_td,0,,,,,
player,201512060mia,mia,LandJa00,rush_long,0,,,,,
player,201512060mia,mia,LandJa00,targets,5,,,,,
player,201512060mia,mia,LandJa00,rec,2,,,,,
player,201512060mia,mia,LandJa00,rec_yds,5,,,,,
player,201512060mia,mia,LandJa00,rec_td,0,,,,,
player,201512060mia,mia,LandJa00,rec_long,6,,,,,
player,201512060mia,mia,LandJa00,fumbles,0,,,,,
player,201512060mia,mia,LandJa00,fumbles_lost,0,,,,,
player,201512060mia,mia,CameJo00,pass_cmp,0,,,,,
player,201512060mia,mia,CameJo00,pass_att,0,,,,,
player,201512060mia,mia,CameJo00,pass_yds,0,,,,,
player,201512060mia,mia,CameJo00,pass_td,0,,,,,
player,201512060mia,mia,CameJo00,pass_int,0,,,,,
player,201512060mia,mia,CameJo00,pass_sacked,0,,,,,
player,201512060mia,mia,CameJo00,pass_sacked_yds,0,,,,,
player,201512060mia,mia,CameJo00,pass_long,0,,,,,
player,201512060mia,mia,CameJo00,pass_rating,,,,,,
player,201512060mia,mia,CameJo00,rush_att,0,,,,,
player,201512060mia,mia,CameJo00,rush_yds,0,,,,,
player,201512060mia,mia,CameJo00,rush_td,0,,,,,
player,201512060mia,mia,CameJo00,rush_long,0,,,,,
player,201512060mia,mia,CameJo00,targets,3,,,,,
player,201512060mia,mia,CameJo00,rec,1,,,,,
player,201512060mia,mia,CameJo00,rec_yds,4,,,,,
player,201512060mia,mia,CameJo00,rec_td,0,,,,,
player,201512060mia,mia,CameJo00,rec_long,4,,,,,
player,201512060mia,mia,CameJo00,fumbles,0,,,,,
player,201512060mia,mia,CameJo00,fumbles_lost,0,,,,,
player,201512060mia,mia,SimsDi00,pass_cmp,0,,,,,
player,201512060mia,mia,SimsDi00,pass_att,0,,,,,
player,201512060mia,mia,SimsDi00,pass_yds,0,,,,,
player,201512060mia,mia,SimsDi00,pass_td,0,,,,,
player,201512060mia,mia,SimsDi00,pass_int,0,,,,,
player,201512060mia,mia,SimsDi00,pass_sacked,0,,,,,
player,201512060mia,mia,SimsDi00,pass_sacked_yds,0,,,,,
player,201512060mia,mia,SimsDi00,pass_long,0,,,,,
player,201512060mia,mia,SimsDi00,pass_rating,,,,,,
player,201512060mia,mia,SimsDi00,rush_att,0,,,,,
player,201512060mia,mia,SimsDi00,rush_yds,0,,,,,
player,201512060mia,mia,SimsDi00,rush_td,0,,,,,
player,201512060mia,mia,SimsDi00,rush_long,0,,,,,
player,201512060mia,mia,SimsDi00,targets,2,,,,,
player,201512060mia,mia,SimsDi00,rec,1,,,,,
player,201512060mia,mia,SimsDi00,rec_yds,4,,,,,
player,201512060mia,mia,SimsDi00,rec_td,0,,,,,
player,201512060mia,mia,SimsDi00,rec_long,4,,,,,
player,201512060mia,mia,SimsDi00,fumbles,0,,,,,
player,201512060mia,mia,SimsDi00,fumbles_lost,0,,,,,
player,201512060mia,mia,StilKe00,pass_cmp,0,,,,,
player,201512060mia,mia,StilKe00,pass_att,0,,,,,
player,201512060mia,mia,StilKe00,pass_yds,0,,,,,
player,201512060mia,mia,StilKe00,pass_td,0,,,,,
player,201512060mia,mia,StilKe00,pass_int,0,,,,,
player,201512060mia,mia,StilKe00,pass_sacked,0,,,,,
player,201512060mia,mia,StilKe00,pass_sacked_yds,0,,,,,
player,201512060mia,mia,StilKe00,pass_long,0,,,,,
player,201512060mia,mia,StilKe00,pass_rating,,,,,,
player,201512060mia,mia,StilKe00,rush_att,0,,,,,
player,201512060mia,mia,StilKe00,rush_yds,0,,,,,
player,201512060mia,mia,StilKe00,rush_td,0,,,,,
player,201512060mia,mia,StilKe00,rush_long,0,,,,,
player,201512060mia,mia,StilKe00,targets,1,,,,,
player,201512060mia,mia,StilKe00,rec,0,,,,,
player,201512060mia,mia,StilKe00,rec_yds,0,,,,,
player,201512060mia,mia,StilKe00,rec_td,0,,,,,
player,201512060mia,mia,StilKe00,rec_long,0,,,,,
player,201512060mia,mia,StilKe00,fumbles,0,,,,,
player,201512060mia,mia,StilKe00,fumbles_lost,0,,,,,
player,201512060mia,rav,SmitDa24,def_int,0,,,,,
player,201512060mia,rav,SmitDa24,def_int_yds,0,,,,,
player,201512060mia,rav,SmitDa24,def_int_td,0,,,,,
player,201512060mia,rav,SmitDa24,def_int_long,0,,,,,
player,201512060mia,rav,SmitDa24,pass_defended,0,,,,,
player,201512060mia,rav,SmitDa24,sacks,1.0,,,,,
player,201512060mia,rav,SmitDa24,tackles_combined,9,,,,,
player,201512060mia,rav,SmitDa24,tackles_solo,9,,,,,
player,201512060mia,rav,SmitDa24,tackles_assists,0,,,,,
player,201512060mia,rav,SmitDa24,tackles_loss,2,,,,,
player,201512060mia,rav,SmitDa24,qb_hits,1,,,,,
player,201512060mia,rav,SmitDa24,fumbles_rec,0,,,,,
player,201512060mia,rav,SmitDa24,fumbles_rec_yds,0,,,,,
player,201512060mia,rav,SmitDa24,fumbles_rec_td,0,,,,,
player,201512060mia,rav,SmitDa24,fumbles_forced,0,,,,,
player,201512060mia,rav,LewiKe00,def_int,0,,,,,
player,201512060mia,rav,LewiKe00,def_int_yds,0,,,,,
player,201512060mia,rav,LewiKe00,def_int_td,0,,,,,
player,201512060mia,rav,LewiKe00,def_int_long,0,,,,,
player,201512060mia,rav,LewiKe00,pass_defended,0,,,,,
player,201512060mia,rav,LewiKe00,sacks,0.0,,,,,
player,201512060mia,rav,LewiKe00,tackles_combined,5,,,,,
player,201512060mia,rav,LewiKe00,tackles_solo,5,,,,,
player,201512060mia,rav,LewiKe00,tackles_assists,0,,,,,
player,201512060mia,rav,LewiKe00,tackles_loss,0,,,,,
player,201512060mia,rav,LewiKe00,qb_hits,0,,,,,
player,201512060mia,rav,LewiKe00,fumbles_rec,0,,,,,
player,201512060mia,rav,LewiKe00,fumbles_rec_yds,0,,,,,
player,201512060mia,rav,LewiKe00,fumbles_rec_td,0,,,,,
player,201512060mia,rav,LewiKe00,fumbles_forced,1,,,,,
player,201512060mia,rav,MoslC.00,def_int,0,,,,,
player,201512060mia,rav,MoslC.00,def_int_yds,0,,,,,
player,201512060mia,rav,MoslC.00,def_int_td,0,,,,,
player,201512060mia,rav,MoslC.00,def_int_long,0,,,,,
player,201512060mia,rav,MoslC.00,pass_defended,0,,,,,
player,201512060mia,rav,MoslC.00,sacks,0.0,,,,,
player,201512060mia,rav,MoslC.00,tackles_combined,4,,,,,
player,201512060mia,rav,MoslC.00,tackles_solo,4,,,,,
player,201512060mia,rav,MoslC.00,tackles_assists,0,,,,,
player,201512060mia,rav,MoslC.00,tackles_loss,0,,,,,
player,201512060mia,rav,MoslC.00,qb_hits,0,,,,,
player,201512060mia,rav,MoslC.00,fumbles_rec,0,,,,,
player,201512060mia,rav,MoslC.00,fumbles_rec_yds,0,,,,,
player,201512060mia,rav,MoslC.00,fumbles_rec_td,0,,,,,
player,201512060mia,rav,MoslC.00,fumbles_forced,0,,,,,
player,201512060mia,rav,DumeEl20,def_int,0,,,,,
player,201512060mia,rav,DumeEl20,def_int_yds,0,,,,,
player,201512060mia,rav,DumeEl20,def_int_td,0,,,,,
player,201512060mia,rav,DumeEl20,def_int_long,0,,,,,
player,201512060mia,rav,DumeEl20,pass_defended,0,,,,,
player,201512060mia,rav,DumeEl20,sacks,0.0,,,,,
player,201512060mia,rav,DumeEl20,tackles_combined,3,,,,,
player,201512060mia,rav,DumeEl20,tackles_solo,2,,,,,
