game,2015,5,20151012,201510120sdg,pit,"Pittsburgh Steelers",24,sdg,"San Diego Chargers",20
player,201510120sdg,pit,CockRo00,fumbles_forced,0,,,,,
player,201510120sdg,pit,MitcMi99,def_int,0,,,,,
player,201510120sdg,pit,MitcMi99,def_int_yds,0,,,,,
player,201510120sdg,pit,MitcMi99,def_int_td,0,,,,,
player,201510120sdg,pit,MitcMi99,def_int_long,0,,,,,
player,201510120sdg,pit,MitcMi99,pass_defended,0,,,,,
player,201510120sdg,pit,MitcMi99,sacks,0.0,,,,,
player,201510120sdg,pit,MitcMi99,tackles_combined,7,,,,,
player,201510120sdg,pit,MitcMi99,tackles_solo,7,,,,,
player,201510120sdg,pit,MitcMi99,tackles_assists,0,,,,,
player,201510120sdg,pit,MitcMi99,tackles_loss,0,,,,,
player,201510120sdg,pit,MitcMi99,qb_hits,0,,,,,
player,201510120sdg,pit,MitcMi99,fumbles_rec,0,,,,,
player,201510120sdg,pit,MitcMi99,fumbles_rec_yds,0,,,,,
player,201510120sdg,pit,MitcMi99,fumbles_rec_td,0,,,,,
player,201510120sdg,pit,MitcMi99,fumbles_forced,0,,,,,
player,201510120sdg,pit,WillVi01,def_int,0,,,,,
player,201510120sdg,pit,WillVi01,def_int_yds,0,,,,,
player,201510120sdg,pit,WillVi01,def_int_td,0,,,,,
player,201510120sdg,pit,WillVi01,def_int_long,0,,,,,
player,201510120sdg,pit,WillVi01,pass_defended,0,,,,,
player,201510120sdg,pit,WillVi01,sacks,0.0,,,,,
player,201510120sdg,pit,WillVi01,tackles_combined,6,,,,,
player,201510120sdg,pit,WillVi01,tackles_solo,4,,,,,
player,201510120sdg,pit,WillVi01,tackles_assists,2,,,,,
player,201510120sdg,pit,WillVi01,tackles_loss,0,,,,,
player,201510120sdg,pit,WillVi01,qb_hits,0,,,,,
player,201510120sdg,pit,WillVi01,fumbles_rec,0,,,,,
player,201510120sdg,pit,WillVi01,fumbles_rec_yds,0,,,,,
player,201510120sdg,pit,WillVi01,fumbles_rec_td,0,,,,,
player,201510120sdg,pit,WillVi01,fumbles_forced,0,,,,,
player,201510120sdg,pit,GoldRo00,def_int,0,,,,,
player,201510120sdg,pit,GoldRo00,def_int_yds,0,,,,,
player,201510120sdg,pit,GoldRo00,def_int_td,0,,,,,
player,201510120sdg,pit,GoldRo00,def_int_long,0,,,,,
player,201510120sdg,pit,GoldRo00,pass_defended,1,,,,,
player,201510120sdg,pit,GoldRo00,sacks,0.0,,,,,
player,201510120sdg,pit,GoldRo00,tackles_combined,4,,,,,
player,201510120sdg,pit,GoldRo00,tackles_solo,3,,,,,
player,201510120sdg,pit,GoldRo00,tackles_assists,1,,,,,
player,201510120sdg,pit,GoldRo00,tackles_loss,0,,,,,
player,201510120sdg,pit,GoldRo00,qb_hits,1,,,,,
player,201510120sdg,pit,GoldRo00,fumbles_rec,0,,,,,
player,201510120sdg,pit,GoldRo00,fumbles_rec_yds,0,,,,,
player,201510120sdg,pit,GoldRo00,fumbles_rec_td,0,,,,,
player,201510120sdg,pit,GoldRo00,fumbles_forced,0,,,,,
player,201510120sdg,pit,TuitSt00,def_int,0,,,,,
player,201510120sdg,pit,TuitSt00,def_int_yds,0,,,,,
player,201510120sdg,pit,TuitSt00,def_int_td,0,,,,,
player,201510120sdg,pit,TuitSt00,def_int_long,0,,,,,
player,201510120sdg,pit,TuitSt00,pass_defended,0,,,,,
player,201510120sdg,pit,TuitSt00,sacks,0.0,,,,,
player,201510120sdg,pit,TuitSt00,tackles_combined,4,,,,,
player,201510120sdg,pit,TuitSt00,tackles_solo,3,,,,,
player,201510120sdg,pit,TuitSt00,tackles_assists,1,,,,,
player,201510120sdg,pit,TuitSt00,tackles_loss,0,,,,,
player,201510120sdg,pit,TuitSt00,qb_hits,0,,,,,
player,201510120sdg,pit,TuitSt00,fumbles_rec,0,,,,,
player,201510120sdg,pit,TuitSt00,fumbles_rec_yds,0,,,,,
player,201510120sdg,pit,TuitSt00,fumbles_rec_td,0,,,,,
player,201510120sdg,pit,TuitSt00,fumbles_forced,0,,,,,
player,201510120sdg,pit,HarrJa23,def_int,0,,,,,
player,201510120sdg,pit,HarrJa23,def_int_yds,0,,,,,
player,201510120sdg,pit,HarrJa23,def_int_td,0,,,,,
player,201510120sdg,pit,HarrJa23,def_int_long,0,,,,,
player,201510120sdg,pit,HarrJa23,pass_defended,0,,,,,
player,201510120sdg,pit,HarrJa23,sacks,0.0,,,,,
player,201510120sdg,pit,HarrJa23,tackles_combined,3,,,,,
player,201510120sdg,pit,HarrJa23,tackles_solo,3,,,,,
player,201510120sdg,pit,HarrJa23,tackles_assists,0,,,,,
player,201510120sdg,pit,HarrJa23,tackles_loss,1,,,,,
player,201510120sdg,pit,HarrJa23,qb_hits,0,,,,,
player,201510120sdg,pit,HarrJa23,fumbles_rec,0,,,,,
player,201510120sdg,pit,HarrJa23,fumbles_rec_yds,0,,,,,
player,201510120sdg,pit,HarrJa23,fumbles_rec_td,0,,,,,
player,201510120sdg,pit,HarrJa23,fumbles_forced,0,,,,,
player,201510120sdg,pit,AlleWi21,def_int,0,,,,,
player,201510120sdg,pit,AlleWi21,def_int_yds,0,,,,,
player,201510120sdg,pit,AlleWi21,def_int_td,0,,,,,
player,201510120sdg,pit,AlleWi21,def_int_long,0,,,,,
player,201510120sdg,pit,AlleWi21,pass_defended,0,,,,,
player,201510120sdg,pit,AlleWi21,sacks,0.0,,,,,
player,201510120sdg,pit,AlleWi21,tackles_combined,2,,,,,
player,201510120sdg,pit,AlleWi21,tackles_solo,2,,,,,
player,201510120sdg,pit,AlleWi21,tackles_assists,0,,,,,
player,201510120sdg,pit,AlleWi21,tackles_loss,0,,,,,
player,201510120sdg,pit,AlleWi21,qb_hits,0,,,,,
player,201510120sdg,pit,AlleWi21,fumbles_rec,0,,,,,
player,201510120sdg,pit,AlleWi21,fumbles_rec_yds,0,,,,,
player,201510120sdg,pit,AlleWi21,fumbles_rec_td,0,,,,,
player,201510120sdg,pit,AlleWi21,fumbles_forced,0,,,,,
player,201510120sdg,pit,GayxWi99,def_int,0,,,,,
player,201510120sdg,pit,GayxWi99,def_int_yds,0,,,,,
player,201510120sdg,pit,GayxWi99,def_int_td,0,,,,,
player,201510120sdg,pit,GayxWi99,def_int_long,0,,,,,
player,201510120sdg,pit,GayxWi99,pass_defended,0,,,,,
player,201510120sdg,pit,GayxWi99,sacks,0.0,,,,,
player,201510120sdg,pit,GayxWi99,tackles_combined,2,,,,,
player,201510120sdg,pit,GayxWi99,tackles_solo,1,,,,,
player,201510120sdg,pit,GayxWi99,tackles_assists,1,,,,,
player,201510120sdg,pit,GayxWi99,tackles_loss,0,,,,,
player,201510120sdg,pit,GayxWi99,qb_hits,0,,,,,
player,201510120sdg,pit,GayxWi99,fumbles_rec,0,,,,,
player,201510120sdg,pit,GayxWi99,fumbles_rec_yds,0,,,,,
player,201510120sdg,pit,GayxWi99,fumbles_rec_td,0,,,,,
player,201510120sdg,pit,GayxWi99,fumbles_forced,0,,,,,
player,201510120sdg,pit,HeywCa01,def_int,0,,,,,
player,201510120sdg,pit,HeywCa01,def_int_yds,0,,,,,
player,201510120sdg,pit,HeywCa01,def_int_td,0,,,,,
player,201510120sdg,pit,HeywCa01,def_int_long,0,,,,,
player,201510120sdg,pit,HeywCa01,pass_defended,0,,,,,
player,201510120sdg,pit,HeywCa01,sacks,0.0,,,,,
player,201510120sdg,pit,HeywCa01,tackles_combined,1,,,,,
player,201510120sdg,pit,HeywCa01,tackles_solo,1,,,,,
player,201510120sdg,pit,HeywCa01,tackles_assists,0,,,,,
player,201510120sdg,pit,HeywCa01,tackles_loss,0,,,,,
player,201510120sdg,pit,HeywCa01,qb_hits,2,,,,,
player,201510120sdg,pit,HeywCa01,fumbles_rec,0,,,,,
player,201510120sdg,pit,HeywCa01,fumbles_rec_yds,0,,,,,
player,201510120sdg,pit,HeywCa01,fumbles_rec_td,0,,,,,
player,201510120sdg,pit,HeywCa01,fumbles_forced,0,,,,,
player,201510120sdg,pit,MoatAr00,def_int,0,,,,,
player,201510120sdg,pit,MoatAr00,def_int_yds,0,,,,,
player,201510120sdg,pit,MoatAr00,def_int_td,0,,,,,
player,201510120sdg,pit,MoatAr00,def_int_long,0,,,,,
player,201510120sdg,pit,MoatAr00,pass_defended,0,,,,,
player,201510120sdg,pit,MoatAr00,sacks,0.0,,,,,
player,201510120sdg,pit,MoatAr00,tackles_combined,1,,,,,
player,201510120sdg,pit,MoatAr00,tackles_solo,1,,,,,
player,201510120sdg,pit,MoatAr00,tackles_assists,0,,,,,
player,201510120sdg,pit,MoatAr00,tackles_loss,0,,,,,
player,201510120sdg,pit,MoatAr00,qb_hits,0,,,,,
player,201510120sdg,pit,MoatAr00,fumbles_rec,0,,,,,
player,201510120sdg,pit,MoatAr00,fumbles_rec_yds,0,,,,,
player,201510120sdg,pit,MoatAr00,fumbles_rec_td,0,,,,,
player,201510120sdg,pit,MoatAr00,fumbles_forced,0,,,,,
player,201510120sdg,pit,NixxRo01,def_int,0,,,,,
player,201510120sdg,pit,NixxRo01,def_int_yds,0,,,,,
player,201510120sdg,pit,NixxRo01,def_int_td,0,,,,,
player,201510120sdg,pit,NixxRo01,def_int_long,0,,,,,
player,201510120sdg,pit,NixxRo01,pass_defended,0,,,,,
player,201510120sdg,pit,NixxRo01,sacks,0.0,,,,,
player,201510120sdg,pit,NixxRo01,tackles_combined,1,,,,,
player,201510120sdg,pit,NixxRo01,tackles_solo,1,,,,,
player,201510120sdg,pit,NixxRo01,tackles_assists,0,,,,,
player,201510120sdg,pit,NixxRo01,tackles_loss,0,,,,,
player,201510120sdg,pit,NixxRo01,qb_hits,0,,,,,
player,201510120sdg,pit,NixxRo01,fumbles_rec,0,,,,,
player,201510120sdg,pit,NixxRo01,fumbles_rec_yds,0,,,,,
player,201510120sdg,pit,NixxRo01,fumbles_rec_td,0,,,,,
player,201510120sdg,pit,NixxRo01,fumbles_forced,0,,,,,
player,201510120sdg,pit,ThomSh00,def_int,0,,,,,
player,201510120sdg,pit,ThomSh00,def_int_yds,0,,,,,
player,201510120sdg,pit,ThomSh00,def_int_td,0,,,,,
player,201510120sdg,pit,ThomSh00,def_int_long,0,,,,,
player,201510120sdg,pit,ThomSh00,pass_defended,0,,,,,
player,201510120sdg,pit,ThomSh00,sacks,0.0,,,,,
player,201510120sdg,pit,ThomSh00,tackles_combined,1,,,,,
player,201510120sdg,pit,ThomSh00,tackles_solo,1,,,,,
player,201510120sdg,pit,ThomSh00,tackles_assists,0,,,,,
player,201510120sdg,pit,ThomSh00,tackles_loss,0,,,,,
player,201510120sdg,pit,ThomSh00,qb_hits,0,,,,,
player,201510120sdg,pit,ThomSh00,fumbles_rec,1,,,,,
player,201510120sdg,pit,ThomSh00,fumbles_rec_yds,0,,,,,
player,201510120sdg,pit,ThomSh00,fumbles_rec_td,0,,,,,
player,201510120sdg,pit,ThomSh00,fumbles_forced,0,,,,,
player,201510120sdg,pit,TodmJo00,def_int,0,,,,,
player,201510120sdg,pit,TodmJo00,def_int_yds,0,,,,,
player,201510120sdg,pit,TodmJo00,def_int_td,0,,,,,
player,201510120sdg,pit,TodmJo00,def_int_long,0,,,,,
player,201510120sdg,pit,TodmJo00,pass_defended,0,,,,,
player,201510120sdg,pit,TodmJo00,sacks,0.0,,,,,
player,201510120sdg,pit,TodmJo00,tackles_combined,1,,,,,
player,201510120sdg,pit,TodmJo00,tackles_solo,1,,,,,
player,201510120sdg,pit,TodmJo00,tackles_assists,0,,,,,
player,201510120sdg,pit,TodmJo00,tackles_loss,0,,,,,
player,201510120sdg,pit,TodmJo00,qb_hits,0,,,,,
player,201510120sdg,pit,TodmJo00,fumbles_rec,0,,,,,
player,201510120sdg,pit,TodmJo00,fumbles_rec_yds,0,,,,,
player,201510120sdg,pit,TodmJo00,fumbles_rec_td,0,,,,,
player,201510120sdg,pit,TodmJo00,fumbles_forced,0,,,,,
player,201510120sdg,pit,BoykBr00,def_int,0,,,,,
player,201510120sdg,pit,BoykBr00,def_int_yds,0,,,,,
player,201510120sdg,pit,BoykBr00,def_int_td,0,,,,,
player,201510120sdg,pit,BoykBr00,def_int_long,0,,,,,
player,201510120sdg,pit,BoykBr00,pass_defended,0,,,,,
player,201510120sdg,pit,BoykBr00,sacks,0.0,,,,,
player,201510120sdg,pit,BoykBr00,tackles_combined,0,,,,,
player,201510120sdg,pit,BoykBr00,tackles_solo,0,,,,,
player,201510120sdg,pit,BoykBr00,tackles_assists,0,,,,,
player,201510120sdg,pit,BoykBr00,tackles_loss,1,,,,,
player,201510120sdg,pit,BoykBr00,qb_hits,1,,,,,
player,201510120sdg,pit,BoykBr00,fumbles_rec,0,,,,,
player,201510120sdg,pit,BoykBr00,fumbles_rec_yds,0,,,,,
player,201510120sdg,pit,BoykBr00,fumbles_rec_td,0,,,,,
player,201510120sdg,pit,BoykBr00,fumbles_forced,0,,,,,
player,201510120sdg,sdg,WilsJi00,def_int,1,,,,,
player,201510120sdg,sdg,WilsJi00,def_int_yds,0,,,,,
player,201510120sdg,sdg,WilsJi00,def_int_td,0,,,,,
player,201510120sdg,sdg,WilsJi00,def_int_long,0,,,,,
player,201510120sdg,sdg,WilsJi00,pass_defended,2,,,,,
player,201510120sdg,sdg,WilsJi00,sacks,0.0,,,,,
player,201510120sdg,sdg,WilsJi00,tackles_combined,3,,,,,
player,201510120sdg,sdg,WilsJi00,tackles_solo,2,,,,,
player,201510120sdg,sdg,WilsJi00,tackles_assists,1,,,,,
player,201510120sdg,sdg,WilsJi00,tackles_loss,0,,,,,
player,201510120sdg,sdg,WilsJi00,qb_hits,0,,,,,
player,201510120sdg,sdg,WilsJi00,fumbles_rec,0,,,,,
player,201510120sdg,sdg,WilsJi00,fumbles_rec_yds,0,,,,,
player,201510120sdg,sdg,WilsJi00,fumbles_rec_td,0,,,,,
player,201510120sdg,sdg,WilsJi00,fumbles_forced,0,,,,,
player,201510120sdg,sdg,LiugCo00,def_int,0,,,,,
player,201510120sdg,sdg,LiugCo00,def_int_yds,0,,,,,
player,201510120sdg,sdg,LiugCo00,def_int_td,0,,,,,
player,201510120sdg,sdg,LiugCo00,def_int_long,0,,,,,
player,201510120sdg,sdg,LiugCo00,pass_defended,0,,,,,
player,201510120sdg,sdg,LiugCo00,sacks,1.0,,,,,
player,201510120sdg,sdg,LiugCo00,tackles_combined,2,,,,,
player,201510120sdg,sdg,LiugCo00,tackles_solo,2,,,,,
player,201510120sdg,sdg,LiugCo00,tackles_assists,0,,,,,
player,201510120sdg,sdg,LiugCo00,tackles_loss,1,,,,,
player,201510120sdg,sdg,LiugCo00,qb_hits,1,,,,,
player,201510120sdg,sdg,LiugCo00,fumbles_rec,0,,,,,
player,201510120sdg,sdg,LiugCo00,fumbles_rec_yds,0,,,,,
player,201510120sdg,sdg,LiugCo00,fumbles_rec_td,0,,,,,
player,201510120sdg,sdg,LiugCo00,fumbles_forced,0,,,,,
player,201510120sdg,sdg,MathRi99,def_int,0,,,,,
player,201510120sdg,sdg,MathRi99,def_int_yds,0,,,,,
player,201510120sdg,sdg,MathRi99,def_int_td,0,,,,,
player,201510120sdg,sdg,MathRi99,def_int_long,0,,,,,
player,201510120sdg,sdg,MathRi99,pass_defended,0,,,,,
player,201510120sdg,sdg,MathRi99,sacks,1.0,,,,,
player,201510120sdg,sdg,MathRi99,tackles_combined,2,,,,,
player,201510120sdg,sdg,MathRi99,tackles_solo,1,,,,,
player,201510120sdg,sdg,MathRi99,tackles_assists,1,,,,,
player,201510120sdg,sdg,MathRi99,tackles_loss,1,,,,,
player,201510120sdg,sdg,MathRi99,qb_hits,1,,,,,
player,201510120sdg,sdg,MathRi99,fumbles_rec,0,,,,,
player,201510120sdg,sdg,MathRi99,fumbles_rec_yds,0,,,,,
player,201510120sdg,sdg,MathRi99,fumbles_rec_td,0,,,,,
player,201510120sdg,sdg,MathRi99,fumbles_forced,0,,,,,
player,201510120sdg,sdg,StucDa20,def_int,0,,,,,
player,201510120sdg,sdg,StucDa20,def_int_yds,0,,,,,
player,201510120sdg,sdg,StucDa20,def_int_td,0,,,,,
player,201510120sdg,sdg,StucDa20,def_int_long,0,,,,,
player,201510120sdg,sdg,StucDa20,pass_defended,0,,,,,
player,201510120sdg,sdg,StucDa20,sacks,1.0,,,,,
player,201510120sdg,sdg,StucDa20,tackles_combined,1,,,,,
player,201510120sdg,sdg,StucDa20,tackles_solo,1,,,,,
player,201510120sdg,sdg,StucDa20,tackles_assists,0,,,,,
player,201510120sdg,sdg,StucDa20,tackles_loss,1,,,,,
player,201510120sdg,sdg,StucDa20,qb_hits,0,,,,,
player,201510120sdg,sdg,StucDa20,fumbles_rec,0,,,,,
player,201510120sdg,sdg,StucDa20,fumbles_rec_yds,0,,,,,
player,201510120sdg,sdg,StucDa20,fumbles_rec_td,0,,,,,
player,201510120sdg,sdg,StucDa20,fumbles_forced,0,,,,,
player,201510120sdg,sdg,AttaJe00,def_int,0,,,,,
player,201510120sdg,sdg,AttaJe00,def_int_yds,0,,,,,
player,201510120sdg,sdg,AttaJe00,def_int_td,0,,,,,
player,201510120sdg,sdg,AttaJe00,def_int_long,0,,,,,
player,201510120sdg,sdg,AttaJe00,pass_defended,0,,,,,
player,201510120sdg,sdg,AttaJe00,sacks,0.0,,,,,
player,201510120sdg,sdg,AttaJe00,tackles_combined,9,,,,,
player,201510120sdg,sdg,AttaJe00,tackles_solo,7,,,,,
player,201510120sdg,sdg,AttaJe00,tackles_assists,2,,,,,
player,201510120sdg,sdg,AttaJe00,tackles_loss,2,,,,,
player,201510120sdg,sdg,AttaJe00,qb_hits,2,,,,,
player,201510120sdg,sdg,AttaJe00,fumbles_rec,0,,,,,
player,201510120sdg,sdg,AttaJe00,fumbles_rec_yds,0,,,,,
player,201510120sdg,sdg,AttaJe00,fumbles_rec_td,0,,,,,
player,201510120sdg,sdg,AttaJe00,fumbles_forced,0,,,,,
player,201510120sdg,sdg,TeoxMa00,def_int,0,,,,,
player,201510120sdg,sdg,TeoxMa00,def_int_yds,0,,,,,
player,201510120sdg,sdg,TeoxMa00,def_int_td,0,,,,,
player,201510120sdg,sdg,TeoxMa00,def_int_long,0,,,,,
player,201510120sdg,sdg,TeoxMa00,pass_defended,0,,,,,
player,201510120sdg,sdg,TeoxMa00,sacks,0.0,,,,,
player,201510120sdg,sdg,TeoxMa00,tackles_combined,7,,,,,
player,201510120sdg,sdg,TeoxMa00,tackles_solo,4,,,,,
player,201510120sdg,sdg,TeoxMa00,tackles_assists,3,,,,,
player,201510120sdg,sdg,TeoxMa00,tackles_loss,0,,,,,
player,201510120sdg,sdg,TeoxMa00,qb_hits,1,,,,,
player,201510120sdg,sdg,TeoxMa00,fumbles_rec,0,,,,,
player,201510120sdg,sdg,TeoxMa00,fumbles_rec_yds,0,,,,,
player,201510120sdg,sdg,TeoxMa00,fumbles_rec_td,0,,,,,
player,201510120sdg,sdg,TeoxMa00,fumbles_forced,0,,,,,
player,201510120sdg,sdg,FlowBr99,def_int,0,,,,,
player,201510120sdg,sdg,FlowBr99,def_int_yds,0,,,,,
player,201510120sdg,sdg,FlowBr99,def_int_td,0,,,,,
player,201510120sdg,sdg,FlowBr99,def_int_long,0,,,,,
player,201510120sdg,sdg,FlowBr99,pass_defended,1,,,,,
player,201510120sdg,sdg,FlowBr99,sacks,0.0,,,,,
player,201510120sdg,sdg,FlowBr99,tackles_combined,6,,,,,
player,201510120sdg,sdg,FlowBr99,tackles_solo,6,,,,,
player,201510120sdg,sdg,FlowBr99,tackles_assists,0,,,,,
player,201510120sdg,sdg,FlowBr99,tackles_loss,0,,,,,
player,201510120sdg,sdg,FlowBr99,qb_hits,0,,,,,
player,201510120sdg,sdg,FlowBr99,fumbles_rec,0,,,,,
player,201510120sdg,sdg,FlowBr99,fumbles_rec_yds,0,,,,,
player,201510120sdg,sdg,FlowBr99,fumbles_rec_td,0,,,,,
player,201510120sdg,sdg,FlowBr99,fumbles_forced,0,,,,,
player,201510120sdg,sdg,ButlDo99,def_int,0,,,,,
player,201510120sdg,sdg,ButlDo99,def_int_yds,0,,,,,
player,201510120sdg,sdg,ButlDo99,def_int_td,0,,,,,
player,201510120sdg,sdg,ButlDo99,def_int_long,0,,,,,
player,201510120sdg,sdg,ButlDo99,pass_defended,0,,,,,
player,201510120sdg,sdg,ButlDo99,sacks,0.0,,,,,
player,201510120sdg,sdg,ButlDo99,tackles_combined,4,,,,,
player,201510120sdg,sdg,ButlDo99,tackles_solo,3,,,,,
player,201510120sdg,sdg,ButlDo99,tackles_assists,1,,,,,
player,201510120sdg,sdg,ButlDo99,tackles_loss,1,,,,,
player,201510120sdg,sdg,ButlDo99,qb_hits,0,,,,,
player,201510120sdg,sdg,ButlDo99,fumbles_rec,0,,,,,
player,201510120sdg,sdg,ButlDo99,fumbles_rec_yds,0,,,,,
player,201510120sdg,sdg,ButlDo99,fumbles_rec_td,0,,,,,
player,201510120sdg,sdg,ButlDo99,fumbles_forced,0,,,,,
player,201510120sdg,sdg,ConnKa99,def_int,0,,,,,
player,201510120sdg,sdg,ConnKa99,def_int_yds,0,,,,,
player,201510120sdg,sdg,ConnKa99,def_int_td,0,,,,,
player,201510120sdg,sdg,ConnKa99,def_int_long,0,,,,,
player,201510120sdg,sdg,ConnKa99,pass_defended,0,,,,,
player,201510120sdg,sdg,ConnKa99,sacks,0.0,,,,,
player,201510120sdg,sdg,ConnKa99,tackles_combined,3,,,,,
player,201510120sdg,sdg,ConnKa99,tackles_solo,2,,,,,
player,201510120sdg,sdg,ConnKa99,tackles_assists,1,,,,,
player,201510120sdg,sdg,ConnKa99,tackles_loss,0,,,,,
player,201510120sdg,sdg,ConnKa99,qb_hits,0,,,,,
player,201510120sdg,sdg,ConnKa99,fumbles_rec,0,,,,,
player,201510120sdg,sdg,ConnKa99,fumbles_rec_yds,0,,,,,
player,201510120sdg,sdg,ConnKa99,fumbles_rec_td,0,,,,,
player,201510120sdg,sdg,ConnKa99,fumbles_forced,0,,,,,
player,201510120sdg,sdg,IngrMe00,def_int,0,,,,,
player,201510120sdg,sdg,IngrMe00,def_int_yds,0,,,,,
player,201510120sdg,sdg,IngrMe00,def_int_td,0,,,,,
player,201510120sdg,sdg,IngrMe00,def_int_long,0,,,,,
player,201510120sdg,sdg,IngrMe00,pass_defended,0,,,,,
player,201510120sdg,sdg,IngrMe00,sacks,0.0,,,,,
player,201510120sdg,sdg,IngrMe00,tackles_combined,3,,,,,
player,201510120sdg,sdg,IngrMe00,tackles_solo,2,,,,,
player,201510120sdg,sdg,IngrMe00,tackles_assists,1,,,,,
player,201510120sdg,sdg,IngrMe00,tackles_loss,1,,,,,
player,201510120sdg,sdg,IngrMe00,qb_hits,1,,,,,
player,201510120sdg,sdg,IngrMe00,fumbles_rec,0,,,,,
player,201510120sdg,sdg,IngrMe00,fumbles_rec_yds,0,,,,,
player,201510120sdg,sdg,IngrMe00,fumbles_rec_td,0,,,,,
player,201510120sdg,sdg,IngrMe00,fumbles_forced,0,,,,,
player,201510120sdg,sdg,RobiPa99,def_int,0,,,,,
player,201510120sdg,sdg,RobiPa99,def_int_yds,0,,,,,
player,201510120sdg,sdg,RobiPa99,def_int_td,0,,,,,
player,201510120sdg,sdg,RobiPa99,def_int_long,0,,,,,
player,201510120sdg,sdg,RobiPa99,pass_defended,1,,,,,
player,201510120sdg,sdg,RobiPa99,sacks,0.0,,,,,
player,201510120sdg,sdg,RobiPa99,tackles_combined,3,,,,,
player,201510120sdg,sdg,RobiPa99,tackles_solo,2,,,,,
player,201510120sdg,sdg,RobiPa99,tackles_assists,1,,,,,
player,201510120sdg,sdg,RobiPa99,tackles_loss,1,,,,,
player,201510120sdg,sdg,RobiPa99,qb_hits,0,,,,,
player,201510120sdg,sdg,RobiPa99,fumbles_rec,0,,,,,
player,201510120sdg,sdg,RobiPa99,fumbles_rec_yds,0,,,,,
player,201510120sdg,sdg,RobiPa99,fumbles_rec_td,0,,,,,
player,201510120sdg,sdg,RobiPa99,fumbles_forced,0,,,,,
player,201510120sdg,sdg,WeddEr99,def_int,0,,,,,
player,201510120sdg,sdg,WeddEr99,def_int_yds,0,,,,,
player,201510120sdg,sdg,WeddEr99,def_int_td,0,,,,,
player,201510120sdg,sdg,WeddEr99,def_int_long,0,,,,,
player,201510120sdg,sdg,WeddEr99,pass_defended,0,,,,,
player,201510120sdg,sdg,WeddEr99,sacks,0.0,,,,,
player,201510120sdg,sdg,WeddEr99,tackles_combined,3,,,,,
player,201510120sdg,sdg,WeddEr99,tackles_solo,1,,,,,
player,201510120sdg,sdg,WeddEr99,tackles_assists,2,,,,,
player,201510120sdg,sdg,WeddEr99,tackles_loss,0,,,,,
player,201510120sdg,sdg,WeddEr99,qb_hits,0,,,,,
player,201510120sdg,sdg,WeddEr99,fumbles_rec,0,,,,,
player,201510120sdg,sdg,WeddEr99,fumbles_rec_yds,0,,,,,
player,201510120sdg,sdg,WeddEr99,fumbles_rec_td,0,,,,,
player,201510120sdg,sdg,WeddEr99,fumbles_forced,0,,,,,
player,201510120sdg,sdg,AddaJa00,def_int,0,,,,,
player,201510120sdg,sdg,AddaJa00,def_int_yds,0,,,,,
player,201510120sdg,sdg,AddaJa00,def_int_td,0,,,,,
player,201510120sdg,sdg,AddaJa00,def_int_long,0,,,,,
player,201510120sdg,sdg,AddaJa00,pass_defended,0,,,,,
player,201510120sdg,sdg,AddaJa00,sacks,0.0,,,,,
player,201510120sdg,sdg,AddaJa00,tackles_combined,2,,,,,
player,201510120sdg,sdg,AddaJa00,tackles_solo,2,,,,,
player,201510120sdg,sdg,AddaJa00,tackles_assists,0,,,,,
player,201510120sdg,sdg,AddaJa00,tackles_loss,0,,,,,
player,201510120sdg,sdg,AddaJa00,qb_hits,0,,,,,
player,201510120sdg,sdg,AddaJa00,fumbles_rec,0,,,,,
player,201510120sdg,sdg,AddaJa00,fumbles_rec_yds,0,,,,,
player,201510120sdg,sdg,AddaJa00,fumbles_rec_td,0,,,,,
player,201510120sdg,sdg,AddaJa00,fumbles_forced,0,,,,,
player,201510120sdg,sdg,CarrRy00,def_int,0,,,,,
player,201510120sdg,sdg,CarrRy00,def_int_yds,0,,,,,
player,201510120sdg,sdg,CarrRy00,def_int_td,0,,,,,
player,201510120sdg,sdg,CarrRy00,def_int_long,0,,,,,
player,201510120sdg,sdg,CarrRy00,pass_defended,0,,,,,
player,201510120sdg,sdg,CarrRy00,sacks,0.0,,,,,
player,201510120sdg,sdg,CarrRy00,tackles_combined,2,,,,,
player,201510120sdg,sdg,CarrRy00,tackles_solo,2,,,,,
player,201510120sdg,sdg,CarrRy00,tackles_assists,0,,,,,
player,201510120sdg,sdg,CarrRy00,tackles_loss,0,,,,,
player,201510120sdg,sdg,CarrRy00,qb_hits,0,,,,,
player,201510120sdg,sdg,CarrRy00,fumbles_rec,0,,,,,
player,201510120sdg,sdg,CarrRy00,fumbles_rec_yds,0,,,,,
player,201510120sdg,sdg,CarrRy00,fumbles_rec_td,0,,,,,
player,201510120sdg,sdg,CarrRy00,fumbles_forced,0,,,,,
player,201510120sdg,sdg,DzubNi00,def_int,0,,,,,
player,201510120sdg,sdg,DzubNi00,def_int_yds,0,,,,,
player,201510120sdg,sdg,DzubNi00,def_int_td,0,,,,,
player,201510120sdg,sdg,DzubNi00,def_int_long,0,,,,,
player,201510120sdg,sdg,DzubNi00,pass_defended,0,,,,,
player,201510120sdg,sdg,DzubNi00,sacks,0.0,,,,,
player,201510120sdg,sdg,DzubNi00,tackles_combined,2,,,,,
player,201510120sdg,sdg,DzubNi00,tackles_solo,2,,,,,
player,201510120sdg,sdg,DzubNi00,tackles_assists,0,,,,,
player,201510120sdg,sdg,DzubNi00,tackles_loss,0,,,,,
