game,2015,15,20151220,201512200min,chi,"Chicago Bears",17,min,"Minnesota Vikings",38
team,201512200min,chi,First Downs,21,,,,,,
team,201512200min,min,First Downs,20,,,,,,
team,201512200min,chi,Rush-Yds-TDs,20-94-0,,,,,,
team,201512200min,min,Rush-Yds-TDs,36-129-1,,,,,,
team,201512200min,chi,Cmp-Att-Yd-TD-INT,26-37-231-2-1,,,,,,
team,201512200min,min,Cmp-Att-Yd-TD-INT,17-20-231-4-0,,,,,,
team,201512200min,chi,Sacked-Yards,5-32,,,,,,
team,201512200min,min,Sacked-Yards,1-10,,,,,,
team,201512200min,chi,Net Pass Yards,199,,,,,,
team,201512200min,min,Net Pass Yards,221,,,,,,
team,201512200min,chi,Total Yards,293,,,,,,
team,201512200min,min,Total Yards,350,,,,,,
team,201512200min,chi,Fumbles-Lost,1-1,,,,,,
team,201512200min,min,Fumbles-Lost,1-0,,,,,,
team,201512200min,chi,Turnovers,2,,,,,,
team,201512200min,min,Turnovers,0,,,,,,
team,201512200min,chi,Penalties-Yards,6-39,,,,,,
team,201512200min,min,Penalties-Yards,4-45,,,,,,
team,201512200min,chi,Third Down Conv.,5-12,,,,,,
team,201512200min,min,Third Down Conv.,8-12,,,,,,
team,201512200min,chi,Fourth Down Conv.,1-1,,,,,,
team,201512200min,min,Fourth Down Conv.,0-0,,,,,,
team,201512200min,chi,Time of Possession,27:50,,,,,,
team,201512200min,min,Time of Possession,32:10,,,,,,
player,201512200min,chi,CutlJa00,pass_cmp,26,,,,,
player,201512200min,chi,CutlJa00,pass_att,37,,,,,
player,201512200min,chi,CutlJa00,pass_yds,231,,,,,
player,201512200min,chi,CutlJa00,pass_td,2,,,,,
player,201512200min,chi,CutlJa00,pass_int,1,,,,,
player,201512200min,chi,CutlJa00,pass_sacked,5,,,,,
player,201512200min,chi,CutlJa00,pass_sacked_yds,32,,,,,
player,201512200min,chi,CutlJa00,pass_long,20,,,,,
player,201512200min,chi,CutlJa00,pass_rating,93.4,,,,,
player,201512200min,chi,CutlJa00,rush_att,1,,,,,
player,201512200min,chi,CutlJa00,rush_yds,1,,,,,
player,201512200min,chi,CutlJa00,rush_td,0,,,,,
player,201512200min,chi,CutlJa00,rush_long,1,,,,,
player,201512200min,chi,CutlJa00,targets,0,,,,,
player,201512200min,chi,CutlJa00,rec,0,,,,,
player,201512200min,chi,CutlJa00,rec_yds,0,,,,,
player,201512200min,chi,CutlJa00,rec_td,0,,,,,
player,201512200min,chi,CutlJa00,rec_long,0,,,,,
player,201512200min,chi,CutlJa00,fumbles,1,,,,,
player,201512200min,chi,CutlJa00,fumbles_lost,1,,,,,
player,201512200min,chi,FortMa00,pass_cmp,0,,,,,
player,201512200min,chi,FortMa00,pass_att,0,,,,,
player,201512200min,chi,FortMa00,pass_yds,0,,,,,
player,201512200min,chi,FortMa00,pass_td,0,,,,,
player,201512200min,chi,FortMa00,pass_int,0,,,,,
player,201512200min,chi,FortMa00,pass_sacked,0,,,,,
player,201512200min,chi,FortMa00,pass_sacked_yds,0,,,,,
player,201512200min,chi,FortMa00,pass_long,0,,,,,
player,201512200min,chi,FortMa00,pass_rating,,,,,,
player,201512200min,chi,FortMa00,rush_att,8,,,,,
player,201512200min,chi,FortMa00,rush_yds,47,,,,,
player,201512200min,chi,FortMa00,rush_td,0,,,,,
player,201512200min,chi,FortMa00,rush_long,13,,,,,
player,201512200min,chi,FortMa00,targets,7,,,,,
player,201512200min,chi,FortMa00,rec,6,,,,,
player,201512200min,chi,FortMa00,rec_yds,57,,,,,
