game,2015,13,20151207,201512070was,dal,"Dallas Cowboys",19,was,"Washington Redskins",16
team,201512070was,dal,First Downs,16,,,,,,
team,201512070was,was,First Downs,15,,,,,,
team,201512070was,dal,Rush-Yds-TDs,24-97-1,,,,,,
team,201512070was,was,Rush-Yds-TDs,26-73-0,,,,,,
team,201512070was,dal,Cmp-Att-Yd-TD-INT,16-29-223-0-0,,,,,,
team,201512070was,was,Cmp-Att-Yd-TD-INT,22-31-219-1-0,,,,,,
team,201512070was,dal,Sacked-Yards,1-2,,,,,,
team,201512070was,was,Sacked-Yards,3-26,,,,,,
team,201512070was,dal,Net Pass Yards,221,,,,,,
team,201512070was,was,Net Pass Yards,193,,,,,,
team,201512070was,dal,Total Yards,318,,,,,,
team,201512070was,was,Total Yards,266,,,,,,
team,201512070was,dal,Fumbles-Lost,4-3,,,,,,
team,201512070was,was,Fumbles-Lost,2-1,,,,,,
team,201512070was,dal,Turnovers,3,,,,,,
team,201512070was,was,Turnovers,1,,,,,,
team,201512070was,dal,Penalties-Yards,8-70,,,,,,
team,201512070was,was,Penalties-Yards,9-73,,,,,,
team,201512070was,dal,Third Down Conv.,1-9,,,,,,
team,201512070was,was,Third Down Conv.,6-16,,,,,,
team,201512070was,dal,Fourth Down Conv.,0-0,,,,,,
team,201512070was,was,Fourth Down Conv.,0-0,,,,,,
team,201512070was,dal,Time of Possession,27:13,,,,,,
team,201512070was,was,Time of Possession,32:47,,,,,,
player,201512070was,dal,CassMa00,pass_cmp,16,,,,,
player,201512070was,dal,CassMa00,pass_att,29,,,,,
player,201512070was,dal,CassMa00,pass_yds,223,,,,,
player,201512070was,dal,CassMa00,pass_td,0,,,,,
player,201512070was,dal,CassMa00,pass_int,0,,,,,
player,201512070was,dal,CassMa00,pass_sacked,1,,,,,
player,201512070was,dal,CassMa00,pass_sacked_yds,2,,,,,
player,201512070was,dal,CassMa00,pass_long,42,,,,,
player,201512070was,dal,CassMa00,pass_rating,80.1,,,,,
player,201512070was,dal,CassMa00,rush_att,2,,,,,
player,201512070was,dal,CassMa00,rush_yds,-3,,,,,
player,201512070was,dal,CassMa00,rush_td,0,,,,,
player,201512070was,dal,CassMa00,rush_long,7,,,,,
player,201512070was,dal,CassMa00,targets,0,,,,,
player,201512070was,dal,CassMa00,rec,0,,,,,
player,201512070was,dal,CassMa00,rec_yds,0,,,,,
player,201512070was,dal,CassMa00,rec_td,0,,,,,
player,201512070was,dal,CassMa00,rec_long,0,,,,,
player,201512070was,dal,CassMa00,fumbles,1,,,,,
player,201512070was,dal,CassMa00,fumbles_lost,0,,,,,
player,201512070was,dal,McFaDa00,pass_cmp,0,,,,,
player,201512070was,dal,McFaDa00,pass_att,0,,,,,
player,201512070was,dal,McFaDa00,pass_yds,0,,,,,
player,201512070was,dal,McFaDa00,pass_td,0,,,,,
player,201512070was,dal,McFaDa00,pass_int,0,,,,,
player,201512070was,dal,McFaDa00,pass_sacked,0,,,,,
player,201512070was,dal,McFaDa00,pass_sacked_yds,0,,,,,
player,201512070was,dal,McFaDa00,pass_long,0,,,,,
player,201512070was,dal,McFaDa00,pass_rating,,,,,,
player,201512070was,dal,McFaDa00,rush_att,14,,,,,
player,201512070was,dal,McFaDa00,rush_yds,53,,,,,
player,201512070was,dal,McFaDa00,rush_td,1,,,,,
player,201512070was,dal,McFaDa00,rush_long,9,,,,,
player,201512070was,dal,McFaDa00,targets,1,,,,,
player,201512070was,dal,McFaDa00,rec,1,,,,,
player,201512070was,dal,McFaDa00,rec_yds,6,,,,,
player,201512070was,dal,McFaDa00,rec_td,0,,,,,
player,201512070was,dal,McFaDa00,rec_long,6,,,,,
player,201512070was,dal,McFaDa00,fumbles,2,,,,,
player,201512070was,dal,McFaDa00,fumbles_lost,2,,,,,
player,201512070was,dal,WhitLu00,pass_cmp,0,,,,,
player,201512070was,dal,WhitLu00,pass_att,0,,,,,
player,201512070was,dal,WhitLu00,pass_yds,0,,,,,
player,201512070was,dal,WhitLu00,pass_td,0,,,,,
player,201512070was,dal,WhitLu00,pass_int,0,,,,,
player,201512070was,dal,WhitLu00,pass_sacked,0,,,,,
player,201512070was,dal,WhitLu00,pass_sacked_yds,0,,,,,
player,201512070was,dal,WhitLu00,pass_long,0,,,,,
player,201512070was,dal,WhitLu00,pass_rating,,,,,,
player,201512070was,dal,WhitLu00,rush_att,2,,,,,
player,201512070was,dal,WhitLu00,rush_yds,35,,,,,
player,201512070was,dal,WhitLu00,rush_td,0,,,,,
player,201512070was,dal,WhitLu00,rush_long,22,,,,,
player,201512070was,dal,WhitLu00,targets,1,,,,,
player,201512070was,dal,WhitLu00,rec,1,,,,,
player,201512070was,dal,WhitLu00,rec_yds,5,,,,,
