game,2015,17,20160103,201601030crd,sea,"Seattle Seahawks",36,crd,"Arizona Cardinals",6
team,201601030crd,sea,First Downs,22,,,,,,
team,201601030crd,crd,First Downs,16,,,,,,
team,201601030crd,sea,Rush-Yds-TDs,36-145-1,,,,,,
team,201601030crd,crd,Rush-Yds-TDs,13-27-0,,,,,,
team,201601030crd,sea,Cmp-Att-Yd-TD-INT,22-32-225-3-0,,,,,,
team,201601030crd,crd,Cmp-Att-Yd-TD-INT,20-43-213-1-3,,,,,,
team,201601030crd,sea,Sacked-Yards,1-16,,,,,,
team,201601030crd,crd,Sacked-Yards,2-8,,,,,,
team,201601030crd,sea,Net Pass Yards,209,,,,,,
team,201601030crd,crd,Net Pass Yards,205,,,,,,
team,201601030crd,sea,Total Yards,354,,,,,,
team,201601030crd,crd,Total Yards,232,,,,,,
team,201601030crd,sea,Fumbles-Lost,0-0,,,,,,
team,201601030crd,crd,Fumbles-Lost,0-0,,,,,,
team,201601030crd,sea,Turnovers,0,,,,,,
team,201601030crd,crd,Turnovers,3,,,,,,
team,201601030crd,sea,Penalties-Yards,6-70,,,,,,
team,201601030crd,crd,Penalties-Yards,6-43,,,,,,
team,201601030crd,sea,Third Down Conv.,8-15,,,,,,
team,201601030crd,crd,Third Down Conv.,5-12,,,,,,
team,201601030crd,sea,Fourth Down Conv.,1-1,,,,,,
team,201601030crd,crd,Fourth Down Conv.,0-1,,,,,,
team,201601030crd,sea,Time of Possession,36:37,,,,,,
team,201601030crd,crd,Time of Possession,23:23,,,,,,
player,201601030crd,sea,WilsRu00,pass_cmp,19,,,,,
player,201601030crd,sea,WilsRu00,pass_att,28,,,,,
player,201601030crd,sea,WilsRu00,pass_yds,197,,,,,
player,201601030crd,sea,WilsRu00,pass_td,3,,,,,
player,201601030crd,sea,WilsRu00,pass_int,0,,,,,
player,201601030crd,sea,WilsRu00,pass_sacked,1,,,,,
player,201601030crd,sea,WilsRu00,pass_sacked_yds,16,,,,,
player,201601030crd,sea,WilsRu00,pass_long,36,,,,,
player,201601030crd,sea,WilsRu00,pass_rating,123.7,,,,,
player,201601030crd,sea,WilsRu00,rush_att,5,,,,,
player,201601030crd,sea,WilsRu00,rush_yds,13,,,,,
player,201601030crd,sea,WilsRu00,rush_td,0,,,,,
player,201601030crd,sea,WilsRu00,rush_long,9,,,,,
player,201601030crd,sea,WilsRu00,targets,0,,,,,
player,201601030crd,sea,WilsRu00,rec,0,,,,,
player,201601030crd,sea,WilsRu00,rec_yds,0,,,,,
player,201601030crd,sea,WilsRu00,rec_td,0,,,,,
player,201601030crd,sea,WilsRu00,rec_long,0,,,,,
player,201601030crd,sea,WilsRu00,fumbles,0,,,,,
player,201601030crd,sea,WilsRu00,fumbles_lost,0,,,,,
player,201601030crd,sea,JackTa00,pass_cmp,3,,,,,
player,201601030crd,sea,JackTa00,pass_att,4,,,,,
player,201601030crd,sea,JackTa00,pass_yds,28,,,,,
player,201601030crd,sea,JackTa00,pass_td,0,,,,,
player,201601030crd,sea,JackTa00,pass_int,0,,,,,
player,201601030crd,sea,JackTa00,pass_sacked,0,,,,,
player,201601030crd,sea,JackTa00,pass_sacked_yds,0,,,,,
player,201601030crd,sea,JackTa00,pass_long,17,,,,,
player,201601030crd,sea,JackTa00,pass_rating,93.7,,,,,
player,201601030crd,sea,JackTa00,rush_att,2,,,,,
player,201601030crd,sea,JackTa00,rush_yds,-2,,,,,
player,201601030crd,sea,JackTa00,rush_td,0,,,,,
player,201601030crd,sea,JackTa00,rush_long,-1,,,,,
player,201601030crd,sea,JackTa00,targets,0,,,,,
player,201601030crd,sea,JackTa00,rec,0,,,,,
player,201601030crd,sea,JackTa00,rec_yds,0,,,,,
player,201601030crd,sea,JackTa00,rec_td,0,,,,,
player,201601030crd,sea,JackTa00,rec_long,0,,,,,
player,201601030crd,sea,JackTa00,fumbles,0,,,,,
player,201601030crd,sea,JackTa00,fumbles_lost,0,,,,,
player,201601030crd,sea,MichCh00,pass_cmp,0,,,,,
player,201601030crd,sea,MichCh00,pass_att,0,,,,,
player,201601030crd,sea,MichCh00,pass_yds,0,,,,,
player,201601030crd,sea,MichCh00,pass_td,0,,,,,
player,201601030crd,sea,MichCh00,pass_int,0,,,,,
player,201601030crd,sea,MichCh00,pass_sacked,0,,,,,
player,201601030crd,sea,MichCh00,pass_sacked_yds,0,,,,,
player,201601030crd,sea,MichCh00,pass_long,0,,,,,
player,201601030crd,sea,MichCh00,pass_rating,,,,,,
player,201601030crd,sea,MichCh00,rush_att,17,,,,,
player,201601030crd,sea,MichCh00,rush_yds,102,,,,,
player,201601030crd,sea,MichCh00,rush_td,0,,,,,
player,201601030crd,sea,MichCh00,rush_long,45,,,,,
player,201601030crd,sea,MichCh00,targets,1,,,,,
player,201601030crd,sea,MichCh00,rec,0,,,,,
player,201601030crd,sea,MichCh00,rec_yds,0,,,,,
player,201601030crd,sea,MichCh00,rec_td,0,,,,,
player,201601030crd,sea,MichCh00,rec_long,0,,,,,
player,201601030crd,sea,MichCh00,fumbles,0,,,,,
player,201601030crd,sea,MichCh00,fumbles_lost,0,,,,,
player,201601030crd,sea,BrowBr02,pass_cmp,0,,,,,
player,201601030crd,sea,BrowBr02,pass_att,0,,,,,
player,201601030crd,sea,BrowBr02,pass_yds,0,,,,,
player,201601030crd,sea,BrowBr02,pass_td,0,,,,,
player,201601030crd,sea,BrowBr02,pass_int,0,,,,,
player,201601030crd,sea,BrowBr02,pass_sacked,0,,,,,
player,201601030crd,sea,BrowBr02,pass_sacked_yds,0,,,,,
player,201601030crd,sea,BrowBr02,pass_long,0,,,,,
player,201601030crd,sea,BrowBr02,pass_rating,,,,,,
player,201601030crd,sea,BrowBr02,rush_att,9,,,,,
player,201601030crd,sea,BrowBr02,rush_yds,20,,,,,
player,201601030crd,sea,BrowBr02,rush_td,1,,,,,
player,201601030crd,sea,BrowBr02,rush_long,5,,,,,
player,201601030crd,sea,BrowBr02,targets,0,,,,,
player,201601030crd,sea,BrowBr02,rec,0,,,,,
player,201601030crd,sea,BrowBr02,rec_yds,0,,,,,
player,201601030crd,sea,BrowBr02,rec_td,0,,,,,
player,201601030crd,sea,BrowBr02,rec_long,0,,,,,
player,201601030crd,sea,BrowBr02,fumbles,0,,,,,
player,201601030crd,sea,BrowBr02,fumbles_lost,0,,,,,
player,201601030crd,sea,LockTy00,pass_cmp,0,,,,,
player,201601030crd,sea,LockTy00,pass_att,0,,,,,
player,201601030crd,sea,LockTy00,pass_yds,0,,,,,
player,201601030crd,sea,LockTy00,pass_td,0,,,,,
player,201601030crd,sea,LockTy00,pass_int,0,,,,,
player,201601030crd,sea,LockTy00,pass_sacked,0,,,,,
player,201601030crd,sea,LockTy00,pass_sacked_yds,0,,,,,
player,201601030crd,sea,LockTy00,pass_long,0,,,,,
player,201601030crd,sea,LockTy00,pass_rating,,,,,,
player,201601030crd,sea,LockTy00,rush_att,2,,,,,
player,201601030crd,sea,LockTy00,rush_yds,7,,,,,
player,201601030crd,sea,LockTy00,rush_td,0,,,,,
player,201601030crd,sea,LockTy00,rush_long,8,,,,,
player,201601030crd,sea,LockTy00,targets,4,,,,,
player,201601030crd,sea,LockTy00,rec,2,,,,,
player,201601030crd,sea,LockTy00,rec_yds,36,,,,,
player,201601030crd,sea,LockTy00,rec_td,0,,,,,
player,201601030crd,sea,LockTy00,rec_long,36,,,,,
player,201601030crd,sea,LockTy00,fumbles,0,,,,,
player,201601030crd,sea,LockTy00,fumbles_lost,0,,,,,
player,201601030crd,sea,WillKa02,pass_cmp,0,,,,,
player,201601030crd,sea,WillKa02,pass_att,0,,,,,
player,201601030crd,sea,WillKa02,pass_yds,0,,,,,
player,201601030crd,sea,WillKa02,pass_td,0,,,,,
player,201601030crd,sea,WillKa02,pass_int,0,,,,,
player,201601030crd,sea,WillKa02,pass_sacked,0,,,,,
player,201601030crd,sea,WillKa02,pass_sacked_yds,0,,,,,
player,201601030crd,sea,WillKa02,pass_long,0,,,,,
player,201601030crd,sea,WillKa02,pass_rating,,,,,,
player,201601030crd,sea,WillKa02,rush_att,1,,,,,
player,201601030crd,sea,WillKa02,rush_yds,5,,,,,
player,201601030crd,sea,WillKa02,rush_td,0,,,,,
player,201601030crd,sea,WillKa02,rush_long,5,,,,,
player,201601030crd,sea,WillKa02,targets,1,,,,,
player,201601030crd,sea,WillKa02,rec,1,,,,,
player,201601030crd,sea,WillKa02,rec_yds,8,,,,,
player,201601030crd,sea,WillKa02,rec_td,0,,,,,
player,201601030crd,sea,WillKa02,rec_long,8,,,,,
player,201601030crd,sea,WillKa02,fumbles,0,,,,,
player,201601030crd,sea,WillKa02,fumbles_lost,0,,,,,
player,201601030crd,sea,BaldDo00,pass_cmp,0,,,,,
player,201601030crd,sea,BaldDo00,pass_att,0,,,,,
player,201601030crd,sea,BaldDo00,pass_yds,0,,,,,
player,201601030crd,sea,BaldDo00,pass_td,0,,,,,
player,201601030crd,sea,BaldDo00,pass_int,0,,,,,
player,201601030crd,sea,BaldDo00,pass_sacked,0,,,,,
player,201601030crd,sea,BaldDo00,pass_sacked_yds,0,,,,,
player,201601030crd,sea,BaldDo00,pass_long,0,,,,,
player,201601030crd,sea,BaldDo00,pass_rating,,,,,,
player,201601030crd,sea,BaldDo00,rush_att,0,,,,,
player,201601030crd,sea,BaldDo00,rush_yds,0,,,,,
player,201601030crd,sea,BaldDo00,rush_td,0,,,,,
player,201601030crd,sea,BaldDo00,rush_long,0,,,,,
player,201601030crd,sea,BaldDo00,targets,7,,,,,
player,201601030crd,sea,BaldDo00,rec,5,,,,,
player,201601030crd,sea,BaldDo00,rec_yds,46,,,,,
player,201601030crd,sea,BaldDo00,rec_td,0,,,,,
player,201601030crd,sea,BaldDo00,rec_long,15,,,,,
