game,2015,3,20150927,201509270htx,tam,"Tampa Bay Buccaneers",9,htx,"Houston Texans",19
player,201509270htx,tam,McDoCl99,qb_hits,0,,,,,
player,201509270htx,tam,McDoCl99,fumbles_rec,0,,,,,
player,201509270htx,tam,McDoCl99,fumbles_rec_yds,0,,,,,
player,201509270htx,tam,McDoCl99,fumbles_rec_td,0,,,,,
player,201509270htx,tam,McDoCl99,fumbles_forced,0,,,,,
player,201509270htx,tam,McDoBr01,def_int,0,,,,,
player,201509270htx,tam,McDoBr01,def_int_yds,0,,,,,
player,201509270htx,tam,McDoBr01,def_int_td,0,,,,,
player,201509270htx,tam,McDoBr01,def_int_long,0,,,,,
player,201509270htx,tam,McDoBr01,pass_defended,0,,,,,
player,201509270htx,tam,McDoBr01,sacks,0.0,,,,,
player,201509270htx,tam,McDoBr01,tackles_combined,8,,,,,
player,201509270htx,tam,McDoBr01,tackles_solo,3,,,,,
player,201509270htx,tam,McDoBr01,tackles_assists,5,,,,,
player,201509270htx,tam,McDoBr01,tackles_loss,0,,,,,
player,201509270htx,tam,McDoBr01,qb_hits,0,,,,,
player,201509270htx,tam,McDoBr01,fumbles_rec,0,,,,,
player,201509270htx,tam,McDoBr01,fumbles_rec_yds,0,,,,,
player,201509270htx,tam,McDoBr01,fumbles_rec_td,0,,,,,
player,201509270htx,tam,McDoBr01,fumbles_forced,0,,,,,
player,201509270htx,tam,ContCh00,def_int,0,,,,,
player,201509270htx,tam,ContCh00,def_int_yds,0,,,,,
player,201509270htx,tam,ContCh00,def_int_td,0,,,,,
player,201509270htx,tam,ContCh00,def_int_long,0,,,,,
player,201509270htx,tam,ContCh00,pass_defended,0,,,,,
player,201509270htx,tam,ContCh00,sacks,0.0,,,,,
player,201509270htx,tam,ContCh00,tackles_combined,7,,,,,
player,201509270htx,tam,ContCh00,tackles_solo,5,,,,,
player,201509270htx,tam,ContCh00,tackles_assists,2,,,,,
player,201509270htx,tam,ContCh00,tackles_loss,1,,,,,
player,201509270htx,tam,ContCh00,qb_hits,0,,,,,
player,201509270htx,tam,ContCh00,fumbles_rec,0,,,,,
player,201509270htx,tam,ContCh00,fumbles_rec_yds,0,,,,,
player,201509270htx,tam,ContCh00,fumbles_rec_td,0,,,,,
player,201509270htx,tam,ContCh00,fumbles_forced,0,,,,,
player,201509270htx,tam,JennTi20,def_int,0,,,,,
player,201509270htx,tam,JennTi20,def_int_yds,0,,,,,
player,201509270htx,tam,JennTi20,def_int_td,0,,,,,
player,201509270htx,tam,JennTi20,def_int_long,0,,,,,
player,201509270htx,tam,JennTi20,pass_defended,0,,,,,
player,201509270htx,tam,JennTi20,sacks,0.0,,,,,
player,201509270htx,tam,JennTi20,tackles_combined,6,,,,,
player,201509270htx,tam,JennTi20,tackles_solo,4,,,,,
player,201509270htx,tam,JennTi20,tackles_assists,2,,,,,
player,201509270htx,tam,JennTi20,tackles_loss,1,,,,,
player,201509270htx,tam,JennTi20,qb_hits,0,,,,,
player,201509270htx,tam,JennTi20,fumbles_rec,0,,,,,
player,201509270htx,tam,JennTi20,fumbles_rec_yds,0,,,,,
player,201509270htx,tam,JennTi20,fumbles_rec_td,0,,,,,
player,201509270htx,tam,JennTi20,fumbles_forced,0,,,,,
player,201509270htx,tam,SweaDJ00,def_int,0,,,,,
player,201509270htx,tam,SweaDJ00,def_int_yds,0,,,,,
player,201509270htx,tam,SweaDJ00,def_int_td,0,,,,,
player,201509270htx,tam,SweaDJ00,def_int_long,0,,,,,
player,201509270htx,tam,SweaDJ00,pass_defended,0,,,,,
player,201509270htx,tam,SweaDJ00,sacks,0.0,,,,,
player,201509270htx,tam,SweaDJ00,tackles_combined,6,,,,,
player,201509270htx,tam,SweaDJ00,tackles_solo,4,,,,,
player,201509270htx,tam,SweaDJ00,tackles_assists,2,,,,,
player,201509270htx,tam,SweaDJ00,tackles_loss,0,,,,,
player,201509270htx,tam,SweaDJ00,qb_hits,0,,,,,
player,201509270htx,tam,SweaDJ00,fumbles_rec,0,,,,,
player,201509270htx,tam,SweaDJ00,fumbles_rec_yds,0,,,,,
player,201509270htx,tam,SweaDJ00,fumbles_rec_td,0,,,,,
player,201509270htx,tam,SweaDJ00,fumbles_forced,0,,,,,
player,201509270htx,tam,SmitJa01,def_int,0,,,,,
player,201509270htx,tam,SmitJa01,def_int_yds,0,,,,,
player,201509270htx,tam,SmitJa01,def_int_td,0,,,,,
player,201509270htx,tam,SmitJa01,def_int_long,0,,,,,
player,201509270htx,tam,SmitJa01,pass_defended,0,,,,,
player,201509270htx,tam,SmitJa01,sacks,0.0,,,,,
player,201509270htx,tam,SmitJa01,tackles_combined,5,,,,,
player,201509270htx,tam,SmitJa01,tackles_solo,4,,,,,
player,201509270htx,tam,SmitJa01,tackles_assists,1,,,,,
player,201509270htx,tam,SmitJa01,tackles_loss,1,,,,,
player,201509270htx,tam,SmitJa01,qb_hits,0,,,,,
player,201509270htx,tam,SmitJa01,fumbles_rec,0,,,,,
player,201509270htx,tam,SmitJa01,fumbles_rec_yds,0,,,,,
player,201509270htx,tam,SmitJa01,fumbles_rec_td,0,,,,,
player,201509270htx,tam,SmitJa01,fumbles_forced,0,,,,,
player,201509270htx,tam,GholWi00,def_int,0,,,,,
player,201509270htx,tam,GholWi00,def_int_yds,0,,,,,
player,201509270htx,tam,GholWi00,def_int_td,0,,,,,
player,201509270htx,tam,GholWi00,def_int_long,0,,,,,
player,201509270htx,tam,GholWi00,pass_defended,0,,,,,
player,201509270htx,tam,GholWi00,sacks,0.0,,,,,
player,201509270htx,tam,GholWi00,tackles_combined,4,,,,,
player,201509270htx,tam,GholWi00,tackles_solo,2,,,,,
player,201509270htx,tam,GholWi00,tackles_assists,2,,,,,
player,201509270htx,tam,GholWi00,tackles_loss,2,,,,,
player,201509270htx,tam,GholWi00,qb_hits,1,,,,,
player,201509270htx,tam,GholWi00,fumbles_rec,0,,,,,
player,201509270htx,tam,GholWi00,fumbles_rec_yds,0,,,,,
player,201509270htx,tam,GholWi00,fumbles_rec_td,0,,,,,
player,201509270htx,tam,GholWi00,fumbles_forced,0,,,,,
player,201509270htx,tam,CartBr00,def_int,0,,,,,
player,201509270htx,tam,CartBr00,def_int_yds,0,,,,,
player,201509270htx,tam,CartBr00,def_int_td,0,,,,,
player,201509270htx,tam,CartBr00,def_int_long,0,,,,,
player,201509270htx,tam,CartBr00,pass_defended,1,,,,,
player,201509270htx,tam,CartBr00,sacks,0.0,,,,,
player,201509270htx,tam,CartBr00,tackles_combined,3,,,,,
player,201509270htx,tam,CartBr00,tackles_solo,2,,,,,
player,201509270htx,tam,CartBr00,tackles_assists,1,,,,,
player,201509270htx,tam,CartBr00,tackles_loss,0,,,,,
player,201509270htx,tam,CartBr00,qb_hits,0,,,,,
player,201509270htx,tam,CartBr00,fumbles_rec,0,,,,,
player,201509270htx,tam,CartBr00,fumbles_rec_yds,0,,,,,
player,201509270htx,tam,CartBr00,fumbles_rec_td,0,,,,,
player,201509270htx,tam,CartBr00,fumbles_forced,0,,,,,
player,201509270htx,tam,JenkMi99,def_int,0,,,,,
player,201509270htx,tam,JenkMi99,def_int_yds,0,,,,,
player,201509270htx,tam,JenkMi99,def_int_td,0,,,,,
player,201509270htx,tam,JenkMi99,def_int_long,0,,,,,
player,201509270htx,tam,JenkMi99,pass_defended,1,,,,,
player,201509270htx,tam,JenkMi99,sacks,0.0,,,,,
player,201509270htx,tam,JenkMi99,tackles_combined,3,,,,,
player,201509270htx,tam,JenkMi99,tackles_solo,3,,,,,
player,201509270htx,tam,JenkMi99,tackles_assists,0,,,,,
player,201509270htx,tam,JenkMi99,tackles_loss,0,,,,,
player,201509270htx,tam,JenkMi99,qb_hits,0,,,,,
player,201509270htx,tam,JenkMi99,fumbles_rec,0,,,,,
player,201509270htx,tam,JenkMi99,fumbles_rec_yds,0,,,,,
player,201509270htx,tam,JenkMi99,fumbles_rec_td,0,,,,,
player,201509270htx,tam,JenkMi99,fumbles_forced,0,,,,,
player,201509270htx,tam,LansDa00,def_int,0,,,,,
player,201509270htx,tam,LansDa00,def_int_yds,0,,,,,
player,201509270htx,tam,LansDa00,def_int_td,0,,,,,
player,201509270htx,tam,LansDa00,def_int_long,0,,,,,
player,201509270htx,tam,LansDa00,pass_defended,1,,,,,
player,201509270htx,tam,LansDa00,sacks,0.0,,,,,
player,201509270htx,tam,LansDa00,tackles_combined,3,,,,,
player,201509270htx,tam,LansDa00,tackles_solo,3,,,,,
player,201509270htx,tam,LansDa00,tackles_assists,0,,,,,
player,201509270htx,tam,LansDa00,tackles_loss,0,,,,,
player,201509270htx,tam,LansDa00,qb_hits,0,,,,,
player,201509270htx,tam,LansDa00,fumbles_rec,0,,,,,
player,201509270htx,tam,LansDa00,fumbles_rec_yds,0,,,,,
player,201509270htx,tam,LansDa00,fumbles_rec_td,0,,,,,
player,201509270htx,tam,LansDa00,fumbles_forced,1,,,,,
player,201509270htx,tam,BankJo00,def_int,0,,,,,
player,201509270htx,tam,BankJo00,def_int_yds,0,,,,,
player,201509270htx,tam,BankJo00,def_int_td,0,,,,,
player,201509270htx,tam,BankJo00,def_int_long,0,,,,,
player,201509270htx,tam,BankJo00,pass_defended,0,,,,,
player,201509270htx,tam,BankJo00,sacks,0.0,,,,,
player,201509270htx,tam,BankJo00,tackles_combined,2,,,,,
player,201509270htx,tam,BankJo00,tackles_solo,0,,,,,
player,201509270htx,tam,BankJo00,tackles_assists,2,,,,,
player,201509270htx,tam,BankJo00,tackles_loss,0,,,,,
player,201509270htx,tam,BankJo00,qb_hits,0,,,,,
player,201509270htx,tam,BankJo00,fumbles_rec,0,,,,,
player,201509270htx,tam,BankJo00,fumbles_rec_yds,0,,,,,
player,201509270htx,tam,BankJo00,fumbles_rec_td,0,,,,,
player,201509270htx,tam,BankJo00,fumbles_forced,0,,,,,
player,201509270htx,tam,JohnGe00,def_int,0,,,,,
player,201509270htx,tam,JohnGe00,def_int_yds,0,,,,,
player,201509270htx,tam,JohnGe00,def_int_td,0,,,,,
player,201509270htx,tam,JohnGe00,def_int_long,0,,,,,
player,201509270htx,tam,JohnGe00,pass_defended,0,,,,,
player,201509270htx,tam,JohnGe00,sacks,0.0,,,,,
player,201509270htx,tam,JohnGe00,tackles_combined,2,,,,,
player,201509270htx,tam,JohnGe00,tackles_solo,2,,,,,
player,201509270htx,tam,JohnGe00,tackles_assists,0,,,,,
player,201509270htx,tam,JohnGe00,tackles_loss,0,,,,,
player,201509270htx,tam,JohnGe00,qb_hits,1,,,,,
player,201509270htx,tam,JohnGe00,fumbles_rec,0,,,,,
player,201509270htx,tam,JohnGe00,fumbles_rec_yds,0,,,,,
player,201509270htx,tam,JohnGe00,fumbles_rec_td,0,,,,,
player,201509270htx,tam,JohnGe00,fumbles_forced,0,,,,,
player,201509270htx,tam,McCoGe99,def_int,0,,,,,
player,201509270htx,tam,McCoGe99,def_int_yds,0,,,,,
player,201509270htx,tam,McCoGe99,def_int_td,0,,,,,
player,201509270htx,tam,McCoGe99,def_int_long,0,,,,,
player,201509270htx,tam,McCoGe99,pass_defended,0,,,,,
player,201509270htx,tam,McCoGe99,sacks,0.0,,,,,
player,201509270htx,tam,McCoGe99,tackles_combined,2,,,,,
player,201509270htx,tam,McCoGe99,tackles_solo,1,,,,,
player,201509270htx,tam,McCoGe99,tackles_assists,1,,,,,
player,201509270htx,tam,McCoGe99,tackles_loss,0,,,,,
player,201509270htx,tam,McCoGe99,qb_hits,1,,,,,
player,201509270htx,tam,McCoGe99,fumbles_rec,0,,,,,
player,201509270htx,tam,McCoGe99,fumbles_rec_yds,0,,,,,
player,201509270htx,tam,McCoGe99,fumbles_rec_td,0,,,,,
player,201509270htx,tam,McCoGe99,fumbles_forced,0,,,,,
player,201509270htx,tam,McDaTo20,def_int,0,,,,,
player,201509270htx,tam,McDaTo20,def_int_yds,0,,,,,
player,201509270htx,tam,McDaTo20,def_int_td,0,,,,,
player,201509270htx,tam,McDaTo20,def_int_long,0,,,,,
player,201509270htx,tam,McDaTo20,pass_defended,0,,,,,
player,201509270htx,tam,McDaTo20,sacks,0.0,,,,,
player,201509270htx,tam,McDaTo20,tackles_combined,2,,,,,
player,201509270htx,tam,McDaTo20,tackles_solo,1,,,,,
player,201509270htx,tam,McDaTo20,tackles_assists,1,,,,,
player,201509270htx,tam,McDaTo20,tackles_loss,0,,,,,
player,201509270htx,tam,McDaTo20,qb_hits,0,,,,,
player,201509270htx,tam,McDaTo20,fumbles_rec,0,,,,,
player,201509270htx,tam,McDaTo20,fumbles_rec_yds,0,,,,,
player,201509270htx,tam,McDaTo20,fumbles_rec_td,0,,,,,
player,201509270htx,tam,McDaTo20,fumbles_forced,0,,,,,
player,201509270htx,tam,TandKe00,def_int,0,,,,,
player,201509270htx,tam,TandKe00,def_int_yds,0,,,,,
player,201509270htx,tam,TandKe00,def_int_td,0,,,,,
player,201509270htx,tam,TandKe00,def_int_long,0,,,,,
player,201509270htx,tam,TandKe00,pass_defended,0,,,,,
player,201509270htx,tam,TandKe00,sacks,0.0,,,,,
player,201509270htx,tam,TandKe00,tackles_combined,2,,,,,
player,201509270htx,tam,TandKe00,tackles_solo,1,,,,,
player,201509270htx,tam,TandKe00,tackles_assists,1,,,,,
player,201509270htx,tam,TandKe00,tackles_loss,0,,,,,
player,201509270htx,tam,TandKe00,qb_hits,0,,,,,
player,201509270htx,tam,TandKe00,fumbles_rec,0,,,,,
player,201509270htx,tam,TandKe00,fumbles_rec_yds,0,,,,,
player,201509270htx,tam,TandKe00,fumbles_rec_td,0,,,,,
player,201509270htx,tam,TandKe00,fumbles_forced,0,,,,,
player,201509270htx,tam,VernAl99,def_int,0,,,,,
player,201509270htx,tam,VernAl99,def_int_yds,0,,,,,
player,201509270htx,tam,VernAl99,def_int_td,0,,,,,
player,201509270htx,tam,VernAl99,def_int_long,0,,,,,
player,201509270htx,tam,VernAl99,pass_defended,1,,,,,
player,201509270htx,tam,VernAl99,sacks,0.0,,,,,
player,201509270htx,tam,VernAl99,tackles_combined,2,,,,,
player,201509270htx,tam,VernAl99,tackles_solo,2,,,,,
player,201509270htx,tam,VernAl99,tackles_assists,0,,,,,
player,201509270htx,tam,VernAl99,tackles_loss,0,,,,,
player,201509270htx,tam,VernAl99,qb_hits,0,,,,,
player,201509270htx,tam,VernAl99,fumbles_rec,0,,,,,
player,201509270htx,tam,VernAl99,fumbles_rec_yds,0,,,,,
player,201509270htx,tam,VernAl99,fumbles_rec_td,0,,,,,
player,201509270htx,tam,VernAl99,fumbles_forced,0,,,,,
player,201509270htx,tam,DePaAn00,def_int,0,,,,,
player,201509270htx,tam,DePaAn00,def_int_yds,0,,,,,
player,201509270htx,tam,DePaAn00,def_int_td,0,,,,,
player,201509270htx,tam,DePaAn00,def_int_long,0,,,,,
player,201509270htx,tam,DePaAn00,pass_defended,0,,,,,
player,201509270htx,tam,DePaAn00,sacks,0.0,,,,,
player,201509270htx,tam,DePaAn00,tackles_combined,1,,,,,
player,201509270htx,tam,DePaAn00,tackles_solo,1,,,,,
player,201509270htx,tam,DePaAn00,tackles_assists,0,,,,,
player,201509270htx,tam,DePaAn00,tackles_loss,0,,,,,
player,201509270htx,tam,DePaAn00,qb_hits,0,,,,,
player,201509270htx,tam,DePaAn00,fumbles_rec,0,,,,,
player,201509270htx,tam,DePaAn00,fumbles_rec_yds,0,,,,,
player,201509270htx,tam,DePaAn00,fumbles_rec_td,0,,,,,
player,201509270htx,tam,DePaAn00,fumbles_forced,0,,,,,
player,201509270htx,tam,FatiT.00,def_int,0,,,,,
player,201509270htx,tam,FatiT.00,def_int_yds,0,,,,,
player,201509270htx,tam,FatiT.00,def_int_td,0,,,,,
player,201509270htx,tam,FatiT.00,def_int_long,0,,,,,
player,201509270htx,tam,FatiT.00,pass_defended,0,,,,,
player,201509270htx,tam,FatiT.00,sacks,0.0,,,,,
player,201509270htx,tam,FatiT.00,tackles_combined,1,,,,,
player,201509270htx,tam,FatiT.00,tackles_solo,1,,,,,
player,201509270htx,tam,FatiT.00,tackles_assists,0,,,,,
player,201509270htx,tam,FatiT.00,tackles_loss,0,,,,,
player,201509270htx,tam,FatiT.00,qb_hits,0,,,,,
player,201509270htx,tam,FatiT.00,fumbles_rec,0,,,,,
player,201509270htx,tam,FatiT.00,fumbles_rec_yds,0,,,,,
player,201509270htx,tam,FatiT.00,fumbles_rec_td,0,,,,,
player,201509270htx,tam,FatiT.00,fumbles_forced,0,,,,,
player,201509270htx,tam,ShepRu00,def_int,0,,,,,
player,201509270htx,tam,ShepRu00,def_int_yds,0,,,,,
player,201509270htx,tam,ShepRu00,def_int_td,0,,,,,
player,201509270htx,tam,ShepRu00,def_int_long,0,,,,,
player,201509270htx,tam,ShepRu00,pass_defended,0,,,,,
player,201509270htx,tam,ShepRu00,sacks,0.0,,,,,
player,201509270htx,tam,ShepRu00,tackles_combined,1,,,,,
player,201509270htx,tam,ShepRu00,tackles_solo,1,,,,,
player,201509270htx,tam,ShepRu00,tackles_assists,0,,,,,
player,201509270htx,tam,ShepRu00,tackles_loss,0,,,,,
player,201509270htx,tam,ShepRu00,qb_hits,0,,,,,
player,201509270htx,tam,ShepRu00,fumbles_rec,0,,,,,
player,201509270htx,tam,ShepRu00,fumbles_rec_yds,0,,,,,
player,201509270htx,tam,ShepRu00,fumbles_rec_td,0,,,,,
player,201509270htx,tam,ShepRu00,fumbles_forced,0,,,,,
player,201509270htx,tam,RainBo00,def_int,0,,,,,
player,201509270htx,tam,RainBo00,def_int_yds,0,,,,,
player,201509270htx,tam,RainBo00,def_int_td,0,,,,,
player,201509270htx,tam,RainBo00,def_int_long,0,,,,,
player,201509270htx,tam,RainBo00,pass_defended,0,,,,,
player,201509270htx,tam,RainBo00,sacks,0.0,,,,,
player,201509270htx,tam,RainBo00,tackles_combined,0,,,,,
player,201509270htx,tam,RainBo00,tackles_solo,0,,,,,
player,201509270htx,tam,RainBo00,tackles_assists,0,,,,,
player,201509270htx,tam,RainBo00,tackles_loss,0,,,,,
player,201509270htx,tam,RainBo00,qb_hits,0,,,,,
player,201509270htx,tam,RainBo00,fumbles_rec,2,,,,,
player,201509270htx,tam,RainBo00,fumbles_rec_yds,0,,,,,
player,201509270htx,tam,RainBo00,fumbles_rec_td,0,,,,,
player,201509270htx,tam,RainBo00,fumbles_forced,0,,,,,
player,201509270htx,htx,DempQu99,def_int,1,,,,,
player,201509270htx,htx,DempQu99,def_int_yds,0,,,,,
player,201509270htx,htx,DempQu99,def_int_td,0,,,,,
player,201509270htx,htx,DempQu99,def_int_long,0,,,,,
player,201509270htx,htx,DempQu99,pass_defended,1,,,,,
player,201509270htx,htx,DempQu99,sacks,0.0,,,,,
player,201509270htx,htx,DempQu99,tackles_combined,4,,,,,
player,201509270htx,htx,DempQu99,tackles_solo,4,,,,,
player,201509270htx,htx,DempQu99,tackles_assists,0,,,,,
player,201509270htx,htx,DempQu99,tackles_loss,0,,,,,
player,201509270htx,htx,DempQu99,qb_hits,0,,,,,
player,201509270htx,htx,DempQu99,fumbles_rec,0,,,,,
player,201509270htx,htx,DempQu99,fumbles_rec_yds,0,,,,,
player,201509270htx,htx,DempQu99,fumbles_rec_td,0,,,,,
player,201509270htx,htx,DempQu99,fumbles_forced,0,,,,,
player,201509270htx,htx,JackKa99,def_int,0,,,,,
player,201509270htx,htx,JackKa99,def_int_yds,0,,,,,
player,201509270htx,htx,JackKa99,def_int_td,0,,,,,
player,201509270htx,htx,JackKa99,def_int_long,0,,,,,
player,201509270htx,htx,JackKa99,pass_defended,0,,,,,
player,201509270htx,htx,JackKa99,sacks,0.0,,,,,
player,201509270htx,htx,JackKa99,tackles_combined,6,,,,,
player,201509270htx,htx,JackKa99,tackles_solo,6,,,,,
player,201509270htx,htx,JackKa99,tackles_assists,0,,,,,
player,201509270htx,htx,JackKa99,tackles_loss,0,,,,,
player,201509270htx,htx,JackKa99,qb_hits,0,,,,,
player,201509270htx,htx,JackKa99,fumbles_rec,0,,,,,
player,201509270htx,htx,JackKa99,fumbles_rec_yds,0,,,,,
player,201509270htx,htx,JackKa99,fumbles_rec_td,0,,,,,
player,201509270htx,htx,JackKa99,fumbles_forced,0,,,,,
player,201509270htx,htx,WattJ.00,def_int,0,,,,,
player,201509270htx,htx,WattJ.00,def_int_yds,0,,,,,
player,201509270htx,htx,WattJ.00,def_int_td,0,,,,,
player,201509270htx,htx,WattJ.00,def_int_long,0,,,,,
player,201509270htx,htx,WattJ.00,pass_defended,0,,,,,
player,201509270htx,htx,WattJ.00,sacks,0.0,,,,,
player,201509270htx,htx,WattJ.00,tackles_combined,5,,,,,
player,201509270htx,htx,WattJ.00,tackles_solo,2,,,,,
player,201509270htx,htx,WattJ.00,tackles_assists,3,,,,,
player,201509270htx,htx,WattJ.00,tackles_loss,1,,,,,
player,201509270htx,htx,WattJ.00,qb_hits,3,,,,,
player,201509270htx,htx,WattJ.00,fumbles_rec,0,,,,,
player,201509270htx,htx,WattJ.00,fumbles_rec_yds,0,,,,,
player,201509270htx,htx,WattJ.00,fumbles_rec_td,0,,,,,
player,201509270htx,htx,WattJ.00,fumbles_forced,0,,,,,
player,201509270htx,htx,CushBr99,def_int,0,,,,,
player,201509270htx,htx,CushBr99,def_int_yds,0,,,,,
player,201509270htx,htx,CushBr99,def_int_td,0,,,,,
player,201509270htx,htx,CushBr99,def_int_long,0,,,,,
player,201509270htx,htx,CushBr99,pass_defended,0,,,,,
player,201509270htx,htx,CushBr99,sacks,0.0,,,,,
player,201509270htx,htx,CushBr99,tackles_combined,4,,,,,
player,201509270htx,htx,CushBr99,tackles_solo,3,,,,,
player,201509270htx,htx,CushBr99,tackles_assists,1,,,,,
player,201509270htx,htx,CushBr99,tackles_loss,0,,,,,
player,201509270htx,htx,CushBr99,qb_hits,0,,,,,
player,201509270htx,htx,CushBr99,fumbles_rec,0,,,,,
player,201509270htx,htx,CushBr99,fumbles_rec_yds,0,,,,,
player,201509270htx,htx,CushBr99,fumbles_rec_td,0,,,,,
player,201509270htx,htx,CushBr99,fumbles_forced,0,,,,,
player,201509270htx,htx,McKiBe00,def_int,0,,,,,
player,201509270htx,htx,McKiBe00,def_int_yds,0,,,,,
player,201509270htx,htx,McKiBe00,def_int_td,0,,,,,
player,201509270htx,htx,McKiBe00,def_int_long,0,,,,,
player,201509270htx,htx,McKiBe00,pass_defended,0,,,,,
player,201509270htx,htx,McKiBe00,sacks,0.0,,,,,
player,201509270htx,htx,McKiBe00,tackles_combined,4,,,,,
player,201509270htx,htx,McKiBe00,tackles_solo,2,,,,,
player,201509270htx,htx,McKiBe00,tackles_assists,2,,,,,
player,201509270htx,htx,McKiBe00,tackles_loss,0,,,,,
player,201509270htx,htx,McKiBe00,qb_hits,0,,,,,
player,201509270htx,htx,McKiBe00,fumbles_rec,0,,,,,
player,201509270htx,htx,McKiBe00,fumbles_rec_yds,0,,,,,
player,201509270htx,htx,McKiBe00,fumbles_rec_td,0,,,,,
player,201509270htx,htx,McKiBe00,fumbles_forced,0,,,,,
player,201509270htx,htx,JohnKe04,def_int,0,,,,,
player,201509270htx,htx,JohnKe04,def_int_yds,0,,,,,
player,201509270htx,htx,JohnKe04,def_int_td,0,,,,,
player,201509270htx,htx,JohnKe04,def_int_long,0,,,,,
player,201509270htx,htx,JohnKe04,pass_defended,1,,,,,
player,201509270htx,htx,JohnKe04,sacks,0.0,,,,,
player,201509270htx,htx,JohnKe04,tackles_combined,3,,,,,
player,201509270htx,htx,JohnKe04,tackles_solo,2,,,,,
player,201509270htx,htx,JohnKe04,tackles_assists,1,,,,,
player,201509270htx,htx,JohnKe04,tackles_loss,0,,,,,
player,201509270htx,htx,JohnKe04,qb_hits,0,,,,,
player,201509270htx,htx,JohnKe04,fumbles_rec,0,,,,,
player,201509270htx,htx,JohnKe04,fumbles_rec_yds,0,,,,,
player,201509270htx,htx,JohnKe04,fumbles_rec_td,0,,,,,
player,201509270htx,htx,JohnKe04,fumbles_forced,0,,,,,
player,201509270htx,htx,JoseJo20,def_int,0,,,,,
player,201509270htx,htx,JoseJo20,def_int_yds,0,,,,,
player,201509270htx,htx,JoseJo20,def_int_td,0,,,,,
player,201509270htx,htx,JoseJo20,def_int_long,0,,,,,
player,201509270htx,htx,JoseJo20,pass_defended,5,,,,,
player,201509270htx,htx,JoseJo20,sacks,0.0,,,,,
player,201509270htx,htx,JoseJo20,tackles_combined,3,,,,,
player,201509270htx,htx,JoseJo20,tackles_solo,2,,,,,
player,201509270htx,htx,JoseJo20,tackles_assists,1,,,,,
player,201509270htx,htx,JoseJo20,tackles_loss,0,,,,,
player,201509270htx,htx,JoseJo20,qb_hits,0,,,,,
player,201509270htx,htx,JoseJo20,fumbles_rec,0,,,,,
player,201509270htx,htx,JoseJo20,fumbles_rec_yds,0,,,,,
player,201509270htx,htx,JoseJo20,fumbles_rec_td,0,,,,,
player,201509270htx,htx,JoseJo20,fumbles_forced,0,,,,,
player,201509270htx,htx,PleaEd00,def_int,0,,,,,
player,201509270htx,htx,PleaEd00,def_int_yds,0,,,,,
player,201509270htx,htx,PleaEd00,def_int_td,0,,,,,
player,201509270htx,htx,PleaEd00,def_int_long,0,,,,,
player,201509270htx,htx,PleaEd00,pass_defended,0,,,,,
player,201509270htx,htx,PleaEd00,sacks,0.0,,,,,
player,201509270htx,htx,PleaEd00,tackles_combined,3,,,,,
player,201509270htx,htx,PleaEd00,tackles_solo,2,,,,,
player,201509270htx,htx,PleaEd00,tackles_assists,1,,,,,
player,201509270htx,htx,PleaEd00,tackles_loss,0,,,,,
player,201509270htx,htx,PleaEd00,qb_hits,0,,,,,
player,201509270htx,htx,PleaEd00,fumbles_rec,0,,,,,
player,201509270htx,htx,PleaEd00,fumbles_rec_yds,0,,,,,
player,201509270htx,htx,PleaEd00,fumbles_rec_td,0,,,,,
player,201509270htx,htx,PleaEd00,fumbles_forced,0,,,,,
player,201509270htx,htx,TuggJu00,def_int,0,,,,,
player,201509270htx,htx,TuggJu00,def_int_yds,0,,,,,
player,201509270htx,htx,TuggJu00,def_int_td,0,,,,,
player,201509270htx,htx,TuggJu00,def_int_long,0,,,,,
player,201509270htx,htx,TuggJu00,pass_defended,0,,,,,
player,201509270htx,htx,TuggJu00,sacks,0.0,,,,,
player,201509270htx,htx,TuggJu00,tackles_combined,3,,,,,
player,201509270htx,htx,TuggJu00,tackles_solo,2,,,,,
player,201509270htx,htx,TuggJu00,tackles_assists,1,,,,,
player,201509270htx,htx,TuggJu00,tackles_loss,0,,,,,
player,201509270htx,htx,TuggJu00,qb_hits,0,,,,,
player,201509270htx,htx,TuggJu00,fumbles_rec,0,,,,,
player,201509270htx,htx,TuggJu00,fumbles_rec_yds,0,,,,,
player,201509270htx,htx,TuggJu00,fumbles_rec_td,0,,,,,
player,201509270htx,htx,TuggJu00,fumbles_forced,0,,,,,
player,201509270htx,htx,ClowJa00,def_int,0,,,,,
player,201509270htx,htx,ClowJa00,def_int_yds,0,,,,,
player,201509270htx,htx,ClowJa00,def_int_td,0,,,,,
player,201509270htx,htx,ClowJa00,def_int_long,0,,,,,
player,201509270htx,htx,ClowJa00,pass_defended,0,,,,,
player,201509270htx,htx,ClowJa00,sacks,0.0,,,,,
player,201509270htx,htx,ClowJa00,tackles_combined,2,,,,,
player,201509270htx,htx,ClowJa00,tackles_solo,1,,,,,
player,201509270htx,htx,ClowJa00,tackles_assists,1,,,,,
player,201509270htx,htx,ClowJa00,tackles_loss,0,,,,,
player,201509270htx,htx,ClowJa00,qb_hits,1,,,,,
player,201509270htx,htx,ClowJa00,fumbles_rec,0,,,,,
player,201509270htx,htx,ClowJa00,fumbles_rec_yds,0,,,,,
player,201509270htx,htx,ClowJa00,fumbles_rec_td,0,,,,,
