game,2015,14,20151213,201512130cle,sfo,"San Francisco 49ers",10,cle,"Cleveland Browns",24
player,201512130cle,sfo,ArmsAr01,fumbles_rec_td,0,,,,,
player,201512130cle,sfo,ArmsAr01,fumbles_forced,0,,,,,
player,201512130cle,sfo,AckeKe00,def_int,0,,,,,
player,201512130cle,sfo,AckeKe00,def_int_yds,0,,,,,
player,201512130cle,sfo,AckeKe00,def_int_td,0,,,,,
player,201512130cle,sfo,AckeKe00,def_int_long,0,,,,,
player,201512130cle,sfo,AckeKe00,pass_defended,1,,,,,
player,201512130cle,sfo,AckeKe00,sacks,0.0,,,,,
player,201512130cle,sfo,AckeKe00,tackles_combined,11,,,,,
player,201512130cle,sfo,AckeKe00,tackles_solo,8,,,,,
player,201512130cle,sfo,AckeKe00,tackles_assists,3,,,,,
player,201512130cle,sfo,AckeKe00,tackles_loss,0,,,,,
player,201512130cle,sfo,AckeKe00,qb_hits,0,,,,,
player,201512130cle,sfo,AckeKe00,fumbles_rec,0,,,,,
player,201512130cle,sfo,AckeKe00,fumbles_rec_yds,0,,,,,
player,201512130cle,sfo,AckeKe00,fumbles_rec_td,0,,,,,
player,201512130cle,sfo,AckeKe00,fumbles_forced,0,,,,,
player,201512130cle,sfo,ReidEr00,def_int,0,,,,,
player,201512130cle,sfo,ReidEr00,def_int_yds,0,,,,,
player,201512130cle,sfo,ReidEr00,def_int_td,0,,,,,
player,201512130cle,sfo,ReidEr00,def_int_long,0,,,,,
player,201512130cle,sfo,ReidEr00,pass_defended,0,,,,,
player,201512130cle,sfo,ReidEr00,sacks,0.0,,,,,
player,201512130cle,sfo,ReidEr00,tackles_combined,10,,,,,
player,201512130cle,sfo,ReidEr00,tackles_solo,9,,,,,
player,201512130cle,sfo,ReidEr00,tackles_assists,1,,,,,
player,201512130cle,sfo,ReidEr00,tackles_loss,0,,,,,
player,201512130cle,sfo,ReidEr00,qb_hits,0,,,,,
player,201512130cle,sfo,ReidEr00,fumbles_rec,0,,,,,
player,201512130cle,sfo,ReidEr00,fumbles_rec_yds,0,,,,,
player,201512130cle,sfo,ReidEr00,fumbles_rec_td,0,,,,,
player,201512130cle,sfo,ReidEr00,fumbles_forced,1,,,,,
player,201512130cle,sfo,HodgGe00,def_int,0,,,,,
player,201512130cle,sfo,HodgGe00,def_int_yds,0,,,,,
player,201512130cle,sfo,HodgGe00,def_int_td,0,,,,,
player,201512130cle,sfo,HodgGe00,def_int_long,0,,,,,
player,201512130cle,sfo,HodgGe00,pass_defended,0,,,,,
player,201512130cle,sfo,HodgGe00,sacks,0.0,,,,,
player,201512130cle,sfo,HodgGe00,tackles_combined,7,,,,,
player,201512130cle,sfo,HodgGe00,tackles_solo,4,,,,,
player,201512130cle,sfo,HodgGe00,tackles_assists,3,,,,,
player,201512130cle,sfo,HodgGe00,tackles_loss,1,,,,,
player,201512130cle,sfo,HodgGe00,qb_hits,0,,,,,
player,201512130cle,sfo,HodgGe00,fumbles_rec,0,,,,,
player,201512130cle,sfo,HodgGe00,fumbles_rec_yds,0,,,,,
player,201512130cle,sfo,HodgGe00,fumbles_rec_td,0,,,,,
player,201512130cle,sfo,HodgGe00,fumbles_forced,0,,,,,
player,201512130cle,sfo,BowmNa99,def_int,0,,,,,
player,201512130cle,sfo,BowmNa99,def_int_yds,0,,,,,
player,201512130cle,sfo,BowmNa99,def_int_td,0,,,,,
player,201512130cle,sfo,BowmNa99,def_int_long,0,,,,,
player,201512130cle,sfo,BowmNa99,pass_defended,0,,,,,
player,201512130cle,sfo,BowmNa99,sacks,0.0,,,,,
player,201512130cle,sfo,BowmNa99,tackles_combined,5,,,,,
player,201512130cle,sfo,BowmNa99,tackles_solo,3,,,,,
player,201512130cle,sfo,BowmNa99,tackles_assists,2,,,,,
player,201512130cle,sfo,BowmNa99,tackles_loss,0,,,,,
player,201512130cle,sfo,BowmNa99,qb_hits,0,,,,,
player,201512130cle,sfo,BowmNa99,fumbles_rec,0,,,,,
player,201512130cle,sfo,BowmNa99,fumbles_rec_yds,0,,,,,
player,201512130cle,sfo,BowmNa99,fumbles_rec_td,0,,,,,
player,201512130cle,sfo,BowmNa99,fumbles_forced,0,,,,,
player,201512130cle,sfo,BrooAh21,def_int,0,,,,,
player,201512130cle,sfo,BrooAh21,def_int_yds,0,,,,,
player,201512130cle,sfo,BrooAh21,def_int_td,0,,,,,
player,201512130cle,sfo,BrooAh21,def_int_long,0,,,,,
player,201512130cle,sfo,BrooAh21,pass_defended,0,,,,,
player,201512130cle,sfo,BrooAh21,sacks,0.0,,,,,
player,201512130cle,sfo,BrooAh21,tackles_combined,5,,,,,
player,201512130cle,sfo,BrooAh21,tackles_solo,4,,,,,
player,201512130cle,sfo,BrooAh21,tackles_assists,1,,,,,
player,201512130cle,sfo,BrooAh21,tackles_loss,0,,,,,
player,201512130cle,sfo,BrooAh21,qb_hits,1,,,,,
player,201512130cle,sfo,BrooAh21,fumbles_rec,1,,,,,
player,201512130cle,sfo,BrooAh21,fumbles_rec_yds,8,,,,,
player,201512130cle,sfo,BrooAh21,fumbles_rec_td,0,,,,,
player,201512130cle,sfo,BrooAh21,fumbles_forced,0,,,,,
player,201512130cle,sfo,WillIa00,def_int,0,,,,,
player,201512130cle,sfo,WillIa00,def_int_yds,0,,,,,
player,201512130cle,sfo,WillIa00,def_int_td,0,,,,,
player,201512130cle,sfo,WillIa00,def_int_long,0,,,,,
player,201512130cle,sfo,WillIa00,pass_defended,0,,,,,
player,201512130cle,sfo,WillIa00,sacks,0.0,,,,,
player,201512130cle,sfo,WillIa00,tackles_combined,5,,,,,
player,201512130cle,sfo,WillIa00,tackles_solo,3,,,,,
player,201512130cle,sfo,WillIa00,tackles_assists,2,,,,,
player,201512130cle,sfo,WillIa00,tackles_loss,0,,,,,
player,201512130cle,sfo,WillIa00,qb_hits,0,,,,,
player,201512130cle,sfo,WillIa00,fumbles_rec,0,,,,,
player,201512130cle,sfo,WillIa00,fumbles_rec_yds,0,,,,,
player,201512130cle,sfo,WillIa00,fumbles_rec_td,0,,,,,
player,201512130cle,sfo,WillIa00,fumbles_forced,1,,,,,
player,201512130cle,sfo,CarrCo00,def_int,0,,,,,
player,201512130cle,sfo,CarrCo00,def_int_yds,0,,,,,
player,201512130cle,sfo,CarrCo00,def_int_td,0,,,,,
player,201512130cle,sfo,CarrCo00,def_int_long,0,,,,,
player,201512130cle,sfo,CarrCo00,pass_defended,0,,,,,
player,201512130cle,sfo,CarrCo00,sacks,0.0,,,,,
player,201512130cle,sfo,CarrCo00,tackles_combined,3,,,,,
player,201512130cle,sfo,CarrCo00,tackles_solo,1,,,,,
player,201512130cle,sfo,CarrCo00,tackles_assists,2,,,,,
player,201512130cle,sfo,CarrCo00,tackles_loss,,,,,,
player,201512130cle,sfo,CarrCo00,qb_hits,,,,,,
player,201512130cle,sfo,CarrCo00,fumbles_rec,0,,,,,
player,201512130cle,sfo,CarrCo00,fumbles_rec_yds,0,,,,,
player,201512130cle,sfo,CarrCo00,fumbles_rec_td,0,,,,,
player,201512130cle,sfo,CarrCo00,fumbles_forced,0,,,,,
player,201512130cle,sfo,WardJi01,def_int,0,,,,,
player,201512130cle,sfo,WardJi01,def_int_yds,0,,,,,
player,201512130cle,sfo,WardJi01,def_int_td,0,,,,,
player,201512130cle,sfo,WardJi01,def_int_long,0,,,,,
player,201512130cle,sfo,WardJi01,pass_defended,0,,,,,
player,201512130cle,sfo,WardJi01,sacks,0.0,,,,,
player,201512130cle,sfo,WardJi01,tackles_combined,3,,,,,
player,201512130cle,sfo,WardJi01,tackles_solo,2,,,,,
player,201512130cle,sfo,WardJi01,tackles_assists,1,,,,,
player,201512130cle,sfo,WardJi01,tackles_loss,0,,,,,
player,201512130cle,sfo,WardJi01,qb_hits,0,,,,,
player,201512130cle,sfo,WardJi01,fumbles_rec,0,,,,,
player,201512130cle,sfo,WardJi01,fumbles_rec_yds,0,,,,,
player,201512130cle,sfo,WardJi01,fumbles_rec_td,0,,,,,
player,201512130cle,sfo,WardJi01,fumbles_forced,0,,,,,
player,201512130cle,sfo,LemoCo00,def_int,0,,,,,
player,201512130cle,sfo,LemoCo00,def_int_yds,0,,,,,
player,201512130cle,sfo,LemoCo00,def_int_td,0,,,,,
player,201512130cle,sfo,LemoCo00,def_int_long,0,,,,,
player,201512130cle,sfo,LemoCo00,pass_defended,0,,,,,
player,201512130cle,sfo,LemoCo00,sacks,0.0,,,,,
player,201512130cle,sfo,LemoCo00,tackles_combined,2,,,,,
player,201512130cle,sfo,LemoCo00,tackles_solo,1,,,,,
player,201512130cle,sfo,LemoCo00,tackles_assists,1,,,,,
player,201512130cle,sfo,LemoCo00,tackles_loss,0,,,,,
player,201512130cle,sfo,LemoCo00,qb_hits,1,,,,,
player,201512130cle,sfo,LemoCo00,fumbles_rec,0,,,,,
player,201512130cle,sfo,LemoCo00,fumbles_rec_yds,0,,,,,
player,201512130cle,sfo,LemoCo00,fumbles_rec_td,0,,,,,
player,201512130cle,sfo,LemoCo00,fumbles_forced,0,,,,,
player,201512130cle,sfo,ArmsRa01,def_int,0,,,,,
player,201512130cle,sfo,ArmsRa01,def_int_yds,0,,,,,
player,201512130cle,sfo,ArmsRa01,def_int_td,0,,,,,
player,201512130cle,sfo,ArmsRa01,def_int_long,0,,,,,
player,201512130cle,sfo,ArmsRa01,pass_defended,0,,,,,
player,201512130cle,sfo,ArmsRa01,sacks,0.0,,,,,
player,201512130cle,sfo,ArmsRa01,tackles_combined,1,,,,,
player,201512130cle,sfo,ArmsRa01,tackles_solo,1,,,,,
player,201512130cle,sfo,ArmsRa01,tackles_assists,0,,,,,
player,201512130cle,sfo,ArmsRa01,tackles_loss,0,,,,,
player,201512130cle,sfo,ArmsRa01,qb_hits,0,,,,,
player,201512130cle,sfo,ArmsRa01,fumbles_rec,0,,,,,
player,201512130cle,sfo,ArmsRa01,fumbles_rec_yds,0,,,,,
player,201512130cle,sfo,ArmsRa01,fumbles_rec_td,0,,,,,
player,201512130cle,sfo,ArmsRa01,fumbles_forced,0,,,,,
player,201512130cle,sfo,MillBr02,def_int,0,,,,,
player,201512130cle,sfo,MillBr02,def_int_yds,0,,,,,
player,201512130cle,sfo,MillBr02,def_int_td,0,,,,,
player,201512130cle,sfo,MillBr02,def_int_long,0,,,,,
player,201512130cle,sfo,MillBr02,pass_defended,0,,,,,
player,201512130cle,sfo,MillBr02,sacks,0.0,,,,,
player,201512130cle,sfo,MillBr02,tackles_combined,1,,,,,
player,201512130cle,sfo,MillBr02,tackles_solo,1,,,,,
player,201512130cle,sfo,MillBr02,tackles_assists,0,,,,,
player,201512130cle,sfo,MillBr02,tackles_loss,0,,,,,
player,201512130cle,sfo,MillBr02,qb_hits,0,,,,,
player,201512130cle,sfo,MillBr02,fumbles_rec,0,,,,,
player,201512130cle,sfo,MillBr02,fumbles_rec_yds,0,,,,,
player,201512130cle,sfo,MillBr02,fumbles_rec_td,0,,,,,
player,201512130cle,sfo,MillBr02,fumbles_forced,0,,,,,
player,201512130cle,sfo,NelsKy00,def_int,0,,,,,
player,201512130cle,sfo,NelsKy00,def_int_yds,0,,,,,
player,201512130cle,sfo,NelsKy00,def_int_td,0,,,,,
player,201512130cle,sfo,NelsKy00,def_int_long,0,,,,,
player,201512130cle,sfo,NelsKy00,pass_defended,0,,,,,
player,201512130cle,sfo,NelsKy00,sacks,0.0,,,,,
player,201512130cle,sfo,NelsKy00,tackles_combined,1,,,,,
player,201512130cle,sfo,NelsKy00,tackles_solo,1,,,,,
player,201512130cle,sfo,NelsKy00,tackles_assists,0,,,,,
player,201512130cle,sfo,NelsKy00,tackles_loss,0,,,,,
player,201512130cle,sfo,NelsKy00,qb_hits,0,,,,,
player,201512130cle,sfo,NelsKy00,fumbles_rec,0,,,,,
player,201512130cle,sfo,NelsKy00,fumbles_rec_yds,0,,,,,
player,201512130cle,sfo,NelsKy00,fumbles_rec_td,0,,,,,
player,201512130cle,sfo,NelsKy00,fumbles_forced,0,,,,,
player,201512130cle,sfo,PurcMi00,def_int,0,,,,,
player,201512130cle,sfo,PurcMi00,def_int_yds,0,,,,,
player,201512130cle,sfo,PurcMi00,def_int_td,0,,,,,
player,201512130cle,sfo,PurcMi00,def_int_long,0,,,,,
player,201512130cle,sfo,PurcMi00,pass_defended,0,,,,,
player,201512130cle,sfo,PurcMi00,sacks,0.0,,,,,
player,201512130cle,sfo,PurcMi00,tackles_combined,1,,,,,
player,201512130cle,sfo,PurcMi00,tackles_solo,0,,,,,
player,201512130cle,sfo,PurcMi00,tackles_assists,1,,,,,
player,201512130cle,sfo,PurcMi00,tackles_loss,0,,,,,
player,201512130cle,sfo,PurcMi00,qb_hits,0,,,,,
player,201512130cle,sfo,PurcMi00,fumbles_rec,0,,,,,
player,201512130cle,sfo,PurcMi00,fumbles_rec_yds,0,,,,,
player,201512130cle,sfo,PurcMi00,fumbles_rec_td,0,,,,,
player,201512130cle,sfo,PurcMi00,fumbles_forced,0,,,,,
player,201512130cle,sfo,CromMa01,def_int,0,,,,,
player,201512130cle,sfo,CromMa01,def_int_yds,0,,,,,
player,201512130cle,sfo,CromMa01,def_int_td,0,,,,,
player,201512130cle,sfo,CromMa01,def_int_long,0,,,,,
player,201512130cle,sfo,CromMa01,pass_defended,0,,,,,
player,201512130cle,sfo,CromMa01,sacks,0.0,,,,,
player,201512130cle,sfo,CromMa01,tackles_combined,0,,,,,
player,201512130cle,sfo,CromMa01,tackles_solo,0,,,,,
player,201512130cle,sfo,CromMa01,tackles_assists,0,,,,,
player,201512130cle,sfo,CromMa01,tackles_loss,0,,,,,
player,201512130cle,sfo,CromMa01,qb_hits,1,,,,,
player,201512130cle,sfo,CromMa01,fumbles_rec,0,,,,,
player,201512130cle,sfo,CromMa01,fumbles_rec_yds,0,,,,,
player,201512130cle,sfo,CromMa01,fumbles_rec_td,0,,,,,
player,201512130cle,sfo,CromMa01,fumbles_forced,0,,,,,
player,201512130cle,cle,BryaAr00,def_int,0,,,,,
player,201512130cle,cle,BryaAr00,def_int_yds,0,,,,,
player,201512130cle,cle,BryaAr00,def_int_td,0,,,,,
player,201512130cle,cle,BryaAr00,def_int_long,0,,,,,
player,201512130cle,cle,BryaAr00,pass_defended,0,,,,,
player,201512130cle,cle,BryaAr00,sacks,2.0,,,,,
player,201512130cle,cle,BryaAr00,tackles_combined,7,,,,,
player,201512130cle,cle,BryaAr00,tackles_solo,7,,,,,
player,201512130cle,cle,BryaAr00,tackles_assists,0,,,,,
player,201512130cle,cle,BryaAr00,tackles_loss,2,,,,,
player,201512130cle,cle,BryaAr00,qb_hits,2,,,,,
player,201512130cle,cle,BryaAr00,fumbles_rec,0,,,,,
player,201512130cle,cle,BryaAr00,fumbles_rec_yds,0,,,,,
player,201512130cle,cle,BryaAr00,fumbles_rec_td,0,,,,,
player,201512130cle,cle,BryaAr00,fumbles_forced,0,,,,,
player,201512130cle,cle,OrchNa00,def_int,0,,,,,
player,201512130cle,cle,OrchNa00,def_int_yds,0,,,,,
player,201512130cle,cle,OrchNa00,def_int_td,0,,,,,
player,201512130cle,cle,OrchNa00,def_int_long,0,,,,,
player,201512130cle,cle,OrchNa00,pass_defended,0,,,,,
player,201512130cle,cle,OrchNa00,sacks,2.0,,,,,
player,201512130cle,cle,OrchNa00,tackles_combined,2,,,,,
player,201512130cle,cle,OrchNa00,tackles_solo,2,,,,,
player,201512130cle,cle,OrchNa00,tackles_assists,0,,,,,
player,201512130cle,cle,OrchNa00,tackles_loss,2,,,,,
player,201512130cle,cle,OrchNa00,qb_hits,2,,,,,
player,201512130cle,cle,OrchNa00,fumbles_rec,0,,,,,
player,201512130cle,cle,OrchNa00,fumbles_rec_yds,0,,,,,
player,201512130cle,cle,OrchNa00,fumbles_rec_td,0,,,,,
player,201512130cle,cle,OrchNa00,fumbles_forced,0,,,,,
player,201512130cle,cle,BryaDe00,def_int,0,,,,,
player,201512130cle,cle,BryaDe00,def_int_yds,0,,,,,
player,201512130cle,cle,BryaDe00,def_int_td,0,,,,,
player,201512130cle,cle,BryaDe00,def_int_long,0,,,,,
player,201512130cle,cle,BryaDe00,pass_defended,0,,,,,
player,201512130cle,cle,BryaDe00,sacks,1.5,,,,,
player,201512130cle,cle,BryaDe00,tackles_combined,5,,,,,
player,201512130cle,cle,BryaDe00,tackles_solo,4,,,,,
player,201512130cle,cle,BryaDe00,tackles_assists,1,,,,,
player,201512130cle,cle,BryaDe00,tackles_loss,1,,,,,
player,201512130cle,cle,BryaDe00,qb_hits,3,,,,,
player,201512130cle,cle,BryaDe00,fumbles_rec,0,,,,,
player,201512130cle,cle,BryaDe00,fumbles_rec_yds,0,,,,,
player,201512130cle,cle,BryaDe00,fumbles_rec_td,0,,,,,
player,201512130cle,cle,BryaDe00,fumbles_forced,1,,,,,
player,201512130cle,cle,KirkCh00,def_int,0,,,,,
player,201512130cle,cle,KirkCh00,def_int_yds,0,,,,,
player,201512130cle,cle,KirkCh00,def_int_td,0,,,,,
player,201512130cle,cle,KirkCh00,def_int_long,0,,,,,
player,201512130cle,cle,KirkCh00,pass_defended,0,,,,,
player,201512130cle,cle,KirkCh00,sacks,1.0,,,,,
player,201512130cle,cle,KirkCh00,tackles_combined,3,,,,,
player,201512130cle,cle,KirkCh00,tackles_solo,3,,,,,
player,201512130cle,cle,KirkCh00,tackles_assists,0,,,,,
player,201512130cle,cle,KirkCh00,tackles_loss,1,,,,,
player,201512130cle,cle,KirkCh00,qb_hits,1,,,,,
player,201512130cle,cle,KirkCh00,fumbles_rec,0,,,,,
player,201512130cle,cle,KirkCh00,fumbles_rec_yds,0,,,,,
player,201512130cle,cle,KirkCh00,fumbles_rec_td,0,,,,,
player,201512130cle,cle,KirkCh00,fumbles_forced,0,,,,,
player,201512130cle,cle,WhitDo20,def_int,0,,,,,
player,201512130cle,cle,WhitDo20,def_int_yds,0,,,,,
player,201512130cle,cle,WhitDo20,def_int_td,0,,,,,
player,201512130cle,cle,WhitDo20,def_int_long,0,,,,,
player,201512130cle,cle,WhitDo20,pass_defended,1,,,,,
player,201512130cle,cle,WhitDo20,sacks,1.0,,,,,
player,201512130cle,cle,WhitDo20,tackles_combined,3,,,,,
player,201512130cle,cle,WhitDo20,tackles_solo,1,,,,,
player,201512130cle,cle,WhitDo20,tackles_assists,2,,,,,
player,201512130cle,cle,WhitDo20,tackles_loss,1,,,,,
player,201512130cle,cle,WhitDo20,qb_hits,1,,,,,
player,201512130cle,cle,WhitDo20,fumbles_rec,0,,,,,
player,201512130cle,cle,WhitDo20,fumbles_rec_yds,0,,,,,
player,201512130cle,cle,WhitDo20,fumbles_rec_td,0,,,,,
player,201512130cle,cle,WhitDo20,fumbles_forced,0,,,,,
player,201512130cle,cle,PoyeJo00,def_int,0,,,,,
player,201512130cle,cle,PoyeJo00,def_int_yds,0,,,,,
player,201512130cle,cle,PoyeJo00,def_int_td,0,,,,,
player,201512130cle,cle,PoyeJo00,def_int_long,0,,,,,
player,201512130cle,cle,PoyeJo00,pass_defended,0,,,,,
player,201512130cle,cle,PoyeJo00,sacks,1.0,,,,,
player,201512130cle,cle,PoyeJo00,tackles_combined,2,,,,,
player,201512130cle,cle,PoyeJo00,tackles_solo,2,,,,,
player,201512130cle,cle,PoyeJo00,tackles_assists,0,,,,,
player,201512130cle,cle,PoyeJo00,tackles_loss,0,,,,,
player,201512130cle,cle,PoyeJo00,qb_hits,1,,,,,
player,201512130cle,cle,PoyeJo00,fumbles_rec,0,,,,,
player,201512130cle,cle,PoyeJo00,fumbles_rec_yds,0,,,,,
player,201512130cle,cle,PoyeJo00,fumbles_rec_td,0,,,,,
player,201512130cle,cle,PoyeJo00,fumbles_forced,0,,,,,
player,201512130cle,cle,CoopXa00,def_int,0,,,,,
player,201512130cle,cle,CoopXa00,def_int_yds,0,,,,,
player,201512130cle,cle,CoopXa00,def_int_td,0,,,,,
player,201512130cle,cle,CoopXa00,def_int_long,0,,,,,
player,201512130cle,cle,CoopXa00,pass_defended,0,,,,,
player,201512130cle,cle,CoopXa00,sacks,0.5,,,,,
player,201512130cle,cle,CoopXa00,tackles_combined,3,,,,,
player,201512130cle,cle,CoopXa00,tackles_solo,2,,,,,
player,201512130cle,cle,CoopXa00,tackles_assists,1,,,,,
player,201512130cle,cle,CoopXa00,tackles_loss,1,,,,,
player,201512130cle,cle,CoopXa00,qb_hits,1,,,,,
player,201512130cle,cle,CoopXa00,fumbles_rec,0,,,,,
player,201512130cle,cle,CoopXa00,fumbles_rec_yds,0,,,,,
player,201512130cle,cle,CoopXa00,fumbles_rec_td,0,,,,,
player,201512130cle,cle,CoopXa00,fumbles_forced,0,,,,,
player,201512130cle,cle,WillTr99,def_int,0,,,,,
player,201512130cle,cle,WillTr99,def_int_yds,0,,,,,
player,201512130cle,cle,WillTr99,def_int_td,0,,,,,
player,201512130cle,cle,WillTr99,def_int_long,0,,,,,
player,201512130cle,cle,WillTr99,pass_defended,2,,,,,
player,201512130cle,cle,WillTr99,sacks,0.0,,,,,
player,201512130cle,cle,WillTr99,tackles_combined,7,,,,,
player,201512130cle,cle,WillTr99,tackles_solo,5,,,,,
player,201512130cle,cle,WillTr99,tackles_assists,2,,,,,
player,201512130cle,cle,WillTr99,tackles_loss,0,,,,,
player,201512130cle,cle,WillTr99,qb_hits,0,,,,,
player,201512130cle,cle,WillTr99,fumbles_rec,0,,,,,
player,201512130cle,cle,WillTr99,fumbles_rec_yds,0,,,,,
player,201512130cle,cle,WillTr99,fumbles_rec_td,0,,,,,
player,201512130cle,cle,WillTr99,fumbles_forced,0,,,,,
player,201512130cle,cle,WillKW00,def_int,0,,,,,
player,201512130cle,cle,WillKW00,def_int_yds,0,,,,,
player,201512130cle,cle,WillKW00,def_int_td,0,,,,,
player,201512130cle,cle,WillKW00,def_int_long,0,,,,,
player,201512130cle,cle,WillKW00,pass_defended,0,,,,,
player,201512130cle,cle,WillKW00,sacks,0.0,,,,,
player,201512130cle,cle,WillKW00,tackles_combined,4,,,,,
player,201512130cle,cle,WillKW00,tackles_solo,4,,,,,
player,201512130cle,cle,WillKW00,tackles_assists,0,,,,,
player,201512130cle,cle,WillKW00,tackles_loss,0,,,,,
player,201512130cle,cle,WillKW00,qb_hits,0,,,,,
player,201512130cle,cle,WillKW00,fumbles_rec,0,,,,,
player,201512130cle,cle,WillKW00,fumbles_rec_yds,0,,,,,
player,201512130cle,cle,WillKW00,fumbles_rec_td,0,,,,,
player,201512130cle,cle,WillKW00,fumbles_forced,0,,,,,
player,201512130cle,cle,GainCh00,def_int,0,,,,,
player,201512130cle,cle,GainCh00,def_int_yds,0,,,,,
player,201512130cle,cle,GainCh00,def_int_td,0,,,,,
player,201512130cle,cle,GainCh00,def_int_long,0,,,,,
player,201512130cle,cle,GainCh00,pass_defended,1,,,,,
player,201512130cle,cle,GainCh00,sacks,0.0,,,,,
player,201512130cle,cle,GainCh00,tackles_combined,3,,,,,
player,201512130cle,cle,GainCh00,tackles_solo,3,,,,,
player,201512130cle,cle,GainCh00,tackles_assists,0,,,,,
player,201512130cle,cle,GainCh00,tackles_loss,0,,,,,
player,201512130cle,cle,GainCh00,qb_hits,0,,,,,
player,201512130cle,cle,GainCh00,fumbles_rec,0,,,,,
player,201512130cle,cle,GainCh00,fumbles_rec_yds,0,,,,,
player,201512130cle,cle,GainCh00,fumbles_rec_td,0,,,,,
player,201512130cle,cle,GainCh00,fumbles_forced,0,,,,,
player,201512130cle,cle,DansKa20,def_int,0,,,,,
player,201512130cle,cle,DansKa20,def_int_yds,0,,,,,
player,201512130cle,cle,DansKa20,def_int_td,0,,,,,
player,201512130cle,cle,DansKa20,def_int_long,0,,,,,
player,201512130cle,cle,DansKa20,pass_defended,0,,,,,
player,201512130cle,cle,DansKa20,sacks,0.0,,,,,
player,201512130cle,cle,DansKa20,tackles_combined,2,,,,,
player,201512130cle,cle,DansKa20,tackles_solo,1,,,,,
player,201512130cle,cle,DansKa20,tackles_assists,1,,,,,
player,201512130cle,cle,DansKa20,tackles_loss,0,,,,,
player,201512130cle,cle,DansKa20,qb_hits,0,,,,,
player,201512130cle,cle,DansKa20,fumbles_rec,0,,,,,
player,201512130cle,cle,DansKa20,fumbles_rec_yds,0,,,,,
player,201512130cle,cle,DansKa20,fumbles_rec_td,0,,,,,
player,201512130cle,cle,DansKa20,fumbles_forced,0,,,,,
player,201512130cle,cle,BadeJo00,def_int,0,,,,,
player,201512130cle,cle,BadeJo00,def_int_yds,0,,,,,
player,201512130cle,cle,BadeJo00,def_int_td,0,,,,,
player,201512130cle,cle,BadeJo00,def_int_long,0,,,,,
player,201512130cle,cle,BadeJo00,pass_defended,0,,,,,
player,201512130cle,cle,BadeJo00,sacks,0.0,,,,,
player,201512130cle,cle,BadeJo00,tackles_combined,1,,,,,
player,201512130cle,cle,BadeJo00,tackles_solo,1,,,,,
player,201512130cle,cle,BadeJo00,tackles_assists,0,,,,,
player,201512130cle,cle,BadeJo00,tackles_loss,0,,,,,
player,201512130cle,cle,BadeJo00,qb_hits,0,,,,,
player,201512130cle,cle,BadeJo00,fumbles_rec,0,,,,,
player,201512130cle,cle,BadeJo00,fumbles_rec_yds,0,,,,,
player,201512130cle,cle,BadeJo00,fumbles_rec_td,0,,,,,
player,201512130cle,cle,BadeJo00,fumbles_forced,0,,,,,
player,201512130cle,cle,CardTa00,def_int,0,,,,,
player,201512130cle,cle,CardTa00,def_int_yds,0,,,,,
player,201512130cle,cle,CardTa00,def_int_td,0,,,,,
player,201512130cle,cle,CardTa00,def_int_long,0,,,,,
player,201512130cle,cle,CardTa00,pass_defended,0,,,,,
player,201512130cle,cle,CardTa00,sacks,0.0,,,,,
player,201512130cle,cle,CardTa00,tackles_combined,1,,,,,
player,201512130cle,cle,CardTa00,tackles_solo,1,,,,,
player,201512130cle,cle,CardTa00,tackles_assists,0,,,,,
player,201512130cle,cle,CardTa00,tackles_loss,0,,,,,
player,201512130cle,cle,CardTa00,qb_hits,0,,,,,
player,201512130cle,cle,CardTa00,fumbles_rec,0,,,,,
player,201512130cle,cle,CardTa00,fumbles_rec_yds,0,,,,,
player,201512130cle,cle,CardTa00,fumbles_rec_td,0,,,,,
player,201512130cle,cle,CardTa00,fumbles_forced,0,,,,,
player,201512130cle,cle,GipsTa00,def_int,0,,,,,
player,201512130cle,cle,GipsTa00,def_int_yds,0,,,,,
player,201512130cle,cle,GipsTa00,def_int_td,0,,,,,
player,201512130cle,cle,GipsTa00,def_int_long,0,,,,,
player,201512130cle,cle,GipsTa00,pass_defended,0,,,,,
player,201512130cle,cle,GipsTa00,sacks,0.0,,,,,
player,201512130cle,cle,GipsTa00,tackles_combined,1,,,,,
player,201512130cle,cle,GipsTa00,tackles_solo,1,,,,,
player,201512130cle,cle,GipsTa00,tackles_assists,0,,,,,
player,201512130cle,cle,GipsTa00,tackles_loss,0,,,,,
player,201512130cle,cle,GipsTa00,qb_hits,0,,,,,
player,201512130cle,cle,GipsTa00,fumbles_rec,0,,,,,
player,201512130cle,cle,GipsTa00,fumbles_rec_yds,0,,,,,
player,201512130cle,cle,GipsTa00,fumbles_rec_td,0,,,,,
player,201512130cle,cle,GipsTa00,fumbles_forced,0,,,,,
player,201512130cle,cle,HughJo00,def_int,0,,,,,
player,201512130cle,cle,HughJo00,def_int_yds,0,,,,,
player,201512130cle,cle,HughJo00,def_int_td,0,,,,,
player,201512130cle,cle,HughJo00,def_int_long,0,,,,,
player,201512130cle,cle,HughJo00,pass_defended,0,,,,,
player,201512130cle,cle,HughJo00,sacks,0.0,,,,,
player,201512130cle,cle,HughJo00,tackles_combined,1,,,,,
player,201512130cle,cle,HughJo00,tackles_solo,0,,,,,
player,201512130cle,cle,HughJo00,tackles_assists,1,,,,,
player,201512130cle,cle,HughJo00,tackles_loss,0,,,,,
