game,2015,1,20150913,201509130den,rav,"Baltimore Ravens",13,den,"Denver Broncos",19
player,201509130den,rav,GillCr00,rec_td,0,,,,,
player,201509130den,rav,GillCr00,rec_long,14,,,,,
player,201509130den,rav,GillCr00,fumbles,0,,,,,
player,201509130den,rav,GillCr00,fumbles_lost,0,,,,,
player,201509130den,rav,JuszKy00,pass_cmp,0,,,,,
player,201509130den,rav,JuszKy00,pass_att,0,,,,,
player,201509130den,rav,JuszKy00,pass_yds,0,,,,,
player,201509130den,rav,JuszKy00,pass_td,0,,,,,
player,201509130den,rav,JuszKy00,pass_int,0,,,,,
player,201509130den,rav,JuszKy00,pass_sacked,0,,,,,
player,201509130den,rav,JuszKy00,pass_sacked_yds,0,,,,,
player,201509130den,rav,JuszKy00,pass_long,0,,,,,
player,201509130den,rav,JuszKy00,pass_rating,,,,,,
player,201509130den,rav,JuszKy00,rush_att,0,,,,,
player,201509130den,rav,JuszKy00,rush_yds,0,,,,,
player,201509130den,rav,JuszKy00,rush_td,0,,,,,
player,201509130den,rav,JuszKy00,rush_long,0,,,,,
player,201509130den,rav,JuszKy00,targets,4,,,,,
player,201509130den,rav,JuszKy00,rec,4,,,,,
player,201509130den,rav,JuszKy00,rec_yds,17,,,,,
player,201509130den,rav,JuszKy00,rec_td,0,,,,,
player,201509130den,rav,JuszKy00,rec_long,9,,,,,
player,201509130den,rav,JuszKy00,fumbles,0,,,,,
player,201509130den,rav,JuszKy00,fumbles_lost,0,,,,,
player,201509130den,rav,WillMa04,pass_cmp,0,,,,,
player,201509130den,rav,WillMa04,pass_att,0,,,,,
player,201509130den,rav,WillMa04,pass_yds,0,,,,,
player,201509130den,rav,WillMa04,pass_td,0,,,,,
player,201509130den,rav,WillMa04,pass_int,0,,,,,
player,201509130den,rav,WillMa04,pass_sacked,0,,,,,
player,201509130den,rav,WillMa04,pass_sacked_yds,0,,,,,
player,201509130den,rav,WillMa04,pass_long,0,,,,,
player,201509130den,rav,WillMa04,pass_rating,,,,,,
player,201509130den,rav,WillMa04,rush_att,0,,,,,
player,201509130den,rav,WillMa04,rush_yds,0,,,,,
player,201509130den,rav,WillMa04,rush_td,0,,,,,
player,201509130den,rav,WillMa04,rush_long,0,,,,,
player,201509130den,rav,WillMa04,targets,2,,,,,
player,201509130den,rav,WillMa04,rec,1,,,,,
player,201509130den,rav,WillMa04,rec_yds,15,,,,,
player,201509130den,rav,WillMa04,rec_td,0,,,,,
player,201509130den,rav,WillMa04,rec_long,15,,,,,
player,201509130den,rav,WillMa04,fumbles,0,,,,,
player,201509130den,rav,WillMa04,fumbles_lost,0,,,,,
player,201509130den,rav,SmitSt01,pass_cmp,0,,,,,
player,201509130den,rav,SmitSt01,pass_att,0,,,,,
player,201509130den,rav,SmitSt01,pass_yds,0,,,,,
player,201509130den,rav,SmitSt01,pass_td,0,,,,,
player,201509130den,rav,SmitSt01,pass_int,0,,,,,
player,201509130den,rav,SmitSt01,pass_sacked,0,,,,,
player,201509130den,rav,SmitSt01,pass_sacked_yds,0,,,,,
player,201509130den,rav,SmitSt01,pass_long,0,,,,,
player,201509130den,rav,SmitSt01,pass_rating,,,,,,
player,201509130den,rav,SmitSt01,rush_att,0,,,,,
player,201509130den,rav,SmitSt01,rush_yds,0,,,,,
player,201509130den,rav,SmitSt01,rush_td,0,,,,,
player,201509130den,rav,SmitSt01,rush_long,0,,,,,
player,201509130den,rav,SmitSt01,targets,7,,,,,
player,201509130den,rav,SmitSt01,rec,2,,,,,
player,201509130den,rav,SmitSt01,rec_yds,13,,,,,
player,201509130den,rav,SmitSt01,rec_td,0,,,,,
player,201509130den,rav,SmitSt01,rec_long,10,,,,,
player,201509130den,rav,SmitSt01,fumbles,0,,,,,
player,201509130den,rav,SmitSt01,fumbles_lost,0,,,,,
player,201509130den,rav,CampMi02,pass_cmp,0,,,,,
player,201509130den,rav,CampMi02,pass_att,0,,,,,
player,201509130den,rav,CampMi02,pass_yds,0,,,,,
player,201509130den,rav,CampMi02,pass_td,0,,,,,
player,201509130den,rav,CampMi02,pass_int,0,,,,,
player,201509130den,rav,CampMi02,pass_sacked,0,,,,,
player,201509130den,rav,CampMi02,pass_sacked_yds,0,,,,,
player,201509130den,rav,CampMi02,pass_long,0,,,,,
player,201509130den,rav,CampMi02,pass_rating,,,,,,
player,201509130den,rav,CampMi02,rush_att,0,,,,,
player,201509130den,rav,CampMi02,rush_yds,0,,,,,
player,201509130den,rav,CampMi02,rush_td,0,,,,,
player,201509130den,rav,CampMi02,rush_long,0,,,,,
player,201509130den,rav,CampMi02,targets,2,,,,,
player,201509130den,rav,CampMi02,rec,1,,,,,
player,201509130den,rav,CampMi02,rec_yds,8,,,,,
player,201509130den,rav,CampMi02,rec_td,0,,,,,
player,201509130den,rav,CampMi02,rec_long,8,,,,,
player,201509130den,rav,CampMi02,fumbles,0,,,,,
player,201509130den,rav,CampMi02,fumbles_lost,0,,,,,
player,201509130den,rav,AikeKa00,pass_cmp,0,,,,,
player,201509130den,rav,AikeKa00,pass_att,0,,,,,
player,201509130den,rav,AikeKa00,pass_yds,0,,,,,
player,201509130den,rav,AikeKa00,pass_td,0,,,,,
player,201509130den,rav,AikeKa00,pass_int,0,,,,,
player,201509130den,rav,AikeKa00,pass_sacked,0,,,,,
player,201509130den,rav,AikeKa00,pass_sacked_yds,0,,,,,
player,201509130den,rav,AikeKa00,pass_long,0,,,,,
player,201509130den,rav,AikeKa00,pass_rating,,,,,,
player,201509130den,rav,AikeKa00,rush_att,0,,,,,
player,201509130den,rav,AikeKa00,rush_yds,0,,,,,
player,201509130den,rav,AikeKa00,rush_td,0,,,,,
player,201509130den,rav,AikeKa00,rush_long,0,,,,,
player,201509130den,rav,AikeKa00,targets,3,,,,,
player,201509130den,rav,AikeKa00,rec,1,,,,,
player,201509130den,rav,AikeKa00,rec_yds,-1,,,,,
player,201509130den,rav,AikeKa00,rec_td,0,,,,,
player,201509130den,rav,AikeKa00,rec_long,-1,,,,,
player,201509130den,rav,AikeKa00,fumbles,0,,,,,
player,201509130den,rav,AikeKa00,fumbles_lost,0,,,,,
player,201509130den,den,MannPe00,pass_cmp,24,,,,,
player,201509130den,den,MannPe00,pass_att,40,,,,,
player,201509130den,den,MannPe00,pass_yds,175,,,,,
player,201509130den,den,MannPe00,pass_td,0,,,,,
player,201509130den,den,MannPe00,pass_int,1,,,,,
player,201509130den,den,MannPe00,pass_sacked,4,,,,,
player,201509130den,den,MannPe00,pass_sacked_yds,25,,,,,
player,201509130den,den,MannPe00,pass_long,18,,,,,
player,201509130den,den,MannPe00,pass_rating,59.9,,,,,
player,201509130den,den,MannPe00,rush_att,1,,,,,
player,201509130den,den,MannPe00,rush_yds,-1,,,,,
player,201509130den,den,MannPe00,rush_td,0,,,,,
player,201509130den,den,MannPe00,rush_long,-1,,,,,
player,201509130den,den,MannPe00,targets,0,,,,,
player,201509130den,den,MannPe00,rec,0,,,,,
player,201509130den,den,MannPe00,rec_yds,0,,,,,
player,201509130den,den,MannPe00,rec_td,0,,,,,
player,201509130den,den,MannPe00,rec_long,0,,,,,
player,201509130den,den,MannPe00,fumbles,0,,,,,
player,201509130den,den,MannPe00,fumbles_lost,0,,,,,
player,201509130den,den,HillRo00,pass_cmp,0,,,,,
player,201509130den,den,HillRo00,pass_att,0,,,,,
player,201509130den,den,HillRo00,pass_yds,0,,,,,
player,201509130den,den,HillRo00,pass_td,0,,,,,
player,201509130den,den,HillRo00,pass_int,0,,,,,
player,201509130den,den,HillRo00,pass_sacked,0,,,,,
player,201509130den,den,HillRo00,pass_sacked_yds,0,,,,,
player,201509130den,den,HillRo00,pass_long,0,,,,,
player,201509130den,den,HillRo00,pass_rating,,,,,,
player,201509130den,den,HillRo00,rush_att,12,,,,,
player,201509130den,den,HillRo00,rush_yds,41,,,,,
player,201509130den,den,HillRo00,rush_td,0,,,,,
player,201509130den,den,HillRo00,rush_long,11,,,,,
player,201509130den,den,HillRo00,targets,0,,,,,
player,201509130den,den,HillRo00,rec,0,,,,,
player,201509130den,den,HillRo00,rec_yds,0,,,,,
player,201509130den,den,HillRo00,rec_td,0,,,,,
player,201509130den,den,HillRo00,rec_long,0,,,,,
player,201509130den,den,HillRo00,fumbles,0,,,,,
player,201509130den,den,HillRo00,fumbles_lost,0,,,,,
player,201509130den,den,AndeC.00,pass_cmp,0,,,,,
player,201509130den,den,AndeC.00,pass_att,0,,,,,
player,201509130den,den,AndeC.00,pass_yds,0,,,,,
player,201509130den,den,AndeC.00,pass_td,0,,,,,
player,201509130den,den,AndeC.00,pass_int,0,,,,,
player,201509130den,den,AndeC.00,pass_sacked,0,,,,,
player,201509130den,den,AndeC.00,pass_sacked_yds,0,,,,,
player,201509130den,den,AndeC.00,pass_long,0,,,,,
player,201509130den,den,AndeC.00,pass_rating,,,,,,
player,201509130den,den,AndeC.00,rush_att,12,,,,,
player,201509130den,den,AndeC.00,rush_yds,29,,,,,
player,201509130den,den,AndeC.00,rush_td,0,,,,,
player,201509130den,den,AndeC.00,rush_long,6,,,,,
player,201509130den,den,AndeC.00,targets,8,,,,,
player,201509130den,den,AndeC.00,rec,4,,,,,
player,201509130den,den,AndeC.00,rec_yds,19,,,,,
player,201509130den,den,AndeC.00,rec_td,0,,,,,
player,201509130den,den,AndeC.00,rec_long,8,,,,,
player,201509130den,den,AndeC.00,fumbles,0,,,,,
player,201509130den,den,AndeC.00,fumbles_lost,0,,,,,
player,201509130den,den,SandEm00,pass_cmp,0,,,,,
player,201509130den,den,SandEm00,pass_att,0,,,,,
player,201509130den,den,SandEm00,pass_yds,0,,,,,
player,201509130den,den,SandEm00,pass_td,0,,,,,
player,201509130den,den,SandEm00,pass_int,0,,,,,
player,201509130den,den,SandEm00,pass_sacked,0,,,,,
player,201509130den,den,SandEm00,pass_sacked_yds,0,,,,,
player,201509130den,den,SandEm00,pass_long,0,,,,,
player,201509130den,den,SandEm00,pass_rating,,,,,,
player,201509130den,den,SandEm00,rush_att,0,,,,,
player,201509130den,den,SandEm00,rush_yds,0,,,,,
player,201509130den,den,SandEm00,rush_td,0,,,,,
player,201509130den,den,SandEm00,rush_long,0,,,,,
player,201509130den,den,SandEm00,targets,12,,,,,
player,201509130den,den,SandEm00,rec,8,,,,,
player,201509130den,den,SandEm00,rec_yds,65,,,,,
player,201509130den,den,SandEm00,rec_td,0,,,,,
player,201509130den,den,SandEm00,rec_long,18,,,,,
player,201509130den,den,SandEm00,fumbles,0,,,,,
player,201509130den,den,SandEm00,fumbles_lost,0,,,,,
player,201509130den,den,ThomDe03,pass_cmp,0,,,,,
player,201509130den,den,ThomDe03,pass_att,0,,,,,
player,201509130den,den,ThomDe03,pass_yds,0,,,,,
player,201509130den,den,ThomDe03,pass_td,0,,,,,
player,201509130den,den,ThomDe03,pass_int,0,,,,,
player,201509130den,den,ThomDe03,pass_sacked,0,,,,,
player,201509130den,den,ThomDe03,pass_sacked_yds,0,,,,,
player,201509130den,den,ThomDe03,pass_long,0,,,,,
player,201509130den,den,ThomDe03,pass_rating,,,,,,
player,201509130den,den,ThomDe03,rush_att,0,,,,,
player,201509130den,den,ThomDe03,rush_yds,0,,,,,
player,201509130den,den,ThomDe03,rush_td,0,,,,,
player,201509130den,den,ThomDe03,rush_long,0,,,,,
player,201509130den,den,ThomDe03,targets,11,,,,,
player,201509130den,den,ThomDe03,rec,7,,,,,
player,201509130den,den,ThomDe03,rec_yds,60,,,,,
player,201509130den,den,ThomDe03,rec_td,0,,,,,
player,201509130den,den,ThomDe03,rec_long,11,,,,,
player,201509130den,den,ThomDe03,fumbles,0,,,,,
player,201509130den,den,ThomDe03,fumbles_lost,0,,,,,
player,201509130den,den,NorwJo00,pass_cmp,0,,,,,
player,201509130den,den,NorwJo00,pass_att,0,,,,,
player,201509130den,den,NorwJo00,pass_yds,0,,,,,
player,201509130den,den,NorwJo00,pass_td,0,,,,,
player,201509130den,den,NorwJo00,pass_int,0,,,,,
player,201509130den,den,NorwJo00,pass_sacked,0,,,,,
player,201509130den,den,NorwJo00,pass_sacked_yds,0,,,,,
player,201509130den,den,NorwJo00,pass_long,0,,,,,
player,201509130den,den,NorwJo00,pass_rating,,,,,,
player,201509130den,den,NorwJo00,rush_att,0,,,,,
player,201509130den,den,NorwJo00,rush_yds,0,,,,,
player,201509130den,den,NorwJo00,rush_td,0,,,,,
player,201509130den,den,NorwJo00,rush_long,0,,,,,
player,201509130den,den,NorwJo00,targets,5,,,,,
player,201509130den,den,NorwJo00,rec,2,,,,,
player,201509130den,den,NorwJo00,rec_yds,25,,,,,
player,201509130den,den,NorwJo00,rec_td,0,,,,,
player,201509130den,den,NorwJo00,rec_long,15,,,,,
player,201509130den,den,NorwJo00,fumbles,0,,,,,
player,201509130den,den,NorwJo00,fumbles_lost,0,,,,,
player,201509130den,den,DaniOw00,pass_cmp,0,,,,,
player,201509130den,den,DaniOw00,pass_att,0,,,,,
player,201509130den,den,DaniOw00,pass_yds,0,,,,,
player,201509130den,den,DaniOw00,pass_td,0,,,,,
player,201509130den,den,DaniOw00,pass_int,0,,,,,
player,201509130den,den,DaniOw00,pass_sacked,0,,,,,
player,201509130den,den,DaniOw00,pass_sacked_yds,0,,,,,
player,201509130den,den,DaniOw00,pass_long,0,,,,,
player,201509130den,den,DaniOw00,pass_rating,,,,,,
player,201509130den,den,DaniOw00,rush_att,0,,,,,
player,201509130den,den,DaniOw00,rush_yds,0,,,,,
player,201509130den,den,DaniOw00,rush_td,0,,,,,
player,201509130den,den,DaniOw00,rush_long,0,,,,,
player,201509130den,den,DaniOw00,targets,2,,,,,
player,201509130den,den,DaniOw00,rec,2,,,,,
player,201509130den,den,DaniOw00,rec_yds,5,,,,,
player,201509130den,den,DaniOw00,rec_td,0,,,,,
player,201509130den,den,DaniOw00,rec_long,9,,,,,
player,201509130den,den,DaniOw00,fumbles,0,,,,,
player,201509130den,den,DaniOw00,fumbles_lost,0,,,,,
player,201509130den,den,CaldAn00,pass_cmp,0,,,,,
player,201509130den,den,CaldAn00,pass_att,0,,,,,
player,201509130den,den,CaldAn00,pass_yds,0,,,,,
player,201509130den,den,CaldAn00,pass_td,0,,,,,
player,201509130den,den,CaldAn00,pass_int,0,,,,,
player,201509130den,den,CaldAn00,pass_sacked,0,,,,,
player,201509130den,den,CaldAn00,pass_sacked_yds,0,,,,,
player,201509130den,den,CaldAn00,pass_long,0,,,,,
player,201509130den,den,CaldAn00,pass_rating,,,,,,
player,201509130den,den,CaldAn00,rush_att,0,,,,,
player,201509130den,den,CaldAn00,rush_yds,0,,,,,
player,201509130den,den,CaldAn00,rush_td,0,,,,,
player,201509130den,den,CaldAn00,rush_long,0,,,,,
player,201509130den,den,CaldAn00,targets,1,,,,,
player,201509130den,den,CaldAn00,rec,1,,,,,
player,201509130den,den,CaldAn00,rec_yds,1,,,,,
player,201509130den,den,CaldAn00,rec_td,0,,,,,
player,201509130den,den,CaldAn00,rec_long,1,,,,,
player,201509130den,den,CaldAn00,fumbles,0,,,,,
player,201509130den,den,CaldAn00,fumbles_lost,0,,,,,
player,201509130den,den,GreeVi00,pass_cmp,0,,,,,
player,201509130den,den,GreeVi00,pass_att,0,,,,,
player,201509130den,den,GreeVi00,pass_yds,0,,,,,
player,201509130den,den,GreeVi00,pass_td,0,,,,,
player,201509130den,den,GreeVi00,pass_int,0,,,,,
player,201509130den,den,GreeVi00,pass_sacked,0,,,,,
player,201509130den,den,GreeVi00,pass_sacked_yds,0,,,,,
player,201509130den,den,GreeVi00,pass_long,0,,,,,
player,201509130den,den,GreeVi00,pass_rating,,,,,,
player,201509130den,den,GreeVi00,rush_att,0,,,,,
player,201509130den,den,GreeVi00,rush_yds,0,,,,,
player,201509130den,den,GreeVi00,rush_td,0,,,,,
player,201509130den,den,GreeVi00,rush_long,0,,,,,
player,201509130den,den,GreeVi00,targets,1,,,,,
player,201509130den,den,GreeVi00,rec,0,,,,,
player,201509130den,den,GreeVi00,rec_yds,0,,,,,
player,201509130den,den,GreeVi00,rec_td,0,,,,,
player,201509130den,den,GreeVi00,rec_long,0,,,,,
player,201509130den,den,GreeVi00,fumbles,0,,,,,
player,201509130den,den,GreeVi00,fumbles_lost,0,,,,,
player,201509130den,rav,SmitJi03,def_int,1,,,,,
player,201509130den,rav,SmitJi03,def_int_yds,24,,,,,
player,201509130den,rav,SmitJi03,def_int_td,1,,,,,
player,201509130den,rav,SmitJi03,def_int_long,24,,,,,
player,201509130den,rav,SmitJi03,pass_defended,1,,,,,
player,201509130den,rav,SmitJi03,sacks,0.0,,,,,
player,201509130den,rav,SmitJi03,tackles_combined,8,,,,,
player,201509130den,rav,SmitJi03,tackles_solo,8,,,,,
player,201509130den,rav,SmitJi03,tackles_assists,0,,,,,
player,201509130den,rav,SmitJi03,tackles_loss,0,,,,,
player,201509130den,rav,SmitJi03,qb_hits,0,,,,,
player,201509130den,rav,SmitJi03,fumbles_rec,0,,,,,
player,201509130den,rav,SmitJi03,fumbles_rec_yds,0,,,,,
player,201509130den,rav,SmitJi03,fumbles_rec_td,0,,,,,
player,201509130den,rav,SmitJi03,fumbles_forced,0,,,,,
player,201509130den,rav,MoslC.00,def_int,0,,,,,
player,201509130den,rav,MoslC.00,def_int_yds,0,,,,,
player,201509130den,rav,MoslC.00,def_int_td,0,,,,,
player,201509130den,rav,MoslC.00,def_int_long,0,,,,,
player,201509130den,rav,MoslC.00,pass_defended,1,,,,,
player,201509130den,rav,MoslC.00,sacks,2.0,,,,,
player,201509130den,rav,MoslC.00,tackles_combined,6,,,,,
player,201509130den,rav,MoslC.00,tackles_solo,5,,,,,
player,201509130den,rav,MoslC.00,tackles_assists,1,,,,,
player,201509130den,rav,MoslC.00,tackles_loss,2,,,,,
player,201509130den,rav,MoslC.00,qb_hits,2,,,,,
player,201509130den,rav,MoslC.00,fumbles_rec,0,,,,,
player,201509130den,rav,MoslC.00,fumbles_rec_yds,0,,,,,
player,201509130den,rav,MoslC.00,fumbles_rec_td,0,,,,,
player,201509130den,rav,MoslC.00,fumbles_forced,0,,,,,
player,201509130den,rav,CantCh21,def_int,0,,,,,
player,201509130den,rav,CantCh21,def_int_yds,0,,,,,
player,201509130den,rav,CantCh21,def_int_td,0,,,,,
player,201509130den,rav,CantCh21,def_int_long,0,,,,,
player,201509130den,rav,CantCh21,pass_defended,1,,,,,
player,201509130den,rav,CantCh21,sacks,1.0,,,,,
player,201509130den,rav,CantCh21,tackles_combined,2,,,,,
player,201509130den,rav,CantCh21,tackles_solo,2,,,,,
player,201509130den,rav,CantCh21,tackles_assists,0,,,,,
player,201509130den,rav,CantCh21,tackles_loss,1,,,,,
player,201509130den,rav,CantCh21,qb_hits,1,,,,,
player,201509130den,rav,CantCh21,fumbles_rec,0,,,,,
player,201509130den,rav,CantCh21,fumbles_rec_yds,0,,,,,
player,201509130den,rav,CantCh21,fumbles_rec_td,0,,,,,
player,201509130den,rav,CantCh21,fumbles_forced,0,,,,,
player,201509130den,rav,McClAl00,def_int,0,,,,,
player,201509130den,rav,McClAl00,def_int_yds,0,,,,,
player,201509130den,rav,McClAl00,def_int_td,0,,,,,
player,201509130den,rav,McClAl00,def_int_long,0,,,,,
player,201509130den,rav,McClAl00,pass_defended,0,,,,,
player,201509130den,rav,McClAl00,sacks,1.0,,,,,
player,201509130den,rav,McClAl00,tackles_combined,2,,,,,
player,201509130den,rav,McClAl00,tackles_solo,1,,,,,
player,201509130den,rav,McClAl00,tackles_assists,1,,,,,
player,201509130den,rav,McClAl00,tackles_loss,1,,,,,
player,201509130den,rav,McClAl00,qb_hits,1,,,,,
player,201509130den,rav,McClAl00,fumbles_rec,0,,,,,
player,201509130den,rav,McClAl00,fumbles_rec_yds,0,,,,,
player,201509130den,rav,McClAl00,fumbles_rec_td,0,,,,,
player,201509130den,rav,McClAl00,fumbles_forced,0,,,,,
player,201509130den,rav,WillBr02,def_int,0,,,,,
player,201509130den,rav,WillBr02,def_int_yds,0,,,,,
player,201509130den,rav,WillBr02,def_int_td,0,,,,,
player,201509130den,rav,WillBr02,def_int_long,0,,,,,
player,201509130den,rav,WillBr02,pass_defended,0,,,,,
player,201509130den,rav,WillBr02,sacks,0.0,,,,,
player,201509130den,rav,WillBr02,tackles_combined,7,,,,,
player,201509130den,rav,WillBr02,tackles_solo,6,,,,,
player,201509130den,rav,WillBr02,tackles_assists,1,,,,,
player,201509130den,rav,WillBr02,tackles_loss,0,,,,,
player,201509130den,rav,WillBr02,qb_hits,0,,,,,
player,201509130den,rav,WillBr02,fumbles_rec,0,,,,,
player,201509130den,rav,WillBr02,fumbles_rec_yds,0,,,,,
player,201509130den,rav,WillBr02,fumbles_rec_td,0,,,,,
