game,2015,6,20151018,201510180cle,den,"Denver Broncos",26,cle,"Cleveland Browns",23
player,201510180cle,den,AndeC.00,fumbles,0,,,,,
player,201510180cle,den,AndeC.00,fumbles_lost,0,,,,,
player,201510180cle,den,ThomDe03,pass_cmp,0,,,,,
player,201510180cle,den,ThomDe03,pass_att,0,,,,,
player,201510180cle,den,ThomDe03,pass_yds,0,,,,,
player,201510180cle,den,ThomDe03,pass_td,0,,,,,
player,201510180cle,den,ThomDe03,pass_int,0,,,,,
player,201510180cle,den,ThomDe03,pass_sacked,0,,,,,
player,201510180cle,den,ThomDe03,pass_sacked_yds,0,,,,,
player,201510180cle,den,ThomDe03,pass_long,0,,,,,
player,201510180cle,den,ThomDe03,pass_rating,,,,,,
player,201510180cle,den,ThomDe03,rush_att,0,,,,,
player,201510180cle,den,ThomDe03,rush_yds,0,,,,,
player,201510180cle,den,ThomDe03,rush_td,0,,,,,
player,201510180cle,den,ThomDe03,rush_long,0,,,,,
player,201510180cle,den,ThomDe03,targets,17,,,,,
player,201510180cle,den,ThomDe03,rec,10,,,,,
player,201510180cle,den,ThomDe03,rec_yds,111,,,,,
player,201510180cle,den,ThomDe03,rec_td,0,,,,,
player,201510180cle,den,ThomDe03,rec_long,20,,,,,
player,201510180cle,den,ThomDe03,fumbles,0,,,,,
player,201510180cle,den,ThomDe03,fumbles_lost,0,,,,,
player,201510180cle,den,SandEm00,pass_cmp,0,,,,,
player,201510180cle,den,SandEm00,pass_att,0,,,,,
player,201510180cle,den,SandEm00,pass_yds,0,,,,,
player,201510180cle,den,SandEm00,pass_td,0,,,,,
player,201510180cle,den,SandEm00,pass_int,0,,,,,
player,201510180cle,den,SandEm00,pass_sacked,0,,,,,
player,201510180cle,den,SandEm00,pass_sacked_yds,0,,,,,
player,201510180cle,den,SandEm00,pass_long,0,,,,,
player,201510180cle,den,SandEm00,pass_rating,,,,,,
player,201510180cle,den,SandEm00,rush_att,0,,,,,
player,201510180cle,den,SandEm00,rush_yds,0,,,,,
player,201510180cle,den,SandEm00,rush_td,0,,,,,
player,201510180cle,den,SandEm00,rush_long,0,,,,,
player,201510180cle,den,SandEm00,targets,11,,,,,
player,201510180cle,den,SandEm00,rec,4,,,,,
player,201510180cle,den,SandEm00,rec_yds,109,,,,,
player,201510180cle,den,SandEm00,rec_td,1,,,,,
player,201510180cle,den,SandEm00,rec_long,75,,,,,
player,201510180cle,den,SandEm00,fumbles,0,,,,,
player,201510180cle,den,SandEm00,fumbles_lost,0,,,,,
player,201510180cle,den,DaniOw00,pass_cmp,0,,,,,
player,201510180cle,den,DaniOw00,pass_att,0,,,,,
player,201510180cle,den,DaniOw00,pass_yds,0,,,,,
player,201510180cle,den,DaniOw00,pass_td,0,,,,,
player,201510180cle,den,DaniOw00,pass_int,0,,,,,
player,201510180cle,den,DaniOw00,pass_sacked,0,,,,,
player,201510180cle,den,DaniOw00,pass_sacked_yds,0,,,,,
player,201510180cle,den,DaniOw00,pass_long,0,,,,,
player,201510180cle,den,DaniOw00,pass_rating,,,,,,
player,201510180cle,den,DaniOw00,rush_att,0,,,,,
player,201510180cle,den,DaniOw00,rush_yds,0,,,,,
player,201510180cle,den,DaniOw00,rush_td,0,,,,,
player,201510180cle,den,DaniOw00,rush_long,0,,,,,
player,201510180cle,den,DaniOw00,targets,3,,,,,
player,201510180cle,den,DaniOw00,rec,2,,,,,
player,201510180cle,den,DaniOw00,rec_yds,24,,,,,
player,201510180cle,den,DaniOw00,rec_td,0,,,,,
player,201510180cle,den,DaniOw00,rec_long,18,,,,,
player,201510180cle,den,DaniOw00,fumbles,0,,,,,
player,201510180cle,den,DaniOw00,fumbles_lost,0,,,,,
player,201510180cle,den,CaldAn00,pass_cmp,0,,,,,
player,201510180cle,den,CaldAn00,pass_att,0,,,,,
player,201510180cle,den,CaldAn00,pass_yds,0,,,,,
player,201510180cle,den,CaldAn00,pass_td,0,,,,,
player,201510180cle,den,CaldAn00,pass_int,0,,,,,
player,201510180cle,den,CaldAn00,pass_sacked,0,,,,,
player,201510180cle,den,CaldAn00,pass_sacked_yds,0,,,,,
player,201510180cle,den,CaldAn00,pass_long,0,,,,,
player,201510180cle,den,CaldAn00,pass_rating,,,,,,
player,201510180cle,den,CaldAn00,rush_att,0,,,,,
player,201510180cle,den,CaldAn00,rush_yds,0,,,,,
player,201510180cle,den,CaldAn00,rush_td,0,,,,,
player,201510180cle,den,CaldAn00,rush_long,0,,,,,
player,201510180cle,den,CaldAn00,targets,2,,,,,
player,201510180cle,den,CaldAn00,rec,2,,,,,
player,201510180cle,den,CaldAn00,rec_yds,18,,,,,
player,201510180cle,den,CaldAn00,rec_td,0,,,,,
player,201510180cle,den,CaldAn00,rec_long,12,,,,,
player,201510180cle,den,CaldAn00,fumbles,0,,,,,
player,201510180cle,den,CaldAn00,fumbles_lost,0,,,,,
player,201510180cle,den,FowlBe00,pass_cmp,0,,,,,
player,201510180cle,den,FowlBe00,pass_att,0,,,,,
player,201510180cle,den,FowlBe00,pass_yds,0,,,,,
player,201510180cle,den,FowlBe00,pass_td,0,,,,,
player,201510180cle,den,FowlBe00,pass_int,0,,,,,
player,201510180cle,den,FowlBe00,pass_sacked,0,,,,,
player,201510180cle,den,FowlBe00,pass_sacked_yds,0,,,,,
player,201510180cle,den,FowlBe00,pass_long,0,,,,,
player,201510180cle,den,FowlBe00,pass_rating,,,,,,
player,201510180cle,den,FowlBe00,rush_att,0,,,,,
player,201510180cle,den,FowlBe00,rush_yds,0,,,,,
player,201510180cle,den,FowlBe00,rush_td,0,,,,,
player,201510180cle,den,FowlBe00,rush_long,0,,,,,
player,201510180cle,den,FowlBe00,targets,1,,,,,
player,201510180cle,den,FowlBe00,rec,0,,,,,
player,201510180cle,den,FowlBe00,rec_yds,0,,,,,
player,201510180cle,den,FowlBe00,rec_td,0,,,,,
player,201510180cle,den,FowlBe00,rec_long,0,,,,,
player,201510180cle,den,FowlBe00,fumbles,0,,,,,
player,201510180cle,den,FowlBe00,fumbles_lost,0,,,,,
player,201510180cle,den,LatiCo00,pass_cmp,0,,,,,
player,201510180cle,den,LatiCo00,pass_att,0,,,,,
player,201510180cle,den,LatiCo00,pass_yds,0,,,,,
player,201510180cle,den,LatiCo00,pass_td,0,,,,,
player,201510180cle,den,LatiCo00,pass_int,0,,,,,
player,201510180cle,den,LatiCo00,pass_sacked,0,,,,,
player,201510180cle,den,LatiCo00,pass_sacked_yds,0,,,,,
player,201510180cle,den,LatiCo00,pass_long,0,,,,,
player,201510180cle,den,LatiCo00,pass_rating,,,,,,
player,201510180cle,den,LatiCo00,rush_att,0,,,,,
player,201510180cle,den,LatiCo00,rush_yds,0,,,,,
player,201510180cle,den,LatiCo00,rush_td,0,,,,,
player,201510180cle,den,LatiCo00,rush_long,0,,,,,
player,201510180cle,den,LatiCo00,targets,1,,,,,
player,201510180cle,den,LatiCo00,rec,0,,,,,
player,201510180cle,den,LatiCo00,rec_yds,0,,,,,
player,201510180cle,den,LatiCo00,rec_td,0,,,,,
player,201510180cle,den,LatiCo00,rec_long,0,,,,,
player,201510180cle,den,LatiCo00,fumbles,0,,,,,
player,201510180cle,den,LatiCo00,fumbles_lost,0,,,,,
player,201510180cle,den,NorwJo00,pass_cmp,0,,,,,
player,201510180cle,den,NorwJo00,pass_att,0,,,,,
player,201510180cle,den,NorwJo00,pass_yds,0,,,,,
player,201510180cle,den,NorwJo00,pass_td,0,,,,,
player,201510180cle,den,NorwJo00,pass_int,0,,,,,
player,201510180cle,den,NorwJo00,pass_sacked,0,,,,,
player,201510180cle,den,NorwJo00,pass_sacked_yds,0,,,,,
player,201510180cle,den,NorwJo00,pass_long,0,,,,,
player,201510180cle,den,NorwJo00,pass_rating,,,,,,
player,201510180cle,den,NorwJo00,rush_att,0,,,,,
player,201510180cle,den,NorwJo00,rush_yds,0,,,,,
player,201510180cle,den,NorwJo00,rush_td,0,,,,,
player,201510180cle,den,NorwJo00,rush_long,0,,,,,
player,201510180cle,den,NorwJo00,targets,2,,,,,
player,201510180cle,den,NorwJo00,rec,1,,,,,
player,201510180cle,den,NorwJo00,rec_yds,-1,,,,,
player,201510180cle,den,NorwJo00,rec_td,0,,,,,
player,201510180cle,den,NorwJo00,rec_long,-1,,,,,
player,201510180cle,den,NorwJo00,fumbles,1,,,,,
player,201510180cle,den,NorwJo00,fumbles_lost,0,,,,,
player,201510180cle,cle,McCoJo01,pass_cmp,20,,,,,
player,201510180cle,cle,McCoJo01,pass_att,39,,,,,
player,201510180cle,cle,McCoJo01,pass_yds,213,,,,,
player,201510180cle,cle,McCoJo01,pass_td,2,,,,,
player,201510180cle,cle,McCoJo01,pass_int,2,,,,,
player,201510180cle,cle,McCoJo01,pass_sacked,4,,,,,
player,201510180cle,cle,McCoJo01,pass_sacked_yds,24,,,,,
player,201510180cle,cle,McCoJo01,pass_long,47,,,,,
player,201510180cle,cle,McCoJo01,pass_rating,63.3,,,,,
player,201510180cle,cle,McCoJo01,rush_att,3,,,,,
player,201510180cle,cle,McCoJo01,rush_yds,12,,,,,
player,201510180cle,cle,McCoJo01,rush_td,0,,,,,
player,201510180cle,cle,McCoJo01,rush_long,11,,,,,
player,201510180cle,cle,McCoJo01,targets,0,,,,,
player,201510180cle,cle,McCoJo01,rec,0,,,,,
player,201510180cle,cle,McCoJo01,rec_yds,0,,,,,
player,201510180cle,cle,McCoJo01,rec_td,0,,,,,
player,201510180cle,cle,McCoJo01,rec_long,0,,,,,
player,201510180cle,cle,McCoJo01,fumbles,1,,,,,
player,201510180cle,cle,McCoJo01,fumbles_lost,1,,,,,
player,201510180cle,cle,JohnDu00,pass_cmp,0,,,,,
player,201510180cle,cle,JohnDu00,pass_att,0,,,,,
player,201510180cle,cle,JohnDu00,pass_yds,0,,,,,
player,201510180cle,cle,JohnDu00,pass_td,0,,,,,
player,201510180cle,cle,JohnDu00,pass_int,0,,,,,
player,201510180cle,cle,JohnDu00,pass_sacked,0,,,,,
player,201510180cle,cle,JohnDu00,pass_sacked_yds,0,,,,,
player,201510180cle,cle,JohnDu00,pass_long,0,,,,,
player,201510180cle,cle,JohnDu00,pass_rating,,,,,,
player,201510180cle,cle,JohnDu00,rush_att,9,,,,,
player,201510180cle,cle,JohnDu00,rush_yds,38,,,,,
player,201510180cle,cle,JohnDu00,rush_td,0,,,,,
player,201510180cle,cle,JohnDu00,rush_long,12,,,,,
player,201510180cle,cle,JohnDu00,targets,4,,,,,
player,201510180cle,cle,JohnDu00,rec,3,,,,,
player,201510180cle,cle,JohnDu00,rec_yds,18,,,,,
player,201510180cle,cle,JohnDu00,rec_td,0,,,,,
player,201510180cle,cle,JohnDu00,rec_long,11,,,,,
player,201510180cle,cle,JohnDu00,fumbles,0,,,,,
player,201510180cle,cle,JohnDu00,fumbles_lost,0,,,,,
player,201510180cle,cle,CrowIs00,pass_cmp,0,,,,,
player,201510180cle,cle,CrowIs00,pass_att,0,,,,,
player,201510180cle,cle,CrowIs00,pass_yds,0,,,,,
player,201510180cle,cle,CrowIs00,pass_td,0,,,,,
player,201510180cle,cle,CrowIs00,pass_int,0,,,,,
player,201510180cle,cle,CrowIs00,pass_sacked,0,,,,,
player,201510180cle,cle,CrowIs00,pass_sacked_yds,0,,,,,
player,201510180cle,cle,CrowIs00,pass_long,0,,,,,
player,201510180cle,cle,CrowIs00,pass_rating,,,,,,
player,201510180cle,cle,CrowIs00,rush_att,11,,,,,
player,201510180cle,cle,CrowIs00,rush_yds,32,,,,,
player,201510180cle,cle,CrowIs00,rush_td,0,,,,,
player,201510180cle,cle,CrowIs00,rush_long,12,,,,,
player,201510180cle,cle,CrowIs00,targets,2,,,,,
player,201510180cle,cle,CrowIs00,rec,2,,,,,
player,201510180cle,cle,CrowIs00,rec_yds,9,,,,,
player,201510180cle,cle,CrowIs00,rec_td,0,,,,,
player,201510180cle,cle,CrowIs00,rec_long,11,,,,,
player,201510180cle,cle,CrowIs00,fumbles,0,,,,,
player,201510180cle,cle,CrowIs00,fumbles_lost,0,,,,,
player,201510180cle,cle,TurbRo00,pass_cmp,0,,,,,
player,201510180cle,cle,TurbRo00,pass_att,0,,,,,
player,201510180cle,cle,TurbRo00,pass_yds,0,,,,,
player,201510180cle,cle,TurbRo00,pass_td,0,,,,,
player,201510180cle,cle,TurbRo00,pass_int,0,,,,,
player,201510180cle,cle,TurbRo00,pass_sacked,0,,,,,
player,201510180cle,cle,TurbRo00,pass_sacked_yds,0,,,,,
player,201510180cle,cle,TurbRo00,pass_long,0,,,,,
player,201510180cle,cle,TurbRo00,pass_rating,,,,,,
player,201510180cle,cle,TurbRo00,rush_att,10,,,,,
player,201510180cle,cle,TurbRo00,rush_yds,27,,,,,
player,201510180cle,cle,TurbRo00,rush_td,0,,,,,
player,201510180cle,cle,TurbRo00,rush_long,8,,,,,
player,201510180cle,cle,TurbRo00,targets,1,,,,,
player,201510180cle,cle,TurbRo00,rec,0,,,,,
player,201510180cle,cle,TurbRo00,rec_yds,0,,,,,
player,201510180cle,cle,TurbRo00,rec_td,0,,,,,
player,201510180cle,cle,TurbRo00,rec_long,0,,,,,
player,201510180cle,cle,TurbRo00,fumbles,0,,,,,
player,201510180cle,cle,TurbRo00,fumbles_lost,0,,,,,
player,201510180cle,cle,BenjTr00,pass_cmp,0,,,,,
player,201510180cle,cle,BenjTr00,pass_att,0,,,,,
player,201510180cle,cle,BenjTr00,pass_yds,0,,,,,
player,201510180cle,cle,BenjTr00,pass_td,0,,,,,
player,201510180cle,cle,BenjTr00,pass_int,0,,,,,
player,201510180cle,cle,BenjTr00,pass_sacked,0,,,,,
player,201510180cle,cle,BenjTr00,pass_sacked_yds,0,,,,,
player,201510180cle,cle,BenjTr00,pass_long,0,,,,,
player,201510180cle,cle,BenjTr00,pass_rating,,,,,,
player,201510180cle,cle,BenjTr00,rush_att,0,,,,,
player,201510180cle,cle,BenjTr00,rush_yds,0,,,,,
player,201510180cle,cle,BenjTr00,rush_td,0,,,,,
player,201510180cle,cle,BenjTr00,rush_long,0,,,,,
player,201510180cle,cle,BenjTr00,targets,13,,,,,
player,201510180cle,cle,BenjTr00,rec,9,,,,,
player,201510180cle,cle,BenjTr00,rec_yds,117,,,,,
player,201510180cle,cle,BenjTr00,rec_td,0,,,,,
player,201510180cle,cle,BenjTr00,rec_long,47,,,,,
player,201510180cle,cle,BenjTr00,fumbles,0,,,,,
player,201510180cle,cle,BenjTr00,fumbles_lost,0,,,,,
player,201510180cle,cle,BarnGa01,pass_cmp,0,,,,,
player,201510180cle,cle,BarnGa01,pass_att,0,,,,,
player,201510180cle,cle,BarnGa01,pass_yds,0,,,,,
player,201510180cle,cle,BarnGa01,pass_td,0,,,,,
player,201510180cle,cle,BarnGa01,pass_int,0,,,,,
player,201510180cle,cle,BarnGa01,pass_sacked,0,,,,,
player,201510180cle,cle,BarnGa01,pass_sacked_yds,0,,,,,
player,201510180cle,cle,BarnGa01,pass_long,0,,,,,
player,201510180cle,cle,BarnGa01,pass_rating,,,,,,
player,201510180cle,cle,BarnGa01,rush_att,0,,,,,
player,201510180cle,cle,BarnGa01,rush_yds,0,,,,,
player,201510180cle,cle,BarnGa01,rush_td,0,,,,,
player,201510180cle,cle,BarnGa01,rush_long,0,,,,,
player,201510180cle,cle,BarnGa01,targets,9,,,,,
player,201510180cle,cle,BarnGa01,rec,3,,,,,
player,201510180cle,cle,BarnGa01,rec_yds,39,,,,,
player,201510180cle,cle,BarnGa01,rec_td,2,,,,,
player,201510180cle,cle,BarnGa01,rec_long,14,,,,,
player,201510180cle,cle,BarnGa01,fumbles,0,,,,,
player,201510180cle,cle,BarnGa01,fumbles_lost,0,,,,,
player,201510180cle,cle,HawkAn00,pass_cmp,0,,,,,
player,201510180cle,cle,HawkAn00,pass_att,0,,,,,
player,201510180cle,cle,HawkAn00,pass_yds,0,,,,,
player,201510180cle,cle,HawkAn00,pass_td,0,,,,,
player,201510180cle,cle,HawkAn00,pass_int,0,,,,,
player,201510180cle,cle,HawkAn00,pass_sacked,0,,,,,
player,201510180cle,cle,HawkAn00,pass_sacked_yds,0,,,,,
player,201510180cle,cle,HawkAn00,pass_long,0,,,,,
player,201510180cle,cle,HawkAn00,pass_rating,,,,,,
player,201510180cle,cle,HawkAn00,rush_att,0,,,,,
player,201510180cle,cle,HawkAn00,rush_yds,0,,,,,
player,201510180cle,cle,HawkAn00,rush_td,0,,,,,
player,201510180cle,cle,HawkAn00,rush_long,0,,,,,
player,201510180cle,cle,HawkAn00,targets,4,,,,,
player,201510180cle,cle,HawkAn00,rec,1,,,,,
player,201510180cle,cle,HawkAn00,rec_yds,25,,,,,
player,201510180cle,cle,HawkAn00,rec_td,0,,,,,
player,201510180cle,cle,HawkAn00,rec_long,25,,,,,
player,201510180cle,cle,HawkAn00,fumbles,0,,,,,
player,201510180cle,cle,HawkAn00,fumbles_lost,0,,,,,
player,201510180cle,cle,GabrTa00,pass_cmp,0,,,,,
player,201510180cle,cle,GabrTa00,pass_att,0,,,,,
player,201510180cle,cle,GabrTa00,pass_yds,0,,,,,
player,201510180cle,cle,GabrTa00,pass_td,0,,,,,
player,201510180cle,cle,GabrTa00,pass_int,0,,,,,
player,201510180cle,cle,GabrTa00,pass_sacked,0,,,,,
player,201510180cle,cle,GabrTa00,pass_sacked_yds,0,,,,,
player,201510180cle,cle,GabrTa00,pass_long,0,,,,,
player,201510180cle,cle,GabrTa00,pass_rating,,,,,,
player,201510180cle,cle,GabrTa00,rush_att,0,,,,,
player,201510180cle,cle,GabrTa00,rush_yds,0,,,,,
player,201510180cle,cle,GabrTa00,rush_td,0,,,,,
player,201510180cle,cle,GabrTa00,rush_long,0,,,,,
player,201510180cle,cle,GabrTa00,targets,2,,,,,
player,201510180cle,cle,GabrTa00,rec,1,,,,,
player,201510180cle,cle,GabrTa00,rec_yds,5,,,,,
player,201510180cle,cle,GabrTa00,rec_td,0,,,,,
player,201510180cle,cle,GabrTa00,rec_long,5,,,,,
player,201510180cle,cle,GabrTa00,fumbles,0,,,,,
player,201510180cle,cle,GabrTa00,fumbles_lost,0,,,,,
player,201510180cle,cle,JohnMa06,pass_cmp,0,,,,,
player,201510180cle,cle,JohnMa06,pass_att,0,,,,,
player,201510180cle,cle,JohnMa06,pass_yds,0,,,,,
player,201510180cle,cle,JohnMa06,pass_td,0,,,,,
player,201510180cle,cle,JohnMa06,pass_int,0,,,,,
player,201510180cle,cle,JohnMa06,pass_sacked,0,,,,,
player,201510180cle,cle,JohnMa06,pass_sacked_yds,0,,,,,
player,201510180cle,cle,JohnMa06,pass_long,0,,,,,
player,201510180cle,cle,JohnMa06,pass_rating,,,,,,
player,201510180cle,cle,JohnMa06,rush_att,0,,,,,
player,201510180cle,cle,JohnMa06,rush_yds,0,,,,,
player,201510180cle,cle,JohnMa06,rush_td,0,,,,,
player,201510180cle,cle,JohnMa06,rush_long,0,,,,,
player,201510180cle,cle,JohnMa06,targets,1,,,,,
player,201510180cle,cle,JohnMa06,rec,1,,,,,
player,201510180cle,cle,JohnMa06,rec_yds,0,,,,,
player,201510180cle,cle,JohnMa06,rec_td,0,,,,,
player,201510180cle,cle,JohnMa06,rec_long,0,,,,,
player,201510180cle,cle,JohnMa06,fumbles,0,,,,,
player,201510180cle,cle,JohnMa06,fumbles_lost,0,,,,,
player,201510180cle,cle,HartBr00,pass_cmp,0,,,,,
player,201510180cle,cle,HartBr00,pass_att,0,,,,,
player,201510180cle,cle,HartBr00,pass_yds,0,,,,,
player,201510180cle,cle,HartBr00,pass_td,0,,,,,
player,201510180cle,cle,HartBr00,pass_int,0,,,,,
player,201510180cle,cle,HartBr00,pass_sacked,0,,,,,
player,201510180cle,cle,HartBr00,pass_sacked_yds,0,,,,,
player,201510180cle,cle,HartBr00,pass_long,0,,,,,
player,201510180cle,cle,HartBr00,pass_rating,,,,,,
player,201510180cle,cle,HartBr00,rush_att,0,,,,,
player,201510180cle,cle,HartBr00,rush_yds,0,,,,,
player,201510180cle,cle,HartBr00,rush_td,0,,,,,
player,201510180cle,cle,HartBr00,rush_long,0,,,,,
player,201510180cle,cle,HartBr00,targets,3,,,,,
player,201510180cle,cle,HartBr00,rec,0,,,,,
player,201510180cle,cle,HartBr00,rec_yds,0,,,,,
player,201510180cle,cle,HartBr00,rec_td,0,,,,,
player,201510180cle,cle,HartBr00,rec_long,0,,,,,
player,201510180cle,cle,HartBr00,fumbles,0,,,,,
player,201510180cle,cle,HartBr00,fumbles_lost,0,,,,,
player,201510180cle,den,TaliAq99,def_int,1,,,,,
player,201510180cle,den,TaliAq99,def_int_yds,63,,,,,
player,201510180cle,den,TaliAq99,def_int_td,1,,,,,
player,201510180cle,den,TaliAq99,def_int_long,63,,,,,
player,201510180cle,den,TaliAq99,pass_defended,2,,,,,
player,201510180cle,den,TaliAq99,sacks,0.0,,,,,
player,201510180cle,den,TaliAq99,tackles_combined,4,,,,,
player,201510180cle,den,TaliAq99,tackles_solo,3,,,,,
player,201510180cle,den,TaliAq99,tackles_assists,1,,,,,
player,201510180cle,den,TaliAq99,tackles_loss,0,,,,,
player,201510180cle,den,TaliAq99,qb_hits,0,,,,,
player,201510180cle,den,TaliAq99,fumbles_rec,0,,,,,
player,201510180cle,den,TaliAq99,fumbles_rec_yds,0,,,,,
player,201510180cle,den,TaliAq99,fumbles_rec_td,0,,,,,
player,201510180cle,den,TaliAq99,fumbles_forced,0,,,,,
player,201510180cle,den,BrutDa99,def_int,1,,,,,
player,201510180cle,den,BrutDa99,def_int_yds,-1,,,,,
player,201510180cle,den,BrutDa99,def_int_td,0,,,,,
player,201510180cle,den,BrutDa99,def_int_long,-1,,,,,
player,201510180cle,den,BrutDa99,pass_defended,2,,,,,
player,201510180cle,den,BrutDa99,sacks,0.0,,,,,
player,201510180cle,den,BrutDa99,tackles_combined,2,,,,,
player,201510180cle,den,BrutDa99,tackles_solo,1,,,,,
player,201510180cle,den,BrutDa99,tackles_assists,1,,,,,
player,201510180cle,den,BrutDa99,tackles_loss,0,,,,,
player,201510180cle,den,BrutDa99,qb_hits,0,,,,,
player,201510180cle,den,BrutDa99,fumbles_rec,0,,,,,
player,201510180cle,den,BrutDa99,fumbles_rec_yds,0,,,,,
player,201510180cle,den,BrutDa99,fumbles_rec_td,0,,,,,
player,201510180cle,den,BrutDa99,fumbles_forced,0,,,,,
player,201510180cle,den,BarrSh00,def_int,0,,,,,
player,201510180cle,den,BarrSh00,def_int_yds,0,,,,,
player,201510180cle,den,BarrSh00,def_int_td,0,,,,,
player,201510180cle,den,BarrSh00,def_int_long,0,,,,,
player,201510180cle,den,BarrSh00,pass_defended,1,,,,,
player,201510180cle,den,BarrSh00,sacks,1.5,,,,,
player,201510180cle,den,BarrSh00,tackles_combined,9,,,,,
player,201510180cle,den,BarrSh00,tackles_solo,6,,,,,
player,201510180cle,den,BarrSh00,tackles_assists,3,,,,,
player,201510180cle,den,BarrSh00,tackles_loss,3,,,,,
