game,2015,8,20151101,201511010atl,tam,"Tampa Bay Buccaneers",23,atl,"Atlanta Falcons",20
team,201511010atl,tam,First Downs,21,,,,,,
team,201511010atl,atl,First Downs,28,,,,,,
team,201511010atl,tam,Rush-Yds-TDs,32-117-1,,,,,,
team,201511010atl,atl,Rush-Yds-TDs,27-101-0,,,,,,
team,201511010atl,tam,Cmp-Att-Yd-TD-INT,16-29-177-1-0,,,,,,
team,201511010atl,atl,Cmp-Att-Yd-TD-INT,37-45-397-2-1,,,,,,
team,201511010atl,tam,Sacked-Yards,2-4,,,,,,
team,201511010atl,atl,Sacked-Yards,1-2,,,,,,
team,201511010atl,tam,Net Pass Yards,173,,,,,,
team,201511010atl,atl,Net Pass Yards,395,,,,,,
team,201511010atl,tam,Total Yards,290,,,,,,
team,201511010atl,atl,Total Yards,496,,,,,,
team,201511010atl,tam,Fumbles-Lost,0-0,,,,,,
team,201511010atl,atl,Fumbles-Lost,4-3,,,,,,
team,201511010atl,tam,Turnovers,0,,,,,,
team,201511010atl,atl,Turnovers,4,,,,,,
team,201511010atl,tam,Penalties-Yards,8-43,,,,,,
team,201511010atl,atl,Penalties-Yards,11-124,,,,,,
team,201511010atl,tam,Third Down Conv.,6-13,,,,,,
team,201511010atl,atl,Third Down Conv.,6-12,,,,,,
team,201511010atl,tam,Fourth Down Conv.,0-1,,,,,,
team,201511010atl,atl,Fourth Down Conv.,2-3,,,,,,
team,201511010atl,tam,Time of Possession,30:11,,,,,,
team,201511010atl,atl,Time of Possession,39:05,,,,,,
player,201511010atl,tam,WinsJa00,pass_cmp,16,,,,,
player,201511010atl,tam,WinsJa00,pass_att,29,,,,,
player,201511010atl,tam,WinsJa00,pass_yds,177,,,,,
player,201511010atl,tam,WinsJa00,pass_td,1,,,,,
player,201511010atl,tam,WinsJa00,pass_int,0,,,,,
player,201511010atl,tam,WinsJa00,pass_sacked,2,,,,,
player,201511010atl,tam,WinsJa00,pass_sacked_yds,4,,,,,
player,201511010atl,tam,WinsJa00,pass_long,28,,,,,
player,201511010atl,tam,WinsJa00,pass_rating,85.0,,,,,
player,201511010atl,tam,WinsJa00,rush_att,3,,,,,
player,201511010atl,tam,WinsJa00,rush_yds,24,,,,,
player,201511010atl,tam,WinsJa00,rush_td,1,,,,,
player,201511010atl,tam,WinsJa00,rush_long,21,,,,,
player,201511010atl,tam,WinsJa00,targets,0,,,,,
player,201511010atl,tam,WinsJa00,rec,0,,,,,
player,201511010atl,tam,WinsJa00,rec_yds,0,,,,,
player,201511010atl,tam,WinsJa00,rec_td,0,,,,,
player,201511010atl,tam,WinsJa00,rec_long,0,,,,,
player,201511010atl,tam,WinsJa00,fumbles,0,,,,,
player,201511010atl,tam,WinsJa00,fumbles_lost,0,,,,,
player,201511010atl,tam,MartDo00,pass_cmp,0,,,,,
player,201511010atl,tam,MartDo00,pass_att,0,,,,,
player,201511010atl,tam,MartDo00,pass_yds,0,,,,,
player,201511010atl,tam,MartDo00,pass_td,0,,,,,
