game,2015,14,20151213,201512130kan,sdg,"San Diego Chargers",3,kan,"Kansas City Chiefs",10
player,201512130kan,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201512130kan,sdg,GateAn00,pass_long,0,,,,,
player,201512130kan,sdg,GateAn00,pass_rating,,,,,,
player,201512130kan,sdg,GateAn00,rush_att,0,,,,,
player,201512130kan,sdg,GateAn00,rush_yds,0,,,,,
player,201512130kan,sdg,GateAn00,rush_td,0,,,,,
player,201512130kan,sdg,GateAn00,rush_long,0,,,,,
player,201512130kan,sdg,GateAn00,targets,8,,,,,
player,201512130kan,sdg,GateAn00,rec,6,,,,,
player,201512130kan,sdg,GateAn00,rec_yds,76,,,,,
player,201512130kan,sdg,GateAn00,rec_td,0,,,,,
player,201512130kan,sdg,GateAn00,rec_long,19,,,,,
player,201512130kan,sdg,GateAn00,fumbles,0,,,,,
player,201512130kan,sdg,GateAn00,fumbles_lost,0,,,,,
player,201512130kan,sdg,FloyMa00,pass_cmp,0,,,,,
player,201512130kan,sdg,FloyMa00,pass_att,0,,,,,
player,201512130kan,sdg,FloyMa00,pass_yds,0,,,,,
player,201512130kan,sdg,FloyMa00,pass_td,0,,,,,
player,201512130kan,sdg,FloyMa00,pass_int,0,,,,,
player,201512130kan,sdg,FloyMa00,pass_sacked,0,,,,,
player,201512130kan,sdg,FloyMa00,pass_sacked_yds,0,,,,,
player,201512130kan,sdg,FloyMa00,pass_long,0,,,,,
player,201512130kan,sdg,FloyMa00,pass_rating,,,,,,
player,201512130kan,sdg,FloyMa00,rush_att,0,,,,,
player,201512130kan,sdg,FloyMa00,rush_yds,0,,,,,
player,201512130kan,sdg,FloyMa00,rush_td,0,,,,,
player,201512130kan,sdg,FloyMa00,rush_long,0,,,,,
player,201512130kan,sdg,FloyMa00,targets,9,,,,,
player,201512130kan,sdg,FloyMa00,rec,3,,,,,
player,201512130kan,sdg,FloyMa00,rec_yds,56,,,,,
player,201512130kan,sdg,FloyMa00,rec_td,0,,,,,
player,201512130kan,sdg,FloyMa00,rec_long,41,,,,,
player,201512130kan,sdg,FloyMa00,fumbles,0,,,,,
player,201512130kan,sdg,FloyMa00,fumbles_lost,0,,,,,
player,201512130kan,sdg,HernJa00,pass_cmp,0,,,,,
player,201512130kan,sdg,HernJa00,pass_att,0,,,,,
player,201512130kan,sdg,HernJa00,pass_yds,0,,,,,
player,201512130kan,sdg,HernJa00,pass_td,0,,,,,
player,201512130kan,sdg,HernJa00,pass_int,0,,,,,
player,201512130kan,sdg,HernJa00,pass_sacked,0,,,,,
player,201512130kan,sdg,HernJa00,pass_sacked_yds,0,,,,,
player,201512130kan,sdg,HernJa00,pass_long,0,,,,,
player,201512130kan,sdg,HernJa00,pass_rating,,,,,,
player,201512130kan,sdg,HernJa00,rush_att,0,,,,,
player,201512130kan,sdg,HernJa00,rush_yds,0,,,,,
player,201512130kan,sdg,HernJa00,rush_td,0,,,,,
player,201512130kan,sdg,HernJa00,rush_long,0,,,,,
player,201512130kan,sdg,HernJa00,targets,7,,,,,
player,201512130kan,sdg,HernJa00,rec,5,,,,,
player,201512130kan,sdg,HernJa00,rec_yds,47,,,,,
player,201512130kan,sdg,HernJa00,rec_td,0,,,,,
player,201512130kan,sdg,HernJa00,rec_long,21,,,,,
player,201512130kan,sdg,HernJa00,fumbles,0,,,,,
player,201512130kan,sdg,HernJa00,fumbles_lost,0,,,,,
player,201512130kan,sdg,GreeLa00,pass_cmp,0,,,,,
player,201512130kan,sdg,GreeLa00,pass_att,0,,,,,
player,201512130kan,sdg,GreeLa00,pass_yds,0,,,,,
player,201512130kan,sdg,GreeLa00,pass_td,0,,,,,
player,201512130kan,sdg,GreeLa00,pass_int,0,,,,,
player,201512130kan,sdg,GreeLa00,pass_sacked,0,,,,,
player,201512130kan,sdg,GreeLa00,pass_sacked_yds,0,,,,,
player,201512130kan,sdg,GreeLa00,pass_long,0,,,,,
player,201512130kan,sdg,GreeLa00,pass_rating,,,,,,
player,201512130kan,sdg,GreeLa00,rush_att,0,,,,,
player,201512130kan,sdg,GreeLa00,rush_yds,0,,,,,
player,201512130kan,sdg,GreeLa00,rush_td,0,,,,,
player,201512130kan,sdg,GreeLa00,rush_long,0,,,,,
player,201512130kan,sdg,GreeLa00,targets,6,,,,,
player,201512130kan,sdg,GreeLa00,rec,2,,,,,
player,201512130kan,sdg,GreeLa00,rec_yds,26,,,,,
player,201512130kan,sdg,GreeLa00,rec_td,0,,,,,
player,201512130kan,sdg,GreeLa00,rec_long,22,,,,,
player,201512130kan,sdg,GreeLa00,fumbles,0,,,,,
player,201512130kan,sdg,GreeLa00,fumbles_lost,0,,,,,
player,201512130kan,sdg,BrowVi00,pass_cmp,0,,,,,
player,201512130kan,sdg,BrowVi00,pass_att,0,,,,,
player,201512130kan,sdg,BrowVi00,pass_yds,0,,,,,
player,201512130kan,sdg,BrowVi00,pass_td,0,,,,,
player,201512130kan,sdg,BrowVi00,pass_int,0,,,,,
player,201512130kan,sdg,BrowVi00,pass_sacked,0,,,,,
player,201512130kan,sdg,BrowVi00,pass_sacked_yds,0,,,,,
player,201512130kan,sdg,BrowVi00,pass_long,0,,,,,
player,201512130kan,sdg,BrowVi00,pass_rating,,,,,,
player,201512130kan,sdg,BrowVi00,rush_att,0,,,,,
player,201512130kan,sdg,BrowVi00,rush_yds,0,,,,,
player,201512130kan,sdg,BrowVi00,rush_td,0,,,,,
player,201512130kan,sdg,BrowVi00,rush_long,0,,,,,
player,201512130kan,sdg,BrowVi00,targets,2,,,,,
player,201512130kan,sdg,BrowVi00,rec,1,,,,,
player,201512130kan,sdg,BrowVi00,rec_yds,22,,,,,
player,201512130kan,sdg,BrowVi00,rec_td,0,,,,,
player,201512130kan,sdg,BrowVi00,rec_long,22,,,,,
player,201512130kan,sdg,BrowVi00,fumbles,0,,,,,
player,201512130kan,sdg,BrowVi00,fumbles_lost,0,,,,,
player,201512130kan,kan,SmitAl03,pass_cmp,15,,,,,
player,201512130kan,kan,SmitAl03,pass_att,23,,,,,
player,201512130kan,kan,SmitAl03,pass_yds,191,,,,,
player,201512130kan,kan,SmitAl03,pass_td,1,,,,,
player,201512130kan,kan,SmitAl03,pass_int,1,,,,,
player,201512130kan,kan,SmitAl03,pass_sacked,2,,,,,
player,201512130kan,kan,SmitAl03,pass_sacked_yds,12,,,,,
player,201512130kan,kan,SmitAl03,pass_long,44,,,,,
player,201512130kan,kan,SmitAl03,pass_rating,87.4,,,,,
player,201512130kan,kan,SmitAl03,rush_att,5,,,,,
player,201512130kan,kan,SmitAl03,rush_yds,40,,,,,
player,201512130kan,kan,SmitAl03,rush_td,0,,,,,
player,201512130kan,kan,SmitAl03,rush_long,18,,,,,
player,201512130kan,kan,SmitAl03,targets,0,,,,,
player,201512130kan,kan,SmitAl03,rec,0,,,,,
player,201512130kan,kan,SmitAl03,rec_yds,0,,,,,
player,201512130kan,kan,SmitAl03,rec_td,0,,,,,
player,201512130kan,kan,SmitAl03,rec_long,0,,,,,
player,201512130kan,kan,SmitAl03,fumbles,1,,,,,
player,201512130kan,kan,SmitAl03,fumbles_lost,0,,,,,
player,201512130kan,kan,WestCh01,pass_cmp,0,,,,,
player,201512130kan,kan,WestCh01,pass_att,0,,,,,
player,201512130kan,kan,WestCh01,pass_yds,0,,,,,
player,201512130kan,kan,WestCh01,pass_td,0,,,,,
player,201512130kan,kan,WestCh01,pass_int,0,,,,,
player,201512130kan,kan,WestCh01,pass_sacked,0,,,,,
player,201512130kan,kan,WestCh01,pass_sacked_yds,0,,,,,
player,201512130kan,kan,WestCh01,pass_long,0,,,,,
player,201512130kan,kan,WestCh01,pass_rating,,,,,,
player,201512130kan,kan,WestCh01,rush_att,10,,,,,
player,201512130kan,kan,WestCh01,rush_yds,54,,,,,
player,201512130kan,kan,WestCh01,rush_td,0,,,,,
player,201512130kan,kan,WestCh01,rush_long,15,,,,,
player,201512130kan,kan,WestCh01,targets,1,,,,,
player,201512130kan,kan,WestCh01,rec,0,,,,,
player,201512130kan,kan,WestCh01,rec_yds,0,,,,,
player,201512130kan,kan,WestCh01,rec_td,0,,,,,
player,201512130kan,kan,WestCh01,rec_long,0,,,,,
player,201512130kan,kan,WestCh01,fumbles,0,,,,,
player,201512130kan,kan,WestCh01,fumbles_lost,0,,,,,
player,201512130kan,kan,WareSp00,pass_cmp,0,,,,,
player,201512130kan,kan,WareSp00,pass_att,0,,,,,
player,201512130kan,kan,WareSp00,pass_yds,0,,,,,
player,201512130kan,kan,WareSp00,pass_td,0,,,,,
player,201512130kan,kan,WareSp00,pass_int,0,,,,,
player,201512130kan,kan,WareSp00,pass_sacked,0,,,,,
player,201512130kan,kan,WareSp00,pass_sacked_yds,0,,,,,
player,201512130kan,kan,WareSp00,pass_long,0,,,,,
player,201512130kan,kan,WareSp00,pass_rating,,,,,,
player,201512130kan,kan,WareSp00,rush_att,8,,,,,
player,201512130kan,kan,WareSp00,rush_yds,52,,,,,
player,201512130kan,kan,WareSp00,rush_td,0,,,,,
player,201512130kan,kan,WareSp00,rush_long,20,,,,,
player,201512130kan,kan,WareSp00,targets,0,,,,,
player,201512130kan,kan,WareSp00,rec,0,,,,,
player,201512130kan,kan,WareSp00,rec_yds,0,,,,,
player,201512130kan,kan,WareSp00,rec_td,0,,,,,
player,201512130kan,kan,WareSp00,rec_long,0,,,,,
player,201512130kan,kan,WareSp00,fumbles,0,,,,,
player,201512130kan,kan,WareSp00,fumbles_lost,0,,,,,
player,201512130kan,kan,DaviKn00,pass_cmp,0,,,,,
player,201512130kan,kan,DaviKn00,pass_att,0,,,,,
player,201512130kan,kan,DaviKn00,pass_yds,0,,,,,
player,201512130kan,kan,DaviKn00,pass_td,0,,,,,
player,201512130kan,kan,DaviKn00,pass_int,0,,,,,
player,201512130kan,kan,DaviKn00,pass_sacked,0,,,,,
player,201512130kan,kan,DaviKn00,pass_sacked_yds,0,,,,,
player,201512130kan,kan,DaviKn00,pass_long,0,,,,,
player,201512130kan,kan,DaviKn00,pass_rating,,,,,,
player,201512130kan,kan,DaviKn00,rush_att,1,,,,,
player,201512130kan,kan,DaviKn00,rush_yds,6,,,,,
player,201512130kan,kan,DaviKn00,rush_td,0,,,,,
player,201512130kan,kan,DaviKn00,rush_long,6,,,,,
player,201512130kan,kan,DaviKn00,targets,0,,,,,
player,201512130kan,kan,DaviKn00,rec,0,,,,,
player,201512130kan,kan,DaviKn00,rec_yds,0,,,,,
player,201512130kan,kan,DaviKn00,rec_td,0,,,,,
player,201512130kan,kan,DaviKn00,rec_long,0,,,,,
player,201512130kan,kan,DaviKn00,fumbles,0,,,,,
player,201512130kan,kan,DaviKn00,fumbles_lost,0,,,,,
player,201512130kan,kan,WilsAl02,pass_cmp,0,,,,,
player,201512130kan,kan,WilsAl02,pass_att,0,,,,,
player,201512130kan,kan,WilsAl02,pass_yds,0,,,,,
player,201512130kan,kan,WilsAl02,pass_td,0,,,,,
player,201512130kan,kan,WilsAl02,pass_int,0,,,,,
player,201512130kan,kan,WilsAl02,pass_sacked,0,,,,,
player,201512130kan,kan,WilsAl02,pass_sacked_yds,0,,,,,
player,201512130kan,kan,WilsAl02,pass_long,0,,,,,
player,201512130kan,kan,WilsAl02,pass_rating,,,,,,
player,201512130kan,kan,WilsAl02,rush_att,0,,,,,
player,201512130kan,kan,WilsAl02,rush_yds,0,,,,,
player,201512130kan,kan,WilsAl02,rush_td,0,,,,,
player,201512130kan,kan,WilsAl02,rush_long,0,,,,,
player,201512130kan,kan,WilsAl02,targets,6,,,,,
player,201512130kan,kan,WilsAl02,rec,4,,,,,
player,201512130kan,kan,WilsAl02,rec_yds,87,,,,,
player,201512130kan,kan,WilsAl02,rec_td,1,,,,,
player,201512130kan,kan,WilsAl02,rec_long,44,,,,,
player,201512130kan,kan,WilsAl02,fumbles,0,,,,,
player,201512130kan,kan,WilsAl02,fumbles_lost,0,,,,,
player,201512130kan,kan,HarrDe03,pass_cmp,0,,,,,
player,201512130kan,kan,HarrDe03,pass_att,0,,,,,
player,201512130kan,kan,HarrDe03,pass_yds,0,,,,,
player,201512130kan,kan,HarrDe03,pass_td,0,,,,,
player,201512130kan,kan,HarrDe03,pass_int,0,,,,,
player,201512130kan,kan,HarrDe03,pass_sacked,0,,,,,
player,201512130kan,kan,HarrDe03,pass_sacked_yds,0,,,,,
player,201512130kan,kan,HarrDe03,pass_long,0,,,,,
player,201512130kan,kan,HarrDe03,pass_rating,,,,,,
player,201512130kan,kan,HarrDe03,rush_att,0,,,,,
player,201512130kan,kan,HarrDe03,rush_yds,0,,,,,
player,201512130kan,kan,HarrDe03,rush_td,0,,,,,
player,201512130kan,kan,HarrDe03,rush_long,0,,,,,
player,201512130kan,kan,HarrDe03,targets,2,,,,,
player,201512130kan,kan,HarrDe03,rec,2,,,,,
player,201512130kan,kan,HarrDe03,rec_yds,18,,,,,
player,201512130kan,kan,HarrDe03,rec_td,0,,,,,
player,201512130kan,kan,HarrDe03,rec_long,12,,,,,
player,201512130kan,kan,HarrDe03,fumbles,0,,,,,
player,201512130kan,kan,HarrDe03,fumbles_lost,0,,,,,
player,201512130kan,kan,KelcTr00,pass_cmp,0,,,,,
player,201512130kan,kan,KelcTr00,pass_att,0,,,,,
player,201512130kan,kan,KelcTr00,pass_yds,0,,,,,
player,201512130kan,kan,KelcTr00,pass_td,0,,,,,
player,201512130kan,kan,KelcTr00,pass_int,0,,,,,
player,201512130kan,kan,KelcTr00,pass_sacked,0,,,,,
player,201512130kan,kan,KelcTr00,pass_sacked_yds,0,,,,,
player,201512130kan,kan,KelcTr00,pass_long,0,,,,,
player,201512130kan,kan,KelcTr00,pass_rating,,,,,,
player,201512130kan,kan,KelcTr00,rush_att,0,,,,,
player,201512130kan,kan,KelcTr00,rush_yds,0,,,,,
player,201512130kan,kan,KelcTr00,rush_td,0,,,,,
player,201512130kan,kan,KelcTr00,rush_long,0,,,,,
player,201512130kan,kan,KelcTr00,targets,5,,,,,
player,201512130kan,kan,KelcTr00,rec,3,,,,,
player,201512130kan,kan,KelcTr00,rec_yds,18,,,,,
player,201512130kan,kan,KelcTr00,rec_td,0,,,,,
player,201512130kan,kan,KelcTr00,rec_long,11,,,,,
player,201512130kan,kan,KelcTr00,fumbles,0,,,,,
player,201512130kan,kan,KelcTr00,fumbles_lost,0,,,,,
player,201512130kan,kan,MaclJe00,pass_cmp,0,,,,,
player,201512130kan,kan,MaclJe00,pass_att,0,,,,,
player,201512130kan,kan,MaclJe00,pass_yds,0,,,,,
player,201512130kan,kan,MaclJe00,pass_td,0,,,,,
player,201512130kan,kan,MaclJe00,pass_int,0,,,,,
player,201512130kan,kan,MaclJe00,pass_sacked,0,,,,,
player,201512130kan,kan,MaclJe00,pass_sacked_yds,0,,,,,
player,201512130kan,kan,MaclJe00,pass_long,0,,,,,
player,201512130kan,kan,MaclJe00,pass_rating,,,,,,
player,201512130kan,kan,MaclJe00,rush_att,1,,,,,
player,201512130kan,kan,MaclJe00,rush_yds,-2,,,,,
player,201512130kan,kan,MaclJe00,rush_td,0,,,,,
player,201512130kan,kan,MaclJe00,rush_long,-2,,,,,
player,201512130kan,kan,MaclJe00,targets,9,,,,,
player,201512130kan,kan,MaclJe00,rec,6,,,,,
player,201512130kan,kan,MaclJe00,rec_yds,68,,,,,
player,201512130kan,kan,MaclJe00,rec_td,0,,,,,
player,201512130kan,kan,MaclJe00,rec_long,21,,,,,
player,201512130kan,kan,MaclJe00,fumbles,0,,,,,
player,201512130kan,kan,MaclJe00,fumbles_lost,0,,,,,
player,201512130kan,sdg,VerrJa00,def_int,1,,,,,
player,201512130kan,sdg,VerrJa00,def_int_yds,0,,,,,
player,201512130kan,sdg,VerrJa00,def_int_td,0,,,,,
player,201512130kan,sdg,VerrJa00,def_int_long,0,,,,,
player,201512130kan,sdg,VerrJa00,pass_defended,1,,,,,
player,201512130kan,sdg,VerrJa00,sacks,0.0,,,,,
player,201512130kan,sdg,VerrJa00,tackles_combined,8,,,,,
player,201512130kan,sdg,VerrJa00,tackles_solo,8,,,,,
player,201512130kan,sdg,VerrJa00,tackles_assists,0,,,,,
player,201512130kan,sdg,VerrJa00,tackles_loss,0,,,,,
player,201512130kan,sdg,VerrJa00,qb_hits,0,,,,,
player,201512130kan,sdg,VerrJa00,fumbles_rec,0,,,,,
player,201512130kan,sdg,VerrJa00,fumbles_rec_yds,0,,,,,
player,201512130kan,sdg,VerrJa00,fumbles_rec_td,0,,,,,
player,201512130kan,sdg,VerrJa00,fumbles_forced,0,,,,,
player,201512130kan,sdg,AttaJe00,def_int,0,,,,,
player,201512130kan,sdg,AttaJe00,def_int_yds,0,,,,,
player,201512130kan,sdg,AttaJe00,def_int_td,0,,,,,
player,201512130kan,sdg,AttaJe00,def_int_long,0,,,,,
player,201512130kan,sdg,AttaJe00,pass_defended,0,,,,,
player,201512130kan,sdg,AttaJe00,sacks,1.0,,,,,
player,201512130kan,sdg,AttaJe00,tackles_combined,4,,,,,
player,201512130kan,sdg,AttaJe00,tackles_solo,4,,,,,
player,201512130kan,sdg,AttaJe00,tackles_assists,0,,,,,
player,201512130kan,sdg,AttaJe00,tackles_loss,2,,,,,
player,201512130kan,sdg,AttaJe00,qb_hits,1,,,,,
player,201512130kan,sdg,AttaJe00,fumbles_rec,0,,,,,
player,201512130kan,sdg,AttaJe00,fumbles_rec_yds,0,,,,,
player,201512130kan,sdg,AttaJe00,fumbles_rec_td,0,,,,,
player,201512130kan,sdg,AttaJe00,fumbles_forced,1,,,,,
player,201512130kan,sdg,IngrMe00,def_int,0,,,,,
player,201512130kan,sdg,IngrMe00,def_int_yds,0,,,,,
player,201512130kan,sdg,IngrMe00,def_int_td,0,,,,,
player,201512130kan,sdg,IngrMe00,def_int_long,0,,,,,
player,201512130kan,sdg,IngrMe00,pass_defended,0,,,,,
player,201512130kan,sdg,IngrMe00,sacks,1.0,,,,,
player,201512130kan,sdg,IngrMe00,tackles_combined,2,,,,,
player,201512130kan,sdg,IngrMe00,tackles_solo,2,,,,,
player,201512130kan,sdg,IngrMe00,tackles_assists,0,,,,,
player,201512130kan,sdg,IngrMe00,tackles_loss,1,,,,,
player,201512130kan,sdg,IngrMe00,qb_hits,2,,,,,
player,201512130kan,sdg,IngrMe00,fumbles_rec,0,,,,,
player,201512130kan,sdg,IngrMe00,fumbles_rec_yds,0,,,,,
player,201512130kan,sdg,IngrMe00,fumbles_rec_td,0,,,,,
player,201512130kan,sdg,IngrMe00,fumbles_forced,0,,,,,
player,201512130kan,sdg,AddaJa00,def_int,0,,,,,
player,201512130kan,sdg,AddaJa00,def_int_yds,0,,,,,
player,201512130kan,sdg,AddaJa00,def_int_td,0,,,,,
player,201512130kan,sdg,AddaJa00,def_int_long,0,,,,,
player,201512130kan,sdg,AddaJa00,pass_defended,1,,,,,
player,201512130kan,sdg,AddaJa00,sacks,0.0,,,,,
player,201512130kan,sdg,AddaJa00,tackles_combined,7,,,,,
player,201512130kan,sdg,AddaJa00,tackles_solo,7,,,,,
player,201512130kan,sdg,AddaJa00,tackles_assists,0,,,,,
player,201512130kan,sdg,AddaJa00,tackles_loss,1,,,,,
player,201512130kan,sdg,AddaJa00,qb_hits,0,,,,,
player,201512130kan,sdg,AddaJa00,fumbles_rec,0,,,,,
player,201512130kan,sdg,AddaJa00,fumbles_rec_yds,0,,,,,
player,201512130kan,sdg,AddaJa00,fumbles_rec_td,0,,,,,
player,201512130kan,sdg,AddaJa00,fumbles_forced,0,,,,,
player,201512130kan,sdg,PerrDe00,def_int,0,,,,,
player,201512130kan,sdg,PerrDe00,def_int_yds,0,,,,,
player,201512130kan,sdg,PerrDe00,def_int_td,0,,,,,
player,201512130kan,sdg,PerrDe00,def_int_long,0,,,,,
player,201512130kan,sdg,PerrDe00,pass_defended,0,,,,,
player,201512130kan,sdg,PerrDe00,sacks,0.0,,,,,
player,201512130kan,sdg,PerrDe00,tackles_combined,5,,,,,
player,201512130kan,sdg,PerrDe00,tackles_solo,4,,,,,
player,201512130kan,sdg,PerrDe00,tackles_assists,1,,,,,
player,201512130kan,sdg,PerrDe00,tackles_loss,1,,,,,
player,201512130kan,sdg,PerrDe00,qb_hits,0,,,,,
player,201512130kan,sdg,PerrDe00,fumbles_rec,0,,,,,
player,201512130kan,sdg,PerrDe00,fumbles_rec_yds,0,,,,,
player,201512130kan,sdg,PerrDe00,fumbles_rec_td,0,,,,,
player,201512130kan,sdg,PerrDe00,fumbles_forced,0,,,,,
player,201512130kan,sdg,TeoxMa00,def_int,0,,,,,
player,201512130kan,sdg,TeoxMa00,def_int_yds,0,,,,,
player,201512130kan,sdg,TeoxMa00,def_int_td,0,,,,,
player,201512130kan,sdg,TeoxMa00,def_int_long,0,,,,,
player,201512130kan,sdg,TeoxMa00,pass_defended,0,,,,,
player,201512130kan,sdg,TeoxMa00,sacks,0.0,,,,,
player,201512130kan,sdg,TeoxMa00,tackles_combined,4,,,,,
player,201512130kan,sdg,TeoxMa00,tackles_solo,3,,,,,
player,201512130kan,sdg,TeoxMa00,tackles_assists,1,,,,,
player,201512130kan,sdg,TeoxMa00,tackles_loss,0,,,,,
player,201512130kan,sdg,TeoxMa00,qb_hits,0,,,,,
player,201512130kan,sdg,TeoxMa00,fumbles_rec,0,,,,,
player,201512130kan,sdg,TeoxMa00,fumbles_rec_yds,0,,,,,
player,201512130kan,sdg,TeoxMa00,fumbles_rec_td,0,,,,,
player,201512130kan,sdg,TeoxMa00,fumbles_forced,0,,,,,
player,201512130kan,sdg,MathRi99,def_int,0,,,,,
player,201512130kan,sdg,MathRi99,def_int_yds,0,,,,,
player,201512130kan,sdg,MathRi99,def_int_td,0,,,,,
player,201512130kan,sdg,MathRi99,def_int_long,0,,,,,
player,201512130kan,sdg,MathRi99,pass_defended,0,,,,,
player,201512130kan,sdg,MathRi99,sacks,0.0,,,,,
player,201512130kan,sdg,MathRi99,tackles_combined,3,,,,,
player,201512130kan,sdg,MathRi99,tackles_solo,2,,,,,
player,201512130kan,sdg,MathRi99,tackles_assists,1,,,,,
player,201512130kan,sdg,MathRi99,tackles_loss,0,,,,,
player,201512130kan,sdg,MathRi99,qb_hits,0,,,,,
