game,2015,6,20151018,201510180oti,mia,"Miami Dolphins",38,oti,"Tennessee Titans",10
player,201510180oti,oti,WoodAl99,def_int_yds,0,,,,,
player,201510180oti,oti,WoodAl99,def_int_td,0,,,,,
player,201510180oti,oti,WoodAl99,def_int_long,0,,,,,
player,201510180oti,oti,WoodAl99,pass_defended,0,,,,,
player,201510180oti,oti,WoodAl99,sacks,0.0,,,,,
player,201510180oti,oti,WoodAl99,tackles_combined,3,,,,,
player,201510180oti,oti,WoodAl99,tackles_solo,3,,,,,
player,201510180oti,oti,WoodAl99,tackles_assists,0,,,,,
player,201510180oti,oti,WoodAl99,tackles_loss,1,,,,,
player,201510180oti,oti,WoodAl99,qb_hits,0,,,,,
player,201510180oti,oti,WoodAl99,fumbles_rec,0,,,,,
player,201510180oti,oti,WoodAl99,fumbles_rec_yds,0,,,,,
player,201510180oti,oti,WoodAl99,fumbles_rec_td,0,,,,,
player,201510180oti,oti,WoodAl99,fumbles_forced,0,,,,,
player,201510180oti,oti,WrehBl00,def_int,0,,,,,
player,201510180oti,oti,WrehBl00,def_int_yds,0,,,,,
player,201510180oti,oti,WrehBl00,def_int_td,0,,,,,
player,201510180oti,oti,WrehBl00,def_int_long,0,,,,,
player,201510180oti,oti,WrehBl00,pass_defended,0,,,,,
player,201510180oti,oti,WrehBl00,sacks,0.0,,,,,
player,201510180oti,oti,WrehBl00,tackles_combined,3,,,,,
player,201510180oti,oti,WrehBl00,tackles_solo,3,,,,,
player,201510180oti,oti,WrehBl00,tackles_assists,0,,,,,
player,201510180oti,oti,WrehBl00,tackles_loss,0,,,,,
player,201510180oti,oti,WrehBl00,qb_hits,0,,,,,
player,201510180oti,oti,WrehBl00,fumbles_rec,0,,,,,
player,201510180oti,oti,WrehBl00,fumbles_rec_yds,0,,,,,
player,201510180oti,oti,WrehBl00,fumbles_rec_td,0,,,,,
player,201510180oti,oti,WrehBl00,fumbles_forced,0,,,,,
player,201510180oti,oti,JoneDa04,def_int,0,,,,,
player,201510180oti,oti,JoneDa04,def_int_yds,0,,,,,
player,201510180oti,oti,JoneDa04,def_int_td,0,,,,,
player,201510180oti,oti,JoneDa04,def_int_long,0,,,,,
player,201510180oti,oti,JoneDa04,pass_defended,0,,,,,
player,201510180oti,oti,JoneDa04,sacks,0.0,,,,,
player,201510180oti,oti,JoneDa04,tackles_combined,2,,,,,
player,201510180oti,oti,JoneDa04,tackles_solo,1,,,,,
player,201510180oti,oti,JoneDa04,tackles_assists,1,,,,,
player,201510180oti,oti,JoneDa04,tackles_loss,0,,,,,
player,201510180oti,oti,JoneDa04,qb_hits,0,,,,,
player,201510180oti,oti,JoneDa04,fumbles_rec,0,,,,,
player,201510180oti,oti,JoneDa04,fumbles_rec_yds,0,,,,,
player,201510180oti,oti,JoneDa04,fumbles_rec_td,0,,,,,
player,201510180oti,oti,JoneDa04,fumbles_forced,0,,,,,
player,201510180oti,oti,McCoJa99,def_int,0,,,,,
player,201510180oti,oti,McCoJa99,def_int_yds,0,,,,,
player,201510180oti,oti,McCoJa99,def_int_td,0,,,,,
player,201510180oti,oti,McCoJa99,def_int_long,0,,,,,
player,201510180oti,oti,McCoJa99,pass_defended,0,,,,,
player,201510180oti,oti,McCoJa99,sacks,0.0,,,,,
player,201510180oti,oti,McCoJa99,tackles_combined,2,,,,,
player,201510180oti,oti,McCoJa99,tackles_solo,0,,,,,
player,201510180oti,oti,McCoJa99,tackles_assists,2,,,,,
player,201510180oti,oti,McCoJa99,tackles_loss,0,,,,,
player,201510180oti,oti,McCoJa99,qb_hits,0,,,,,
player,201510180oti,oti,McCoJa99,fumbles_rec,0,,,,,
player,201510180oti,oti,McCoJa99,fumbles_rec_yds,0,,,,,
player,201510180oti,oti,McCoJa99,fumbles_rec_td,0,,,,,
player,201510180oti,oti,McCoJa99,fumbles_forced,0,,,,,
player,201510180oti,oti,BassDa00,def_int,0,,,,,
player,201510180oti,oti,BassDa00,def_int_yds,0,,,,,
player,201510180oti,oti,BassDa00,def_int_td,0,,,,,
player,201510180oti,oti,BassDa00,def_int_long,0,,,,,
player,201510180oti,oti,BassDa00,pass_defended,0,,,,,
player,201510180oti,oti,BassDa00,sacks,0.0,,,,,
player,201510180oti,oti,BassDa00,tackles_combined,1,,,,,
player,201510180oti,oti,BassDa00,tackles_solo,1,,,,,
player,201510180oti,oti,BassDa00,tackles_assists,0,,,,,
player,201510180oti,oti,BassDa00,tackles_loss,0,,,,,
player,201510180oti,oti,BassDa00,qb_hits,0,,,,,
player,201510180oti,oti,BassDa00,fumbles_rec,0,,,,,
player,201510180oti,oti,BassDa00,fumbles_rec_yds,0,,,,,
player,201510180oti,oti,BassDa00,fumbles_rec_td,0,,,,,
player,201510180oti,oti,BassDa00,fumbles_forced,0,,,,,
player,201510180oti,oti,SupePh00,def_int,0,,,,,
player,201510180oti,oti,SupePh00,def_int_yds,0,,,,,
player,201510180oti,oti,SupePh00,def_int_td,0,,,,,
player,201510180oti,oti,SupePh00,def_int_long,0,,,,,
player,201510180oti,oti,SupePh00,pass_defended,0,,,,,
player,201510180oti,oti,SupePh00,sacks,0.0,,,,,
player,201510180oti,oti,SupePh00,tackles_combined,1,,,,,
player,201510180oti,oti,SupePh00,tackles_solo,1,,,,,
player,201510180oti,oti,SupePh00,tackles_assists,0,,,,,
player,201510180oti,oti,SupePh00,tackles_loss,0,,,,,
player,201510180oti,oti,SupePh00,qb_hits,0,,,,,
player,201510180oti,oti,SupePh00,fumbles_rec,0,,,,,
player,201510180oti,oti,SupePh00,fumbles_rec_yds,0,,,,,
player,201510180oti,oti,SupePh00,fumbles_rec_td,0,,,,,
player,201510180oti,oti,SupePh00,fumbles_forced,0,,,,,
player,201510180oti,oti,KlugKa00,def_int,0,,,,,
player,201510180oti,oti,KlugKa00,def_int_yds,0,,,,,
player,201510180oti,oti,KlugKa00,def_int_td,0,,,,,
player,201510180oti,oti,KlugKa00,def_int_long,0,,,,,
player,201510180oti,oti,KlugKa00,pass_defended,0,,,,,
player,201510180oti,oti,KlugKa00,sacks,0.0,,,,,
player,201510180oti,oti,KlugKa00,tackles_combined,0,,,,,
player,201510180oti,oti,KlugKa00,tackles_solo,0,,,,,
player,201510180oti,oti,KlugKa00,tackles_assists,0,,,,,
player,201510180oti,oti,KlugKa00,tackles_loss,0,,,,,
player,201510180oti,oti,KlugKa00,qb_hits,1,,,,,
player,201510180oti,oti,KlugKa00,fumbles_rec,0,,,,,
player,201510180oti,oti,KlugKa00,fumbles_rec_yds,0,,,,,
player,201510180oti,oti,KlugKa00,fumbles_rec_td,0,,,,,
player,201510180oti,oti,KlugKa00,fumbles_forced,0,,,,,
player,201510180oti,mia,LandJa00,kick_ret,0,,,,,
player,201510180oti,mia,LandJa00,kick_ret_yds,0,,,,,
player,201510180oti,mia,LandJa00,kick_ret_yds_per_ret,,,,,,
player,201510180oti,mia,LandJa00,kick_ret_td,0,,,,,
player,201510180oti,mia,LandJa00,kick_ret_long,0,,,,,
player,201510180oti,mia,LandJa00,punt_ret,1,,,,,
player,201510180oti,mia,LandJa00,punt_ret_yds,6,,,,,
player,201510180oti,mia,LandJa00,punt_ret_yds_per_ret,6.0,,,,,
player,201510180oti,mia,LandJa00,punt_ret_td,0,,,,,
player,201510180oti,mia,LandJa00,punt_ret_long,6,,,,,
player,201510180oti,mia,WillDa05,kick_ret,2,,,,,
player,201510180oti,mia,WillDa05,kick_ret_yds,45,,,,,
player,201510180oti,mia,WillDa05,kick_ret_yds_per_ret,22.5,,,,,
player,201510180oti,mia,WillDa05,kick_ret_td,0,,,,,
player,201510180oti,mia,WillDa05,kick_ret_long,31,,,,,
player,201510180oti,mia,WillDa05,punt_ret,0,,,,,
player,201510180oti,mia,WillDa05,punt_ret_yds,0,,,,,
player,201510180oti,mia,WillDa05,punt_ret_yds_per_ret,,,,,,
player,201510180oti,mia,WillDa05,punt_ret_td,0,,,,,
player,201510180oti,mia,WillDa05,punt_ret_long,0,,,,,
player,201510180oti,oti,McClDe00,kick_ret,0,,,,,
player,201510180oti,oti,McClDe00,kick_ret_yds,0,,,,,
player,201510180oti,oti,McClDe00,kick_ret_yds_per_ret,,,,,,
player,201510180oti,oti,McClDe00,kick_ret_td,0,,,,,
player,201510180oti,oti,McClDe00,kick_ret_long,0,,,,,
player,201510180oti,oti,McClDe00,punt_ret,1,,,,,
player,201510180oti,oti,McClDe00,punt_ret_yds,14,,,,,
player,201510180oti,oti,McClDe00,punt_ret_yds_per_ret,14.0,,,,,
player,201510180oti,oti,McClDe00,punt_ret_td,0,,,,,
player,201510180oti,oti,McClDe00,punt_ret_long,14,,,,,
player,201510180oti,oti,SankBi00,kick_ret,3,,,,,
player,201510180oti,oti,SankBi00,kick_ret_yds,79,,,,,
player,201510180oti,oti,SankBi00,kick_ret_yds_per_ret,26.3,,,,,
player,201510180oti,oti,SankBi00,kick_ret_td,0,,,,,
player,201510180oti,oti,SankBi00,kick_ret_long,34,,,,,
player,201510180oti,oti,SankBi00,punt_ret,0,,,,,
player,201510180oti,oti,SankBi00,punt_ret_yds,0,,,,,
player,201510180oti,oti,SankBi00,punt_ret_yds_per_ret,,,,,,
player,201510180oti,oti,SankBi00,punt_ret_td,0,,,,,
player,201510180oti,oti,SankBi00,punt_ret_long,0,,,,,
player,201510180oti,mia,FranAn01,xpm,5,,,,,
player,201510180oti,mia,FranAn01,xpa,5,,,,,
player,201510180oti,mia,FranAn01,fgm,1,,,,,
player,201510180oti,mia,FranAn01,fga,1,,,,,
player,201510180oti,mia,FranAn01,punt,0,,,,,
player,201510180oti,mia,FranAn01,punt_yds,0,,,,,
player,201510180oti,mia,FranAn01,punt_yds_per_punt,,,,,,
player,201510180oti,mia,FranAn01,punt_long,0,,,,,
player,201510180oti,mia,DarrMa00,xpm,,,,,,
player,201510180oti,mia,DarrMa00,xpa,,,,,,
player,201510180oti,mia,DarrMa00,fgm,,,,,,
player,201510180oti,mia,DarrMa00,fga,,,,,,
player,201510180oti,mia,DarrMa00,punt,3,,,,,
player,201510180oti,mia,DarrMa00,punt_yds,131,,,,,
player,201510180oti,mia,DarrMa00,punt_yds_per_punt,43.7,,,,,
player,201510180oti,mia,DarrMa00,punt_long,47,,,,,
player,201510180oti,oti,SuccRy44,xpm,1,,,,,
player,201510180oti,oti,SuccRy44,xpa,1,,,,,
player,201510180oti,oti,SuccRy44,fgm,1,,,,,
player,201510180oti,oti,SuccRy44,fga,1,,,,,
player,201510180oti,oti,SuccRy44,punt,0,,,,,
player,201510180oti,oti,SuccRy44,punt_yds,0,,,,,
player,201510180oti,oti,SuccRy44,punt_yds_per_punt,,,,,,
player,201510180oti,oti,SuccRy44,punt_long,0,,,,,
player,201510180oti,oti,KernBr20,xpm,,,,,,
player,201510180oti,oti,KernBr20,xpa,,,,,,
player,201510180oti,oti,KernBr20,fgm,,,,,,
player,201510180oti,oti,KernBr20,fga,,,,,,
player,201510180oti,oti,KernBr20,punt,3,,,,,
player,201510180oti,oti,KernBr20,punt_yds,125,,,,,
player,201510180oti,oti,KernBr20,punt_yds_per_punt,41.7,,,,,
player,201510180oti,oti,KernBr20,punt_long,61,,,,,
player,201510180oti,oti,BellBy00,pos,G,,,,,
player,201510180oti,oti,BellBy00,offense,69,,,,,
player,201510180oti,oti,BellBy00,off_pct,100%,,,,,
player,201510180oti,oti,BellBy00,defense,0,,,,,
player,201510180oti,oti,BellBy00,def_pct,0%,,,,,
player,201510180oti,oti,BellBy00,special_teams,2,,,,,
player,201510180oti,oti,BellBy00,st_pct,8%,,,,,
player,201510180oti,oti,WarmCh00,pos,G,,,,,
player,201510180oti,oti,WarmCh00,offense,69,,,,,
player,201510180oti,oti,WarmCh00,off_pct,100%,,,,,
player,201510180oti,oti,WarmCh00,defense,0,,,,,
player,201510180oti,oti,WarmCh00,def_pct,0%,,,,,
player,201510180oti,oti,WarmCh00,special_teams,1,,,,,
player,201510180oti,oti,WarmCh00,st_pct,4%,,,,,
player,201510180oti,oti,LewaTa00,pos,T,,,,,
player,201510180oti,oti,LewaTa00,offense,69,,,,,
player,201510180oti,oti,LewaTa00,off_pct,100%,,,,,
player,201510180oti,oti,LewaTa00,defense,0,,,,,
player,201510180oti,oti,LewaTa00,def_pct,0%,,,,,
player,201510180oti,oti,LewaTa00,special_teams,0,,,,,
player,201510180oti,oti,LewaTa00,st_pct,0%,,,,,
player,201510180oti,oti,MariMa01,pos,QB,,,,,
player,201510180oti,oti,MariMa01,offense,59,,,,,
player,201510180oti,oti,MariMa01,off_pct,86%,,,,,
player,201510180oti,oti,MariMa01,defense,0,,,,,
player,201510180oti,oti,MariMa01,def_pct,0%,,,,,
player,201510180oti,oti,MariMa01,special_teams,0,,,,,
player,201510180oti,oti,MariMa01,st_pct,0%,,,,,
player,201510180oti,oti,WrigKe01,pos,WR,,,,,
player,201510180oti,oti,WrigKe01,offense,59,,,,,
player,201510180oti,oti,WrigKe01,off_pct,86%,,,,,
player,201510180oti,oti,WrigKe01,defense,0,,,,,
player,201510180oti,oti,WrigKe01,def_pct,0%,,,,,
player,201510180oti,oti,WrigKe01,special_teams,0,,,,,
player,201510180oti,oti,WrigKe01,st_pct,0%,,,,,
player,201510180oti,oti,WalkHu00,pos,TE,,,,,
player,201510180oti,oti,WalkHu00,offense,51,,,,,
player,201510180oti,oti,WalkHu00,off_pct,74%,,,,,
player,201510180oti,oti,WalkHu00,defense,0,,,,,
player,201510180oti,oti,WalkHu00,def_pct,0%,,,,,
player,201510180oti,oti,WalkHu00,special_teams,0,,,,,
player,201510180oti,oti,WalkHu00,st_pct,0%,,,,,
player,201510180oti,oti,MereJa20,pos,T,,,,,
player,201510180oti,oti,MereJa20,offense,48,,,,,
player,201510180oti,oti,MereJa20,off_pct,70%,,,,,
player,201510180oti,oti,MereJa20,defense,0,,,,,
player,201510180oti,oti,MereJa20,def_pct,0%,,,,,
player,201510180oti,oti,MereJa20,special_teams,2,,,,,
player,201510180oti,oti,MereJa20,st_pct,8%,,,,,
player,201510180oti,oti,HuntJu00,pos,WR,,,,,
player,201510180oti,oti,HuntJu00,offense,46,,,,,
player,201510180oti,oti,HuntJu00,off_pct,67%,,,,,
player,201510180oti,oti,HuntJu00,defense,0,,,,,
player,201510180oti,oti,HuntJu00,def_pct,0%,,,,,
player,201510180oti,oti,HuntJu00,special_teams,0,,,,,
player,201510180oti,oti,HuntJu00,st_pct,0%,,,,,
player,201510180oti,oti,GallAn00,pos,C,,,,,
player,201510180oti,oti,GallAn00,offense,43,,,,,
player,201510180oti,oti,GallAn00,off_pct,62%,,,,,
player,201510180oti,oti,GallAn00,defense,0,,,,,
player,201510180oti,oti,GallAn00,def_pct,0%,,,,,
player,201510180oti,oti,GallAn00,special_teams,0,,,,,
player,201510180oti,oti,GallAn00,st_pct,0%,,,,,
player,201510180oti,oti,DougHa00,pos,WR,,,,,
player,201510180oti,oti,DougHa00,offense,36,,,,,
player,201510180oti,oti,DougHa00,off_pct,52%,,,,,
player,201510180oti,oti,DougHa00,defense,0,,,,,
player,201510180oti,oti,DougHa00,def_pct,0%,,,,,
player,201510180oti,oti,DougHa00,special_teams,0,,,,,
player,201510180oti,oti,DougHa00,st_pct,0%,,,,,
player,201510180oti,oti,GreeDo00,pos,WR,,,,,
player,201510180oti,oti,GreeDo00,offense,29,,,,,
player,201510180oti,oti,GreeDo00,off_pct,42%,,,,,
player,201510180oti,oti,GreeDo00,defense,0,,,,,
player,201510180oti,oti,GreeDo00,def_pct,0%,,,,,
player,201510180oti,oti,GreeDo00,special_teams,0,,,,,
player,201510180oti,oti,GreeDo00,st_pct,0%,,,,,
player,201510180oti,oti,McClDe00,pos,RB,,,,,
player,201510180oti,oti,McClDe00,offense,28,,,,,
player,201510180oti,oti,McClDe00,off_pct,41%,,,,,
player,201510180oti,oti,McClDe00,defense,0,,,,,
player,201510180oti,oti,McClDe00,def_pct,0%,,,,,
player,201510180oti,oti,McClDe00,special_teams,3,,,,,
player,201510180oti,oti,McClDe00,st_pct,12%,,,,,
player,201510180oti,oti,AndrAn00,pos,RB,,,,,
player,201510180oti,oti,AndrAn00,offense,27,,,,,
player,201510180oti,oti,AndrAn00,off_pct,39%,,,,,
player,201510180oti,oti,AndrAn00,defense,0,,,,,
player,201510180oti,oti,AndrAn00,def_pct,0%,,,,,
player,201510180oti,oti,AndrAn00,special_teams,9,,,,,
player,201510180oti,oti,AndrAn00,st_pct,38%,,,,,
player,201510180oti,oti,FasaAn00,pos,TE,,,,,
player,201510180oti,oti,FasaAn00,offense,27,,,,,
player,201510180oti,oti,FasaAn00,off_pct,39%,,,,,
player,201510180oti,oti,FasaAn00,defense,0,,,,,
player,201510180oti,oti,FasaAn00,def_pct,0%,,,,,
player,201510180oti,oti,FasaAn00,special_teams,0,,,,,
player,201510180oti,oti,FasaAn00,st_pct,0%,,,,,
player,201510180oti,oti,SchwBr00,pos,C,,,,,
player,201510180oti,oti,SchwBr00,offense,26,,,,,
player,201510180oti,oti,SchwBr00,off_pct,38%,,,,,
player,201510180oti,oti,SchwBr00,defense,0,,,,,
player,201510180oti,oti,SchwBr00,def_pct,0%,,,,,
player,201510180oti,oti,SchwBr00,special_teams,1,,,,,
player,201510180oti,oti,SchwBr00,st_pct,4%,,,,,
player,201510180oti,oti,PoutJe00,pos,T,,,,,
player,201510180oti,oti,PoutJe00,offense,21,,,,,
player,201510180oti,oti,PoutJe00,off_pct,30%,,,,,
player,201510180oti,oti,PoutJe00,defense,0,,,,,
player,201510180oti,oti,PoutJe00,def_pct,0%,,,,,
player,201510180oti,oti,PoutJe00,special_teams,0,,,,,
player,201510180oti,oti,PoutJe00,st_pct,0%,,,,,
player,201510180oti,oti,SankBi00,pos,RB,,,,,
player,201510180oti,oti,SankBi00,offense,18,,,,,
player,201510180oti,oti,SankBi00,off_pct,26%,,,,,
player,201510180oti,oti,SankBi00,defense,0,,,,,
player,201510180oti,oti,SankBi00,def_pct,0%,,,,,
player,201510180oti,oti,SankBi00,special_teams,7,,,,,
player,201510180oti,oti,SankBi00,st_pct,29%,,,,,
player,201510180oti,oti,StevCr00,pos,TE,,,,,
player,201510180oti,oti,StevCr00,offense,18,,,,,
player,201510180oti,oti,StevCr00,off_pct,26%,,,,,
player,201510180oti,oti,StevCr00,defense,0,,,,,
player,201510180oti,oti,StevCr00,def_pct,0%,,,,,
player,201510180oti,oti,StevCr00,special_teams,2,,,,,
player,201510180oti,oti,StevCr00,st_pct,8%,,,,,
player,201510180oti,oti,MettZa00,pos,QB,,,,,
player,201510180oti,oti,MettZa00,offense,10,,,,,
player,201510180oti,oti,MettZa00,off_pct,14%,,,,,
player,201510180oti,oti,MettZa00,defense,0,,,,,
player,201510180oti,oti,MettZa00,def_pct,0%,,,,,
player,201510180oti,oti,MettZa00,special_teams,0,,,,,
player,201510180oti,oti,MettZa00,st_pct,0%,,,,,
player,201510180oti,oti,FowlJa00,pos,FB,,,,,
player,201510180oti,oti,FowlJa00,offense,6,,,,,
player,201510180oti,oti,FowlJa00,off_pct,9%,,,,,
player,201510180oti,oti,FowlJa00,defense,0,,,,,
player,201510180oti,oti,FowlJa00,def_pct,0%,,,,,
player,201510180oti,oti,FowlJa00,special_teams,13,,,,,
player,201510180oti,oti,FowlJa00,st_pct,54%,,,,,
player,201510180oti,oti,WoodWe20,pos,LB,,,,,
player,201510180oti,oti,WoodWe20,offense,0,,,,,
player,201510180oti,oti,WoodWe20,off_pct,0%,,,,,
player,201510180oti,oti,WoodWe20,defense,67,,,,,
player,201510180oti,oti,WoodWe20,def_pct,100%,,,,,
player,201510180oti,oti,WoodWe20,special_teams,9,,,,,
player,201510180oti,oti,WoodWe20,st_pct,38%,,,,,
player,201510180oti,oti,BrowZa00,pos,LB,,,,,
player,201510180oti,oti,BrowZa00,offense,0,,,,,
player,201510180oti,oti,BrowZa00,off_pct,0%,,,,,
player,201510180oti,oti,BrowZa00,defense,67,,,,,
player,201510180oti,oti,BrowZa00,def_pct,100%,,,,,
player,201510180oti,oti,BrowZa00,special_teams,6,,,,,
player,201510180oti,oti,BrowZa00,st_pct,25%,,,,,
player,201510180oti,oti,McCoJa99,pos,CB,,,,,
player,201510180oti,oti,McCoJa99,offense,0,,,,,
player,201510180oti,oti,McCoJa99,off_pct,0%,,,,,
player,201510180oti,oti,McCoJa99,defense,67,,,,,
player,201510180oti,oti,McCoJa99,def_pct,100%,,,,,
player,201510180oti,oti,McCoJa99,special_teams,6,,,,,
player,201510180oti,oti,McCoJa99,st_pct,25%,,,,,
player,201510180oti,oti,SearDa00,pos,SS,,,,,
player,201510180oti,oti,SearDa00,offense,0,,,,,
player,201510180oti,oti,SearDa00,off_pct,0%,,,,,
player,201510180oti,oti,SearDa00,defense,66,,,,,
player,201510180oti,oti,SearDa00,def_pct,99%,,,,,
player,201510180oti,oti,SearDa00,special_teams,7,,,,,
player,201510180oti,oti,SearDa00,st_pct,29%,,,,,
player,201510180oti,oti,SensCo00,pos,CB,,,,,
player,201510180oti,oti,SensCo00,offense,0,,,,,
player,201510180oti,oti,SensCo00,off_pct,0%,,,,,
player,201510180oti,oti,SensCo00,defense,63,,,,,
player,201510180oti,oti,SensCo00,def_pct,94%,,,,,
player,201510180oti,oti,SensCo00,special_teams,12,,,,,
player,201510180oti,oti,SensCo00,st_pct,50%,,,,,
player,201510180oti,oti,OrakBr99,pos,LB,,,,,
player,201510180oti,oti,OrakBr99,offense,0,,,,,
player,201510180oti,oti,OrakBr99,off_pct,0%,,,,,
player,201510180oti,oti,OrakBr99,defense,63,,,,,
player,201510180oti,oti,OrakBr99,def_pct,94%,,,,,
player,201510180oti,oti,OrakBr99,special_teams,6,,,,,
player,201510180oti,oti,OrakBr99,st_pct,25%,,,,,
player,201510180oti,oti,MorgDe99,pos,LB,,,,,
player,201510180oti,oti,MorgDe99,offense,0,,,,,
player,201510180oti,oti,MorgDe99,off_pct,0%,,,,,
player,201510180oti,oti,MorgDe99,defense,62,,,,,
player,201510180oti,oti,MorgDe99,def_pct,93%,,,,,
player,201510180oti,oti,MorgDe99,special_teams,5,,,,,
player,201510180oti,oti,MorgDe99,st_pct,21%,,,,,
player,201510180oti,oti,CaseJu00,pos,DT,,,,,
player,201510180oti,oti,CaseJu00,offense,0,,,,,
player,201510180oti,oti,CaseJu00,off_pct,0%,,,,,
player,201510180oti,oti,CaseJu00,defense,58,,,,,
player,201510180oti,oti,CaseJu00,def_pct,87%,,,,,
player,201510180oti,oti,CaseJu00,special_teams,6,,,,,
player,201510180oti,oti,CaseJu00,st_pct,25%,,,,,
player,201510180oti,oti,JoneDa04,pos,DE,,,,,
player,201510180oti,oti,JoneDa04,offense,0,,,,,
player,201510180oti,oti,JoneDa04,off_pct,0%,,,,,
player,201510180oti,oti,JoneDa04,defense,54,,,,,
player,201510180oti,oti,JoneDa04,def_pct,81%,,,,,
player,201510180oti,oti,JoneDa04,special_teams,7,,,,,
player,201510180oti,oti,JoneDa04,st_pct,29%,,,,,
player,201510180oti,oti,GrifMi99,pos,FS,,,,,
player,201510180oti,oti,GrifMi99,offense,0,,,,,
player,201510180oti,oti,GrifMi99,off_pct,0%,,,,,
player,201510180oti,oti,GrifMi99,defense,54,,,,,
player,201510180oti,oti,GrifMi99,def_pct,81%,,,,,
player,201510180oti,oti,GrifMi99,special_teams,6,,,,,
player,201510180oti,oti,GrifMi99,st_pct,25%,,,,,
player,201510180oti,oti,WoodAl99,pos,NT,,,,,
player,201510180oti,oti,WoodAl99,offense,0,,,,,
player,201510180oti,oti,WoodAl99,off_pct,0%,,,,,
player,201510180oti,oti,WoodAl99,defense,37,,,,,
player,201510180oti,oti,WoodAl99,def_pct,55%,,,,,
player,201510180oti,oti,WoodAl99,special_teams,8,,,,,
player,201510180oti,oti,WoodAl99,st_pct,33%,,,,,
player,201510180oti,oti,WrehBl00,pos,CB,,,,,
player,201510180oti,oti,WrehBl00,offense,0,,,,,
player,201510180oti,oti,WrehBl00,off_pct,0%,,,,,
player,201510180oti,oti,WrehBl00,defense,29,,,,,
player,201510180oti,oti,WrehBl00,def_pct,43%,,,,,
player,201510180oti,oti,WrehBl00,special_teams,16,,,,,
player,201510180oti,oti,WrehBl00,st_pct,67%,,,,,
player,201510180oti,oti,BlacAn00,pos,DE,,,,,
player,201510180oti,oti,BlacAn00,offense,0,,,,,
player,201510180oti,oti,BlacAn00,off_pct,0%,,,,,
player,201510180oti,oti,BlacAn00,defense,11,,,,,
player,201510180oti,oti,BlacAn00,def_pct,16%,,,,,
player,201510180oti,oti,BlacAn00,special_teams,11,,,,,
player,201510180oti,oti,BlacAn00,st_pct,46%,,,,,
player,201510180oti,oti,BassDa00,pos,LB,,,,,
player,201510180oti,oti,BassDa00,offense,0,,,,,
player,201510180oti,oti,BassDa00,off_pct,0%,,,,,
player,201510180oti,oti,BassDa00,defense,9,,,,,
player,201510180oti,oti,BassDa00,def_pct,13%,,,,,
player,201510180oti,oti,BassDa00,special_teams,7,,,,,
player,201510180oti,oti,BassDa00,st_pct,29%,,,,,
player,201510180oti,oti,KlugKa00,pos,DT,,,,,
player,201510180oti,oti,KlugKa00,offense,0,,,,,
player,201510180oti,oti,KlugKa00,off_pct,0%,,,,,
player,201510180oti,oti,KlugKa00,defense,8,,,,,
player,201510180oti,oti,KlugKa00,def_pct,12%,,,,,
player,201510180oti,oti,KlugKa00,special_teams,10,,,,,
player,201510180oti,oti,KlugKa00,st_pct,42%,,,,,
player,201510180oti,oti,CoxxPe99,pos,CB,,,,,
player,201510180oti,oti,CoxxPe99,offense,0,,,,,
player,201510180oti,oti,CoxxPe99,off_pct,0%,,,,,
player,201510180oti,oti,CoxxPe99,defense,8,,,,,
player,201510180oti,oti,CoxxPe99,def_pct,12%,,,,,
player,201510180oti,oti,CoxxPe99,special_teams,0,,,,,
player,201510180oti,oti,CoxxPe99,st_pct,0%,,,,,
player,201510180oti,oti,StafDa00,pos,SS,,,,,
player,201510180oti,oti,StafDa00,offense,0,,,,,
player,201510180oti,oti,StafDa00,off_pct,0%,,,,,
player,201510180oti,oti,StafDa00,defense,7,,,,,
player,201510180oti,oti,StafDa00,def_pct,10%,,,,,
player,201510180oti,oti,StafDa00,special_teams,17,,,,,
player,201510180oti,oti,StafDa00,st_pct,71%,,,,,
player,201510180oti,oti,MartMi01,pos,DT,,,,,
player,201510180oti,oti,MartMi01,offense,0,,,,,
player,201510180oti,oti,MartMi01,off_pct,0%,,,,,
player,201510180oti,oti,MartMi01,defense,7,,,,,
player,201510180oti,oti,MartMi01,def_pct,10%,,,,,
player,201510180oti,oti,MartMi01,special_teams,0,,,,,
player,201510180oti,oti,MartMi01,st_pct,0%,,,,,
player,201510180oti,oti,StapJu00,pos,LB,,,,,
player,201510180oti,oti,StapJu00,offense,0,,,,,
player,201510180oti,oti,StapJu00,off_pct,0%,,,,,
player,201510180oti,oti,StapJu00,defense,0,,,,,
player,201510180oti,oti,StapJu00,def_pct,0%,,,,,
player,201510180oti,oti,StapJu00,special_teams,16,,,,,
player,201510180oti,oti,StapJu00,st_pct,67%,,,,,
player,201510180oti,oti,HuffMa00,pos,FS,,,,,
player,201510180oti,oti,HuffMa00,offense,0,,,,,
player,201510180oti,oti,HuffMa00,off_pct,0%,,,,,
player,201510180oti,oti,HuffMa00,defense,0,,,,,
player,201510180oti,oti,HuffMa00,def_pct,0%,,,,,
player,201510180oti,oti,HuffMa00,special_teams,16,,,,,
player,201510180oti,oti,HuffMa00,st_pct,67%,,,,,
player,201510180oti,oti,JohnSt02,pos,LB,,,,,
player,201510180oti,oti,JohnSt02,offense,0,,,,,
player,201510180oti,oti,JohnSt02,off_pct,0%,,,,,
player,201510180oti,oti,JohnSt02,defense,0,,,,,
player,201510180oti,oti,JohnSt02,def_pct,0%,,,,,
