game,2015,6,20151018,201510180oti,mia,"Miami Dolphins",38,oti,"Tennessee Titans",10
player,201510180oti,mia,GrimBr20,def_int,1,,,,,
player,201510180oti,mia,GrimBr20,def_int_yds,0,,,,,
player,201510180oti,mia,GrimBr20,def_int_td,0,,,,,
player,201510180oti,mia,GrimBr20,def_int_long,0,,,,,
player,201510180oti,mia,GrimBr20,pass_defended,4,,,,,
player,201510180oti,mia,GrimBr20,sacks,0.0,,,,,
player,201510180oti,mia,GrimBr20,tackles_combined,2,,,,,
player,201510180oti,mia,GrimBr20,tackles_solo,1,,,,,
player,201510180oti,mia,GrimBr20,tackles_assists,1,,,,,
player,201510180oti,mia,GrimBr20,tackles_loss,0,,,,,
player,201510180oti,mia,GrimBr20,qb_hits,0,,,,,
player,201510180oti,mia,GrimBr20,fumbles_rec,0,,,,,
player,201510180oti,mia,GrimBr20,fumbles_rec_yds,0,,,,,
player,201510180oti,mia,GrimBr20,fumbles_rec_td,0,,,,,
player,201510180oti,mia,GrimBr20,fumbles_forced,0,,,,,
player,201510180oti,mia,WakeCa00,def_int,0,,,,,
player,201510180oti,mia,WakeCa00,def_int_yds,0,,,,,
player,201510180oti,mia,WakeCa00,def_int_td,0,,,,,
player,201510180oti,mia,WakeCa00,def_int_long,0,,,,,
player,201510180oti,mia,WakeCa00,pass_defended,0,,,,,
player,201510180oti,mia,WakeCa00,sacks,4.0,,,,,
player,201510180oti,mia,WakeCa00,tackles_combined,4,,,,,
player,201510180oti,mia,WakeCa00,tackles_solo,4,,,,,
player,201510180oti,mia,WakeCa00,tackles_assists,0,,,,,
player,201510180oti,mia,WakeCa00,tackles_loss,2,,,,,
player,201510180oti,mia,WakeCa00,qb_hits,4,,,,,
player,201510180oti,mia,WakeCa00,fumbles_rec,0,,,,,
player,201510180oti,mia,WakeCa00,fumbles_rec_yds,0,,,,,
player,201510180oti,mia,WakeCa00,fumbles_rec_td,0,,,,,
player,201510180oti,mia,WakeCa00,fumbles_forced,2,,,,,
player,201510180oti,mia,VernOl00,def_int,0,,,,,
player,201510180oti,mia,VernOl00,def_int_yds,0,,,,,
player,201510180oti,mia,VernOl00,def_int_td,0,,,,,
player,201510180oti,mia,VernOl00,def_int_long,0,,,,,
player,201510180oti,mia,VernOl00,pass_defended,0,,,,,
player,201510180oti,mia,VernOl00,sacks,1.0,,,,,
player,201510180oti,mia,VernOl00,tackles_combined,4,,,,,
player,201510180oti,mia,VernOl00,tackles_solo,3,,,,,
player,201510180oti,mia,VernOl00,tackles_assists,1,,,,,
player,201510180oti,mia,VernOl00,tackles_loss,2,,,,,
player,201510180oti,mia,VernOl00,qb_hits,2,,,,,
player,201510180oti,mia,VernOl00,fumbles_rec,0,,,,,
player,201510180oti,mia,VernOl00,fumbles_rec_yds,0,,,,,
player,201510180oti,mia,VernOl00,fumbles_rec_td,0,,,,,
player,201510180oti,mia,VernOl00,fumbles_forced,0,,,,,
player,201510180oti,mia,KovaJo00,def_int,0,,,,,
player,201510180oti,mia,KovaJo00,def_int_yds,0,,,,,
player,201510180oti,mia,KovaJo00,def_int_td,0,,,,,
player,201510180oti,mia,KovaJo00,def_int_long,0,,,,,
player,201510180oti,mia,KovaJo00,pass_defended,0,,,,,
player,201510180oti,mia,KovaJo00,sacks,1.0,,,,,
player,201510180oti,mia,KovaJo00,tackles_combined,2,,,,,
player,201510180oti,mia,KovaJo00,tackles_solo,2,,,,,
player,201510180oti,mia,KovaJo00,tackles_assists,0,,,,,
player,201510180oti,mia,KovaJo00,tackles_loss,1,,,,,
player,201510180oti,mia,KovaJo00,qb_hits,1,,,,,
player,201510180oti,mia,KovaJo00,fumbles_rec,0,,,,,
player,201510180oti,mia,KovaJo00,fumbles_rec_yds,0,,,,,
player,201510180oti,mia,KovaJo00,fumbles_rec_td,0,,,,,
player,201510180oti,mia,KovaJo00,fumbles_forced,0,,,,,
player,201510180oti,mia,MisiKo99,def_int,0,,,,,
player,201510180oti,mia,MisiKo99,def_int_yds,0,,,,,
player,201510180oti,mia,MisiKo99,def_int_td,0,,,,,
player,201510180oti,mia,MisiKo99,def_int_long,0,,,,,
player,201510180oti,mia,MisiKo99,pass_defended,0,,,,,
player,201510180oti,mia,MisiKo99,sacks,0.0,,,,,
player,201510180oti,mia,MisiKo99,tackles_combined,8,,,,,
player,201510180oti,mia,MisiKo99,tackles_solo,6,,,,,
player,201510180oti,mia,MisiKo99,tackles_assists,2,,,,,
player,201510180oti,mia,MisiKo99,tackles_loss,2,,,,,
player,201510180oti,mia,MisiKo99,qb_hits,0,,,,,
player,201510180oti,mia,MisiKo99,fumbles_rec,0,,,,,
player,201510180oti,mia,MisiKo99,fumbles_rec_yds,0,,,,,
player,201510180oti,mia,MisiKo99,fumbles_rec_td,0,,,,,
player,201510180oti,mia,MisiKo99,fumbles_forced,0,,,,,
player,201510180oti,mia,JenkJe00,def_int,0,,,,,
player,201510180oti,mia,JenkJe00,def_int_yds,0,,,,,
player,201510180oti,mia,JenkJe00,def_int_td,0,,,,,
player,201510180oti,mia,JenkJe00,def_int_long,0,,,,,
player,201510180oti,mia,JenkJe00,pass_defended,0,,,,,
player,201510180oti,mia,JenkJe00,sacks,0.0,,,,,
player,201510180oti,mia,JenkJe00,tackles_combined,7,,,,,
player,201510180oti,mia,JenkJe00,tackles_solo,4,,,,,
player,201510180oti,mia,JenkJe00,tackles_assists,3,,,,,
player,201510180oti,mia,JenkJe00,tackles_loss,1,,,,,
player,201510180oti,mia,JenkJe00,qb_hits,0,,,,,
player,201510180oti,mia,JenkJe00,fumbles_rec,1,,,,,
player,201510180oti,mia,JenkJe00,fumbles_rec_yds,0,,,,,
player,201510180oti,mia,JenkJe00,fumbles_rec_td,0,,,,,
player,201510180oti,mia,JenkJe00,fumbles_forced,0,,,,,
player,201510180oti,mia,McCaBo01,def_int,0,,,,,
player,201510180oti,mia,McCaBo01,def_int_yds,0,,,,,
player,201510180oti,mia,McCaBo01,def_int_td,0,,,,,
player,201510180oti,mia,McCaBo01,def_int_long,0,,,,,
player,201510180oti,mia,McCaBo01,pass_defended,0,,,,,
player,201510180oti,mia,McCaBo01,sacks,0.0,,,,,
player,201510180oti,mia,McCaBo01,tackles_combined,4,,,,,
player,201510180oti,mia,McCaBo01,tackles_solo,3,,,,,
player,201510180oti,mia,McCaBo01,tackles_assists,1,,,,,
player,201510180oti,mia,McCaBo01,tackles_loss,0,,,,,
player,201510180oti,mia,McCaBo01,qb_hits,0,,,,,
player,201510180oti,mia,McCaBo01,fumbles_rec,0,,,,,
player,201510180oti,mia,McCaBo01,fumbles_rec_yds,0,,,,,
player,201510180oti,mia,McCaBo01,fumbles_rec_td,0,,,,,
player,201510180oti,mia,McCaBo01,fumbles_forced,0,,,,,
player,201510180oti,mia,ThomMi02,def_int,0,,,,,
player,201510180oti,mia,ThomMi02,def_int_yds,0,,,,,
player,201510180oti,mia,ThomMi02,def_int_td,0,,,,,
player,201510180oti,mia,ThomMi02,def_int_long,0,,,,,
player,201510180oti,mia,ThomMi02,pass_defended,0,,,,,
player,201510180oti,mia,ThomMi02,sacks,0.0,,,,,
player,201510180oti,mia,ThomMi02,tackles_combined,4,,,,,
player,201510180oti,mia,ThomMi02,tackles_solo,3,,,,,
player,201510180oti,mia,ThomMi02,tackles_assists,1,,,,,
player,201510180oti,mia,ThomMi02,tackles_loss,0,,,,,
player,201510180oti,mia,ThomMi02,qb_hits,0,,,,,
player,201510180oti,mia,ThomMi02,fumbles_rec,0,,,,,
player,201510180oti,mia,ThomMi02,fumbles_rec_yds,0,,,,,
player,201510180oti,mia,ThomMi02,fumbles_rec_td,0,,,,,
player,201510180oti,mia,ThomMi02,fumbles_forced,0,,,,,
player,201510180oti,mia,MitcEa99,def_int,0,,,,,
player,201510180oti,mia,MitcEa99,def_int_yds,0,,,,,
player,201510180oti,mia,MitcEa99,def_int_td,0,,,,,
player,201510180oti,mia,MitcEa99,def_int_long,0,,,,,
player,201510180oti,mia,MitcEa99,pass_defended,0,,,,,
player,201510180oti,mia,MitcEa99,sacks,0.0,,,,,
player,201510180oti,mia,MitcEa99,tackles_combined,3,,,,,
player,201510180oti,mia,MitcEa99,tackles_solo,0,,,,,
player,201510180oti,mia,MitcEa99,tackles_assists,3,,,,,
player,201510180oti,mia,MitcEa99,tackles_loss,0,,,,,
player,201510180oti,mia,MitcEa99,qb_hits,0,,,,,
player,201510180oti,mia,MitcEa99,fumbles_rec,0,,,,,
player,201510180oti,mia,MitcEa99,fumbles_rec_yds,0,,,,,
player,201510180oti,mia,MitcEa99,fumbles_rec_td,0,,,,,
player,201510180oti,mia,MitcEa99,fumbles_forced,0,,,,,
player,201510180oti,mia,TaylJa01,def_int,0,,,,,
player,201510180oti,mia,TaylJa01,def_int_yds,0,,,,,
player,201510180oti,mia,TaylJa01,def_int_td,0,,,,,
player,201510180oti,mia,TaylJa01,def_int_long,0,,,,,
player,201510180oti,mia,TaylJa01,pass_defended,0,,,,,
player,201510180oti,mia,TaylJa01,sacks,0.0,,,,,
player,201510180oti,mia,TaylJa01,tackles_combined,3,,,,,
player,201510180oti,mia,TaylJa01,tackles_solo,1,,,,,
player,201510180oti,mia,TaylJa01,tackles_assists,2,,,,,
player,201510180oti,mia,TaylJa01,tackles_loss,0,,,,,
player,201510180oti,mia,TaylJa01,qb_hits,0,,,,,
player,201510180oti,mia,TaylJa01,fumbles_rec,1,,,,,
player,201510180oti,mia,TaylJa01,fumbles_rec_yds,31,,,,,
player,201510180oti,mia,TaylJa01,fumbles_rec_td,0,,,,,
player,201510180oti,mia,TaylJa01,fumbles_forced,0,,,,,
player,201510180oti,mia,FedeTe00,def_int,0,,,,,
player,201510180oti,mia,FedeTe00,def_int_yds,0,,,,,
player,201510180oti,mia,FedeTe00,def_int_td,0,,,,,
player,201510180oti,mia,FedeTe00,def_int_long,0,,,,,
player,201510180oti,mia,FedeTe00,pass_defended,0,,,,,
player,201510180oti,mia,FedeTe00,sacks,0.0,,,,,
player,201510180oti,mia,FedeTe00,tackles_combined,2,,,,,
player,201510180oti,mia,FedeTe00,tackles_solo,1,,,,,
player,201510180oti,mia,FedeTe00,tackles_assists,1,,,,,
player,201510180oti,mia,FedeTe00,tackles_loss,0,,,,,
player,201510180oti,mia,FedeTe00,qb_hits,0,,,,,
player,201510180oti,mia,FedeTe00,fumbles_rec,0,,,,,
player,201510180oti,mia,FedeTe00,fumbles_rec_yds,0,,,,,
player,201510180oti,mia,FedeTe00,fumbles_rec_td,0,,,,,
player,201510180oti,mia,FedeTe00,fumbles_forced,0,,,,,
player,201510180oti,mia,HewiNe00,def_int,0,,,,,
player,201510180oti,mia,HewiNe00,def_int_yds,0,,,,,
player,201510180oti,mia,HewiNe00,def_int_td,0,,,,,
player,201510180oti,mia,HewiNe00,def_int_long,0,,,,,
player,201510180oti,mia,HewiNe00,pass_defended,0,,,,,
player,201510180oti,mia,HewiNe00,sacks,0.0,,,,,
player,201510180oti,mia,HewiNe00,tackles_combined,2,,,,,
player,201510180oti,mia,HewiNe00,tackles_solo,1,,,,,
player,201510180oti,mia,HewiNe00,tackles_assists,1,,,,,
player,201510180oti,mia,HewiNe00,tackles_loss,0,,,,,
player,201510180oti,mia,HewiNe00,qb_hits,0,,,,,
player,201510180oti,mia,HewiNe00,fumbles_rec,0,,,,,
player,201510180oti,mia,HewiNe00,fumbles_rec_yds,0,,,,,
player,201510180oti,mia,HewiNe00,fumbles_rec_td,0,,,,,
player,201510180oti,mia,HewiNe00,fumbles_forced,0,,,,,
player,201510180oti,mia,VigiZa00,def_int,0,,,,,
player,201510180oti,mia,VigiZa00,def_int_yds,0,,,,,
player,201510180oti,mia,VigiZa00,def_int_td,0,,,,,
player,201510180oti,mia,VigiZa00,def_int_long,0,,,,,
player,201510180oti,mia,VigiZa00,pass_defended,0,,,,,
player,201510180oti,mia,VigiZa00,sacks,0.0,,,,,
player,201510180oti,mia,VigiZa00,tackles_combined,2,,,,,
player,201510180oti,mia,VigiZa00,tackles_solo,1,,,,,
player,201510180oti,mia,VigiZa00,tackles_assists,1,,,,,
player,201510180oti,mia,VigiZa00,tackles_loss,0,,,,,
player,201510180oti,mia,VigiZa00,qb_hits,0,,,,,
player,201510180oti,mia,VigiZa00,fumbles_rec,0,,,,,
player,201510180oti,mia,VigiZa00,fumbles_rec_yds,0,,,,,
player,201510180oti,mia,VigiZa00,fumbles_rec_td,0,,,,,
player,201510180oti,mia,VigiZa00,fumbles_forced,0,,,,,
player,201510180oti,mia,WillDa05,def_int,0,,,,,
player,201510180oti,mia,WillDa05,def_int_yds,0,,,,,
player,201510180oti,mia,WillDa05,def_int_td,0,,,,,
player,201510180oti,mia,WillDa05,def_int_long,0,,,,,
player,201510180oti,mia,WillDa05,pass_defended,0,,,,,
player,201510180oti,mia,WillDa05,sacks,0.0,,,,,
player,201510180oti,mia,WillDa05,tackles_combined,2,,,,,
player,201510180oti,mia,WillDa05,tackles_solo,0,,,,,
player,201510180oti,mia,WillDa05,tackles_assists,2,,,,,
player,201510180oti,mia,WillDa05,tackles_loss,0,,,,,
player,201510180oti,mia,WillDa05,qb_hits,0,,,,,
player,201510180oti,mia,WillDa05,fumbles_rec,0,,,,,
player,201510180oti,mia,WillDa05,fumbles_rec_yds,0,,,,,
player,201510180oti,mia,WillDa05,fumbles_rec_td,0,,,,,
player,201510180oti,mia,WillDa05,fumbles_forced,0,,,,,
player,201510180oti,mia,McCaBr99,def_int,0,,,,,
player,201510180oti,mia,McCaBr99,def_int_yds,0,,,,,
player,201510180oti,mia,McCaBr99,def_int_td,0,,,,,
player,201510180oti,mia,McCaBr99,def_int_long,0,,,,,
player,201510180oti,mia,McCaBr99,pass_defended,0,,,,,
player,201510180oti,mia,McCaBr99,sacks,0.0,,,,,
player,201510180oti,mia,McCaBr99,tackles_combined,1,,,,,
player,201510180oti,mia,McCaBr99,tackles_solo,0,,,,,
player,201510180oti,mia,McCaBr99,tackles_assists,1,,,,,
player,201510180oti,mia,McCaBr99,tackles_loss,0,,,,,
player,201510180oti,mia,McCaBr99,qb_hits,0,,,,,
player,201510180oti,mia,McCaBr99,fumbles_rec,0,,,,,
player,201510180oti,mia,McCaBr99,fumbles_rec_yds,0,,,,,
player,201510180oti,mia,McCaBr99,fumbles_rec_td,0,,,,,
player,201510180oti,mia,McCaBr99,fumbles_forced,0,,,,,
player,201510180oti,mia,PaysSp00,def_int,0,,,,,
player,201510180oti,mia,PaysSp00,def_int_yds,0,,,,,
player,201510180oti,mia,PaysSp00,def_int_td,0,,,,,
player,201510180oti,mia,PaysSp00,def_int_long,0,,,,,
player,201510180oti,mia,PaysSp00,pass_defended,0,,,,,
player,201510180oti,mia,PaysSp00,sacks,0.0,,,,,
player,201510180oti,mia,PaysSp00,tackles_combined,1,,,,,
player,201510180oti,mia,PaysSp00,tackles_solo,0,,,,,
player,201510180oti,mia,PaysSp00,tackles_assists,1,,,,,
player,201510180oti,mia,PaysSp00,tackles_loss,0,,,,,
player,201510180oti,mia,PaysSp00,qb_hits,0,,,,,
player,201510180oti,mia,PaysSp00,fumbles_rec,0,,,,,
player,201510180oti,mia,PaysSp00,fumbles_rec_yds,0,,,,,
player,201510180oti,mia,PaysSp00,fumbles_rec_td,0,,,,,
player,201510180oti,mia,PaysSp00,fumbles_forced,0,,,,,
player,201510180oti,mia,PhilJo01,def_int,0,,,,,
player,201510180oti,mia,PhilJo01,def_int_yds,0,,,,,
player,201510180oti,mia,PhilJo01,def_int_td,0,,,,,
player,201510180oti,mia,PhilJo01,def_int_long,0,,,,,
player,201510180oti,mia,PhilJo01,pass_defended,0,,,,,
player,201510180oti,mia,PhilJo01,sacks,0.0,,,,,
player,201510180oti,mia,PhilJo01,tackles_combined,1,,,,,
player,201510180oti,mia,PhilJo01,tackles_solo,0,,,,,
player,201510180oti,mia,PhilJo01,tackles_assists,1,,,,,
player,201510180oti,mia,PhilJo01,tackles_loss,0,,,,,
player,201510180oti,mia,PhilJo01,qb_hits,0,,,,,
player,201510180oti,mia,PhilJo01,fumbles_rec,0,,,,,
player,201510180oti,mia,PhilJo01,fumbles_rec_yds,0,,,,,
player,201510180oti,mia,PhilJo01,fumbles_rec_td,0,,,,,
player,201510180oti,mia,PhilJo01,fumbles_forced,0,,,,,
player,201510180oti,mia,ShelDe00,def_int,0,,,,,
player,201510180oti,mia,ShelDe00,def_int_yds,0,,,,,
player,201510180oti,mia,ShelDe00,def_int_td,0,,,,,
player,201510180oti,mia,ShelDe00,def_int_long,0,,,,,
player,201510180oti,mia,ShelDe00,pass_defended,0,,,,,
player,201510180oti,mia,ShelDe00,sacks,0.0,,,,,
player,201510180oti,mia,ShelDe00,tackles_combined,1,,,,,
player,201510180oti,mia,ShelDe00,tackles_solo,1,,,,,
player,201510180oti,mia,ShelDe00,tackles_assists,0,,,,,
player,201510180oti,mia,ShelDe00,tackles_loss,0,,,,,
player,201510180oti,mia,ShelDe00,qb_hits,0,,,,,
player,201510180oti,mia,ShelDe00,fumbles_rec,0,,,,,
player,201510180oti,mia,ShelDe00,fumbles_rec_yds,0,,,,,
player,201510180oti,mia,ShelDe00,fumbles_rec_td,0,,,,,
player,201510180oti,mia,ShelDe00,fumbles_forced,0,,,,,
player,201510180oti,mia,ShepKe00,def_int,0,,,,,
player,201510180oti,mia,ShepKe00,def_int_yds,0,,,,,
player,201510180oti,mia,ShepKe00,def_int_td,0,,,,,
player,201510180oti,mia,ShepKe00,def_int_long,0,,,,,
player,201510180oti,mia,ShepKe00,pass_defended,0,,,,,
player,201510180oti,mia,ShepKe00,sacks,0.0,,,,,
player,201510180oti,mia,ShepKe00,tackles_combined,1,,,,,
player,201510180oti,mia,ShepKe00,tackles_solo,1,,,,,
player,201510180oti,mia,ShepKe00,tackles_assists,0,,,,,
player,201510180oti,mia,ShepKe00,tackles_loss,0,,,,,
player,201510180oti,mia,ShepKe00,qb_hits,0,,,,,
player,201510180oti,mia,ShepKe00,fumbles_rec,0,,,,,
player,201510180oti,mia,ShepKe00,fumbles_rec_yds,0,,,,,
player,201510180oti,mia,ShepKe00,fumbles_rec_td,0,,,,,
player,201510180oti,mia,ShepKe00,fumbles_forced,0,,,,,
player,201510180oti,mia,SuhxNd99,def_int,0,,,,,
player,201510180oti,mia,SuhxNd99,def_int_yds,0,,,,,
player,201510180oti,mia,SuhxNd99,def_int_td,0,,,,,
player,201510180oti,mia,SuhxNd99,def_int_long,0,,,,,
player,201510180oti,mia,SuhxNd99,pass_defended,2,,,,,
player,201510180oti,mia,SuhxNd99,sacks,0.0,,,,,
player,201510180oti,mia,SuhxNd99,tackles_combined,1,,,,,
player,201510180oti,mia,SuhxNd99,tackles_solo,0,,,,,
player,201510180oti,mia,SuhxNd99,tackles_assists,1,,,,,
player,201510180oti,mia,SuhxNd99,tackles_loss,0,,,,,
player,201510180oti,mia,SuhxNd99,qb_hits,0,,,,,
player,201510180oti,mia,SuhxNd99,fumbles_rec,0,,,,,
player,201510180oti,mia,SuhxNd99,fumbles_rec_yds,0,,,,,
player,201510180oti,mia,SuhxNd99,fumbles_rec_td,0,,,,,
player,201510180oti,mia,SuhxNd99,fumbles_forced,0,,,,,
player,201510180oti,mia,MoslC.20,def_int,0,,,,,
player,201510180oti,mia,MoslC.20,def_int_yds,0,,,,,
player,201510180oti,mia,MoslC.20,def_int_td,0,,,,,
player,201510180oti,mia,MoslC.20,def_int_long,0,,,,,
player,201510180oti,mia,MoslC.20,pass_defended,0,,,,,
player,201510180oti,mia,MoslC.20,sacks,0.0,,,,,
player,201510180oti,mia,MoslC.20,tackles_combined,0,,,,,
player,201510180oti,mia,MoslC.20,tackles_solo,0,,,,,
player,201510180oti,mia,MoslC.20,tackles_assists,0,,,,,
player,201510180oti,mia,MoslC.20,tackles_loss,0,,,,,
player,201510180oti,mia,MoslC.20,qb_hits,1,,,,,
player,201510180oti,mia,MoslC.20,fumbles_rec,0,,,,,
player,201510180oti,mia,MoslC.20,fumbles_rec_yds,0,,,,,
player,201510180oti,mia,MoslC.20,fumbles_rec_td,0,,,,,
player,201510180oti,mia,MoslC.20,fumbles_forced,0,,,,,
player,201510180oti,oti,GrifMi99,def_int,1,,,,,
player,201510180oti,oti,GrifMi99,def_int_yds,29,,,,,
player,201510180oti,oti,GrifMi99,def_int_td,0,,,,,
player,201510180oti,oti,GrifMi99,def_int_long,29,,,,,
player,201510180oti,oti,GrifMi99,pass_defended,1,,,,,
player,201510180oti,oti,GrifMi99,sacks,0.0,,,,,
player,201510180oti,oti,GrifMi99,tackles_combined,4,,,,,
player,201510180oti,oti,GrifMi99,tackles_solo,2,,,,,
player,201510180oti,oti,GrifMi99,tackles_assists,2,,,,,
player,201510180oti,oti,GrifMi99,tackles_loss,0,,,,,
player,201510180oti,oti,GrifMi99,qb_hits,0,,,,,
player,201510180oti,oti,GrifMi99,fumbles_rec,0,,,,,
player,201510180oti,oti,GrifMi99,fumbles_rec_yds,0,,,,,
player,201510180oti,oti,GrifMi99,fumbles_rec_td,0,,,,,
player,201510180oti,oti,GrifMi99,fumbles_forced,0,,,,,
player,201510180oti,oti,SensCo00,def_int,1,,,,,
player,201510180oti,oti,SensCo00,def_int_yds,16,,,,,
player,201510180oti,oti,SensCo00,def_int_td,0,,,,,
player,201510180oti,oti,SensCo00,def_int_long,16,,,,,
player,201510180oti,oti,SensCo00,pass_defended,1,,,,,
player,201510180oti,oti,SensCo00,sacks,0.0,,,,,
player,201510180oti,oti,SensCo00,tackles_combined,3,,,,,
player,201510180oti,oti,SensCo00,tackles_solo,2,,,,,
player,201510180oti,oti,SensCo00,tackles_assists,1,,,,,
player,201510180oti,oti,SensCo00,tackles_loss,0,,,,,
player,201510180oti,oti,SensCo00,qb_hits,0,,,,,
player,201510180oti,oti,SensCo00,fumbles_rec,0,,,,,
player,201510180oti,oti,SensCo00,fumbles_rec_yds,0,,,,,
player,201510180oti,oti,SensCo00,fumbles_rec_td,0,,,,,
player,201510180oti,oti,SensCo00,fumbles_forced,0,,,,,
player,201510180oti,oti,WoodWe20,def_int,0,,,,,
player,201510180oti,oti,WoodWe20,def_int_yds,0,,,,,
player,201510180oti,oti,WoodWe20,def_int_td,0,,,,,
player,201510180oti,oti,WoodWe20,def_int_long,0,,,,,
player,201510180oti,oti,WoodWe20,pass_defended,0,,,,,
player,201510180oti,oti,WoodWe20,sacks,1.0,,,,,
player,201510180oti,oti,WoodWe20,tackles_combined,10,,,,,
player,201510180oti,oti,WoodWe20,tackles_solo,8,,,,,
player,201510180oti,oti,WoodWe20,tackles_assists,2,,,,,
player,201510180oti,oti,WoodWe20,tackles_loss,2,,,,,
player,201510180oti,oti,WoodWe20,qb_hits,1,,,,,
player,201510180oti,oti,WoodWe20,fumbles_rec,0,,,,,
player,201510180oti,oti,WoodWe20,fumbles_rec_yds,0,,,,,
player,201510180oti,oti,WoodWe20,fumbles_rec_td,0,,,,,
player,201510180oti,oti,WoodWe20,fumbles_forced,0,,,,,
player,201510180oti,oti,OrakBr99,def_int,0,,,,,
player,201510180oti,oti,OrakBr99,def_int_yds,0,,,,,
player,201510180oti,oti,OrakBr99,def_int_td,0,,,,,
player,201510180oti,oti,OrakBr99,def_int_long,0,,,,,
player,201510180oti,oti,OrakBr99,pass_defended,0,,,,,
player,201510180oti,oti,OrakBr99,sacks,1.0,,,,,
player,201510180oti,oti,OrakBr99,tackles_combined,4,,,,,
player,201510180oti,oti,OrakBr99,tackles_solo,4,,,,,
player,201510180oti,oti,OrakBr99,tackles_assists,0,,,,,
player,201510180oti,oti,OrakBr99,tackles_loss,1,,,,,
player,201510180oti,oti,OrakBr99,qb_hits,1,,,,,
player,201510180oti,oti,OrakBr99,fumbles_rec,0,,,,,
player,201510180oti,oti,OrakBr99,fumbles_rec_yds,0,,,,,
player,201510180oti,oti,OrakBr99,fumbles_rec_td,0,,,,,
player,201510180oti,oti,OrakBr99,fumbles_forced,0,,,,,
player,201510180oti,oti,BrowZa00,def_int,0,,,,,
player,201510180oti,oti,BrowZa00,def_int_yds,0,,,,,
player,201510180oti,oti,BrowZa00,def_int_td,0,,,,,
player,201510180oti,oti,BrowZa00,def_int_long,0,,,,,
player,201510180oti,oti,BrowZa00,pass_defended,0,,,,,
player,201510180oti,oti,BrowZa00,sacks,0.0,,,,,
player,201510180oti,oti,BrowZa00,tackles_combined,12,,,,,
player,201510180oti,oti,BrowZa00,tackles_solo,8,,,,,
player,201510180oti,oti,BrowZa00,tackles_assists,4,,,,,
player,201510180oti,oti,BrowZa00,tackles_loss,0,,,,,
player,201510180oti,oti,BrowZa00,qb_hits,0,,,,,
player,201510180oti,oti,BrowZa00,fumbles_rec,0,,,,,
player,201510180oti,oti,BrowZa00,fumbles_rec_yds,0,,,,,
player,201510180oti,oti,BrowZa00,fumbles_rec_td,0,,,,,
player,201510180oti,oti,BrowZa00,fumbles_forced,0,,,,,
player,201510180oti,oti,SearDa00,def_int,0,,,,,
player,201510180oti,oti,SearDa00,def_int_yds,0,,,,,
player,201510180oti,oti,SearDa00,def_int_td,0,,,,,
player,201510180oti,oti,SearDa00,def_int_long,0,,,,,
player,201510180oti,oti,SearDa00,pass_defended,3,,,,,
player,201510180oti,oti,SearDa00,sacks,0.0,,,,,
player,201510180oti,oti,SearDa00,tackles_combined,8,,,,,
player,201510180oti,oti,SearDa00,tackles_solo,8,,,,,
player,201510180oti,oti,SearDa00,tackles_assists,0,,,,,
player,201510180oti,oti,SearDa00,tackles_loss,0,,,,,
player,201510180oti,oti,SearDa00,qb_hits,0,,,,,
player,201510180oti,oti,SearDa00,fumbles_rec,0,,,,,
player,201510180oti,oti,SearDa00,fumbles_rec_yds,0,,,,,
player,201510180oti,oti,SearDa00,fumbles_rec_td,0,,,,,
player,201510180oti,oti,SearDa00,fumbles_forced,0,,,,,
player,201510180oti,oti,CaseJu00,def_int,0,,,,,
player,201510180oti,oti,CaseJu00,def_int_yds,0,,,,,
player,201510180oti,oti,CaseJu00,def_int_td,0,,,,,
player,201510180oti,oti,CaseJu00,def_int_long,0,,,,,
player,201510180oti,oti,CaseJu00,pass_defended,1,,,,,
player,201510180oti,oti,CaseJu00,sacks,0.0,,,,,
player,201510180oti,oti,CaseJu00,tackles_combined,4,,,,,
player,201510180oti,oti,CaseJu00,tackles_solo,3,,,,,
player,201510180oti,oti,CaseJu00,tackles_assists,1,,,,,
player,201510180oti,oti,CaseJu00,tackles_loss,0,,,,,
player,201510180oti,oti,CaseJu00,qb_hits,0,,,,,
player,201510180oti,oti,CaseJu00,fumbles_rec,0,,,,,
player,201510180oti,oti,CaseJu00,fumbles_rec_yds,0,,,,,
player,201510180oti,oti,CaseJu00,fumbles_rec_td,0,,,,,
player,201510180oti,oti,CaseJu00,fumbles_forced,0,,,,,
player,201510180oti,oti,MorgDe99,def_int,0,,,,,
player,201510180oti,oti,MorgDe99,def_int_yds,0,,,,,
player,201510180oti,oti,MorgDe99,def_int_td,0,,,,,
player,201510180oti,oti,MorgDe99,def_int_long,0,,,,,
player,201510180oti,oti,MorgDe99,pass_defended,0,,,,,
player,201510180oti,oti,MorgDe99,sacks,0.0,,,,,
player,201510180oti,oti,MorgDe99,tackles_combined,4,,,,,
player,201510180oti,oti,MorgDe99,tackles_solo,3,,,,,
player,201510180oti,oti,MorgDe99,tackles_assists,1,,,,,
player,201510180oti,oti,MorgDe99,tackles_loss,0,,,,,
player,201510180oti,oti,MorgDe99,qb_hits,0,,,,,
player,201510180oti,oti,MorgDe99,fumbles_rec,0,,,,,
player,201510180oti,oti,MorgDe99,fumbles_rec_yds,0,,,,,
player,201510180oti,oti,MorgDe99,fumbles_rec_td,0,,,,,
player,201510180oti,oti,MorgDe99,fumbles_forced,0,,,,,
player,201510180oti,oti,WoodAl99,def_int,0,,,,,
