game,2015,14,20151213,201512130chi,was,"Washington Redskins",24,chi,"Chicago Bears",21
player,201512130chi,was,JackDe00,pass_td,0,,,,,
player,201512130chi,was,JackDe00,pass_int,0,,,,,
player,201512130chi,was,JackDe00,pass_sacked,0,,,,,
player,201512130chi,was,JackDe00,pass_sacked_yds,0,,,,,
player,201512130chi,was,JackDe00,pass_long,0,,,,,
player,201512130chi,was,JackDe00,pass_rating,,,,,,
player,201512130chi,was,JackDe00,rush_att,0,,,,,
player,201512130chi,was,JackDe00,rush_yds,0,,,,,
player,201512130chi,was,JackDe00,rush_td,0,,,,,
player,201512130chi,was,JackDe00,rush_long,0,,,,,
player,201512130chi,was,JackDe00,targets,4,,,,,
player,201512130chi,was,JackDe00,rec,2,,,,,
player,201512130chi,was,JackDe00,rec_yds,43,,,,,
player,201512130chi,was,JackDe00,rec_td,0,,,,,
player,201512130chi,was,JackDe00,rec_long,29,,,,,
player,201512130chi,was,JackDe00,fumbles,0,,,,,
player,201512130chi,was,JackDe00,fumbles_lost,0,,,,,
player,201512130chi,was,RossRa00,pass_cmp,0,,,,,
player,201512130chi,was,RossRa00,pass_att,0,,,,,
player,201512130chi,was,RossRa00,pass_yds,0,,,,,
player,201512130chi,was,RossRa00,pass_td,0,,,,,
player,201512130chi,was,RossRa00,pass_int,0,,,,,
player,201512130chi,was,RossRa00,pass_sacked,0,,,,,
player,201512130chi,was,RossRa00,pass_sacked_yds,0,,,,,
player,201512130chi,was,RossRa00,pass_long,0,,,,,
player,201512130chi,was,RossRa00,pass_rating,,,,,,
player,201512130chi,was,RossRa00,rush_att,0,,,,,
player,201512130chi,was,RossRa00,rush_yds,0,,,,,
player,201512130chi,was,RossRa00,rush_td,0,,,,,
player,201512130chi,was,RossRa00,rush_long,0,,,,,
player,201512130chi,was,RossRa00,targets,2,,,,,
player,201512130chi,was,RossRa00,rec,2,,,,,
player,201512130chi,was,RossRa00,rec_yds,27,,,,,
player,201512130chi,was,RossRa00,rec_td,0,,,,,
player,201512130chi,was,RossRa00,rec_long,17,,,,,
player,201512130chi,was,RossRa00,fumbles,0,,,,,
player,201512130chi,was,RossRa00,fumbles_lost,0,,,,,
player,201512130chi,was,CrowJa00,pass_cmp,0,,,,,
player,201512130chi,was,CrowJa00,pass_att,0,,,,,
player,201512130chi,was,CrowJa00,pass_yds,0,,,,,
player,201512130chi,was,CrowJa00,pass_td,0,,,,,
player,201512130chi,was,CrowJa00,pass_int,0,,,,,
player,201512130chi,was,CrowJa00,pass_sacked,0,,,,,
player,201512130chi,was,CrowJa00,pass_sacked_yds,0,,,,,
player,201512130chi,was,CrowJa00,pass_long,0,,,,,
player,201512130chi,was,CrowJa00,pass_rating,,,,,,
player,201512130chi,was,CrowJa00,rush_att,0,,,,,
player,201512130chi,was,CrowJa00,rush_yds,0,,,,,
player,201512130chi,was,CrowJa00,rush_td,0,,,,,
player,201512130chi,was,CrowJa00,rush_long,0,,,,,
player,201512130chi,was,CrowJa00,targets,1,,,,,
player,201512130chi,was,CrowJa00,rec,1,,,,,
player,201512130chi,was,CrowJa00,rec_yds,13,,,,,
player,201512130chi,was,CrowJa00,rec_td,0,,,,,
player,201512130chi,was,CrowJa00,rec_long,13,,,,,
player,201512130chi,was,CrowJa00,fumbles,0,,,,,
player,201512130chi,was,CrowJa00,fumbles_lost,0,,,,,
player,201512130chi,was,ThomPi00,pass_cmp,0,,,,,
player,201512130chi,was,ThomPi00,pass_att,0,,,,,
player,201512130chi,was,ThomPi00,pass_yds,0,,,,,
player,201512130chi,was,ThomPi00,pass_td,0,,,,,
player,201512130chi,was,ThomPi00,pass_int,0,,,,,
player,201512130chi,was,ThomPi00,pass_sacked,0,,,,,
player,201512130chi,was,ThomPi00,pass_sacked_yds,0,,,,,
player,201512130chi,was,ThomPi00,pass_long,0,,,,,
player,201512130chi,was,ThomPi00,pass_rating,,,,,,
player,201512130chi,was,ThomPi00,rush_att,0,,,,,
player,201512130chi,was,ThomPi00,rush_yds,0,,,,,
player,201512130chi,was,ThomPi00,rush_td,0,,,,,
player,201512130chi,was,ThomPi00,rush_long,0,,,,,
player,201512130chi,was,ThomPi00,targets,1,,,,,
player,201512130chi,was,ThomPi00,rec,1,,,,,
player,201512130chi,was,ThomPi00,rec_yds,12,,,,,
player,201512130chi,was,ThomPi00,rec_td,0,,,,,
player,201512130chi,was,ThomPi00,rec_long,12,,,,,
player,201512130chi,was,ThomPi00,fumbles,0,,,,,
player,201512130chi,was,ThomPi00,fumbles_lost,0,,,,,
player,201512130chi,was,CarrDe00,pass_cmp,0,,,,,
player,201512130chi,was,CarrDe00,pass_att,0,,,,,
player,201512130chi,was,CarrDe00,pass_yds,0,,,,,
player,201512130chi,was,CarrDe00,pass_td,0,,,,,
player,201512130chi,was,CarrDe00,pass_int,0,,,,,
player,201512130chi,was,CarrDe00,pass_sacked,0,,,,,
player,201512130chi,was,CarrDe00,pass_sacked_yds,0,,,,,
player,201512130chi,was,CarrDe00,pass_long,0,,,,,
player,201512130chi,was,CarrDe00,pass_rating,,,,,,
player,201512130chi,was,CarrDe00,rush_att,0,,,,,
player,201512130chi,was,CarrDe00,rush_yds,0,,,,,
player,201512130chi,was,CarrDe00,rush_td,0,,,,,
player,201512130chi,was,CarrDe00,rush_long,0,,,,,
player,201512130chi,was,CarrDe00,targets,1,,,,,
player,201512130chi,was,CarrDe00,rec,1,,,,,
player,201512130chi,was,CarrDe00,rec_yds,7,,,,,
player,201512130chi,was,CarrDe00,rec_td,0,,,,,
player,201512130chi,was,CarrDe00,rec_long,7,,,,,
player,201512130chi,was,CarrDe00,fumbles,0,,,,,
player,201512130chi,was,CarrDe00,fumbles_lost,0,,,,,
player,201512130chi,was,YounDa01,pass_cmp,0,,,,,
player,201512130chi,was,YounDa01,pass_att,0,,,,,
player,201512130chi,was,YounDa01,pass_yds,0,,,,,
player,201512130chi,was,YounDa01,pass_td,0,,,,,
player,201512130chi,was,YounDa01,pass_int,0,,,,,
player,201512130chi,was,YounDa01,pass_sacked,0,,,,,
player,201512130chi,was,YounDa01,pass_sacked_yds,0,,,,,
player,201512130chi,was,YounDa01,pass_long,0,,,,,
player,201512130chi,was,YounDa01,pass_rating,,,,,,
player,201512130chi,was,YounDa01,rush_att,0,,,,,
player,201512130chi,was,YounDa01,rush_yds,0,,,,,
player,201512130chi,was,YounDa01,rush_td,0,,,,,
player,201512130chi,was,YounDa01,rush_long,0,,,,,
player,201512130chi,was,YounDa01,targets,1,,,,,
player,201512130chi,was,YounDa01,rec,1,,,,,
player,201512130chi,was,YounDa01,rec_yds,2,,,,,
player,201512130chi,was,YounDa01,rec_td,0,,,,,
player,201512130chi,was,YounDa01,rec_long,2,,,,,
player,201512130chi,was,YounDa01,fumbles,0,,,,,
player,201512130chi,was,YounDa01,fumbles_lost,0,,,,,
player,201512130chi,was,GranRy01,pass_cmp,0,,,,,
player,201512130chi,was,GranRy01,pass_att,0,,,,,
player,201512130chi,was,GranRy01,pass_yds,0,,,,,
player,201512130chi,was,GranRy01,pass_td,0,,,,,
player,201512130chi,was,GranRy01,pass_int,0,,,,,
player,201512130chi,was,GranRy01,pass_sacked,0,,,,,
player,201512130chi,was,GranRy01,pass_sacked_yds,0,,,,,
player,201512130chi,was,GranRy01,pass_long,0,,,,,
player,201512130chi,was,GranRy01,pass_rating,,,,,,
player,201512130chi,was,GranRy01,rush_att,0,,,,,
player,201512130chi,was,GranRy01,rush_yds,0,,,,,
player,201512130chi,was,GranRy01,rush_td,0,,,,,
player,201512130chi,was,GranRy01,rush_long,0,,,,,
player,201512130chi,was,GranRy01,targets,1,,,,,
player,201512130chi,was,GranRy01,rec,0,,,,,
player,201512130chi,was,GranRy01,rec_yds,0,,,,,
player,201512130chi,was,GranRy01,rec_td,0,,,,,
player,201512130chi,was,GranRy01,rec_long,0,,,,,
player,201512130chi,was,GranRy01,fumbles,0,,,,,
player,201512130chi,was,GranRy01,fumbles_lost,0,,,,,
player,201512130chi,chi,CutlJa00,pass_cmp,19,,,,,
player,201512130chi,chi,CutlJa00,pass_att,31,,,,,
player,201512130chi,chi,CutlJa00,pass_yds,315,,,,,
player,201512130chi,chi,CutlJa00,pass_td,2,,,,,
player,201512130chi,chi,CutlJa00,pass_int,0,,,,,
player,201512130chi,chi,CutlJa00,pass_sacked,3,,,,,
player,201512130chi,chi,CutlJa00,pass_sacked_yds,25,,,,,
player,201512130chi,chi,CutlJa00,pass_long,50,,,,,
player,201512130chi,chi,CutlJa00,pass_rating,117.0,,,,,
player,201512130chi,chi,CutlJa00,rush_att,1,,,,,
player,201512130chi,chi,CutlJa00,rush_yds,5,,,,,
player,201512130chi,chi,CutlJa00,rush_td,0,,,,,
player,201512130chi,chi,CutlJa00,rush_long,5,,,,,
player,201512130chi,chi,CutlJa00,targets,0,,,,,
player,201512130chi,chi,CutlJa00,rec,0,,,,,
player,201512130chi,chi,CutlJa00,rec_yds,0,,,,,
player,201512130chi,chi,CutlJa00,rec_td,0,,,,,
player,201512130chi,chi,CutlJa00,rec_long,0,,,,,
player,201512130chi,chi,CutlJa00,fumbles,1,,,,,
player,201512130chi,chi,CutlJa00,fumbles_lost,1,,,,,
player,201512130chi,chi,FortMa00,pass_cmp,0,,,,,
player,201512130chi,chi,FortMa00,pass_att,0,,,,,
player,201512130chi,chi,FortMa00,pass_yds,0,,,,,
player,201512130chi,chi,FortMa00,pass_td,0,,,,,
player,201512130chi,chi,FortMa00,pass_int,0,,,,,
player,201512130chi,chi,FortMa00,pass_sacked,0,,,,,
player,201512130chi,chi,FortMa00,pass_sacked_yds,0,,,,,
player,201512130chi,chi,FortMa00,pass_long,0,,,,,
player,201512130chi,chi,FortMa00,pass_rating,,,,,,
player,201512130chi,chi,FortMa00,rush_att,10,,,,,
player,201512130chi,chi,FortMa00,rush_yds,45,,,,,
player,201512130chi,chi,FortMa00,rush_td,1,,,,,
player,201512130chi,chi,FortMa00,rush_long,10,,,,,
player,201512130chi,chi,FortMa00,targets,2,,,,,
player,201512130chi,chi,FortMa00,rec,1,,,,,
player,201512130chi,chi,FortMa00,rec_yds,8,,,,,
player,201512130chi,chi,FortMa00,rec_td,0,,,,,
player,201512130chi,chi,FortMa00,rec_long,8,,,,,
player,201512130chi,chi,FortMa00,fumbles,0,,,,,
player,201512130chi,chi,FortMa00,fumbles_lost,0,,,,,
player,201512130chi,chi,LangJe00,pass_cmp,0,,,,,
player,201512130chi,chi,LangJe00,pass_att,0,,,,,
player,201512130chi,chi,LangJe00,pass_yds,0,,,,,
player,201512130chi,chi,LangJe00,pass_td,0,,,,,
player,201512130chi,chi,LangJe00,pass_int,0,,,,,
player,201512130chi,chi,LangJe00,pass_sacked,0,,,,,
player,201512130chi,chi,LangJe00,pass_sacked_yds,0,,,,,
player,201512130chi,chi,LangJe00,pass_long,0,,,,,
player,201512130chi,chi,LangJe00,pass_rating,,,,,,
player,201512130chi,chi,LangJe00,rush_att,11,,,,,
player,201512130chi,chi,LangJe00,rush_yds,37,,,,,
player,201512130chi,chi,LangJe00,rush_td,0,,,,,
player,201512130chi,chi,LangJe00,rush_long,9,,,,,
player,201512130chi,chi,LangJe00,targets,7,,,,,
player,201512130chi,chi,LangJe00,rec,3,,,,,
player,201512130chi,chi,LangJe00,rec_yds,27,,,,,
player,201512130chi,chi,LangJe00,rec_td,0,,,,,
player,201512130chi,chi,LangJe00,rec_long,11,,,,,
player,201512130chi,chi,LangJe00,fumbles,0,,,,,
player,201512130chi,chi,LangJe00,fumbles_lost,0,,,,,
player,201512130chi,chi,JeffAl00,pass_cmp,0,,,,,
player,201512130chi,chi,JeffAl00,pass_att,0,,,,,
player,201512130chi,chi,JeffAl00,pass_yds,0,,,,,
player,201512130chi,chi,JeffAl00,pass_td,0,,,,,
player,201512130chi,chi,JeffAl00,pass_int,0,,,,,
player,201512130chi,chi,JeffAl00,pass_sacked,0,,,,,
player,201512130chi,chi,JeffAl00,pass_sacked_yds,0,,,,,
player,201512130chi,chi,JeffAl00,pass_long,0,,,,,
player,201512130chi,chi,JeffAl00,pass_rating,,,,,,
player,201512130chi,chi,JeffAl00,rush_att,0,,,,,
player,201512130chi,chi,JeffAl00,rush_yds,0,,,,,
player,201512130chi,chi,JeffAl00,rush_td,0,,,,,
player,201512130chi,chi,JeffAl00,rush_long,0,,,,,
player,201512130chi,chi,JeffAl00,targets,9,,,,,
player,201512130chi,chi,JeffAl00,rec,6,,,,,
player,201512130chi,chi,JeffAl00,rec_yds,107,,,,,
player,201512130chi,chi,JeffAl00,rec_td,1,,,,,
player,201512130chi,chi,JeffAl00,rec_long,50,,,,,
player,201512130chi,chi,JeffAl00,fumbles,0,,,,,
player,201512130chi,chi,JeffAl00,fumbles_lost,0,,,,,
player,201512130chi,chi,MillZa02,pass_cmp,0,,,,,
player,201512130chi,chi,MillZa02,pass_att,0,,,,,
player,201512130chi,chi,MillZa02,pass_yds,0,,,,,
player,201512130chi,chi,MillZa02,pass_td,0,,,,,
player,201512130chi,chi,MillZa02,pass_int,0,,,,,
player,201512130chi,chi,MillZa02,pass_sacked,0,,,,,
player,201512130chi,chi,MillZa02,pass_sacked_yds,0,,,,,
player,201512130chi,chi,MillZa02,pass_long,0,,,,,
player,201512130chi,chi,MillZa02,pass_rating,,,,,,
player,201512130chi,chi,MillZa02,rush_att,0,,,,,
player,201512130chi,chi,MillZa02,rush_yds,0,,,,,
player,201512130chi,chi,MillZa02,rush_td,0,,,,,
player,201512130chi,chi,MillZa02,rush_long,0,,,,,
player,201512130chi,chi,MillZa02,targets,6,,,,,
player,201512130chi,chi,MillZa02,rec,5,,,,,
player,201512130chi,chi,MillZa02,rec_yds,85,,,,,
player,201512130chi,chi,MillZa02,rec_td,1,,,,,
player,201512130chi,chi,MillZa02,rec_long,30,,,,,
player,201512130chi,chi,MillZa02,fumbles,0,,,,,
player,201512130chi,chi,MillZa02,fumbles_lost,0,,,,,
player,201512130chi,chi,MariMa00,pass_cmp,0,,,,,
player,201512130chi,chi,MariMa00,pass_att,0,,,,,
player,201512130chi,chi,MariMa00,pass_yds,0,,,,,
player,201512130chi,chi,MariMa00,pass_td,0,,,,,
player,201512130chi,chi,MariMa00,pass_int,0,,,,,
player,201512130chi,chi,MariMa00,pass_sacked,0,,,,,
player,201512130chi,chi,MariMa00,pass_sacked_yds,0,,,,,
player,201512130chi,chi,MariMa00,pass_long,0,,,,,
player,201512130chi,chi,MariMa00,pass_rating,,,,,,
player,201512130chi,chi,MariMa00,rush_att,0,,,,,
player,201512130chi,chi,MariMa00,rush_yds,0,,,,,
player,201512130chi,chi,MariMa00,rush_td,0,,,,,
player,201512130chi,chi,MariMa00,rush_long,0,,,,,
player,201512130chi,chi,MariMa00,targets,3,,,,,
player,201512130chi,chi,MariMa00,rec,2,,,,,
player,201512130chi,chi,MariMa00,rec_yds,37,,,,,
player,201512130chi,chi,MariMa00,rec_td,0,,,,,
player,201512130chi,chi,MariMa00,rec_long,24,,,,,
player,201512130chi,chi,MariMa00,fumbles,0,,,,,
player,201512130chi,chi,MariMa00,fumbles_lost,0,,,,,
player,201512130chi,chi,ThomDe04,pass_cmp,0,,,,,
player,201512130chi,chi,ThomDe04,pass_att,0,,,,,
player,201512130chi,chi,ThomDe04,pass_yds,0,,,,,
player,201512130chi,chi,ThomDe04,pass_td,0,,,,,
player,201512130chi,chi,ThomDe04,pass_int,0,,,,,
player,201512130chi,chi,ThomDe04,pass_sacked,0,,,,,
player,201512130chi,chi,ThomDe04,pass_sacked_yds,0,,,,,
player,201512130chi,chi,ThomDe04,pass_long,0,,,,,
player,201512130chi,chi,ThomDe04,pass_rating,,,,,,
player,201512130chi,chi,ThomDe04,rush_att,0,,,,,
player,201512130chi,chi,ThomDe04,rush_yds,0,,,,,
player,201512130chi,chi,ThomDe04,rush_td,0,,,,,
player,201512130chi,chi,ThomDe04,rush_long,0,,,,,
player,201512130chi,chi,ThomDe04,targets,1,,,,,
player,201512130chi,chi,ThomDe04,rec,1,,,,,
player,201512130chi,chi,ThomDe04,rec_yds,36,,,,,
player,201512130chi,chi,ThomDe04,rec_td,0,,,,,
player,201512130chi,chi,ThomDe04,rec_long,36,,,,,
player,201512130chi,chi,ThomDe04,fumbles,0,,,,,
player,201512130chi,chi,ThomDe04,fumbles_lost,0,,,,,
player,201512130chi,chi,RoyaEd00,pass_cmp,0,,,,,
player,201512130chi,chi,RoyaEd00,pass_att,0,,,,,
player,201512130chi,chi,RoyaEd00,pass_yds,0,,,,,
player,201512130chi,chi,RoyaEd00,pass_td,0,,,,,
player,201512130chi,chi,RoyaEd00,pass_int,0,,,,,
player,201512130chi,chi,RoyaEd00,pass_sacked,0,,,,,
player,201512130chi,chi,RoyaEd00,pass_sacked_yds,0,,,,,
player,201512130chi,chi,RoyaEd00,pass_long,0,,,,,
player,201512130chi,chi,RoyaEd00,pass_rating,,,,,,
player,201512130chi,chi,RoyaEd00,rush_att,0,,,,,
player,201512130chi,chi,RoyaEd00,rush_yds,0,,,,,
player,201512130chi,chi,RoyaEd00,rush_td,0,,,,,
player,201512130chi,chi,RoyaEd00,rush_long,0,,,,,
player,201512130chi,chi,RoyaEd00,targets,2,,,,,
player,201512130chi,chi,RoyaEd00,rec,1,,,,,
player,201512130chi,chi,RoyaEd00,rec_yds,15,,,,,
player,201512130chi,chi,RoyaEd00,rec_td,0,,,,,
player,201512130chi,chi,RoyaEd00,rec_long,15,,,,,
player,201512130chi,chi,RoyaEd00,fumbles,0,,,,,
player,201512130chi,chi,RoyaEd00,fumbles_lost,0,,,,,
player,201512130chi,chi,LeexKh00,pass_cmp,0,,,,,
player,201512130chi,chi,LeexKh00,pass_att,0,,,,,
player,201512130chi,chi,LeexKh00,pass_yds,0,,,,,
player,201512130chi,chi,LeexKh00,pass_td,0,,,,,
player,201512130chi,chi,LeexKh00,pass_int,0,,,,,
player,201512130chi,chi,LeexKh00,pass_sacked,0,,,,,
player,201512130chi,chi,LeexKh00,pass_sacked_yds,0,,,,,
player,201512130chi,chi,LeexKh00,pass_long,0,,,,,
player,201512130chi,chi,LeexKh00,pass_rating,,,,,,
player,201512130chi,chi,LeexKh00,rush_att,0,,,,,
player,201512130chi,chi,LeexKh00,rush_yds,0,,,,,
player,201512130chi,chi,LeexKh00,rush_td,0,,,,,
player,201512130chi,chi,LeexKh00,rush_long,0,,,,,
player,201512130chi,chi,LeexKh00,targets,1,,,,,
player,201512130chi,chi,LeexKh00,rec,0,,,,,
player,201512130chi,chi,LeexKh00,rec_yds,0,,,,,
player,201512130chi,chi,LeexKh00,rec_td,0,,,,,
player,201512130chi,chi,LeexKh00,rec_long,0,,,,,
player,201512130chi,chi,LeexKh00,fumbles,0,,,,,
player,201512130chi,chi,LeexKh00,fumbles_lost,0,,,,,
player,201512130chi,was,KerrRy00,def_int,0,,,,,
player,201512130chi,was,KerrRy00,def_int_yds,0,,,,,
player,201512130chi,was,KerrRy00,def_int_td,0,,,,,
player,201512130chi,was,KerrRy00,def_int_long,0,,,,,
player,201512130chi,was,KerrRy00,pass_defended,0,,,,,
player,201512130chi,was,KerrRy00,sacks,1.0,,,,,
player,201512130chi,was,KerrRy00,tackles_combined,5,,,,,
player,201512130chi,was,KerrRy00,tackles_solo,4,,,,,
player,201512130chi,was,KerrRy00,tackles_assists,1,,,,,
player,201512130chi,was,KerrRy00,tackles_loss,2,,,,,
player,201512130chi,was,KerrRy00,qb_hits,1,,,,,
player,201512130chi,was,KerrRy00,fumbles_rec,0,,,,,
player,201512130chi,was,KerrRy00,fumbles_rec_yds,0,,,,,
player,201512130chi,was,KerrRy00,fumbles_rec_td,0,,,,,
player,201512130chi,was,KerrRy00,fumbles_forced,0,,,,,
player,201512130chi,was,KnigTe99,def_int,0,,,,,
player,201512130chi,was,KnigTe99,def_int_yds,0,,,,,
player,201512130chi,was,KnigTe99,def_int_td,0,,,,,
player,201512130chi,was,KnigTe99,def_int_long,0,,,,,
player,201512130chi,was,KnigTe99,pass_defended,0,,,,,
player,201512130chi,was,KnigTe99,sacks,1.0,,,,,
player,201512130chi,was,KnigTe99,tackles_combined,1,,,,,
player,201512130chi,was,KnigTe99,tackles_solo,1,,,,,
player,201512130chi,was,KnigTe99,tackles_assists,0,,,,,
