game,2015,4,20151004,201510040tam,car,"Carolina Panthers",37,tam,"Tampa Bay Buccaneers",23
team,201510040tam,car,First Downs,17,,,,,,
team,201510040tam,tam,First Downs,25,,,,,,
team,201510040tam,car,Rush-Yds-TDs,33-133-0,,,,,,
team,201510040tam,tam,Rush-Yds-TDs,30-141-1,,,,,,
team,201510040tam,car,Cmp-Att-Yd-TD-INT,11-22-124-2-0,,,,,,
team,201510040tam,tam,Cmp-Att-Yd-TD-INT,26-43-287-2-4,,,,,,
team,201510040tam,car,Sacked-Yards,2-13,,,,,,
team,201510040tam,tam,Sacked-Yards,2-17,,,,,,
team,201510040tam,car,Net Pass Yards,111,,,,,,
team,201510040tam,tam,Net Pass Yards,270,,,,,,
team,201510040tam,car,Total Yards,244,,,,,,
team,201510040tam,tam,Total Yards,411,,,,,,
team,201510040tam,car,Fumbles-Lost,2-1,,,,,,
team,201510040tam,tam,Fumbles-Lost,1-1,,,,,,
team,201510040tam,car,Turnovers,1,,,,,,
team,201510040tam,tam,Turnovers,5,,,,,,
team,201510040tam,car,Penalties-Yards,5-45,,,,,,
team,201510040tam,tam,Penalties-Yards,5-48,,,,,,
team,201510040tam,car,Third Down Conv.,3-11,,,,,,
team,201510040tam,tam,Third Down Conv.,8-16,,,,,,
team,201510040tam,car,Fourth Down Conv.,0-0,,,,,,
team,201510040tam,tam,Fourth Down Conv.,2-2,,,,,,
team,201510040tam,car,Time of Possession,27:50,,,,,,
team,201510040tam,tam,Time of Possession,32:10,,,,,,
player,201510040tam,car,NewtCa00,pass_cmp,11,,,,,
player,201510040tam,car,NewtCa00,pass_att,22,,,,,
player,201510040tam,car,NewtCa00,pass_yds,124,,,,,
player,201510040tam,car,NewtCa00,pass_td,2,,,,,
player,201510040tam,car,NewtCa00,pass_int,0,,,,,
player,201510040tam,car,NewtCa00,pass_sacked,2,,,,,
player,201510040tam,car,NewtCa00,pass_sacked_yds,13,,,,,
player,201510040tam,car,NewtCa00,pass_long,30,,,,,
player,201510040tam,car,NewtCa00,pass_rating,97.5,,,,,
player,201510040tam,car,NewtCa00,rush_att,12,,,,,
player,201510040tam,car,NewtCa00,rush_yds,51,,,,,
player,201510040tam,car,NewtCa00,rush_td,0,,,,,
player,201510040tam,car,NewtCa00,rush_long,12,,,,,
player,201510040tam,car,NewtCa00,targets,0,,,,,
player,201510040tam,car,NewtCa00,rec,0,,,,,
player,201510040tam,car,NewtCa00,rec_yds,0,,,,,
player,201510040tam,car,NewtCa00,rec_td,0,,,,,
player,201510040tam,car,NewtCa00,rec_long,0,,,,,
player,201510040tam,car,NewtCa00,fumbles,1,,,,,
player,201510040tam,car,NewtCa00,fumbles_lost,1,,,,,
player,201510040tam,car,StewJo00,pass_cmp,0,,,,,
player,201510040tam,car,StewJo00,pass_att,0,,,,,
player,201510040tam,car,StewJo00,pass_yds,0,,,,,
player,201510040tam,car,StewJo00,pass_td,0,,,,,
player,201510040tam,car,StewJo00,pass_int,0,,,,,
player,201510040tam,car,StewJo00,pass_sacked,0,,,,,
player,201510040tam,car,StewJo00,pass_sacked_yds,0,,,,,
player,201510040tam,car,StewJo00,pass_long,0,,,,,
player,201510040tam,car,StewJo00,pass_rating,,,,,,
player,201510040tam,car,StewJo00,rush_att,10,,,,,
player,201510040tam,car,StewJo00,rush_yds,50,,,,,
player,201510040tam,car,StewJo00,rush_td,0,,,,,
player,201510040tam,car,StewJo00,rush_long,13,,,,,
player,201510040tam,car,StewJo00,targets,0,,,,,
player,201510040tam,car,StewJo00,rec,0,,,,,
player,201510040tam,car,StewJo00,rec_yds,0,,,,,
player,201510040tam,car,StewJo00,rec_td,0,,,,,
player,201510040tam,car,StewJo00,rec_long,0,,,,,
player,201510040tam,car,StewJo00,fumbles,1,,,,,
player,201510040tam,car,StewJo00,fumbles_lost,0,,,,,
player,201510040tam,car,ArtiCa00,pass_cmp,0,,,,,
