game,2015,16,20151227,201512270oti,htx,"Houston Texans",34,oti,"Tennessee Titans",6
team,201512270oti,htx,First Downs,19,,,,,,
team,201512270oti,oti,First Downs,13,,,,,,
team,201512270oti,htx,Rush-Yds-TDs,42-128-1,,,,,,
team,201512270oti,oti,Rush-Yds-TDs,11-30-0,,,,,,
team,201512270oti,htx,Cmp-Att-Yd-TD-INT,16-26-207-2-0,,,,,,
team,201512270oti,oti,Cmp-Att-Yd-TD-INT,27-51-234-1-1,,,,,,
team,201512270oti,htx,Sacked-Yards,1-5,,,,,,
team,201512270oti,oti,Sacked-Yards,1-7,,,,,,
team,201512270oti,htx,Net Pass Yards,202,,,,,,
team,201512270oti,oti,Net Pass Yards,227,,,,,,
team,201512270oti,htx,Total Yards,330,,,,,,
team,201512270oti,oti,Total Yards,257,,,,,,
team,201512270oti,htx,Fumbles-Lost,1-1,,,,,,
team,201512270oti,oti,Fumbles-Lost,3-3,,,,,,
team,201512270oti,htx,Turnovers,1,,,,,,
team,201512270oti,oti,Turnovers,4,,,,,,
team,201512270oti,htx,Penalties-Yards,4-28,,,,,,
team,201512270oti,oti,Penalties-Yards,4-43,,,,,,
team,201512270oti,htx,Third Down Conv.,7-16,,,,,,
team,201512270oti,oti,Third Down Conv.,4-16,,,,,,
team,201512270oti,htx,Fourth Down Conv.,0-0,,,,,,
team,201512270oti,oti,Fourth Down Conv.,1-1,,,,,,
team,201512270oti,htx,Time of Possession,36:13,,,,,,
team,201512270oti,oti,Time of Possession,23:47,,,,,,
player,201512270oti,htx,WeedBr00,pass_cmp,15,,,,,
player,201512270oti,htx,WeedBr00,pass_att,24,,,,,
player,201512270oti,htx,WeedBr00,pass_yds,200,,,,,
player,201512270oti,htx,WeedBr00,pass_td,2,,,,,
player,201512270oti,htx,WeedBr00,pass_int,0,,,,,
player,201512270oti,htx,WeedBr00,pass_sacked,1,,,,,
player,201512270oti,htx,WeedBr00,pass_sacked_yds,5,,,,,
player,201512270oti,htx,WeedBr00,pass_long,44,,,,,
player,201512270oti,htx,WeedBr00,pass_rating,116.7,,,,,
player,201512270oti,htx,WeedBr00,rush_att,2,,,,,
player,201512270oti,htx,WeedBr00,rush_yds,11,,,,,
player,201512270oti,htx,WeedBr00,rush_td,1,,,,,
player,201512270oti,htx,WeedBr00,rush_long,7,,,,,
player,201512270oti,htx,WeedBr00,targets,0,,,,,
player,201512270oti,htx,WeedBr00,rec,0,,,,,
player,201512270oti,htx,WeedBr00,rec_yds,0,,,,,
player,201512270oti,htx,WeedBr00,rec_td,0,,,,,
player,201512270oti,htx,WeedBr00,rec_long,0,,,,,
player,201512270oti,htx,WeedBr00,fumbles,1,,,,,
player,201512270oti,htx,WeedBr00,fumbles_lost,1,,,,,
player,201512270oti,htx,DaniB.00,pass_cmp,1,,,,,
player,201512270oti,htx,DaniB.00,pass_att,2,,,,,
player,201512270oti,htx,DaniB.00,pass_yds,7,,,,,
player,201512270oti,htx,DaniB.00,pass_td,0,,,,,
player,201512270oti,htx,DaniB.00,pass_int,0,,,,,
player,201512270oti,htx,DaniB.00,pass_sacked,0,,,,,
player,201512270oti,htx,DaniB.00,pass_sacked_yds,0,,,,,
player,201512270oti,htx,DaniB.00,pass_long,7,,,,,
player,201512270oti,htx,DaniB.00,pass_rating,58.3,,,,,
player,201512270oti,htx,DaniB.00,rush_att,6,,,,,
player,201512270oti,htx,DaniB.00,rush_yds,6,,,,,
player,201512270oti,htx,DaniB.00,rush_td,0,,,,,
player,201512270oti,htx,DaniB.00,rush_long,6,,,,,
player,201512270oti,htx,DaniB.00,targets,0,,,,,
player,201512270oti,htx,DaniB.00,rec,0,,,,,
player,201512270oti,htx,DaniB.00,rec_yds,0,,,,,
player,201512270oti,htx,DaniB.00,rec_td,0,,,,,
player,201512270oti,htx,DaniB.00,rec_long,0,,,,,
player,201512270oti,htx,DaniB.00,fumbles,0,,,,,
player,201512270oti,htx,DaniB.00,fumbles_lost,0,,,,,
player,201512270oti,htx,BlueAl00,pass_cmp,0,,,,,
player,201512270oti,htx,BlueAl00,pass_att,0,,,,,
player,201512270oti,htx,BlueAl00,pass_yds,0,,,,,
player,201512270oti,htx,BlueAl00,pass_td,0,,,,,
player,201512270oti,htx,BlueAl00,pass_int,0,,,,,
player,201512270oti,htx,BlueAl00,pass_sacked,0,,,,,
player,201512270oti,htx,BlueAl00,pass_sacked_yds,0,,,,,
player,201512270oti,htx,BlueAl00,pass_long,0,,,,,
player,201512270oti,htx,BlueAl00,pass_rating,,,,,,
player,201512270oti,htx,BlueAl00,rush_att,15,,,,,
player,201512270oti,htx,BlueAl00,rush_yds,45,,,,,
player,201512270oti,htx,BlueAl00,rush_td,0,,,,,
player,201512270oti,htx,BlueAl00,rush_long,7,,,,,
player,201512270oti,htx,BlueAl00,targets,1,,,,,
player,201512270oti,htx,BlueAl00,rec,1,,,,,
player,201512270oti,htx,BlueAl00,rec_yds,5,,,,,
player,201512270oti,htx,BlueAl00,rec_td,0,,,,,
player,201512270oti,htx,BlueAl00,rec_long,5,,,,,
player,201512270oti,htx,BlueAl00,fumbles,0,,,,,
player,201512270oti,htx,BlueAl00,fumbles_lost,0,,,,,
player,201512270oti,htx,PolkCh00,pass_cmp,0,,,,,
player,201512270oti,htx,PolkCh00,pass_att,0,,,,,
player,201512270oti,htx,PolkCh00,pass_yds,0,,,,,
player,201512270oti,htx,PolkCh00,pass_td,0,,,,,
player,201512270oti,htx,PolkCh00,pass_int,0,,,,,
player,201512270oti,htx,PolkCh00,pass_sacked,0,,,,,
player,201512270oti,htx,PolkCh00,pass_sacked_yds,0,,,,,
player,201512270oti,htx,PolkCh00,pass_long,0,,,,,
player,201512270oti,htx,PolkCh00,pass_rating,,,,,,
player,201512270oti,htx,PolkCh00,rush_att,11,,,,,
player,201512270oti,htx,PolkCh00,rush_yds,38,,,,,
player,201512270oti,htx,PolkCh00,rush_td,0,,,,,
player,201512270oti,htx,PolkCh00,rush_long,17,,,,,
player,201512270oti,htx,PolkCh00,targets,0,,,,,
player,201512270oti,htx,PolkCh00,rec,0,,,,,
player,201512270oti,htx,PolkCh00,rec_yds,0,,,,,
player,201512270oti,htx,PolkCh00,rec_td,0,,,,,
player,201512270oti,htx,PolkCh00,rec_long,0,,,,,
player,201512270oti,htx,PolkCh00,fumbles,0,,,,,
player,201512270oti,htx,PolkCh00,fumbles_lost,0,,,,,
player,201512270oti,htx,GrimJo01,pass_cmp,0,,,,,
player,201512270oti,htx,GrimJo01,pass_att,0,,,,,
player,201512270oti,htx,GrimJo01,pass_yds,0,,,,,
player,201512270oti,htx,GrimJo01,pass_td,0,,,,,
player,201512270oti,htx,GrimJo01,pass_int,0,,,,,
player,201512270oti,htx,GrimJo01,pass_sacked,0,,,,,
player,201512270oti,htx,GrimJo01,pass_sacked_yds,0,,,,,
player,201512270oti,htx,GrimJo01,pass_long,0,,,,,
player,201512270oti,htx,GrimJo01,pass_rating,,,,,,
player,201512270oti,htx,GrimJo01,rush_att,6,,,,,
player,201512270oti,htx,GrimJo01,rush_yds,25,,,,,
player,201512270oti,htx,GrimJo01,rush_td,0,,,,,
player,201512270oti,htx,GrimJo01,rush_long,5,,,,,
player,201512270oti,htx,GrimJo01,targets,0,,,,,
player,201512270oti,htx,GrimJo01,rec,0,,,,,
player,201512270oti,htx,GrimJo01,rec_yds,0,,,,,
player,201512270oti,htx,GrimJo01,rec_td,0,,,,,
player,201512270oti,htx,GrimJo01,rec_long,0,,,,,
player,201512270oti,htx,GrimJo01,fumbles,0,,,,,
player,201512270oti,htx,GrimJo01,fumbles_lost,0,,,,,
player,201512270oti,htx,HuntAk01,pass_cmp,0,,,,,
player,201512270oti,htx,HuntAk01,pass_att,0,,,,,
player,201512270oti,htx,HuntAk01,pass_yds,0,,,,,
player,201512270oti,htx,HuntAk01,pass_td,0,,,,,
player,201512270oti,htx,HuntAk01,pass_int,0,,,,,
player,201512270oti,htx,HuntAk01,pass_sacked,0,,,,,
player,201512270oti,htx,HuntAk01,pass_sacked_yds,0,,,,,
player,201512270oti,htx,HuntAk01,pass_long,0,,,,,
player,201512270oti,htx,HuntAk01,pass_rating,,,,,,
player,201512270oti,htx,HuntAk01,rush_att,2,,,,,
player,201512270oti,htx,HuntAk01,rush_yds,3,,,,,
player,201512270oti,htx,HuntAk01,rush_td,0,,,,,
player,201512270oti,htx,HuntAk01,rush_long,3,,,,,
player,201512270oti,htx,HuntAk01,targets,2,,,,,
player,201512270oti,htx,HuntAk01,rec,1,,,,,
player,201512270oti,htx,HuntAk01,rec_yds,6,,,,,
player,201512270oti,htx,HuntAk01,rec_td,0,,,,,
player,201512270oti,htx,HuntAk01,rec_long,6,,,,,
player,201512270oti,htx,HuntAk01,fumbles,0,,,,,
player,201512270oti,htx,HuntAk01,fumbles_lost,0,,,,,
player,201512270oti,htx,HopkDe00,pass_cmp,0,,,,,
player,201512270oti,htx,HopkDe00,pass_att,0,,,,,
player,201512270oti,htx,HopkDe00,pass_yds,0,,,,,
player,201512270oti,htx,HopkDe00,pass_td,0,,,,,
player,201512270oti,htx,HopkDe00,pass_int,0,,,,,
player,201512270oti,htx,HopkDe00,pass_sacked,0,,,,,
player,201512270oti,htx,HopkDe00,pass_sacked_yds,0,,,,,
player,201512270oti,htx,HopkDe00,pass_long,0,,,,,
player,201512270oti,htx,HopkDe00,pass_rating,,,,,,
player,201512270oti,htx,HopkDe00,rush_att,0,,,,,
player,201512270oti,htx,HopkDe00,rush_yds,0,,,,,
player,201512270oti,htx,HopkDe00,rush_td,0,,,,,
player,201512270oti,htx,HopkDe00,rush_long,0,,,,,
player,201512270oti,htx,HopkDe00,targets,11,,,,,
player,201512270oti,htx,HopkDe00,rec,7,,,,,
player,201512270oti,htx,HopkDe00,rec_yds,117,,,,,
player,201512270oti,htx,HopkDe00,rec_td,1,,,,,
player,201512270oti,htx,HopkDe00,rec_long,44,,,,,
player,201512270oti,htx,HopkDe00,fumbles,0,,,,,
player,201512270oti,htx,HopkDe00,fumbles_lost,0,,,,,
player,201512270oti,htx,WashNa00,pass_cmp,0,,,,,
player,201512270oti,htx,WashNa00,pass_att,0,,,,,
player,201512270oti,htx,WashNa00,pass_yds,0,,,,,
player,201512270oti,htx,WashNa00,pass_td,0,,,,,
player,201512270oti,htx,WashNa00,pass_int,0,,,,,
player,201512270oti,htx,WashNa00,pass_sacked,0,,,,,
player,201512270oti,htx,WashNa00,pass_sacked_yds,0,,,,,
player,201512270oti,htx,WashNa00,pass_long,0,,,,,
player,201512270oti,htx,WashNa00,pass_rating,,,,,,
player,201512270oti,htx,WashNa00,rush_att,0,,,,,
player,201512270oti,htx,WashNa00,rush_yds,0,,,,,
player,201512270oti,htx,WashNa00,rush_td,0,,,,,
player,201512270oti,htx,WashNa00,rush_long,0,,,,,
player,201512270oti,htx,WashNa00,targets,5,,,,,
player,201512270oti,htx,WashNa00,rec,3,,,,,
player,201512270oti,htx,WashNa00,rec_yds,42,,,,,
player,201512270oti,htx,WashNa00,rec_td,1,,,,,
player,201512270oti,htx,WashNa00,rec_long,21,,,,,
player,201512270oti,htx,WashNa00,fumbles,0,,,,,
player,201512270oti,htx,WashNa00,fumbles_lost,0,,,,,
player,201512270oti,htx,StroJa01,pass_cmp,0,,,,,
player,201512270oti,htx,StroJa01,pass_att,0,,,,,
player,201512270oti,htx,StroJa01,pass_yds,0,,,,,
player,201512270oti,htx,StroJa01,pass_td,0,,,,,
player,201512270oti,htx,StroJa01,pass_int,0,,,,,
player,201512270oti,htx,StroJa01,pass_sacked,0,,,,,
player,201512270oti,htx,StroJa01,pass_sacked_yds,0,,,,,
player,201512270oti,htx,StroJa01,pass_long,0,,,,,
player,201512270oti,htx,StroJa01,pass_rating,,,,,,
player,201512270oti,htx,StroJa01,rush_att,0,,,,,
player,201512270oti,htx,StroJa01,rush_yds,0,,,,,
player,201512270oti,htx,StroJa01,rush_td,0,,,,,
player,201512270oti,htx,StroJa01,rush_long,0,,,,,
player,201512270oti,htx,StroJa01,targets,5,,,,,
player,201512270oti,htx,StroJa01,rec,2,,,,,
player,201512270oti,htx,StroJa01,rec_yds,18,,,,,
player,201512270oti,htx,StroJa01,rec_td,0,,,,,
player,201512270oti,htx,StroJa01,rec_long,11,,,,,
player,201512270oti,htx,StroJa01,fumbles,0,,,,,
player,201512270oti,htx,StroJa01,fumbles_lost,0,,,,,
player,201512270oti,htx,GrifRy00,pass_cmp,0,,,,,
player,201512270oti,htx,GrifRy00,pass_att,0,,,,,
player,201512270oti,htx,GrifRy00,pass_yds,0,,,,,
player,201512270oti,htx,GrifRy00,pass_td,0,,,,,
player,201512270oti,htx,GrifRy00,pass_int,0,,,,,
player,201512270oti,htx,GrifRy00,pass_sacked,0,,,,,
player,201512270oti,htx,GrifRy00,pass_sacked_yds,0,,,,,
player,201512270oti,htx,GrifRy00,pass_long,0,,,,,
player,201512270oti,htx,GrifRy00,pass_rating,,,,,,
player,201512270oti,htx,GrifRy00,rush_att,0,,,,,
player,201512270oti,htx,GrifRy00,rush_yds,0,,,,,
player,201512270oti,htx,GrifRy00,rush_td,0,,,,,
player,201512270oti,htx,GrifRy00,rush_long,0,,,,,
player,201512270oti,htx,GrifRy00,targets,1,,,,,
player,201512270oti,htx,GrifRy00,rec,1,,,,,
player,201512270oti,htx,GrifRy00,rec_yds,13,,,,,
player,201512270oti,htx,GrifRy00,rec_td,0,,,,,
player,201512270oti,htx,GrifRy00,rec_long,13,,,,,
player,201512270oti,htx,GrifRy00,fumbles,0,,,,,
player,201512270oti,htx,GrifRy00,fumbles_lost,0,,,,,
player,201512270oti,htx,FiedC.00,pass_cmp,0,,,,,
player,201512270oti,htx,FiedC.00,pass_att,0,,,,,
player,201512270oti,htx,FiedC.00,pass_yds,0,,,,,
player,201512270oti,htx,FiedC.00,pass_td,0,,,,,
player,201512270oti,htx,FiedC.00,pass_int,0,,,,,
player,201512270oti,htx,FiedC.00,pass_sacked,0,,,,,
player,201512270oti,htx,FiedC.00,pass_sacked_yds,0,,,,,
player,201512270oti,htx,FiedC.00,pass_long,0,,,,,
player,201512270oti,htx,FiedC.00,pass_rating,,,,,,
player,201512270oti,htx,FiedC.00,rush_att,0,,,,,
player,201512270oti,htx,FiedC.00,rush_yds,0,,,,,
player,201512270oti,htx,FiedC.00,rush_td,0,,,,,
player,201512270oti,htx,FiedC.00,rush_long,0,,,,,
