game,2015,16,20151224,201512240rai,sdg,"San Diego Chargers",20,rai,"Oakland Raiders",23
team,201512240rai,sdg,First Downs,19,,,,,,
team,201512240rai,rai,First Downs,14,,,,,,
team,201512240rai,sdg,Rush-Yds-TDs,25-72-1,,,,,,
team,201512240rai,rai,Rush-Yds-TDs,24-106-1,,,,,,
team,201512240rai,sdg,Cmp-Att-Yd-TD-INT,31-49-277-1-0,,,,,,
team,201512240rai,rai,Cmp-Att-Yd-TD-INT,23-38-204-1-1,,,,,,
team,201512240rai,sdg,Sacked-Yards,1-6,,,,,,
team,201512240rai,rai,Sacked-Yards,3-29,,,,,,
team,201512240rai,sdg,Net Pass Yards,271,,,,,,
team,201512240rai,rai,Net Pass Yards,175,,,,,,
team,201512240rai,sdg,Total Yards,343,,,,,,
team,201512240rai,rai,Total Yards,281,,,,,,
team,201512240rai,sdg,Fumbles-Lost,1-1,,,,,,
team,201512240rai,rai,Fumbles-Lost,0-0,,,,,,
team,201512240rai,sdg,Turnovers,1,,,,,,
team,201512240rai,rai,Turnovers,1,,,,,,
team,201512240rai,sdg,Penalties-Yards,9-75,,,,,,
team,201512240rai,rai,Penalties-Yards,16-121,,,,,,
team,201512240rai,sdg,Third Down Conv.,5-16,,,,,,
team,201512240rai,rai,Third Down Conv.,4-15,,,,,,
team,201512240rai,sdg,Fourth Down Conv.,0-1,,,,,,
team,201512240rai,rai,Fourth Down Conv.,0-0,,,,,,
team,201512240rai,sdg,Time of Possession,35:04,,,,,,
team,201512240rai,rai,Time of Possession,33:21,,,,,,
player,201512240rai,sdg,RivePh00,pass_cmp,31,,,,,
player,201512240rai,sdg,RivePh00,pass_att,49,,,,,
player,201512240rai,sdg,RivePh00,pass_yds,277,,,,,
player,201512240rai,sdg,RivePh00,pass_td,1,,,,,
player,201512240rai,sdg,RivePh00,pass_int,0,,,,,
player,201512240rai,sdg,RivePh00,pass_sacked,1,,,,,
player,201512240rai,sdg,RivePh00,pass_sacked_yds,6,,,,,
player,201512240rai,sdg,RivePh00,pass_long,23,,,,,
player,201512240rai,sdg,RivePh00,pass_rating,85.2,,,,,
player,201512240rai,sdg,RivePh00,rush_att,0,,,,,
player,201512240rai,sdg,RivePh00,rush_yds,0,,,,,
player,201512240rai,sdg,RivePh00,rush_td,0,,,,,
player,201512240rai,sdg,RivePh00,rush_long,0,,,,,
player,201512240rai,sdg,RivePh00,targets,0,,,,,
player,201512240rai,sdg,RivePh00,rec,0,,,,,
player,201512240rai,sdg,RivePh00,rec_yds,0,,,,,
player,201512240rai,sdg,RivePh00,rec_td,0,,,,,
player,201512240rai,sdg,RivePh00,rec_long,0,,,,,
player,201512240rai,sdg,RivePh00,fumbles,0,,,,,
player,201512240rai,sdg,RivePh00,fumbles_lost,0,,,,,
player,201512240rai,sdg,WoodDa02,pass_cmp,0,,,,,
player,201512240rai,sdg,WoodDa02,pass_att,0,,,,,
player,201512240rai,sdg,WoodDa02,pass_yds,0,,,,,
player,201512240rai,sdg,WoodDa02,pass_td,0,,,,,
player,201512240rai,sdg,WoodDa02,pass_int,0,,,,,
player,201512240rai,sdg,WoodDa02,pass_sacked,0,,,,,
player,201512240rai,sdg,WoodDa02,pass_sacked_yds,0,,,,,
player,201512240rai,sdg,WoodDa02,pass_long,0,,,,,
player,201512240rai,sdg,WoodDa02,pass_rating,,,,,,
player,201512240rai,sdg,WoodDa02,rush_att,11,,,,,
player,201512240rai,sdg,WoodDa02,rush_yds,55,,,,,
player,201512240rai,sdg,WoodDa02,rush_td,0,,,,,
player,201512240rai,sdg,WoodDa02,rush_long,27,,,,,
player,201512240rai,sdg,WoodDa02,targets,10,,,,,
player,201512240rai,sdg,WoodDa02,rec,8,,,,,
player,201512240rai,sdg,WoodDa02,rec_yds,53,,,,,
player,201512240rai,sdg,WoodDa02,rec_td,0,,,,,
player,201512240rai,sdg,WoodDa02,rec_long,21,,,,,
player,201512240rai,sdg,WoodDa02,fumbles,0,,,,,
player,201512240rai,sdg,WoodDa02,fumbles_lost,0,,,,,
player,201512240rai,sdg,BrowDo00,pass_cmp,0,,,,,
player,201512240rai,sdg,BrowDo00,pass_att,0,,,,,
player,201512240rai,sdg,BrowDo00,pass_yds,0,,,,,
player,201512240rai,sdg,BrowDo00,pass_td,0,,,,,
player,201512240rai,sdg,BrowDo00,pass_int,0,,,,,
player,201512240rai,sdg,BrowDo00,pass_sacked,0,,,,,
player,201512240rai,sdg,BrowDo00,pass_sacked_yds,0,,,,,
player,201512240rai,sdg,BrowDo00,pass_long,0,,,,,
player,201512240rai,sdg,BrowDo00,pass_rating,,,,,,
player,201512240rai,sdg,BrowDo00,rush_att,14,,,,,
player,201512240rai,sdg,BrowDo00,rush_yds,17,,,,,
player,201512240rai,sdg,BrowDo00,rush_td,1,,,,,
player,201512240rai,sdg,BrowDo00,rush_long,5,,,,,
player,201512240rai,sdg,BrowDo00,targets,4,,,,,
player,201512240rai,sdg,BrowDo00,rec,3,,,,,
player,201512240rai,sdg,BrowDo00,rec_yds,33,,,,,
player,201512240rai,sdg,BrowDo00,rec_td,0,,,,,
player,201512240rai,sdg,BrowDo00,rec_long,23,,,,,
player,201512240rai,sdg,BrowDo00,fumbles,0,,,,,
player,201512240rai,sdg,BrowDo00,fumbles_lost,0,,,,,
player,201512240rai,sdg,InmaDo00,pass_cmp,0,,,,,
player,201512240rai,sdg,InmaDo00,pass_att,0,,,,,
player,201512240rai,sdg,InmaDo00,pass_yds,0,,,,,
player,201512240rai,sdg,InmaDo00,pass_td,0,,,,,
player,201512240rai,sdg,InmaDo00,pass_int,0,,,,,
player,201512240rai,sdg,InmaDo00,pass_sacked,0,,,,,
player,201512240rai,sdg,InmaDo00,pass_sacked_yds,0,,,,,
player,201512240rai,sdg,InmaDo00,pass_long,0,,,,,
player,201512240rai,sdg,InmaDo00,pass_rating,,,,,,
player,201512240rai,sdg,InmaDo00,rush_att,0,,,,,
player,201512240rai,sdg,InmaDo00,rush_yds,0,,,,,
player,201512240rai,sdg,InmaDo00,rush_td,0,,,,,
player,201512240rai,sdg,InmaDo00,rush_long,0,,,,,
player,201512240rai,sdg,InmaDo00,targets,13,,,,,
player,201512240rai,sdg,InmaDo00,rec,8,,,,,
player,201512240rai,sdg,InmaDo00,rec_yds,82,,,,,
player,201512240rai,sdg,InmaDo00,rec_td,1,,,,,
player,201512240rai,sdg,InmaDo00,rec_long,20,,,,,
player,201512240rai,sdg,InmaDo00,fumbles,0,,,,,
player,201512240rai,sdg,InmaDo00,fumbles_lost,0,,,,,
player,201512240rai,sdg,FloyMa00,pass_cmp,0,,,,,
player,201512240rai,sdg,FloyMa00,pass_att,0,,,,,
player,201512240rai,sdg,FloyMa00,pass_yds,0,,,,,
player,201512240rai,sdg,FloyMa00,pass_td,0,,,,,
player,201512240rai,sdg,FloyMa00,pass_int,0,,,,,
player,201512240rai,sdg,FloyMa00,pass_sacked,0,,,,,
player,201512240rai,sdg,FloyMa00,pass_sacked_yds,0,,,,,
player,201512240rai,sdg,FloyMa00,pass_long,0,,,,,
player,201512240rai,sdg,FloyMa00,pass_rating,,,,,,
player,201512240rai,sdg,FloyMa00,rush_att,0,,,,,
player,201512240rai,sdg,FloyMa00,rush_yds,0,,,,,
player,201512240rai,sdg,FloyMa00,rush_td,0,,,,,
player,201512240rai,sdg,FloyMa00,rush_long,0,,,,,
player,201512240rai,sdg,FloyMa00,targets,6,,,,,
player,201512240rai,sdg,FloyMa00,rec,3,,,,,
player,201512240rai,sdg,FloyMa00,rec_yds,42,,,,,
player,201512240rai,sdg,FloyMa00,rec_td,0,,,,,
player,201512240rai,sdg,FloyMa00,rec_long,23,,,,,
player,201512240rai,sdg,FloyMa00,fumbles,0,,,,,
player,201512240rai,sdg,FloyMa00,fumbles_lost,0,,,,,
player,201512240rai,sdg,GreeLa00,pass_cmp,0,,,,,
player,201512240rai,sdg,GreeLa00,pass_att,0,,,,,
player,201512240rai,sdg,GreeLa00,pass_yds,0,,,,,
player,201512240rai,sdg,GreeLa00,pass_td,0,,,,,
player,201512240rai,sdg,GreeLa00,pass_int,0,,,,,
player,201512240rai,sdg,GreeLa00,pass_sacked,0,,,,,
